SN	Distance_X_LOGO_MainBoard_LD1	Distance_X_LOGO_MainBoard_LD2	Distance_X_LOGO_MainBoard_LD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_LD1	Distance_Y_LOGO_MainBoard_LD2	Distance_Y_LOGO_MainBoard_LD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_LD1	Angle_MainBoard_LD2	Angle_MainBoard_LD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
FLQS2044GRWY____	-53.451	-53.413	-53.413	-53.485	-53.446	-53.484	-53.448	-53.481	-53.451	-53.483	-53.412	-53.446	-53.378	-53.310	-53.346	-53.412	-53.412	-53.380	-53.379	-53.378	-53.346	-53.378	-53.378	-53.379	-53.413	-53.378	-53.344	-53.379	-53.378	-53.412	-53.377	-53.415	-93.700	-93.738	-93.805	-93.876	-93.843	-93.774	-93.810	-93.846	-93.911	-93.841	-93.946	-93.948	-93.913	-93.980	-93.984	-93.946	-93.946	-93.980	-93.912	-93.946	-93.945	-93.946	-93.914	-93.911	-93.913	-93.946	-93.912	-93.911	-93.914	-93.946	-93.877	-93.912	240.571	240.599	240.616	240.602	240.611	240.575	240.601	240.596	240.626	240.593	240.654	240.638	240.661	240.710	240.694	240.654	240.654	240.677	240.660	240.669	240.684	240.669	240.661	240.659	240.645	240.669	240.676	240.660	240.661	240.654	240.652	240.643	2016_7_19_17_00_57
FLQS312SGRWV____	-53.592	-53.555	-53.512	-53.584	-53.589	-53.584	-53.547	-53.625	-53.591	-53.584	-53.554	-53.590	-53.522	-53.409	-53.443	-53.554	-53.554	-53.522	-53.520	-53.520	-53.486	-53.520	-53.519	-53.518	-53.553	-53.520	-53.486	-53.517	-53.519	-53.554	-53.474	-53.557	-93.766	-93.802	-93.835	-93.911	-93.876	-93.839	-93.875	-93.912	-93.949	-93.875	-93.981	-93.982	-93.945	-94.011	-94.048	-93.981	-93.981	-94.013	-93.945	-93.978	-94.010	-93.978	-93.947	-93.978	-93.980	-93.978	-93.945	-93.943	-93.947	-93.981	-93.942	-93.944	239.949	239.975	240.003	239.990	239.979	239.971	239.998	239.971	239.997	239.981	240.022	240.006	240.028	240.097	240.091	240.022	240.022	240.046	240.029	240.037	240.062	240.037	240.029	240.038	240.022	240.037	240.044	240.030	240.029	240.022	240.049	240.011	2016_7_19_17_00_57
FLQS31J6GRWY____	-53.452	-53.413	-53.414	-53.486	-53.450	-53.485	-53.446	-53.482	-53.451	-53.486	-53.416	-53.451	-53.380	-53.310	-53.343	-53.416	-53.416	-53.377	-53.380	-53.379	-53.348	-53.379	-53.379	-53.379	-53.414	-53.379	-53.347	-53.382	-53.379	-53.416	-53.380	-53.417	-93.809	-93.887	-93.920	-93.993	-93.957	-93.883	-93.919	-93.993	-94.027	-93.956	-94.059	-94.061	-94.026	-94.092	-94.131	-94.059	-94.059	-94.094	-94.027	-94.061	-94.093	-94.061	-94.031	-94.059	-94.058	-94.061	-94.027	-94.028	-94.031	-94.059	-94.026	-94.028	240.161	240.200	240.208	240.194	240.201	240.166	240.193	240.196	240.219	240.185	240.244	240.228	240.251	240.301	240.296	240.244	240.244	240.270	240.252	240.261	240.284	240.261	240.253	240.261	240.244	240.261	240.267	240.251	240.253	240.244	240.252	240.235	2016_7_19_17_00_31
FLQS31FWGRWY____	-53.327	-53.292	-53.292	-53.365	-53.325	-53.367	-53.331	-53.361	-53.331	-53.364	-53.292	-53.328	-53.257	-53.191	-53.225	-53.292	-53.292	-53.260	-53.259	-53.259	-53.227	-53.259	-53.258	-53.257	-53.292	-53.259	-53.225	-53.259	-53.258	-53.292	-53.257	-53.294	-93.760	-93.798	-93.834	-93.910	-93.874	-93.838	-93.874	-93.909	-93.946	-93.873	-93.979	-93.980	-93.943	-94.012	-94.051	-93.979	-93.979	-94.011	-93.944	-93.976	-94.011	-93.976	-93.948	-93.975	-93.977	-93.976	-93.946	-93.945	-93.948	-93.979	-93.941	-93.944	240.056	240.083	240.092	240.078	240.087	240.059	240.085	240.080	240.104	240.069	240.130	240.114	240.137	240.185	240.180	240.130	240.130	240.153	240.136	240.145	240.169	240.145	240.137	240.145	240.129	240.145	240.152	240.137	240.137	240.130	240.136	240.120	2016_7_19_17_00_31
FLQS31CRGRWY____	-53.238	-53.201	-53.201	-53.272	-53.235	-53.274	-53.236	-53.269	-53.236	-53.272	-53.201	-53.237	-53.168	-53.098	-53.132	-53.201	-53.201	-53.168	-53.168	-53.167	-53.132	-53.167	-53.166	-53.166	-53.200	-53.167	-53.134	-53.164	-53.166	-53.201	-53.164	-53.203	-93.831	-93.866	-93.904	-93.980	-93.943	-93.909	-93.943	-93.977	-94.015	-93.943	-94.045	-94.092	-94.014	-94.081	-94.116	-94.045	-94.045	-94.077	-94.011	-94.043	-94.077	-94.043	-94.056	-94.040	-94.045	-94.043	-94.013	-94.054	-94.056	-94.045	-94.012	-94.014	240.735	240.761	240.771	240.758	240.765	240.738	240.765	240.759	240.784	240.748	240.808	240.803	240.815	240.865	240.858	240.808	240.808	240.831	240.814	240.823	240.848	240.823	240.827	240.823	240.808	240.823	240.831	240.827	240.827	240.808	240.816	240.799	2016_7_19_17_00_31
FLQS319LGRWY____	-53.300	-53.264	-53.221	-53.295	-53.253	-53.293	-53.298	-53.330	-53.301	-53.292	-53.264	-53.298	-53.188	-53.160	-53.194	-53.264	-53.264	-53.188	-53.228	-53.227	-53.194	-53.227	-53.229	-53.184	-53.261	-53.227	-53.193	-53.184	-53.229	-53.264	-53.184	-53.263	-93.897	-93.877	-93.911	-94.033	-93.950	-93.911	-93.949	-94.025	-94.070	-93.997	-94.099	-94.102	-94.021	-94.132	-94.125	-94.099	-94.099	-94.131	-94.067	-94.091	-94.084	-94.091	-94.028	-94.045	-94.094	-94.091	-94.070	-94.069	-94.028	-94.099	-94.065	-94.067	240.733	240.744	240.773	240.771	240.769	240.740	240.747	240.753	240.778	240.763	240.803	240.788	240.817	240.859	240.842	240.803	240.803	240.846	240.811	240.818	240.831	240.818	240.800	240.825	240.803	240.818	240.828	240.832	240.800	240.803	240.830	240.795	2016_7_19_17_00_31
FLQS319HGRWY____	-53.285	-53.161	-53.159	-53.230	-53.191	-53.231	-53.241	-53.227	-53.238	-53.228	-53.199	-53.192	-53.166	-53.097	-53.130	-53.199	-53.199	-53.124	-53.125	-53.122	-53.133	-53.122	-53.165	-53.123	-53.203	-53.122	-53.130	-53.124	-53.165	-53.199	-53.122	-53.160	-93.753	-93.785	-93.783	-93.895	-93.859	-93.822	-93.908	-93.892	-93.933	-93.821	-93.965	-93.967	-93.895	-93.962	-94.036	-93.965	-93.965	-93.960	-93.930	-93.962	-93.960	-93.962	-93.934	-93.959	-93.968	-93.962	-93.934	-93.929	-93.934	-93.965	-93.889	-93.927	240.709	240.775	240.775	240.772	240.780	240.752	240.770	240.772	240.778	240.753	240.804	240.808	240.801	240.851	240.855	240.804	240.804	240.838	240.829	240.839	240.833	240.839	240.812	240.838	240.803	240.839	240.828	240.829	240.812	240.804	240.820	240.812	2016_7_19_17_00_31
FLQS317CGRWY____	-53.453	-53.418	-53.419	-53.490	-53.455	-53.492	-53.456	-53.488	-53.455	-53.491	-53.420	-53.416	-53.385	-53.316	-53.351	-53.420	-53.420	-53.386	-53.386	-53.386	-53.351	-53.386	-53.384	-53.385	-53.383	-53.386	-53.353	-53.385	-53.384	-53.420	-53.346	-53.422	-93.891	-93.879	-93.955	-93.989	-93.950	-93.916	-93.951	-93.983	-94.025	-93.949	-94.056	-94.054	-94.019	-94.089	-94.124	-94.056	-94.056	-94.088	-94.022	-94.056	-94.088	-94.056	-94.025	-94.051	-94.051	-94.056	-94.024	-94.023	-94.025	-94.056	-94.020	-94.019	240.041	240.054	240.073	240.049	240.055	240.029	240.055	240.049	240.075	240.038	240.099	240.100	240.105	240.156	240.148	240.099	240.099	240.123	240.106	240.114	240.139	240.114	240.108	240.114	240.115	240.114	240.121	240.106	240.108	240.099	240.124	240.088	2016_7_19_17_00_31
FLQS3160GRWY____	-53.247	-53.209	-53.207	-53.281	-53.243	-53.241	-53.203	-53.275	-53.245	-53.283	-53.209	-53.245	-53.173	-53.102	-53.141	-53.209	-53.209	-53.175	-53.178	-53.176	-53.142	-53.176	-53.175	-53.133	-53.252	-53.176	-53.141	-53.171	-53.175	-53.209	-53.173	-53.212	-93.721	-93.806	-93.841	-93.917	-93.924	-93.842	-93.877	-93.909	-93.953	-93.923	-93.984	-94.029	-93.950	-94.016	-94.051	-93.984	-93.984	-94.014	-93.947	-93.979	-94.012	-93.979	-93.953	-93.973	-93.984	-93.979	-93.948	-93.953	-93.953	-93.984	-93.947	-93.949	240.093	240.133	240.143	240.129	240.149	240.128	240.154	240.130	240.155	240.130	240.180	240.175	240.188	240.238	240.229	240.180	240.180	240.203	240.185	240.194	240.218	240.194	240.187	240.212	240.160	240.194	240.202	240.189	240.187	240.180	240.187	240.169	2016_7_19_17_00_31
FLQS3126GRWV____	-53.588	-53.550	-53.547	-53.621	-53.582	-53.619	-53.582	-53.615	-53.584	-53.621	-53.547	-53.584	-53.513	-53.446	-53.480	-53.547	-53.547	-53.515	-53.514	-53.514	-53.481	-53.514	-53.511	-53.513	-53.548	-53.514	-53.482	-53.512	-53.511	-53.547	-53.509	-53.551	-93.791	-93.830	-93.905	-93.938	-93.939	-93.865	-93.902	-93.935	-93.972	-93.900	-94.042	-94.047	-93.971	-94.038	-94.075	-94.042	-94.042	-94.076	-93.973	-94.042	-94.035	-94.042	-94.013	-94.002	-94.004	-94.042	-94.010	-93.974	-94.013	-94.042	-94.010	-93.973	240.019	240.047	240.068	240.043	240.061	240.025	240.051	240.045	240.069	240.033	240.104	240.089	240.101	240.150	240.143	240.104	240.104	240.128	240.101	240.119	240.133	240.119	240.113	240.109	240.094	240.119	240.126	240.102	240.113	240.104	240.113	240.084	2016_7_19_17_00_31
FLQS3115GRWV____	-53.668	-53.630	-53.629	-53.701	-53.664	-53.702	-53.665	-53.698	-53.665	-53.701	-53.629	-53.666	-53.598	-53.528	-53.561	-53.629	-53.629	-53.595	-53.595	-53.594	-53.562	-53.594	-53.592	-53.594	-53.629	-53.594	-53.563	-53.596	-53.592	-53.629	-53.595	-53.632	-93.650	-93.686	-93.721	-93.795	-93.758	-93.723	-93.758	-93.791	-93.831	-93.757	-93.863	-93.863	-93.828	-93.896	-93.934	-93.863	-93.863	-93.896	-93.829	-93.862	-93.895	-93.862	-93.831	-93.860	-93.861	-93.862	-93.830	-93.830	-93.831	-93.863	-93.826	-93.829	240.065	240.092	240.101	240.088	240.095	240.068	240.095	240.088	240.114	240.078	240.139	240.122	240.144	240.194	240.189	240.139	240.139	240.163	240.146	240.155	240.178	240.155	240.148	240.155	240.138	240.155	240.161	240.146	240.148	240.139	240.145	240.129	2016_7_19_17_00_31
FLQS310RGRWV____	-53.181	-53.145	-53.147	-53.216	-53.179	-53.218	-53.181	-53.215	-53.180	-53.216	-53.145	-53.179	-53.115	-53.043	-53.077	-53.145	-53.145	-53.114	-53.112	-53.111	-53.078	-53.111	-53.111	-53.110	-53.143	-53.111	-53.078	-53.110	-53.111	-53.145	-53.107	-53.147	-93.786	-93.825	-93.859	-93.933	-93.896	-93.862	-93.896	-93.930	-93.968	-93.895	-94.003	-94.004	-93.969	-94.037	-94.072	-94.003	-94.003	-94.035	-93.968	-94.001	-94.035	-94.001	-93.968	-93.999	-94.000	-94.001	-93.969	-93.969	-93.968	-94.003	-93.967	-93.967	240.302	240.328	240.337	240.324	240.331	240.304	240.330	240.323	240.350	240.314	240.375	240.359	240.380	240.431	240.424	240.375	240.375	240.398	240.381	240.390	240.414	240.390	240.381	240.390	240.375	240.390	240.397	240.382	240.381	240.375	240.383	240.365	2016_7_19_17_00_32
FLQS3106GRWV____	-53.440	-53.404	-53.402	-53.477	-53.441	-53.477	-53.442	-53.472	-53.443	-53.478	-53.403	-53.438	-53.369	-53.297	-53.333	-53.403	-53.403	-53.369	-53.369	-53.368	-53.332	-53.368	-53.368	-53.369	-53.405	-53.368	-53.336	-53.367	-53.368	-53.403	-53.365	-53.405	-93.763	-93.802	-93.836	-93.905	-93.871	-93.838	-93.876	-93.904	-93.940	-93.873	-93.976	-93.977	-93.943	-94.009	-94.045	-93.976	-93.976	-94.009	-93.943	-93.976	-94.010	-93.976	-93.944	-93.973	-93.975	-93.976	-93.945	-93.942	-93.944	-93.976	-93.940	-93.943	240.019	240.046	240.056	240.040	240.047	240.022	240.048	240.042	240.065	240.031	240.092	240.076	240.099	240.150	240.143	240.092	240.092	240.117	240.099	240.108	240.134	240.108	240.100	240.107	240.091	240.108	240.115	240.100	240.100	240.092	240.101	240.083	2016_7_19_17_00_32
FLQS30ZQGRWV____	-53.373	-53.335	-53.333	-53.409	-53.367	-53.407	-53.370	-53.403	-53.372	-53.409	-53.335	-53.372	-53.300	-53.232	-53.266	-53.335	-53.335	-53.303	-53.299	-53.301	-53.311	-53.301	-53.299	-53.298	-53.333	-53.301	-53.266	-53.302	-53.299	-53.335	-53.301	-53.338	-93.764	-93.756	-93.790	-93.958	-93.870	-93.789	-93.871	-93.906	-93.942	-93.825	-93.976	-93.979	-93.942	-94.009	-94.047	-93.976	-93.976	-94.009	-93.942	-93.973	-94.011	-93.973	-93.944	-93.974	-93.978	-93.973	-93.945	-93.942	-93.944	-93.976	-93.938	-93.941	240.040	240.056	240.066	240.074	240.071	240.031	240.070	240.064	240.087	240.040	240.113	240.097	240.121	240.169	240.164	240.113	240.113	240.137	240.121	240.128	240.134	240.128	240.121	240.130	240.115	240.128	240.137	240.120	240.121	240.113	240.119	240.103	2016_7_19_17_00_32
