SN	Distance_X_LOGO_MainBoard_Corner1	Distance_X_LOGO_MainBoard_Corner2	Distance_X_LOGO_MainBoard_Corner3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_Corner1	Distance_Y_LOGO_MainBoard_Corner2	Distance_Y_LOGO_MainBoard_Corner3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_Corner1	Angle_MainBoard_Corner2	Angle_MainBoard_Corner3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
FLQS30KVGRWV____	-50.412	-50.444	-50.479	-50.478	-50.449	-50.548	-50.301	-50.374	-50.305	-50.544	-50.478	-50.446	-50.230	-50.480	-50.409	-50.265	-50.373	-50.343	-50.338	-50.446	-50.309	-50.378	-50.411	-50.412	-50.268	-50.408	-50.157	-50.476	-50.444	-50.453	-50.372	-50.346	129.971	129.897	129.898	129.866	129.930	130.043	129.969	130.040	129.970	129.937	129.972	129.933	129.965	129.902	129.899	129.958	130.006	130.074	130.039	130.004	130.005	130.107	129.933	130.039	129.938	130.111	130.143	130.052	130.105	129.831	130.037	130.145	111.305	111.328	111.341	111.346	111.325	111.346	111.263	111.280	111.264	111.361	111.330	111.323	111.236	111.341	111.314	111.250	111.285	111.263	111.266	111.313	111.260	111.271	111.310	111.295	111.255	111.282	111.182	111.317	111.297	111.341	111.280	111.254	2016_7_19_17_05_18
FLQS30KBGRWV____	-50.545	-50.579	-50.619	-50.615	-50.583	-50.650	-50.430	-50.470	-50.403	-50.651	-50.617	-50.581	-50.357	-50.618	-50.547	-50.391	-50.510	-50.436	-50.477	-50.582	-50.402	-50.505	-50.544	-50.507	-50.360	-50.548	-50.297	-50.614	-50.544	-50.549	-50.472	-50.473	129.945	129.876	129.873	129.840	129.873	129.979	129.954	130.017	129.944	129.907	129.944	129.910	129.955	129.873	129.874	129.950	129.982	130.053	130.013	129.981	129.980	130.087	129.913	130.018	129.921	130.085	130.118	130.052	130.084	129.804	130.017	130.092	111.271	111.294	111.310	111.314	111.296	111.306	111.226	111.232	111.217	111.317	111.299	111.290	111.198	111.309	111.282	111.211	111.252	111.213	111.235	111.280	111.211	111.235	111.275	111.246	111.204	111.251	111.150	111.281	111.250	111.293	111.232	111.222	2016_7_19_17_05_19
FLQS30CWGRWV____	-50.461	-50.463	-50.532	-50.497	-50.502	-50.564	-50.348	-50.390	-50.320	-50.558	-50.530	-50.497	-50.276	-50.531	-50.463	-50.310	-50.423	-50.359	-50.395	-50.499	-50.321	-50.427	-50.461	-50.427	-50.279	-50.464	-50.214	-50.531	-50.462	-50.465	-50.389	-50.393	129.952	129.881	129.879	129.844	129.878	129.986	129.961	130.022	129.952	129.886	129.951	129.915	129.962	129.878	129.883	129.960	129.960	130.055	130.022	129.987	129.987	130.089	129.916	130.020	129.929	130.091	130.126	130.056	130.092	129.813	130.022	130.099	111.079	111.091	111.118	111.109	111.106	111.114	111.035	111.042	111.025	111.126	111.106	111.099	111.007	111.117	111.090	111.020	111.064	111.025	111.044	111.089	111.021	111.046	111.085	111.056	111.013	111.060	110.959	111.091	111.059	111.102	111.042	111.031	2016_7_19_17_05_19
FLQS30C7GRWV____	-50.468	-50.468	-50.533	-50.500	-50.500	-50.566	-50.357	-50.396	-50.327	-50.567	-50.531	-50.504	-50.285	-50.535	-50.466	-50.319	-50.430	-50.365	-50.394	-50.500	-50.330	-50.436	-50.468	-50.435	-50.291	-50.462	-50.216	-50.528	-50.462	-50.476	-50.396	-50.402	129.909	129.839	129.840	129.805	129.838	129.949	129.911	129.981	129.910	129.873	129.911	129.873	129.910	129.840	129.840	129.903	129.946	130.015	129.982	129.945	129.945	130.048	129.874	129.978	129.876	130.051	130.082	130.020	130.046	129.772	129.979	130.054	111.150	111.160	111.185	111.177	111.173	111.181	111.107	111.111	111.096	111.193	111.174	111.169	111.080	111.186	111.159	111.094	111.130	111.095	111.111	111.157	111.091	111.117	111.155	111.127	111.087	111.126	111.027	111.157	111.127	111.173	111.112	111.103	2016_7_19_17_05_19
FLQS29JFGRX5____	-50.361	-50.396	-50.427	-50.426	-50.428	-50.493	-50.281	-50.325	-50.254	-50.490	-50.424	-50.397	-50.173	-50.425	-50.391	-50.246	-50.357	-50.293	-50.323	-50.394	-50.256	-50.360	-50.397	-50.361	-50.176	-50.357	-50.144	-50.424	-50.392	-50.400	-50.326	-50.326	129.980	129.910	129.910	129.874	129.908	130.016	130.020	130.050	129.982	129.945	129.979	129.943	130.021	129.907	129.912	130.019	130.016	130.086	130.051	130.015	130.015	130.120	129.945	130.050	129.987	130.119	130.156	130.086	130.122	129.872	130.050	130.126	111.052	111.076	111.088	111.093	111.089	111.098	111.016	111.028	111.011	111.107	111.077	111.072	110.974	111.088	111.074	111.003	111.046	111.011	111.027	111.060	111.007	111.032	111.072	111.042	110.981	111.031	110.943	111.061	111.043	111.084	111.029	111.018	2016_7_19_17_05_19
FLQS22XEGRX2____	-50.427	-50.422	-50.525	-50.496	-50.496	-50.563	-50.347	-50.385	-50.313	-50.561	-50.526	-50.491	-50.273	-50.527	-50.458	-50.306	-50.422	-50.355	-50.384	-50.492	-50.320	-50.421	-50.457	-50.422	-50.278	-50.456	-50.208	-50.524	-50.454	-50.466	-50.384	-50.391	129.921	129.851	129.852	129.850	129.880	129.993	129.960	129.995	129.925	129.886	129.957	129.887	129.923	129.851	129.854	129.956	129.961	130.030	129.997	129.958	129.957	130.064	129.887	129.995	129.893	130.063	130.095	130.031	130.062	129.817	129.993	130.097	111.062	111.071	111.110	111.100	111.095	111.104	111.026	111.036	111.018	111.119	111.095	111.092	111.003	111.112	111.084	111.011	111.055	111.019	111.035	111.082	111.016	111.039	111.079	111.050	111.010	111.053	110.953	111.083	111.052	111.093	111.035	111.023	2016_7_19_17_05_19
FLQS22TQGRX2____	-50.638	-50.671	-50.746	-50.709	-50.710	-50.774	-50.557	-50.597	-50.524	-50.773	-50.704	-50.707	-50.486	-50.742	-50.636	-50.483	-50.636	-50.565	-50.566	-50.711	-50.529	-50.597	-50.635	-50.633	-50.487	-50.674	-50.377	-50.740	-50.634	-50.639	-50.559	-50.598	129.897	129.827	129.827	129.793	129.825	129.935	129.904	129.970	129.899	129.864	129.899	129.860	129.901	129.829	129.827	129.893	129.936	130.005	129.967	129.935	129.937	130.038	129.862	129.968	129.872	130.041	130.071	130.007	130.033	129.759	129.968	130.046	111.158	111.182	111.210	111.201	111.197	111.205	111.126	111.132	111.114	111.215	111.183	111.190	111.099	111.209	111.168	111.099	111.152	111.114	111.120	111.181	111.111	111.122	111.162	111.146	111.104	111.151	111.033	111.181	111.136	111.179	111.117	111.121	2016_7_19_17_05_19
FLQS21YXGRX2____	-50.230	-50.227	-50.293	-50.258	-50.262	-50.324	-50.116	-50.157	-50.085	-50.322	-50.291	-50.263	-50.045	-50.293	-50.224	-50.042	-50.190	-50.127	-50.154	-50.263	-50.090	-50.197	-50.229	-50.197	-50.053	-50.224	-49.978	-50.290	-50.225	-50.236	-50.154	-50.161	130.032	129.961	129.962	129.927	129.959	130.069	130.040	130.102	130.035	129.996	130.033	129.995	130.039	129.961	129.964	130.031	130.069	130.137	130.105	130.098	130.068	130.171	129.996	130.101	130.005	130.174	130.238	130.140	130.173	129.926	130.103	130.208	111.255	111.265	111.290	111.282	111.278	111.286	111.210	111.217	111.199	111.296	111.278	111.273	111.183	111.290	111.263	111.183	111.234	111.200	111.216	111.258	111.196	111.222	111.260	111.232	111.192	111.232	111.128	111.262	111.233	111.273	111.216	111.203	2016_7_19_17_05_19
FLQS2AVTGRX5____	-50.489	-50.485	-50.589	-50.554	-50.557	-50.621	-50.375	-50.454	-50.343	-50.615	-50.586	-50.522	-50.306	-50.554	-50.520	-50.336	-50.450	-50.383	-50.413	-50.559	-50.384	-50.454	-50.520	-50.453	-50.308	-50.519	-50.236	-50.554	-50.520	-50.491	-50.452	-50.457	129.911	129.841	129.843	129.807	129.840	129.949	129.920	129.980	129.913	129.879	129.914	129.874	129.947	129.842	129.844	129.912	129.949	130.018	129.984	129.948	129.949	130.049	129.876	129.979	129.918	130.054	130.085	130.017	130.051	129.770	129.981	130.091	111.152	111.161	111.200	111.192	111.189	111.197	111.107	111.128	111.095	111.205	111.189	111.170	111.077	111.187	111.174	111.093	111.131	111.095	111.112	111.173	111.106	111.118	111.169	111.128	111.081	111.142	111.029	111.161	111.143	111.174	111.127	111.113	2016_7_19_17_05_20
FLQS3087GRWV____	-50.524	-50.524	-50.594	-50.559	-50.561	-50.627	-50.412	-50.454	-50.385	-50.593	-50.593	-50.559	-50.310	-50.594	-50.525	-50.338	-50.488	-50.420	-50.418	-50.526	-50.387	-50.489	-50.523	-50.488	-50.345	-50.523	-50.245	-50.593	-50.524	-50.528	-50.454	-50.458	130.039	129.968	129.969	129.934	129.967	130.075	130.051	130.111	130.040	130.003	130.039	130.004	130.049	129.967	129.969	130.046	130.075	130.146	130.111	130.074	130.075	130.178	130.005	130.109	130.018	130.179	130.212	130.146	130.182	129.897	130.110	130.221	111.115	111.126	111.152	111.144	111.140	111.150	111.071	111.078	111.062	111.147	111.142	111.134	111.032	111.153	111.126	111.043	111.096	111.059	111.064	111.111	111.057	111.081	111.120	111.091	111.050	111.094	110.983	111.126	111.094	111.138	111.078	111.063	2016_7_19_17_05_20
