SN	Distance_X_LOGO_MainBoard_Sim1	Distance_X_LOGO_MainBoard_Sim2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_Sim1	Distance_Y_LOGO_MainBoard_Sim2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_Sim1	Angle_MainBoard_Sim2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
FLQS30UFGRWV____	-0.005	-0.005	0.030	-0.005	-0.005	-0.040	-0.004	-0.040	-0.003	0.028	-0.005	-0.004	-0.006	-0.036	-0.004	-0.004	-0.004	0.033	-0.005	-0.003	0.034	-0.006	0.028	-0.003	-0.004	-0.005	-0.038	-0.041	-0.004	-0.040	-0.006	-0.005	0.005	-0.027	0.005	0.042	0.008	0.043	0.042	0.042	-0.028	0.005	0.008	-0.032	0.042	-0.023	-0.029	-0.029	0.009	0.042	0.042	-0.025	-0.032	0.006	0.041	0.008	-0.026	0.006	0.009	0.009	0.007	-0.050	0.045	0.005	-0.679	-0.664	-0.661	-0.697	-0.681	-0.715	-0.697	-0.714	-0.661	-0.662	-0.681	-0.660	-0.697	-0.681	-0.661	-0.661	-0.680	-0.678	-0.697	-0.663	-0.642	-0.680	-0.680	-0.679	-0.663	-0.679	-0.698	-0.699	-0.680	-0.670	-0.699	-0.679	-0.006	0.005	-0.679	2016_7_19_16_59_31
FLQS30TYGRWV____	0.016	0.054	0.053	0.054	0.055	0.015	-0.020	0.055	0.018	0.054	0.055	0.020	0.018	0.054	0.016	0.054	0.055	0.055	0.014	0.053	0.017	0.017	0.017	0.015	0.055	0.016	0.054	0.014	0.053	0.017	0.014	0.016	-0.054	-0.021	-0.021	-0.020	-0.020	-0.022	-0.054	-0.020	-0.019	-0.021	-0.020	-0.020	-0.021	-0.022	-0.020	-0.023	-0.021	-0.021	-0.021	-0.021	-0.019	-0.055	-0.021	-0.020	-0.023	-0.053	-0.017	-0.053	-0.023	-0.018	-0.022	-0.054	-0.639	-0.637	-0.637	-0.638	-0.637	-0.656	-0.657	-0.637	-0.655	-0.636	-0.637	-0.654	-0.654	-0.636	-0.656	-0.637	-0.637	-0.636	-0.657	-0.637	-0.657	-0.639	-0.655	-0.657	-0.635	-0.639	-0.639	-0.641	-0.636	-0.656	-0.656	-0.639	0.033	-0.027	-0.644	2016_7_19_16_59_31
FLQS30T7GRWV____	0.024	0.022	0.024	0.023	0.021	0.055	0.022	0.054	0.057	0.023	0.021	0.056	0.024	0.023	0.023	0.023	0.021	0.057	0.022	0.022	0.056	0.054	0.054	0.055	0.022	0.024	0.024	0.054	0.024	0.053	0.055	0.024	0.060	0.028	0.059	0.029	0.027	0.061	0.061	0.059	0.057	0.060	0.027	0.059	0.025	0.028	0.025	0.026	0.060	0.026	0.027	0.025	0.057	0.029	0.057	0.060	0.026	0.059	0.059	0.061	0.060	0.059	0.062	0.060	-0.018	-0.004	-0.018	-0.003	-0.002	-0.003	-0.020	-0.003	-0.000	-0.019	-0.002	-0.002	-0.000	-0.002	-0.001	-0.001	-0.020	0.016	-0.003	-0.001	-0.000	0.012	-0.002	-0.002	-0.002	-0.018	-0.017	-0.003	-0.018	-0.002	-0.003	-0.018	0.035	0.046	-0.006	2016_7_19_16_59_32
FLQS30S7GRWV____	-0.058	-0.019	-0.024	-0.022	-0.020	-0.056	-0.056	-0.054	-0.058	-0.057	-0.020	-0.057	-0.057	-0.057	-0.057	-0.055	-0.055	-0.057	-0.021	-0.056	-0.058	-0.055	-0.058	-0.055	-0.054	-0.057	-0.057	-0.054	-0.058	-0.055	-0.022	-0.058	0.077	0.076	0.076	0.076	0.111	0.076	0.076	0.110	0.109	0.076	0.111	0.075	0.075	0.111	0.109	0.111	0.074	0.076	0.109	0.077	0.076	0.109	0.077	0.075	0.075	0.075	0.109	0.076	0.076	0.077	0.077	0.077	-0.740	-0.721	-0.724	-0.722	-0.738	-0.739	-0.739	-0.755	-0.757	-0.741	-0.738	-0.739	-0.739	-0.757	-0.756	-0.756	-0.738	-0.740	-0.738	-0.739	-0.740	-0.755	-0.741	-0.738	-0.738	-0.740	-0.756	-0.738	-0.741	-0.740	-0.723	-0.740	-0.049	0.087	-0.741	2016_7_19_16_59_32
FLQS30RRGRWV____	0.014	0.008	0.012	0.008	0.011	0.010	0.011	0.010	0.043	0.011	0.011	0.046	0.013	0.012	0.012	0.011	0.042	0.045	0.010	0.012	0.010	0.013	0.012	0.012	0.011	0.013	0.012	0.009	0.012	0.050	0.010	0.014	-0.037	0.039	0.000	-0.035	-0.001	-0.001	0.001	-0.035	-0.002	-0.037	-0.001	0.000	-0.000	0.034	0.000	0.034	-0.036	-0.000	0.000	-0.002	-0.002	-0.002	0.001	0.000	0.000	0.002	0.034	0.038	-0.035	0.056	-0.001	-0.037	-0.649	-0.689	-0.669	-0.653	-0.668	-0.669	-0.669	-0.651	-0.651	-0.650	-0.668	-0.651	-0.668	-0.685	-0.669	-0.685	-0.635	-0.652	-0.669	-0.667	-0.669	-0.666	-0.668	-0.668	-0.669	-0.668	-0.685	-0.689	-0.650	-0.677	-0.669	-0.649	0.017	-0.001	-0.665	2016_7_19_16_59_32
FLQS30R2GRWV____	0.114	0.080	0.115	0.079	0.079	0.079	0.078	0.079	0.082	0.113	0.079	0.113	0.079	0.114	0.113	0.114	0.078	0.078	0.080	0.113	0.079	0.113	0.113	0.078	0.080	0.113	0.113	0.113	0.114	0.112	0.113	0.114	-0.047	-0.016	-0.016	-0.018	-0.016	-0.018	-0.018	-0.017	-0.047	-0.016	-0.016	-0.016	-0.016	-0.015	-0.017	-0.015	-0.016	-0.016	-0.017	-0.016	-0.046	-0.048	-0.016	-0.017	-0.015	-0.047	-0.016	-0.015	-0.015	-0.048	-0.016	-0.047	0.079	0.048	0.064	0.048	0.048	0.048	0.048	0.048	0.064	0.064	0.048	0.064	0.047	0.064	0.065	0.064	0.047	0.046	0.049	0.064	0.062	0.079	0.064	0.047	0.048	0.079	0.063	0.063	0.064	0.080	0.064	0.079	0.097	-0.023	0.060	2016_7_19_16_59_32
FLQS30QXGRWV____	-0.038	-0.002	-0.038	-0.038	-0.002	-0.003	-0.006	-0.002	-0.040	-0.003	-0.002	0.031	-0.003	0.031	0.029	-0.003	-0.004	-0.041	0.032	-0.037	-0.004	-0.003	-0.038	-0.004	-0.003	0.031	-0.035	-0.003	-0.037	-0.003	0.032	-0.038	0.084	0.011	0.011	0.010	0.046	0.011	0.010	0.011	0.011	0.083	0.046	0.084	0.010	0.010	0.009	0.010	0.046	0.011	0.044	0.009	0.009	0.010	0.046	0.046	0.009	0.009	-0.033	0.010	0.013	0.010	0.012	0.084	-0.096	-0.041	-0.059	-0.059	-0.059	-0.042	-0.042	-0.042	-0.060	-0.078	-0.059	-0.061	-0.041	-0.024	-0.024	-0.041	-0.060	-0.060	-0.041	-0.058	-0.041	-0.042	-0.077	-0.059	-0.041	-0.024	-0.036	-0.042	-0.059	-0.042	-0.025	-0.096	-0.008	0.025	-0.051	2016_7_19_16_59_32
FLQS30QPGRWV____	0.023	0.057	0.054	0.056	0.057	0.055	0.055	0.056	0.057	0.054	0.057	0.055	0.054	0.024	0.053	0.054	0.057	0.056	0.056	0.054	0.057	0.053	0.022	0.024	0.057	0.024	0.053	0.056	0.054	0.025	0.055	0.023	-0.016	-0.015	-0.015	-0.018	-0.014	-0.016	-0.015	-0.016	-0.015	-0.014	-0.014	-0.012	-0.015	-0.015	-0.015	-0.015	-0.014	-0.013	-0.016	-0.014	-0.013	-0.016	-0.015	-0.016	-0.015	-0.014	-0.015	-0.017	-0.014	-0.014	-0.016	-0.016	0.019	0.036	0.034	0.036	0.035	0.035	0.035	0.036	0.036	0.033	0.035	0.033	0.035	0.019	0.034	0.034	0.035	0.034	0.036	0.034	0.035	0.034	0.019	0.020	0.036	0.019	0.034	0.036	0.034	0.019	0.035	0.019	0.048	-0.015	0.031	2016_7_19_16_59_32
FLQS30QMGRWV____	-0.005	-0.038	-0.007	-0.039	-0.040	-0.039	-0.007	0.025	-0.007	0.026	-0.040	-0.041	-0.007	-0.008	-0.005	-0.008	-0.009	-0.007	0.025	-0.009	-0.006	-0.007	-0.006	-0.009	-0.009	-0.006	-0.007	-0.039	0.024	-0.008	-0.039	-0.005	-0.023	-0.024	-0.022	-0.057	-0.058	-0.024	-0.023	-0.025	-0.022	-0.022	-0.058	-0.022	-0.023	-0.025	-0.021	-0.024	-0.023	-0.023	-0.022	-0.024	-0.022	-0.024	-0.022	-0.058	-0.024	-0.055	-0.023	-0.023	-0.021	-0.024	-0.024	-0.023	0.009	-0.007	0.007	0.008	0.009	-0.008	0.008	0.024	0.007	0.024	0.009	-0.009	0.008	0.008	0.008	0.008	0.007	0.008	0.024	0.007	0.008	0.008	0.008	0.025	0.008	0.024	0.008	-0.008	0.022	0.008	-0.008	0.009	-0.011	-0.028	0.008	2016_7_19_16_59_33
FLQS30Q9GRWY____	-0.113	-0.076	-0.078	-0.079	-0.077	-0.114	-0.116	-0.078	-0.077	-0.113	-0.077	-0.079	-0.076	-0.079	-0.113	-0.078	-0.080	-0.079	-0.116	-0.078	-0.077	-0.114	-0.115	-0.078	-0.109	-0.114	-0.114	-0.115	-0.078	-0.114	-0.115	-0.113	0.061	0.058	0.058	0.058	0.057	0.058	0.058	0.058	0.059	0.060	0.057	0.059	0.060	0.059	0.059	0.061	0.057	0.059	0.024	0.060	0.059	0.060	0.025	0.058	0.059	0.060	0.061	0.059	0.059	0.060	0.059	0.061	-0.086	-0.067	-0.067	-0.068	-0.066	-0.086	-0.087	-0.067	-0.067	-0.085	-0.066	-0.068	-0.068	-0.068	-0.086	-0.069	-0.068	-0.068	-0.069	-0.069	-0.067	-0.086	-0.069	-0.068	-0.083	-0.086	-0.086	-0.086	-0.068	-0.087	-0.086	-0.086	-0.095	0.057	-0.075	2016_7_19_16_59_33
FLQS30Q9GRWV____	-0.074	-0.108	-0.076	-0.075	-0.108	-0.074	-0.073	-0.109	-0.110	-0.076	-0.108	-0.110	-0.075	-0.077	-0.075	-0.110	-0.108	-0.110	-0.110	-0.109	-0.110	-0.076	-0.076	-0.108	-0.108	-0.142	-0.076	-0.073	-0.076	-0.109	-0.074	-0.074	-0.030	0.008	0.007	0.009	0.009	0.008	0.008	0.009	0.009	0.007	0.009	0.008	0.007	0.008	0.008	0.010	0.007	0.009	0.009	0.009	0.010	0.009	0.009	0.009	0.008	0.007	0.009	0.008	0.007	0.009	0.008	-0.030	0.566	0.530	0.547	0.546	0.529	0.547	0.547	0.530	0.529	0.546	0.529	0.529	0.547	0.546	0.546	0.528	0.530	0.529	0.529	0.529	0.528	0.545	0.546	0.529	0.530	0.514	0.546	0.547	0.547	0.530	0.548	0.566	-0.093	0.006	0.539	2016_7_19_16_59_33
FLQS30Q3GRWV____	0.073	0.072	0.073	0.069	0.071	0.070	0.071	0.068	0.074	0.073	0.071	0.074	0.074	0.074	0.075	0.075	0.071	0.074	0.071	0.073	0.075	0.075	0.074	0.071	0.040	0.073	0.075	0.073	0.072	0.073	0.071	0.073	0.001	0.000	-0.003	-0.036	0.000	-0.038	0.037	-0.038	0.038	-0.000	0.000	0.000	-0.038	0.037	0.036	0.036	0.035	0.001	0.037	-0.001	0.035	0.001	0.001	0.001	-0.005	-0.034	-0.002	0.036	0.036	0.001	-0.038	0.001	0.710	0.710	0.711	0.726	0.709	0.727	0.691	0.727	0.692	0.710	0.709	0.711	0.730	0.692	0.693	0.694	0.692	0.711	0.691	0.710	0.693	0.710	0.710	0.709	0.696	0.727	0.712	0.692	0.692	0.710	0.728	0.710	0.072	0.004	0.707	2016_7_19_16_59_33
FLQS30Q2GRWV____	0.018	0.052	0.051	0.054	0.054	0.054	0.054	0.053	0.051	0.051	0.054	0.053	0.020	0.051	0.019	0.018	0.054	0.051	0.020	0.054	0.052	0.017	0.053	0.052	0.053	0.018	0.053	0.053	0.051	0.051	0.020	0.018	-0.031	-0.068	-0.066	-0.068	-0.034	-0.068	-0.068	-0.068	-0.067	-0.032	-0.034	-0.031	-0.067	-0.067	-0.066	-0.100	-0.067	-0.033	-0.035	-0.065	-0.065	-0.065	-0.033	-0.100	-0.066	-0.065	-0.067	-0.066	-0.066	-0.066	-0.067	-0.031	-0.650	-0.615	-0.616	-0.613	-0.630	-0.614	-0.614	-0.614	-0.615	-0.633	-0.630	-0.633	-0.631	-0.617	-0.632	-0.615	-0.614	-0.633	-0.647	-0.615	-0.616	-0.633	-0.632	-0.599	-0.615	-0.633	-0.615	-0.615	-0.616	-0.616	-0.631	-0.650	0.043	-0.059	-0.624	2016_7_19_16_59_33
FLQS30PHGRWY____	-0.045	-0.046	-0.012	-0.045	-0.045	-0.044	-0.010	-0.009	-0.045	-0.044	-0.045	-0.008	-0.009	-0.045	-0.044	-0.044	-0.044	-0.044	-0.045	-0.044	-0.044	-0.012	-0.042	-0.046	-0.010	-0.011	-0.011	-0.046	-0.044	-0.012	-0.045	-0.045	0.001	-0.001	-0.002	0.001	-0.001	-0.000	-0.000	0.037	0.001	-0.000	-0.001	0.000	-0.001	-0.002	0.000	-0.002	-0.002	0.000	-0.002	-0.001	-0.000	-0.001	0.000	-0.000	0.002	0.001	-0.003	-0.001	-0.001	-0.000	-0.001	0.001	-0.032	-0.032	-0.014	-0.031	-0.031	-0.031	-0.014	-0.032	-0.031	-0.031	-0.031	-0.013	-0.013	-0.031	-0.031	-0.030	-0.030	-0.031	-0.031	-0.030	-0.031	-0.015	-0.030	-0.031	-0.014	-0.015	-0.013	-0.031	-0.030	-0.015	-0.031	-0.032	-0.034	0.001	-0.026	2016_7_19_16_59_33
FLQS30NWGRWV____	0.092	0.051	0.054	0.057	0.058	0.058	0.056	0.057	0.057	0.056	0.058	0.056	0.058	0.057	0.056	0.091	0.057	0.058	0.057	0.056	0.056	0.056	0.055	0.058	0.091	0.057	0.055	0.093	0.057	0.090	0.091	0.092	-0.075	-0.110	-0.070	-0.072	-0.071	-0.072	-0.072	-0.072	-0.072	-0.071	-0.071	-0.073	-0.108	-0.071	-0.109	-0.068	-0.071	-0.071	-0.072	-0.072	-0.110	-0.072	-0.073	-0.072	-0.073	-0.069	-0.072	-0.072	-0.070	-0.074	-0.074	-0.075	0.029	0.026	0.008	0.010	0.010	0.010	0.009	0.010	0.009	0.009	0.010	0.010	0.028	0.009	0.028	0.025	0.010	0.010	0.010	0.009	0.027	0.009	0.009	0.010	0.027	0.008	0.009	0.027	0.009	0.027	0.028	0.029	0.064	-0.076	0.016	2016_7_19_16_59_34
FLQS30MRGRWY____	0.055	0.052	0.014	0.019	0.054	0.053	0.052	0.019	0.052	0.052	0.054	0.053	0.019	0.019	0.049	0.018	0.054	0.015	0.020	0.052	0.053	0.017	0.052	0.052	0.054	0.017	0.019	0.052	0.090	0.052	0.054	0.055	-0.060	-0.057	-0.023	-0.057	-0.059	-0.057	-0.058	-0.059	-0.057	-0.058	-0.059	-0.057	-0.059	-0.057	-0.057	-0.057	-0.057	-0.023	-0.057	-0.058	-0.058	-0.058	-0.058	-0.061	-0.025	-0.057	-0.057	-0.057	-0.024	-0.060	-0.059	-0.060	0.057	0.054	0.018	0.037	0.055	0.054	0.054	0.039	0.054	0.055	0.055	0.054	0.038	0.037	0.053	0.038	0.055	0.019	0.039	0.055	0.055	0.038	0.053	0.056	0.039	0.037	0.037	0.054	0.057	0.055	0.055	0.057	0.042	-0.054	0.047	2016_7_19_16_59_34
FLQS30MKGRWV____	0.076	0.114	0.045	0.114	0.113	0.079	0.080	0.115	0.080	0.113	0.113	0.115	0.046	0.080	0.114	0.080	0.081	0.078	0.115	0.080	0.081	0.112	0.082	0.081	0.114	0.076	0.045	0.113	0.081	0.079	0.079	0.076	0.047	0.017	0.012	0.016	0.016	0.015	0.017	0.015	0.017	0.015	0.016	0.051	0.012	0.013	0.016	0.012	0.016	0.016	0.016	0.012	0.017	0.015	0.015	0.016	0.015	0.014	0.012	0.018	0.013	0.047	0.014	0.047	-0.082	-0.048	-0.080	-0.048	-0.048	-0.065	-0.065	-0.047	-0.066	-0.049	-0.048	-0.064	-0.080	-0.063	-0.048	-0.063	-0.064	-0.066	-0.048	-0.063	-0.065	-0.049	-0.064	-0.065	-0.047	-0.065	-0.080	-0.049	-0.063	-0.081	-0.065	-0.082	0.089	0.019	-0.062	2016_7_19_16_59_34
FLQS30MJGRWV____	-0.030	-0.066	-0.031	-0.066	-0.067	-0.066	-0.065	-0.066	-0.066	-0.032	-0.067	-0.067	-0.064	-0.030	-0.067	-0.032	-0.064	-0.066	-0.030	-0.067	-0.066	-0.030	-0.033	-0.065	-0.066	-0.064	-0.033	-0.065	-0.103	-0.067	-0.097	-0.030	0.058	0.056	0.057	0.017	-0.025	0.016	0.020	0.017	0.017	0.016	-0.025	0.015	0.017	0.059	0.017	0.061	0.017	0.013	0.058	0.057	0.056	0.058	0.055	-0.022	0.057	0.015	0.017	0.058	0.013	0.020	0.017	0.058	-0.044	-0.060	-0.044	-0.041	-0.020	-0.041	-0.042	-0.041	-0.041	-0.024	-0.020	-0.041	-0.040	-0.045	-0.042	-0.045	-0.041	-0.040	-0.044	-0.061	-0.060	-0.043	-0.043	-0.022	-0.062	-0.039	-0.025	-0.061	-0.057	-0.043	-0.056	-0.044	-0.057	0.029	-0.043	2016_7_19_16_59_34
FLQS30MEGRWV____	0.203	0.201	0.204	0.201	0.235	0.202	0.201	0.169	0.170	0.203	0.235	0.169	0.203	0.203	0.204	0.204	0.234	0.169	0.202	0.206	0.170	0.203	0.166	0.160	0.205	0.204	0.203	0.200	0.203	0.201	0.200	0.203	0.086	0.085	0.087	0.087	0.119	0.086	0.087	0.086	0.087	0.086	0.119	0.086	0.119	0.119	0.118	0.119	0.088	0.087	0.120	0.120	0.088	0.086	0.118	0.085	0.121	0.087	0.119	0.087	0.087	0.087	0.086	0.086	0.732	0.731	0.732	0.731	0.731	0.731	0.730	0.715	0.716	0.732	0.731	0.715	0.715	0.715	0.716	0.716	0.747	0.715	0.715	0.716	0.714	0.731	0.698	0.711	0.716	0.732	0.716	0.731	0.731	0.731	0.731	0.732	0.198	0.098	0.724	2016_7_19_16_59_34
FLQS30LFGRWY____	0.109	0.107	0.111	0.078	0.076	0.077	0.077	0.077	0.081	0.111	0.076	0.079	0.110	0.109	0.111	0.109	0.077	0.080	0.111	0.109	0.079	0.111	0.111	0.077	0.142	0.112	0.109	0.078	0.109	0.079	0.112	0.109	-0.005	-0.006	-0.004	-0.008	-0.006	-0.007	-0.003	-0.008	-0.006	-0.006	-0.006	-0.005	0.035	-0.007	-0.006	-0.006	-0.007	-0.006	-0.005	-0.006	-0.006	-0.006	-0.006	-0.002	-0.005	-0.005	-0.005	-0.005	-0.005	0.030	-0.006	-0.005	-0.521	-0.521	-0.520	-0.535	-0.537	-0.536	-0.538	-0.536	-0.534	-0.520	-0.537	-0.536	-0.541	-0.520	-0.520	-0.521	-0.536	-0.536	-0.520	-0.521	-0.536	-0.519	-0.519	-0.538	-0.504	-0.520	-0.521	-0.537	-0.521	-0.553	-0.519	-0.521	0.097	-0.003	-0.528	2016_7_19_16_59_34
FLQS30KNGRWV____	-0.061	-0.062	-0.062	-0.064	-0.062	-0.064	-0.030	-0.064	-0.062	-0.062	-0.062	-0.028	-0.063	-0.062	-0.062	-0.063	-0.062	-0.027	-0.065	-0.062	-0.031	-0.061	-0.062	-0.028	-0.062	-0.029	-0.062	-0.094	-0.028	-0.061	-0.095	-0.061	-0.015	-0.013	-0.014	-0.013	-0.013	-0.014	-0.015	-0.013	-0.014	-0.015	-0.013	-0.013	-0.015	-0.015	-0.013	-0.016	-0.013	-0.013	-0.014	-0.016	-0.016	-0.015	-0.015	-0.015	-0.015	-0.016	-0.018	-0.014	-0.015	-0.017	-0.015	-0.015	0.651	0.649	0.650	0.649	0.650	0.650	0.667	0.649	0.650	0.651	0.650	0.666	0.650	0.651	0.650	0.651	0.650	0.667	0.649	0.651	0.666	0.651	0.650	0.667	0.650	0.668	0.652	0.635	0.667	0.652	0.635	0.651	-0.057	-0.015	0.653	2016_7_19_16_59_35
FLQS30K5GRWY____	-0.016	0.018	0.050	0.018	0.017	0.019	0.018	0.020	0.019	0.048	0.017	0.020	0.017	0.017	0.082	0.017	0.017	0.020	0.018	0.049	0.019	0.047	0.048	0.017	0.018	0.048	0.016	0.017	0.017	0.046	0.019	-0.016	-0.048	-0.017	-0.049	-0.017	-0.049	-0.016	-0.048	-0.018	-0.049	-0.049	-0.049	-0.050	-0.016	-0.016	-0.049	-0.014	-0.047	-0.051	-0.049	-0.015	-0.050	-0.048	-0.050	-0.048	-0.014	-0.050	-0.016	-0.048	-0.050	-0.050	-0.017	-0.048	0.016	0.017	0.049	0.018	0.033	0.018	0.033	0.018	0.034	0.049	0.033	0.034	0.017	0.017	0.065	0.016	0.031	0.035	0.033	0.032	0.034	0.047	0.049	0.033	0.017	0.049	0.017	0.032	0.033	0.048	0.018	0.016	0.025	-0.038	0.031	2016_7_19_16_59_35
FLQS30K3GRWY____	0.052	0.053	0.020	0.051	0.052	0.053	0.021	0.052	0.020	0.051	0.052	0.055	0.051	0.050	0.051	0.051	0.053	0.053	0.052	0.018	0.018	0.053	0.051	0.022	0.054	0.052	0.021	0.053	0.019	0.052	0.019	0.052	-0.057	-0.022	-0.059	-0.058	-0.058	-0.057	-0.023	-0.059	-0.023	-0.057	-0.058	-0.099	-0.057	-0.021	-0.057	-0.020	-0.022	-0.058	-0.024	-0.059	-0.025	-0.021	-0.022	-0.020	-0.058	-0.020	-0.057	-0.022	-0.058	-0.021	-0.057	-0.057	0.053	0.037	0.039	0.054	0.054	0.054	0.021	0.055	0.021	0.054	0.054	0.077	0.053	0.035	0.053	0.036	0.038	0.056	0.038	0.038	0.021	0.037	0.037	0.020	0.055	0.036	0.038	0.038	0.039	0.037	0.037	0.053	0.043	-0.043	0.043	2016_7_19_16_59_35
FLQS30K1GRWY____	-0.069	-0.070	-0.068	-0.037	-0.069	-0.070	-0.068	-0.070	-0.068	-0.067	-0.069	-0.036	-0.070	-0.067	-0.100	-0.099	-0.068	-0.034	-0.038	-0.100	-0.034	-0.069	-0.099	-0.037	-0.070	-0.069	-0.069	-0.069	-0.069	-0.068	-0.070	-0.069	0.084	0.084	0.086	0.085	0.085	0.083	0.084	0.083	0.083	0.083	0.085	0.115	0.085	0.084	0.085	0.085	0.085	0.081	0.086	0.086	0.081	0.083	0.084	0.084	0.084	0.083	0.085	0.084	0.084	0.118	0.084	0.084	-0.075	-0.077	-0.076	-0.061	-0.075	-0.076	-0.076	-0.076	-0.075	-0.075	-0.075	-0.074	-0.077	-0.075	-0.092	-0.092	-0.076	-0.057	-0.060	-0.092	-0.056	-0.075	-0.091	-0.060	-0.077	-0.075	-0.077	-0.076	-0.076	-0.092	-0.077	-0.075	-0.067	0.086	-0.076	2016_7_19_16_59_35
FLQS30JCGRWV____	-0.002	-0.002	-0.004	-0.002	-0.005	-0.003	-0.003	-0.003	-0.001	-0.005	-0.005	-0.004	-0.003	-0.002	-0.035	-0.002	-0.004	-0.003	-0.005	-0.003	-0.003	-0.033	-0.003	-0.002	-0.002	-0.004	-0.002	-0.003	-0.004	-0.004	-0.002	-0.002	-0.105	-0.031	-0.102	-0.034	-0.104	-0.033	-0.069	-0.033	-0.033	-0.106	-0.104	-0.106	-0.033	-0.034	-0.104	-0.031	-0.105	-0.104	-0.069	-0.067	-0.070	-0.031	-0.105	-0.104	-0.033	-0.106	-0.102	-0.032	-0.103	-0.107	-0.032	-0.105	0.051	0.015	0.049	0.016	0.049	0.016	0.032	0.015	0.016	0.051	0.049	0.051	0.015	0.016	0.035	0.015	0.050	0.051	0.031	0.033	0.034	-0.001	0.050	0.050	0.015	0.051	0.049	0.014	0.049	0.052	0.015	0.051	-0.005	-0.073	0.034	2016_7_19_16_59_35
FLQS30J0GRWV____	0.080	0.117	0.082	0.082	0.084	0.080	0.081	0.081	0.114	0.081	0.084	0.078	0.080	0.082	0.081	0.081	0.117	0.078	0.048	0.081	0.078	0.081	0.081	0.080	0.081	0.080	0.081	0.081	0.081	0.081	0.081	0.080	-0.053	-0.019	-0.054	-0.020	-0.055	-0.019	-0.055	-0.020	-0.018	-0.054	-0.055	-0.053	-0.021	-0.054	-0.054	-0.021	-0.017	-0.017	-0.054	-0.021	-0.052	-0.054	-0.053	-0.055	-0.022	-0.054	-0.056	-0.053	-0.053	-0.056	-0.020	-0.053	0.066	0.067	0.067	0.051	0.068	0.050	0.067	0.050	0.065	0.067	0.068	0.066	0.050	0.068	0.066	0.050	0.066	0.047	0.051	0.051	0.065	0.067	0.066	0.067	0.051	0.066	0.068	0.067	0.066	0.067	0.050	0.066	0.083	-0.041	0.061	2016_7_19_16_59_35
FLQS30HZGRWY____	0.043	0.040	0.043	0.043	0.007	0.045	0.007	0.042	0.042	0.044	0.007	0.043	0.046	0.046	0.009	0.087	0.005	0.040	0.041	0.086	0.045	0.044	0.009	0.007	0.043	0.044	-0.032	0.043	0.078	0.042	0.004	0.043	-0.053	-0.019	-0.053	-0.019	-0.055	-0.019	-0.053	-0.020	-0.019	-0.053	-0.055	-0.053	-0.019	-0.058	-0.020	-0.021	-0.053	-0.019	-0.053	-0.020	-0.051	-0.054	-0.053	-0.054	-0.018	-0.052	-0.057	-0.019	-0.054	-0.017	-0.019	-0.053	0.112	0.093	0.112	0.095	0.094	0.096	0.093	0.095	0.094	0.112	0.094	0.112	0.097	0.117	0.078	0.117	0.092	0.094	0.111	0.117	0.112	0.112	0.095	0.094	0.095	0.112	0.077	0.094	0.129	0.094	0.076	0.112	0.035	-0.039	0.101	2016_7_19_16_59_36
