SN	Distance_X_LOGO_Battery_Up1	Distance_X_LOGO_Battery_Up2	Distance_X_LOGO_Battery_Up3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Battery_Up1	Distance_Y_LOGO_Battery_Up2	Distance_Y_LOGO_Battery_Up3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Battery_Up1	Angle_Battery_Up2	Angle_Battery_Up3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
FLQS30HZGRWY____	-25.900	-25.841	-25.936	-25.557	-26.152	-25.859	-25.672	-25.745	-25.810	-25.877	-26.376	-25.945	-26.015	-25.866	-25.813	-25.703	-25.985	-25.719	-26.216	-25.677	-26.082	-25.957	-25.389	-25.534	-25.798	-25.658	-25.903	-25.658	-25.824	-26.150	-25.735	-25.861	125.472	125.466	125.333	125.318	125.404	125.251	125.204	125.251	124.999	125.123	125.479	125.336	125.385	125.200	125.113	125.136	125.386	125.190	125.402	125.393	125.331	125.264	125.401	125.197	124.975	125.207	125.120	125.207	125.001	125.474	125.051	125.253	101.674	101.649	101.702	101.537	101.790	101.676	101.598	101.626	101.677	101.695	101.881	101.706	101.732	101.684	101.668	101.618	101.719	101.620	101.818	101.583	101.766	101.718	101.456	101.538	101.674	101.592	101.707	101.592	101.683	101.783	101.640	101.676	2016_7_19_17_08_32
FLQS30H6GRWV____	-25.456	-25.863	-25.789	-25.584	-25.716	-25.535	-25.510	-25.366	-25.601	-25.625	-26.447	-25.705	-25.770	-25.621	-25.557	-25.621	-25.669	-25.639	-26.088	-25.571	-25.996	-25.702	-25.358	-25.504	-25.595	-25.935	-25.656	-25.935	-25.611	-25.738	-25.589	-25.468	125.702	125.632	125.564	125.499	125.619	125.409	125.421	125.423	125.281	125.355	125.698	125.553	125.492	125.347	125.287	125.413	125.491	125.355	125.511	125.559	125.604	125.479	125.562	125.431	125.209	125.529	125.353	125.529	125.338	125.691	125.339	125.398	101.271	101.456	101.430	101.346	101.393	101.332	101.320	101.257	101.373	101.376	101.705	101.394	101.428	101.376	101.353	101.370	101.384	101.382	101.565	101.335	101.517	101.399	101.241	101.317	101.376	101.497	101.390	101.497	101.372	101.396	101.362	101.304	2016_7_19_17_08_32
FLQS30GQGRWV____	-25.763	-25.832	-25.451	-25.641	-25.709	-25.729	-25.633	-25.601	-25.573	-25.687	-26.171	-25.732	-25.960	-25.705	-25.673	-25.442	-25.790	-25.687	-25.882	-25.575	-26.021	-25.547	-25.234	-25.874	-25.549	-25.627	-25.660	-25.627	-25.575	-25.864	-25.613	-25.692	125.218	125.264	125.054	124.876	125.068	124.984	124.932	124.924	124.726	124.852	125.466	125.064	125.127	125.004	124.799	124.804	125.002	124.987	125.154	125.078	125.079	124.952	124.890	124.936	124.653	124.694	124.792	124.694	124.724	125.143	124.786	124.878	101.569	101.595	101.446	101.546	101.559	101.575	101.537	101.524	101.529	101.568	101.725	101.569	101.663	101.562	101.567	101.465	101.600	101.556	101.627	101.499	101.695	101.498	101.365	101.643	101.526	101.556	101.562	101.556	101.531	101.620	101.542	101.568	2016_7_19_17_08_32
FLQS30GCGRWY____	-25.849	-25.961	-25.775	-25.787	-26.047	-26.117	-25.840	-25.582	-25.873	-25.838	-26.058	-25.869	-25.985	-26.064	-25.778	-25.656	-25.942	-25.733	-26.246	-25.917	-25.778	-25.922	-25.412	-25.590	-25.810	-25.880	-25.624	-25.880	-25.712	-25.965	-25.696	-25.724	125.480	125.471	125.393	125.386	125.463	125.257	125.320	125.254	125.059	125.184	125.476	125.392	125.332	125.263	125.117	125.193	125.389	125.249	125.461	125.347	125.382	125.265	125.399	125.206	125.038	125.271	125.182	125.271	125.058	125.473	125.111	125.245	101.633	101.683	101.608	101.614	101.721	101.771	101.643	101.536	101.681	101.655	101.725	101.650	101.706	101.747	101.634	101.574	101.682	101.603	101.809	101.675	101.611	101.684	101.448	101.544	101.656	101.665	101.561	101.665	101.611	101.685	101.599	101.599	2016_7_19_17_08_32
FLQS30G5GRWY____	-25.461	-25.804	-25.897	-25.466	-25.828	-25.841	-25.460	-25.369	-25.549	-25.742	-25.717	-25.808	-25.979	-25.582	-25.654	-25.504	-25.773	-25.578	-25.825	-25.722	-25.640	-25.586	-25.182	-25.373	-25.649	-25.450	-26.009	-25.450	-25.560	-25.783	-25.425	-25.467	125.735	125.665	125.602	125.531	125.599	125.452	125.452	125.460	125.315	125.387	125.721	125.530	125.528	125.381	125.271	125.387	125.526	125.391	125.594	125.600	125.523	125.513	125.592	125.405	125.242	125.455	125.383	125.455	125.375	125.667	125.375	125.432	101.623	101.779	101.826	101.643	101.796	101.815	101.648	101.607	101.699	101.777	101.736	101.793	101.869	101.707	101.749	101.673	101.779	101.705	101.795	101.749	101.720	101.698	101.514	101.614	101.750	101.643	101.895	101.643	101.698	101.770	101.640	101.653	2016_7_19_17_08_32
FLQS30E9GRWY____	-25.899	-25.620	-25.471	-25.538	-25.719	-25.785	-25.612	-25.575	-25.836	-25.828	-25.663	-25.590	-25.767	-25.612	-25.762	-25.244	-25.711	-25.641	-25.928	-25.279	-25.986	-25.835	-25.230	-25.566	-25.524	-25.486	-25.846	-25.486	-25.846	-25.934	-25.790	-25.486	126.521	126.418	126.400	126.325	126.325	126.351	126.389	126.390	126.187	126.243	126.322	126.282	126.341	126.388	126.254	126.186	126.342	126.286	126.274	126.184	126.179	126.383	126.464	126.317	125.857	126.392	126.241	126.392	126.172	126.332	126.043	126.250	101.597	101.485	101.421	101.457	101.536	101.563	101.484	101.468	101.599	101.591	101.512	101.484	101.556	101.484	101.561	101.341	101.531	101.506	101.632	101.357	101.665	101.581	101.311	101.470	101.493	101.429	101.599	101.429	101.605	101.629	101.592	101.441	2016_7_19_17_08_33
FLQS30DZGRWV	-25.537	-25.415	-25.397	-25.348	-25.384	-25.438	-25.298	-25.265	-25.553	-25.401	-25.573	-25.384	-25.671	-25.376	-25.303	-25.235	-25.626	-25.299	-25.670	-25.254	-25.722	-25.382	-24.913	-25.206	-25.367	-25.344	-25.483	-25.344	-25.624	-25.472	-25.486	-25.247	125.680	125.604	125.536	125.470	125.597	125.393	125.397	125.399	125.255	125.387	125.671	125.529	125.590	125.380	125.252	125.390	125.592	125.390	125.658	125.532	125.532	125.518	125.592	125.346	125.126	125.463	125.325	125.463	125.257	125.728	125.315	125.379	101.539	101.492	101.490	101.475	101.479	101.521	101.459	101.445	101.584	101.505	101.555	101.485	101.606	101.495	101.475	101.432	101.586	101.460	101.599	101.428	101.633	101.485	101.273	101.423	101.514	101.473	101.547	101.473	101.615	101.506	101.549	101.439	2016_7_19_17_08_33
FLQS30D5GRWQ____	-25.917	-26.132	-25.878	-25.671	-25.219	-26.047	-25.779	-25.574	-25.985	-25.835	-26.189	-26.145	-26.193	-25.994	-25.711	-25.777	-26.116	-25.968	-26.501	-25.661	-26.143	-26.406	-25.619	-25.645	-26.029	-25.951	-25.907	-25.770	-25.931	-26.420	-25.786	-25.813	125.971	125.901	125.708	125.703	125.794	125.690	125.752	125.628	125.545	125.623	125.871	125.734	125.730	125.675	125.539	125.520	125.734	125.692	125.802	125.677	125.730	125.612	125.894	125.633	125.476	125.761	125.494	125.755	125.550	125.874	125.551	125.671	101.481	101.581	101.488	101.398	101.191	101.563	101.440	101.362	101.549	101.477	101.609	101.602	101.623	101.541	101.430	101.460	101.589	101.529	101.751	101.395	101.601	101.727	101.358	101.392	101.575	101.515	101.519	101.436	101.525	101.709	101.462	101.463	2016_7_19_17_08_33
FLQS30CMGRWQ____	-25.799	-26.023	-26.071	-25.552	-26.239	-25.942	-25.784	-25.588	-26.103	-26.022	-26.514	-26.283	-26.317	-25.887	-25.740	-25.843	-26.316	-26.030	-26.450	-25.736	-26.562	-26.724	-25.892	-25.829	-25.560	-25.592	-26.047	-26.212	-26.053	-26.431	-25.866	-25.814	125.763	125.819	125.569	125.614	125.727	125.479	125.544	125.541	125.342	125.417	125.735	125.657	125.655	125.473	125.395	125.479	125.658	125.511	125.787	125.556	125.596	125.528	125.652	125.491	125.321	125.604	125.416	125.460	125.344	125.795	125.346	125.530	101.569	101.663	101.706	101.475	101.765	101.658	101.583	101.497	101.741	101.698	101.884	101.790	101.806	101.634	101.577	101.614	101.805	101.693	101.851	101.560	101.918	101.995	101.620	101.607	101.504	101.493	101.710	101.778	101.719	101.843	101.636	101.597	2016_7_19_17_08_33
FLQS30BWGRWY____	-25.804	-25.759	-25.898	-25.403	-25.826	-25.651	-25.683	-25.266	-25.713	-25.622	-25.843	-25.647	-25.931	-25.549	-25.647	-25.562	-25.729	-25.580	-25.828	-25.339	-26.001	-25.540	-25.191	-25.372	-25.527	-25.560	-25.697	-25.560	-25.721	-25.842	-25.642	-25.478	125.670	125.598	125.529	125.460	125.589	125.382	125.449	125.326	125.246	125.316	125.659	125.521	125.518	125.376	125.254	125.383	125.519	125.381	125.530	125.517	125.521	125.389	125.526	125.336	125.169	125.450	125.314	125.450	125.246	125.602	125.193	125.383	101.727	101.714	101.781	101.570	101.744	101.686	101.694	101.522	101.725	101.679	101.745	101.672	101.796	101.641	101.696	101.647	101.708	101.655	101.750	101.537	101.827	101.637	101.471	101.568	101.651	101.640	101.712	101.640	101.729	101.750	101.699	101.610	2016_7_19_17_08_33
