,Distance_X_LOGO_Motor1,Distance_X_LOGO_motor2,Distance_X_LOGO_3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Motor1,Distance_Y_LOGO_motor2,Distance_Y_LOGO_3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Motor1,Angle_motor2,Angle_3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS2044GRWY,-13.7509403104,-13.7569394118,-13.6869498952,-13.6509552867,-13.7159455521,-13.6879497454,-13.6509552867,-13.685950045,-13.6109612772,-13.6509552867,-13.6509552867,-13.6879497454,-13.7159455521,-13.6789510933,-13.6159605284,-13.6159605284,-13.546970862,-13.685950045,-13.6519551369,-13.6869498952,-13.6089615767,-13.6149606781,-13.6149606781,-13.6789510933,-13.6869498952,-13.6159605284,-13.6519551369,-13.6089615767,-13.6519551369,-13.4769813454,-13.6159605284,-13.6519551369,-140.823639175,-140.823639175,-140.797635179,-140.764630108,-140.82763979,-140.82763979,-140.764630108,-140.788633796,-140.823639175,-140.725624114,-140.725624114,-140.797635179,-140.82763979,-140.78963395,-140.729624729,-140.763629954,-140.728624575,-140.788633796,-140.7626298,-140.728624575,-140.78963395,-140.699620118,-140.699620118,-140.78963395,-140.764630108,-140.763629954,-140.729624729,-140.78963395,-140.764630108,-140.763629954,-140.734625497,-140.729624729,264.758,264.756,264.783,264.796,264.772,264.784,264.796,264.783,264.815,264.795,264.795,264.783,264.772,264.786,264.809,264.81,264.837,264.783,264.796,264.78,264.814,264.808,264.808,264.786,264.782,264.81,264.795,264.814,264.796,264.867,264.809,264.795
FLQS312SGRWV,-13.8899513701,-13.8979530703,-13.8559441441,-13.8209367057,-13.8269379808,-13.8269379808,-13.8209367057,-13.8259377683,-13.7219156654,-13.8199364931,-13.8199364931,-13.8559441441,-13.8269379808,-13.8189362806,-13.7559228914,-13.7539224663,-13.686908227,-13.8259377683,-13.7909303298,-13.8259377683,-13.7499216162,-13.7549226788,-13.7549226788,-13.8189362806,-13.8559441441,-13.7539224663,-13.7909303298,-13.7499216162,-13.7909303298,-13.6158931375,-13.7569231039,-13.7909303298,-140.774140149,-140.779140439,-140.801141711,-140.765139629,-140.777140323,-140.779140439,-140.765139629,-140.741138241,-140.774140149,-140.732137721,-140.732137721,-140.803141826,-140.777140323,-140.742138299,-140.707136275,-140.765139629,-140.673134309,-140.741138241,-140.742138299,-140.707136275,-140.740138183,-140.678134598,-140.678134598,-140.742138299,-140.766139687,-140.765139629,-140.707136275,-140.740138183,-140.767139745,-140.741138241,-140.711136506,-140.707136275,264.029,264.026,264.044,264.056,264.054,264.054,264.056,264.053,264.096,264.055,264.055,264.044,264.054,264.056,264.08,264.083,264.107,264.053,264.067,264.052,264.084,264.079,264.079,264.056,264.042,264.083,264.066,264.084,264.069,264.138,264.08,264.066
FLQS31J6GRWY,-13.8036088042,-13.838633185,-13.8006067144,-13.7345607393,-13.7695851201,-13.8006067144,-13.7345607393,-13.8006067144,-13.6645119778,-13.7335600427,-13.7335600427,-13.7675837269,-13.7695851201,-13.7335600427,-13.698535662,-13.698535662,-13.6595084948,-13.8006067144,-13.7655823337,-13.8006067144,-13.693532179,-13.6975349654,-13.6975349654,-13.7335600427,-13.7685844235,-13.698535662,-13.7335600427,-13.693532179,-13.7345607393,-13.5584381389,-13.698535662,-13.7335600427,-140.715117262,-140.719117209,-140.741116914,-140.707117369,-140.717117236,-140.748116821,-140.707117369,-140.708117356,-140.715117262,-140.644118212,-140.644118212,-140.716117249,-140.717117236,-140.681117717,-140.675117798,-140.708117356,-140.647118172,-140.708117356,-140.709117343,-140.674117811,-140.705117396,-140.640118266,-140.640118266,-140.681117717,-140.707117369,-140.708117356,-140.673117824,-140.705117396,-140.708117356,-140.681117717,-140.677117771,-140.673117824,264.739,264.724,264.741,264.766,264.752,264.741,264.766,264.739,264.794,264.764,264.764,264.753,264.752,264.765,264.779,264.781,264.794,264.739,264.753,264.738,264.782,264.778,264.778,264.765,264.752,264.781,264.765,264.782,264.766,264.836,264.779,264.765
FLQS31FWGRWY,-13.6867377078,-13.693736551,-13.6227482847,-13.5877540689,-13.6517434921,-13.6247479542,-13.5877540689,-13.6507436573,-13.5477606795,-13.6157494416,-13.6157494416,-13.62174845,-13.6517434921,-13.6147496068,-13.5527598532,-13.5807552258,-13.5127664637,-13.6507436573,-13.6157494416,-13.62174845,-13.54576101,-13.5517600184,-13.5517600184,-13.6147496068,-13.6227482847,-13.5807552258,-13.5867542342,-13.54576101,-13.6167492763,-13.4417781974,-13.5537596879,-13.5867542342,-140.809157783,-140.784154559,-140.75415069,-140.746149658,-140.811158041,-140.78315443,-140.746149658,-140.775153398,-140.751150303,-140.713145402,-140.713145402,-140.78315443,-140.811158041,-140.776153527,-140.717145918,-140.748149916,-140.685141791,-140.775153398,-140.749150045,-140.688142178,-140.748149916,-140.684141662,-140.684141662,-140.776153527,-140.747149787,-140.748149916,-140.712145273,-140.748149916,-140.746149658,-140.748149916,-140.720146305,-140.712145273,264.784,264.78,264.807,264.821,264.798,264.808,264.821,264.797,264.838,264.808,264.808,264.809,264.798,264.811,264.834,264.824,264.849,264.797,264.81,264.805,264.838,264.833,264.833,264.811,264.807,264.824,264.82,264.838,264.809,264.88,264.834,264.82
FLQS31CRGRWY,-13.3610330856,-13.3970304806,-13.3260356183,-13.2900382234,-13.3250356907,-13.3280354736,-13.2900382234,-13.3540335922,-13.2220431441,-13.3200360525,-13.3200360525,-13.3540335922,-13.3250356907,-13.3190361249,-13.2560406837,-13.2550407561,-13.1860457492,-13.3540335922,-13.3200360525,-13.3550335198,-13.2500411179,-13.2550407561,-13.2550407561,-13.3190361249,-13.3260356183,-13.2550407561,-13.291038151,-13.2500411179,-13.291038151,-13.145048716,-13.2560406837,-13.291038151,-140.717838079,-140.749847596,-140.718838376,-140.712836592,-140.775855328,-140.749847596,-140.712836592,-140.713836889,-140.745846406,-140.679826777,-140.679826777,-140.749847596,-140.775855328,-140.741845216,-140.679826777,-140.684828264,-140.650818152,-140.713836889,-140.744846109,-140.680827074,-140.713836889,-140.648817557,-140.648817557,-140.741845216,-140.711836294,-140.684828264,-140.67882648,-140.713836889,-140.712836592,-140.712836592,-140.683827967,-140.67882648,264.398,264.385,264.412,264.427,264.415,264.413,264.427,264.401,264.455,264.413,264.413,264.402,264.415,264.416,264.439,264.44,264.466,264.401,264.416,264.399,264.443,264.439,264.439,264.416,264.412,264.44,264.425,264.443,264.426,264.485,264.439,264.425
FLQS319LGRWY,-13.549553231,-13.5565555841,-13.5155418017,-13.4795297001,-13.4865320531,-13.4865320531,-13.4795297001,-13.485531717,-13.3814967568,-13.4795297001,-13.4795297001,-13.485531717,-13.4865320531,-13.4785293639,-13.4155081861,-13.4155081861,-13.3464849913,-13.485531717,-13.4505199515,-13.485531717,-13.408505833,-13.4435175984,-13.4435175984,-13.4785293639,-13.5145414655,-13.4155081861,-13.4505199515,-13.408505833,-13.4525206238,-13.2754611243,-13.4165085222,-13.4505199515,-140.723267097,-140.727267616,-140.752270862,-140.714265929,-140.727267616,-140.727267616,-140.714265929,-140.689262683,-140.723267097,-140.681261644,-140.681261644,-140.725267357,-140.727267616,-140.690262813,-140.657258528,-140.690262813,-140.621253855,-140.689262683,-140.689262683,-140.656258399,-140.691262943,-140.653258009,-140.653258009,-140.690262813,-140.715266058,-140.690262813,-140.656258399,-140.691262943,-140.692263072,-140.689262683,-140.662259178,-140.656258399,264.839,264.836,264.853,264.866,264.864,264.864,264.866,264.863,264.906,264.865,264.865,264.864,264.864,264.866,264.89,264.891,264.916,264.863,264.877,264.862,264.894,264.878,264.878,264.866,264.852,264.891,264.876,264.894,264.876,264.948,264.89,264.876
FLQS319HGRWY,-13.7387764057,-13.7748519674,-13.703702943,-13.6686294802,-13.7047050419,-13.7057071409,-13.6686294802,-13.702700844,-13.6004867526,-13.6696315792,-13.6696315792,-13.702700844,-13.7047050419,-13.6696315792,-13.6345581164,-13.6325539186,-13.5654132899,-13.702700844,-13.6696315792,-13.702700844,-13.5994846537,-13.6335560175,-13.6335560175,-13.6696315792,-13.7047050419,-13.6325539186,-13.6676273813,-13.5994846537,-13.6706336781,-13.4942642655,-13.6345581164,-13.6676273813,-140.836679849,-140.809680677,-140.810680647,-140.774681751,-140.786681383,-140.788681321,-140.774681751,-140.750682487,-140.782681505,-140.713683622,-140.713683622,-140.812680585,-140.786681383,-140.751682456,-140.71668353,-140.774681751,-140.71668353,-140.750682487,-140.751682456,-140.742682732,-140.751682456,-140.711683683,-140.711683683,-140.751682456,-140.773681782,-140.774681751,-140.741682763,-140.751682456,-140.749682518,-140.749682518,-140.722683346,-140.741682763,264.103,264.088,264.116,264.129,264.115,264.115,264.129,264.114,264.156,264.126,264.126,264.117,264.115,264.127,264.14,264.143,264.168,264.114,264.128,264.114,264.156,264.141,264.141,264.127,264.114,264.143,264.128,264.156,264.127,264.198,264.141,264.128
FLQS317CGRWY,-13.7416659991,-13.7777149662,-13.7066183922,-13.6715707852,-13.7356578379,-13.7076197524,-13.6715707852,-13.7747108856,-13.6024769316,-13.6715707852,-13.6715707852,-13.7076197524,-13.7356578379,-13.6715707852,-13.6355218181,-13.6355218181,-13.5674293246,-13.7747108856,-13.6715707852,-13.705617032,-13.6305150171,-13.6645612638,-13.6645612638,-13.6715707852,-13.7066183922,-13.6355218181,-13.6715707852,-13.6305150171,-13.6715707852,-13.4963327505,-13.6355218181,-13.6715707852,-140.690160377,-140.693159804,-140.694159614,-140.65816648,-140.718155036,-140.695159423,-140.65816648,-140.68516133,-140.690160377,-140.622173347,-140.622173347,-140.693159804,-140.718155036,-140.659166289,-140.624172965,-140.657166671,-140.625172774,-140.68516133,-140.659166289,-140.625172774,-140.660166099,-140.621173537,-140.621173537,-140.659166289,-140.657166671,-140.657166671,-140.625172774,-140.660166099,-140.65816648,-140.657166671,-140.629172011,-140.625172774,264.767,264.753,264.781,264.794,264.771,264.781,264.794,264.753,264.823,264.793,264.793,264.781,264.771,264.794,264.807,264.808,264.835,264.753,264.794,264.779,264.811,264.796,264.796,264.794,264.78,264.808,264.793,264.811,264.794,264.864,264.807,264.793
FLQS3160GRWY,-13.5534362199,-13.5624345178,-13.4914479457,-13.4554547542,-13.5184428393,-13.4924477566,-13.4554547542,-13.4904481348,-13.4154623192,-13.4844492696,-13.4844492696,-13.5184428393,-13.5184428393,-13.4834494587,-13.4204613736,-13.4194615627,-13.3804689386,-13.4904481348,-13.4564545651,-13.4914479457,-13.4144625083,-13.4194615627,-13.4194615627,-13.4834494587,-13.5184428393,-13.4194615627,-13.4564545651,-13.4144625083,-13.4844492696,-13.3094823665,-13.4194615627,-13.4564545651,-140.72460141,-140.727601167,-140.751599223,-140.71460222,-140.727601167,-140.728601086,-140.71460222,-140.692604002,-140.723601491,-140.656606918,-140.656606918,-140.75459898,-140.727601167,-140.693603921,-140.658606756,-140.653607161,-140.658606756,-140.692604002,-140.692604002,-140.659606675,-140.692604002,-140.629609104,-140.629609104,-140.693603921,-140.715602139,-140.653607161,-140.658606756,-140.692604002,-140.655606999,-140.688604326,-140.629609104,-140.658606756,264.372,264.369,264.398,264.412,264.386,264.397,264.412,264.396,264.428,264.397,264.397,264.387,264.386,264.399,264.423,264.424,264.44,264.396,264.41,264.395,264.427,264.423,264.423,264.399,264.386,264.424,264.409,264.427,264.397,264.469,264.423,264.409
FLQS3126GRWV,-13.6117268865,-13.6187267461,-13.5477281706,-13.5127288729,-13.5477281706,-13.5497281305,-13.5127288729,-13.5477281706,-13.4737296554,-13.5127288729,-13.5127288729,-13.5477281706,-13.5477281706,-13.5407283111,-13.4777295751,-13.5057290133,-13.4087309596,-13.5477281706,-13.5127288729,-13.5477281706,-13.4417302974,-13.4767295952,-13.4767295952,-13.5407283111,-13.5477281706,-13.5057290133,-13.5127288729,-13.4417302974,-13.5137288528,-13.3677317822,-13.4777295751,-13.5127288729,-140.791889132,-140.768889313,-140.740889534,-140.703889826,-140.769889306,-140.770889298,-140.703889826,-140.735889574,-140.792889124,-140.668890102,-140.668890102,-140.769889306,-140.769889306,-140.761889369,-140.697889874,-140.734889582,-140.669890095,-140.735889574,-140.737889558,-140.674890055,-140.736889566,-140.672890071,-140.672890071,-140.761889369,-140.732889597,-140.734889582,-140.702889834,-140.736889566,-140.731889605,-140.731889605,-140.70088985,-140.702889834,264.815,264.811,264.838,264.851,264.84,264.839,264.851,264.838,264.871,264.85,264.85,264.84,264.84,264.842,264.865,264.855,264.892,264.838,264.853,264.836,264.881,264.865,264.865,264.842,264.838,264.855,264.851,264.881,264.852,264.911,264.865,264.851
FLQS3115GRWV,-13.7497634547,-13.7567643526,-13.6847551171,-13.6497506277,-13.6857552454,-13.6867553737,-13.6497506277,-13.6847551171,-13.6127458817,-13.650750756,-13.650750756,-13.713758837,-13.6857552454,-13.6497506277,-13.6157462665,-13.6147461383,-13.5457372876,-13.6847551171,-13.650750756,-13.6857552454,-13.5807417771,-13.6147461383,-13.6147461383,-13.6497506277,-13.7157590935,-13.6147461383,-13.650750756,-13.5807417771,-13.6517508842,-13.4757283087,-13.6157462665,-13.650750756,-140.905572587,-140.908572216,-140.935568877,-140.894573948,-140.909572093,-140.910571969,-140.894573948,-140.874576421,-140.963565415,-140.838580873,-140.838580873,-140.936568754,-140.909572093,-140.874576421,-140.839580749,-140.894573948,-140.839580749,-140.874576421,-140.874576421,-140.841580502,-140.876576174,-140.834581368,-140.834581368,-140.874576421,-140.897573577,-140.894573948,-140.865577534,-140.876576174,-140.838580873,-140.869577039,-140.843580255,-140.865577534,264.091,264.088,264.118,264.131,264.117,264.117,264.131,264.116,264.149,264.128,264.128,264.107,264.117,264.13,264.143,264.145,264.17,264.116,264.13,264.114,264.158,264.143,264.143,264.13,264.104,264.145,264.13,264.158,264.128,264.2,264.142,264.13
FLQS310RGRWV,-13.5207887863,-13.556806871,-13.4867717064,-13.4507536217,-13.485771204,-13.4867717064,-13.4507536217,-13.485771204,-13.41173403,-13.4507536217,-13.4507536217,-13.485771204,-13.485771204,-13.4497531193,-13.414735537,-13.414735537,-13.3467013771,-13.485771204,-13.4507536217,-13.485771204,-13.4087325229,-13.414735537,-13.414735537,-13.4497531193,-13.485771204,-13.414735537,-13.4507536217,-13.4087325229,-13.451754124,-13.2756657101,-13.414735537,-13.4507536217,-140.77797788,-140.779978462,-140.779978462,-140.744968271,-140.781979044,-140.780978753,-140.744968271,-140.744968271,-140.801984868,-140.708957789,-140.708957789,-140.805986032,-140.781979044,-140.745968562,-140.710958372,-140.745968562,-140.711958663,-140.744968271,-140.770975842,-140.712958954,-140.771976133,-140.707957498,-140.707957498,-140.745968562,-140.744968271,-140.745968562,-140.711958663,-140.771976133,-140.744968271,-140.74396798,-140.715959827,-140.711958663,264.261,264.247,264.275,264.288,264.276,264.275,264.288,264.274,264.306,264.287,264.287,264.277,264.276,264.289,264.301,264.303,264.329,264.274,264.289,264.273,264.306,264.301,264.301,264.289,264.274,264.303,264.287,264.306,264.288,264.359,264.302,264.287
FLQS3106GRWV,-13.8117316695,-13.8197623297,-13.7786051963,-13.7133560824,-13.7494940532,-13.7494940532,-13.7133560824,-13.7484902206,-13.6450954709,-13.7424672255,-13.7424672255,-13.7776013638,-13.7494940532,-13.7143599149,-13.6782219441,-13.7063292547,-13.6380686432,-13.7484902206,-13.7143599149,-13.7494940532,-13.672198949,-13.6782219441,-13.6782219441,-13.7143599149,-13.7776013638,-13.7063292547,-13.7143599149,-13.672198949,-13.743471058,-13.5678003667,-13.6782219441,-13.7143599149,-140.805470098,-140.808471025,-140.836479672,-140.74445126,-140.807470716,-140.810471642,-140.74445126,-140.77045929,-140.777461451,-140.73644879,-140.73644879,-140.808471025,-140.807470716,-140.742450643,-140.739449716,-140.77045929,-140.738449407,-140.77045929,-140.771459599,-140.73644879,-140.772459907,-140.703438599,-140.703438599,-140.742450643,-140.743450952,-140.77045929,-140.735448481,-140.772459907,-140.773460216,-140.772459907,-140.717442922,-140.735448481,264.08,264.077,264.095,264.117,264.105,264.105,264.117,264.104,264.146,264.105,264.105,264.094,264.105,264.117,264.131,264.121,264.147,264.104,264.118,264.103,264.135,264.13,264.13,264.117,264.092,264.121,264.117,264.135,264.107,264.177,264.13,264.117
FLQS30ZQGRWV,-13.6381650976,-13.6471678471,-13.6041547109,-13.5691440186,-13.6041547109,-13.6381650976,-13.5691440186,-13.6031544054,-13.5001229395,-13.5701443241,-13.5701443241,-13.6031544054,-13.6041547109,-13.5691440186,-13.5341333263,-13.5341333263,-13.4661125528,-13.6031544054,-13.5691440186,-13.6041547109,-13.5001229395,-13.5341333263,-13.5341333263,-13.5691440186,-13.6051550164,-13.5341333263,-13.5691440186,-13.5001229395,-13.5711446296,-13.3940905572,-13.5351336318,-13.5691440186,-140.800984629,-140.778985882,-140.774986109,-140.741987988,-140.778985882,-140.806984288,-140.741987988,-140.764986679,-140.798984743,-140.703990151,-140.703990151,-140.775986052,-140.778985882,-140.742987931,-140.707989923,-140.742987931,-140.70698998,-140.764986679,-140.742987931,-140.772986223,-140.740988045,-140.702990208,-140.702990208,-140.742987931,-140.741987988,-140.742987931,-140.708989866,-140.740988045,-140.740988045,-140.740988045,-140.713989582,-140.708989866,264.806,264.802,264.819,264.832,264.819,264.807,264.832,264.819,264.862,264.83,264.83,264.82,264.819,264.832,264.845,264.846,264.872,264.819,264.832,264.819,264.86,264.845,264.845,264.832,264.818,264.846,264.831,264.86,264.831,264.903,264.845,264.831
FLQS30YUGRWV,-13.8173852638,-13.8833918813,-13.8133848627,-13.8093844617,-13.8133848627,-13.814384963,-13.8093844617,-13.8123847625,-13.7083743349,-13.7783813535,-13.7783813535,-13.8133848627,-13.8133848627,-13.7773812532,-13.7133748362,-13.7423777439,-13.6743709259,-13.8123847625,-13.7783813535,-13.8133848627,-13.7383773429,-13.7413776436,-13.7413776436,-13.7773812532,-13.844387971,-13.7423777439,-13.7783813535,-13.7383773429,-13.7783813535,-13.6033638071,-13.7423777439,-13.7783813535,-140.708783952,-140.738780495,-140.711783606,-140.703784528,-140.73978038,-140.741780149,-140.703784528,-140.704784413,-140.707784067,-140.640791788,-140.640791788,-140.742780034,-140.73978038,-140.675787755,-140.669788446,-140.701784759,-140.641791673,-140.704784413,-140.675787755,-140.670788331,-140.706784182,-140.639791903,-140.639791903,-140.675787755,-140.704784413,-140.701784759,-140.643791442,-140.706784182,-140.705784298,-140.675787755,-140.6727881,-140.643791442,264.73,264.704,264.732,264.733,264.733,264.732,264.733,264.732,264.774,264.743,264.743,264.733,264.733,264.745,264.77,264.76,264.785,264.732,264.744,264.73,264.762,264.758,264.758,264.745,264.719,264.76,264.743,264.762,264.745,264.815,264.759,264.743
FLQS30X6GRWY,-13.6167007168,-13.6247052436,-13.5526645021,-13.5176446971,-13.5816809118,-13.5536650679,-13.5176446971,-13.580680346,-13.477622063,-13.518645263,-13.518645263,-13.5526645021,-13.5816809118,-13.5456605411,-13.4836254581,-13.4826248922,-13.4145864141,-13.580680346,-13.5466611069,-13.5526645021,-13.4756209312,-13.4826248922,-13.4826248922,-13.5456605411,-13.5536650679,-13.4826248922,-13.5176446971,-13.4756209312,-13.518645263,-13.3735632141,-13.4836254581,-13.5176446971,-141.026102351,-141.003099072,-141.004099215,-140.937089663,-141.030102921,-141.031103064,-140.937089663,-140.995097932,-141.028102636,-140.93208895,-140.93208895,-141.005099357,-141.030102921,-140.995097932,-140.933089093,-140.96709394,-140.934089235,-140.995097932,-140.997098217,-140.935089378,-140.995097932,-140.908085529,-140.908085529,-140.995097932,-140.968094082,-140.96709394,-140.935089378,-140.995097932,-140.968094082,-140.96709394,-140.912086099,-140.935089378,264.15,264.146,264.175,264.187,264.164,264.176,264.187,264.164,264.206,264.186,264.186,264.175,264.164,264.178,264.2,264.202,264.228,264.164,264.177,264.172,264.206,264.2,264.2,264.178,264.173,264.202,264.186,264.206,264.187,264.246,264.2,264.186
FLQS30X6GRWV,-13.5119386879,-13.5199445767,-13.4779136609,-13.4428878977,-13.4779136609,-13.478914397,-13.4428878977,-13.4769129248,-13.4068613985,-13.4418871616,-13.4418871616,-13.4779136609,-13.4779136609,-13.4408864255,-13.4078621346,-13.4068613985,-13.3378106083,-13.4769129248,-13.4428878977,-13.4488923143,-13.3718356353,-13.4068613985,-13.4068613985,-13.4408864255,-13.4779136609,-13.4068613985,-13.4418871616,-13.3718356353,-13.4438886338,-13.2667583459,-13.3778400519,-13.4418871616,-140.823044837,-140.799039033,-140.766031053,-140.762030086,-140.798038791,-140.799039033,-140.762030086,-140.761029844,-140.822044595,-140.724020897,-140.724020897,-140.796038308,-140.798038791,-140.789036615,-140.727021623,-140.73102259,-140.695013885,-140.761029844,-140.762030086,-140.725021139,-140.762030086,-140.696014126,-140.696014126,-140.789036615,-140.761029844,-140.73102259,-140.726021381,-140.762030086,-140.763030328,-140.760029603,-140.730022348,-140.726021381,264.8,264.796,264.812,264.826,264.813,264.813,264.826,264.812,264.843,264.825,264.825,264.813,264.813,264.828,264.839,264.839,264.866,264.812,264.826,264.822,264.854,264.838,264.838,264.828,264.812,264.839,264.825,264.854,264.826,264.897,264.851,264.825
FLQS30WFGRWV,-13.7632196466,-13.7712162881,-13.7002460946,-13.6922494531,-13.7292339201,-13.7642192268,-13.6922494531,-13.7612204862,-13.6242780001,-13.6932490333,-13.6932490333,-13.7272347598,-13.7292339201,-13.6932490333,-13.6292759011,-13.6572641464,-13.5892926934,-13.7612204862,-13.6932490333,-13.7002460946,-13.6232784199,-13.6572641464,-13.6572641464,-13.6932490333,-13.7282343399,-13.6572641464,-13.6642612077,-13.6232784199,-13.6952481936,-13.5183224999,-13.6292759011,-13.6642612077,-140.85518446,-140.858184507,-140.880184848,-140.845184305,-140.859184522,-140.886184941,-140.845184305,-140.846184321,-140.853184429,-140.78618339,-140.78618339,-140.88418491,-140.859184522,-140.82418398,-140.784183359,-140.845184305,-140.789183437,-140.846184321,-140.82418398,-140.791183468,-140.82418398,-140.785183375,-140.785183375,-140.82418398,-140.846184321,-140.845184305,-140.812183794,-140.82418398,-140.821183933,-140.820183918,-140.790183452,-140.812183794,264.754,264.751,264.78,264.782,264.768,264.755,264.782,264.754,264.81,264.779,264.779,264.77,264.768,264.781,264.805,264.796,264.821,264.754,264.781,264.777,264.809,264.794,264.794,264.781,264.768,264.796,264.792,264.809,264.78,264.851,264.805,264.792
FLQS30VBGRWV,-13.542775337,-13.5507710715,-13.4798089277,-13.47281266,-13.5087934653,-13.4808083945,-13.47281266,-13.5087934653,-13.4038494498,-13.47281266,-13.47281266,-13.5097929321,-13.5087934653,-13.47281266,-13.4378313215,-13.4388307883,-13.3688681113,-13.5087934653,-13.4748115936,-13.4788094609,-13.4038494498,-13.4378313215,-13.4378313215,-13.47281266,-13.5087934653,-13.4388307883,-13.4448275892,-13.4038494498,-13.4748115936,-13.2989054343,-13.4088467839,-13.4448275892,-140.800129148,-140.777129453,-140.770129546,-140.738129972,-140.802129121,-140.77812944,-140.738129972,-140.7661296,-140.774129493,-140.701130463,-140.701130463,-140.77212952,-140.802129121,-140.765129613,-140.734130025,-140.741129932,-140.704130423,-140.7661296,-140.768129573,-140.671130862,-140.738129972,-140.700130477,-140.700130477,-140.765129613,-140.738129972,-140.741129932,-140.704130423,-140.738129972,-140.739129958,-140.739129958,-140.71113033,-140.704130423,264.84,264.836,264.864,264.866,264.854,264.864,264.866,264.853,264.895,264.865,264.865,264.852,264.854,264.867,264.88,264.88,264.907,264.853,264.866,264.861,264.894,264.879,264.879,264.867,264.852,264.88,264.876,264.894,264.865,264.936,264.891,264.876
FLQS30UFGRWV,-13.6496417854,-13.685627659,-13.615655127,-13.5786696458,-13.6146555194,-13.615655127,-13.5786696458,-13.6126563042,-13.5106963289,-13.5796692534,-13.5796692534,-13.6146555194,-13.6146555194,-13.6066586586,-13.5436833798,-13.5436833798,-13.4747104553,-13.6126563042,-13.6076582662,-13.6146555194,-13.5376857342,-13.5436833798,-13.5436833798,-13.6066586586,-13.6136559118,-13.5436833798,-13.5796692534,-13.5376857342,-13.580668861,-13.4047379233,-13.5446829874,-13.5796692534,-140.79000146,-140.792002313,-140.791001886,-140.75698739,-140.820014251,-140.793002739,-140.75698739,-140.813011266,-140.79000146,-140.718971189,-140.718971189,-140.819013824,-140.820014251,-140.813011266,-140.752985685,-140.755986964,-140.721972468,-140.813011266,-140.785999755,-140.72397332,-140.783998902,-140.718971189,-140.718971189,-140.813011266,-140.75698739,-140.755986964,-140.721972468,-140.783998902,-140.784999328,-140.755986964,-140.753986111,-140.721972468,264.795,264.781,264.809,264.822,264.81,264.809,264.822,264.811,264.851,264.82,264.82,264.81,264.81,264.813,264.836,264.836,264.863,264.811,264.812,264.807,264.84,264.835,264.835,264.813,264.808,264.836,264.821,264.84,264.823,264.892,264.836,264.821
