,Distance_X_LOGO_Battery_Left1,Distance_X_LOGO_Battery_Left2,Distance_X_LOGO_Battery_Left3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Battery_Left1,Distance_Y_LOGO_Battery_Left2,Distance_Y_LOGO_Battery_Left3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Battery_Left1,Angle_Battery_Left2,Angle_Battery_Left3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS30D5GRWQ,-9.53051370139,-9.26849957865,-9.48451122183,-9.36250464559,-9.41950771809,-9.34650378313,-9.45750976643,-9.29150081843,-9.15549348754,-9.41850766419,-9.41550750248,-9.42650809542,-9.34050345971,-9.37450529243,-9.05048782766,-9.11449127749,-9.15649354144,-9.54751461775,-9.4765107906,-9.17149435,-9.337503298,-9.4785108984,-9.08748982209,-8.96348313805,-9.15949370315,-9.09949046894,-9.4485092813,-9.32350254335,-9.37350523853,-9.72352410479,-9.420507772,-9.39650647831,117.88770204,118.171739872,117.97471363,118.225747066,117.85669791,117.844696312,117.869699642,117.885701774,118.286755192,117.917706036,117.701677262,117.764685655,117.851697244,117.9467099,118.151737208,118.142736009,117.717679394,117.949710299,117.836695246,117.779687653,117.919706303,117.865699109,117.759684989,117.686675264,117.730681126,118.061725219,117.673673532,118.185741737,118.131734544,118.160738407,117.741682591,117.795689784,94.667,94.53,94.641,94.573,94.615,94.58,94.633,94.551,94.471,94.612,94.619,94.622,94.577,94.589,94.425,94.457,94.493,94.673,94.643,94.498,94.573,94.643,94.458,94.401,94.494,94.452,94.636,94.556,94.582,94.75,94.619,94.606
FLQS30CMGRWQ,-9.53841021804,-9.32156003289,-9.31456486562,-9.49643921447,-9.42548823223,-9.42948547066,-9.3455434635,-9.30157384071,-9.35853448842,-9.43448201871,-9.16566773388,-9.36053310764,-9.40350342083,-9.49743852407,-9.13368982639,-9.06673608259,-8.89485482984,-9.56739019671,-9.53741090843,-9.11070570539,-9.53341367,-9.61235912911,-9.21563321433,-9.02876231745,-9.03875541354,-9.42149099379,-9.62335153481,-9.47045716463,-9.67031908643,-9.73027766297,-9.37951999021,-9.44947166284,117.875412705,118.568573904,117.847406192,118.086461786,117.971435035,117.591346643,117.934426429,117.94642922,117.952430616,117.797394561,118.296510634,118.282507377,118.161479231,118.051453644,117.880413868,118.089462483,118.10746667,117.444312449,117.882414333,117.838404098,117.842405029,117.541335013,117.616352459,117.615352226,118.529564832,117.658362228,117.72037665,117.4673178,117.985438292,117.973435501,117.929425266,118.17248179,94.812,94.681,94.706,94.784,94.754,94.771,94.717,94.695,94.723,94.765,94.616,94.711,94.736,94.786,94.616,94.576,94.493,94.843,94.812,94.607,94.811,94.862,94.666,94.576,94.547,94.764,94.86,94.796,94.872,94.901,94.734,94.758
FLQS30BWGRWY,-9.14078789445,-9.05676226706,-8.97573755493,-9.10877813163,-9.2708275559,-9.01875067371,-9.06776562303,-9.14979064024,-9.01574975845,-8.96173328369,-9.01775036862,-8.96873541931,-9.00574670757,-9.10377660619,-8.80668599505,-8.92172108017,-8.48858897705,-9.22581382693,-9.14078789445,-8.83069331716,-9.07676836882,-9.27582908134,-8.81768935102,-8.63763443517,-8.72366067274,-9.0277534195,-9.16779613183,-8.93472504632,-9.16479521656,-9.28983335257,-9.20680803026,-9.0697662332,117.623370745,118.109306177,117.77935002,117.650367158,117.414398513,117.456392933,117.868338195,117.491388283,117.969324777,117.86333886,117.901333811,117.827343642,117.714358655,117.7373556,117.379403163,117.559379248,118.058312952,117.510385758,117.627370214,117.916331818,117.468391338,117.350407016,117.690361844,117.363405288,117.551380311,117.477390143,117.539381905,117.739355334,117.806346432,117.848340852,117.601373668,117.535382437,94.628,94.569,94.542,94.612,94.699,94.575,94.584,94.637,94.555,94.532,94.558,94.537,94.559,94.606,94.475,94.524,94.297,94.673,94.628,94.467,94.603,94.704,94.469,94.394,94.428,94.579,94.644,94.524,94.633,94.691,94.661,94.597
FLQS30BJGRWV,-9.32039695539,-9.18934919311,-9.16133898438,-9.28638455907,-9.21035684966,-9.14833424461,-9.07530762899,-9.09531492094,-8.97026934624,-9.15433643219,-8.62714428928,-9.10031674393,-9.12832695266,-9.2343656,-8.79620590627,-8.79120408328,-8.94125877291,-9.23536596459,-9.31739586159,-8.96926898165,-9.19735210989,-9.33740315354,-8.89324127223,-8.80720991684,-8.7842015311,-9.02628976371,-9.29738856964,-9.05730106623,-9.2333652354,-9.3544093517,-9.04029486807,-9.12632622346,117.313102529,117.518088729,117.153113299,117.334101115,117.667078699,117.083118011,117.497090143,117.449093374,117.325101721,117.739073852,117.732074324,117.326101654,117.994056687,117.311102663,117.312102596,117.641080449,117.719075199,117.263105894,117.368098826,117.460092633,117.344100442,117.226108385,117.121115453,117.10511653,117.558086037,117.75307291,117.351099971,117.748073247,117.894063419,117.482091152,117.426094922,117.743073583,94.426,94.354,94.354,94.408,94.359,94.351,94.3,94.311,94.255,94.329,94.074,94.318,94.307,94.384,94.171,94.157,94.226,94.386,94.422,94.25,94.365,94.437,94.225,94.184,94.157,94.266,94.413,94.282,94.361,94.436,94.286,94.315
FLQS30AEGRWV,-9.1762586432,-9.24425314988,-9.08426607535,-9.14226138987,-9.14326130908,-9.1192632479,-9.11426365182,-8.92627883926,-9.13026235928,-8.98927374985,-8.95027690044,-9.20425638124,-9.24825282674,-9.21625541183,-8.88528215141,-9.02627076084,-8.67329927767,-9.16425961261,-9.4932330346,-8.86128409023,-9.30024862596,-9.38624167852,-9.06026801417,-8.88528215141,-8.88528215141,-8.86628368631,-9.28025024164,-8.96227593103,-9.3472448291,-9.45323626597,-9.13126227849,-8.83028659454,118.024882115,117.75480916,117.835831047,118.09690157,117.919853744,117.786817807,117.867839693,118.301956961,118.089899678,118.326963716,117.710797271,117.95086212,117.65578241,117.861838072,118.355971552,117.873841314,117.774814564,117.464730801,117.566758362,118.73607423,118.108904812,117.719799703,117.485736475,117.295685137,118.470002356,118.066893464,117.85483618,118.54202181,117.75380889,118.168921024,118.464000734,117.713798082,94.564,94.607,94.527,94.545,94.552,94.545,94.54,94.433,94.539,94.463,94.466,94.58,94.613,94.589,94.411,94.497,94.33,94.579,94.735,94.386,94.621,94.677,94.528,94.45,94.407,94.413,94.621,94.442,94.657,94.692,94.526,94.408
FLQS309TGRWY,-9.264892121,-9.13596320152,-9.08499130312,-9.29187724368,-9.15295383432,-9.26789046796,-9.24390369225,-9.18893399789,-8.93507395488,-9.21192132462,-9.14995548735,-9.16094942622,-9.19593014081,-9.23590810034,-8.82713346415,-8.67721611591,-9.17893950801,-9.29087779469,-9.32186071333,-9.24390369225,-9.26389267201,-9.24890093719,-9.00303648608,-8.75617258598,-9.01702877192,-9.05900562942,-9.36083922387,-9.179938957,-9.29787393761,-9.39681938745,-9.27988385582,-9.25189928415,117.776287907,117.60032184,118.405166633,117.793284629,118.015241827,117.476345748,118.018241248,118.394168754,118.678113998,117.881267662,117.920260143,117.598322226,117.799283472,117.760290992,118.668115926,118.41716432,117.598322226,117.792284822,117.584324925,118.252196132,117.615318948,118.422163356,117.449350954,117.449350954,117.696303331,118.568135206,117.749293113,118.017241441,117.771288871,118.330181094,117.747293498,117.554330709,94.5,94.444,94.39,94.512,94.437,94.513,94.481,94.44,94.307,94.47,94.439,94.456,94.465,94.486,94.256,94.192,94.465,94.512,94.535,94.471,94.505,94.468,94.385,94.266,94.383,94.371,94.547,94.45,94.516,94.542,94.508,94.502
FLQS309QGRWV,-9.26973463715,-9.25772720886,-9.09062383188,-9.41482439561,-9.40081572928,-9.34177920687,-9.31476249322,-9.28174206544,-9.13665230697,-9.28274268446,-9.28374330348,-9.21770244791,-9.32576930249,-9.29675135079,-8.83146350469,-9.10763435528,-9.03558978556,-9.42182872878,-9.33377425468,-9.16466963964,-9.50187825069,-9.26072906593,-9.137652926,-8.90851116953,-8.98055573925,-9.13164921185,-9.36279220637,-9.24171730448,-9.41382377659,-9.54090239262,-9.40381758635,-9.31976558834,118.096350525,118.094350705,118.567308056,118.163344484,118.049354763,117.856372165,118.321330237,117.953363419,118.751291465,118.182342771,117.896368559,118.349327713,118.229338533,118.199341238,118.412322032,118.072352689,117.635392093,117.839373698,118.033356206,117.70938542,118.104349804,118.311331139,117.805376764,117.481405978,117.997359452,118.854282178,118.058353951,118.578307064,118.575307335,118.310331229,118.241337451,118.055354222,94.48,94.475,94.376,94.548,94.545,94.524,94.493,94.491,94.392,94.483,94.494,94.446,94.502,94.489,94.257,94.403,94.384,94.563,94.513,94.444,94.592,94.468,94.427,94.328,94.344,94.386,94.526,94.448,94.531,94.603,94.539,94.506
FLQS309NGRWM,-9.11792732284,-9.0479509044,-9.19890003561,-9.15091620582,-9.01696134766,-9.30886297888,-9.11292900724,-8.7320573583,-9.0719428193,-9.0719428193,-9.06994349306,-9.24888319164,-9.11692765972,-9.1499165427,-8.69706914908,-8.64908531929,-8.62109475191,-9.20989632994,-9.36684343987,-8.89100379447,-9.17190913136,-9.36684343987,-8.98097347532,-8.85301659589,-8.82102737603,-9.01196303206,-9.28287173774,-9.15691418455,-9.15091620582,-9.43582019519,-9.08993675547,-9.04395225192,117.986032018,117.799041476,117.732044865,117.731044916,118.026029995,117.231070205,117.824040212,118.074027567,117.470058117,117.818040515,117.60205144,117.715045725,117.800041426,117.898036469,118.057028427,117.462058522,117.490057105,117.527055234,117.277067879,117.53405488,117.952033738,117.552053969,117.322065603,117.372063074,117.504056397,117.566053261,117.30906626,117.610051036,117.96503308,117.737044612,117.633049872,117.894036671,94.357,94.33,94.406,94.382,94.307,94.478,94.361,94.167,94.354,94.341,94.348,94.43,94.363,94.376,94.151,94.149,94.135,94.418,94.504,94.264,94.384,94.494,94.315,94.251,94.231,94.321,94.462,94.39,94.374,94.52,94.356,94.325
FLQS308YGRWQ,-9.41029264125,-9.52827123577,-9.31131060008,-9.44228683637,-9.47628066869,-9.36130152996,-9.3892964507,-9.23732402385,-9.1753352708,-9.42828937601,-9.24832202843,-9.30831114429,-9.39429554369,-9.49627704065,-9.26431912599,-9.37029989734,-9.10734760616,-9.50527540803,-9.4752808501,-9.16933635921,-9.40129427387,-9.71823676933,-9.2153280147,-8.97437173267,-9.06035613207,-9.25032166562,-9.37729862753,-9.39629518088,-9.3882966321,-9.72423568092,-9.42528992021,-9.27231767477,118.071264789,117.694238397,118.375286069,118.021261288,118.57730021,117.840248618,118.52629664,118.088265979,118.023261428,117.852249458,118.023261428,118.287279909,118.56829958,118.114267799,117.687237907,118.137269409,117.703239027,117.639234547,117.939255548,118.032262058,118.110267519,117.970257718,117.685237767,117.495224467,117.678237277,117.725240567,118.060264018,117.913253728,118.003260028,118.030261918,118.120268219,118.113267729,94.537,94.608,94.478,94.554,94.549,94.522,94.509,94.453,94.425,94.554,94.461,94.48,94.511,94.577,94.481,94.515,94.405,94.6,94.573,94.422,94.531,94.689,94.458,94.348,94.383,94.473,94.522,94.536,94.529,94.69,94.542,94.469
FLQS3084GRWM,-9.31513317632,-8.79390190311,-9.1470586007,-9.02200311288,-9.20608479095,-9.1460581568,-8.92996227385,-8.60982022505,-8.81791255677,-9.02400400069,-8.97598269337,-9.20608479095,-8.79190101531,-8.97898402508,-8.73587615676,-8.91395517141,-8.88294141043,-9.16606703485,-9.26210964949,-8.62582732749,-8.99999334703,-9.2651109812,-9.00299467874,-8.81991344458,-8.83992232263,-8.83492010311,-8.97198091776,-8.78589835189,-9.16906836655,-9.57724947878,-9.09603596167,-9.05501776167,117.660075956,117.893064225,117.695074194,118.08105476,117.700073942,117.247096749,117.854066189,118.106053501,117.955061104,117.64707661,117.166100827,117.79206931,118.233047107,117.604078775,117.287094735,117.473085371,117.746071626,117.426087737,117.363090909,117.772070317,117.640076963,117.519083055,117.523082853,117.280095087,117.90906342,117.385089801,117.523082853,118.188049373,117.595079228,117.690074446,117.526082702,117.768070518,94.302,94.042,94.22,94.145,94.248,94.236,94.109,93.945,94.051,94.162,94.156,94.245,94.028,94.142,94.035,94.115,94.09,94.239,94.288,93.965,94.15,94.283,94.156,94.076,94.063,94.08,94.141,94.027,94.234,94.428,94.201,94.172
FLQS307KGRWV,-9.13290770654,-9.12290561728,-9.03988827639,-9.28393925442,-9.39396223632,-9.14391000473,-9.24393089737,-8.95387030872,-9.1389089601,-9.02388493357,-9.08889851378,-9.16491439218,-9.24693152415,-9.23092818132,-8.84184690897,-8.61579969162,-9.07589579774,-9.4009636988,-9.13290770654,-9.14491021366,-9.31194510436,-9.50998647178,-8.94686884624,-8.82484335722,-9.07889642452,-9.0818970513,-9.23192839025,-9.05889224599,-9.2869398812,-9.34595220785,-9.27993841871,-9.13390791547,118.02990794,118.03290804,117.85290208,118.089909927,117.793900126,117.659895689,118.126911152,117.893903437,118.150911947,118.055908801,118.095910126,117.831901384,118.094910093,118.001907013,118.217914165,118.310917244,117.641895093,117.945905159,118.093910059,117.952905391,118.039908271,117.663895822,117.753898802,117.678896318,117.930904662,118.115910788,117.925904497,118.12291102,118.25791549,118.308917178,117.868902609,117.857902245,94.33,94.325,94.292,94.401,94.465,94.349,94.38,94.249,94.329,94.277,94.306,94.353,94.383,94.379,94.183,94.071,94.317,94.463,94.328,94.339,94.416,94.527,94.251,94.194,94.308,94.303,94.382,94.291,94.396,94.422,94.407,94.337
FLQS3072GRWV,-9.4609706719,-9.21007752466,-9.40799323444,-9.29804006234,-9.46996684053,-9.21407582183,-9.26105581354,-9.20807837608,-8.95618565454,-9.16209795865,-9.16009881007,-9.17709157303,-9.3999966401,-9.31203410243,-9.19408433599,-9.30203835951,-9.15010306715,-9.53693831808,-9.51594725795,-9.28404602225,-9.38700217431,-9.41399068019,-9.20308050462,-8.84723205674,-9.04514776651,-8.90120906849,-9.36900983706,-9.33402473684,-9.30003921092,-9.65988595597,-9.30703623097,-9.33102601397,117.408756995,117.483764506,117.618778026,117.813797555,117.4427604,117.432759398,117.98681488,118.152831505,118.094825696,117.71278744,117.954811675,117.607776924,117.37775389,117.526768812,117.217737867,117.206736765,117.490765207,117.414757596,117.409757095,117.873803563,117.900806267,117.630779228,117.206736765,117.267742874,117.330749183,117.58177432,117.707786939,117.321748282,118.1228285,117.687784936,117.582774421,117.627778927,94.573,94.448,94.539,94.478,94.576,94.452,94.454,94.422,94.303,94.416,94.406,94.428,94.545,94.496,94.45,94.503,94.419,94.609,94.599,94.469,94.518,94.541,94.455,94.28,94.374,94.295,94.516,94.515,94.467,94.658,94.491,94.501
FLQS305NGRWM,-9.46452994901,-9.39954004338,-9.47852777484,-9.42353631623,-9.47452839603,-9.53351923345,-9.44853243378,-9.35054765299,-9.41053833511,-9.53451907815,-9.3555468765,-9.47652808544,-9.38854175166,-9.5595151957,-9.00160185199,-9.31155370961,-9.37954314934,-9.60350836259,-9.46552979371,-9.46952917252,-9.63850292716,-9.71449112451,-9.26156147451,-8.96660728742,-9.11358445861,-9.28655759206,-9.68449578345,-9.44153352087,-9.49052591126,-9.49052591126,-9.42453616093,-9.4595307255,117.700257302,117.456136471,117.522169155,117.853333069,117.589202334,117.25603743,117.881346935,117.777295433,117.440128548,117.466141423,117.4501335,117.625220162,117.919365753,117.238028516,117.253035944,117.493154794,117.385101312,117.438127558,117.704259283,117.120970577,117.393105273,117.284051296,117.493154794,117.109965129,117.300059219,117.604209762,117.158989394,117.595205305,117.817315242,117.604209762,117.545180545,117.344081008,94.605,94.583,94.619,94.58,94.614,94.656,94.59,94.547,94.589,94.648,94.562,94.614,94.56,94.67,94.398,94.539,94.576,94.683,94.605,94.63,94.701,94.743,94.515,94.386,94.45,94.523,94.733,94.598,94.613,94.621,94.592,94.616
FLQS305DGRWM,-9.05065225704,-9.18661698774,-9.26159753775,-9.27159494442,-9.26059779708,-9.37656771444,-9.23260505841,-9.21460972641,-9.14362813906,-9.13163125106,-9.20661180107,-8.94368000569,-9.11163643772,-9.21261024507,-8.84770490167,-8.831709051,-9.05865018238,-9.34857497577,-9.38956434311,-8.81571320033,-9.30158716442,-9.31058483043,-9.11663514106,-8.76172720432,-8.9706730037,-9.07964473638,-9.21760894841,-9.05865018238,-9.28059261042,-9.32158197776,-9.27259468509,-9.30458638643,118.001453726,117.798459827,118.272445582,118.136449669,117.94045556,117.419471217,118.166448768,117.338473651,117.725462021,118.157449038,117.612465417,118.278445402,118.344443419,118.037452645,117.599465807,118.066451773,117.994453937,117.35447317,117.282475334,117.812459406,118.086451172,118.157449038,117.453470195,117.455470135,117.183478309,117.698462832,117.903456671,117.647464365,118.035452705,118.421441105,117.585466228,117.681463343,94.463,94.537,94.555,94.565,94.567,94.643,94.545,94.568,94.519,94.497,94.554,94.402,94.48,94.54,94.38,94.356,94.468,94.632,94.655,94.357,94.581,94.583,94.516,94.344,94.455,94.489,94.548,94.48,94.573,94.579,94.587,94.598
FLQS3057GRWM,-9.44713808953,-9.31313613081,-9.33913651086,-9.28613573614,-9.33913651086,-9.26713545842,-9.30913607234,-9.08313276883,-9.14313364587,-9.21813474217,-9.13813357279,-9.10513309042,-8.92813050316,-9.48413863037,-8.91513031313,-9.21913475679,-9.12913344123,-9.30213597002,-9.20613456676,-9.08613281269,-9.2601353561,-9.39713735866,-9.1851342598,-8.83512914375,-9.13413351432,-9.15413380666,-9.29413585308,-9.1851342598,-9.3531367155,-9.4631383234,-9.34513659856,-9.25213523916,117.546372276,117.820426768,117.824427563,117.891440888,117.700402903,117.567376453,118.053473106,117.612385402,118.028468134,117.592381425,118.095481458,117.517366509,117.653393556,117.28532037,117.612385402,117.724407676,117.881438899,117.385340258,117.564375856,117.75641404,117.581379237,117.653393556,117.340331308,117.240311421,117.531369293,117.655393954,117.654393755,117.858434325,117.92544765,118.099482254,117.474357958,117.640390971,94.575,94.5,94.512,94.484,94.517,94.487,94.489,94.396,94.41,94.463,94.405,94.411,94.32,94.603,94.315,94.458,94.409,94.511,94.458,94.392,94.483,94.547,94.456,94.29,94.424,94.429,94.497,94.436,94.515,94.562,94.528,94.477
FLQS3052GRWY,-9.18807258109,-8.92626996921,-9.01420367091,-9.07415846753,-8.95624736752,-9.05717127515,-9.10413586583,-8.87530839209,-9.01720141074,-8.87430914548,-8.73541386666,-8.95924510735,-8.9842262726,-9.08814792007,-8.71143194801,-8.83633777429,-8.60950879377,-9.27600628279,-9.18107785482,-8.94725414803,-9.23503717177,-9.1890718277,-8.86031969294,-8.6904477692,-8.86931291243,-8.53656379122,-9.08415093363,-8.98222777938,-9.15110045651,-9.27500703618,-9.13811025058,-9.042182576,117.677191703,117.638193628,118.015175021,118.142168752,117.841183608,117.82818425,118.046173491,117.808185237,117.68819116,117.9061804,118.424154834,117.815184892,118.085171566,117.850183164,117.805185385,117.791186076,117.958177834,117.364207151,117.799185681,117.745188346,117.827184299,117.898180795,117.795185879,117.225214011,118.099170875,118.193166235,117.84418346,117.84318351,117.981176699,117.784186422,117.836183855,117.898180795,94.336,94.211,94.24,94.264,94.218,94.268,94.282,94.18,94.253,94.176,94.09,94.22,94.223,94.282,94.101,94.162,94.046,94.391,94.328,94.217,94.353,94.329,94.173,94.112,94.167,94.003,94.28,94.231,94.307,94.375,94.306,94.257
FLQS304WGRWM,-9.1350963927,-9.00990185665,-9.04889687608,-9.15562008714,-9.35572610787,-9.14741060936,-9.13612257742,-8.84058137757,-9.02426844276,-9.09507518856,-8.88881205949,-8.979116315,-8.79645543454,-9.10738940522,-8.79235069565,-8.861105072,-8.67126089849,-8.90523101504,-9.28286699263,-8.90420483032,-9.34341189121,-9.35367373843,-8.96988065251,-8.8323718998,-8.96782828306,-8.95448788168,-9.26542185236,-8.72975342762,-9.31570490372,-9.15459390241,-9.16998667324,-8.98732579278,118.362176587,118.040121688,118.177145046,118.644224666,117.860090999,117.914100206,118.400183066,117.57904309,118.443190397,118.260159197,118.507201309,118.037121176,118.313168233,118.198148626,118.022118619,118.093130724,118.655226542,118.180145557,117.952106684,117.974110435,117.977110947,117.866092022,117.571041726,117.74107071,118.319169256,118.474195682,117.742070881,118.281162777,118.017117767,118.451191761,118.18714675,118.32817079,94.353,94.306,94.32,94.353,94.476,94.375,94.352,94.243,94.298,94.338,94.233,94.292,94.196,94.346,94.204,94.234,94.126,94.252,94.438,94.259,94.465,94.474,94.304,94.233,94.276,94.265,94.437,94.166,94.451,94.359,94.376,94.285
FLQS3047GRWM,-9.27542306927,-9.25841128891,-9.16934961525,-9.35747989219,-9.08028794159,-9.21137871967,-9.14233090526,-9.15533991377,-9.15033644896,-9.28342861297,-9.1573412997,-9.28042653408,-9.26641683261,-9.3014410863,-9.11831427416,-8.85713341095,-9.00923874125,-9.35547850627,-9.38950206699,-9.09129556417,-9.32745910332,-9.50958522249,-9.12131635305,-8.82310985023,-8.95820340016,-9.15133714192,-9.36348404997,-9.19336624635,-9.30044039333,-9.41552008402,-9.28643069186,-8.92117776055,117.659238087,117.851205845,117.934191906,117.797214913,118.620076706,117.547256896,117.710229523,117.840207692,117.914195265,117.748223142,117.918194593,117.716228515,117.738224821,117.764220455,117.642240942,117.711229355,117.919194425,117.597248499,117.714228851,117.850206013,117.623244133,117.736225157,117.633242454,117.573252529,118.077167892,117.946189891,117.747223309,117.883200471,117.836208364,118.06616974,117.753222302,117.879201143,94.593,94.577,94.531,94.627,94.463,94.566,94.526,94.528,94.523,94.593,94.526,94.593,94.586,94.601,94.518,94.388,94.454,94.634,94.646,94.496,94.619,94.703,94.519,94.377,94.424,94.522,94.632,94.544,94.598,94.645,94.595,94.413
FLQS303BGRWM,-9.19268132439,-8.99566672247,-9.15467850778,-9.15167828541,-9.07767280043,-9.13367695123,-9.17467999021,-9.14067747008,-9.0766727263,-9.07967294867,-9.0156682049,-9.14567784068,-9.19068117615,-9.15767873014,-9.0486706509,-8.91566079275,-8.68264352245,-9.21268280682,-9.38469555571,-8.94866323876,-9.1276765065,-9.26568673526,-8.86565708668,-8.57063522085,-8.69464441191,-9.0716723557,-9.10667494995,-9.11967591353,-9.27368732823,-9.44870029948,-9.15167828541,-9.17467999021,118.273988709,118.236991215,118.360982816,118.429978143,118.577968119,118.170995685,118.316985796,118.279988302,118.217992502,118.310986203,118.425978414,118.401980039,117.982008486,118.321985458,117.697027789,118.142997581,118.646963445,118.281988167,117.767023048,118.429978143,118.18199494,118.18199494,118.145997378,117.951010586,118.668961955,118.387980988,117.993007741,118.127998597,118.386981055,118.423978549,118.129998462,118.305986541,94.367,94.274,94.346,94.342,94.301,94.343,94.357,94.342,94.313,94.312,94.277,94.34,94.377,94.349,94.319,94.239,94.109,94.377,94.479,94.244,94.339,94.406,94.214,94.079,94.114,94.305,94.336,94.338,94.402,94.485,94.353,94.357
FLQS3024GRWM,-9.22532057722,-9.03133486381,-9.06333250726,-9.12932764687,-8.98733810406,-8.98933795678,-9.09033051892,-8.93634185981,-8.86234730933,-8.86734694112,-8.91834318537,-8.99633744128,-9.03333471652,-8.80435158058,-8.82335018138,-8.69935931301,-8.80035187515,-9.13932691045,-9.0433339801,-8.72635732467,-9.16532499575,-9.17332440662,-8.85234804576,-8.6663617432,-8.73835644097,-8.5833678555,-9.06633228633,-9.0883306662,-9.19532278649,-9.36231048824,-9.01333618937,-9.1003297825,117.608153114,117.765130627,117.398183191,117.766130484,118.132078064,117.321194219,118.001096826,117.495169298,117.908110146,117.72713607,118.042090954,117.963102269,117.836120458,117.946104703,117.756131916,117.494169441,117.131221432,117.317194792,117.69614051,118.057088805,117.714137932,117.659145809,117.35518935,117.345190782,117.939105706,118.147075915,118.016094678,117.524165145,117.435177892,117.841119742,117.363188204,117.51616629,94.616,94.516,94.545,94.563,94.482,94.512,94.536,94.48,94.429,94.438,94.451,94.492,94.514,94.4,94.416,94.366,94.428,94.585,94.524,94.358,94.583,94.589,94.445,94.355,94.368,94.286,94.524,94.553,94.608,94.673,94.522,94.559
FLQS301GGRWM,-9.17737215941,-8.84257746559,-9.27031516397,-9.41022936437,-9.26531822824,-9.44121036589,-9.17737215941,-9.1923629666,-8.79560626974,-9.14139422217,-9.20935254808,-9.27031516397,-9.18536725658,-9.45220362449,-9.02046837753,-9.08942609059,-9.06144325051,-9.3452691999,-9.44121036589,-8.86556336994,-9.23033967814,-9.51316624039,-9.11940770496,-8.76562465537,-9.00647695749,-9.19036419231,-9.40223426721,-9.30629310122,-9.34626858705,-9.31928513411,-9.20135745091,-9.29629922976,117.627907423,117.521934534,117.571921746,117.040057812,117.588917398,116.720139656,117.538930186,117.568922513,117.91983274,117.257002311,116.913090293,117.55892507,117.243005892,117.518935301,117.633905888,117.484943997,117.571921746,117.228009728,116.903092851,117.796864199,117.793864966,117.050055254,117.144031212,116.762128914,117.80886113,117.804862153,117.672895913,117.051054998,117.534931209,118.059796933,117.870845272,117.654900517,94.281,94.123,94.328,94.417,94.325,94.444,94.284,94.291,94.086,94.278,94.324,94.329,94.3,94.419,94.205,94.244,94.227,94.378,94.437,94.124,94.301,94.467,94.271,94.113,94.192,94.281,94.388,94.366,94.366,94.333,94.284,94.338
