,Distance_X_LOGO_Voice1,Distance_X_LOGO_voice2,Distance_X_LOGO_3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Voice1,Distance_Y_LOGO_voice2,Distance_Y_LOGO_3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Voice1,Angle_voice2,Angle_3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS30TYGRWV,-63.6476220104,-63.4396787861,-63.6166304722,-63.7176029032,-63.5896378421,-63.5436503982,-63.6826124568,-63.5566468498,-63.5776411176,-63.4726697784,-63.611631837,-63.4396787861,-63.5216564033,-63.5776411176,-63.612631564,-63.6106321099,-63.5536476686,-63.6476220104,-63.5536476686,-64.1714789794,-63.5776411176,-63.6276274696,-63.9265458546,-63.9235466735,-63.612631564,-63.6476220104,-63.5516482146,-63.587638388,-63.6326261048,-63.8515663266,-63.612631564,-63.5416509442,-120.400779331,-120.020776871,-119.807775493,-119.945776386,-119.80577548,-119.90477612,-119.980776612,-119.703774819,-120.295778651,-120.330778878,-120.325778846,-119.773775273,-119.774775279,-119.980776612,-119.945776386,-120.396779305,-119.841775713,-119.770775253,-119.809775506,-120.161777784,-120.330778878,-119.877775946,-120.266778464,-120.223778185,-120.015776839,-119.945776386,-119.8397757,-119.876775939,-119.882775978,-120.186777946,-120.330778878,-120.297778664,242.468,242.471,242.363,242.352,242.372,242.409,242.372,242.364,242.473,242.519,242.467,242.422,242.392,242.411,242.391,242.481,242.393,242.344,242.386,242.226,242.48,242.372,242.338,242.331,242.405,242.378,242.393,242.387,242.372,242.35,242.467,242.487
FLQS30T7GRWV,-63.7081194043,-63.5231771169,-63.7301125412,-63.7740988149,-63.7151172206,-63.6271446731,-63.750106302,-63.6801281392,-63.7151172206,-63.5941549677,-63.750106302,-63.5191783648,-63.6451390578,-63.6321431133,-63.6291440491,-63.750106302,-63.6351421774,-63.7850953834,-63.6691315707,-64.2549487621,-63.6991222119,-63.7421087976,-64.0440145857,-64.0400158335,-63.6801281392,-63.6631334425,-63.6661325066,-63.6631334425,-63.7171165966,-63.9680382947,-63.6801281392,-63.625145297,-120.475953705,-120.135880445,-119.95784209,-120.024856527,-119.970844892,-120.018855234,-120.075867516,-119.865822267,-120.460950473,-120.438945733,-120.495958015,-119.920834118,-119.93583735,-120.062864715,-120.027857173,-120.565973098,-119.954841444,-119.93583735,-119.955841659,-120.311918368,-120.441946379,-120.023856312,-120.415940777,-120.370931081,-120.110875058,-120.027857173,-119.987848555,-120.026856958,-119.99985114,-120.332922893,-120.425942932,-120.445947241,242.455,242.456,242.344,242.341,242.352,242.395,242.36,242.345,242.449,242.49,242.443,242.415,242.371,242.401,242.395,242.457,242.379,242.319,242.367,242.219,242.451,242.353,242.318,242.311,242.393,242.383,242.374,242.383,242.357,242.33,242.455,242.479
FLQS30S7GRWV,-63.6138931282,-63.4598401099,-63.5998883083,-63.6809161946,-63.6068907183,-63.565876603,-63.6439034564,-63.5818821114,-63.616894161,-63.5118580122,-63.6369010465,-63.4628411427,-63.5468700618,-63.5388673076,-63.5738793572,-63.6519062106,-63.5728790129,-63.6869182603,-63.5728790129,-64.1920921191,-63.6038896854,-63.645904145,-63.9159970992,-63.9460074275,-63.5738793572,-63.6078910625,-63.5738793572,-63.616894161,-63.6248969152,-63.8759833282,-63.5818821114,-63.5608748816,-120.344486314,-120.032428006,-119.823388947,-119.891401655,-119.817387826,-119.920407075,-119.925408009,-119.722370072,-120.317481268,-120.422500891,-120.33948538,-119.788382406,-119.792383154,-119.92840857,-119.891401655,-120.422500891,-119.856395114,-119.792383154,-119.823388947,-120.173454357,-120.341485753,-119.891401655,-120.277473793,-120.239466691,-119.962414924,-119.891401655,-119.854394741,-119.897402777,-119.869397544,-120.203459963,-120.282474727,-120.309479773,242.48,242.476,242.382,242.365,242.379,242.414,242.386,242.369,242.473,242.533,242.47,242.427,242.396,242.426,242.406,242.481,242.399,242.344,242.392,242.231,242.483,242.379,242.355,242.336,242.419,242.393,242.398,242.391,242.382,242.355,242.48,242.493
FLQS30RRGRWV,-63.5568141334,-63.370887811,-63.5468180946,-63.6247871975,-63.5168299781,-63.534822848,-63.6047951198,-63.534822848,-63.5408204713,-63.405873947,-63.577805815,-63.4298644402,-63.499836712,-63.482843446,-63.4848426538,-63.5768062111,-63.482843446,-63.6397812558,-63.4818438421,-64.1075958733,-63.5128315625,-63.6017963082,-63.8586945063,-63.8606937141,-63.5218279975,-63.5698089839,-63.5128315625,-63.5698089839,-63.56880938,-63.7897218383,-63.4648505761,-63.4748466149,-120.48406957,-120.137957336,-119.931890514,-120.034923925,-119.925888568,-120.088941442,-120.088941442,-119.878873322,-120.444056595,-120.447057568,-120.476066975,-119.948896029,-119.948896029,-120.070935603,-120.001913221,-120.545089357,-119.963900894,-119.948896029,-119.93089019,-120.286005344,-120.450058542,-120.048928466,-120.419048486,-120.353027077,-120.101945658,-120.053930088,-120.033923601,-120.053930088,-120.009915816,-120.315014751,-120.439054973,-120.42004881,242.508,242.509,242.403,242.394,242.413,242.438,242.412,242.397,242.506,242.557,242.498,242.45,242.424,242.454,242.44,242.512,242.433,242.371,242.427,242.264,242.518,242.405,242.383,242.369,242.446,242.418,242.436,242.418,242.41,242.388,242.533,242.526
FLQS30R2GRWV,-63.8831791954,-63.6970708827,-63.8691710428,-63.9151978298,-63.845157067,-63.8041331916,-63.8771757014,-63.8071349386,-63.84215532,-63.7310906818,-63.8771757014,-63.6990720474,-63.7731151395,-63.7781180511,-63.8111372679,-63.8691710428,-63.8131384326,-63.9131966652,-63.8121378502,-64.4304977278,-63.8381529907,-63.8811780307,-64.1863556402,-64.1863556402,-63.8061343563,-63.8411547377,-63.8121378502,-63.84215532,-63.8571640549,-64.1153142951,-63.8011314446,-63.8041331916,-120.173161397,-119.866171203,-119.653178006,-119.724175738,-119.653178006,-119.75417478,-119.758174652,-119.547181392,-120.151162099,-120.175161333,-120.142162387,-119.619179092,-119.619179092,-119.762174524,-119.724175738,-120.271158266,-119.689176856,-119.616179188,-119.65617791,-120.006166731,-120.173161397,-119.724175738,-120.113163313,-120.072164623,-119.794173502,-119.722175802,-119.688176888,-119.72317577,-119.702176441,-120.034165836,-120.100163728,-120.144162323,242.357,242.365,242.259,242.256,242.268,242.303,242.277,242.261,242.368,242.414,242.353,242.316,242.288,242.315,242.295,242.382,242.287,242.235,242.281,242.121,242.373,242.269,242.232,242.224,242.311,242.283,242.287,242.283,242.273,242.243,242.373,242.381
FLQS30QXGRWV,-63.5596638849,-63.4076000927,-63.584674377,-63.6276924235,-63.5536613668,-63.514644999,-63.6276924235,-63.5226483565,-63.5486592683,-63.441614362,-63.5826735376,-63.4126021911,-63.4886340872,-63.5226483565,-63.5226483565,-63.5806726983,-63.5226483565,-63.6617066928,-63.5236487762,-64.1429085616,-63.5806726983,-63.6286928432,-63.8968053189,-63.8978057386,-63.5216479368,-63.5556622061,-63.5226483565,-63.5566626258,-63.6056831904,-63.8267759409,-63.51164374,-63.5096429006,-120.564977469,-120.246716193,-120.043549404,-120.112606096,-120.039546118,-120.137626636,-120.141629923,-119.935460669,-120.522942961,-120.551966788,-120.550965966,-120.006519004,-120.007519826,-120.146634031,-120.110604453,-120.622024301,-120.075575696,-120.002515718,-120.042548582,-120.39884108,-120.550965966,-120.108602809,-120.49792242,-120.462893663,-120.179661145,-120.110604453,-120.074574874,-120.110604453,-120.085583912,-120.42386162,-120.484911739,-120.527947069,241.912,241.906,241.799,241.797,241.81,241.844,241.803,241.801,241.907,241.953,241.9,241.856,241.828,241.843,241.836,241.915,241.829,241.763,241.822,241.662,241.901,241.796,241.773,241.766,241.85,241.824,241.829,241.823,241.8,241.785,241.914,241.923
FLQS30QPGRWV,-63.7585835536,-63.5995521668,-63.7775873042,-63.8245965821,-63.7505819744,-63.7075734861,-63.7865890808,-63.7185756575,-63.7465811848,-63.6355592732,-63.7775873042,-63.6065535486,-63.6845689459,-63.6845689459,-63.7185756575,-63.7805878964,-63.7185756575,-63.8235963847,-63.7185756575,-64.3356974542,-63.7415801978,-63.789589673,-64.0896488935,-64.0936496831,-63.7175754601,-63.7515821718,-63.7165752627,-63.7515821718,-63.8035924367,-64.023635865,-63.7095738809,-63.7035726965,-120.28325305,-119.965255025,-119.79525608,-119.865255646,-119.793256093,-119.892255478,-119.892255478,-119.688256745,-120.243253298,-120.300252944,-120.303252926,-119.75825631,-119.760256298,-119.900255428,-119.863255658,-120.34125269,-119.829255869,-119.757256316,-119.796256074,-120.146253901,-120.302252932,-119.865255646,-120.250253255,-120.21725346,-119.930255242,-119.863255658,-119.828255875,-119.865255646,-119.839255807,-120.144253913,-120.206253528,-120.278253081,241.741,241.737,241.637,241.634,241.647,241.683,241.653,241.638,241.738,241.79,241.738,241.694,241.665,241.693,241.673,241.744,241.666,241.613,241.66,241.5,241.751,241.647,241.612,241.604,241.687,241.661,241.667,241.661,241.637,241.615,241.744,241.761
FLQS30QMGRWV,-63.6180771249,-63.4710145321,-63.6500907505,-63.6951099116,-63.6240796797,-63.5780600928,-63.6560933053,-63.5900652024,-63.6110741443,-63.5050290093,-63.6470894731,-63.4760166611,-63.5550502994,-63.5540498736,-63.5900652024,-63.6400864925,-63.5880643508,-63.6951099116,-63.5880643508,-64.2073279218,-63.6120745701,-63.6620958601,-63.9592223231,-63.9592223231,-63.5890647766,-63.6220788281,-63.5880643508,-63.6230792539,-63.6400864925,-63.8871916654,-63.6070724411,-63.5740583896,-120.386225263,-120.046114446,-119.836045999,-119.908069467,-119.835045673,-119.934077941,-119.940079896,-119.732012102,-120.315202122,-120.348212878,-120.35021353,-119.803035243,-119.803035243,-119.9440812,-119.906068815,-120.453247101,-119.872057733,-119.801034592,-119.839046977,-120.189161054,-120.353214508,-119.906068815,-120.295195603,-120.25418224,-119.97609163,-119.907069141,-119.870057081,-119.907069141,-119.884061644,-120.21717018,-120.278190062,-120.324205055,241.811,241.799,241.691,241.688,241.7,241.737,241.709,241.692,241.8,241.846,241.793,241.749,241.719,241.748,241.727,241.816,241.721,241.667,241.714,241.553,241.807,241.7,241.666,241.658,241.741,241.715,241.721,241.715,241.704,241.678,241.794,241.815
FLQS30Q9GRWY,-63.6830975378,-63.5348925149,-63.7091335554,-63.7531945081,-63.6830975378,-63.6460462821,-63.718146023,-63.6480490527,-63.6830975378,-63.5779520823,-63.718146023,-63.5429035972,-63.6170061087,-63.6190088792,-63.6510532085,-63.7111363259,-63.6520545938,-63.7551972787,-63.718146023,-64.2709107032,-63.6830975378,-63.7231529494,-64.0225671512,-64.0265726924,-63.6480490527,-63.6830975378,-63.6520545938,-63.6830975378,-63.6981183172,-63.9544729515,-63.6480490527,-63.6400379703,-120.286384509,-119.96150231,-119.757576253,-119.83154943,-119.761574803,-119.858539644,-119.859539281,-119.656612862,-120.251397195,-120.356359136,-120.286384509,-119.723588577,-119.722588939,-119.865537107,-119.825551605,-120.339365298,-119.792563567,-119.719590027,-119.761574803,-120.109448665,-120.286384509,-119.829550155,-120.212411331,-120.18042293,-119.89652587,-119.828550518,-119.791563929,-119.83154943,-119.805558855,-120.140437429,-120.216409881,-120.243400095,242.48,242.472,242.366,242.364,242.377,242.41,242.383,242.369,242.473,242.533,242.467,242.422,242.394,242.421,242.402,242.48,242.394,242.342,242.364,242.227,242.48,242.375,242.34,242.332,242.417,242.39,242.394,242.391,242.38,242.351,242.48,242.488
FLQS30Q9GRWV,-63.4821716032,-63.3321333821,-63.5121792474,-63.5551902041,-63.483171858,-63.4391606464,-63.514179757,-63.4501634493,-63.4711688003,-63.3661420455,-63.5061777185,-63.3341338917,-63.4191555503,-63.4121537666,-63.4501634493,-63.5211815406,-63.4461624301,-63.5541899493,-63.4451621753,-64.0323117472,-63.4721690551,-63.5231820503,-63.7862490646,-63.7852488098,-63.4821716032,-63.4861726224,-63.4451621753,-63.4851723676,-63.5001761897,-63.7452386175,-63.4341593724,-63.4341593724,-120.410558419,-120.090543646,-119.890534413,-119.960537645,-119.885534182,-119.983538706,-119.991539076,-119.782529427,-120.369556526,-120.398557865,-120.400557957,-119.851532613,-119.853532705,-119.992539122,-119.95653746,-120.55356502,-119.92253589,-119.84953252,-119.889534367,-120.24855094,-120.401558003,-119.957537506,-120.346555464,-120.30855371,-120.059542215,-119.958537552,-119.921535844,-119.95653746,-119.934536444,-120.270551956,-120.332554818,-120.373556711,241.955,241.949,241.842,241.84,241.851,241.887,241.861,241.844,241.951,241.996,241.944,241.901,241.869,241.899,241.878,241.969,241.873,241.818,241.867,241.719,241.957,241.851,241.83,241.823,241.886,241.865,241.873,241.865,241.855,241.83,241.958,241.966
FLQS30Q3GRWV,-63.4627616346,-63.3072571845,-63.4826981026,-63.5285519789,-63.4577775176,-63.4198982285,-63.4896758663,-63.4238855221,-63.4139172881,-63.3580951778,-63.4976504535,-63.3132381249,-63.3889967031,-63.3879998797,-63.4218918753,-63.4856885728,-63.4218918753,-63.5265583321,-63.4228886987,-64.0359350885,-63.4478092836,-63.4916695131,-63.7608118306,-63.7917133559,-63.4228886987,-63.453790224,-63.4198982285,-63.4228886987,-63.4717330452,-63.7189452479,-63.4129204647,-63.4089331711,-120.384557312,-120.069644795,-119.90069173,-119.969672567,-119.897692563,-120.006662291,-120.000663957,-119.797720335,-120.349567033,-120.436542871,-120.436542871,-119.86570145,-119.86570145,-120.003663124,-119.967673122,-120.450538983,-119.935682009,-119.862702283,-119.901691452,-120.248595082,-120.412549536,-119.968672845,-120.354565644,-120.316576197,-120.035654237,-119.967673122,-119.933682565,-119.932682842,-119.945679232,-120.279586473,-120.311577586,-120.384557312,241.798,241.794,241.695,241.691,241.704,241.739,241.712,241.696,241.809,241.847,241.795,241.751,241.723,241.751,241.731,241.802,241.724,241.671,241.717,241.557,241.809,241.705,241.681,241.662,241.744,241.719,241.724,241.723,241.707,241.681,241.802,241.818
FLQS30Q2GRWV,-63.6015432592,-63.4465273114,-63.6185450084,-63.6695502557,-63.6015432592,-63.5595389379,-63.6365468604,-63.6365468604,-63.6015432592,-63.4965324558,-63.6365468604,-63.44952762,-63.531536057,-63.531536057,-63.5635393494,-63.6365468604,-63.5625392465,-63.7415576638,-63.5615391437,-64.1836031409,-63.5935424361,-63.6355467575,-63.9365777272,-63.9405781388,-63.5615391437,-63.5965427448,-63.5665396581,-63.6015432592,-63.6715504615,-63.8695708336,-63.5665396581,-63.5555385263,-120.380890831,-120.059755072,-119.856669217,-119.925698399,-119.855668794,-119.953710241,-119.960713202,-119.820653992,-120.345876029,-120.450920436,-120.380890831,-119.821654415,-119.890683597,-119.960713202,-119.924697976,-120.450920436,-119.889683174,-119.890683597,-119.85766964,-120.20281555,-120.369886179,-119.925698399,-120.310861226,-120.273845578,-119.993727158,-119.925698399,-119.960713202,-119.925698399,-119.960713202,-120.235829507,-120.310861226,-120.340873914,242.48,242.475,242.37,242.365,242.377,242.412,242.384,242.357,242.473,242.533,242.467,242.427,242.41,242.424,242.405,242.481,242.398,242.331,242.392,242.229,242.481,242.378,242.342,242.333,242.419,242.393,242.411,242.391,242.371,242.352,242.48,242.49
FLQS30PHGRWY,-63.5850196709,-63.4370266076,-63.578019999,-63.6610161089,-63.5910193897,-63.5560210301,-63.6960144684,-63.5560210301,-63.5740201865,-63.486024311,-63.6260177493,-63.4510259514,-63.5210226706,-63.5210226706,-63.5560210301,-63.5740201865,-63.5530211708,-63.6610161089,-63.5510212645,-64.1359938459,-63.5910193897,-63.6260177493,-63.8940051883,-63.8930052352,-63.5560210301,-63.6610161089,-63.5510212645,-63.5850196709,-63.6300175618,-63.8240084692,-63.5030235142,-63.5390218269,-120.285596149,-119.969586701,-119.768580692,-119.890584339,-119.820582247,-119.925585386,-119.925585386,-119.715579107,-120.246594983,-120.345597943,-120.345597943,-119.7855812,-119.7855812,-119.925585386,-119.890584339,-120.346597973,-119.795581499,-119.7855812,-119.797581559,-120.120591216,-120.345597943,-119.834582665,-120.221594236,-120.186593189,-119.960586432,-119.890584339,-119.829582516,-119.830582546,-119.839582815,-120.149592083,-120.212593967,-120.250595103,241.915,241.908,241.815,241.809,241.821,241.855,241.802,241.813,241.911,241.964,241.911,241.866,241.84,241.868,241.848,241.931,241.83,241.788,241.831,241.678,241.924,241.81,241.787,241.781,241.862,241.809,241.838,241.825,241.81,241.799,241.931,241.925
FLQS30NWGRWV,-63.6608316964,-63.478806444,-63.6848350264,-63.7298412702,-63.6628319739,-63.5888217065,-63.6968366914,-63.6248267014,-63.618825869,-63.510810884,-63.6528305864,-63.522812549,-63.590821984,-63.598823094,-63.5918221227,-63.6518304477,-63.6348280889,-63.7318415477,-63.6358282277,-64.2689160563,-63.6178257302,-63.6968366914,-63.9658740151,-64.0238820626,-63.6258268402,-63.6568311414,-63.6328278114,-63.6598315577,-63.6728333614,-63.9538723501,-63.5808205965,-63.6388286439,-120.251884466,-119.902849971,-119.691829116,-119.799839791,-119.727832674,-119.794839297,-119.832843053,-119.625822593,-120.181877548,-120.217881106,-120.219881304,-119.695829512,-119.695829512,-119.835843349,-119.766836529,-120.288888123,-119.73183307,-119.693829314,-119.733833267,-120.096869146,-120.219881304,-119.799839791,-120.192878635,-120.166876065,-119.870846809,-119.797839593,-119.763836233,-119.798839692,-119.776837518,-120.131872606,-120.147874187,-120.236882984,242.442,242.44,242.322,242.327,242.337,242.378,242.345,242.331,242.443,242.491,242.438,242.383,242.358,242.383,242.371,242.452,242.348,242.305,242.348,242.185,242.451,242.339,242.316,242.29,242.379,242.353,242.356,242.352,242.343,242.309,242.451,242.447
FLQS30MRGRWY,-63.516327085,-63.363220234,-63.5373417508,-63.6143955255,-63.5053194029,-63.4692942615,-63.5443466394,-63.4642907696,-63.5533529248,-63.4642907696,-63.5393431475,-63.3592174405,-63.4402740087,-63.4412747071,-63.4783005468,-63.5413445443,-63.5103228947,-63.5813724792,-63.4742977533,-64.0967321409,-63.5043187045,-63.5813724792,-63.8525617381,-63.8515610397,-63.473297055,-63.5143256882,-63.4742977533,-63.5093221964,-63.559357115,-63.7795107569,-63.4702949599,-63.4672928647,-120.264224307,-119.987258335,-119.774284501,-119.843276025,-119.771284869,-119.836276885,-119.878271725,-119.685295434,-120.268223815,-120.315218042,-120.294220621,-119.739288801,-119.741288555,-119.882271234,-119.810280079,-120.336215462,-119.807280447,-119.738288923,-119.776284255,-120.126241259,-120.296220376,-119.844275902,-120.233228115,-120.191233275,-119.918266811,-119.811279956,-119.807280447,-119.844275902,-119.82027885,-120.156237574,-120.190233397,-120.266224061,241.842,241.845,241.738,241.723,241.749,241.775,241.756,241.747,241.829,241.871,241.839,241.797,241.767,241.795,241.767,241.847,241.754,241.714,241.762,241.599,241.853,241.735,241.711,241.703,241.79,241.753,241.768,241.762,241.739,241.723,241.845,241.861
FLQS30MKGRWV,-63.6709753204,-63.449944163,-63.6229685532,-63.6709753204,-63.6009654516,-63.5659605171,-63.7059802549,-63.5659605171,-63.6009654516,-63.4959506482,-63.635970386,-63.4519444449,-63.5309555827,-63.5299554417,-63.5649603761,-63.632969963,-63.5639602351,-63.6709753204,-63.5649603761,-64.1840476452,-63.6009654516,-63.635970386,-63.9420135271,-63.9420135271,-63.5619599532,-63.6009654516,-63.5629600942,-63.6009654516,-63.6499723598,-63.8680030943,-63.5659605171,-63.5579593892,-120.419270617,-120.025240282,-119.815224114,-119.894230196,-119.824224807,-119.929232891,-119.929232891,-119.719216723,-120.384267922,-120.349265228,-120.349265228,-119.782221573,-119.789222112,-119.922232352,-119.885229503,-120.372266999,-119.850226809,-119.789222112,-119.817224268,-120.163250907,-120.349265228,-119.894230196,-120.272259299,-120.23225622,-119.957235047,-119.894230196,-119.849226732,-119.894230196,-119.859227502,-120.194253294,-120.279259838,-120.304261763,241.894,241.898,241.792,241.79,241.802,241.836,241.784,241.795,241.913,241.945,241.893,241.85,241.822,241.848,241.828,241.898,241.821,241.769,241.815,241.652,241.906,241.803,241.764,241.756,241.843,241.816,241.822,241.816,241.791,241.776,241.905,241.913
FLQS30MJGRWV,-63.4584331246,-63.2713964794,-63.4464307731,-63.530447234,-63.4544323408,-63.3804178395,-63.5024417471,-63.4324280296,-63.4144245022,-63.3564131363,-63.4804374359,-63.3274074534,-63.3974211708,-63.3894196031,-63.4224260699,-63.4814376318,-63.4224260699,-63.5374486058,-63.4224260699,-64.0055403169,-63.449431361,-63.4974407672,-63.7644930896,-63.7624926977,-63.4234262659,-63.4594333206,-63.4324280296,-63.4604335166,-63.4734360641,-63.6914787842,-63.4324280296,-63.3774172516,-120.280469868,-119.964426593,-119.758398382,-119.828407968,-119.753397697,-119.857411939,-119.926421389,-119.71639263,-120.243464801,-120.3354774,-120.304473155,-119.786402216,-119.786402216,-119.864412898,-119.826407694,-120.341478222,-119.791402901,-119.786402216,-119.759398519,-120.10944645,-120.274469047,-119.828407968,-120.21446083,-120.179456037,-119.928421663,-119.827407831,-119.856411802,-119.826407694,-119.804404681,-120.141450833,-120.206459734,-120.242464664,241.849,241.856,241.75,241.733,241.746,241.795,241.763,241.747,241.858,241.898,241.845,241.8,241.774,241.793,241.773,241.852,241.766,241.722,241.759,241.612,241.851,241.745,241.722,241.716,241.793,241.759,241.775,241.759,241.749,241.734,241.844,241.872
FLQS30MEGRWV,-63.4408161616,-63.2893894557,-63.4577520432,-63.5055710029,-63.4338425633,-63.3900085169,-63.4687105548,-63.43583502,-63.4617369565,-63.3900085169,-63.4637294131,-63.2953668257,-63.4009670285,-63.369087722,-63.3999708001,-63.4627331848,-63.4029594851,-63.5045747746,-63.4019632568,-64.0196248202,-63.42985765,-63.4707030114,-63.7745526515,-63.7765451082,-63.43583502,-63.4318501066,-63.4338425633,-63.4348387916,-63.4826577514,-63.7048166685,-63.4487859882,-63.3949896585,-120.445124047,-120.137029085,-119.920962488,-119.993984996,-119.918961872,-120.018992704,-120.031996712,-119.851941214,-120.435120964,-120.507143163,-120.442123122,-119.888952622,-119.91996218,-120.028995787,-119.989983762,-120.514145321,-119.95597328,-119.884951389,-119.923963413,-120.279072867,-120.444123739,-119.992984687,-120.415114798,-120.339091366,-120.098017061,-119.990984071,-119.990984071,-119.990984071,-120.000987154,-120.302079958,-120.427118498,-120.41411449,241.79,241.785,241.68,241.676,241.689,241.725,241.698,241.674,241.78,241.821,241.781,241.734,241.701,241.735,241.715,241.795,241.707,241.655,241.702,241.541,241.794,241.689,241.659,241.643,241.723,241.703,241.703,241.702,241.687,241.663,241.783,241.801
FLQS30LFGRWY,-63.1914964584,-62.9998164843,-63.1715297944,-63.2793497798,-63.1475697976,-63.174524794,-63.17951646,-63.174524794,-63.1405814652,-63.0347581462,-63.1735264608,-63.0048081503,-63.2094664559,-63.0796831401,-63.1146248021,-63.1735264608,-63.1136264689,-63.2094664559,-63.1146248021,-63.7305963855,-63.139583132,-63.1855064592,-63.4860047519,-63.4870030851,-63.1535597968,-63.2094664559,-63.1126281357,-63.1465714644,-63.1615464624,-63.4141247616,-63.174524794,-63.1036431369,-120.485012381,-120.130900661,-119.922835017,-120.052876045,-119.918833755,-120.08788709,-120.024867208,-119.877820816,-120.404987134,-120.437997548,-120.438997864,-119.889824603,-119.947842907,-120.029868786,-119.991856793,-120.505018693,-119.955845432,-119.947842907,-119.924835648,-120.274946106,-120.437997548,-119.993857424,-120.378978928,-120.340966936,-120.102891824,-120.052876045,-119.955845432,-119.991856793,-119.968849535,-120.303955259,-120.437997548,-120.409988712,242.614,242.617,242.511,242.497,242.52,242.543,242.528,242.501,242.618,242.664,242.612,242.567,242.502,242.567,242.546,242.625,242.54,242.502,242.533,242.372,242.624,242.52,242.484,242.476,242.553,242.523,242.54,242.534,242.524,242.495,242.611,242.632
FLQS30KNGRWV,-63.7728310261,-63.5877212161,-63.7628250904,-63.8408713887,-63.7348084705,-63.7258031284,-63.8028488331,-63.7358090641,-63.7598233097,-63.6557615787,-63.7968452717,-63.6267443652,-63.6997876957,-63.7308060962,-63.763825684,-63.7948440846,-63.7037900699,-63.837869608,-63.7368096576,-64.3561770759,-63.7648262775,-63.8068512074,-64.1080298712,-64.1060286841,-63.7348084705,-63.7668274647,-63.7388108448,-63.7718304325,-63.7828369618,-64.0319847601,-63.726803722,-63.7258031284,-120.34587451,-120.008950451,-119.792999126,-119.895975915,-119.792999126,-119.926968929,-119.929968253,-119.7230149,-120.307883073,-120.313881721,-120.344874735,-119.791999351,-119.790999576,-119.966959916,-119.930968028,-120.414858961,-119.828991013,-119.789999802,-119.829990788,-120.180911692,-120.314881495,-119.89697569,-120.282888706,-120.239898396,-119.966959916,-119.89497614,-119.825991689,-119.861983577,-119.873980873,-120.204906283,-120.241897946,-120.283888481,241.763,241.765,241.657,241.649,241.667,241.697,241.669,241.653,241.76,241.8,241.754,241.708,241.68,241.704,241.684,241.768,241.687,241.628,241.674,241.514,241.759,241.661,241.626,241.618,241.702,241.676,241.673,241.667,241.666,241.639,241.759,241.768
