,Distance_X_LOGO_Voice1,Distance_X_LOGO_voice2,Distance_X_LOGO_3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Voice1,Distance_Y_LOGO_voice2,Distance_Y_LOGO_3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Voice1,Angle_voice2,Angle_3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS2044GRWY,-63.6532907169,-63.5013186727,-63.6412929239,-63.7212782103,-63.6482916365,-63.6092988093,-63.6842850153,-63.6132980737,-63.6092988093,-63.530313339,-63.6692877741,-63.5073175692,-63.580304143,-63.5833035913,-63.6182971541,-63.6722872224,-63.6162975219,-63.7242776585,-63.6142978897,-64.2301845949,-63.6382934757,-63.6892840957,-63.9822302071,-63.9852296553,-63.6152977058,-63.6512910847,-63.6152977058,-63.6522909008,-63.6622890616,-63.9132428976,-63.6013002807,-63.5983008325,-120.209046927,-119.894036322,-119.686029319,-119.755031642,-119.716030329,-119.781032517,-119.821033864,-119.616026962,-120.170045614,-120.233047735,-120.232047701,-119.683029218,-119.685029285,-119.79003282,-119.755031642,-120.272049048,-119.718030396,-119.649028073,-119.720030464,-120.073042348,-120.202046691,-119.757031709,-120.176045816,-120.137044503,-119.85803511,-119.756031676,-119.752031541,-119.754031608,-119.764031945,-120.100043257,-120.133044368,-120.206046826,242.43,242.424,242.331,242.314,242.334,242.362,242.342,242.327,242.438,242.48,242.428,242.38,242.353,242.373,242.353,242.435,242.346,242.292,242.348,242.188,242.434,242.327,242.301,242.292,242.375,242.341,242.354,242.34,242.338,242.311,242.434,242.45
FLQS312SGRWV,-63.7349551552,-63.5519122049,-63.7269532776,-63.8199751048,-63.7499586757,-63.7149504612,-63.7329546858,-63.7149504612,-63.6909448283,-63.5839197153,-63.728953747,-63.6099258175,-63.6799422466,-63.6289302769,-63.7149504612,-63.7279535123,-63.6609377873,-63.8199751048,-63.7149504612,-64.2860844755,-63.6909448283,-63.7849668902,-64.0380262696,-64.0360258002,-63.7149504612,-63.6959460018,-63.7149504612,-63.7029476447,-63.7479582063,-63.9710105446,-63.7149504612,-63.6549363791,-120.432243314,-120.088268325,-119.881283375,-120.006274287,-119.936279376,-120.041271742,-119.983275959,-119.83128701,-120.363248331,-120.397245859,-120.399245714,-119.901281921,-119.901281921,-120.020273269,-120.006274287,-120.468240697,-119.912281121,-119.901281921,-119.936279376,-120.238257419,-120.399245714,-120.006274287,-120.338250149,-120.334250439,-120.076269197,-119.982276032,-119.971276831,-119.947278576,-119.957277849,-120.263255602,-120.321251385,-120.368247967,241.782,241.782,241.676,241.666,241.678,241.712,241.694,241.67,241.785,241.831,241.777,241.723,241.697,241.74,241.705,241.791,241.707,241.645,241.691,241.539,241.791,241.679,241.65,241.65,241.719,241.707,241.698,241.698,241.683,241.661,241.767,241.799
FLQS31J6GRWY,-63.7331361796,-63.5850219884,-63.7571546971,-63.8322125643,-63.7311346365,-63.7181246062,-63.7661616412,-63.7281323218,-63.7571546971,-63.6490713684,-63.7591562402,-63.5860227599,-63.6921045456,-63.6630821703,-63.7321354081,-63.7581554687,-63.6961076318,-63.8302110212,-63.6961076318,-64.3185875436,-63.7251300071,-63.7701647274,-64.1014201146,-64.0703961961,-63.7291330934,-63.7631593265,-63.7281323218,-63.7301338649,-63.7771701284,-64.0003421868,-63.6860999162,-63.6860999162,-120.344283243,-120.033251497,-119.821229856,-119.92424037,-119.820229754,-119.95324333,-119.930240983,-119.752222813,-120.306279364,-120.368285693,-120.343283141,-119.788226488,-119.820229754,-119.929240881,-119.8902369,-120.413290286,-119.856233429,-119.817229448,-119.82323006,-120.183266808,-120.344283243,-119.893237206,-120.318280589,-120.241272729,-119.99624772,-119.922240166,-119.888236695,-119.891237002,-119.898237716,-120.207269258,-120.270275689,-120.312279976,242.448,242.441,242.335,242.328,242.345,242.376,242.354,242.333,242.431,242.484,242.438,242.393,242.359,242.392,242.358,242.452,242.365,242.307,242.359,242.199,242.451,242.345,242.306,242.302,242.38,242.353,242.36,242.359,242.343,242.321,242.45,242.459
FLQS31FWGRWY,-63.6563997037,-63.4964213176,-63.6673982178,-63.7263902476,-63.6563997037,-63.6214044318,-63.6913949757,-63.6214044318,-63.6044067282,-63.5514138878,-63.6913949757,-63.5164186159,-63.5864091598,-63.5864091598,-63.6214044318,-63.6913949757,-63.6124056475,-63.7263902476,-63.6214044318,-64.2283224341,-63.6563997037,-63.6913949757,-63.9513598531,-63.9463605286,-63.6214044318,-63.6563997037,-63.6114057826,-63.6563997037,-63.6593992985,-63.906365932,-63.6214044318,-63.5654119966,-120.33616814,-120.00315107,-119.796140459,-119.881144816,-119.811141228,-119.916146611,-119.916146611,-119.706135846,-120.251163783,-120.406171728,-120.33616814,-119.776139434,-119.776139434,-119.916146611,-119.881144816,-120.406171728,-119.793140306,-119.776139434,-119.811141228,-120.149158554,-120.33616814,-119.881144816,-120.253163885,-120.215161937,-119.951148405,-119.881144816,-119.794140357,-119.881144816,-119.843142869,-120.176159938,-120.266164552,-120.251163783,242.454,242.448,242.343,242.338,242.351,242.384,242.358,242.343,242.457,242.507,242.441,242.396,242.37,242.398,242.378,242.455,242.364,242.318,242.364,242.205,242.454,242.351,242.328,242.323,242.391,242.364,242.364,242.364,242.356,242.33,242.454,242.471
FLQS31CRGRWY,-63.378716837,-63.2317151743,-63.3727167691,-63.452717674,-63.3367163619,-63.3007159548,-63.4177172781,-63.3477164864,-63.3827168822,-63.2657155589,-63.4087171763,-63.2287151404,-63.2727156381,-63.2737156494,-63.3057160113,-63.407717165,-63.3447164524,-63.4507176513,-63.3407164072,-63.9687235102,-63.3747167917,-63.4217173233,-63.6857203093,-63.6887203432,-63.3487164977,-63.3807168596,-63.3427164298,-63.3417164185,-63.3977170519,-63.6477198795,-63.3477164864,-63.2997159434,-120.326298315,-119.987432653,-119.774517061,-119.846488529,-119.773517457,-119.874477433,-119.881474659,-119.66955867,-120.264322884,-120.291312185,-120.291312185,-119.740530534,-119.741530138,-119.883473866,-119.845488925,-120.362284049,-119.809503191,-119.737531723,-119.777515872,-120.1343744,-120.295310599,-119.847488132,-120.235334376,-120.196349831,-119.918459997,-119.845488925,-119.80650438,-119.846488529,-119.822498039,-120.159364493,-120.229336754,-120.267321695,242.057,242.045,241.95,241.935,241.964,241.997,241.955,241.939,242.043,242.092,242.039,241.997,241.981,242.009,241.989,242.053,241.968,241.914,241.963,241.799,242.052,241.946,241.925,241.916,241.988,241.961,241.968,241.976,241.95,241.924,242.049,242.075
FLQS319LGRWY,-63.6213501657,-63.4722884286,-63.6443596956,-63.6903787554,-63.6173485084,-63.5793327633,-63.7263936718,-63.5863356637,-63.6213501657,-63.5073029306,-63.6563646677,-63.4732888429,-63.5513211617,-63.5503207474,-63.5863356637,-63.6563646677,-63.584334835,-63.6913791698,-63.5863356637,-64.2015904849,-63.616348094,-63.6563646677,-63.9614910425,-63.9564889708,-63.6563646677,-63.6213501657,-63.584334835,-63.6213501657,-63.6263522374,-63.8884607954,-63.5863356637,-63.5733302772,-120.340175137,-119.969143765,-119.759126007,-119.827131757,-119.752125415,-119.853133956,-119.920139621,-119.710121864,-120.305172177,-120.27516964,-120.340175137,-119.721122794,-119.780127783,-119.864134886,-119.826131673,-120.410181056,-119.790128629,-119.780127783,-119.815130743,-120.141158309,-120.276169725,-119.885136662,-120.245167104,-120.20716389,-119.955142581,-119.885136662,-119.789128544,-119.885136662,-119.837132603,-120.135157802,-120.270169218,-120.280170063,242.48,242.463,242.357,242.354,242.366,242.4,242.358,242.369,242.473,242.51,242.467,242.413,242.396,242.413,242.392,242.481,242.386,242.344,242.39,242.225,242.469,242.378,242.335,242.33,242.391,242.391,242.386,242.391,242.379,242.341,242.48,242.486
FLQS319HGRWY,-63.7498793224,-63.561545848,-63.7398615844,-63.7859431793,-63.711811918,-63.6677338708,-63.7478757748,-63.6827604778,-63.7047995014,-63.6026185738,-63.7428669058,-63.5645511694,-63.6476983948,-63.6426895258,-63.6777516088,-63.7428669058,-63.676749835,-63.7869449531,-63.6727427398,-64.2978495911,-63.7078048228,-63.7548881914,-64.0504114625,-64.0524150101,-63.7428669058,-63.7779289889,-63.6747462874,-63.711811918,-63.7608988342,-63.9792855227,-63.7428669058,-63.666732097,-120.357566818,-120.022584723,-119.808596161,-119.880592312,-119.804596374,-119.905590976,-119.915590442,-119.704601719,-120.290570399,-120.323568635,-120.323568635,-119.772598085,-119.774597978,-119.913590549,-119.877592473,-120.463561152,-119.842594343,-119.772598085,-119.808596161,-120.163577187,-120.323568635,-119.880592312,-120.265571735,-120.222574033,-120.008585471,-119.938589212,-119.841594397,-119.878592419,-119.885592045,-120.18857585,-120.323568635,-120.299569918,241.797,241.801,241.693,241.69,241.703,241.739,241.711,241.693,241.801,241.845,241.793,241.751,241.72,241.75,241.73,241.821,241.723,241.668,241.718,241.556,241.806,241.701,241.668,241.659,241.731,241.704,241.724,241.717,241.7,241.679,241.793,241.817
FLQS317CGRWY,-63.6616564478,-63.5094947379,-63.6876841087,-63.7367362389,-63.6666617672,-63.6276202758,-63.6956926197,-63.6276202758,-63.6626575117,-63.5575458042,-63.6976947475,-63.5195053767,-63.59258304,-63.5945851678,-63.6306234675,-63.6976947475,-63.6286213397,-63.7377373027,-63.6286213397,-64.2452766904,-63.6626575117,-63.7027000669,-63.9970128479,-63.996011784,-63.6296224036,-63.6656607033,-63.6266192119,-63.6666617672,-63.6836798532,-63.9259373124,-63.6976947475,-63.6106021898,-120.394111748,-120.048180387,-119.844220856,-119.916206573,-119.844220856,-119.956198638,-119.946200621,-119.746240297,-120.341122262,-120.376115319,-120.376115319,-119.810227601,-119.816226411,-119.950199828,-119.915206771,-120.516087546,-119.880213714,-119.808227998,-119.846220459,-120.199150432,-120.376115319,-119.916206573,-120.299130594,-120.263137736,-119.987192488,-119.916206573,-119.878214111,-119.91420697,-119.893211135,-120.227144877,-120.306129205,-120.330124444,242.498,242.487,242.38,242.376,242.388,242.424,242.397,242.383,242.487,242.533,242.481,242.436,242.41,242.436,242.415,242.509,242.409,242.354,242.402,242.243,242.494,242.388,242.355,242.348,242.43,242.402,242.41,242.402,242.391,242.367,242.467,242.504
FLQS3160GRWY,-63.5884330708,-63.4324320083,-63.6024331661,-63.6524335066,-63.5814330231,-63.5424327575,-63.6194332819,-63.5574328596,-63.5464327847,-63.4914324101,-63.6104332206,-63.439432056,-63.5124325532,-63.5164325804,-63.5474327915,-63.6314333636,-63.5154325736,-63.6514334998,-63.5514328188,-64.1314367689,-63.5744329754,-63.6184332751,-63.8904351276,-63.8914351344,-63.5454327779,-63.5794330095,-63.5484327983,-63.5794330095,-63.592433098,-63.8214346576,-63.5384327302,-63.5354327098,-120.349527335,-120.033515447,-119.825507622,-119.897510331,-119.825507622,-119.925511384,-119.93151161,-119.72550386,-120.312525943,-120.356527598,-120.339526959,-119.793506418,-119.792506381,-119.933511685,-119.896510293,-120.426530231,-119.862509014,-119.790506305,-119.829507773,-120.178520902,-120.340526996,-119.897510331,-120.280524739,-120.245523422,-119.967512964,-119.896510293,-119.860508939,-119.895510255,-119.871509353,-120.209522068,-120.274524513,-120.312525943,242.023,242.019,241.914,241.91,241.922,241.957,241.929,241.911,242.031,242.06,242.013,241.969,241.942,241.968,241.949,242.022,241.955,241.889,241.934,241.787,242.026,241.923,241.897,241.89,241.964,241.937,241.942,241.937,241.927,241.909,242.027,242.036
FLQS3126GRWV,-63.7168767631,-63.518933065,-63.6948830189,-63.7868568584,-63.7168767631,-63.6818867155,-63.7018810284,-63.6818867155,-63.6968824502,-63.6119066202,-63.6948830189,-63.5769165725,-63.6468966678,-63.6468966678,-63.6818867155,-63.6928835876,-63.6818867155,-63.7868568584,-63.6818867155,-64.2557234969,-63.6568938243,-63.7408699387,-64.0067943008,-64.0067943008,-63.6818867155,-63.7868568584,-63.6818867155,-63.6658912651,-63.7168767631,-63.9398133524,-63.6818867155,-63.6199043454,-120.557249167,-120.183195648,-119.980166598,-120.102184057,-120.03217404,-120.137189065,-120.082181195,-119.927159014,-120.464235858,-120.48723915,-120.498240724,-119.997169031,-119.997169031,-120.137189065,-120.102184057,-120.565250311,-120.067179048,-119.997169031,-120.03217404,-120.332216969,-120.495240295,-120.048176329,-120.469236574,-120.433231422,-120.172194073,-120.102184057,-120.067179048,-120.046176043,-120.05817776,-120.364221549,-120.48723915,-120.465236002,242.47,242.47,242.364,242.354,242.366,242.4,242.381,242.358,242.459,242.495,242.466,242.411,242.385,242.413,242.393,242.48,242.386,242.333,242.379,242.225,242.48,242.36,242.345,242.337,242.407,242.354,242.386,242.388,242.371,242.349,242.469,242.488
FLQS3115GRWV,-63.6054316879,-63.4594077391,-63.6344364449,-63.6814441544,-63.6044315239,-63.5644249626,-63.6394372651,-63.5704259468,-63.6054316879,-63.5004144644,-63.6404374291,-63.4654087233,-63.5354202056,-63.5364203696,-63.5714261108,-63.6404374291,-63.5704259468,-63.6774434983,-63.5684256187,-64.1955284675,-63.6054316879,-63.6404374291,-63.9444872952,-63.938486311,-63.6404374291,-63.6754431702,-63.5674254547,-63.607432016,-63.6754431702,-63.8664745006,-63.5704259468,-63.5594241424,-120.644157717,-120.259825905,-120.047642718,-120.119704932,-120.043639261,-120.144726535,-120.153734311,-120.013613338,-120.609127473,-120.57409723,-120.644157717,-120.013613338,-120.013613338,-120.153734311,-120.11670234,-120.714218203,-120.081672097,-120.009609882,-120.048643582,-120.405952063,-120.57409723,-120.188764555,-120.543070443,-120.498031559,-120.258825041,-120.188764555,-120.080671233,-120.11670234,-120.153734311,-120.460999588,-120.57409723,-120.539066987,241.848,241.826,241.719,241.716,241.73,241.765,241.738,241.737,241.841,241.873,241.835,241.776,241.75,241.777,241.756,241.848,241.75,241.696,241.744,241.581,241.834,241.745,241.702,241.695,241.759,241.732,241.751,241.743,241.725,241.714,241.847,241.844
FLQS310RGRWV,-63.5027144268,-63.3636099069,-63.5307354811,-63.6428196985,-63.5027144268,-63.5377407447,-63.5377407447,-63.4676881088,-63.5727670627,-63.3976354729,-63.6077933806,-63.3676129147,-63.4326617909,-63.5027144268,-63.5377407447,-63.6077933806,-63.4676881088,-63.6428196985,-63.4676881088,-64.094158824,-63.5027144268,-63.6077933806,-63.8459723426,-63.8459723426,-63.4676881088,-63.5727670627,-63.5377407447,-63.5727670627,-63.5727670627,-63.7749189548,-63.4676881088,-63.4616835972,-120.436022188,-120.068936777,-119.855887206,-120.050932588,-119.910900006,-120.015924442,-120.015924442,-119.80587557,-120.401014042,-120.436022188,-120.436022188,-119.82087906,-119.87589186,-120.015924442,-120.050932588,-120.506038478,-119.945908151,-119.87589186,-119.910900006,-120.202967962,-120.366005897,-119.980916297,-120.345001009,-120.305991933,-120.050932588,-119.980916297,-120.015924442,-119.980916297,-119.945908151,-120.265982624,-120.366005897,-120.377008457,241.957,241.937,241.832,241.829,241.854,241.861,241.861,241.846,241.924,241.996,241.918,241.886,241.873,241.874,241.868,241.932,241.874,241.794,241.867,241.691,241.943,241.828,241.811,241.804,241.894,241.841,241.861,241.841,241.834,241.822,241.956,241.961
FLQS3106GRWV,-63.875306339,-63.6716357635,-63.8401907225,-63.875306339,-63.8050751061,-63.7739727029,-63.9104219554,-63.8401907225,-63.875306339,-63.70374147,-63.9104219554,-63.6716357635,-63.7488901197,-63.7348438731,-63.7809958262,-63.8401907225,-63.7830024329,-63.9455375719,-63.8401907225,-64.4070571025,-63.875306339,-63.8542369691,-64.160244484,-64.160244484,-63.8401907225,-63.875306339,-63.7819991295,-63.8191213526,-63.8642700024,-64.0910165544,-63.8401907225,-63.7739727029,-120.48867385,-120.093382935,-119.878224589,-119.963287191,-119.893235636,-119.979298975,-119.998312968,-119.788158304,-120.453648073,-120.407614194,-120.418622296,-119.844199548,-119.846201021,-119.998312968,-119.94927688,-120.48867385,-119.914251103,-119.858209859,-119.893235636,-120.195458057,-120.418622296,-119.950277616,-120.33456043,-120.25750372,-120.033338745,-119.963287191,-119.91224963,-119.910248157,-119.923257731,-120.22047647,-120.348570741,-120.370586944,241.794,241.792,241.687,241.69,241.703,241.731,241.684,241.669,241.787,241.842,241.767,241.743,241.714,241.75,241.723,241.807,241.715,241.644,241.69,241.539,241.78,241.696,241.658,241.643,241.717,241.69,241.715,241.701,241.687,241.661,241.779,241.808
FLQS30ZQGRWV,-63.7236491809,-63.5376064122,-63.7116464216,-63.7576569988,-63.688641133,-63.6476317055,-63.7186480312,-63.6856404432,-63.7146471114,-63.5746149199,-63.7106461916,-63.5776156098,-63.6526328552,-63.6196252672,-63.6526328552,-63.7106461916,-63.6546333151,-63.7906645868,-63.655633545,-64.2677742676,-63.6806392935,-63.7566567688,-64.0247183925,-64.0207174727,-63.688641133,-63.6846402132,-63.6536330851,-63.6866406731,-63.7336514802,-63.9527018369,-63.6746379138,-63.6376294061,-120.425576044,-120.082625664,-119.872656044,-119.944645628,-119.870656334,-119.971641722,-119.977640854,-119.80066646,-120.385581831,-120.394580529,-120.420576767,-119.872656044,-119.871656189,-119.97864071,-119.942645918,-120.489566786,-119.907650981,-119.870656334,-119.87565561,-120.266599046,-120.393580673,-119.974641288,-120.334589209,-120.3235908,-120.046630872,-119.943645773,-119.906651126,-119.941646062,-119.949644905,-120.255600637,-120.350586894,-120.361585303,242.46,242.462,242.356,242.353,242.364,242.399,242.374,242.351,242.455,242.509,242.464,242.406,242.378,242.411,242.391,242.478,242.384,242.326,242.377,242.227,242.47,242.359,242.331,242.33,242.398,242.38,242.384,242.378,242.363,242.342,242.464,242.48
FLQS30YUGRWV,-63.7383915164,-63.6003841731,-63.7733933789,-63.8783989662,-63.7383915164,-63.7053897604,-63.8433971038,-63.7733933789,-63.7453918889,-63.703389654,-63.8433971038,-63.6683877915,-63.7383915164,-63.6683877915,-63.7133901861,-63.7763935385,-63.7123901329,-63.8783989662,-63.7733933789,-64.333423178,-63.8083952413,-63.7863940707,-64.0924103538,-64.0874100877,-63.7133901861,-63.7473919954,-63.8433971038,-63.7453918889,-63.7943944964,-64.0194064692,-63.703389654,-63.7073898668,-120.240622869,-119.925856841,-119.719010594,-119.855908835,-119.716012822,-119.814939288,-119.890882838,-119.681038819,-120.204649609,-120.310570876,-120.310570876,-119.750986825,-119.750986825,-119.820934832,-119.7889586,-120.302576818,-119.751986082,-119.750986825,-119.785960828,-120.067751368,-120.240622869,-119.790957115,-120.173672635,-120.133702346,-119.860905121,-119.790957115,-119.820934832,-119.785960828,-119.75998014,-120.093732056,-120.170674863,-120.205648866,242.428,242.417,242.312,242.3,242.325,242.356,242.32,242.305,242.419,242.455,242.403,242.358,242.331,242.371,242.348,242.426,242.342,242.279,242.325,242.173,242.402,242.321,242.283,242.277,242.363,242.336,242.306,242.336,242.312,242.295,242.428,242.433
FLQS30X6GRWY,-63.7065868522,-63.5535325876,-63.7195914629,-63.7656077778,-63.6975836601,-63.6605705373,-63.7926173539,-63.7225925269,-63.7305953643,-63.6525677,-63.7225925269,-63.6175552865,-63.6875801134,-63.6345613159,-63.664571956,-63.7255935909,-63.7225925269,-63.8276297673,-63.7225925269,-64.2827911425,-63.6915815321,-63.7926173539,-64.0397049575,-64.0437063762,-63.7225925269,-63.6925818868,-63.7225925269,-63.6945825961,-63.737597847,-63.9706804853,-63.655568764,-63.655568764,-120.421698526,-120.110670894,-119.899652147,-119.968658277,-119.895651791,-119.998660943,-120.060666451,-119.850647793,-120.38369515,-120.480703768,-120.480703768,-119.920654012,-119.920654012,-120.007661742,-119.969658366,-120.483704035,-119.990660232,-119.920654012,-119.955657122,-120.251683422,-120.414697904,-120.025663342,-120.356692751,-120.318689375,-120.095669561,-119.969658366,-119.990660232,-119.965658011,-119.977659077,-120.27968591,-120.346691863,-120.388695594,241.789,241.785,241.681,241.678,241.689,241.723,241.686,241.67,241.773,241.821,241.795,241.723,241.697,241.735,241.716,241.794,241.698,241.645,241.691,241.542,241.793,241.679,241.653,241.644,241.719,241.705,241.698,241.704,241.69,241.663,241.793,241.802
FLQS30X6GRWV,-63.5664734515,-63.3803490881,-63.5544654281,-63.6465269412,-63.5634714457,-63.541456736,-63.599495516,-63.541456736,-63.5764801377,-63.4153724898,-63.6115035395,-63.4363865309,-63.5064333343,-63.4924239736,-63.5294487126,-63.6115035395,-63.541456736,-63.6465269412,-63.541456736,-64.113839187,-63.5254460381,-63.599495516,-63.8676747063,-63.8656733691,-63.541456736,-63.5764801377,-63.5244453695,-63.5764801377,-63.5804828122,-63.794625897,-63.4714099326,-63.4814166188,-120.565380506,-120.223044373,-120.044869427,-120.12695002,-120.043868445,-120.16198442,-120.148971643,-119.951778023,-120.547362815,-120.558373626,-120.582397214,-120.021846822,-120.021846822,-120.149972626,-120.111935278,-120.652466013,-120.091915621,-120.021846822,-120.056881221,-120.400218337,-120.533349055,-120.114938226,-120.506322518,-120.464281239,-120.197018819,-120.12695002,-120.076900878,-120.12695002,-120.090914638,-120.426243891,-120.512328415,-120.531347089,242.471,242.473,242.373,242.355,242.37,242.401,242.377,242.36,242.464,242.526,242.458,242.413,242.387,242.417,242.396,242.471,242.387,242.334,242.38,242.235,242.48,242.37,242.347,242.34,242.408,242.381,242.391,242.381,242.373,242.359,242.496,242.496
FLQS30WFGRWV,-63.6455147519,-63.5145548456,-63.6885015914,-63.8554504795,-63.6595104671,-63.6175233216,-63.6895012853,-63.6805040398,-63.7154933278,-63.610525464,-63.6805040398,-63.575536176,-63.6455147519,-63.6455147519,-63.626520567,-63.6875018974,-63.6805040398,-63.7854719036,-63.6225217913,-64.2493298923,-63.6565113853,-63.7504826157,-64.0323963071,-64.0014057949,-63.6805040398,-63.6585107731,-63.6805040398,-63.6585107731,-63.7154933278,-63.9304275251,-63.6805040398,-63.6185230155,-120.31607184,-120.010107259,-119.795132146,-119.931116404,-119.794132261,-119.894120686,-119.903119645,-119.75613666,-120.351067789,-120.386063738,-120.386063738,-119.826128557,-119.826128557,-119.966112352,-119.865124043,-120.387063622,-119.896120455,-119.826128557,-119.798131798,-120.150091055,-120.319071493,-119.931116404,-120.284075544,-120.209084225,-120.001108301,-119.866123927,-119.896120455,-119.864124159,-119.896120455,-120.174088277,-120.246079943,-120.288075081,242.454,242.443,242.335,242.3,242.346,242.381,242.356,242.331,242.435,242.481,242.455,242.384,242.358,242.385,242.372,242.453,242.358,242.305,242.361,242.197,242.451,242.339,242.304,242.301,242.379,242.361,242.358,242.36,242.345,242.32,242.428,242.459
FLQS30VBGRWV,-63.714991511,-63.5210524139,-63.7279874299,-63.774972675,-63.714991511,-63.6640075215,-63.8199585481,-63.6800024986,-63.6949977896,-63.6100244739,-63.6949977896,-63.5580407984,-63.6450134863,-63.6350166256,-63.6690059519,-63.6969971618,-63.6680062658,-63.7849695357,-63.6670065797,-64.2558216735,-63.714991511,-63.7499805233,-64.0088992148,-64.0098989009,-63.6800024986,-63.714991511,-63.6670065797,-63.6670065797,-63.7219893135,-63.9399208762,-63.6800024986,-63.6250197649,-120.416006013,-120.096963605,-119.89093622,-119.95894526,-119.89093622,-119.987949115,-120.065959484,-119.785922261,-120.37400043,-120.416006013,-120.405004551,-119.854931434,-119.855931567,-119.995950178,-119.957945127,-120.444009736,-119.922940474,-119.855931567,-119.89093622,-120.242983015,-120.416006013,-119.960945525,-120.348997106,-120.311992187,-120.100964137,-119.960945525,-119.921940341,-119.95894526,-119.935942202,-120.275987402,-120.345996707,-120.378000961,242.442,242.451,242.334,242.33,242.338,242.377,242.334,242.331,242.441,242.481,242.447,242.39,242.358,242.389,242.369,242.454,242.362,242.305,242.356,242.207,242.442,242.339,242.32,242.312,242.393,242.352,242.362,242.37,242.345,242.331,242.441,242.468
FLQS30UFGRWV,-63.6939253448,-63.5150210541,-63.6899274836,-63.7658868472,-63.6969237408,-63.6529472671,-63.7668863125,-63.6659403161,-63.6829312264,-63.5789868341,-63.7179125123,-63.5510018053,-63.6279606343,-63.6259617037,-63.6659403161,-63.7159135817,-63.6609429896,-63.7648873819,-63.6639413855,-64.2776130865,-63.6509483365,-63.732904492,-64.0307451547,-64.0507344609,-63.6649408508,-63.6919264142,-63.6639413855,-63.6939253448,-63.7099167898,-63.954785791,-63.6439520793,-63.6149675853,-120.494806658,-120.150675835,-119.941596352,-120.044635523,-119.972608142,-120.072646172,-120.076647693,-119.870569351,-120.455791826,-120.487803996,-120.487803996,-119.939595592,-119.940595972,-120.080649214,-120.011622973,-120.557830617,-120.008621832,-119.938595212,-119.977610043,-120.328743528,-120.460793728,-120.042634763,-120.431782699,-120.410774713,-120.113661764,-120.043635143,-119.974608902,-120.043635143,-120.021626776,-120.356754177,-120.419778135,-120.429781938,242.454,242.453,242.347,242.339,242.35,242.387,242.345,242.341,242.451,242.496,242.444,242.398,242.369,242.398,242.369,242.458,242.371,242.318,242.363,242.205,242.464,242.351,242.317,242.305,242.39,242.366,242.363,242.365,242.355,242.33,242.458,242.471
