,Distance_X_LOGO_Motor1,Distance_X_LOGO_motor2,Distance_X_LOGO_3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Motor1,Distance_Y_LOGO_motor2,Distance_Y_LOGO_3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Motor1,Angle_motor2,Angle_3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS30K5GRWY,-23.3568994957,-23.2449239481,-23.318907792,-23.3169082287,-23.4218853046,-23.3878927276,-23.3519005873,-23.3149086653,-23.3519005873,-23.315908447,-23.349901024,-23.352900369,-23.278916525,-23.2799163067,-23.309909757,-23.309909757,-23.2839154334,-23.315908447,-23.2779167434,-23.2419246031,-23.352900369,-23.3149086653,-23.352900369,-23.3169082287,-23.2809160884,-23.349901024,-23.3469016789,-23.3409029889,-23.2459237298,-23.2469235114,-23.2459237298,-23.2799163067,-138.426356377,-138.548386664,-138.565390884,-138.425356129,-138.603400318,-138.568391629,-138.534383188,-138.530382195,-138.53338294,-138.497374003,-138.463365562,-138.43035737,-138.495373506,-138.497374003,-138.463365562,-138.463365562,-138.427356625,-138.462365314,-138.459364569,-138.43035737,-138.43035737,-138.393348185,-138.43035737,-138.357339247,-138.392347936,-138.429357122,-138.466366307,-138.394348433,-138.43035737,-138.465366059,-138.395348681,-138.461365066,260.06,260.113,260.085,260.076,260.046,260.057,260.07,260.084,260.07,260.081,260.066,260.062,260.096,260.096,260.082,260.082,260.09,260.079,260.094,260.107,260.062,260.075,260.062,260.072,260.088,260.063,260.067,260.064,260.105,260.107,260.103,260.094
FLQS30K3GRWY,-23.4160876229,-23.3100691159,-23.3480757505,-23.3810815121,-23.4840994954,-23.4470930354,-23.41108675,-23.3780809883,-23.4130870992,-23.3780809883,-23.3820816867,-23.4150874484,-23.3430748775,-23.3420747029,-23.3430748775,-23.3430748775,-23.3480757505,-23.3790811629,-23.3420747029,-23.3430748775,-23.4150874484,-23.3770808137,-23.4150874484,-23.3810815121,-23.3460754013,-23.3800813375,-23.3800813375,-23.3830818613,-23.3090689413,-23.3080687667,-23.3060684175,-23.3420747029,-138.376511525,-138.465509281,-138.51750797,-138.376511525,-138.549507164,-138.509508172,-138.475509029,-138.47350908,-138.479508928,-138.441509886,-138.408510718,-138.372511626,-138.444509811,-138.440509911,-138.406510769,-138.406510769,-138.37551155,-138.405510794,-138.408510718,-138.370511676,-138.372511626,-138.334512584,-138.372511626,-138.30651329,-138.342512382,-138.374511575,-138.409510693,-138.30651329,-138.370511676,-138.406510769,-138.336512533,-138.406510769,260.048,260.097,260.085,260.062,260.032,260.045,260.056,260.07,260.056,260.068,260.064,260.048,260.082,260.082,260.079,260.079,260.075,260.065,260.08,260.077,260.048,260.061,260.048,260.057,260.074,260.062,260.065,260.057,260.091,260.093,260.089,260.08
FLQS30K1GRWY,-23.4942920638,-23.3822668302,-23.4252765181,-23.4552832771,-23.5593067083,-23.5242988228,-23.4892909373,-23.4522826012,-23.4872904867,-23.4522826012,-23.4572837277,-23.4902911626,-23.4172747157,-23.4162744904,-23.4172747157,-23.4172747157,-23.4212756169,-23.4532828265,-23.4152742651,-23.4172747157,-23.4902911626,-23.4522826012,-23.4902911626,-23.4562835024,-23.4202753916,-23.4572837277,-23.4522826012,-23.4592841783,-23.3822668302,-23.3822668302,-23.3812666049,-23.4172747157,-138.321233979,-138.445225225,-138.462224025,-138.321233979,-138.505220989,-138.469223531,-138.435225931,-138.431226214,-138.435225931,-138.424226708,-138.366230803,-138.352231791,-138.399228473,-138.424226708,-138.364230944,-138.364230944,-138.322233909,-138.384229532,-138.362231085,-138.352231791,-138.352231791,-138.295235815,-138.352231791,-138.252238851,-138.28723638,-138.331233273,-138.365230873,-138.250238992,-138.330233344,-138.386229391,-138.296235744,-138.362231085,260.009,260.063,260.047,260.025,259.996,260.007,260.019,260.034,260.02,260.033,260.027,260.013,260.046,260.048,260.043,260.043,260.039,260.03,260.044,260.042,260.013,260.025,260.013,260.02,260.037,260.025,260.029,260.019,260.055,260.059,260.053,260.043
FLQS30JCGRWV,-23.6845648024,-23.5765302964,-23.6165430764,-23.6525545784,-23.7585884454,-23.7215766239,-23.6865654414,-23.6185437154,-23.6875657609,-23.6525545784,-23.6545552174,-23.6885660804,-23.6155427569,-23.6175433959,-23.6155427569,-23.6155427569,-23.6185437154,-23.6495536199,-23.6165430764,-23.6165430764,-23.6885660804,-23.6525545784,-23.6885660804,-23.6525545784,-23.6155427569,-23.6555555369,-23.6515542589,-23.6535548979,-23.5515223089,-23.5505219894,-23.5515223089,-23.6175433959,-138.426965672,-138.553937206,-138.56993362,-138.428965224,-138.622921741,-138.575932275,-138.542939672,-138.54094012,-138.552937431,-138.515945724,-138.473955138,-138.462957603,-138.517945275,-138.515945724,-138.472955362,-138.472955362,-138.431964552,-138.471955586,-138.481953345,-138.439962759,-138.462957603,-138.402971052,-138.462957603,-138.361980242,-138.396972397,-138.439962759,-138.483952896,-138.358980914,-138.438962983,-138.474954914,-138.403970828,-138.480953569,259.951,260.003,259.988,259.964,259.935,259.946,259.958,259.985,259.958,259.97,259.966,259.952,259.985,259.984,259.982,259.982,259.978,259.968,259.982,259.979,259.952,259.962,259.952,259.959,259.976,259.964,259.968,259.959,260.005,260.008,260.003,259.981
FLQS30J0GRWV,-23.5580274473,-23.4490180657,-23.496022111,-23.5470265005,-23.6260333,-23.5910302876,-23.5550271891,-23.5200241767,-23.554027103,-23.5190240906,-23.554027103,-23.5570273612,-23.4830209921,-23.4830209921,-23.5130235742,-23.5130235742,-23.4860212503,-23.5180240045,-23.4840210782,-23.482020906,-23.5570273612,-23.5170239185,-23.5570273612,-23.5200241767,-23.4850211642,-23.5530270169,-23.5210242627,-23.5500267587,-23.4130149672,-23.4490180657,-23.4470178936,-23.4840210782,-138.454748236,-138.539755449,-138.555756807,-138.452748066,-138.592759947,-138.562757401,-138.528754516,-138.526754346,-138.554756722,-138.516753497,-138.482750612,-138.448747727,-138.519753752,-138.517753582,-138.479750358,-138.479750358,-138.452748066,-138.480750442,-138.456748406,-138.444747387,-138.448747727,-138.408744333,-138.448747727,-138.385742381,-138.419745266,-138.447747642,-138.456748406,-138.382742126,-138.423745605,-138.482750612,-138.411744587,-138.452748066,259.994,260.044,260.026,259.999,259.977,259.988,260.001,260.015,260.003,260.014,259.998,259.994,260.029,260.029,260.014,260.014,260.023,260.012,260.024,260.024,259.994,260.008,259.994,260.005,260.021,259.996,260.009,259.993,260.05,260.04,260.036,260.024
FLQS30HZGRWY,-23.1667054086,-23.0336898751,-23.0856959483,-23.1036980506,-23.208710314,-23.1727061094,-23.1347016712,-23.101697817,-23.1367019048,-23.1026979338,-23.1056982842,-23.140702372,-23.0676938461,-23.0676938461,-23.0676938461,-23.0676938461,-23.0716943132,-23.1317013209,-23.0656936125,-23.0676938461,-23.140702372,-23.1026979338,-23.140702372,-23.106698401,-23.0736945468,-23.1056982842,-23.1056982842,-23.1076985178,-23.0316896415,-23.0326897583,-23.0316896415,-23.0676938461,-138.264736789,-138.35571556,-138.438696197,-138.266736322,-138.44669433,-138.399705295,-138.366712993,-138.36471346,-138.377710427,-138.340719059,-138.299728624,-138.263737022,-138.344718126,-138.340719059,-138.296729324,-138.296729324,-138.229744954,-138.29472979,-138.307726758,-138.261737489,-138.263737022,-138.226745654,-138.263737022,-138.196752653,-138.231744487,-138.265736556,-138.308726524,-138.197752419,-138.262737256,-138.298728857,-138.228745187,-138.305727224,260.155,260.214,260.199,260.18,260.15,260.161,260.174,260.187,260.174,260.185,260.181,260.165,260.2,260.199,260.197,260.197,260.19,260.171,260.198,260.194,260.165,260.178,260.165,260.174,260.19,260.179,260.182,260.174,260.209,260.211,260.206,260.197
FLQS30H6GRWV,-23.2114644981,-23.0746798011,-23.1425729354,-23.1735242172,-23.28734506,-23.2543969213,-23.2184534972,-23.1815116448,-23.2194519257,-23.1825100732,-23.1845069301,-23.2204503541,-23.1156153674,-23.1475650776,-23.1485635061,-23.1485635061,-23.1405760785,-23.1815116448,-23.1146169389,-23.1485635061,-23.2204503541,-23.1845069301,-23.2204503541,-23.177517931,-23.1415745069,-23.1855053585,-23.1855053585,-23.1765195025,-23.1146169389,-23.1136185105,-23.1146169389,-23.1475650776,-138.43197638,-138.521977015,-138.570977361,-138.432976387,-138.618977699,-138.547977199,-138.512976952,-138.510976938,-138.549977213,-138.512976952,-138.467976634,-138.43197638,-138.515976973,-138.512976952,-138.464976613,-138.464976613,-138.430976373,-138.464976613,-138.452976529,-138.430976373,-138.43197638,-138.394976119,-138.43197638,-138.361975887,-138.398976148,-138.432976387,-138.481976733,-138.362975894,-138.430976373,-138.466976627,-138.396976134,-138.451976521,260.13,260.191,260.167,260.145,260.112,260.12,260.132,260.147,260.135,260.147,260.143,260.126,260.174,260.161,260.157,260.157,260.158,260.144,260.17,260.155,260.126,260.138,260.126,260.139,260.156,260.14,260.144,260.139,260.169,260.172,260.167,260.157
FLQS30GQGRWV,-32.1744356285,-32.0329512338,-32.0826918413,-32.1169575931,-32.2285976233,-32.2219655423,-32.151223345,-32.1103255121,-32.1501179981,-32.111430859,-32.1169575931,-32.1888051373,-32.0705330261,-32.071638373,-32.0727437198,-32.0727437198,-32.0771651071,-32.1125362058,-32.0705330261,-32.0727437198,-32.1888051373,-32.111430859,-32.1888051373,-32.1158522463,-32.0749544135,-32.1147468995,-32.1147468995,-32.11806294,-32.0351619275,-32.0351619275,-32.0340565806,-32.071638373,-144.518903496,-144.603925795,-144.624931304,-144.482894051,-144.662941273,-144.646937075,-144.590922384,-144.590922384,-144.595923696,-144.556913465,-144.52490507,-144.512901921,-144.591922647,-144.587921597,-144.522904545,-144.522904545,-144.481893789,-144.523904807,-144.527905857,-144.486895101,-144.512901921,-144.451885919,-144.512901921,-144.412875687,-144.448885132,-144.515902709,-144.52490507,-144.412875687,-144.487895363,-144.523904807,-144.452886181,-144.521904283,348.609,348.664,348.649,348.626,348.602,348.603,348.623,348.637,348.623,348.634,348.63,348.604,348.651,348.65,348.645,348.645,348.64,348.631,348.646,348.642,348.604,348.626,348.604,348.622,348.638,348.63,348.631,348.621,348.655,348.658,348.653,348.645
FLQS30GCGRWY,-23.202119479,-23.0911141231,-23.1311160531,-23.1591174042,-23.266122567,-23.2281207335,-23.1921189964,-23.1571173076,-23.1951191412,-23.1601174524,-23.1661177419,-23.202119479,-23.0911141231,-23.1251157636,-23.1261158119,-23.1261158119,-23.1251157636,-23.1601174524,-23.1231156671,-23.0931142196,-23.202119479,-23.1281159084,-23.202119479,-23.1591174042,-23.1251157636,-23.1661177419,-23.1651176937,-23.1611175007,-23.059112579,-23.0921141713,-23.0891140266,-23.1251157636,-138.472140049,-138.564161407,-138.614173015,-138.472140049,-138.663184391,-138.610172086,-138.577164425,-138.576164193,-138.594168372,-138.55615955,-138.511149103,-138.476140977,-138.560160479,-138.55615955,-138.507148174,-138.507148174,-138.472140049,-138.507148174,-138.525152353,-138.472140049,-138.476140977,-138.436131691,-138.476140977,-138.40312403,-138.438132155,-138.476140977,-138.526152585,-138.40312403,-138.472140049,-138.508148406,-138.437131923,-138.521151424,260.145,260.196,260.183,260.162,260.132,260.144,260.156,260.171,260.156,260.168,260.163,260.146,260.196,260.182,260.178,260.178,260.176,260.164,260.181,260.189,260.146,260.173,260.146,260.158,260.174,260.16,260.164,260.157,260.203,260.192,260.188,260.179
FLQS30G5GRWY,-23.5747475842,-23.4897448887,-23.5257460303,-23.5347463157,-23.6397496455,-23.6047485356,-23.5697474256,-23.5627472037,-23.5687473939,-23.533746284,-23.5367463791,-23.6037485039,-23.5277460937,-23.4977451424,-23.4987451741,-23.4987451741,-23.5287461254,-23.5647472671,-23.5287461254,-23.4977451424,-23.6037485039,-23.533746284,-23.6037485039,-23.5667473305,-23.5017452692,-23.5377464108,-23.533746284,-23.5687473939,-23.4657441276,-23.4647440959,-23.4647440959,-23.4987451741,-138.406589807,-138.526605059,-138.580611923,-138.40558968,-138.591613321,-138.546607601,-138.513603407,-138.51260328,-138.522604551,-138.484599721,-138.446594891,-138.411590442,-138.488600229,-138.485599848,-138.444594637,-138.444594637,-138.40558968,-138.444594637,-138.452595653,-138.410590315,-138.411590442,-138.373585612,-138.411590442,-138.336580909,-138.371585358,-138.412590569,-138.452595653,-138.335580782,-138.409590188,-138.445594764,-138.373585612,-138.449595272,259.979,260.022,260.011,259.995,259.966,259.977,259.988,259.991,259.989,260.001,259.997,259.968,260.003,260.015,260.012,260.012,259.997,259.986,260.001,260.01,259.968,259.993,259.968,259.978,260.006,259.994,259.999,259.977,260.023,260.026,260.021,260.013
FLQS30E9GRWY,-23.5655001143,-23.4544789135,-23.5154905644,-23.5254924744,-23.6345132932,-23.5985064173,-23.5925052713,-23.5254924744,-23.5935054623,-23.5264926654,-23.5614993503,-23.5594989683,-23.4934863624,-23.4914859804,-23.4904857894,-23.4904857894,-23.4944865534,-23.5254924744,-23.4934863624,-23.4924861714,-23.5594989683,-23.5264926654,-23.5594989683,-23.5254924744,-23.4884854074,-23.5614993503,-23.5264926654,-23.5614993503,-23.4914859804,-23.4194722285,-23.4904857894,-23.5244922834,-138.318284878,-138.437280822,-138.491278981,-138.318284878,-138.498278742,-138.460280038,-138.456280174,-138.449280413,-138.432280992,-138.418281469,-138.360283447,-138.349283821,-138.425281231,-138.421281367,-138.358283515,-138.358283515,-138.317284912,-138.359283481,-138.362283378,-138.322284742,-138.349283821,-138.286285969,-138.349283821,-138.287285935,-138.284286037,-138.32528464,-138.360283447,-138.247287298,-138.321284776,-138.357283549,-138.287285935,-138.359283481,259.976,260.028,260.007,259.991,259.96,259.972,259.974,260.0,259.972,259.998,259.98,259.98,260.012,260.012,260.008,260.008,260.004,259.994,260.007,260.005,259.98,259.989,259.98,259.989,260.004,259.978,259.994,259.972,260.005,260.037,260.003,259.994
FLQS30DZGRWV,-23.6016961058,-23.4646456092,-23.530669936,-23.5346714104,-23.6777241185,-23.615701266,-23.6076983173,-23.5706846796,-23.6337079006,-23.598695,-23.5726854167,-23.6076983173,-23.5386728847,-23.5636820995,-23.5386728847,-23.5386728847,-23.5316703046,-23.5716850482,-23.5396732533,-23.5396732533,-23.6076983173,-23.5746861539,-23.6076983173,-23.5656828366,-23.5086618271,-23.598695,-23.598695,-23.5386728847,-23.5046603527,-23.5036599841,-23.5036599841,-23.5076614585,-138.444455411,-138.536462359,-138.584465985,-138.446455562,-138.626469157,-138.560464172,-138.546463115,-138.545463039,-138.575465305,-138.540462661,-138.48045813,-138.444455411,-138.528461755,-138.540462661,-138.477457903,-138.477457903,-138.445455486,-138.477457903,-138.493459112,-138.44245526,-138.444455411,-138.406452541,-138.444455411,-138.376450275,-138.412452994,-138.470457375,-138.505460018,-138.377450351,-138.44245526,-138.478457979,-138.407452616,-138.48945881,259.974,260.036,260.013,260.002,259.957,259.977,259.979,259.994,259.971,259.982,259.989,259.972,260.006,259.996,260.002,260.002,260.003,259.989,260.003,259.999,259.972,259.983,259.972,259.984,260.01,259.977,259.98,259.995,260.013,260.016,260.011,260.016
FLQS30D5GRWQ,-23.2006643151,-23.0976613658,-23.1036615376,-23.1996642865,-23.2786665486,-23.2416654892,-23.206664487,-23.1696634275,-23.2056644583,-23.1716634848,-23.2026643724,-23.2056644583,-23.1356624539,-23.1366624826,-23.1346624253,-23.1346624253,-23.1666633416,-23.2006643151,-23.1356624539,-23.1676633702,-23.2056644583,-23.1726635134,-23.2056644583,-23.1726635134,-23.1046615663,-23.2036644011,-23.2026643724,-23.2036644011,-23.1006614517,-23.0996614231,-23.1346624253,-23.1366624826,-138.465620826,-138.562630369,-138.609634993,-138.465620826,-138.65463942,-138.608634895,-138.57463155,-138.57463155,-138.58663273,-138.548628992,-138.507624958,-138.498624073,-138.552629385,-138.54962909,-138.50662486,-138.50662486,-138.468621121,-138.50662486,-138.516625844,-138.470621318,-138.498624073,-138.435617875,-138.498624073,-138.398614235,-138.434617777,-138.473621613,-138.51862604,-138.396614038,-138.470621318,-138.50662486,-138.434617777,-138.513625549,260.146,260.195,260.195,260.147,260.128,260.139,260.151,260.166,260.152,260.164,260.148,260.146,260.178,260.178,260.176,260.176,260.16,260.149,260.176,260.16,260.146,260.156,260.146,260.153,260.183,260.146,260.149,260.141,260.187,260.19,260.171,260.175
FLQS30CMGRWQ,-23.1829011677,-23.0749388838,-23.1239217719,-23.1519119936,-23.2528767221,-23.2178889449,-23.1819015169,-23.1139252641,-23.1839008185,-23.1479133905,-23.1539112952,-23.1878994216,-23.1119259626,-23.1129256133,-23.1129256133,-23.1129256133,-23.1149249149,-23.1479133905,-23.1119259626,-23.1139252641,-23.1878994216,-23.1489130413,-23.1878994216,-23.1179238672,-23.1119259626,-23.1529116444,-23.1509123429,-23.1529116444,-23.0459490113,-23.0459490113,-23.0459490113,-23.1129256133,-138.467300322,-138.551320528,-138.569324858,-138.429291181,-138.604333277,-138.571325339,-138.537317161,-138.53631692,-138.537317161,-138.498307779,-138.471301284,-138.437293106,-138.531315717,-138.49930802,-138.469300803,-138.469300803,-138.429291181,-138.468300563,-138.466300082,-138.433292143,-138.437293106,-138.397283484,-138.437293106,-138.360274583,-138.395283002,-138.436292865,-138.468300563,-138.358274102,-138.433292143,-138.469300803,-138.398283724,-138.46329936,260.153,260.202,260.184,260.163,260.134,260.146,260.158,260.185,260.157,260.169,260.165,260.149,260.186,260.183,260.181,260.181,260.178,260.167,260.181,260.178,260.149,260.162,260.149,260.172,260.177,260.163,260.166,260.158,260.206,260.208,260.203,260.181
FLQS30BWGRWY,-23.597965303,-23.4679379436,-23.527950571,-23.5409533069,-23.6739812977,-23.6109680389,-23.6039665657,-23.538952886,-23.6039665657,-23.5399530965,-23.5729600415,-23.6079674075,-23.5319514128,-23.50394552,-23.5049457305,-23.5049457305,-23.5339518337,-23.5679589893,-23.5319514128,-23.505945941,-23.6079674075,-23.5699594102,-23.6079674075,-23.5709596206,-23.5069461514,-23.5439539383,-23.5399530965,-23.5719598311,-23.4719387854,-23.470938575,-23.4719387854,-23.50394552,-138.38791005,-138.474883598,-138.526867787,-138.3509213,-138.54086353,-138.496876909,-138.46188755,-138.460887855,-138.497876605,-138.432896368,-138.393908226,-138.36091826,-138.435895456,-138.43489576,-138.393908226,-138.393908226,-138.351920996,-138.39290853,-138.399906402,-138.359918564,-138.36091826,-138.32392951,-138.36091826,-138.28194228,-138.317931334,-138.361917956,-138.400906098,-138.279942888,-138.359918564,-138.394907922,-138.32392951,-138.398906706,259.974,260.033,260.012,259.994,259.954,259.977,259.977,260.003,259.979,260.001,259.985,259.968,260.004,260.015,260.012,260.012,259.998,259.986,260.001,260.009,259.968,259.981,259.968,259.978,260.006,259.994,259.998,259.977,260.023,260.026,260.021,260.013
FLQS30BJGRWV,-23.3167370394,-23.2026502536,-23.2837119172,-23.3147355169,-23.3847888064,-23.3807857613,-23.3447583552,-23.3097317105,-23.3437575939,-23.3077301879,-23.3147355169,-23.3507629229,-23.2406791822,-23.2727035431,-23.2406791822,-23.2406791822,-23.243681466,-23.3097317105,-23.2396784209,-23.2396784209,-23.3507629229,-23.2767065883,-23.3507629229,-23.2797088721,-23.2426807048,-23.2807096334,-23.311733233,-23.3137347556,-23.2416799435,-23.2066532987,-23.20765406,-23.2406791822,-138.427699315,-138.514690957,-138.528689612,-138.388703062,-138.566685961,-138.535688939,-138.499692398,-138.496692686,-138.524689996,-138.456696529,-138.430699027,-138.397702197,-138.457696433,-138.457696433,-138.432698835,-138.432698835,-138.388703062,-138.428699219,-138.422699796,-138.396702294,-138.397702197,-138.360705752,-138.397702197,-138.320709595,-138.354706329,-138.396702294,-138.425699507,-138.317709883,-138.39570239,-138.430699027,-138.360705752,-138.421699892,260.106,260.158,260.126,260.104,260.088,260.087,260.099,260.113,260.102,260.111,260.107,260.09,260.138,260.126,260.137,260.137,260.133,260.109,260.137,260.135,260.09,260.117,260.09,260.114,260.131,260.118,260.108,260.099,260.134,260.151,260.145,260.136
FLQS30AEGRWV,-23.1515612513,-23.0407452401,-23.0826756227,-23.1156209233,-23.2204468798,-23.1845065519,-23.1495645664,-23.0836739651,-23.1505629088,-23.1156209233,-23.1176176082,-23.1535579361,-23.0796805954,-23.0816772802,-23.0816772802,-23.0816772802,-23.0796805954,-23.1166192658,-23.0487319796,-23.0826756227,-23.1535579361,-23.1186159506,-23.1535579361,-23.1166192658,-23.0806789378,-23.1186159506,-23.1176176082,-23.1176176082,-23.0197800488,-23.0187817063,-23.0187817063,-23.0816772802,-138.348679539,-138.47071101,-138.488715654,-138.347679281,-138.537728294,-138.488715654,-138.455707141,-138.454706883,-138.469710753,-138.430700692,-138.388689858,-138.354681087,-138.432701208,-138.43170095,-138.385689084,-138.385689084,-138.349679797,-138.386689342,-138.396691921,-138.351680313,-138.354681087,-138.315671026,-138.354681087,-138.27966174,-138.315671026,-138.354681087,-138.400692953,-138.278661482,-138.351680313,-138.386689342,-138.316671284,-138.396691921,260.145,260.198,260.182,260.16,260.13,260.141,260.153,260.179,260.154,260.165,260.161,260.145,260.18,260.179,260.176,260.176,260.174,260.162,260.19,260.173,260.145,260.156,260.145,260.155,260.171,260.159,260.162,260.154,260.199,260.201,260.197,260.177
FLQS309TGRWY,-23.3829853772,-23.2738734543,-23.3419432777,-23.345947385,-23.4510552006,-23.4470510933,-23.3789812699,-23.3449463582,-23.3779802431,-23.3439453314,-23.3479494386,-23.3819843504,-23.3099104197,-23.307908366,-23.3109114465,-23.3109114465,-23.3139145269,-23.345947385,-23.3089093928,-23.3099104197,-23.3819843504,-23.3439453314,-23.3819843504,-23.3489504654,-23.3409422509,-23.3489504654,-23.345947385,-23.3479494386,-23.2738734543,-23.2758755079,-23.2728724275,-23.307908366,-138.430790698,-138.520779511,-138.56977342,-138.430790698,-138.602769318,-138.543776652,-138.528778517,-138.526778765,-138.532778019,-138.493782867,-138.461786845,-138.42579132,-138.498782246,-138.494782743,-138.459787093,-138.459787093,-138.429790822,-138.458787218,-138.437789828,-138.423791568,-138.42579132,-138.388795919,-138.42579132,-138.360799399,-138.396794924,-138.427791071,-138.46278672,-138.360799399,-138.424791444,-138.460786969,-138.39079567,-138.459787093,260.074,260.124,260.1,260.089,260.058,260.056,260.082,260.096,260.083,260.094,260.09,260.074,260.108,260.108,260.105,260.105,260.101,260.091,260.104,260.103,260.074,260.087,260.074,260.083,260.088,260.087,260.091,260.083,260.117,260.119,260.115,260.106
FLQS309QGRWV,-23.0565511231,-22.9496088642,-22.9895872788,-23.0475559799,-23.1295117296,-23.0935311566,-23.0575505835,-23.02057055,-23.0575505835,-23.0215700104,-23.0235689311,-23.0575505835,-22.9885878184,-22.9865888977,-22.9885878184,-22.9885878184,-22.9905867391,-23.0505543609,-22.987588358,-22.9885878184,-23.0575505835,-23.0225694708,-23.0575505835,-23.02057055,-22.987588358,-23.0235689311,-23.0215700104,-23.0195710897,-22.9536067057,-22.9206245137,-22.9506083246,-22.9865888977,-138.36182028,-138.455811327,-138.503806755,-138.36182028,-138.550802279,-138.499807136,-138.466810279,-138.466810279,-138.482808755,-138.444812375,-138.402816375,-138.366819804,-138.450811803,-138.446812184,-138.399816661,-138.399816661,-138.362820185,-138.398816756,-138.415815137,-138.36382009,-138.366819804,-138.327823519,-138.366819804,-138.292826852,-138.328823423,-138.368819613,-138.413815327,-138.291826947,-138.362820185,-138.399816661,-138.328823423,-138.411815518,260.198,260.247,260.234,260.202,260.181,260.192,260.205,260.219,260.206,260.218,260.214,260.198,260.232,260.232,260.228,260.228,260.225,260.203,260.229,260.226,260.198,260.21,260.198,260.208,260.224,260.212,260.216,260.208,260.24,260.255,260.238,260.23
FLQS309NGRWM,-23.3695114194,-23.260485707,-23.335503399,-23.3645102399,-23.4685347728,-23.4325262807,-23.3965177885,-23.3605092963,-23.3995184962,-23.3305022195,-23.3665107117,-23.401518968,-23.2944937273,-23.3285017477,-23.3285017477,-23.3285017477,-23.3225003324,-23.3625097681,-23.2944937273,-23.3275015118,-23.401518968,-23.3335029272,-23.401518968,-23.3585088245,-23.3245008041,-23.3655104758,-23.3655104758,-23.3675109476,-23.2644866505,-23.2644866505,-23.2634864146,-23.3295019836,-138.480131789,-138.57011498,-138.582112738,-138.442138886,-138.665097237,-138.616106388,-138.585112178,-138.580113112,-138.595110311,-138.556117594,-138.515125252,-138.479131975,-138.561116661,-138.559117034,-138.514125439,-138.514125439,-138.479131975,-138.512125812,-138.526123197,-138.478132162,-138.479131975,-138.441139072,-138.479131975,-138.410144862,-138.445138325,-138.483131228,-138.49912824,-138.371152146,-138.477132349,-138.514125439,-138.443138699,-138.525123384,260.088,260.138,260.109,260.087,260.061,260.072,260.084,260.099,260.084,260.109,260.092,260.075,260.124,260.11,260.107,260.107,260.107,260.093,260.121,260.105,260.075,260.1,260.075,260.088,260.104,260.09,260.091,260.082,260.13,260.132,260.128,260.107
