,Distance_X_LOGO_Motor1,Distance_X_LOGO_motor2,Distance_X_LOGO_3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Motor1,Distance_Y_LOGO_motor2,Distance_Y_LOGO_3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Motor1,Angle_motor2,Angle_3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS2044GRWY,-23.403418942,-23.293435771,-23.3364291924,-23.3644249087,-23.4724083857,-23.4374137403,-23.399419554,-23.3644249087,-23.401419248,-23.3664246027,-23.3704239907,-23.4374137403,-23.2994348531,-23.3314299574,-23.3314299574,-23.3314299574,-23.3314299574,-23.3664246027,-23.3304301104,-23.3304301104,-23.4374137403,-23.3344294984,-23.4374137403,-23.3394287335,-23.3314299574,-23.3714238377,-23.3704239907,-23.3674244497,-23.2974351591,-23.2974351591,-23.2964353121,-23.3324298044,-138.458917095,-138.547928614,-138.599935343,-138.458917095,-138.633939744,-138.57093159,-138.556929778,-138.55492952,-138.563930684,-138.526925896,-138.489921107,-138.452916319,-138.530926413,-138.526925896,-138.486920719,-138.486920719,-138.457916966,-138.486920719,-138.466918131,-138.45091606,-138.452916319,-138.41591153,-138.452916319,-138.388908036,-138.424912695,-138.454916578,-138.496922013,-138.388908036,-138.451916189,-138.487920848,-138.417911789,-138.492921495,260.058,260.109,260.095,260.074,260.042,260.052,260.066,260.08,260.066,260.078,260.074,260.044,260.105,260.092,260.089,260.089,260.087,260.075,260.088,260.087,260.044,260.083,260.044,260.079,260.085,260.071,260.074,260.068,260.1,260.103,260.098,260.089
FLQS312SGRWV,-23.6080657568,-23.4750372119,-23.5520537379,-23.581059962,-23.6840820682,-23.650074771,-23.6150672592,-23.5770591035,-23.6150672592,-23.5790595327,-23.5840606058,-23.6200683323,-23.5420515917,-23.5430518063,-23.5430518063,-23.5430518063,-23.5440520209,-23.5780593181,-23.5430518063,-23.5430518063,-23.6200683323,-23.5790595327,-23.6200683323,-23.5790595327,-23.5430518063,-23.5850608205,-23.5820601766,-23.581059962,-23.4790380704,-23.4790380704,-23.4780378558,-23.5440520209,-138.430352469,-138.514355111,-138.53435574,-138.393351306,-138.575357029,-138.533355708,-138.50035467,-138.499354639,-138.507354891,-138.470353727,-138.435352627,-138.400351526,-138.473353822,-138.471353759,-138.432352532,-138.432352532,-138.393351306,-138.432352532,-138.438352721,-138.397351432,-138.400351526,-138.3613503,-138.400351526,-138.324349137,-138.359350237,-138.401351558,-138.439352752,-138.323349105,-138.397351432,-138.433352564,-138.362350331,-138.436352658,259.974,260.033,260.004,259.983,259.954,259.964,259.976,259.991,259.977,259.989,259.984,259.967,260.004,260.003,260.001,260.001,259.997,259.986,260.001,259.998,259.967,259.981,259.967,259.979,259.995,259.982,259.985,259.978,260.024,260.026,260.022,260.0
FLQS31J6GRWY,-23.4114625685,-23.3023858675,-23.3434147184,-23.3454161257,-23.4865153445,-23.4514907157,-23.4164660869,-23.3774386435,-23.4164660869,-23.3814414582,-23.3824421619,-23.4174667906,-23.3434147184,-23.3454161257,-23.3143943117,-23.3143943117,-23.3444154221,-23.3804407545,-23.3444154221,-23.3464168294,-23.4174667906,-23.3824421619,-23.4174667906,-23.3784393471,-23.3163957191,-23.3824421619,-23.3814414582,-23.3784393471,-23.2803703866,-23.3113922007,-23.2803703866,-23.3454161257,-138.309377397,-138.431378612,-138.451378811,-138.311377417,-138.496379259,-138.450378801,-138.417378473,-138.414378443,-138.427378572,-138.388378184,-138.347377775,-138.313377437,-138.392378224,-138.389378194,-138.346377765,-138.346377765,-138.312377427,-138.345377755,-138.357377875,-138.311377417,-138.313377437,-138.275377058,-138.313377437,-138.24237673,-138.278377088,-138.313377437,-138.359377895,-138.24037671,-138.311377417,-138.346377765,-138.276377068,-138.355377855,260.058,260.11,260.095,260.085,260.041,260.052,260.063,260.079,260.064,260.076,260.073,260.056,260.091,260.09,260.1,260.1,260.086,260.073,260.088,260.084,260.056,260.068,260.056,260.067,260.094,260.07,260.074,260.067,260.111,260.101,260.109,260.088
FLQS31FWGRWY,-23.2792185699,-23.1702362728,-23.2422245792,-23.240224904,-23.3452078508,-23.3092136976,-23.274219382,-23.240224904,-23.274219382,-23.240224904,-23.2412247416,-23.2762190572,-23.2052305884,-23.2042307508,-23.2042307508,-23.2042307508,-23.2072302636,-23.2392250664,-23.2032309132,-23.2052305884,-23.2762190572,-23.2392250664,-23.2762190572,-23.240224904,-23.2032309132,-23.2412247416,-23.2392250664,-23.2722197068,-23.1712361104,-23.1712361104,-23.1702362728,-23.2032309132,-138.404674182,-138.494684375,-138.542689812,-138.403674068,-138.580694116,-138.540689585,-138.506685734,-138.505685621,-138.512686414,-138.47468211,-138.441678372,-138.406674408,-138.476682337,-138.473681997,-138.437677919,-138.437677919,-138.401673842,-138.437677919,-138.441678372,-138.402673955,-138.406674408,-138.366669878,-138.406674408,-138.33366614,-138.368670104,-138.407674521,-138.442678486,-138.33366614,-138.403674068,-138.438678033,-138.368670104,-138.438678033,260.109,260.159,260.133,260.124,260.094,260.106,260.118,260.131,260.118,260.129,260.126,260.11,260.143,260.144,260.141,260.141,260.138,260.127,260.142,260.138,260.11,260.122,260.11,260.12,260.137,260.124,260.127,260.107,260.152,260.155,260.15,260.142
FLQS31CRGRWY,-22.9205225714,-22.8065299192,-22.8695258585,-22.8845248917,-22.9905180595,-22.9555203154,-22.9175227647,-22.8825250206,-22.9185227003,-22.8835249562,-22.8865247628,-22.9195226358,-22.846527341,-22.8805251495,-22.813529468,-22.813529468,-22.8505270832,-22.8835249562,-22.8485272121,-22.813529468,-22.9195226358,-22.8845248917,-22.9195226358,-22.8805251495,-22.8705257941,-22.9145229581,-22.8835249562,-22.8845248917,-22.8145294035,-22.8125295325,-22.8115295969,-22.813529468,-138.346735138,-138.470754622,-138.520762479,-138.346735138,-138.535764836,-138.493758236,-138.484756822,-138.459752894,-138.468754308,-138.427747865,-138.39474268,-138.38074048,-138.458752736,-138.456752422,-138.392742366,-138.392742366,-138.347735295,-138.392742366,-138.423747237,-138.379740323,-138.38074048,-138.32173121,-138.38074048,-138.315730267,-138.349735609,-138.38074048,-138.396742994,-138.276724139,-138.356736709,-138.414745823,-138.344734824,-138.39474268,260.258,260.312,260.29,260.272,260.242,260.254,260.268,260.281,260.267,260.278,260.275,260.26,260.295,260.281,260.304,260.304,260.286,260.276,260.292,260.303,260.26,260.271,260.26,260.272,260.278,260.262,260.276,260.267,260.301,260.306,260.302,260.304
FLQS319LGRWY,-23.1899640361,-23.0469149093,-23.0939310558,-23.119939988,-23.2579873971,-23.2239757166,-23.1899640361,-23.1519509814,-23.1889636925,-23.1539516685,-23.1569526991,-23.1919647232,-23.1169389574,-23.1189396444,-23.0889293381,-23.0889293381,-23.1159386138,-23.1529513249,-23.1179393009,-23.119939988,-23.1919647232,-23.154952012,-23.1919647232,-23.1509506379,-23.1149382703,-23.1559523556,-23.1559523556,-23.1539516685,-23.016904603,-23.084927964,-23.084927964,-23.0859283075,-138.468707763,-138.561718986,-138.61172502,-138.469707884,-138.644729002,-138.604724175,-138.574720555,-138.568719831,-138.576720796,-138.53871621,-138.503711987,-138.468707763,-138.541716572,-138.53871621,-138.502711866,-138.502711866,-138.469707884,-138.499711504,-138.506712349,-138.466707522,-138.468707763,-138.430703177,-138.468707763,-138.399699436,-138.43470366,-138.468707763,-138.507712469,-138.398699316,-138.467707642,-138.502711866,-138.432703419,-138.503711987,260.154,260.217,260.202,260.182,260.138,260.149,260.161,260.176,260.161,260.173,260.169,260.153,260.188,260.187,260.197,260.197,260.184,260.171,260.185,260.182,260.153,260.165,260.153,260.165,260.182,260.167,260.17,260.164,260.223,260.198,260.194,260.198
FLQS319HGRWY,-23.430359,-23.3291501103,-23.3622183614,-23.3952866125,-23.5105244572,-23.4754520697,-23.4393776139,-23.4043052264,-23.4634272511,-23.4173321132,-23.4073114311,-23.4634272511,-23.3702349071,-23.3932824761,-23.3692328389,-23.3692328389,-23.3682307707,-23.3732411118,-23.3381687242,-23.3381687242,-23.4634272511,-23.3732411118,-23.4634272511,-23.3732411118,-23.3622183614,-23.4283548636,-23.4063093628,-23.4053072946,-23.3351625196,-23.3351625196,-23.3341604514,-23.337166656,-138.420116721,-138.507113652,-138.559111818,-138.421116686,-138.57011143,-138.528112911,-138.495114075,-138.494114111,-138.560111782,-138.510113546,-138.429116404,-138.455115486,-138.501113864,-138.525113017,-138.427116474,-138.427116474,-138.384117991,-138.427116474,-138.434116227,-138.390117779,-138.455115486,-138.355119014,-138.455115486,-138.353119085,-138.386117921,-138.455115486,-138.434116227,-138.313120496,-138.390117779,-138.42611651,-138.356118979,-138.429116404,260.067,260.114,260.104,260.081,260.045,260.056,260.069,260.083,260.064,260.079,260.077,260.056,260.097,260.089,260.092,260.092,260.09,260.091,260.105,260.102,260.056,260.086,260.056,260.086,260.092,260.07,260.078,260.07,260.103,260.106,260.102,260.105
FLQS317CGRWY,-23.3240307152,-23.2028695201,-23.2869814241,-23.2829760954,-23.3881159754,-23.3851119788,-23.3200253864,-23.280973431,-23.3170213899,-23.280973431,-23.3190240542,-23.3210267186,-23.2459268043,-23.2459268043,-23.2789707666,-23.2789707666,-23.2469281365,-23.2819747632,-23.2449254721,-23.2799720988,-23.3210267186,-23.3150187255,-23.3210267186,-23.2819747632,-23.2469281365,-23.3180227221,-23.3150187255,-23.3170213899,-23.2138841742,-23.2439241399,-23.2439241399,-23.2459268043,-138.228416342,-138.320398652,-138.367389615,-138.228416342,-138.403382693,-138.370389038,-138.337395383,-138.333396152,-138.333396152,-138.296403267,-138.267408843,-138.23341538,-138.298402882,-138.297403075,-138.266409035,-138.266409035,-138.228416342,-138.266409035,-138.262409804,-138.232415573,-138.23341538,-138.196422495,-138.23341538,-138.159429609,-138.194422879,-138.232415573,-138.265409227,-138.157429994,-138.23341538,-138.289404613,-138.219418072,-138.261409997,260.096,260.151,260.12,260.112,260.082,260.081,260.105,260.12,260.106,260.117,260.1,260.097,260.132,260.132,260.116,260.116,260.127,260.115,260.13,260.114,260.097,260.097,260.097,260.108,260.125,260.098,260.102,260.094,260.14,260.132,260.127,260.129
FLQS3160GRWY,-23.0690635285,-22.9580824662,-23.037068988,-23.0340694999,-23.1400514153,-23.1050573866,-23.0690635285,-23.0320698411,-23.0680636991,-23.0330696705,-23.0350693292,-23.0700633579,-22.9980756418,-22.9970758124,-22.9980756418,-22.9980756418,-23.00107513,-23.0620647228,-22.996075983,-23.0300701823,-23.0700633579,-23.0350693292,-23.0700633579,-23.0590652346,-22.9990754712,-23.0350693292,-23.0660640403,-23.0320698411,-22.9660811013,-22.9650812719,-22.9660811013,-22.996075983,-138.505102051,-138.596096862,-138.605096349,-138.466104275,-138.655093498,-138.64209424,-138.608096178,-138.604096406,-138.58509749,-138.577097946,-138.53810017,-138.503102165,-138.581097718,-138.578097889,-138.513101595,-138.513101595,-138.506101994,-138.533100455,-138.514101538,-138.503102165,-138.503102165,-138.465104332,-138.503102165,-138.436105986,-138.472103933,-138.503102165,-138.546099713,-138.436105986,-138.502102222,-138.53810017,-138.467104218,-138.543099885,260.21,260.26,260.229,260.221,260.191,260.204,260.216,260.231,260.215,260.229,260.225,260.209,260.243,260.243,260.239,260.239,260.237,260.214,260.239,260.225,260.209,260.221,260.209,260.209,260.236,260.223,260.214,260.22,260.251,260.254,260.249,260.241
FLQS3126GRWV,-23.2849509657,-23.1769558311,-23.2329533083,-23.2659518216,-23.3549478122,-23.3479481275,-23.2839510107,-23.2469526776,-23.2839510107,-23.2479526325,-23.2829510558,-23.3169495241,-23.2129542093,-23.2129542093,-23.2439528127,-23.2439528127,-23.2159540741,-23.277951281,-23.2119542543,-23.1739559662,-23.3169495241,-23.2489525875,-23.3169495241,-23.2509524974,-23.2409529479,-23.2819511008,-23.2479526325,-23.277951281,-23.1809556509,-23.1799556959,-23.1799556959,-23.2119542543,-138.383131411,-138.477133538,-138.556135326,-138.419132226,-138.570135643,-138.521134534,-138.487133764,-138.486133742,-138.501134081,-138.464133244,-138.421132271,-138.385131456,-138.467133312,-138.464133244,-138.421132271,-138.421132271,-138.384131434,-138.418132203,-138.431132497,-138.384131434,-138.385131456,-138.348130619,-138.385131456,-138.31412985,-138.349130642,-138.388131524,-138.431132497,-138.313129827,-138.384131434,-138.420132248,-138.349130642,-138.428132429,260.103,260.152,260.135,260.113,260.087,260.087,260.111,260.125,260.111,260.123,260.106,260.09,260.137,260.137,260.122,260.122,260.131,260.108,260.136,260.148,260.09,260.115,260.09,260.112,260.118,260.104,260.121,260.101,260.145,260.147,260.143,260.135
FLQS3115GRWV,-23.5571008779,-23.4420857382,-23.488091794,-23.5150953486,-23.6221094351,-23.5861046957,-23.5500999563,-23.5150953486,-23.551100088,-23.5160954802,-23.5190958752,-23.5531003513,-23.4800907408,-23.4810908725,-23.4800907408,-23.4800907408,-23.4810908725,-23.5140952169,-23.4790906092,-23.4810908725,-23.5531003513,-23.5160954802,-23.5531003513,-23.4870916624,-23.4800907408,-23.5190958752,-23.5170956119,-23.5170956119,-23.4470863964,-23.4460862648,-23.4470863964,-23.4800907408,-138.460517412,-138.554524552,-138.602528199,-138.462517564,-138.643531313,-138.599527971,-138.566525464,-138.564525312,-138.574526072,-138.538523337,-138.499520374,-138.465517791,-138.543523717,-138.538523337,-138.497520222,-138.497520222,-138.462517564,-138.496520146,-138.506520906,-138.461517488,-138.465517791,-138.425514753,-138.465517791,-138.393512322,-138.429515057,-138.465517791,-138.507520982,-138.39151217,-138.461517488,-138.497520222,-138.426514829,-138.504520754,259.991,260.044,260.029,260.008,259.978,259.989,260.001,260.015,260.001,260.013,260.009,259.993,260.028,260.027,260.025,260.025,260.022,260.011,260.026,260.022,259.993,260.005,259.993,260.015,260.02,260.007,260.011,260.003,260.036,260.038,260.033,260.025
FLQS310RGRWV,-23.0651244901,-22.9610697923,-22.9980892521,-23.0291055562,-23.1341607799,-23.0971413201,-23.0621229123,-23.0271045044,-23.0621229123,-23.0271045044,-23.0301060822,-23.0651244901,-22.9930866224,-22.9930866224,-22.9930866224,-22.9930866224,-22.9960882002,-23.0281050303,-22.9940871483,-22.9600692664,-23.0651244901,-23.0271045044,-23.0651244901,-23.0291055562,-22.9910855705,-23.0301060822,-23.0291055562,-23.0301060822,-22.9580682145,-22.9580682145,-22.9560671626,-22.9940871483,-138.483675405,-138.574700826,-138.624714794,-138.484675684,-138.660724851,-138.618713118,-138.584703619,-138.582703061,-138.592705854,-138.554695239,-138.520685741,-138.483675405,-138.559696636,-138.554695239,-138.518685182,-138.518685182,-138.483675405,-138.515684344,-138.523686579,-138.478674008,-138.483675405,-138.447665348,-138.483675405,-138.414656129,-138.449665906,-138.486676243,-138.523686579,-138.415656408,-138.479674287,-138.515684344,-138.445664789,-138.519685461,260.213,260.261,260.249,260.228,260.197,260.209,260.221,260.235,260.222,260.233,260.23,260.213,260.247,260.247,260.245,260.245,260.241,260.23,260.245,260.255,260.213,260.226,260.213,260.223,260.241,260.227,260.23,260.223,260.256,260.259,260.254,260.244
FLQS3106GRWV,-23.4774694265,-23.3359360907,-23.4082084324,-23.4172424751,-23.5507455506,-23.4865034692,-23.4834921216,-23.4473559508,-23.4824883391,-23.4463521683,-23.4503672983,-23.4854996866,-23.4102159974,-23.41121978,-23.3811063043,-23.3811063043,-23.4122235625,-23.4473559508,-23.4102159974,-23.4142311275,-23.4854996866,-23.4483597333,-23.4854996866,-23.4433408207,-23.3831138693,-23.4503672983,-23.4483597333,-23.4443446032,-23.3469776985,-23.3770911742,-23.347981481,-23.41121978,-138.493719919,-138.582755097,-138.63277486,-138.456705294,-138.638777232,-138.604763793,-138.570750354,-138.567749168,-138.599761817,-138.562747192,-138.500722686,-138.466709247,-138.564747983,-138.562747192,-138.521730986,-138.521730986,-138.456705294,-138.49972229,-138.498721895,-138.466709247,-138.466709247,-138.450702922,-138.466709247,-138.424692646,-138.45970648,-138.466709247,-138.531734939,-138.42369225,-138.465708851,-138.522731381,-138.430695017,-138.4977215,260.07,260.132,260.107,260.091,260.05,260.073,260.072,260.086,260.075,260.087,260.081,260.064,260.101,260.101,260.11,260.11,260.093,260.082,260.097,260.093,260.064,260.078,260.064,260.078,260.105,260.079,260.084,260.078,260.12,260.112,260.117,260.097
FLQS30ZQGRWV,-23.2049212035,-23.1038910698,-23.1369009155,-23.1679101644,-23.276942685,-23.2699405965,-23.2029206068,-23.1689104628,-23.2039209052,-23.1699107611,-23.1729116562,-23.2079220986,-23.1359006171,-23.1339000204,-23.1359006171,-23.1359006171,-23.1379012138,-23.1709110595,-23.1349003188,-23.1359006171,-23.2079220986,-23.1709110595,-23.2079220986,-23.1709110595,-23.1369009155,-23.1729116562,-23.1729116562,-23.1699107611,-23.1008901748,-23.1018904731,-23.098889578,-23.1349003188,-138.430663994,-138.5216572,-138.570653542,-138.428664143,-138.617650033,-138.567653766,-138.532656379,-138.533656304,-138.550655035,-138.509658096,-138.469661082,-138.432663845,-138.516657573,-138.511657947,-138.465661381,-138.465661381,-138.429664069,-138.465661381,-138.481660186,-138.429664069,-138.432663845,-138.393666757,-138.432663845,-138.36066922,-138.395666607,-138.437663471,-138.480660261,-138.36066922,-138.429664069,-138.466661306,-138.394666682,-138.47666056,260.151,260.197,260.187,260.165,260.134,260.134,260.158,260.172,260.159,260.17,260.166,260.15,260.184,260.184,260.181,260.181,260.178,260.167,260.182,260.178,260.15,260.162,260.15,260.16,260.176,260.164,260.167,260.16,260.192,260.195,260.191,260.182
FLQS30YUGRWV,-23.4762492523,-23.3702390955,-23.3992418742,-23.4452462819,-23.5452558638,-23.5092524143,-23.472248869,-23.4362454195,-23.4752491565,-23.4402458028,-23.4432460903,-23.4782494439,-23.4042423533,-23.4042423533,-23.4052424491,-23.4052424491,-23.4042423533,-23.439245707,-23.4042423533,-23.3732393829,-23.4782494439,-23.4382456112,-23.4782494439,-23.439245707,-23.4052424491,-23.4432460903,-23.4422459944,-23.4402458028,-23.3402362209,-23.3412363167,-23.3382360293,-23.4042423533,-138.268514074,-138.358492283,-138.443471703,-138.230523275,-138.451469766,-138.404481146,-138.370489378,-138.366490346,-138.380486957,-138.344495673,-138.302505842,-138.267514316,-138.346495189,-138.344495673,-138.302505842,-138.302505842,-138.267514316,-138.299506569,-138.279511411,-138.265514801,-138.267514316,-138.231523033,-138.267514316,-138.198531023,-138.234522306,-138.267514316,-138.313503179,-138.199530781,-138.266514559,-138.302505842,-138.232522791,-138.309504147,260.026,260.075,260.069,260.036,260.011,260.022,260.034,260.049,260.034,260.046,260.042,260.025,260.06,260.06,260.057,260.057,260.055,260.043,260.056,260.067,260.025,260.039,260.025,260.036,260.052,260.039,260.043,260.036,260.081,260.082,260.079,260.058
FLQS30X6GRWY,-23.4037690929,-23.2666943049,-23.3337308801,-23.3377330637,-23.441789837,-23.4067707306,-23.3687499865,-23.334731426,-23.3697505324,-23.334731426,-23.3387336096,-23.3727521701,-23.2997123196,-23.2997123196,-23.3007128655,-23.3007128655,-23.3047150491,-23.3357319719,-23.2987117737,-23.3007128655,-23.3727521701,-23.3357319719,-23.3727521701,-23.3397341555,-23.3047150491,-23.3387336096,-23.3367325178,-23.3387336096,-23.2656937591,-23.2666943049,-23.2646932132,-23.2987117737,-138.534243297,-138.623255019,-138.673261604,-138.532243034,-138.711266609,-138.665260551,-138.632256205,-138.631256073,-138.640257258,-138.601252122,-138.566247512,-138.531242902,-138.60625278,-138.602252253,-138.563247117,-138.563247117,-138.532243034,-138.564247249,-138.570248039,-138.527242375,-138.531242902,-138.491237634,-138.531242902,-138.463233946,-138.498238556,-138.532243034,-138.540244088,-138.463233946,-138.527242375,-138.563247117,-138.492237766,-138.567247644,260.066,260.127,260.103,260.092,260.062,260.073,260.086,260.1,260.086,260.098,260.094,260.078,260.112,260.112,260.109,260.109,260.105,260.095,260.11,260.107,260.078,260.09,260.078,260.087,260.103,260.092,260.093,260.087,260.121,260.123,260.119,260.11
FLQS30X6GRWV,-23.0608155445,-22.9487338164,-22.981757897,-23.0217870856,-23.1278644354,-23.0928388953,-23.0578133553,-23.0227878153,-23.058814085,-23.0247892747,-23.0267907342,-23.0618162742,-22.9877622753,-22.9897637347,-22.9587411136,-22.9587411136,-22.9867615456,-23.0227878153,-22.988763005,-22.9587411136,-23.0618162742,-23.0257900045,-23.0618162742,-23.0177841667,-22.9857608159,-23.0257900045,-23.0257900045,-23.023788545,-22.9557389244,-22.9557389244,-22.9557389244,-22.9897637347,-138.440184433,-138.562232201,-138.615252953,-138.440184433,-138.631259218,-138.581239641,-138.54822672,-138.54822672,-138.564232985,-138.525217714,-138.483201269,-138.448187565,-138.52921928,-138.525217714,-138.482200878,-138.482200878,-138.441184824,-138.481200486,-138.495205968,-138.446186782,-138.448187565,-138.409172295,-138.448187565,-138.407171512,-138.40617112,-138.449187957,-138.494205576,-138.370157025,-138.445186391,-138.481200486,-138.411173078,-138.491204402,260.213,260.266,260.256,260.229,260.198,260.209,260.221,260.235,260.222,260.233,260.229,260.213,260.248,260.247,260.257,260.257,260.243,260.231,260.245,260.254,260.213,260.225,260.213,260.228,260.241,260.227,260.23,260.223,260.255,260.258,260.253,260.245
FLQS30WFGRWV,-23.4853891511,-23.3784329205,-23.4444059226,-23.4474046954,-23.555360517,-23.5183756522,-23.5123781065,-23.4743936508,-23.5163764703,-23.4484042863,-23.4514030592,-23.5173760613,-23.4444059226,-23.4134186034,-23.4114194215,-23.4114194215,-23.4424067407,-23.4773924236,-23.4444059226,-23.4134186034,-23.5173760613,-23.4793916055,-23.5173760613,-23.4504034682,-23.4144181944,-23.4833899693,-23.4494038773,-23.4504034682,-23.4104198306,-23.3774333296,-23.4094202397,-23.4134186034,-138.447473431,-138.567472108,-138.587471888,-138.447473431,-138.637471336,-138.586471899,-138.553472263,-138.581471954,-138.600471744,-138.530472516,-138.490472957,-138.483473034,-138.566472119,-138.531472505,-138.486473001,-138.486473001,-138.447473431,-138.48747299,-138.502472825,-138.44847342,-138.483473034,-138.445473453,-138.483473034,-138.416473773,-138.414473795,-138.456473332,-138.499472858,-138.377474203,-138.449473409,-138.519472637,-138.414473795,-138.495472902,260.019,260.071,260.045,260.034,260.004,260.015,260.016,260.033,260.017,260.04,260.036,260.009,260.044,260.054,260.052,260.052,260.037,260.025,260.039,260.048,260.009,260.022,260.009,260.031,260.046,260.021,260.037,260.029,260.05,260.067,260.048,260.051
FLQS30VBGRWV,-23.190109673,-23.0801660447,-23.1221445209,-23.1551276094,-23.2600738001,-23.2250917365,-23.190109673,-23.1531286343,-23.190109673,-23.1531286343,-23.1571265845,-23.1891101854,-23.1181465708,-23.1181465708,-23.1191460583,-23.1191460583,-23.1201455459,-23.1551276094,-23.1181465708,-23.1201455459,-23.1891101854,-23.1541281219,-23.1891101854,-23.1531286343,-23.1181465708,-23.1571265845,-23.1551276094,-23.1531286343,-23.0861629698,-23.0851634823,-23.0841639948,-23.1181465708,-138.320250359,-138.444252377,-138.463252686,-138.320250359,-138.508253418,-138.465252718,-138.433252198,-138.432252181,-138.441252328,-138.403251709,-138.366251107,-138.35225088,-138.434252214,-138.431252165,-138.364251075,-138.364251075,-138.323250408,-138.364251075,-138.370251173,-138.329250506,-138.35225088,-138.29324992,-138.35225088,-138.253249269,-138.289249855,-138.332250554,-138.371251189,-138.25024922,-138.329250506,-138.365251091,-138.295249952,-138.36825114,260.137,260.189,260.174,260.151,260.121,260.132,260.144,260.159,260.145,260.157,260.153,260.139,260.173,260.173,260.168,260.168,260.165,260.154,260.169,260.165,260.139,260.149,260.139,260.147,260.164,260.151,260.154,260.147,260.179,260.182,260.178,260.169
FLQS30UFGRWV,-23.4744690001,-23.3615148613,-23.4054970038,-23.4364844225,-23.5414418081,-23.5094547954,-23.4744690001,-23.4374840166,-23.4714702177,-23.4364844225,-23.4384836108,-23.473469406,-23.4014986272,-23.4014986272,-23.4034978155,-23.4034978155,-23.4004990331,-23.4364844225,-23.4014986272,-23.4034978155,-23.473469406,-23.4384836108,-23.473469406,-23.4344852342,-23.399499439,-23.4374840166,-23.4374840166,-23.4384836108,-23.3685120203,-23.3685120203,-23.3685120203,-23.4014986272,-138.373684715,-138.466723501,-138.514743519,-138.372684298,-138.550758533,-138.513743102,-138.478728506,-138.476727671,-138.481729757,-138.444714326,-138.410700146,-138.375685549,-138.447715577,-138.445714743,-138.407698895,-138.407698895,-138.374685132,-138.407698895,-138.41270098,-138.373684715,-138.375685549,-138.337669701,-138.375685549,-138.304655939,-138.339670536,-138.374685132,-138.413701397,-138.303655522,-138.374685132,-138.409699729,-138.339670536,-138.409699729,260.01,260.062,260.048,260.026,259.996,260.006,260.017,260.032,260.019,260.03,260.027,260.011,260.045,260.045,260.041,260.041,260.04,260.028,260.042,260.039,260.011,260.022,260.011,260.021,260.038,260.025,260.028,260.02,260.053,260.055,260.051,260.042
