,Distance_X_LOGO_MainBoard_Sim1,Distance_X_LOGO_MainBoard_Sim2,Distance_X_LOGO_3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_MainBoard_Sim1,Distance_Y_LOGO_MainBoard_Sim2,Distance_Y_LOGO_3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_MainBoard_Sim1,Angle_MainBoard_Sim2,Angle_3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS3115GRWV,-57.8298470186,-57.7558267349,-57.7578272832,-57.7558267349,-57.7558267349,-57.7918366027,-57.7568270091,-57.7558267349,-57.7918366027,-57.7928368768,-57.7558267349,-57.8258459222,-57.7228176895,-57.7578272832,-57.794837425,-57.7238179636,-57.6868078218,-57.7588275573,-57.7568270091,-57.7238179636,-57.8278464704,-57.8298470186,-57.794837425,-57.7548264608,-57.6868078218,-57.8288467445,-57.7248182377,-57.7918366027,-57.7578272832,-57.8268461963,-57.8268461963,-57.8298470186,-57.9555826567,-57.8835284719,-58.019630821,-57.9886074915,-57.9505788939,-57.9886074915,-58.0206315736,-57.952580399,-58.0886827481,-57.9545819042,-57.9505788939,-57.952580399,-57.9886074915,-57.9495781413,-58.0916850058,-57.9185548118,-57.9866059863,-57.9155525541,-58.0536564083,-57.8825277194,-58.0506541506,-57.9515796465,-58.0576594186,-57.9505788939,-57.8805262142,-57.9495781413,-57.9535811516,-57.9475766362,-57.9856052338,-57.8785247091,-57.9886074915,-57.9555826567,224.712,224.712,224.779,224.764,224.746,224.747,224.78,224.747,224.796,224.729,224.746,224.712,224.781,224.744,224.796,224.745,224.798,224.727,224.796,224.728,224.759,224.709,224.779,224.746,224.746,224.709,224.763,224.726,224.762,224.675,224.729,224.712
FLQS310RGRWV,-57.8668297338,-57.7927172465,-57.7957218068,-57.7917157264,-57.7917157264,-57.82777045,-57.8237643696,-57.7907142063,-57.8578160529,-57.8297734902,-57.7917157264,-57.8918677362,-57.7616701235,-57.7967233269,-57.8297734902,-57.7616701235,-57.7216093196,-57.8237643696,-57.7907142063,-57.7616701235,-57.8618221333,-57.8658282137,-57.8307750103,-57.8237643696,-57.7236123598,-57.8648266936,-57.7616701235,-57.82777045,-57.7957218068,-57.8628236534,-57.8648266936,-57.8668297338,-57.9508657963,-57.8488413851,-57.9518660356,-57.9538665143,-57.8838497615,-57.9518660356,-57.9528662749,-57.9168576592,-58.023883267,-57.949865557,-57.8838497615,-57.949865557,-57.9538665143,-57.8838497615,-58.0218827884,-57.8818492828,-57.9508657963,-57.8798488042,-57.9888748907,-57.8458406671,-57.9858741727,-57.8828495222,-58.0218827884,-57.8828495222,-57.8428399491,-57.9148571806,-57.9178578986,-57.8838497615,-57.9188581379,-57.8118325301,-57.9538665143,-57.9508657963,224.825,224.811,224.86,224.863,224.829,224.845,224.847,224.846,224.865,224.842,224.829,224.812,224.878,224.826,224.878,224.842,224.897,224.811,224.881,224.825,224.845,224.792,224.878,224.812,224.842,224.808,224.86,224.81,224.844,224.757,224.827,224.825
FLQS3106GRWV,-57.9958491171,-57.9237286809,-57.9257320263,-57.9227270082,-57.9227270082,-57.9587872263,-57.9237286809,-57.9227270082,-57.9567838808,-57.9607905717,-57.9227270082,-57.9918424262,-57.8916751537,-57.9257320263,-57.9617922445,-57.8926768264,-57.8526099174,-57.9557822081,-57.9217253354,-57.8936784991,-57.9938457717,-57.9948474444,-57.9607905717,-57.9217253354,-57.8556149356,-57.9948474444,-57.8936784991,-57.9587872263,-57.9247303536,-57.9948474444,-57.9948474444,-57.9958491171,-57.9378460644,-57.8677978896,-57.9708687753,-57.9728701518,-57.9038226652,-57.9728701518,-57.97387084,-57.9358446879,-58.0399162619,-57.9378460644,-57.9038226652,-57.9358446879,-57.9728701518,-57.9018212888,-58.0439190148,-57.9008206005,-57.9708687753,-57.9008206005,-58.0078942392,-57.8657965131,-58.0038914863,-57.902821977,-58.0098956156,-57.902821977,-57.8637951367,-57.902821977,-57.9368453762,-57.9018212888,-57.9368453762,-57.831773114,-57.9718694636,-57.9378460644,224.662,224.663,224.714,224.716,224.682,224.698,224.716,224.698,224.732,224.68,224.682,224.664,224.731,224.679,224.732,224.695,224.749,224.664,224.733,224.678,224.696,224.645,224.715,224.682,224.695,224.646,224.713,224.663,224.697,224.61,224.68,224.662
FLQS30ZQGRWV,-57.9338465534,-57.8338468182,-57.8628467414,-57.8328468209,-57.8328468209,-57.8688467255,-57.8328468209,-57.8338468182,-57.8648467361,-57.8678467282,-57.8328468209,-57.8978466487,-57.798846911,-57.8348468156,-57.8678467282,-57.8008469057,-57.7628470063,-57.8628467414,-57.8318468235,-57.7998469083,-57.8988466461,-57.932846556,-57.8688467255,-57.8318468235,-57.764847001,-57.8668467308,-57.8008469057,-57.8688467255,-57.8338468182,-57.9028466355,-57.9048466302,-57.9338465534,-57.8532026049,-57.7832120382,-57.8532026049,-57.8502030092,-57.7842119034,-57.8512028744,-57.891197484,-57.8162075911,-57.9631877812,-57.8552023354,-57.7842119034,-57.8552023354,-57.8532026049,-57.8222067825,-57.9601881855,-57.820207052,-57.8921973492,-57.820207052,-57.9221933064,-57.7852117687,-57.9231931717,-57.8192071868,-57.9261927674,-57.8252063782,-57.7432174286,-57.7832120382,-57.8172074563,-57.8182073215,-57.8582019311,-57.74921662,-57.8522027397,-57.8532026049,225.301,225.316,225.336,225.349,225.316,225.332,225.37,225.332,225.389,225.334,225.316,225.32,225.368,225.334,225.387,225.35,225.405,225.319,225.386,225.334,225.353,225.285,225.369,225.337,225.33,225.299,225.349,225.316,225.353,225.265,225.314,225.301
FLQS30YUGRWV,-57.9106912565,-57.8386978563,-57.8746945564,-57.8366980396,-57.8356981312,-57.8716948314,-57.8376979479,-57.8366980396,-57.9126910732,-57.9086914399,-57.8356981312,-57.9456880483,-57.8057008811,-57.8746945564,-57.9106912565,-57.8077006978,-57.8007013394,-57.8746945564,-57.8376979479,-57.8416975813,-57.9466879567,-57.9116911649,-57.9106912565,-57.8356981312,-57.849696848,-57.9436882317,-57.8077006978,-57.8736946481,-57.8396977646,-57.9436882317,-57.9076915315,-57.9106912565,-57.848102752,-57.8201215666,-57.8820799056,-57.8820799056,-57.8151249263,-57.8830792337,-57.8830792337,-57.8471034239,-57.9500342129,-57.8461040959,-57.8151249263,-57.84910208,-57.8820799056,-57.848102752,-57.9490348849,-57.8111276142,-57.8820799056,-57.8151249263,-57.9150577312,-57.7751518044,-57.9160570593,-57.8131262703,-57.9170563873,-57.8131262703,-57.8271168629,-57.8111276142,-57.848102752,-57.8151249263,-57.848102752,-57.7411746507,-57.8840785617,-57.848102752,225.323,225.345,225.357,225.376,225.343,225.359,225.376,225.359,225.372,225.323,225.343,225.306,225.391,225.34,225.373,225.355,225.394,225.324,225.392,225.321,225.338,225.305,225.357,225.342,225.343,225.288,225.374,225.325,225.357,225.253,225.342,225.323
FLQS30X6GRWY,-57.8918904114,-57.8189119797,-57.8199116843,-57.8169125706,-57.8169125706,-57.8529019342,-57.8169125706,-57.8169125706,-57.8539016387,-57.8559010478,-57.8169125706,-57.8868918887,-57.7859217298,-57.8219110933,-57.8878915932,-57.7879211389,-57.7479329571,-57.8519022296,-57.8169125706,-57.7869214343,-57.8878915932,-57.8908907068,-57.8569007524,-57.8159128661,-57.7489326617,-57.8908907068,-57.7869214343,-57.8519022296,-57.8199116843,-57.9208818431,-57.8878915932,-57.8918904114,-57.9835028746,-57.9134962307,-58.0175061017,-58.0195062915,-57.9484995527,-58.0505092338,-58.0185061966,-57.9825027797,-58.1215159727,-57.9825027797,-57.9484995527,-57.9835028746,-58.0185061966,-57.9474994578,-58.0895129354,-57.9474994578,-58.0185061966,-57.9474994578,-58.0555097084,-57.910495946,-58.0495091389,-57.9835028746,-58.0555097084,-57.9494996476,-57.9084957561,-57.9484995527,-57.9825027797,-57.9805025899,-57.9835028746,-57.910495946,-58.0175061017,-57.9835028746,224.697,224.699,224.749,224.752,224.717,224.75,224.752,224.734,224.784,224.715,224.717,224.7,224.767,224.714,224.751,224.731,224.786,224.699,224.77,224.713,224.732,224.698,224.75,224.718,224.731,224.68,224.749,224.715,224.733,224.646,224.716,224.697
FLQS30X6GRWV,-57.7155855023,-57.6045343489,-57.6065352706,-57.6405509392,-57.6415514,-57.6775679903,-57.6405509392,-57.6405509392,-57.6805693729,-57.6415514,-57.6415514,-57.7125841198,-57.5735200628,-57.6095366531,-57.6415514,-57.5765214453,-57.572519602,-57.6805693729,-57.6405509392,-57.5755209845,-57.7155855023,-57.6785684512,-57.679568912,-57.6405509392,-57.5745205236,-57.7135845806,-57.5745205236,-57.6785684512,-57.6065352706,-57.7135845806,-57.6785684512,-57.7155855023,-57.9220340133,-57.8529719717,-57.9580663828,-57.9560645845,-57.8910061396,-57.9570654837,-57.959067282,-57.9220340133,-58.0301311219,-57.9240358116,-57.8910061396,-57.9260376099,-57.9580663828,-57.887002543,-58.0321329202,-57.887002543,-57.9580663828,-57.8890043413,-57.9910960549,-57.8529719717,-57.9930978532,-57.8880034421,-57.9950996515,-57.8900052404,-57.847967476,-57.8880034421,-57.9240358116,-57.887002543,-57.9230349125,-57.8169396022,-57.959067282,-57.9220340133,225.368,225.389,225.44,225.423,225.39,225.404,225.424,225.405,225.439,225.406,225.39,225.372,225.457,225.403,225.459,225.42,225.458,225.37,225.44,225.404,225.404,225.37,225.422,225.39,225.402,225.352,225.439,225.369,225.423,225.317,225.405,225.368
FLQS30WFGRWV,-57.7105422918,-57.6375390759,-57.639539164,-57.6375390759,-57.6365390318,-57.6715405737,-57.6705405297,-57.6365390318,-57.7045420275,-57.6745407059,-57.6365390318,-57.7035419835,-57.6065377102,-57.640539208,-57.676540794,-57.639539164,-57.6015374899,-57.6685404416,-57.6375390759,-57.6385391199,-57.7055420716,-57.7425437016,-57.676540794,-57.6335388996,-57.602537534,-57.7425437016,-57.640539208,-57.6715405737,-57.640539208,-57.7405436135,-57.7075421597,-57.7105422918,-57.9421510828,-57.8731580472,-57.976147651,-57.9781474492,-57.9071546155,-57.975147752,-57.9741478529,-57.9411511837,-58.0451406866,-57.9411511837,-57.9071546155,-57.9391513856,-57.9771475501,-57.9071546155,-58.0461405856,-57.9061547164,-57.9771475501,-57.9041549183,-58.0121440174,-57.87015835,-58.0071445221,-57.9071546155,-58.0121440174,-57.9041549183,-57.8681585519,-57.9041549183,-57.9411511837,-57.9071546155,-57.9431509818,-57.8341619836,-57.9771475501,-57.9421510828,225.456,225.458,225.508,225.51,225.475,225.492,225.492,225.492,225.509,225.473,225.475,225.458,225.525,225.474,225.524,225.473,225.527,225.458,225.527,225.456,225.49,225.423,225.507,225.475,225.473,225.421,225.49,225.458,225.491,225.388,225.475,225.456
FLQS30VBGRWV,-57.8439100908,-57.8058963492,-57.7728844156,-57.7708836924,-57.771884054,-57.8068967108,-57.8058963492,-57.771884054,-57.8048959876,-57.8068967108,-57.771884054,-57.8389082827,-57.7398724821,-57.7738847773,-57.808897434,-57.7408728437,-57.7018587405,-57.8048959876,-57.7708836924,-57.7398724821,-57.8048959876,-57.8429097292,-57.8078970724,-57.8048959876,-57.7028591021,-57.8429097292,-57.7408728437,-57.808897434,-57.7728844156,-57.8419093676,-57.8419093676,-57.8439100908,-57.8977403695,-57.8267321028,-57.9337445611,-57.8917396709,-57.8627362944,-57.8907395545,-57.9327444446,-57.9327444446,-58.0397569029,-57.8977403695,-57.8627362944,-57.8957401366,-57.8927397873,-57.8617361779,-58.0037527113,-57.8617361779,-57.9317443282,-57.8597359451,-57.9677485197,-57.82473187,-57.9657482869,-57.8637364108,-57.9697487526,-57.9007407188,-57.82473187,-57.8627362944,-57.8977403695,-57.8607360615,-57.8987404859,-57.8267321028,-57.8937399038,-57.8977403695,225.371,225.354,225.423,225.404,225.389,225.386,225.407,225.424,225.46,225.389,225.389,225.372,225.42,225.387,225.441,225.404,225.458,225.371,225.442,225.386,225.423,225.355,225.424,225.391,225.405,225.354,225.422,225.37,225.406,225.337,225.37,225.371
FLQS30UFGRWV,-57.648910186,-57.6119461503,-57.6129451783,-57.6099480944,-57.6109471224,-57.6109471224,-57.6109471224,-57.5749821147,-57.650908242,-57.64691213,-57.6109471224,-57.647911158,-57.545011275,-57.5819753106,-57.6149432343,-57.5809762826,-57.542014191,-57.649909214,-57.6099480944,-57.5819753106,-57.6868732496,-57.648910186,-57.647911158,-57.6109471224,-57.544012247,-57.648910186,-57.547009331,-57.6119461503,-57.6129451783,-57.648910186,-57.64691213,-57.648910186,-58.0363643917,-57.9313239142,-58.0673763422,-58.0703774987,-58.0023512847,-58.0723782697,-58.0703774987,-58.0353640062,-58.1043906057,-58.0333632352,-58.0023512847,-57.9993501282,-58.0683767277,-57.9663374067,-58.1023898347,-57.9593347082,-58.0683767277,-58.0033516702,-58.1033902202,-57.9293231432,-58.0673763422,-58.0003505137,-58.1033902202,-58.0003505137,-57.9283227577,-58.0003505137,-58.0343636207,-58.0023512847,-58.0323628497,-57.9303235287,-58.0743790407,-58.0363643917,225.49,225.457,225.523,225.526,225.492,225.527,225.526,225.526,225.522,225.489,225.492,225.472,225.557,225.489,225.539,225.485,225.559,225.473,225.542,225.47,225.487,225.472,225.523,225.491,225.489,225.472,225.54,225.492,225.506,225.438,225.51,225.49
FLQS30TYGRWV,-57.8595997344,-57.8235999835,-57.8255999696,-57.8235999835,-57.8225999904,-57.8196000111,-57.7846002533,-57.8235999835,-57.8585997414,-57.8605997275,-57.8225999904,-57.8925995061,-57.7556004539,-57.8265999627,-57.8245999766,-57.7916002048,-57.7556004539,-57.8575997483,-57.7836002602,-57.7916002048,-57.8925995061,-57.8595997344,-57.8255999696,-57.7826002671,-57.756600447,-57.8585997414,-57.7916002048,-57.8186000181,-57.8255999696,-57.8585997414,-57.8555997621,-57.8595997344,-57.9501724076,-57.8811710116,-57.9851731157,-57.9851731157,-57.9151716995,-57.9841730954,-57.9841730954,-57.9491723873,-58.0531744914,-57.9501724076,-57.9151716995,-57.9491723873,-57.9861731359,-57.913171659,-58.0561745521,-57.9111716185,-57.9831730752,-57.9141716792,-58.0191738036,-57.8781709509,-58.0171737631,-57.9151716995,-58.021173844,-57.9141716792,-57.8771709306,-57.9161717197,-57.9541724885,-57.9151716995,-57.9491723873,-57.8471703237,-57.9851731157,-57.9501724076,225.381,225.365,225.415,225.417,225.382,225.418,225.435,225.398,225.432,225.38,225.382,225.364,225.45,225.379,225.45,225.396,225.449,225.364,225.453,225.379,225.398,225.364,225.433,225.402,225.396,225.364,225.417,225.384,225.397,225.33,225.4,225.381
FLQS30T7GRWV,-57.9435426811,-57.8686014733,-57.8715991216,-57.8696006894,-57.8676022571,-57.9375473845,-57.8676022571,-57.9005763886,-57.9385466006,-57.9065716852,-57.8676022571,-57.971520732,-57.837625774,-57.8725983377,-57.9075709013,-57.8386249901,-57.7976571298,-57.9365481684,-57.8686014733,-57.837625774,-57.9745183803,-57.9735191642,-57.9395458167,-57.8995771725,-57.799655562,-57.942543465,-57.8386249901,-57.9355489522,-57.8715991216,-57.971520732,-57.9735191642,-57.9435426811,-58.015271039,-57.9162518019,-58.0492776457,-58.0212722049,-57.9512586029,-58.0522782287,-58.053278423,-58.0172714277,-58.1212916364,-58.015271039,-57.9512586029,-58.0172714277,-58.0172714277,-57.9492582142,-58.0872850297,-57.9482580199,-58.0512780344,-57.9482580199,-58.0542786173,-57.9112508303,-58.0842844468,-57.9502584086,-58.0852846411,-57.983264821,-57.9092504417,-57.980264238,-58.0162712333,-57.9822646266,-58.0172714277,-57.910250636,-58.053278423,-58.015271039,225.345,225.333,225.397,225.384,225.35,225.366,225.401,225.367,225.399,225.363,225.35,225.332,225.398,225.347,225.398,225.363,225.435,225.314,225.401,225.345,225.363,225.298,225.381,225.35,225.363,225.328,225.397,225.332,225.381,225.278,225.348,225.345
FLQS30S7GRWV,-57.9246545365,-57.8546271486,-57.8536267573,-57.8506255836,-57.8526263661,-57.88764006,-57.8506255836,-57.8526263661,-57.8846388863,-57.8886404513,-57.8526263661,-57.918652189,-57.8196134546,-57.8546271486,-57.8896408426,-57.8216142371,-57.7825989781,-57.883638495,-57.8516259748,-57.8196134546,-57.9216533628,-57.9246545365,-57.8896408426,-57.8506255836,-57.7845997606,-57.9236541453,-57.8206138459,-57.88764006,-57.8536267573,-57.9236541453,-57.922653754,-57.9246545365,-58.0160034223,-57.9149929699,-58.0500069409,-58.0190037328,-57.9840001106,-58.0180036293,-58.0520071479,-58.0170035258,-58.1220143922,-58.0160034223,-57.9840001106,-58.0150033188,-58.0170035258,-57.9830000071,-58.1210142887,-57.9830000071,-58.0510070444,-57.945996178,-58.0860106665,-57.9109925559,-58.0510070444,-57.9819999036,-58.08701077,-57.9830000071,-57.9079922454,-57.9789995932,-58.0170035258,-57.947996385,-58.0180036293,-57.9099924524,-58.0190037328,-58.0160034223,225.39,225.375,225.443,225.428,225.41,225.41,225.445,225.427,225.463,225.409,225.41,225.393,225.443,225.409,225.459,225.425,225.478,225.376,225.461,225.39,225.409,225.374,225.443,225.41,225.406,225.373,225.442,225.375,225.427,225.339,225.393,225.39
FLQS30RRGRWV,-57.8202607372,-57.7423048778,-57.7483014823,-57.7433043119,-57.7782845052,-57.7792839393,-57.744303746,-57.744303746,-57.8132646986,-57.7822822416,-57.7782845052,-57.8482448919,-57.7153201572,-57.7483014823,-57.7842811098,-57.7143207231,-57.7083241185,-57.8142641327,-57.744303746,-57.7163195913,-57.849244326,-57.8192613031,-57.7842811098,-57.7782845052,-57.6783410957,-57.818261869,-57.7153201572,-57.7792839393,-57.7483014823,-57.8562403647,-57.8152635668,-57.8202607372,-58.0543887786,-58.0243797901,-58.0883989655,-58.0883989655,-58.0563893778,-58.0873986659,-58.0893992651,-58.053388479,-58.1564193394,-58.053388479,-58.0563893778,-58.0553890782,-58.0883989655,-58.0543887786,-58.1564193394,-58.0523881794,-58.0883989655,-58.0233794905,-58.1204085532,-57.9833675059,-58.1224091525,-58.0173776928,-58.1234094521,-58.0553890782,-57.9823672063,-58.0563893778,-58.0893992651,-58.0573896775,-58.0543887786,-58.0413848836,-58.0893992651,-58.0543887786,225.428,225.452,225.481,225.483,225.45,225.465,225.483,225.465,225.481,225.446,225.45,225.415,225.497,225.464,225.497,225.479,225.5,225.416,225.498,225.444,225.448,225.41,225.48,225.449,225.463,225.43,225.497,225.45,225.463,225.404,225.448,225.428
FLQS30R2GRWV,-57.9954737477,-57.9214297343,-57.9254321134,-57.9214297343,-57.9214297343,-57.9574511462,-57.9214297343,-57.9214297343,-57.9604529305,-57.9594523358,-57.9214297343,-57.9934725581,-57.8894107015,-57.9264327082,-57.9594523358,-57.8914118911,-57.8513881001,-57.958451741,-57.9214297343,-57.8914118911,-57.9944731529,-57.9944731529,-57.9604529305,-57.9204291395,-57.8543898844,-57.9944731529,-57.8914118911,-57.9574511462,-57.9254321134,-57.9934725581,-57.9934725581,-57.9954737477,-57.8234321876,-57.7524341126,-57.8564312929,-57.8564312929,-57.7894331094,-57.8564312929,-57.8574312657,-57.8214322418,-57.9284293407,-57.8234321876,-57.7894331094,-57.8234321876,-57.8574312657,-57.7874331637,-57.9284293407,-57.7864331908,-57.8564312929,-57.7884331365,-57.890430371,-57.7524341126,-57.8924303168,-57.7884331365,-57.8944302626,-57.7874331637,-57.7504341668,-57.7884331365,-57.8224322147,-57.7874331637,-57.8234321876,-57.7174350616,-57.8564312929,-57.8234321876,225.27,225.271,225.321,225.323,225.289,225.305,225.323,225.305,225.339,225.287,225.289,225.271,225.339,225.286,225.339,225.303,225.357,225.271,225.339,225.286,225.304,225.253,225.322,225.289,225.303,225.253,225.321,225.271,225.304,225.218,225.287,225.27
FLQS30QXGRWV,-57.7833504424,-57.7453495543,-57.7113487597,-57.7083486895,-57.7453495543,-57.7803503723,-57.7433495075,-57.7443495309,-57.7423494842,-57.7813503956,-57.7453495543,-57.8103510734,-57.7133488064,-57.7493496478,-57.7813503956,-57.6813480585,-57.6753479183,-57.739349414,-57.7443495309,-57.6793480118,-57.8143511669,-57.817351237,-57.747349601,-57.7433495075,-57.6413471237,-57.817351237,-57.6793480118,-57.7793503489,-57.712348783,-57.8163512136,-57.8163512136,-57.7833504424,-58.0478989072,-57.9448227313,-58.0468981677,-58.0499003864,-58.0148745013,-58.0488996468,-58.0478989072,-58.0148745013,-58.1219536356,-58.0458974281,-58.0148745013,-58.0468981677,-58.0488996468,-57.9798486163,-58.1169499377,-57.9778471372,-58.0839255318,-57.9788478767,-58.1189514169,-57.9418205125,-58.0829247923,-57.9788478767,-58.1189514169,-58.0138737618,-57.9388182938,-58.0098708035,-58.0138737618,-57.9788478767,-58.050901126,-57.9067946275,-58.050901126,-58.0478989072,224.829,224.796,224.864,224.867,224.831,224.831,224.848,224.832,224.885,224.829,224.831,224.815,224.864,224.812,224.863,224.845,224.9,224.816,224.883,224.828,224.83,224.778,224.882,224.831,224.845,224.793,224.863,224.797,224.865,224.743,224.814,224.829
FLQS30QPGRWV,-57.9790604434,-57.9090337989,-57.9090337989,-57.9070330377,-57.9080334183,-57.9420463599,-57.9070330377,-57.9070330377,-57.9470482631,-57.9440471212,-57.9080334183,-57.980060824,-57.8750208574,-57.9100341796,-57.9450475018,-57.876021238,-57.8390071545,-57.9460478824,-57.906032657,-57.876021238,-57.9830619659,-57.9790604434,-57.9440471212,-57.9070330377,-57.8400075352,-57.9790604434,-57.8750208574,-57.9430467405,-57.9090337989,-57.9780600627,-57.9770596821,-57.9790604434,-57.8894080481,-57.8204039857,-57.9244101087,-57.9244101087,-57.8564061052,-57.9254101676,-57.9254101676,-57.8894080481,-57.9954142889,-57.890408107,-57.8564061052,-57.8924082247,-57.9254101676,-57.8554060463,-57.9954142889,-57.8544059875,-57.9254101676,-57.8564061052,-57.9604122282,-57.8194039268,-57.9614122871,-57.8544059875,-57.962412346,-57.8554060463,-57.8164037502,-57.8554060463,-57.890408107,-57.8554060463,-57.8914081659,-57.7844018662,-57.9254101676,-57.8894080481,224.628,224.628,224.68,224.681,224.647,224.664,224.681,224.663,224.696,224.646,224.647,224.629,224.697,224.645,224.697,224.662,224.715,224.628,224.699,224.644,224.661,224.611,224.681,224.647,224.66,224.611,224.68,224.629,224.663,224.576,224.647,224.628
FLQS30QMGRWV,-57.8105631093,-57.7385300111,-57.7395304708,-57.7385300111,-57.7365290917,-57.7735461005,-57.7695442617,-57.7695442617,-57.8045603511,-57.8065612705,-57.7365290917,-57.8045603511,-57.735528632,-57.7705447214,-57.8075617302,-57.7365290917,-57.6985116232,-57.7705447214,-57.768543802,-57.7365290917,-57.8055608108,-57.8415773599,-57.8075617302,-57.7675433423,-57.7015130023,-57.8415773599,-57.7375295514,-57.7725456408,-57.7705447214,-57.8395764405,-57.8085621899,-57.8105631093,-57.8905830203,-57.8225623605,-57.9235930464,-57.9245933502,-57.8225623605,-57.9235930464,-57.925593654,-57.8885824126,-57.9956149215,-57.8905830203,-57.8225623605,-57.8935839317,-57.9245933502,-57.8545720827,-57.9966152253,-57.8535717789,-57.9235930464,-57.858573298,-57.9586036801,-57.819561449,-57.9606042877,-57.8555723865,-57.9616045916,-57.8535717789,-57.819561449,-57.8545720827,-57.8895827165,-57.8565726904,-57.8905830203,-57.7855511191,-57.9245933502,-57.8905830203,224.707,224.709,224.759,224.76,224.71,224.742,224.745,224.727,224.762,224.709,224.71,224.711,224.761,224.709,224.761,224.726,224.779,224.711,224.761,224.709,224.744,224.675,224.744,224.71,224.726,224.674,224.743,224.709,224.727,224.64,224.725,224.707
FLQS30Q9GRWY,-57.8944760925,-57.8594564482,-57.8594564482,-57.8574553256,-57.8584558869,-57.8564547644,-57.8194339974,-57.8584558869,-57.8934755313,-57.8574553256,-57.8584558869,-57.9244929306,-57.7894171594,-57.8594564482,-57.8574553256,-57.8254373651,-57.7874160369,-57.8904738475,-57.8194339974,-57.8254373651,-57.9284951757,-57.8934755313,-57.8574553256,-57.8564547644,-57.7894171594,-57.8934755313,-57.7894171594,-57.8544536418,-57.8584558869,-57.89247497,-57.89247497,-57.8944760925,-57.9269861853,-57.8560094825,-57.9589756851,-57.9609750289,-57.8919976699,-57.959975357,-57.9609750289,-57.9259865134,-58.0319517317,-57.9259865134,-57.8919976699,-57.9259865134,-57.9629743726,-57.890997998,-58.0309520598,-57.8929973417,-57.9619747008,-57.8899983261,-57.9609750289,-57.8560094825,-57.9949638725,-57.8929973417,-57.9629743726,-57.8929973417,-57.8530104669,-57.890997998,-57.928985529,-57.8919976699,-57.9259865134,-57.8220206389,-57.9609750289,-57.9269861853,225.378,225.361,225.412,225.414,225.379,225.414,225.433,225.396,225.431,225.396,225.379,225.363,225.449,225.378,225.449,225.396,225.449,225.362,225.433,225.378,225.395,225.362,225.414,225.381,225.394,225.361,225.431,225.381,225.396,225.328,225.396,225.378
