,Distance_X_LOGO_Voice1,Distance_X_LOGO_voice2,Distance_X_LOGO_3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Voice1,Distance_Y_LOGO_voice2,Distance_Y_LOGO_3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Voice1,Angle_voice2,Angle_3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS301EGRWQ,-54.5779390405,-54.7189595537,-54.7539646456,-54.7169592627,-54.578939186,-54.6509496608,-54.6139442779,-54.7169592627,-54.5089290021,-54.8589799214,-54.5519352579,-54.6199451508,-54.4079143083,-54.3759096528,-54.0238584426,-54.0588635345,-53.3217563131,-53.7078124697,-53.7368166888,-54.0178575697,-53.6708070868,-54.4409191092,-53.5857947207,-53.5907954482,-53.6718072323,-53.5647916656,-53.4957816272,-53.4947814817,-53.4257714434,-53.6358019949,-53.7408172707,-53.7758223626,-131.598070215,-131.562065271,-131.522059778,-131.698083949,-131.700084223,-131.805098643,-131.873107982,-132.011126934,-131.560064997,-131.734088893,-131.980122676,-132.01612762,-132.157146984,-132.083136822,-132.217155224,-132.186150967,-132.491192853,-132.326170194,-131.903112102,-132.565203016,-132.567203291,-131.698083949,-132.702221831,-132.60120796,-132.564202879,-132.710222929,-132.746227873,-132.851242293,-132.85624298,-132.573204115,-132.459188459,-132.572203977,247.813,247.755,247.736,247.777,247.828,247.818,247.842,247.825,247.833,247.73,247.881,247.862,247.962,247.962,248.113,248.096,248.416,248.247,248.172,248.168,248.297,247.879,248.349,248.332,248.296,248.358,248.389,248.405,248.432,248.311,248.255,248.259
FLQS300VGRWQ,-54.6660679678,-54.8061168179,-54.8411290305,-54.7581000693,-54.6660679678,-54.7010801803,-54.6550641295,-54.763101814,-54.5960435427,-54.9461656681,-54.5980442405,-54.7010801803,-54.491006905,-54.4189817821,-54.0678593077,-54.1038718692,-53.3706161037,-53.7557504416,-53.8257748667,-54.0708603545,-53.7197378802,-54.5260191176,-53.6157015915,-53.6857260165,-53.7197378802,-53.650713804,-53.57968903,-53.5786886811,-53.5106649538,-53.7207382291,-53.7907626542,-53.8567856835,-131.552240122,-131.51724059,-131.482241058,-131.612239319,-131.657238717,-131.762237313,-131.821236523,-131.891235587,-131.51724059,-131.692238249,-131.88723564,-131.972234503,-132.11223263,-131.991234249,-132.166231908,-132.100232791,-132.462227948,-132.287230289,-131.867235908,-132.49722748,-132.485227641,-131.657238717,-132.602226075,-132.567226544,-132.516227226,-132.672225139,-132.696224818,-132.803223387,-132.812223266,-132.532227012,-132.392228885,-132.521227159,247.679,247.622,247.603,247.654,247.695,247.698,247.725,247.695,247.7,247.597,247.756,247.731,247.83,247.838,247.995,247.972,248.299,248.129,248.04,248.044,248.173,247.747,248.229,248.198,248.178,248.226,248.256,248.273,248.299,248.179,248.132,248.127
FLQS300RGRWY,-54.356114942,-54.497271053,-54.5313086968,-54.4612311949,-54.3581171563,-54.3931559073,-54.3591182635,-54.4642345164,-54.2880396543,-54.6364249498,-54.2970496189,-54.4001636575,-54.1889300444,-54.1188525425,-53.7674639256,-53.8045048909,-53.0666889061,-53.4541173811,-53.5191893472,-53.828531463,-53.4170764158,-54.2189632596,-53.3029501983,-53.3730277003,-53.4781439532,-53.348000021,-53.3379889493,-53.3379889493,-53.2679114474,-53.4080664513,-53.5482214552,-53.6182989571,-131.653492223,-131.621490645,-131.581488672,-131.725495774,-131.756497302,-131.864502628,-131.934506081,-132.040511308,-131.616490398,-131.824500656,-132.03751116,-132.072512886,-132.215519938,-132.141516289,-132.277522996,-132.244521368,-132.602539023,-132.38852847,-131.965507609,-132.652541489,-132.631540453,-131.756497302,-132.757546667,-132.662541982,-132.687543215,-132.772547407,-132.862551845,-132.967557023,-132.967557023,-132.687543215,-132.547536311,-132.687543215,247.888,247.831,247.812,247.861,247.903,247.907,247.931,247.908,247.908,247.811,247.969,247.936,248.036,248.051,248.202,248.184,248.511,248.335,248.247,248.236,248.386,247.955,248.447,248.406,248.371,248.432,248.449,248.465,248.491,248.397,248.324,248.319
FLQS300LGRWQ,-54.4771370608,-54.6153581477,-54.6894767015,-54.6183629539,-54.5282187668,-54.5502540126,-54.517201144,-54.6233709643,-54.4581066213,-54.8086673489,-54.4571050192,-54.5612716354,-54.3529384031,-54.2788198492,-53.93226553,-54.0374337483,-53.3012562204,-53.6167608752,-53.6868730207,-53.9292607238,-53.5807032004,-54.3759752509,-53.4765365842,-53.5466487297,-53.651816948,-53.5115926569,-53.4434837156,-53.4414805114,-53.4414805114,-53.5817048025,-53.7219290935,-53.7219290935,-131.584986553,-131.55198455,-131.509982001,-131.657990984,-131.692993109,-131.796999422,-131.870003853,-131.974010165,-131.552984611,-131.727995233,-131.971009983,-132.007012168,-132.148020727,-132.073016174,-132.218024976,-132.2530271,-132.56804622,-132.323031349,-131.903005856,-132.533044096,-132.56704616,-131.689992927,-132.638050469,-132.603048345,-132.56804622,-132.708054718,-132.741056721,-132.848063216,-132.848063216,-132.56804622,-132.498041971,-132.56804622,247.348,247.291,247.257,247.306,247.345,247.353,247.377,247.353,247.35,247.247,247.414,247.381,247.48,247.496,247.646,247.613,247.933,247.779,247.69,247.695,247.83,247.401,247.879,247.848,247.803,247.876,247.906,247.923,247.923,247.829,247.767,247.777
FLQS300LGRWM,-54.5103654557,-54.5914031652,-54.6264194594,-54.5884017686,-54.4523384538,-54.5203701112,-54.4843533514,-54.5593882676,-54.3833063309,-54.7624827741,-54.3863077276,-54.5213705767,-54.283259776,-54.2652513961,-53.8630642453,-53.9501047481,-53.2147625693,-53.5459166661,-53.6139483235,-53.9150884539,-53.5649255116,-54.3092718803,-53.4598766289,-53.4598766289,-53.5649255116,-53.4398673179,-53.4148556792,-53.4138552136,-53.3548277462,-53.512901303,-53.6349581,-53.6529664799,-131.581880093,-131.496875003,-131.459872787,-131.632883148,-131.637883447,-131.770891413,-131.840895605,-131.914900037,-131.497875062,-131.697887041,-131.918900277,-131.98190405,-132.093910757,-132.07190944,-132.16291489,-132.176915728,-132.491934594,-132.268921238,-131.847896024,-132.52693669,-132.491934594,-131.665885124,-132.631942979,-132.596940883,-132.561938786,-132.646943877,-132.673945494,-132.782952022,-132.841955556,-132.512935852,-132.421930402,-132.509935672,247.254,247.211,247.192,247.233,247.284,247.28,247.304,247.287,247.288,247.178,247.352,247.312,247.417,247.42,247.584,247.553,247.874,247.717,247.629,247.619,247.744,247.342,247.804,247.799,247.754,247.814,247.827,247.844,247.874,247.766,247.707,247.714
FLQS3009GRWQ,-54.3865112327,-54.5665162345,-54.6025172348,-54.5305152341,-54.3885112883,-54.4235122608,-54.4285123998,-54.5345153453,-54.3565103991,-54.7045200692,-54.3625105658,-54.4665134557,-54.2515074814,-54.1885057307,-53.8354959217,-53.871496922,-53.1394765815,-53.5214871964,-53.5894890859,-53.8334958661,-53.4844861682,-54.2875084817,-53.3804832783,-53.4044839452,-53.4874862516,-53.4174843064,-53.3484823891,-53.3484823891,-53.2764803884,-53.4874862516,-53.5564881689,-53.6244900585,-131.617046942,-131.586051406,-131.544057453,-131.72303168,-131.719032256,-131.829016418,-131.902005908,-132.005990934,-131.579052414,-131.754027217,-131.999991798,-132.037986326,-132.176966313,-132.10497668,-132.243956666,-132.211961274,-132.530915344,-132.351941116,-131.933001444,-132.563910592,-132.596905841,-131.722031824,-132.666895762,-132.632900658,-132.589906849,-132.73788554,-132.768881076,-132.877865382,-132.878865238,-132.597905697,-132.459925566,-132.597905697,247.833,247.761,247.742,247.795,247.848,247.851,247.861,247.837,247.838,247.736,247.9,247.868,247.968,247.981,248.133,248.115,248.435,248.266,248.178,248.182,248.317,247.886,248.366,248.352,248.315,248.363,248.393,248.409,248.436,248.316,248.269,248.265
FLQS2F0LGRX5,-54.5130482854,-54.6890548987,-54.726056289,-54.6520535084,-54.5630501642,-54.5860510284,-54.5510497133,-54.6580537339,-54.481047083,-54.8270600841,-54.4890473836,-54.5960514042,-54.3810433254,-54.3150408454,-53.9600275061,-53.9960288588,-53.2590011655,-53.6530159703,-53.7230186006,-54.038030437,-53.609014317,-54.4120444902,-53.5130107098,-53.529011311,-53.6070142419,-53.5480120249,-53.4680090188,-53.4690090564,-53.4780093946,-53.6180146552,-53.6880172855,-53.7580199158,-131.562157725,-131.561157906,-131.489170952,-131.665139063,-131.724128372,-131.773119494,-131.841107173,-131.94408851,-131.524164611,-131.730127285,-131.946088148,-131.981081806,-132.12005662,-132.051069123,-132.188044299,-132.157049916,-132.467993566,-132.284026905,-131.864103005,-132.563976171,-132.540980339,-131.664139244,-132.668957146,-132.573974359,-132.568975265,-132.738944463,-132.74994247,-132.819929786,-132.878919096,-132.528982513,-132.458995196,-132.59896983,247.23,247.165,247.14,247.194,247.237,247.236,247.259,247.235,247.236,247.139,247.298,247.264,247.365,247.378,247.531,247.513,247.834,247.66,247.57,247.559,247.715,247.283,247.77,247.75,247.72,247.767,247.799,247.809,247.814,247.71,247.673,247.668
FLQS2EQUGRX5,-54.4835575185,-54.6253403757,-54.6602868545,-54.5893954259,-54.4855544601,-54.520500939,-54.486552931,-54.5903938968,-54.4156615024,-54.7631293495,-54.4246477398,-54.526491764,-54.3158144198,-54.2479184037,-53.8984536149,-53.9334000938,-53.1925347415,-53.5819383633,-53.7167319247,-53.9613572769,-53.5459934136,-54.3467670154,-53.4371600937,-53.5769460092,-53.5429980011,-53.4721065726,-53.4721065726,-53.4721065726,-53.4022136148,-53.6118924881,-53.6817854458,-53.6877762708,-131.494729866,-131.458749367,-131.418771035,-131.563692488,-131.656642109,-131.703616649,-131.774578188,-131.876522934,-131.457749909,-131.629656735,-131.87852185,-131.912503432,-132.057424885,-131.983464971,-132.123389132,-132.090407009,-132.461206036,-132.233329545,-131.866528351,-132.496187076,-132.474198993,-131.596674612,-132.601130197,-132.566149156,-132.51117895,-132.671092277,-132.706073317,-132.811016438,-132.811016438,-132.531168116,-132.391243955,-132.47619791,247.699,247.641,247.622,247.67,247.723,247.717,247.741,247.718,247.719,247.616,247.78,247.747,247.848,247.862,248.013,247.995,248.327,248.147,248.041,248.046,248.197,247.765,248.256,248.199,248.203,248.254,248.259,248.275,248.301,248.181,248.134,248.144
FLQS2DERGRX5,-54.8353138595,-54.9755986329,-55.0106698262,-54.9786047352,-54.8373179277,-54.8703850528,-54.8383199618,-54.9425315077,-54.767175541,-55.1719973157,-54.8132691094,-54.9164786212,-54.7060514611,-54.6369111085,-54.2952174818,-54.3302886752,-53.5937936148,-53.930477071,-53.9966113213,-54.2952174818,-53.9364892755,-54.6980351883,-53.8392919682,-53.8543224797,-53.9404974119,-53.8743631616,-53.8022167067,-53.8022167067,-53.7340783882,-53.9445055483,-54.0847903217,-54.0757720148,-131.426021431,-131.393026447,-131.350032982,-131.498010488,-131.52700608,-131.637989209,-131.711977962,-131.815962155,-131.388027207,-131.625991033,-131.808963219,-131.846957443,-131.985936316,-131.910947716,-132.045927197,-132.010932517,-132.395874,-132.166908806,-131.743973098,-132.43086868,-132.40587248,-131.531005472,-132.535852721,-132.447866097,-132.399873392,-132.535852721,-132.575846642,-132.688829467,-132.745820803,-132.465863361,-132.32588464,-132.409871872,247.161,247.104,247.085,247.12,247.176,247.181,247.205,247.182,247.181,247.068,247.229,247.196,247.296,247.31,247.457,247.438,247.77,247.611,247.522,247.515,247.644,247.228,247.7,247.681,247.642,247.687,247.72,247.737,247.77,247.65,247.577,247.593
FLQS2CKUGRX5,-54.7382978884,-54.8803791266,-54.9133980059,-54.8433579589,-54.7382978884,-54.7753190561,-54.7412996047,-54.8463596752,-54.6682578414,-55.0174575044,-54.6792641345,-54.7813224887,-54.5702017755,-54.5031634448,-54.1869826611,-54.245015843,-53.4535633117,-53.8948156079,-53.9648556549,-54.1529632097,-53.8377829982,-54.6002189385,-53.7547355138,-53.756736658,-53.8397841424,-53.7697440953,-53.6656845969,-53.666685169,-53.6496754433,-53.8597955844,-53.9108247615,-53.9788636643,-131.48369262,-131.452697172,-131.411703192,-131.558681609,-131.586677498,-131.698661054,-131.770650483,-131.872635507,-131.446698053,-131.6186728,-131.868636094,-131.907630368,-132.045610107,-131.973620678,-132.105601298,-132.141596012,-132.407556958,-132.211585735,-131.861637122,-132.435552847,-132.462548883,-131.591676764,-132.596529209,-132.50254301,-132.456549764,-132.602528328,-132.638523042,-132.750506598,-132.736508654,-132.526539486,-132.325568997,-132.465548442,247.077,247.019,247.0,247.049,247.093,247.096,247.12,247.097,247.097,246.994,247.158,247.126,247.225,247.239,247.377,247.361,247.695,247.502,247.422,247.44,247.561,247.145,247.612,247.596,247.559,247.607,247.651,247.667,247.672,247.562,247.513,247.509
FLQS2C9EGRX5,-54.6742334413,-54.7762040358,-54.8541815492,-54.7782034592,-54.6792319999,-54.7112227746,-54.6772325764,-54.7842017294,-54.6042536216,-54.9591512788,-54.6102518918,-54.713222198,-54.5042824505,-54.4323032074,-54.1543833519,-54.1213928655,-53.3896038934,-53.7694943434,-53.8394741631,-54.0874026673,-53.7375035687,-54.5342738018,-53.6295347039,-53.6895174066,-53.736503857,-53.6665240372,-53.5965442175,-53.6015427761,-53.5265643978,-53.7345044335,-53.874464073,-53.8784629198,-131.522730542,-131.492741092,-131.514733355,-131.597704166,-131.689671812,-131.737654932,-131.81062926,-131.912593389,-131.484743906,-131.724659504,-131.907595147,-131.946581432,-132.144511801,-132.012558222,-132.214487183,-132.126518131,-132.450404188,-132.302456236,-131.899597961,-132.476395045,-132.515381329,-131.630692561,-132.618345107,-132.581358119,-132.541372186,-132.68832049,-132.719309588,-132.798281805,-132.8312702,-132.549369372,-132.424413332,-132.516380978,247.736,247.694,247.668,247.709,247.76,247.756,247.78,247.756,247.757,247.662,247.819,247.787,247.895,247.901,248.035,248.034,248.355,248.192,248.104,248.1,248.236,247.805,248.291,248.263,248.24,248.288,248.318,248.329,248.361,248.242,248.171,248.183
FLQS2C6NGRX5,-54.6168456684,-54.7578220393,-54.792816174,-54.7218280723,-54.5838511986,-54.6528396354,-54.6178455008,-54.7238277371,-54.5468573991,-54.8967987454,-54.5558558909,-54.6588386299,-54.4468741573,-54.3798853853,-54.0389425308,-54.0649381736,-53.3290615139,-53.7239953191,-53.7449917999,-54.029944039,-53.6790028603,-54.4788687947,-53.5840187805,-53.5990162668,-53.6810025251,-53.6190129152,-53.5490246459,-53.5410259866,-53.4710377173,-53.6890011844,-53.7589894537,-53.8179795664,-131.72645225,-131.692442839,-131.653432043,-131.79847218,-131.831481314,-131.938510932,-132.007530032,-132.111558819,-131.690442285,-131.862489895,-132.112559096,-132.147568784,-132.288607814,-132.216587884,-132.363628574,-132.320616671,-132.633703311,-132.468657638,-132.040539166,-132.672714106,-132.703722687,-131.829480761,-132.783744831,-132.742733482,-132.703722687,-132.853764208,-132.888773896,-132.986801022,-132.988801576,-132.713725455,-132.573686703,-132.706723518,247.743,247.686,247.667,247.715,247.771,247.762,247.786,247.763,247.763,247.66,247.825,247.792,247.892,247.906,248.055,248.039,248.359,248.188,248.115,248.105,248.24,247.81,248.287,248.275,248.239,248.285,248.316,248.334,248.36,248.238,248.191,248.189
FLQS2BJ4GRX5,-54.3725208214,-54.5825653271,-54.6175727447,-54.5475579095,-54.3725208214,-54.407528239,-54.4425356566,-54.5475579095,-54.3025059862,-54.7225949975,-54.3045064101,-54.4095286629,-54.1974837334,-54.129469322,-53.777394722,-53.8824169749,-53.147261205,-53.4723300829,-53.5363436465,-53.7913976891,-53.4973353812,-54.232491151,-53.3323004124,-53.3923131283,-53.4273205459,-53.3573057107,-53.2972929948,-53.2982932067,-53.2292785834,-53.4383228772,-53.4973353812,-53.6373650516,-131.766354703,-131.731354343,-131.696353983,-131.836355422,-131.871355782,-131.976356862,-132.046357582,-132.151358661,-131.731354343,-131.906356142,-132.107358209,-132.140358548,-132.32636046,-132.210359268,-132.39636118,-132.36136082,-132.676364059,-132.498362229,-132.07635789,-132.704364347,-132.746364778,-131.871355782,-132.812365457,-132.781365138,-132.746364778,-132.886366218,-132.918366547,-133.021367606,-133.025367647,-132.744364758,-132.606363339,-132.746364778,247.824,247.74,247.722,247.769,247.84,247.843,247.84,247.818,247.844,247.715,247.901,247.867,247.974,247.982,248.14,248.096,248.417,248.269,248.182,248.182,248.297,247.892,248.368,248.341,248.323,248.37,248.397,248.412,248.438,248.319,248.276,248.245
FLQS224TGRWM,-441.500333669,-442.624520616,-442.905567353,-442.311354252,-441.500333669,-441.781380406,-441.500333669,-442.343473879,-440.938240196,-443.748707563,-441.034599077,-442.905567353,-440.657193459,-439.621335486,-437.284632618,-437.003585882,-431.165843665,-434.249327862,-434.755211988,-437.284632618,-434.474165251,-440.376146722,-433.631025041,-434.193118514,-434.474165251,-433.912071778,-433.269679237,-433.349978304,-432.787884831,-434.474165251,-435.036258725,-435.598352198,-131.614720168,-131.579723699,-131.54472723,-131.675714014,-131.719709574,-131.824698981,-131.894691919,-131.999681325,-131.579723699,-131.754706043,-131.959685361,-132.034677794,-132.17466367,-132.06167507,-132.244656608,-132.209660139,-132.531627652,-132.300650958,-131.929688388,-132.559624828,-132.594621296,-131.719709574,-132.664614234,-132.629617765,-132.594621296,-132.734607172,-132.767603843,-132.874593048,-132.874593048,-132.594621296,-132.454635421,-132.594621296,247.608,247.551,247.533,247.58,247.625,247.628,247.652,247.629,247.629,247.526,247.683,247.608,247.733,247.764,247.9,247.907,248.226,248.048,247.968,247.948,248.082,247.676,248.132,248.101,248.082,248.129,248.164,248.176,248.202,248.082,248.035,248.031
FLQS224LGRWM,-54.3891338646,-54.4949240584,-54.5657835278,-54.4939260377,-54.3552011609,-54.4250626096,-54.391129906,-54.4979181204,-54.2853397122,-54.6695776801,-54.3272565814,-54.4300527131,-54.220468367,-54.1506069183,-53.8062897782,-53.8412205025,-53.1076752911,-53.5617747077,-53.5617747077,-53.8042937368,-53.4569825346,-54.2603891948,-53.3521903616,-53.3691567134,-53.5268439833,-53.3871210859,-53.3142655751,-53.3172596372,-53.2473981885,-53.4569825346,-53.5268439833,-53.596705432,-131.644878379,-131.579892754,-131.538901822,-131.684869532,-131.716862455,-131.855831713,-131.894823088,-131.996800529,-131.57489386,-131.747855599,-131.998800086,-132.033792346,-132.173761383,-132.101777306,-132.296734179,-132.26174192,-132.576672253,-132.401710957,-131.981803846,-132.554677119,-132.646656772,-131.771850291,-132.71664129,-132.661653454,-132.646656772,-132.786625809,-132.800622712,-132.926594846,-132.926594846,-132.646656772,-132.506687735,-132.646656772,247.772,247.722,247.69,247.739,247.795,247.791,247.809,247.785,247.8,247.683,247.849,247.816,247.915,247.93,248.088,248.07,248.39,248.195,248.132,248.128,248.271,247.839,248.32,248.306,248.245,248.318,248.347,248.365,248.391,248.271,248.224,248.219
FLQS200ZGRX8,-54.7009697194,-54.8359795172,-54.8719821299,-54.7999769044,-54.7009697194,-54.7339721144,-54.6989695742,-54.8039771947,-54.6259642761,-54.9809900408,-54.637965147,-54.7399725498,-54.5259570185,-54.4619523736,-54.1059265363,-54.1409290765,-53.4128762408,-53.7959040376,-53.8609087551,-54.1759316167,-53.7609014974,-54.5609595586,-53.7208985943,-53.7208985943,-53.8259062149,-53.7338995378,-53.6218914093,-53.6858960542,-53.6158909738,-53.8259062149,-53.8959112952,-53.9379143435,-131.4539522,-131.416943205,-131.374932993,-131.52096849,-131.558977729,-131.660002284,-131.733020033,-131.837045318,-131.410941746,-131.593986238,-131.831043859,-131.870053341,-132.014088351,-131.937069631,-132.08410537,-132.049096861,-132.366173932,-132.186130169,-131.769028785,-132.399181955,-132.434190465,-131.558977729,-132.574224502,-132.469198974,-132.434190465,-132.57022353,-132.607232525,-132.71425854,-132.71425854,-132.434190465,-132.294156427,-132.430189492,247.724,247.668,247.648,247.697,247.74,247.743,247.767,247.744,247.745,247.641,247.805,247.773,247.875,247.886,248.041,248.023,248.342,248.172,248.084,248.063,248.222,247.792,248.258,248.243,248.198,248.253,248.3,248.292,248.318,248.198,248.151,248.156
FLNS2037GRWV,-54.8607892369,-55.0048306928,-55.038840481,-55.0048306928,-54.8637901006,-54.8998004646,-54.8977998888,-55.0058309807,-54.8297803124,-55.1758799217,-54.8367823276,-54.9378114043,-54.7277509478,-54.6597313713,-54.3076300346,-54.3436403986,-53.6064282249,-53.9945399256,-54.0245485622,-54.3036288831,-53.9585295616,-54.7267506599,-53.8464973181,-53.8775062427,-53.9585295616,-53.88350797,-53.8164886815,-53.8164886815,-53.7464685293,-53.9685324405,-54.026549138,-54.0955690023,-131.211052312,-131.177058775,-131.140065809,-131.281039005,-131.314032732,-131.421012391,-131.519993572,-131.592979695,-131.172059726,-131.378020566,-131.595979124,-131.626973231,-131.772945477,-131.699959354,-131.836933311,-131.803939584,-132.112880844,-131.94491278,-131.525992431,-132.14787419,-132.184867157,-131.313032922,-132.287847576,-132.217860883,-132.185866966,-132.35783427,-132.359833889,-132.466813549,-132.467813359,-132.25185442,-132.04489377,-132.184867157,247.09,247.031,247.013,247.047,247.105,247.108,247.124,247.096,247.096,246.999,247.159,247.126,247.226,247.24,247.392,247.374,247.695,247.525,247.45,247.441,247.575,247.156,247.632,247.61,247.575,247.629,247.654,247.67,247.696,247.581,247.528,247.524
