,Distance_X_LOGO_Voice1,Distance_X_LOGO_voice2,Distance_X_LOGO_3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Voice1,Distance_Y_LOGO_voice2,Distance_Y_LOGO_3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Voice1,Angle_voice2,Angle_3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS30CMGRWQ,-54.3059932098,-54.4869265524,-54.5229132946,-54.4499401785,-54.3099917367,-54.3449788472,-54.3479777424,-54.4559379689,-54.2770038897,-54.627874626,-54.2800027849,-54.3479777424,-54.177040717,-54.1040676009,-53.7581950233,-53.7921825021,-53.0584528143,-53.4423113976,-53.510286355,-53.7581950233,-53.4063246554,-54.1710429267,-53.3043622192,-53.3253544855,-53.4083239188,-53.3393493297,-53.2693751088,-53.268375477,-53.1984012561,-53.4083239188,-53.4762988763,-53.5472727289,-131.674768397,-131.643760445,-131.598748901,-131.748787379,-131.777794818,-131.888823292,-131.958841248,-132.063868183,-131.634758136,-131.80880277,-132.059867157,-132.095876391,-132.232911534,-132.159892808,-132.30593026,-132.272921795,-132.592003625,-132.41795899,-131.995850739,-132.62501209,-132.663021837,-131.781795844,-132.733039794,-132.697030559,-132.660021068,-132.80305775,-132.836066215,-132.942093406,-132.945094176,-132.662021581,-132.524986438,-132.661021324,247.341,247.269,247.248,247.298,247.355,247.359,247.368,247.345,247.345,247.241,247.409,247.39,247.474,247.49,247.64,247.623,247.944,247.775,247.686,247.688,247.825,247.407,247.873,247.86,247.824,247.871,247.902,247.918,247.944,247.824,247.778,247.772
FLQS30BWGRWY,-54.942850362,-55.080880133,-55.1178881151,-55.0458725824,-54.9438505777,-54.9788581283,-54.942850362,-55.0458725824,-54.9358488519,-55.2159092568,-54.8808369866,-55.0158661104,-54.7728136876,-54.7608110988,-54.4107355927,-54.4457431433,-53.6545724995,-54.0956676372,-54.1056697945,-54.4107355927,-54.0606600866,-54.8658337507,-53.9556374347,-53.9576378662,-54.0426562034,-53.9906449853,-53.9206298841,-53.9016257852,-53.8506147829,-54.0606600866,-54.1306751878,-54.200690289,-131.369783827,-131.368784475,-131.297830501,-131.47471576,-131.470718353,-131.580647045,-131.685578979,-131.78951156,-131.379777344,-131.5546639,-131.756532953,-131.821490816,-131.93241886,-131.904437011,-132.044346255,-132.009368944,-132.326163448,-132.149278189,-131.719556938,-132.359142056,-132.394119367,-131.519686589,-132.464073989,-132.423100567,-132.378129739,-132.534028611,-132.569005922,-132.665943042,-132.673937856,-132.394119367,-132.254210122,-132.394119367,247.015,246.963,246.939,246.993,247.03,247.034,247.064,247.042,247.019,246.942,247.097,247.057,247.165,247.165,247.316,247.298,247.639,247.449,247.38,247.364,247.499,247.067,247.548,247.541,247.503,247.546,247.577,247.599,247.619,247.499,247.452,247.447
FLQS30BJGRWV,-54.4602245179,-54.6003279988,-54.6363546082,-54.5643013894,-54.4622259962,-54.4952503881,-54.461225257,-54.6043309554,-54.454220083,-54.7414322189,-54.4342053,-54.5022555622,-54.2900988625,-54.2220486003,-53.8707891588,-53.9638578997,-53.2283146248,-53.5515533701,-53.6216051106,-53.8697884197,-53.557557805,-54.3211217761,-53.4154528458,-53.4734957164,-53.5785733271,-53.5085215867,-53.4384698462,-53.4204565415,-53.3684181057,-53.5785733271,-53.6486250676,-53.7186768081,-131.630736601,-131.596741834,-131.558747683,-131.701725673,-131.73572044,-131.840704279,-131.909693658,-132.010678113,-131.657732445,-131.767715514,-132.016677189,-132.04967211,-132.1926501,-132.120661182,-132.259639787,-132.287635477,-132.602586993,-132.370622702,-131.948687655,-132.575591149,-132.606586378,-131.734720594,-132.683574526,-132.707570832,-132.672576219,-132.742565445,-132.847549284,-132.888542973,-132.882543896,-132.672576219,-132.532597768,-132.672576219,247.282,247.224,247.205,247.254,247.297,247.301,247.324,247.286,247.288,247.198,247.35,247.33,247.43,247.445,247.596,247.566,247.887,247.731,247.642,247.644,247.765,247.349,247.829,247.811,247.767,247.804,247.845,247.858,247.876,247.767,247.72,247.715
FLQS30AEGRWV,-54.3056263612,-54.4953281319,-54.5302731949,-54.4603830689,-54.3066247916,-54.3904929429,-54.3555478798,-54.4603830689,-54.2856577538,-54.635108384,-54.2856577538,-54.3475604369,-54.1808225647,-54.108935578,-53.7614818085,-53.7964268715,-53.0575883963,-53.4469762414,-53.5168663674,-53.7614818085,-53.4050421657,-54.2157676278,-53.3071959893,-53.3261661663,-53.4070390265,-53.3421410523,-53.2722509263,-53.2722509263,-53.2722509263,-53.4120311783,-53.4819213044,-53.5518114304,-131.656713769,-131.630707702,-131.595699535,-131.735732203,-131.758737569,-131.87576487,-131.945781204,-132.050805705,-131.630707702,-131.805748536,-132.050805705,-132.075811539,-132.22584654,-132.113820405,-132.295862874,-132.260854707,-132.566926109,-132.400887374,-131.980789371,-132.610936376,-132.633941743,-131.770740369,-132.715960877,-132.672950843,-132.634941976,-132.785977211,-132.820985378,-132.926009879,-132.926009879,-132.645944543,-132.505911875,-132.645944543,247.212,247.137,247.119,247.166,247.227,247.214,247.237,247.215,247.215,247.112,247.279,247.26,247.345,247.355,247.512,247.493,247.815,247.645,247.555,247.559,247.695,247.263,247.744,247.73,247.694,247.741,247.773,247.788,247.788,247.694,247.647,247.642
FLQS309TGRWY,-54.6372416975,-54.8134069145,-54.8504416477,-54.7773731201,-54.7083083475,-54.7093092863,-54.6742764306,-54.7803759363,-54.605211658,-54.9525373985,-54.6062125967,-54.7093092863,-54.5041168459,-54.4340511346,-54.0837225779,-54.1187554336,-53.3840664034,-53.7694278157,-53.8364907108,-54.0827216392,-53.7323930826,-54.5351459467,-53.6272945156,-53.6513170452,-53.7333940213,-53.66332831,-53.5912607212,-53.5922616599,-53.5211950098,-53.73439496,-53.8024587939,-53.873525444,-131.498771947,-131.463771476,-131.420770896,-131.569772904,-131.627773685,-131.710774804,-131.783775788,-131.885777162,-131.458771408,-131.632773753,-131.879777081,-131.918777607,-132.056779466,-131.98577851,-132.127780423,-132.093779965,-132.413784277,-132.240781946,-131.817776246,-132.445784708,-132.484785234,-131.602773349,-132.55578619,-132.521785732,-132.481785193,-132.626787147,-132.659787592,-132.766789034,-132.768789061,-132.485785247,-132.345783361,-132.484785234,247.16,247.09,247.069,247.12,247.154,247.166,247.19,247.167,247.166,247.064,247.231,247.198,247.296,247.311,247.462,247.444,247.765,247.596,247.507,247.511,247.647,247.214,247.696,247.682,247.646,247.693,247.725,247.741,247.767,247.646,247.6,247.594
FLQS309QGRWV,-54.3431720737,-54.521087515,-54.5190884651,-54.4501212434,-54.3471701735,-54.3831530717,-54.3851521216,-54.4551188682,-54.2772034269,-54.6270371598,-54.2792024768,-54.3801544969,-54.1782504567,-54.1012870355,-53.7574504522,-53.8284167238,-53.0597820363,-53.4445991425,-53.5095682643,-53.761448552,-53.4635901166,-54.2052376304,-53.3076642242,-53.3666361963,-53.4465981924,-53.39362337,-53.3086637491,-53.3076642242,-53.2536898768,-53.4635901166,-53.5335568632,-53.5475502125,-131.626117205,-131.591120897,-131.555124693,-131.696109823,-131.732106027,-131.835095164,-131.903087993,-132.009076814,-131.590121002,-131.762102863,-132.011076603,-132.044073123,-132.189057831,-132.115065635,-132.258050555,-132.25705066,-132.540020815,-132.368038954,-131.947083353,-132.574017229,-132.602014276,-131.730106238,-132.68000605,-132.641010163,-132.602014276,-132.741999512,-132.776995821,-132.882984642,-132.881984747,-132.672006894,-132.532021658,-132.610013433,247.227,247.155,247.151,247.198,247.242,247.244,247.254,247.244,247.246,247.143,247.31,247.277,247.374,247.392,247.541,247.515,247.843,247.674,247.587,247.587,247.702,247.294,247.772,247.744,247.708,247.749,247.786,247.802,247.822,247.713,247.666,247.672
FLQS309NGRWM,-54.7161581631,-54.8071767244,-54.9612081357,-54.8911938578,-54.7161581631,-54.7511653021,-54.7161581631,-54.8911938578,-54.6461438852,-55.0662295525,-54.6461438852,-54.7481646901,-54.5411224684,-54.4691077826,-54.1210368011,-54.1560439401,-53.4208940223,-53.8059725507,-53.829977446,-54.1230372091,-53.8409796896,-54.5761296074,-53.6659439949,-53.7359582728,-53.8409796896,-53.7709654117,-53.6339374679,-53.6349376719,-53.630936856,-53.7709654117,-53.8409796896,-53.9109939675,-131.576366963,-131.542382623,-131.506399205,-131.716302478,-131.681318599,-131.786270235,-131.92620575,-132.031157386,-131.541383084,-131.716302478,-132.031157386,-131.997173047,-132.136109022,-132.020162453,-132.20507724,-132.171092901,-132.555915567,-132.319024731,-131.901217265,-132.527928464,-132.625883324,-131.681318599,-132.695851082,-132.660867203,-132.625883324,-132.765818839,-132.738831276,-132.849780148,-132.905754354,-132.625883324,-132.485947809,-132.555915567,247.118,247.078,247.016,247.074,247.134,247.137,247.171,247.123,247.138,247.009,247.213,247.17,247.268,247.278,247.435,247.416,247.747,247.569,247.497,247.483,247.602,247.186,247.677,247.646,247.602,247.649,247.696,247.712,247.722,247.628,247.581,247.566
FLQS308YGRWQ,-54.4295082526,-54.5745175992,-54.6075197264,-54.5375152142,-54.4305083171,-54.469510831,-54.4345085749,-54.5405154076,-54.3635039983,-54.7115264301,-54.3705044495,-54.4765112822,-54.2614974235,-54.1964932337,-53.8434704796,-53.8784727356,-53.1434253582,-53.5584521087,-53.5954544937,-53.8714722844,-53.49144779,-54.2944995506,-53.3844408928,-53.4444447604,-53.4884475966,-53.4184430844,-53.3494386368,-53.3474385078,-53.2784340602,-53.4934479189,-53.5934543648,-53.6324568787,-131.568809049,-131.505799084,-131.46379244,-131.610815693,-131.671825342,-131.749837681,-131.82184907,-131.924865363,-131.500798293,-131.675825975,-131.921864889,-131.958870742,-132.098892888,-132.028881815,-132.164903328,-132.13089795,-132.452948886,-132.301925,-131.851853816,-132.51095806,-132.521959801,-131.642820755,-132.642978941,-132.551964546,-132.548964072,-132.69298685,-132.747995551,-132.835009313,-132.837009629,-132.521959801,-132.405941451,-132.520959642,247.244,247.181,247.162,247.211,247.26,247.257,247.281,247.258,247.258,247.156,247.32,247.287,247.388,247.401,247.553,247.535,247.857,247.68,247.598,247.595,247.738,247.306,247.796,247.76,247.743,247.791,247.824,247.838,247.864,247.737,247.683,247.685
FLQS3084GRWM,-54.7065532208,-54.8465188175,-54.8825099709,-54.8115274183,-54.7085527293,-54.7435441285,-54.7095524836,-54.8165261896,-54.6375701767,-54.9874841684,-54.6455682108,-54.7505424083,-54.5415937675,-54.4716109692,-54.1746839533,-54.1576881309,-53.4278675196,-53.8597613608,-53.9297441591,-54.1746839533,-53.8247699616,-54.5695868869,-53.7197957641,-53.7897785624,-53.8247699616,-53.7547871633,-53.6748068223,-53.6848043649,-53.6148215666,-53.8247699616,-53.89475276,-53.9647355583,-131.588579752,-131.555580609,-131.512581727,-131.66057788,-131.690577101,-131.799574267,-131.871572396,-131.974569719,-131.551580713,-131.722576269,-131.971569797,-132.009568809,-132.154565041,-132.077567042,-132.273561948,-132.188564157,-132.510555788,-132.378559219,-131.958570135,-132.58855376,-132.623552851,-131.693577023,-132.693551031,-132.658551941,-132.623552851,-132.763549212,-132.78554864,-132.903545573,-132.903545573,-132.623552851,-132.483556489,-132.623552851,247.188,247.131,247.111,247.161,247.203,247.207,247.231,247.207,247.208,247.105,247.27,247.237,247.337,247.351,247.491,247.484,247.804,247.623,247.534,247.538,247.673,247.256,247.723,247.692,247.673,247.72,247.754,247.767,247.793,247.673,247.626,247.621
FLQS307KGRWV,-54.4388113607,-54.5818108652,-54.6528106192,-54.5818108652,-54.4418113503,-54.5138111008,-54.4788112221,-54.5838108583,-54.4078114681,-54.7528102727,-54.4118114543,-54.4808112152,-54.3078118146,-54.2378120572,-53.8888132665,-53.9228131487,-53.1918156818,-53.5748143546,-53.6038142541,-53.8868132735,-53.5378144828,-54.3038118285,-53.4338148432,-53.4588147566,-53.5398144759,-53.4688147219,-53.399814961,-53.399814961,-53.3298152036,-53.5398144759,-53.6088142368,-53.6778139977,-131.505406603,-131.471405981,-131.428405194,-131.576407902,-131.607408469,-131.714410428,-131.785411727,-131.888413612,-131.465405871,-131.671409641,-131.88941363,-131.926414307,-132.063416815,-131.990415479,-132.127417986,-132.099417473,-132.41942333,-132.240420054,-131.817412313,-132.449423879,-132.485424538,-131.608408488,-132.5544258,-132.524425251,-132.480424446,-132.624427081,-132.657427685,-132.764429643,-132.76642968,-132.486424556,-132.351422085,-132.486424556,247.221,247.163,247.13,247.179,247.236,247.226,247.25,247.227,247.227,247.13,247.29,247.271,247.356,247.37,247.521,247.504,247.825,247.655,247.58,247.571,247.705,247.288,247.755,247.741,247.704,247.752,247.783,247.799,247.825,247.705,247.659,247.653
FLQS3072GRWV,-54.2248499788,-54.362849597,-54.3988494974,-54.3278496938,-54.225849976,-54.259849882,-54.2248499788,-54.3288496911,-54.1548501725,-54.5038492069,-54.1628501503,-54.2638498709,-54.0488504657,-53.9848506428,-53.698851434,-53.7338513372,-52.9438535229,-53.3838523055,-53.3838523055,-53.698851434,-53.2888525684,-54.0868503606,-53.1738528865,-53.2438526929,-53.3488524024,-53.278852596,-53.2088527897,-53.2088527897,-53.1388529834,-53.2838525822,-53.4188522087,-53.488852015,-131.640774557,-131.606769449,-131.567763589,-131.712785374,-131.743790031,-131.81980145,-131.919816473,-132.024832248,-131.604769148,-131.774794689,-132.025832399,-132.059837507,-132.212860493,-132.128847873,-132.28287101,-132.317876268,-132.518906466,-132.387886785,-131.967823685,-132.597918335,-132.586916683,-131.711785224,-132.70293411,-132.667928852,-132.632923594,-132.772944627,-132.807949885,-132.91296566,-132.91296566,-132.61992164,-132.49290256,-132.632923594,247.922,247.865,247.846,247.894,247.937,247.936,247.964,247.942,247.942,247.838,248.004,247.971,248.074,248.085,248.215,248.207,248.532,248.348,248.285,248.262,248.413,247.984,248.473,248.442,248.398,248.444,248.476,248.491,248.517,248.42,248.351,248.345
FLQS305NGRWM,-54.4253093632,-54.566463184,-54.6015013665,-54.5294228197,-54.4273115451,-54.4613486366,-54.4253093632,-54.5304239106,-54.3562340892,-54.704613732,-54.3622406348,-54.4643519094,-54.2541228146,-54.1830453588,-53.835666807,-53.8677017166,-53.1318998849,-53.5203231648,-53.5873962569,-53.8336646251,-53.5183209829,-54.2871588152,-53.3771671622,-53.3991911626,-53.4842838914,-53.4142075265,-53.3441311616,-53.3441311616,-53.2740547966,-53.4842838914,-53.586395166,-53.6234355303,-131.66181139,-131.631805735,-131.590798007,-131.737825714,-131.765830992,-131.873851348,-131.94486473,-132.048884333,-131.624804416,-131.7998374,-132.045883767,-132.081890553,-132.223917317,-132.149903369,-132.283928626,-132.25492316,-132.568982344,-132.396949925,-131.972870008,-132.604989129,-132.635994972,-131.765830992,-132.71000892,-132.675002323,-132.636995161,-132.781022302,-132.814028522,-132.920048502,-132.922048879,-132.642996292,-132.527974616,-132.638995538,247.839,247.782,247.762,247.812,247.854,247.858,247.882,247.859,247.859,247.757,247.921,247.889,247.988,248.004,248.153,248.136,248.457,248.287,248.198,248.202,248.323,247.906,248.387,248.374,248.336,248.384,248.415,248.43,248.457,248.337,248.282,248.285
FLQS305DGRWM,-54.5692747924,-54.6422938935,-54.6773030515,-54.6062844738,-54.5042577846,-54.6042839504,-54.5692747924,-54.6102855204,-54.4342394685,-54.8493480568,-54.4452423467,-54.5502698209,-54.3342133026,-54.324210686,-53.9541138723,-54.0091282635,-53.2739359443,-53.5970204601,-53.6650382529,-53.9741191054,-53.5600107787,-54.3642211523,-53.5190000507,-53.5190000507,-53.6240275249,-53.5540092088,-53.4839908927,-53.4139725765,-53.4139725765,-53.5540092088,-53.694045841,-53.7640641571,-131.567336683,-131.480336461,-131.438336353,-131.586336732,-131.614336803,-131.777337221,-131.8473374,-131.901337538,-131.477336453,-131.707337041,-131.899337533,-131.93733763,-132.074337981,-132.057337937,-132.139338147,-132.162338206,-132.477339012,-132.251338434,-131.861337436,-132.512339101,-132.534339158,-131.618336814,-132.61733937,-132.582339281,-132.547339191,-132.687339549,-132.722339639,-132.827339908,-132.827339908,-132.547339191,-132.407338833,-132.547339191,247.159,247.119,247.099,247.148,247.191,247.179,247.202,247.195,247.195,247.077,247.256,247.223,247.324,247.325,247.475,247.458,247.779,247.625,247.54,247.524,247.681,247.243,247.709,247.704,247.66,247.707,247.738,247.779,247.779,247.686,247.612,247.608
FLQS3057GRWM,-54.5291447581,-54.670212395,-54.706229664,-54.634195126,-54.5371485957,-54.5671629865,-54.5311457175,-54.6361960854,-54.4601116593,-54.8092790724,-54.4671150171,-54.5701644256,-54.3600636899,-54.291030591,-53.9418631778,-53.9768799671,-53.2445288311,-53.6267120742,-53.6967456528,-53.9418631778,-53.5896943255,-54.3900780807,-53.4866449171,-53.5076549906,-53.594696724,-53.5236626657,-53.4556300465,-53.4556300465,-53.3845959883,-53.5926957646,-53.6627293432,-53.7317624421,-131.72388107,-131.693861042,-131.651833003,-131.799931809,-131.901999904,-131.938023938,-132.008070671,-132.114141437,-131.685855701,-131.859971865,-132.109138099,-132.148164136,-132.286256265,-132.212206862,-132.353300995,-132.320278964,-132.639491931,-132.463374432,-132.042093369,-132.672513962,-132.709538663,-131.830952504,-132.77758406,-132.743561362,-132.70253399,-132.849632128,-132.882654159,-132.988724925,-132.992727596,-132.710539331,-132.572447201,-132.708537995,247.209,247.152,247.132,247.181,247.233,247.227,247.251,247.229,247.228,247.126,247.291,247.258,247.357,247.372,247.522,247.505,247.825,247.657,247.567,247.571,247.707,247.277,247.755,247.743,247.704,247.752,247.783,247.798,247.825,247.706,247.659,247.654
FLQS3052GRWY,-54.8463827182,-54.94942289,-54.9834361506,-54.9644287403,-54.8083678975,-54.8823967589,-54.8473831082,-54.9554252301,-54.776355417,-55.1354954333,-54.7873597072,-54.888399099,-54.6843195354,-54.609290284,-54.2641557279,-54.2911662584,-53.5218663348,-53.9490328724,-53.9710414528,-54.2641557279,-53.9070164916,-54.6703140751,-53.8089782699,-53.8259849002,-53.9090172717,-53.8439919205,-53.7689626692,-53.7689626692,-53.7039373181,-53.9140192218,-53.984046523,-54.0540738242,-131.47728022,-131.444284416,-131.404289502,-131.613262927,-131.580267123,-131.688253391,-131.757244617,-131.862231266,-131.440284924,-131.613262927,-131.865230885,-131.898226689,-132.033209523,-131.968217788,-132.103200622,-132.072204564,-132.39716324,-132.208187271,-131.796239658,-132.488151669,-132.458155483,-131.582266869,-132.523147218,-132.493151033,-132.455155865,-132.593138318,-132.630133613,-132.738119881,-132.803111616,-132.453156119,-132.38316502,-132.453156119,247.668,247.624,247.605,247.645,247.698,247.687,247.71,247.687,247.688,247.581,247.749,247.717,247.813,247.831,247.98,247.965,248.3,248.113,248.042,248.038,248.166,247.749,248.212,248.201,248.165,248.21,248.243,248.259,248.293,248.163,248.126,248.111
FLQS304WGRWM,-55.1170592067,-55.2202015387,-55.255249904,-55.1841517916,-55.0820108414,-55.1170592067,-55.0830122233,-55.2212029206,-55.0469624762,-55.3934406013,-55.0539721492,-55.1571144813,-54.9468242897,-54.8787303229,-54.5352563434,-54.5622936537,-53.828280747,-54.2138127648,-54.2899177866,-54.5272452885,-54.1767616359,-54.9408159985,-54.079627595,-54.094648323,-54.1777630177,-54.1086676691,-54.0385709386,-54.0395723204,-53.9694755899,-54.1787643996,-54.2488611301,-54.315953715,-131.594944072,-131.566937273,-131.524927075,-131.671962768,-131.699969566,-131.81199676,-131.884014242,-132.021047506,-131.556934845,-131.763985106,-131.980037551,-132.017046535,-132.159081013,-132.084062803,-132.227097524,-132.192089026,-132.517167937,-132.339124718,-131.982038037,-132.546174979,-132.585184448,-131.702970295,-132.717216498,-132.621193189,-132.578182748,-132.725218441,-132.755225725,-132.863251948,-132.866252676,-132.584184205,-132.445150455,-132.584184205,247.665,247.622,247.603,247.652,247.694,247.698,247.722,247.692,247.685,247.589,247.747,247.715,247.815,247.828,247.977,247.962,248.283,248.114,248.031,248.029,248.164,247.747,248.22,248.2,248.163,248.211,248.241,248.257,248.283,248.163,248.116,248.113
FLQS3047GRWM,-54.4263056262,-54.5673271465,-54.6023324884,-54.5313216519,-54.429306084,-54.4633112733,-54.4283059314,-54.5353222624,-54.3582952476,-54.7063483616,-54.3662964686,-54.4703123417,-54.2582799849,-54.1902696063,-53.8392160344,-53.8742213764,-53.1431098064,-53.5251681097,-53.5911781831,-53.8402161871,-53.5281685676,-54.2892847163,-53.3781456736,-53.4461560522,-53.4931632257,-53.4221523892,-53.3521417054,-53.3901475052,-53.2841313268,-53.5531723833,-53.6231830671,-53.6311842881,-131.568715545,-131.539718913,-131.497723792,-131.646706485,-131.671703581,-131.785690339,-131.857681975,-131.962669779,-131.531719843,-131.704699748,-131.953670824,-131.992666294,-132.128650497,-132.05665886,-132.198642366,-132.164646315,-132.491608332,-132.307629705,-131.887678491,-132.519605079,-132.552601246,-131.677702884,-132.617593696,-132.591596716,-132.547601827,-132.697584403,-132.726581035,-132.832568722,-132.839567909,-132.617593696,-132.477609958,-132.554601014,247.364,247.307,247.288,247.337,247.379,247.384,247.408,247.384,247.384,247.281,247.445,247.413,247.512,247.527,247.679,247.66,247.982,247.812,247.723,247.726,247.847,247.432,247.913,247.884,247.86,247.908,247.939,247.94,247.981,247.848,247.801,247.809
FLQS303BGRWM,-54.8174558865,-54.9575285986,-54.9925467766,-54.9225104205,-54.8174558865,-54.8524740645,-54.8174558865,-54.9225104205,-54.7474195304,-55.0976013107,-54.7474195304,-54.8524740645,-54.6423649963,-54.5723286402,-54.22214686,-54.257165038,-53.5217832994,-53.9069832577,-53.9770196138,-54.292183216,-53.8699640409,-54.6773831743,-53.7669105456,-53.8369469016,-53.9420014357,-53.8719650797,-53.7328928869,-53.7348939257,-53.6618560115,-53.8719650797,-53.9420014357,-54.0120377918,-131.454432602,-131.419444996,-131.38445739,-131.524407813,-131.559395419,-131.664358236,-131.734333447,-131.839296265,-131.419444996,-131.594383025,-131.839296265,-131.87428387,-132.014234293,-131.944259082,-132.084209505,-132.049221899,-132.364110351,-132.189172322,-131.769321053,-132.399097956,-132.429087333,-131.559395419,-132.504060774,-132.469073168,-132.434085562,-132.574035985,-132.606024653,-132.711987116,-132.713986408,-132.434085562,-132.294135139,-132.434085562,247.089,247.032,247.013,247.061,247.105,247.109,247.132,247.11,247.11,247.007,247.174,247.141,247.24,247.255,247.407,247.388,247.709,247.54,247.45,247.429,247.589,247.157,247.639,247.608,247.564,247.611,247.667,247.682,247.71,247.59,247.542,247.538
FLQS3024GRWM,-54.9165637533,-55.0565932392,-55.0916006107,-55.0205856571,-54.9165637533,-54.9515711247,-54.9175639639,-55.0225860783,-54.8475492209,-55.1946223039,-54.8565511164,-54.9515711247,-54.7465279489,-54.6795138378,-54.391453181,-54.3564458095,-53.6282924826,-54.0763868376,-54.0763868376,-54.391453181,-54.0413794661,-54.7785346885,-53.9363573517,-53.9363573517,-54.0413794661,-53.9713647232,-53.9013499802,-53.8853466104,-53.8313352372,-53.9713647232,-54.1113942091,-54.1814089521,-131.650350173,-131.615348218,-131.580346264,-131.671351345,-131.755356035,-131.810359106,-131.883363182,-131.985368877,-131.560345148,-131.732354751,-131.98236871,-132.070373623,-132.157378481,-132.08537446,-132.280385348,-132.175379486,-132.556400758,-132.385391211,-131.895363852,-132.595402936,-132.63040489,-131.703353132,-132.700408798,-132.665406844,-132.63040489,-132.770412707,-132.805414661,-132.854417397,-132.910420524,-132.63040489,-132.490397073,-132.63040489,247.084,247.027,247.008,247.049,247.1,247.096,247.119,247.097,247.096,246.994,247.157,247.136,247.225,247.239,247.375,247.372,247.7,247.508,247.433,247.423,247.558,247.143,247.607,247.602,247.558,247.605,247.636,247.649,247.678,247.584,247.511,247.506
FLQS301GGRWM,-54.6641181025,-54.7920107568,-54.8269814045,-54.7570401091,-54.6531273275,-54.6870988138,-54.6541264889,-54.762035916,-54.5821868708,-54.9308941861,-54.5951759685,-54.7000879115,-54.4812715733,-54.4213218916,-54.0696170922,-54.1745290352,-53.3622108481,-53.7478871338,-53.8248225586,-54.1395583876,-53.7089198406,-54.5172413823,-53.6149986726,-53.684939968,-53.7129164861,-53.6499693203,-53.5740330568,-53.580028025,-53.5100867297,-53.7199106156,-53.789851911,-53.8597932063,-131.571447925,-131.522450365,-131.448454049,-131.626445186,-131.658443592,-131.766438214,-131.807436173,-131.909431093,-131.518450564,-131.691441949,-131.910431044,-131.947429201,-132.08742223,-132.014425865,-132.201416553,-132.166418296,-132.473403008,-132.28541237,-131.886432239,-132.516400867,-132.535399921,-131.629445036,-132.621395639,-132.586397381,-132.53040017,-132.691392153,-132.712391107,-132.831385181,-132.831385181,-132.551399124,-132.411406096,-132.551399124,247.2,247.145,247.121,247.174,247.218,247.222,247.24,247.216,247.223,247.12,247.278,247.245,247.348,247.359,247.518,247.473,247.822,247.65,247.561,247.54,247.702,247.264,247.75,247.719,247.7,247.748,247.779,247.795,247.821,247.701,247.654,247.649
