,Distance_X_LOGO_Battery_Down1,Distance_X_LOGO_Battery_Down2,Distance_X_LOGO_Battery_Down3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Battery_Down1,Distance_Y_LOGO_Battery_Down2,Distance_Y_LOGO_Battery_Down3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Battery_Down1,Angle_Battery_Down2,Angle_Battery_Down3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS30K5GRWY,-11.5028275995,-11.6148064514,-11.4908298653,-11.2448763156,-11.4118447823,-11.3268608322,-11.2618731056,-11.5658157036,-11.6488000314,-11.370852524,-11.4738330753,-11.46083553,-11.8037707639,-11.3698527128,-11.2568740497,-11.4518372294,-11.5708147595,-11.3998470481,-11.4078455376,-11.3448574334,-11.4018466705,-11.3338595104,-11.2848687627,-11.2278795256,-11.4568362853,-11.4908298653,-11.5318221236,-11.353855734,-11.5288226901,-11.4208430829,-11.218881225,-11.5448196689,-117.488044338,-118.117199872,-117.783117283,-118.251233006,-118.462285181,-117.793119756,-118.461284934,-117.654085385,-117.070941225,-117.511050025,-117.073941967,-117.843132119,-116.796873473,-116.443786186,-118.379264657,-116.897898447,-117.904147203,-117.917150418,-117.734105167,-118.325251305,-117.543057938,-117.848133356,-118.130203087,-117.684092803,-118.417274054,-118.361260206,-117.85013385,-118.104196657,-118.151208279,-118.399269603,-117.754110112,-118.144206548,264.743,264.718,264.763,264.902,264.832,264.842,264.904,264.72,264.652,264.808,264.737,264.78,264.564,264.758,264.903,264.74,264.73,264.813,264.8,264.858,264.794,264.841,264.878,264.885,264.808,264.79,264.746,264.843,264.762,264.825,264.892,264.754
FLQS30K3GRWY,-12.0397210193,-12.0257178546,-11.5776165821,-11.7206489079,-11.5066005322,-11.813669931,-11.5626131913,-11.6396305975,-11.905690728,-11.6506330841,-11.8036676704,-11.6706376052,-11.6786394136,-11.7146475516,-11.6146249461,-11.7856636015,-11.5726154518,-12.0047131074,-11.5846181645,-11.5616129652,-11.6756387355,-11.6036224595,-11.5076007583,-11.5056003062,-11.8166706092,-11.9066909541,-11.8746837203,-11.3615677543,-11.5346068618,-11.5106014364,-11.5656138694,-11.5526109307,-116.887503614,-117.114494882,-117.528478957,-117.514479495,-117.275488689,-116.991499613,-116.931501921,-117.739470841,-117.340486189,-117.24348992,-117.320486958,-117.918463955,-117.55647788,-116.405522154,-116.380523116,-116.75450873,-117.848466648,-116.995499459,-117.147493613,-117.863466071,-117.075496382,-117.984461416,-117.13949392,-117.68047311,-116.971500383,-117.368485111,-117.339486227,-117.722471494,-117.838467032,-117.08049619,-116.966500575,-117.385484458,264.458,264.476,264.713,264.643,264.735,264.573,264.691,264.693,264.545,264.664,264.593,264.686,264.665,264.592,264.639,264.574,264.73,264.48,264.691,264.736,264.643,264.722,264.728,264.754,264.57,264.546,264.56,264.826,264.748,264.723,264.691,264.718
FLQS30K1GRWY,-11.7852324242,-11.9752522953,-11.9172462293,-11.6142145402,-11.7112246849,-11.8062346205,-11.8392380718,-11.7212257308,-11.9202465431,-11.6562189328,-11.6792213382,-11.682221652,-11.8152355617,-11.6522185144,-11.7512288683,-11.9772525044,-11.7262262537,-11.8202360846,-12.0382588841,-11.8522394314,-11.9472493669,-11.942248844,-11.7162252079,-11.511203768,-11.6932228024,-11.9812529228,-11.6932228024,-11.3741894399,-11.6872221749,-11.9152460202,-11.5672096248,-11.5672096248,-117.24085943,-117.600837505,-117.064870149,-116.871881903,-117.479844875,-117.601837445,-116.737890063,-117.012873316,-117.482844692,-117.319854619,-118.076808516,-117.657834034,-117.687832207,-116.139926482,-117.317854741,-117.443847067,-117.122866616,-117.53984122,-117.618836409,-117.343853157,-117.487844387,-118.122805715,-117.477844996,-117.965815276,-117.522842256,-117.581838663,-117.556840185,-117.466845666,-117.519842439,-117.419848529,-117.380850904,-117.572839211,263.924,263.849,263.851,263.989,263.971,263.931,263.873,263.943,263.87,263.99,264.015,263.993,263.931,263.935,263.944,263.841,263.947,263.921,263.82,263.897,263.858,263.891,263.968,264.091,263.982,263.846,263.984,264.133,263.985,263.869,264.036,264.045
FLQS30JCGRWV,-11.9208289806,-11.9228296232,-11.7777830341,-11.6057277698,-11.7827846406,-11.7417714672,-11.5727171668,-11.8518068106,-11.8538074532,-11.9838492227,-12.0218614323,-11.7547756441,-11.8197965289,-11.3766541912,-11.8177958863,-11.7837849619,-11.7877862472,-11.8177958863,-11.714762792,-11.7137624707,-11.8127942798,-11.8147949224,-11.7097611854,-11.7127621493,-11.8117939584,-11.7847852832,-11.8798158071,-11.576718452,-11.7497740376,-11.7127621493,-11.5717168455,-11.7057599002,-117.029073271,-116.194136958,-117.794014923,-117.387045965,-117.199060304,-117.459040474,-117.001075406,-117.323050847,-117.263055423,-117.100067855,-117.329050389,-117.445041542,-117.215059084,-116.945079678,-117.441041847,-117.296052906,-117.30505222,-117.257055881,-117.818013092,-117.327050542,-117.337049779,-117.445041542,-117.535034677,-117.209059542,-118.027997075,-117.303052372,-117.266055194,-117.321050999,-117.432042533,-117.482038719,-117.097068084,-117.295052982,263.849,263.807,263.955,264.019,263.924,263.956,264.016,263.897,263.893,263.822,263.815,263.95,263.907,264.109,263.919,263.928,263.927,263.91,263.987,263.964,263.916,263.921,263.976,263.959,263.95,263.928,263.881,264.03,263.951,263.972,264.022,263.966
FLQS30J0GRWV,-12.2498532827,-12.1198442268,-12.0638403257,-11.6738131578,-11.7768203329,-11.820823398,-11.9608331506,-11.9978357281,-11.9988357977,-11.5208024996,-11.9558328023,-12.1578468739,-11.8198233283,-11.7908213082,-12.0918422762,-11.7948215868,-11.9968356584,-11.891828344,-12.1788483368,-11.7058153869,-12.0298379572,-11.7578190093,-11.9198302945,-11.7248167105,-11.8258237463,-12.0678406044,-11.8998289012,-11.7698198453,-12.0328381662,-11.8608261845,-11.6418109286,-12.0368384449,-117.722374015,-117.257305378,-117.123285599,-118.105430548,-118.053422873,-117.644362502,-117.760379624,-117.376322943,-117.793384495,-117.821388628,-118.041421101,-117.761379772,-118.064424496,-117.65336383,-117.570351579,-117.552348922,-117.623359402,-117.844392023,-118.244451065,-118.505489591,-117.403326928,-117.901400436,-117.787383609,-117.735375934,-118.013416968,-117.562350398,-117.65736442,-118.566498595,-117.425330176,-117.664365454,-117.946407079,-118.265454165,263.722,263.761,263.782,264.018,263.965,263.925,263.863,263.826,263.846,264.078,263.879,263.768,263.945,263.94,263.79,263.933,263.839,263.9,263.782,264.021,263.812,263.968,263.884,263.975,263.94,263.801,263.888,263.993,263.812,263.906,264.025,263.851
FLQS30HZGRWY,-11.9119783133,-11.8269713318,-11.7119618862,-11.2659252539,-11.4969442271,-11.6089534263,-11.5599494017,-11.7149621326,-11.9119783133,-11.576950798,-11.8039694427,-11.6729586829,-11.6729586829,-11.5039448021,-11.8069696891,-11.7129619684,-11.5799510444,-11.8739751921,-11.6209544119,-11.7089616398,-11.6689583544,-11.87297511,-11.6389558903,-11.5099452949,-11.4859433236,-11.8459728923,-11.6869598328,-11.369933796,-11.5449481696,-11.6339554797,-11.6189542476,-11.5619495659,-117.212090619,-117.827865195,-117.114126482,-117.707909109,-117.850856778,-116.994170396,-117.112127214,-117.118125019,-117.003167103,-117.740897032,-117.632936555,-117.756891177,-117.857854216,-117.641933261,-117.685917159,-117.339044144,-117.622940214,-117.635935457,-117.452002792,-117.120124287,-117.783881296,-117.623939848,-117.709908377,-117.668923381,-117.425012672,-117.170105989,-117.456001328,-117.638934359,-117.485990349,-117.792878003,-117.65892704,-117.801874709,263.863,263.934,263.955,264.198,264.093,263.999,264.028,263.953,263.852,264.05,263.935,264.005,264.009,264.081,263.936,263.965,264.043,263.902,264.015,263.957,264.008,263.901,264.019,264.079,264.079,263.893,263.983,264.145,264.053,264.025,264.026,264.06
FLQS30H6GRWV,-12.036005131,-12.0270193121,-11.5597567322,-11.7165093498,-11.6116747966,-11.5927047346,-11.6126732209,-11.8253376003,-11.6955424392,-11.9561311857,-11.7893943249,-11.7254951687,-11.6566038908,-11.6026889778,-11.6566038908,-11.685558196,-11.6246543127,-11.5657472781,-11.8273344489,-11.6166669182,-11.7863990519,-11.7883959006,-11.6905503176,-11.6805660744,-11.6566038908,-11.6246543127,-11.6625944367,-11.6036874021,-11.666588134,-11.6196621912,-11.3430986556,-11.6765723772,-116.855559959,-116.896559453,-117.279554734,-116.823560353,-117.818548092,-117.21655551,-117.082557161,-117.536551567,-117.485552195,-117.706549472,-117.671549903,-117.592550877,-117.564551222,-118.026545528,-117.593550864,-117.911546945,-117.524551715,-118.127544284,-117.749548942,-117.547551431,-117.420552996,-117.929546724,-117.489552146,-117.958546366,-117.779548572,-117.449552639,-117.554551345,-117.994545923,-116.862559872,-118.105544555,-117.712549398,-117.636550334,263.812,263.819,264.064,263.966,264.064,264.045,264.029,263.948,264.008,263.893,263.972,263.999,264.031,264.079,264.032,264.033,264.044,264.101,263.957,264.049,263.961,263.985,264.011,264.038,264.041,264.04,264.027,264.077,263.992,264.074,264.189,264.025
FLQS30GQGRWV,-13.9208506989,-13.556437362,-13.4715381975,-13.5107224272,-13.5368452471,-13.6047645787,-13.2886784585,-13.9273814039,-13.384026751,-13.5668864899,-13.6060707197,-13.5237838372,-13.5943154508,-13.4767627614,-13.5982338737,-13.378802187,-13.3879451739,-13.4297416857,-13.5668864899,-13.543375952,-13.6060707197,-13.5107224272,-13.4650074925,-13.4728443384,-13.5956215918,-13.9195445579,-13.7941550226,-13.3618223541,-13.6112952837,-13.544682093,-13.4532522236,-13.7118681401,-107.321753022,-107.352760173,-107.676834919,-107.541803775,-108.200955804,-107.355760865,-107.537802852,-106.94566628,-108.146943346,-107.726846454,-107.938895361,-107.60681877,-108.090930427,-107.019683351,-107.985906204,-107.910888902,-107.984905973,-108.007911279,-107.767855912,-108.805095144,-107.565809311,-107.990907357,-107.758853836,-107.835871599,-108.491022706,-107.335756251,-107.495793163,-108.517028704,-107.393769632,-108.478019706,-107.896885672,-108.086929504,264.206,264.355,264.407,264.384,264.406,264.336,264.473,264.184,264.465,264.371,264.366,264.382,264.378,264.371,264.371,264.456,264.456,264.44,264.373,264.434,264.347,264.406,264.413,264.414,264.398,264.208,264.267,264.492,264.336,264.417,264.425,264.33
FLQS30GCGRWY,-11.7204342767,-11.7104330528,-11.515409187,-11.5854177542,-11.5064080855,-11.3383875241,-11.5634150616,-11.7214343991,-11.5854177542,-11.5774167751,-11.7404367245,-11.6174216707,-11.6154214259,-11.5864178766,-11.6714282797,-11.5084083303,-11.5734162855,-11.5474131034,-11.844449453,-11.4984071064,-11.6714282797,-11.6074204468,-11.6344237513,-11.4414001302,-11.6124210587,-11.7794414977,-11.6804293812,-11.4313989063,-11.4724039242,-11.6334236289,-11.2343747957,-11.5654153064,-117.212203955,-117.246207786,-117.103191675,-118.092303098,-117.709259949,-117.372221981,-117.559243049,-117.047185366,-117.639252062,-118.47234591,-117.962288452,-117.427228178,-117.467232684,-117.053186042,-117.743263779,-117.733262653,-118.004293184,-117.769266708,-117.776267497,-118.364333743,-118.10430445,-117.755265131,-117.838274482,-117.65725409,-117.740263441,-117.938285748,-117.643252513,-118.019294874,-117.936285523,-118.1793129,-117.412226488,-117.73226254,263.953,263.959,264.047,264.06,264.08,264.145,264.046,263.944,264.039,264.082,263.979,264.013,264.016,264.01,264.002,264.08,264.061,264.063,263.92,264.114,264.019,264.033,264.024,264.109,264.03,263.96,263.993,264.131,264.107,264.041,264.197,264.053
FLQS30G5GRWY,-11.5879166289,-11.8299148878,-11.9119142978,-11.6809159598,-11.4989172692,-11.6859159238,-11.7689153266,-11.5869166361,-11.915914269,-11.6589161181,-11.689915895,-11.6989158303,-11.8209149525,-11.6499161828,-11.9379141108,-11.7189156864,-11.915914269,-11.9509140172,-11.8529147223,-11.6359162835,-11.679915967,-11.9449140604,-11.6389162619,-11.7849152115,-11.8119150173,-11.9149142762,-11.8929144345,-11.6379162691,-11.5479169167,-11.7099157511,-11.7079157655,-11.7809152403,-117.283095187,-117.085078143,-117.431107927,-117.499113781,-118.310183594,-117.246092002,-117.428107669,-117.308097339,-117.898148128,-117.220089764,-117.500113867,-116.888061184,-117.458110252,-117.516115244,-118.547203996,-117.666128157,-117.934151227,-117.89514787,-118.179172317,-117.955153035,-117.707131686,-117.879146492,-118.298182561,-117.533116708,-117.931150969,-117.932151055,-117.447109305,-118.285181442,-117.870145718,-118.316184111,-117.013071945,-117.532116622,264.02,263.893,263.87,263.985,264.111,263.97,263.939,264.022,263.891,263.982,263.981,263.947,263.916,264.001,263.912,263.975,263.893,263.874,263.935,264.029,263.996,263.876,264.044,263.937,263.943,263.893,263.88,264.043,264.067,264.01,263.949,263.939
FLQS30E9GRWY,-11.9600579537,-11.8320359251,-11.7750261155,-11.5989958262,-11.7100149291,-11.7330188874,-11.4889768953,-12.0230687959,-11.8990474557,-11.5049796489,-11.8670419486,-11.9280524466,-11.4699736255,-11.4429689788,-11.861040916,-11.4409686346,-11.5719911795,-11.9280524466,-11.8930464231,-11.709014757,-11.6660073568,-11.6089975472,-11.7080145849,-11.7050140686,-11.4799753465,-11.9100493488,-11.8700424649,-11.4299667415,-11.4789751744,-11.7070144128,-11.6199994402,-11.6219997844,-117.276401651,-116.89845192,-116.766469475,-116.840459633,-116.778467879,-117.511370399,-116.982440749,-117.308397395,-117.118422663,-117.082427451,-117.310397129,-117.357390879,-117.194412556,-116.04156589,-117.351391677,-116.814463091,-117.223408699,-117.452378245,-117.393386091,-116.706477454,-117.595359228,-117.027434765,-116.915449659,-116.857457373,-116.813463224,-116.278534372,-116.845458969,-117.435380506,-116.741472799,-116.921448861,-117.008437292,-117.024435164,263.842,263.885,263.906,263.996,263.938,263.963,264.056,263.813,263.864,264.053,263.888,263.861,264.075,264.033,263.893,264.071,264.027,263.866,263.88,263.935,263.999,263.999,263.946,263.945,264.052,263.817,263.864,264.105,264.049,263.947,263.993,263.993
FLQS30DZGRWV,-11.7129149245,-11.6458925229,-11.4468259869,-11.4558289961,-11.4298203029,-11.4108139502,-11.5648654404,-11.5118477198,-11.779937326,-11.9680001842,-11.6829048939,-11.7509276298,-11.7479266268,-11.304778509,-11.5368560786,-11.7169162619,-11.5768694526,-11.7469262924,-11.5868727962,-11.5008440419,-11.7509276298,-11.6238851672,-11.9119814605,-11.5178497259,-11.4138149533,-11.5078463824,-11.9369898193,-11.4268192999,-11.4668326739,-11.7179165962,-11.5688667778,-11.5748687839,-117.602907748,-117.240883406,-117.430896182,-118.16494554,-118.513969009,-117.432896317,-117.228882599,-117.623909161,-117.706914742,-118.194947558,-117.631909699,-117.617908757,-117.715915347,-117.434896451,-118.282953475,-117.731916423,-117.937930276,-117.831923148,-117.717915482,-118.029936462,-117.505901226,-117.688913532,-117.049870562,-117.523902436,-117.876926174,-118.212948768,-117.765918709,-118.497967933,-118.338957241,-117.058871167,-117.343890332,-117.275885759,264.651,264.666,264.771,264.801,264.83,264.789,264.705,264.749,264.624,264.557,264.667,264.633,264.639,264.84,264.768,264.655,264.732,264.645,264.717,264.773,264.628,264.698,264.528,264.741,264.808,264.779,264.551,264.831,264.804,264.622,264.708,264.702
FLQS30D5GRWQ,-11.7053896181,-11.6333872214,-11.3773787001,-11.464381596,-11.4323805308,-11.6083863893,-11.3603781342,-11.5753852908,-11.5773853574,-11.6473876874,-11.80639298,-11.5313838262,-11.6753886195,-11.2983760705,-11.7353906166,-11.5083830606,-11.5103831272,-11.5443842589,-11.572385191,-11.4333805641,-11.4693817624,-11.6063863227,-11.3023762036,-11.5643849247,-11.8633948773,-11.572385191,-11.6123865224,-11.3563780011,-11.4793820953,-11.492382528,-11.3543779345,-11.4303804643,-116.863687527,-116.8976918,-117.025707889,-117.221732526,-117.566775891,-116.632658491,-117.222732652,-117.287740822,-117.167725738,-117.007705627,-116.889690795,-117.875814732,-117.240734914,-117.49276659,-117.005705376,-117.258737177,-117.402755277,-117.291741325,-117.836809829,-117.418757288,-117.501767721,-117.411756408,-117.100717317,-117.904818377,-117.591779034,-117.459762442,-117.303742833,-117.877814983,-117.195729258,-118.040835472,-117.782803042,-117.254736674,263.942,263.979,264.11,264.077,264.108,263.979,264.127,264.026,264.019,263.978,263.895,264.075,263.975,264.17,263.935,264.057,264.063,264.041,264.053,264.101,264.088,264.017,264.149,264.061,263.902,264.036,264.009,264.159,264.068,264.102,264.156,264.095
FLQS30CMGRWQ,-11.7141709761,-11.5632331983,-11.4552777017,-11.5272480328,-11.3533197326,-11.803134302,-11.5032579224,-11.8561124624,-11.8511145228,-11.921085678,-11.7501561416,-11.6162113587,-11.6142121829,-11.3883053102,-11.6232084743,-11.6481981726,-11.716170152,-11.6851829261,-11.7131713882,-11.5712299018,-11.9380786729,-11.6252076501,-11.6551952881,-11.3193337429,-11.6242080622,-11.848115759,-11.7521553175,-11.5142533897,-11.6831837502,-11.6591936398,-11.5082558621,-11.5102550379,-117.676567958,-116.692337383,-117.310482195,-117.907622087,-117.462517813,-117.832604512,-117.240465793,-117.181451968,-117.320484539,-117.347490865,-117.771590219,-117.761587875,-117.793595374,-116.71934371,-116.89738542,-117.811599592,-118.029650674,-117.711576159,-118.059657704,-118.04265372,-117.573543822,-116.967401822,-116.856375812,-117.465518515,-117.42250844,-117.346490631,-117.452515469,-117.368495786,-117.88061576,-116.871379327,-117.213459466,-117.27447376,264.077,264.103,264.185,264.178,264.241,264.042,264.159,263.985,263.994,263.961,264.064,264.128,264.131,264.189,264.084,264.116,264.093,264.093,264.096,264.163,263.964,264.086,264.066,264.258,264.109,263.996,264.048,264.159,264.102,264.065,264.155,264.157
FLQS30BWGRWY,-11.7846846841,-11.6406518718,-11.8466988117,-11.6726591635,-11.6346505047,-11.7356735188,-11.5606336428,-11.6536548341,-11.7806837727,-11.6486536947,-11.8186924315,-11.6886628093,-11.6796607585,-11.4286035648,-11.7486764811,-11.7156689616,-11.719669873,-11.7556780761,-11.5866395672,-11.5066213382,-11.6736593913,-11.6196470867,-11.7756826334,-11.412599919,-11.6786605306,-11.9297177243,-11.8967102048,-11.7036662272,-11.5176238447,-11.7046664551,-11.4946186038,-11.5526318199,-117.437055867,-117.208094752,-117.456052641,-117.459052132,-118.277913066,-118.062949573,-117.60102802,-117.205095261,-117.877980986,-117.968965534,-117.466050943,-117.530040076,-117.952968251,-118.269914425,-117.584030907,-117.632022757,-117.777997966,-117.603027681,-117.955967742,-117.804993381,-118.010958403,-117.529040246,-117.609026662,-117.335073187,-118.104942441,-117.060119882,-117.091114618,-117.856984552,-117.160102902,-118.223922235,-117.894978099,-117.160102902,264.609,264.667,264.58,264.664,264.721,264.663,264.725,264.661,264.632,264.7,264.594,264.66,264.684,264.82,264.634,264.651,264.657,264.631,264.729,264.76,264.69,264.693,264.621,264.784,264.692,264.52,264.538,264.668,264.725,264.685,264.77,264.708
FLQS30BJGRWV,-11.9792392242,-11.9782385359,-11.7150575221,-11.7440774818,-11.5079150512,-11.9422137584,-11.7600884941,-11.9812406007,-11.7300678461,-11.854153191,-11.688038939,-11.6950437568,-11.6910410038,-11.6530148497,-11.7510822997,-11.5809652946,-11.9171965517,-11.8871759038,-11.7240637165,-11.707052016,-11.7590878058,-11.9432144466,-11.7080527043,-11.5849680477,-11.6860375625,-11.6650231089,-11.8261339196,-11.5189226221,-11.8851745273,-11.6500127849,-11.4348648079,-11.9722344063,-117.775340458,-117.670348178,-117.473362661,-117.470362882,-118.154312594,-117.671348104,-117.40836744,-117.747342517,-117.497360897,-118.17231127,-117.67834759,-117.34037244,-117.378369646,-117.364370675,-117.465363249,-118.05032024,-117.918329945,-117.943328107,-117.961326783,-117.879332812,-117.366370528,-117.984325092,-118.08731752,-117.903331047,-118.108315976,-117.268377733,-117.501360603,-117.40836744,-117.912330386,-117.831336341,-118.177310903,-117.769340899,263.86,263.855,263.972,263.958,264.104,263.872,263.947,263.857,263.966,263.939,263.995,263.975,263.979,263.997,263.954,264.065,263.896,263.912,263.991,263.996,263.946,263.887,264.005,264.055,264.017,263.986,263.92,264.064,263.911,264.021,264.14,263.863
FLQS30AEGRWV,-12.0285293053,-12.0055607562,-11.5541788346,-11.3884058279,-11.6650270498,-11.924671518,-11.3454646274,-11.4772841267,-11.4952595129,-11.6240831145,-11.7808684279,-11.6610325195,-11.6540420916,-11.353453688,-11.5162307969,-11.4932622478,-11.4782827592,-11.4662991684,-11.4902663501,-11.4153689073,-11.4523183124,-11.5921268722,-11.6170926865,-11.4832759221,-11.453316945,-11.4992540432,-11.467297801,-11.2066547002,-11.3834126651,-11.4643019033,-11.3424687297,-11.611100891,-116.765233607,-117.309379161,-117.376397088,-117.120328592,-117.979558428,-116.800242972,-117.181344913,-117.97455709,-117.261366318,-117.369395215,-117.637466921,-117.304377823,-117.337386653,-117.319381837,-117.893535417,-117.544442038,-118.08958786,-117.190347321,-117.793508661,-117.5764506,-117.460419563,-117.376397088,-117.134332338,-117.932545852,-117.812513745,-117.226356953,-117.263366853,-117.835519899,-117.881532207,-117.386399763,-117.610459697,-117.290374077,264.446,264.484,264.706,264.774,264.681,264.498,264.798,264.771,264.729,264.672,264.609,264.651,264.656,264.8,264.749,264.744,264.776,264.74,264.757,264.782,264.759,264.688,264.664,264.767,264.775,264.725,264.742,264.895,264.812,264.75,264.819,264.674
FLQS309TGRWY,-11.7186212063,-11.628554946,-11.7826683248,-11.597532123,-11.7776646436,-11.8777382662,-11.6936028007,-11.8707331127,-11.7856705335,-11.6565755603,-12.0108361843,-11.7556484467,-11.6855969109,-11.6405637807,-11.7486432931,-11.8477161795,-11.7206226788,-11.690600592,-11.7226241512,-11.5144710162,-11.6885991195,-11.6245520011,-11.845714707,-11.6525726154,-11.6895998558,-11.8557220693,-11.8267007187,-11.6445667256,-11.4184003385,-11.6495704067,-11.5765166622,-11.5785181347,-117.032161855,-116.844195324,-117.507077294,-117.715040266,-117.526073912,-117.43409029,-117.508077116,-116.807201911,-117.144141917,-117.67704703,-117.322110229,-117.310112365,-117.729037773,-117.659050235,-117.493079787,-117.354104532,-117.432090646,-117.197132482,-117.930001991,-117.260121266,-117.208130523,-117.437089756,-117.460085661,-117.544070708,-117.681046318,-117.237125361,-117.202131591,-117.511076582,-117.037160965,-117.797025668,-117.42409207,-117.229126785,263.95,263.985,263.942,264.041,263.945,263.893,263.985,263.865,263.923,264.011,263.823,263.946,264.0,264.018,263.958,263.903,263.969,263.972,263.991,264.06,263.973,264.015,263.909,264.006,263.995,263.894,263.906,264.009,264.096,264.02,264.038,264.028
FLQS309QGRWV,-11.7051768478,-11.6162059075,-11.5002437831,-11.6451964386,-11.3362973314,-11.3972774141,-11.6661895818,-11.6312010098,-11.7651572569,-11.508241171,-11.7871500736,-11.4692539051,-11.4622561906,-11.2283325949,-11.401276108,-11.5072414975,-11.7691559509,-11.7271696644,-11.9490971783,-11.4302666391,-11.6551931734,-11.6022104787,-11.3652878625,-11.7541608486,-11.5382313756,-11.506241824,-11.5342326816,-11.2983097389,-11.473252599,-11.2933113715,-11.5572251718,-11.6272023158,-116.421373976,-117.414283351,-116.715347144,-117.371287275,-117.134308905,-116.851334732,-117.180304706,-117.44628043,-117.662260717,-117.160306532,-117.509274681,-117.235299687,-117.743253325,-116.863333637,-116.840335736,-116.825337105,-117.227300417,-117.523273403,-117.323291656,-117.055316114,-117.524273312,-117.434281525,-116.923328161,-116.802339204,-117.35928837,-116.831336557,-117.325291473,-116.980322959,-117.227300417,-117.543271578,-116.349380547,-116.620355814,263.92,264.012,264.034,263.995,264.134,264.091,263.976,264.006,263.952,264.052,263.933,264.074,264.102,264.174,264.089,264.036,263.929,263.963,263.846,264.084,263.998,264.019,264.11,263.915,264.047,264.037,264.047,264.145,264.072,264.174,263.989,263.968
FLQS309NGRWM,-12.0405717056,-12.1005795387,-11.8405455954,-11.7415326708,-11.7095284932,-11.6075151769,-11.5685100854,-11.9755632198,-11.7905390678,-11.6535211823,-12.0665750999,-11.6785244461,-11.6825249683,-11.7085283626,-11.8825510785,-11.7115287543,-11.7185296681,-11.6135159602,-11.7155292765,-11.7805377623,-11.6785244461,-11.8825510785,-11.6405194851,-11.511502644,-11.6195167435,-11.6455201379,-11.9525602171,-11.6365189629,-11.4774982053,-11.578511391,-11.6315183102,-11.6215170047,-117.559598458,-117.527601017,-117.725585184,-117.332616611,-117.680588782,-117.469605655,-117.335616371,-117.59959526,-117.158630525,-117.782580626,-117.662590222,-117.796579506,-117.372613412,-117.545599578,-117.524601257,-117.772581426,-117.651591102,-117.738584144,-117.691587903,-117.412610213,-117.427609014,-117.662590222,-117.879572869,-118.029560874,-117.716585904,-118.049559275,-117.419609654,-117.728584944,-117.983564553,-117.757582625,-117.506602697,-118.150551198,264.49,264.46,264.595,264.624,264.656,264.695,264.708,264.524,264.591,264.688,264.483,264.676,264.654,264.65,264.565,264.659,264.65,264.705,264.653,264.609,264.659,264.571,264.699,264.768,264.701,264.704,264.526,264.693,264.782,264.723,264.685,264.721
