SN	Distance_X_LOGO_Front_Camera_LD1	Distance_X_LOGO_Front_Camera_LD2	Distance_X_LOGO_Front_Camera_LD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Front_Camera_LD1	Distance_Y_LOGO_Front_Camera_LD2	Distance_Y_LOGO_Front_Camera_LD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Front_Camera_LD1	Angle_Front_Camera_LD2	Angle_Front_Camera_LD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
FLQS30X6GRWV____	-22.979	-22.907	-22.908	-22.837	-22.837	-22.768	-22.802	-22.732	-22.730	-22.733	-22.729	-22.729	-22.803	-22.767	-22.768	-22.767	-22.730	-22.764	-22.802	-22.694	-22.733	-22.767	-22.767	-22.801	-22.768	-22.729	-22.735	-22.841	-22.770	-22.837	-22.801	-22.803	138.869	138.914	138.918	138.951	138.951	138.960	138.982	138.840	138.878	138.909	138.949	138.949	138.904	138.910	138.874	138.910	138.878	138.911	138.942	138.950	138.909	138.905	138.807	138.838	138.775	138.949	138.840	138.906	138.805	138.846	138.807	138.904	99.280	99.248	99.248	99.217	99.217	99.189	99.201	99.183	99.179	99.178	99.174	99.174	99.207	99.192	99.195	99.192	99.179	99.191	99.204	99.160	99.178	99.192	99.199	99.211	99.201	99.174	99.184	99.222	99.200	99.224	99.212	99.207	2016_7_19_17_06_14
FLQS30WFGRWV____	-22.766	-22.697	-22.695	-22.666	-22.666	-22.559	-22.633	-22.526	-22.526	-22.527	-22.525	-22.525	-22.592	-22.563	-22.560	-22.563	-22.526	-22.561	-22.628	-22.490	-22.527	-22.556	-22.561	-22.596	-22.563	-22.525	-22.522	-22.631	-22.561	-22.629	-22.596	-22.592	138.925	138.924	138.927	138.953	138.953	138.971	138.939	138.898	138.939	138.973	138.959	138.959	138.959	138.969	138.959	138.969	138.939	138.921	138.988	138.960	138.973	138.956	138.859	138.890	138.813	138.959	138.890	138.957	138.805	138.894	138.855	138.959	99.248	99.221	99.219	99.206	99.206	99.162	99.194	99.153	99.151	99.149	99.149	99.149	99.176	99.164	99.163	99.164	99.151	99.166	99.189	99.135	99.149	99.162	99.170	99.182	99.174	99.149	99.152	99.192	99.173	99.195	99.184	99.176	2016_7_19_17_06_14
FLQS30VBGRWV____	-23.097	-23.023	-23.240	-22.955	-22.955	-22.840	-22.923	-22.850	-22.857	-22.863	-22.855	-22.855	-22.922	-22.898	-22.888	-22.898	-22.857	-22.888	-22.924	-22.817	-22.863	-22.842	-22.897	-22.929	-22.893	-22.855	-22.851	-22.913	-22.890	-22.918	-22.884	-22.922	138.986	139.056	138.809	139.025	139.025	139.045	139.058	139.039	138.945	138.870	139.054	139.054	139.019	138.870	139.017	138.870	138.945	138.979	138.994	139.024	138.870	139.022	138.760	138.888	138.808	139.054	138.952	139.028	138.949	138.902	138.863	139.019	99.452	99.418	99.522	99.393	99.393	99.345	99.378	99.350	99.359	99.366	99.351	99.351	99.380	99.380	99.366	99.380	99.359	99.369	99.382	99.337	99.366	99.348	99.387	99.391	99.382	99.351	99.356	99.376	99.372	99.386	99.375	99.380	2016_7_19_17_06_14
FLQS30UFGRWV____	-22.960	-22.848	-22.883	-22.778	-22.778	-22.708	-22.744	-22.709	-22.709	-22.709	-22.671	-22.671	-22.744	-22.743	-22.740	-22.743	-22.709	-22.705	-22.741	-22.636	-22.709	-22.708	-22.708	-22.741	-22.703	-22.671	-22.672	-22.781	-22.707	-22.780	-22.741	-22.744	138.794	138.861	138.861	138.899	138.899	138.904	138.932	138.798	138.836	138.871	138.899	138.899	138.899	138.897	138.891	138.897	138.836	138.862	138.936	138.900	138.871	138.898	138.797	138.829	138.801	138.899	138.828	138.897	138.793	138.803	138.796	138.899	99.270	99.221	99.235	99.190	99.190	99.161	99.174	99.169	99.166	99.164	99.147	99.147	99.176	99.176	99.175	99.176	99.166	99.163	99.173	99.133	99.164	99.162	99.168	99.179	99.166	99.147	99.152	99.191	99.168	99.197	99.182	99.176	2016_7_19_17_06_14
FLQS30TYGRWV____	-23.079	-23.010	-23.010	-22.943	-22.943	-22.871	-22.906	-22.837	-22.838	-22.839	-22.836	-22.836	-22.905	-22.874	-22.871	-22.874	-22.838	-22.869	-22.903	-22.801	-22.839	-22.869	-22.876	-22.906	-22.873	-22.836	-22.834	-22.944	-22.869	-22.941	-22.907	-22.905	138.914	138.915	138.872	138.903	138.903	138.959	138.983	138.885	138.924	138.957	138.948	138.948	138.948	138.955	138.945	138.955	138.924	138.967	138.985	138.950	138.957	138.946	138.767	138.879	138.808	138.948	138.879	138.904	138.845	138.885	138.846	138.948	99.435	99.407	99.410	99.381	99.381	99.348	99.360	99.340	99.337	99.335	99.335	99.335	99.362	99.350	99.349	99.350	99.337	99.347	99.359	99.321	99.335	99.348	99.363	99.368	99.359	99.335	99.339	99.381	99.355	99.381	99.370	99.362	2016_7_19_17_06_14
FLQS30T7GRWV____	-23.009	-22.937	-22.938	-22.836	-22.836	-22.767	-22.801	-22.765	-22.766	-22.732	-22.730	-22.730	-22.833	-22.801	-22.765	-22.801	-22.766	-22.765	-22.798	-22.728	-22.732	-22.764	-22.769	-22.832	-22.799	-22.730	-22.728	-22.869	-22.767	-22.838	-22.832	-22.833	138.920	138.922	138.925	138.963	138.963	138.975	138.996	138.846	138.886	138.973	138.965	138.965	138.956	138.916	138.959	138.916	138.886	138.922	138.998	138.960	138.973	138.958	138.813	138.889	138.862	138.965	138.890	138.907	138.804	138.856	138.853	138.956	99.371	99.342	99.342	99.298	99.298	99.269	99.282	99.278	99.275	99.256	99.256	99.256	99.297	99.287	99.270	99.287	99.275	99.272	99.281	99.255	99.256	99.269	99.281	99.301	99.290	99.256	99.260	99.315	99.281	99.306	99.304	99.297	2016_7_19_17_06_14
FLQS30S7GRWV____	-23.226	-23.151	-23.154	-23.118	-23.118	-23.014	-23.083	-22.979	-22.980	-22.981	-22.978	-22.978	-23.087	-23.016	-23.013	-23.016	-22.980	-23.013	-23.047	-22.943	-22.981	-22.973	-23.014	-23.047	-23.016	-22.978	-22.978	-23.087	-23.012	-23.117	-23.048	-23.087	138.859	138.899	138.901	138.891	138.891	138.945	138.935	138.829	138.869	138.943	138.935	138.935	138.859	138.904	138.933	138.904	138.869	138.898	138.930	138.936	138.943	138.941	138.794	138.865	138.765	138.935	138.826	138.932	138.793	138.832	138.832	138.859	99.640	99.607	99.609	99.595	99.595	99.550	99.578	99.543	99.541	99.536	99.536	99.536	99.584	99.553	99.550	99.553	99.541	99.552	99.563	99.522	99.536	99.533	99.559	99.568	99.562	99.536	99.543	99.579	99.559	99.598	99.570	99.584	2016_7_19_17_06_14
FLQS30RRGRWV____	-22.966	-22.896	-22.893	-22.826	-22.826	-22.755	-22.791	-22.759	-22.762	-22.722	-22.757	-22.757	-22.791	-22.812	-22.792	-22.812	-22.762	-22.792	-22.790	-22.723	-22.722	-22.755	-22.756	-22.791	-22.792	-22.757	-22.720	-22.828	-22.759	-22.826	-22.790	-22.791	138.800	138.854	138.860	138.893	138.893	138.907	138.923	138.826	138.867	138.907	138.888	138.888	138.890	138.912	138.885	138.912	138.867	138.846	138.930	138.889	138.907	138.888	138.794	138.820	138.793	138.888	138.821	138.891	138.736	138.832	138.791	138.890	99.434	99.403	99.401	99.372	99.372	99.343	99.356	99.350	99.348	99.329	99.345	99.345	99.358	99.365	99.359	99.365	99.348	99.362	99.355	99.331	99.329	99.344	99.350	99.363	99.365	99.345	99.334	99.373	99.355	99.376	99.364	99.358	2016_7_19_17_06_14
FLQS30R2GRWV____	-22.747	-22.675	-22.672	-22.604	-22.604	-22.536	-22.570	-22.502	-22.501	-22.507	-22.500	-22.500	-22.570	-22.538	-22.535	-22.538	-22.501	-22.535	-22.569	-22.464	-22.507	-22.534	-22.538	-22.569	-22.537	-22.500	-22.499	-22.609	-22.534	-22.572	-22.574	-22.570	138.984	139.045	139.124	139.078	139.078	139.096	139.117	138.956	139.059	138.936	139.079	139.079	139.079	139.087	139.075	139.087	139.059	139.038	139.055	139.078	138.936	139.015	138.916	139.012	138.873	139.079	139.010	139.016	138.977	138.967	138.828	139.079	99.437	99.404	99.398	99.374	99.374	99.345	99.357	99.340	99.333	99.344	99.332	99.332	99.360	99.347	99.346	99.347	99.333	99.348	99.361	99.317	99.344	99.350	99.357	99.364	99.360	99.332	99.336	99.379	99.352	99.368	99.378	99.360	2016_7_19_17_06_15
FLQS30QXGRWV____	-23.216	-23.148	-23.145	-23.076	-23.076	-23.003	-23.042	-22.980	-22.976	-22.977	-22.974	-22.974	-23.043	-23.014	-23.010	-23.014	-22.976	-23.010	-23.042	-22.939	-22.977	-23.008	-23.010	-23.043	-23.015	-22.974	-22.971	-23.078	-23.006	-23.080	-23.043	-23.043	138.876	138.877	138.948	138.977	138.977	139.056	138.952	138.853	138.968	139.069	138.978	138.978	138.908	138.994	138.972	138.994	138.968	138.936	138.948	138.979	139.069	138.904	138.879	138.909	138.822	138.978	138.908	138.982	138.875	138.852	138.944	138.908	99.329	99.302	99.296	99.267	99.267	99.232	99.254	99.236	99.227	99.221	99.226	99.226	99.258	99.240	99.240	99.240	99.227	99.243	99.255	99.211	99.221	99.244	99.247	99.258	99.252	99.226	99.229	99.267	99.245	99.276	99.255	99.258	2016_7_19_17_06_15
FLQS30QPGRWV____	-22.845	-22.778	-22.772	-22.708	-22.708	-22.638	-22.673	-22.607	-22.640	-22.641	-22.602	-22.602	-22.672	-22.676	-22.673	-22.676	-22.640	-22.640	-22.671	-22.602	-22.641	-22.636	-22.675	-22.676	-22.639	-22.602	-22.602	-22.710	-22.637	-22.707	-22.672	-22.672	138.866	138.869	138.931	138.907	138.907	138.918	138.939	138.844	138.833	138.865	138.962	138.962	138.902	138.908	138.893	138.908	138.833	138.863	138.943	138.897	138.865	138.900	138.762	138.835	138.812	138.962	138.832	138.904	138.799	138.845	138.857	138.902	99.287	99.260	99.253	99.229	99.229	99.200	99.213	99.193	99.206	99.205	99.183	99.183	99.215	99.216	99.216	99.216	99.206	99.205	99.212	99.187	99.205	99.200	99.225	99.221	99.208	99.183	99.191	99.230	99.207	99.233	99.218	99.215	2016_7_19_17_06_15
FLQS30QMGRWV____	-23.158	-23.088	-23.088	-22.989	-22.989	-22.949	-22.951	-22.915	-22.914	-22.915	-22.913	-22.913	-22.952	-22.949	-22.947	-22.949	-22.914	-22.947	-22.983	-22.878	-22.915	-22.949	-22.949	-22.983	-22.952	-22.913	-22.912	-23.020	-22.948	-22.986	-22.983	-22.952	138.975	138.941	138.977	138.978	138.978	138.985	139.054	138.914	138.984	139.017	139.012	139.012	138.978	138.982	139.010	138.982	138.984	138.975	139.008	139.014	139.017	138.972	138.913	138.944	138.843	139.012	138.941	139.009	138.908	138.917	138.911	138.978	99.516	99.490	99.488	99.448	99.448	99.432	99.428	99.423	99.418	99.416	99.416	99.416	99.434	99.432	99.429	99.432	99.418	99.432	99.444	99.401	99.416	99.433	99.437	99.448	99.443	99.416	99.420	99.459	99.436	99.451	99.450	99.434	2016_7_19_17_06_15
FLQS30Q9GRWY____	-23.075	-23.003	-23.004	-22.934	-22.934	-22.862	-22.862	-22.823	-22.823	-22.824	-22.823	-22.823	-22.898	-22.858	-22.857	-22.858	-22.823	-22.856	-22.861	-22.788	-22.824	-22.863	-22.858	-22.891	-22.860	-22.823	-22.828	-22.937	-22.862	-22.931	-22.891	-22.898	138.881	138.854	138.879	138.890	138.890	138.922	138.957	138.816	138.886	138.918	138.917	138.917	138.913	138.918	138.913	138.918	138.886	138.878	138.957	138.915	138.918	138.914	138.783	138.812	138.821	138.917	138.815	138.887	138.782	138.852	138.783	138.913	99.224	99.197	99.195	99.167	99.167	99.136	99.133	99.127	99.122	99.121	99.120	99.120	99.151	99.134	99.134	99.134	99.122	99.136	99.133	99.106	99.121	99.137	99.143	99.155	99.142	99.120	99.129	99.168	99.145	99.168	99.156	99.151	2016_7_19_17_06_15
FLQS30Q9GRWV____	-22.961	-22.888	-22.926	-22.816	-22.816	-22.745	-22.779	-22.705	-22.705	-22.708	-22.706	-22.706	-22.782	-22.742	-22.741	-22.742	-22.705	-22.774	-22.781	-22.671	-22.708	-22.747	-22.775	-22.808	-22.775	-22.706	-22.710	-22.857	-22.746	-22.813	-22.775	-22.782	138.906	138.910	138.905	138.944	138.944	138.946	138.984	138.870	138.905	138.942	138.942	138.942	138.944	138.942	138.942	138.942	138.905	138.901	138.977	138.939	138.942	138.944	138.835	138.870	138.837	138.942	138.872	138.936	138.806	138.873	138.841	138.944	99.189	99.160	99.175	99.128	99.128	99.100	99.111	99.089	99.086	99.085	99.084	99.084	99.115	99.099	99.098	99.099	99.086	99.115	99.112	99.070	99.085	99.100	99.119	99.130	99.119	99.084	99.090	99.145	99.109	99.132	99.119	99.115	2016_7_19_17_06_15
FLQS30Q3GRWV____	-23.250	-23.141	-23.140	-23.040	-23.040	-22.970	-23.038	-23.004	-22.931	-22.934	-22.930	-22.930	-23.001	-22.968	-22.965	-22.968	-22.931	-22.965	-22.999	-22.895	-22.934	-22.965	-22.999	-23.000	-22.968	-22.930	-22.931	-23.073	-22.966	-23.037	-23.001	-23.001	138.712	138.708	138.793	138.784	138.784	138.798	138.782	138.857	138.804	138.790	138.830	138.830	138.825	138.837	138.826	138.837	138.804	138.788	138.865	138.829	138.790	138.825	138.685	138.757	138.734	138.830	138.756	138.745	138.721	138.765	138.725	138.825	99.360	99.316	99.310	99.271	99.271	99.242	99.270	99.251	99.226	99.228	99.224	99.224	99.252	99.239	99.238	99.239	99.226	99.240	99.249	99.210	99.228	99.238	99.261	99.256	99.245	99.224	99.229	99.287	99.245	99.271	99.259	99.252	2016_7_19_17_06_15
FLQS30Q2GRWV____	-22.881	-22.811	-22.810	-22.740	-22.740	-22.670	-22.707	-22.635	-22.635	-22.704	-22.630	-22.630	-22.704	-22.669	-22.666	-22.669	-22.635	-22.703	-22.706	-22.634	-22.704	-22.669	-22.667	-22.705	-22.666	-22.630	-22.635	-22.744	-22.669	-22.742	-22.701	-22.704	138.928	138.980	138.988	139.015	139.015	139.028	138.994	138.893	138.934	139.054	139.017	139.017	139.017	139.023	139.015	139.023	138.934	138.977	138.997	138.958	139.054	139.016	138.913	138.889	138.862	139.017	138.890	139.013	138.912	138.900	138.910	139.017	99.362	99.330	99.329	99.299	99.299	99.270	99.287	99.265	99.263	99.282	99.255	99.255	99.285	99.270	99.270	99.270	99.263	99.287	99.287	99.261	99.282	99.271	99.277	99.293	99.280	99.255	99.266	99.301	99.278	99.308	99.291	99.285	2016_7_19_17_06_15
FLQS30PHGRWY____	-23.181	-23.152	-23.449	-23.084	-23.084	-22.971	-23.052	-22.945	-22.946	-22.946	-22.940	-22.940	-23.009	-22.979	-22.976	-22.979	-22.946	-22.976	-23.046	-22.910	-22.946	-22.973	-22.976	-23.010	-23.018	-22.940	-22.983	-23.048	-22.969	-23.083	-23.011	-23.009	138.868	138.862	138.750	138.896	138.896	138.974	138.889	138.845	138.885	138.919	138.962	138.962	138.902	138.975	138.959	138.975	138.885	138.922	138.932	138.907	138.919	138.900	138.862	138.893	138.711	138.962	138.787	138.901	138.858	138.838	138.859	138.902	99.351	99.340	99.466	99.310	99.310	99.259	99.298	99.258	99.255	99.253	99.248	99.248	99.279	99.263	99.262	99.263	99.255	99.265	99.292	99.240	99.253	99.265	99.269	99.280	99.296	99.248	99.277	99.295	99.266	99.313	99.283	99.279	2016_7_19_17_06_16
FLQS30NWGRWV____	-23.223	-23.151	-23.151	-23.082	-23.082	-23.009	-23.045	-22.977	-22.977	-22.977	-22.977	-22.977	-23.043	-23.012	-23.010	-23.012	-22.977	-23.011	-23.045	-22.942	-22.977	-23.008	-23.012	-23.045	-23.011	-22.977	-22.974	-23.085	-23.009	-23.079	-23.046	-23.043	138.847	138.882	138.880	138.887	138.887	138.915	138.922	138.817	138.849	138.914	138.884	138.884	138.917	138.917	138.912	138.917	138.849	138.842	138.915	138.884	138.914	138.916	138.814	138.847	138.816	138.884	138.844	138.882	138.778	138.817	138.783	138.917	99.313	99.282	99.282	99.254	99.254	99.223	99.237	99.216	99.214	99.210	99.212	99.212	99.236	99.224	99.223	99.224	99.214	99.228	99.237	99.198	99.210	99.222	99.231	99.242	99.230	99.212	99.214	99.255	99.232	99.258	99.247	99.236	2016_7_19_17_06_16
FLQS30MRGRWY____	-22.975	-22.903	-22.901	-22.833	-22.833	-22.764	-22.798	-22.769	-22.733	-22.736	-22.732	-22.732	-22.801	-22.829	-22.829	-22.829	-22.733	-22.769	-22.800	-22.697	-22.736	-22.766	-22.769	-22.802	-22.771	-22.732	-22.727	-22.836	-22.767	-22.839	-22.804	-22.801	138.919	138.983	138.992	139.020	139.020	139.035	139.060	138.964	139.006	139.044	139.022	139.022	138.953	138.979	139.049	138.979	139.006	138.983	138.991	139.024	139.044	138.950	138.922	138.954	138.864	139.022	138.952	139.021	138.851	138.892	138.919	138.953	99.467	99.434	99.432	99.403	99.403	99.374	99.386	99.381	99.364	99.363	99.363	99.363	99.395	99.404	99.400	99.404	99.364	99.380	99.392	99.348	99.363	99.381	99.384	99.395	99.389	99.363	99.365	99.404	99.388	99.414	99.398	99.395	2016_7_19_17_06_16
FLQS30MKGRWV____	-22.974	-22.902	-22.900	-22.836	-22.836	-22.763	-22.800	-22.726	-22.727	-22.728	-22.726	-22.726	-22.799	-22.764	-22.762	-22.764	-22.727	-22.762	-22.798	-22.691	-22.728	-22.764	-22.762	-22.797	-22.757	-22.726	-22.727	-22.836	-22.768	-22.833	-22.801	-22.799	138.934	138.983	138.989	138.969	138.969	139.032	139.005	138.958	138.999	139.035	139.023	139.023	138.969	139.029	139.022	139.029	138.999	138.984	139.005	139.024	139.035	138.967	138.918	138.952	138.924	139.023	138.953	139.018	138.780	138.955	138.829	138.969	99.324	99.291	99.290	99.266	99.266	99.233	99.249	99.222	99.220	99.218	99.218	99.218	99.251	99.233	99.233	99.233	99.220	99.235	99.248	99.204	99.218	99.237	99.240	99.251	99.237	99.218	99.223	99.263	99.251	99.266	99.261	99.251	2016_7_19_17_06_16
FLQS30MJGRWV____	-23.028	-22.846	-22.842	-22.775	-22.775	-22.744	-22.738	-22.712	-22.712	-22.710	-22.709	-22.709	-22.739	-22.747	-22.745	-22.747	-22.712	-22.744	-22.776	-22.673	-22.710	-22.704	-22.746	-22.779	-22.745	-22.709	-22.669	-22.815	-22.704	-22.775	-22.780	-22.739	138.792	138.803	138.804	138.840	138.840	138.883	138.871	138.768	138.774	138.882	138.875	138.875	138.838	138.809	138.830	138.809	138.774	138.794	138.915	138.876	138.882	138.837	138.732	138.763	138.735	138.875	138.768	138.874	138.734	138.742	138.732	138.838	99.375	99.302	99.300	99.271	99.271	99.255	99.254	99.250	99.250	99.242	99.242	99.242	99.256	99.262	99.259	99.262	99.250	99.261	99.266	99.227	99.242	99.242	99.266	99.277	99.266	99.242	99.233	99.285	99.249	99.277	99.280	99.256	2016_7_19_17_06_16
FLQS30MEGRWV____	-22.922	-22.851	-22.882	-22.780	-22.780	-22.711	-22.746	-22.675	-22.675	-22.675	-22.672	-22.672	-22.746	-22.710	-22.708	-22.710	-22.675	-22.708	-22.745	-22.639	-22.675	-22.709	-22.710	-22.745	-22.707	-22.672	-22.675	-22.784	-22.712	-22.782	-22.745	-22.746	138.876	138.912	138.911	138.948	138.948	138.952	138.978	138.846	138.883	138.914	138.949	138.949	138.909	138.914	138.948	138.914	138.883	138.913	138.947	138.911	138.914	138.949	138.810	138.842	138.813	138.949	138.876	138.910	138.803	138.848	138.809	138.909	99.364	99.333	99.346	99.303	99.303	99.275	99.287	99.267	99.265	99.263	99.259	99.259	99.291	99.277	99.274	99.277	99.265	99.276	99.289	99.248	99.263	99.274	99.284	99.296	99.282	99.259	99.265	99.307	99.285	99.310	99.298	99.291	2016_7_19_17_06_16
FLQS30LFGRWY____	-23.309	-23.282	-23.237	-23.168	-23.168	-23.137	-23.174	-23.198	-23.198	-23.078	-23.076	-23.076	-23.131	-23.115	-23.112	-23.115	-23.198	-23.113	-23.172	-23.118	-23.078	-23.097	-23.112	-23.146	-23.154	-23.076	-23.064	-23.173	-23.104	-23.173	-23.147	-23.131	138.863	138.867	138.922	139.023	139.023	139.034	138.989	138.834	138.869	139.046	139.022	139.022	139.016	139.041	139.019	139.041	138.869	138.981	138.924	138.954	139.046	139.014	138.922	138.953	138.861	139.022	138.947	138.957	138.852	138.895	138.917	139.016	99.668	99.657	99.635	99.600	99.600	99.588	99.605	99.625	99.623	99.563	99.564	99.564	99.586	99.578	99.578	99.578	99.623	99.581	99.609	99.585	99.563	99.573	99.585	99.596	99.606	99.564	99.564	99.607	99.586	99.611	99.599	99.586	2016_7_19_17_06_16
FLQS30KNGRWV____	-23.241	-23.049	-23.084	-22.978	-22.978	-22.909	-22.944	-22.914	-22.913	-22.915	-22.912	-22.912	-22.941	-22.950	-22.947	-22.950	-22.913	-22.947	-22.940	-22.877	-22.915	-22.906	-22.949	-22.982	-22.948	-22.912	-22.872	-22.980	-22.908	-22.980	-22.982	-22.941	138.908	138.922	138.916	138.959	138.959	138.970	138.991	138.887	138.927	138.960	138.950	138.950	138.957	139.017	138.946	139.017	138.927	138.909	138.996	138.952	138.960	138.956	138.849	138.878	138.856	138.950	138.887	138.954	138.851	138.857	138.846	138.957	99.635	99.557	99.571	99.526	99.526	99.497	99.510	99.505	99.502	99.500	99.500	99.500	99.511	99.511	99.514	99.511	99.502	99.516	99.508	99.486	99.500	99.497	99.521	99.533	99.521	99.500	99.488	99.527	99.505	99.533	99.535	99.511	2016_7_19_17_06_16
FLQS30K5GRWY____	-23.228	-23.156	-23.156	-23.087	-23.087	-23.016	-23.052	-22.941	-22.978	-22.943	-22.946	-22.946	-23.049	-22.978	-22.981	-22.978	-22.978	-22.981	-23.049	-22.911	-22.943	-23.018	-23.016	-23.051	-23.012	-22.946	-22.981	-23.090	-23.016	-23.085	-23.012	-23.049	138.921	138.917	138.919	138.953	138.953	139.025	138.991	138.955	138.987	139.033	138.962	138.962	139.016	139.029	138.962	139.029	138.987	138.925	138.991	138.962	139.033	138.910	138.852	138.886	138.859	138.962	138.888	138.952	138.852	138.947	138.914	139.016	99.479	99.450	99.451	99.420	99.420	99.387	99.404	99.362	99.374	99.357	99.363	99.363	99.401	99.372	99.377	99.372	99.374	99.380	99.403	99.349	99.357	99.396	99.399	99.410	99.397	99.363	99.382	99.422	99.399	99.420	99.393	99.401	2016_7_19_17_06_17
FLQS30K3GRWY____	-23.111	-23.044	-23.041	-22.973	-22.973	-22.904	-22.938	-22.863	-22.867	-22.870	-22.866	-22.866	-22.939	-22.905	-22.901	-22.905	-22.867	-22.901	-22.937	-22.831	-22.870	-22.902	-22.902	-22.932	-22.898	-22.866	-22.868	-22.975	-22.903	-22.974	-22.937	-22.939	138.915	138.914	138.919	138.951	138.951	138.960	138.984	138.951	138.925	138.915	138.950	138.950	138.951	138.914	138.949	138.914	138.925	138.911	138.988	138.952	138.915	138.950	138.846	138.945	138.852	138.950	138.881	138.947	138.846	138.886	138.807	138.951	99.411	99.385	99.383	99.354	99.354	99.325	99.338	99.310	99.313	99.315	99.311	99.311	99.340	99.329	99.325	99.329	99.313	99.327	99.337	99.297	99.315	99.325	99.332	99.338	99.330	99.311	99.316	99.355	99.333	99.358	99.349	99.340	2016_7_19_17_06_17
FLQS30K1GRWY____	-23.010	-22.938	-22.938	-22.869	-22.869	-22.761	-22.795	-22.761	-22.764	-22.767	-22.763	-22.763	-22.835	-22.802	-22.799	-22.802	-22.764	-22.798	-22.797	-22.728	-22.767	-22.799	-22.797	-22.857	-22.801	-22.763	-22.762	-22.874	-22.822	-22.831	-22.830	-22.835	138.982	138.987	138.991	139.019	139.019	139.039	139.065	138.963	139.001	139.041	139.023	139.023	138.952	139.033	139.017	139.033	139.001	138.982	138.993	139.021	139.041	138.951	138.924	138.983	138.855	139.023	138.954	139.025	138.878	138.956	138.922	138.952	99.428	99.398	99.398	99.368	99.368	99.324	99.336	99.329	99.328	99.326	99.326	99.326	99.359	99.341	99.340	99.341	99.328	99.342	99.341	99.312	99.326	99.345	99.346	99.366	99.352	99.326	99.330	99.370	99.359	99.357	99.359	99.359	2016_7_19_17_06_17
FLQS30JCGRWV____	-22.802	-22.732	-22.731	-22.662	-22.662	-22.595	-22.632	-22.556	-22.556	-22.556	-22.555	-22.555	-22.627	-22.592	-22.590	-22.592	-22.556	-22.590	-22.628	-22.520	-22.556	-22.591	-22.595	-22.625	-22.586	-22.555	-22.557	-22.666	-22.592	-22.666	-22.624	-22.627	138.908	138.906	138.912	138.943	138.943	138.953	138.844	138.875	138.916	139.021	138.944	138.944	138.944	138.947	138.940	138.947	138.916	138.903	138.928	138.943	139.021	138.943	138.748	138.872	138.847	138.944	138.872	138.941	138.839	138.793	138.838	138.944	99.395	99.367	99.366	99.336	99.336	99.308	99.331	99.298	99.295	99.288	99.293	99.293	99.322	99.308	99.307	99.308	99.295	99.310	99.323	99.279	99.288	99.308	99.322	99.326	99.312	99.293	99.299	99.338	99.315	99.347	99.328	99.322	2016_7_19_17_06_17
FLQS30J0GRWV____	-22.490	-22.453	-22.549	-22.384	-22.384	-22.318	-22.348	-22.275	-22.275	-22.276	-22.275	-22.275	-22.349	-22.311	-22.309	-22.311	-22.275	-22.308	-22.348	-22.239	-22.276	-22.314	-22.311	-22.343	-22.309	-22.275	-22.278	-22.388	-22.316	-22.383	-22.344	-22.349	138.981	138.973	138.800	139.066	139.066	138.951	139.103	138.943	138.983	139.014	139.067	139.067	139.068	139.014	139.064	139.014	138.983	139.027	139.048	139.068	139.014	139.067	138.907	138.998	138.875	139.067	138.942	139.064	138.873	138.948	138.909	139.068	99.314	99.300	99.349	99.266	99.266	99.247	99.249	99.230	99.228	99.226	99.222	99.222	99.252	99.240	99.236	99.240	99.228	99.238	99.253	99.207	99.226	99.237	99.247	99.254	99.248	99.222	99.231	99.267	99.251	99.273	99.260	99.252	2016_7_19_17_06_17
