SN	Distance_X_LOGO_Battery_Up1	Distance_X_LOGO_Battery_Up2	Distance_X_LOGO_Battery_Up3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Battery_Up1	Distance_Y_LOGO_Battery_Up2	Distance_Y_LOGO_Battery_Up3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Battery_Up1	Angle_Battery_Up2	Angle_Battery_Up3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
FLQS309NGRWM____	-25.631	-25.796	-25.608	-25.628	-25.698	-25.414	-25.509	-25.419	-25.708	-25.459	-25.657	-25.478	-25.864	-25.783	-25.635	-25.506	-25.777	-25.562	-25.799	-25.441	-25.920	-25.628	-25.298	-25.316	-25.588	-25.325	-25.650	-25.325	-25.556	-25.724	-25.594	-25.472	125.555	125.546	125.409	125.406	125.476	125.322	125.336	125.334	125.130	125.203	125.543	125.400	125.405	125.336	125.247	125.327	125.410	125.326	125.473	125.409	125.407	125.338	125.477	125.277	125.110	125.385	125.200	125.385	125.129	125.546	125.130	125.263	101.474	101.548	101.477	101.487	101.511	101.400	101.441	101.401	101.546	101.430	101.487	101.421	101.590	101.561	101.504	101.440	101.551	101.465	101.556	101.404	101.614	101.492	101.335	101.361	101.496	101.355	101.515	101.355	101.480	101.516	101.496	101.431	2016_7_19_17_08_48
FLQS308YGRWQ____	-25.988	-26.470	-26.075	-25.560	-26.708	-25.763	-26.110	-25.638	-26.059	-25.865	-26.010	-25.860	-25.924	-26.060	-25.713	-25.668	-25.887	-25.609	-26.262	-25.742	-26.705	-26.323	-25.450	-25.728	-25.591	-25.605	-25.444	-25.605	-26.020	-25.942	-25.869	-25.645	125.893	125.800	125.755	125.751	125.569	125.579	125.718	125.493	125.466	125.541	125.861	125.722	125.791	125.366	125.352	125.353	125.787	125.649	125.926	125.803	125.678	125.663	125.810	125.563	125.332	125.672	125.476	125.672	125.473	125.863	125.472	125.650	101.643	101.861	101.693	101.468	101.987	101.573	101.712	101.526	101.712	101.621	101.655	101.602	101.624	101.722	101.571	101.551	101.608	101.499	101.759	101.544	101.975	101.810	101.415	101.559	101.520	101.495	101.442	101.495	101.695	101.625	101.629	101.514	2016_7_19_17_08_48
FLQS3084GRWM____	-25.596	-25.945	-25.861	-25.363	-25.744	-25.676	-25.523	-25.335	-25.783	-25.528	-26.239	-25.788	-25.859	-25.633	-25.529	-25.575	-25.806	-25.656	-26.021	-25.414	-25.968	-25.553	-25.677	-25.448	-25.605	-25.707	-25.730	-25.707	-25.802	-25.928	-25.833	-25.517	125.762	125.628	125.564	125.494	125.621	125.416	125.480	125.425	125.219	125.414	125.697	125.556	125.549	125.408	125.403	125.477	125.552	125.417	125.621	125.425	125.547	125.416	125.653	125.428	125.266	125.512	125.409	125.512	125.220	125.696	125.345	125.406	101.282	101.447	101.416	101.204	101.360	101.348	101.275	101.197	101.412	101.283	101.569	101.385	101.416	101.330	101.285	101.298	101.393	101.339	101.480	101.232	101.464	101.294	101.327	101.247	101.330	101.353	101.372	101.353	101.421	101.433	101.423	101.279	2016_7_19_17_08_48
FLQS307KGRWV____	-25.661	-25.632	-25.741	-25.536	-25.847	-25.855	-25.641	-25.438	-26.035	-25.577	-25.989	-25.823	-25.863	-25.922	-25.876	-25.640	-25.931	-25.521	-26.177	-25.735	-25.879	-25.480	-25.363	-25.447	-25.485	-25.704	-25.723	-25.704	-25.287	-25.616	-25.850	-25.510	125.979	125.965	125.839	125.774	125.865	125.756	125.754	125.698	125.615	125.692	125.933	125.797	125.797	125.675	125.623	125.586	125.731	125.688	125.800	125.813	125.729	125.659	125.894	125.704	125.484	125.823	125.690	125.823	125.551	125.938	125.619	125.654	101.419	101.408	101.467	101.383	101.511	101.524	101.431	101.347	101.616	101.408	101.567	101.507	101.524	101.561	101.545	101.445	101.560	101.384	101.661	101.467	101.537	101.369	101.297	101.350	101.387	101.452	101.473	101.452	101.294	101.404	101.534	101.383	2016_7_19_17_08_48
FLQS3072GRWV____	-25.961	-26.077	-25.825	-25.620	-25.870	-25.865	-25.736	-25.467	-25.986	-25.671	-26.054	-25.800	-26.035	-25.903	-25.840	-25.776	-25.880	-25.784	-26.108	-25.622	-26.041	-25.856	-25.505	-25.696	-25.865	-25.672	-25.860	-25.672	-25.996	-25.996	-25.812	-25.764	125.477	125.475	125.391	125.323	125.406	125.199	125.266	125.143	125.053	125.128	125.534	125.335	125.337	125.200	125.057	125.197	125.335	125.198	125.411	125.336	125.391	125.272	125.404	125.256	125.037	125.319	125.123	125.319	125.053	125.477	125.055	125.198	101.653	101.704	101.601	101.517	101.619	101.636	101.573	101.466	101.702	101.557	101.688	101.595	101.698	101.653	101.638	101.597	101.630	101.601	101.723	101.517	101.695	101.625	101.460	101.556	101.651	101.540	101.640	101.540	101.707	101.668	101.626	101.592	2016_7_19_17_08_48
FLQS305NGRWM____	-25.899	-26.085	-26.004	-25.731	-25.970	-25.878	-25.840	-25.646	-25.992	-25.950	-26.715	-26.019	-26.203	-25.808	-26.186	-25.774	-25.940	-25.792	-26.175	-25.684	-26.621	-25.763	-25.555	-25.498	-25.867	-25.621	-25.923	-25.621	-26.005	-25.909	-25.921	-25.712	125.339	125.334	125.193	125.182	125.267	124.997	125.128	125.110	124.914	124.988	125.342	125.197	125.197	125.062	124.924	125.056	125.253	125.057	125.330	125.265	125.205	125.124	125.267	125.054	124.838	125.118	125.039	125.118	124.914	125.393	124.918	125.127	101.680	101.762	101.739	101.620	101.717	101.702	101.673	101.589	101.759	101.734	102.036	101.745	101.826	101.665	101.843	101.650	101.705	101.658	101.801	101.592	102.008	101.639	101.535	101.529	101.711	101.577	101.717	101.577	101.765	101.679	101.727	101.617	2016_7_19_17_08_48
FLQS305DGRWM____	-25.661	-26.042	-25.817	-25.537	-25.887	-25.671	-25.588	-25.447	-25.737	-25.756	-25.965	-25.613	-26.047	-25.844	-25.682	-25.513	-25.909	-25.590	-26.161	-25.595	-26.165	-25.765	-25.259	-25.456	-25.606	-25.578	-25.783	-25.578	-25.684	-25.910	-25.842	-25.589	125.685	125.619	125.546	125.478	125.603	125.393	125.459	125.404	125.262	125.336	125.671	125.529	125.532	125.348	125.267	125.390	125.533	125.390	125.602	125.599	125.530	125.462	125.600	125.410	125.190	125.405	125.332	125.405	125.263	125.672	125.321	125.441	101.616	101.789	101.697	101.580	101.722	101.647	101.604	101.547	101.687	101.689	101.750	101.609	101.799	101.727	101.663	101.578	101.738	101.611	101.842	101.595	101.851	101.682	101.448	101.551	101.636	101.605	101.701	101.605	101.664	101.726	101.728	101.606	2016_7_19_17_08_48
FLQS3057GRWM____	-25.658	-26.184	-26.217	-25.658	-25.738	-25.959	-25.710	-25.335	-25.617	-25.945	-26.039	-25.831	-26.172	-25.907	-25.860	-25.465	-25.852	-25.826	-26.227	-25.578	-26.282	-25.712	-25.443	-25.748	-25.556	-25.692	-25.959	-25.692	-25.683	-25.647	-25.722	-25.923	125.606	125.603	125.419	125.398	125.530	125.272	125.339	125.272	125.186	125.259	125.551	125.412	125.464	125.281	125.195	125.265	125.461	125.323	125.532	125.460	125.413	125.389	125.477	125.335	125.113	125.339	125.204	125.339	125.187	125.601	125.186	125.332	101.525	101.755	101.786	101.543	101.567	101.687	101.571	101.413	101.544	101.681	101.696	101.618	101.763	101.663	101.650	101.470	101.622	101.624	101.780	101.502	101.815	101.568	101.442	101.588	101.524	101.563	101.693	101.563	101.573	101.520	101.591	101.666	2016_7_19_17_08_48
FLQS3052GRWY____	-25.465	-25.865	-25.606	-25.154	-25.356	-25.705	-25.263	-25.313	-25.659	-25.455	-25.720	-25.630	-25.686	-25.782	-25.666	-25.376	-25.664	-25.338	-25.688	-25.360	-25.806	-25.695	-24.872	-25.556	-25.650	-25.258	-25.472	-25.258	-25.671	-25.432	-25.473	-25.656	125.772	125.759	125.632	125.619	125.682	125.425	125.542	125.550	125.406	125.480	125.754	125.617	125.614	125.432	125.416	125.539	125.676	125.417	125.683	125.619	125.615	125.551	125.681	125.502	125.391	125.482	125.477	125.482	125.410	125.757	125.408	125.430	101.315	101.491	101.389	101.192	101.275	101.451	101.246	101.268	101.432	101.336	101.428	101.401	101.425	101.484	101.434	101.296	101.410	101.291	101.420	101.282	101.478	101.435	101.063	101.379	101.430	101.250	101.344	101.250	101.437	101.302	101.351	101.429	2016_7_19_17_08_49
FLQS304WGRWM____	-25.522	-26.176	-25.896	-25.399	-25.651	-25.541	-25.825	-25.306	-25.536	-25.510	-26.565	-25.947	-25.578	-25.482	-25.432	-25.107	-25.481	-25.332	-26.070	-25.234	-25.769	-26.139	-25.256	-25.250	-25.526	-25.380	-25.583	-25.380	-25.418	-25.926	-25.583	-25.487	125.897	125.857	125.759	125.691	125.781	125.565	125.644	125.612	125.470	125.603	125.870	125.723	125.781	125.587	125.471	125.701	125.707	125.564	125.855	125.786	125.784	125.724	125.768	125.622	125.395	125.737	125.600	125.737	125.528	125.925	125.533	125.545	101.511	101.800	101.687	101.476	101.578	101.549	101.666	101.442	101.555	101.532	101.969	101.713	101.546	101.521	101.510	101.347	101.510	101.457	101.754	101.395	101.629	101.797	101.406	101.416	101.558	101.463	101.564	101.463	101.499	101.685	101.570	101.527	2016_7_19_17_08_49
FLQS3047GRWM____	-25.650	-25.823	-25.851	-25.587	-25.834	-25.611	-25.517	-25.372	-25.668	-25.517	-26.245	-25.606	-26.000	-26.112	-25.588	-25.567	-25.739	-25.585	-25.839	-25.447	-25.892	-25.488	-25.356	-25.380	-25.659	-25.511	-25.658	-25.511	-25.670	-25.921	-25.607	-25.581	125.755	125.745	125.620	125.611	125.614	125.405	125.469	125.477	125.336	125.468	125.852	125.602	125.540	125.417	125.390	125.406	125.539	125.406	125.546	125.535	125.535	125.465	125.614	125.478	125.381	125.473	125.406	125.473	125.339	125.748	125.338	125.394	101.618	101.694	101.718	101.603	101.711	101.632	101.585	101.520	101.663	101.585	101.869	101.612	101.790	101.850	101.623	101.612	101.676	101.620	101.719	101.548	101.743	101.572	101.501	101.524	101.655	101.582	101.652	101.582	101.663	101.737	101.636	101.619	2016_7_19_17_08_49
FLQS303BGRWM____	-25.847	-25.690	-25.920	-25.338	-25.369	-25.657	-25.456	-25.317	-25.663	-25.401	-26.452	-25.640	-26.049	-25.852	-25.398	-25.429	-25.744	-25.273	-26.115	-25.290	-25.808	-26.286	-25.358	-25.261	-25.704	-25.571	-25.418	-25.329	-25.375	-25.380	-25.541	-25.604	126.193	126.211	126.110	126.044	126.070	125.962	126.025	126.030	125.828	125.844	126.159	126.005	126.011	125.891	125.889	125.895	126.005	125.894	126.076	126.015	125.938	125.945	126.104	125.975	125.698	126.031	125.842	126.027	125.770	126.146	125.829	125.886	101.499	101.429	101.538	101.290	101.301	101.437	101.343	101.282	101.451	101.335	101.766	101.426	101.603	101.528	101.330	101.343	101.471	101.275	101.626	101.272	101.505	101.713	101.293	101.262	101.481	101.393	101.343	101.287	101.330	101.300	101.398	101.420	2016_7_19_17_08_49
FLQS3024GRWM____	-25.656	-25.680	-25.695	-25.200	-25.795	-25.451	-25.596	-25.280	-25.684	-25.372	-25.879	-25.781	-25.808	-25.559	-25.463	-25.295	-25.752	-25.538	-25.954	-25.400	-25.917	-25.576	-25.052	-25.136	-25.272	-25.309	-25.564	-25.309	-25.477	-25.716	-25.456	-25.519	125.595	125.525	125.454	125.440	125.461	125.305	125.380	125.372	125.173	125.245	125.534	125.454	125.446	125.309	125.069	125.301	125.449	125.306	125.642	125.455	125.453	125.383	125.452	125.203	125.093	125.370	125.186	125.370	125.115	125.651	125.174	125.315	101.677	101.693	101.706	101.490	101.749	101.613	101.670	101.531	101.727	101.583	101.780	101.744	101.756	101.659	101.639	101.544	101.731	101.651	101.803	101.576	101.804	101.661	101.424	101.483	101.553	101.544	101.673	101.544	101.641	101.698	101.626	101.641	2016_7_19_17_08_49
FLQS301GGRWM____	-25.761	-26.035	-25.915	-25.697	-26.185	-25.783	-25.641	-25.623	-26.026	-26.051	-26.026	-25.769	-26.068	-25.785	-25.706	-25.750	-25.839	-25.755	-26.464	-25.505	-26.180	-25.667	-25.365	-25.739	-25.895	-25.639	-25.896	-25.639	-25.980	-25.867	-25.720	-25.506	125.002	124.938	124.799	124.854	124.867	124.656	124.894	124.780	124.520	124.648	124.997	124.676	124.922	124.683	124.654	124.662	124.916	124.661	125.216	124.684	125.091	124.788	124.989	124.791	124.504	124.853	124.646	124.853	124.638	124.939	124.640	124.669	101.463	101.589	101.549	101.448	101.662	101.504	101.420	101.422	101.624	101.623	101.580	101.496	101.605	101.503	101.471	101.489	101.505	101.492	101.752	101.379	101.639	101.441	101.290	101.473	101.568	101.423	101.555	101.423	101.593	101.515	101.478	101.381	2016_7_19_17_08_49
FLQS301EGRWQ____	-25.351	-25.919	-25.965	-25.411	-25.779	-25.658	-25.631	-25.428	-26.073	-25.408	-25.790	-25.865	-25.927	-25.643	-25.549	-25.628	-25.849	-25.470	-25.753	-25.842	-26.093	-25.649	-25.299	-25.447	-25.709	-25.394	-25.483	-25.394	-25.846	-25.725	-25.655	-25.614	125.596	125.597	125.466	125.393	125.531	125.264	125.448	125.383	125.234	125.310	125.596	125.464	125.405	125.265	125.235	125.268	125.457	125.373	125.521	125.415	125.459	125.389	125.528	125.331	125.165	125.441	125.306	125.441	125.238	125.598	125.184	125.378	101.550	101.798	101.830	101.594	101.743	101.714	101.686	101.602	101.899	101.600	101.742	101.787	101.819	101.707	101.668	101.700	101.780	101.622	101.733	101.781	101.887	101.699	101.533	101.615	101.745	101.582	101.634	101.582	101.799	101.713	101.720	101.684	2016_7_19_17_08_49
FLQS300VGRWQ____	-25.010	-25.546	-25.357	-25.086	-25.573	-25.650	-25.686	-25.349	-25.641	-25.737	-25.589	-25.504	-25.861	-25.585	-25.434	-25.121	-25.093	-25.619	-25.573	-25.457	-25.578	-25.522	-25.221	-25.373	-25.454	-25.498	-25.447	-25.498	-25.651	-25.598	-25.389	-25.536	125.898	125.926	125.764	125.756	125.817	125.719	125.789	125.685	125.536	125.612	125.823	125.857	125.750	125.745	125.605	125.606	125.621	125.723	125.992	125.880	125.806	125.722	125.881	125.694	125.464	125.814	125.553	125.814	125.542	125.891	125.543	125.745	101.206	101.437	101.369	101.251	101.459	101.501	101.511	101.373	101.513	101.549	101.465	101.425	101.591	101.471	101.417	101.279	101.266	101.487	101.443	101.403	101.462	101.445	101.299	101.382	101.438	101.426	101.427	101.426	101.518	101.463	101.403	101.449	2016_7_19_17_08_49
FLQS300RGRWY____	-25.819	-25.919	-26.144	-25.456	-26.009	-25.827	-25.812	-26.139	-26.009	-25.980	-26.513	-25.842	-26.007	-25.993	-25.921	-25.480	-26.080	-25.698	-26.328	-25.791	-25.649	-25.583	-25.432	-26.158	-26.060	-25.990	-26.002	-25.990	-26.016	-25.929	-25.892	-25.915	125.559	125.492	125.424	125.348	125.423	125.271	125.342	125.288	125.139	125.213	125.505	125.354	125.411	125.269	125.191	125.267	125.413	125.214	125.430	125.413	125.405	125.278	125.423	125.288	125.068	125.379	125.209	125.379	125.139	125.555	125.195	125.327	101.442	101.492	101.597	101.302	101.538	101.472	101.459	101.607	101.564	101.544	101.751	101.471	101.538	101.545	101.520	101.320	101.570	101.420	101.677	101.443	101.382	101.364	101.285	101.615	101.592	101.534	101.554	101.534	101.567	101.491	101.507	101.505	2016_7_19_17_08_50
FLQS300LGRWQ____	-25.664	-25.774	-25.817	-25.486	-25.504	-25.804	-25.590	-25.337	-25.975	-25.717	-25.689	-25.727	-25.733	-25.839	-25.685	-25.338	-25.927	-25.538	-25.728	-25.541	-25.913	-25.689	-25.374	-25.457	-25.494	-25.583	-25.786	-25.583	-25.695	-25.929	-25.729	-26.012	125.884	125.818	125.690	125.678	125.742	125.543	125.547	125.604	125.405	125.478	125.921	125.616	125.615	125.538	125.405	125.535	125.559	125.541	125.918	125.547	125.612	125.652	125.806	125.608	125.386	125.668	125.533	125.668	125.408	125.819	125.464	125.484	101.496	101.551	101.581	101.437	101.439	101.588	101.494	101.378	101.676	101.556	101.504	101.548	101.551	101.604	101.548	101.385	101.641	101.472	101.521	101.473	101.630	101.528	101.377	101.431	101.466	101.480	101.581	101.480	101.553	101.618	101.563	101.685	2016_7_19_17_08_50
FLQS300LGRWM____	-25.665	-25.769	-26.001	-25.671	-25.555	-26.047	-25.715	-25.568	-25.863	-25.587	-26.260	-25.790	-26.078	-25.973	-25.947	-25.514	-25.750	-25.781	-25.852	-25.731	-26.029	-26.044	-25.629	-25.660	-25.731	-25.647	-26.113	-25.647	-25.869	-26.241	-25.421	-26.476	125.839	125.800	125.642	125.698	125.689	125.495	125.681	125.694	125.417	125.553	125.807	125.727	125.563	125.484	125.552	125.547	125.732	125.618	125.800	125.746	125.738	125.661	125.821	125.569	125.405	125.681	125.490	125.681	125.419	125.875	125.419	125.623	101.333	101.382	101.498	101.348	101.298	101.531	101.369	101.303	101.457	101.324	101.596	101.398	101.538	101.499	101.482	101.293	101.379	101.403	101.418	101.370	101.501	101.515	101.318	101.355	101.401	101.339	101.560	101.339	101.460	101.581	101.263	101.707	2016_7_19_17_08_50
FLQS3009GRWQ____	-26.050	-26.402	-26.025	-25.815	-26.056	-26.140	-25.987	-25.773	-26.126	-25.754	-26.074	-25.993	-26.389	-25.952	-26.008	-25.994	-26.088	-25.991	-26.059	-25.867	-26.338	-25.948	-25.730	-25.778	-25.937	-25.927	-26.187	-25.927	-26.139	-26.258	-26.057	-25.943	125.750	125.712	125.552	125.605	125.644	125.500	125.499	125.471	125.268	125.395	125.779	125.571	125.646	125.450	125.332	125.500	125.574	125.502	125.484	125.661	125.714	125.570	125.633	125.477	125.249	125.501	125.395	125.501	125.270	125.710	125.451	125.528	101.802	101.959	101.809	101.712	101.814	101.864	101.797	101.706	101.879	101.704	101.810	101.793	101.960	101.786	101.822	101.800	101.835	101.799	101.830	101.730	101.931	101.774	101.673	101.708	101.798	101.771	101.894	101.771	101.885	101.897	101.832	101.775	2016_7_19_17_08_50
FLQS2F0LGRX5____	-25.808	-25.914	-25.815	-25.568	-25.877	-25.624	-25.783	-25.472	-26.119	-25.659	-26.281	-25.914	-26.162	-26.084	-25.852	-25.582	-25.994	-25.787	-26.130	-25.752	-26.155	-25.980	-25.191	-25.540	-25.743	-25.780	-25.936	-25.780	-25.944	-25.904	-25.861	-25.769	126.258	126.369	126.176	126.056	126.231	126.028	126.097	125.979	125.897	126.033	126.307	126.198	126.260	126.038	125.960	126.028	126.166	126.032	126.259	126.172	126.160	126.031	126.290	125.984	125.825	126.040	125.969	126.040	125.899	126.310	125.955	126.026	101.685	101.721	101.695	101.598	101.717	101.625	101.688	101.563	101.853	101.640	101.886	101.736	101.839	101.825	101.730	101.607	101.774	101.695	101.825	101.668	101.845	101.780	101.413	101.592	101.695	101.692	101.766	101.692	101.776	101.722	101.735	101.688	2016_7_19_17_08_50
FLQS2EQUGRX5____	-25.654	-25.883	-25.558	-25.345	-25.899	-25.725	-25.702	-25.668	-25.851	-25.527	-25.914	-25.774	-25.896	-25.730	-25.773	-25.691	-25.845	-25.464	-25.838	-25.421	-26.120	-25.771	-25.483	-25.681	-25.435	-25.455	-25.548	-25.455	-25.369	-25.805	-25.607	-25.794	125.623	125.613	125.425	125.472	125.544	125.336	125.403	125.409	125.259	125.276	125.611	125.475	125.469	125.333	125.277	125.338	125.421	125.329	125.537	125.466	125.419	125.350	125.490	125.354	125.130	125.397	125.273	125.397	125.199	125.611	125.152	125.340	101.415	101.517	101.391	101.294	101.530	101.472	101.456	101.441	101.535	101.391	101.531	101.481	101.535	101.475	101.499	101.457	101.517	101.358	101.504	101.327	101.638	101.491	101.352	101.452	101.363	101.348	101.400	101.348	101.328	101.483	101.437	101.502	2016_7_19_17_08_50
FLQS2DERGRX5____	-25.662	-25.643	-25.744	-25.606	-25.734	-25.419	-25.704	-25.383	-25.854	-25.524	-25.691	-25.723	-26.084	-25.944	-25.891	-25.382	-25.619	-25.583	-25.839	-25.491	-25.994	-25.655	-25.313	-25.451	-25.661	-25.699	-25.544	-25.699	-25.677	-25.771	-25.608	-25.576	126.382	126.312	126.185	126.120	126.169	125.969	126.165	126.106	126.024	126.042	126.239	126.130	126.125	126.047	125.971	125.965	126.101	126.100	125.885	126.036	125.872	125.870	126.174	126.050	125.892	126.108	126.039	126.108	125.969	126.311	125.905	125.970	101.592	101.589	101.645	101.590	101.642	101.522	101.629	101.494	101.707	101.561	101.617	101.640	101.798	101.744	101.728	101.506	101.598	101.582	101.713	101.548	101.782	101.634	101.458	101.529	101.635	101.632	101.570	101.632	101.635	101.646	101.610	101.591	2016_7_19_17_08_50
FLQS2CKUGRX5	-25.761	-25.762	-25.858	-25.538	-25.678	-25.783	-25.577	-25.433	-25.737	-25.755	-26.031	-25.824	-25.902	-25.744	-25.797	-25.514	-25.854	-25.589	-26.007	-25.499	-26.070	-25.721	-25.371	-25.564	-25.776	-25.515	-25.782	-25.515	-25.683	-25.865	-25.666	-25.625	125.672	125.658	125.533	125.465	125.587	125.327	125.390	125.452	125.309	125.323	125.664	125.525	125.519	125.330	125.319	125.379	125.465	125.380	125.590	125.465	125.518	125.450	125.535	125.400	125.182	125.391	125.380	125.391	125.253	125.661	125.253	125.325	101.747	101.749	101.802	101.668	101.718	101.788	101.691	101.623	101.769	101.776	101.866	101.788	101.822	101.770	101.794	101.665	101.806	101.698	101.862	101.651	101.896	101.749	101.588	101.685	101.797	101.664	101.782	101.664	101.750	101.793	101.743	101.718	2016_7_19_17_08_50
FLQS2C9EGRX5____	-25.787	-25.834	-26.240	-25.667	-25.694	-25.870	-25.849	-25.938	-25.920	-25.843	-26.054	-26.029	-26.245	-25.839	-25.787	-25.577	-26.260	-25.661	-26.311	-25.739	-26.090	-26.352	-25.745	-25.578	-25.729	-25.716	-25.855	-25.716	-25.867	-26.074	-25.857	-25.815	126.102	126.094	125.968	125.840	126.015	125.818	125.885	125.772	125.738	125.699	125.989	125.789	125.790	125.816	125.737	125.688	125.792	125.816	125.795	125.801	125.846	125.729	125.966	125.771	125.604	125.885	125.695	125.885	125.680	126.032	125.625	125.664	101.571	101.592	101.780	101.542	101.538	101.632	101.617	101.666	101.661	101.631	101.697	101.704	101.798	101.619	101.603	101.516	101.805	101.541	101.827	101.577	101.726	101.851	101.564	101.509	101.590	101.559	101.637	101.559	101.643	101.702	101.644	101.622	2016_7_19_17_08_51
FLQS2C6NGRX5____	-25.645	-26.248	-25.948	-25.789	-26.437	-25.932	-25.966	-25.706	-26.096	-26.072	-26.122	-25.811	-26.382	-25.926	-25.882	-25.900	-25.813	-25.969	-26.207	-25.931	-26.234	-26.960	-25.514	-25.711	-25.924	-25.967	-26.037	-25.967	-25.957	-25.597	-25.926	-25.842	125.533	125.413	125.080	125.146	125.537	124.938	125.332	125.137	124.926	124.934	125.601	125.031	125.466	124.954	125.174	125.266	125.007	125.265	125.477	125.291	125.462	125.400	125.211	125.141	125.104	125.336	124.932	125.336	125.054	125.597	124.929	125.203	101.553	101.828	101.727	101.652	101.900	101.733	101.712	101.616	101.806	101.795	101.756	101.671	101.882	101.729	101.690	101.689	101.675	101.720	101.804	101.700	101.817	102.141	101.524	101.618	101.715	101.712	101.780	101.712	101.733	101.526	101.731	101.670	2016_7_19_17_08_51
FLQS2BJ4GRX5____	-25.807	-26.092	-26.127	-25.916	-25.940	-26.312	-25.747	-25.646	-25.885	-25.963	-26.119	-25.927	-26.205	-26.013	-25.913	-25.969	-25.952	-25.804	-26.096	-25.876	-25.925	-25.914	-25.625	-25.709	-25.919	-25.733	-25.768	-25.733	-25.792	-26.061	-25.870	-26.002	125.549	125.542	125.471	125.404	125.413	125.215	125.329	125.329	125.016	125.142	125.484	125.404	125.402	125.326	125.126	125.239	125.398	125.264	125.415	125.412	125.343	125.276	125.476	125.223	124.997	125.332	125.140	125.332	125.125	125.490	125.073	125.216	101.532	101.657	101.679	101.592	101.602	101.783	101.525	101.481	101.614	101.637	101.674	101.597	101.719	101.642	101.616	101.631	101.609	101.556	101.671	101.574	101.602	101.603	101.459	101.518	101.631	101.519	101.552	101.519	101.564	101.648	101.602	101.647	2016_7_19_17_08_51
FLQS224TGRWM____	-25.974	-26.092	-26.119	-25.629	-26.141	-25.929	-25.904	-25.764	-26.407	-25.685	-26.569	-26.137	-26.216	-25.927	-25.889	-25.884	-25.936	-26.250	-26.216	-25.824	-26.329	-25.982	-25.577	-25.506	-25.761	-25.580	-25.764	-25.580	-26.128	-25.849	-26.041	-25.819	125.468	125.402	125.384	125.312	125.393	125.178	125.195	125.244	125.100	125.116	125.467	125.386	125.378	125.190	124.942	125.240	125.258	125.229	125.579	125.276	125.391	125.257	125.333	125.129	124.966	125.278	125.112	125.278	125.042	125.582	124.993	125.193	101.802	101.860	101.874	101.665	101.882	101.809	101.796	101.731	102.026	101.707	102.063	101.881	101.916	101.807	101.813	101.783	101.804	101.945	101.898	101.754	101.965	101.825	101.640	101.627	101.754	101.647	101.742	101.647	101.909	101.737	101.875	101.759	2016_7_19_17_08_51
FLQS224LGRWM____	-25.791	-26.031	-25.996	-25.733	-26.161	-25.926	-25.607	-25.694	-26.043	-25.795	-25.879	-25.959	-26.038	-25.881	-25.822	-25.972	-25.995	-25.898	-26.122	-25.848	-26.423	-25.908	-26.383	-25.760	-25.913	-26.146	-25.922	-26.146	-25.834	-26.100	-25.812	-26.063	125.625	125.614	125.545	125.473	125.606	125.339	125.401	125.403	125.204	125.275	125.611	125.480	125.475	125.333	125.256	125.441	125.535	125.342	125.487	125.484	125.480	125.406	125.556	125.409	125.182	125.519	125.330	125.519	125.201	125.619	125.259	125.401	101.613	101.719	101.710	101.601	101.776	101.698	101.552	101.591	101.762	101.646	101.653	101.700	101.735	101.679	101.660	101.709	101.710	101.686	101.770	101.650	101.903	101.684	101.878	101.619	101.706	101.778	101.697	101.778	101.670	101.749	101.655	101.752	2016_7_19_17_08_51
