,Distance_X_LOGO_Front_Camera_RU1,Distance_X_LOGO_Front_Camera_RU2,Distance_X_LOGO_Front_Camera_RU3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Front_Camera_RU1,Distance_Y_LOGO_Front_Camera_RU2,Distance_Y_LOGO_Front_Camera_RU3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Front_Camera_RU1,Angle_Front_Camera_RU2,Angle_Front_Camera_RU3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS300VGRWQ,-25.7157570416,-25.6797377725,-25.6767361668,-25.6107008402,-25.7517763107,-25.5336596258,-25.6477206445,-25.681738843,-25.5376617668,-25.6767361668,-25.6797377725,-25.506645174,-25.6447190387,-25.6797377725,-25.6787372373,-25.6427179682,-25.8218137783,-25.7147565064,-25.6137024459,-25.6467201092,-25.6447190387,-25.7517763107,-25.7517763107,-25.645719574,-25.7867950445,-25.7547779164,-25.820813243,-25.681738843,-25.6447190387,-25.5766826416,-25.8218137783,-25.7517763107,139.075080489,139.05108013,139.070080414,138.971078933,139.075080489,138.977079023,139.052080145,138.954078679,139.015079591,139.120081162,139.046080055,138.989079203,139.032079846,139.046080055,139.083080609,139.006079457,139.05908025,139.072080444,138.942078499,138.849077108,139.003079412,138.954078679,138.919078155,138.988079188,139.024079726,139.013079562,139.18008206,139.112081043,138.975078993,139.120081162,138.914078081,139.083080609,100.44,100.428,100.425,100.406,100.455,100.375,100.415,100.436,100.374,100.422,100.428,100.363,100.415,100.428,100.425,100.416,100.484,100.44,100.409,100.43,100.417,100.464,100.466,100.419,100.472,100.46,100.474,100.424,100.419,100.382,100.494,100.454
FLQS300RGRWY,-26.2770034371,-26.2790041226,-26.2429917834,-26.1609636777,-26.3090144052,-26.1379557944,-26.2409910979,-26.2750027515,-26.1399564799,-26.2419914407,-26.2800044653,-26.167966077,-26.2109808154,-26.2800044653,-26.2089801298,-26.2079797871,-26.3810390834,-26.2740024088,-26.1779695045,-26.2379900697,-26.2419914407,-26.244992469,-26.3450267443,-26.2119811581,-26.2740024088,-26.3110150907,-26.3840401116,-26.2429917834,-26.2089801298,-26.1389561371,-26.3860407971,-26.2800044653,138.950943669,138.951943683,138.950943669,138.824941907,138.952943697,138.847942229,138.953943711,138.849942257,138.91594318,139.023944691,138.949943655,138.883942732,138.88594276,138.949943655,138.986944173,138.913943152,138.988944201,138.92094325,138.816941795,138.807941669,138.879942676,138.879942676,138.91594318,138.888942802,138.947943627,138.911943124,139.05894518,138.988944201,138.878942662,139.021944663,138.784941347,138.986944173,100.528,100.528,100.514,100.491,100.54,100.48,100.513,100.535,100.475,100.508,100.529,100.489,100.506,100.529,100.498,100.503,100.566,100.529,100.498,100.523,100.519,100.52,100.557,100.507,100.527,100.544,100.562,100.511,100.506,100.468,100.583,100.526
FLQS300LGRWQ,-25.9361801719,-25.9041651369,-25.9041651369,-25.8291298988,-25.9691956766,-25.7661002988,-25.9011637274,-25.9001632576,-25.7961143941,-25.9031646671,-25.9021641973,-25.7971148639,-25.8691486925,-25.9021641973,-25.8681482227,-25.8681482227,-26.0422299751,-25.9341792322,-25.8351327179,-25.8641463433,-25.9051656068,-25.9061660766,-25.9701961465,-25.8691486925,-25.9321782925,-25.9691956766,-26.0442309148,-25.9401820512,-25.8641463433,-25.8351327179,-26.0442309148,-25.9401820512,139.089718363,139.089718363,139.089718363,139.015712128,139.088718279,139.018712381,139.089718363,139.021712634,139.032713561,139.156724009,139.087718195,139.028713224,139.050715077,139.087718195,139.122721144,139.052715246,139.122721144,139.087718195,138.949706567,138.987709769,139.018712381,139.019712465,139.055715499,138.992710191,139.089718363,139.05371533,139.191726958,139.093718701,139.018712381,139.134722155,138.914703618,139.123721228,100.532,100.519,100.519,100.495,100.545,100.47,100.518,100.523,100.481,100.514,100.519,100.481,100.509,100.519,100.503,100.508,100.572,100.531,100.502,100.511,100.525,100.525,100.548,100.513,100.53,100.548,100.568,100.533,100.509,100.489,100.588,100.531
FLQS300LGRWM,-26.2227916391,-26.1137550827,-26.1467661502,-26.0417309354,-26.2588037127,-26.0027178556,-26.1467661502,-26.111754412,-26.0057188617,-26.18577923,-26.1097537412,-26.0027178556,-26.1107540766,-26.1097537412,-26.1147554181,-26.1077530704,-26.3298275247,-26.1807775531,-26.048733283,-26.1377631318,-26.1127547473,-26.1467661502,-26.214788956,-26.1167560889,-26.1787768824,-26.2538020359,-26.2948157864,-26.1507674918,-26.0747420029,-26.0517342892,-26.2878134388,-26.1867795654,139.004345198,139.036346429,139.076347967,139.01634566,139.00334516,138.939342698,139.031346236,139.010345429,139.000345044,139.10034889,139.053347082,138.998344967,139.034346352,139.053347082,139.112349351,139.007345313,139.069347698,139.075347928,138.932342429,138.942342814,139.005345237,138.97734416,139.043346698,138.958343429,139.075347928,139.013345544,139.134350197,139.036346429,138.969343852,139.073347851,138.834338661,139.107349159,100.485,100.44,100.45,100.412,100.5,100.403,100.453,100.441,100.399,100.464,100.437,100.398,100.439,100.437,100.434,100.439,100.523,100.463,100.422,100.456,100.442,100.457,100.479,100.447,100.463,100.497,100.504,100.454,100.429,100.412,100.524,100.463
FLQS3009GRWQ,-26.2085440453,-26.1765384961,-26.1795390164,-26.1065263574,-26.3205634672,-26.032513525,-26.205543525,-26.1745381493,-26.071520288,-26.1795390164,-26.2095442187,-26.1425326002,-26.1425326002,-26.2095442187,-26.1775386695,-26.1735379759,-26.3195632938,-26.2085440453,-26.1125273979,-26.1385319065,-26.178538843,-26.2125447389,-26.2765558372,-26.1495338141,-26.3995771666,-26.2425499412,-26.3965766464,-26.2135449123,-26.13953208,-26.1105270511,-26.3505686695,-26.2465506349,139.047990569,138.978991069,139.010990837,138.951991265,139.009990844,138.941991338,138.975991091,138.952991258,139.018990779,139.115990075,138.943991324,138.97199112,138.895991672,138.943991324,139.0849903,138.947991294,139.087990278,139.045990583,138.902991621,138.948991287,138.940991345,138.914991534,139.012990823,138.967991149,139.007990859,138.956991229,139.111990104,139.043990598,138.908991578,139.080990329,138.838992086,139.080990329,100.771,100.763,100.762,100.737,100.818,100.709,100.775,100.764,100.718,100.754,100.779,100.75,100.756,100.779,100.756,100.764,100.812,100.771,100.743,100.75,100.767,100.782,100.8,100.753,100.85,100.791,100.84,100.773,100.754,100.729,100.843,100.783
FLQS2F0LGRX5,-26.0577420161,-26.0197453086,-26.023744962,-25.9877480813,-26.0907391568,-25.9197539732,-26.0227450487,-26.020745222,-25.9227537132,-26.0247448754,-26.020745222,-25.9197539732,-25.9907478213,-26.020745222,-25.989747908,-25.9847483412,-26.1627329183,-26.0567421027,-25.9607504207,-26.020745222,-26.023744962,-26.023744962,-26.0897392434,-25.9937475614,-26.054742276,-26.1267360375,-26.1637328317,-26.0217451353,-26.020745222,-25.9237536266,-26.1617330049,-26.0597418428,139.006572606,138.98057306,139.005572624,138.907574335,139.006572606,138.906574352,139.003572658,138.938573794,138.96857327,139.103570912,138.98457299,138.967573287,138.966573305,138.98457299,139.074571419,138.945573671,139.074571419,139.006572606,138.894574562,138.904574387,138.934573863,138.938573794,138.970573235,138.931573916,139.005572624,138.945573671,139.138570301,139.036572082,138.903574405,139.073571436,138.825575767,139.03957203,100.75,100.737,100.736,100.73,100.763,100.702,100.736,100.74,100.699,100.73,100.737,100.698,100.726,100.737,100.718,100.726,100.787,100.75,100.72,100.743,100.742,100.742,100.766,100.73,100.749,100.782,100.782,100.734,100.743,100.692,100.805,100.748
FLQS2EQUGRX5,-26.066359768,-26.0323305777,-25.9993022459,-25.9322447239,-26.170449056,-25.8912095238,-26.0353331533,-25.9993022459,-25.8922103824,-26.0363340118,-26.1003889583,-25.8892078067,-25.9962996703,-26.1003889583,-26.0003031045,-25.9952988118,-26.1734516316,-26.0653589095,-25.9682756313,-25.9662739142,-26.0003031045,-26.0303288606,-26.1003889583,-26.001303963,-26.1354190071,-26.170449056,-26.1744524901,-26.0343322948,-26.0293280021,-25.9322447239,-26.1714499145,-26.0683614851,138.946279959,138.917295754,138.972265798,138.876318085,138.814351854,138.873319719,138.971266342,138.876318085,138.945280504,139.043227127,138.884313728,138.934286495,138.903303379,138.884313728,139.011244556,138.849332791,138.977263074,138.943281593,138.777372007,138.844335515,138.872320264,138.814351854,138.779370918,138.901304469,138.954275602,138.849332791,139.045226037,138.975264164,138.838338783,139.011244556,138.77037582,139.009245645,100.484,100.473,100.456,100.436,100.536,100.42,100.47,100.463,100.415,100.465,100.503,100.415,100.459,100.503,100.453,100.463,100.524,100.484,100.458,100.452,100.463,100.48,100.51,100.462,100.511,100.533,100.52,100.469,100.477,100.426,100.539,100.48
FLQS2DERGRX5,-25.9605119565,-25.9245084728,-25.8925053762,-25.823498699,-25.9995157306,-25.745491151,-25.8925053762,-25.8885049891,-25.7914956024,-25.8915052794,-25.8905051826,-25.7854950218,-25.8945055697,-25.8905051826,-25.8885049891,-25.8875048923,-26.0685224077,-25.958511763,-25.8565018924,-25.8525015054,-25.8915052794,-25.9255085696,-25.9945152467,-25.8625024731,-25.9595118597,-25.9615120533,-26.0345191175,-25.9255085696,-25.8545016989,-25.8204984087,-26.0685224077,-25.9625121501,139.168858438,139.130864483,139.166858757,139.106868301,139.169858279,139.03088039,139.161859552,139.103868778,139.13786337,139.197853825,139.141862733,139.128864801,139.056876255,139.141862733,139.164859075,139.099869414,139.208852075,139.166858757,139.020881981,139.041878641,139.090870846,139.068874346,139.133864006,139.049877368,139.167858597,139.10586846,139.237847462,139.130864483,139.0628753,139.243846508,138.916898525,139.201853189,100.678,100.666,100.651,100.628,100.693,100.602,100.651,100.654,100.612,100.648,100.652,100.611,100.659,100.652,100.649,100.654,100.717,100.677,100.647,100.644,100.656,100.671,100.694,100.647,100.677,100.683,100.702,100.667,100.643,100.616,100.739,100.676
FLQS2CKUGRX5,-26.009944501,-25.9749795272,-25.9719825295,-25.9719825295,-26.0439104756,-25.8351196321,-25.973980528,-25.9020525819,-25.8341206328,-25.9759785265,-25.973980528,-25.8670876081,-25.9370175557,-25.973980528,-25.942012552,-25.938016555,-26.1188354194,-26.0069475033,-25.9120425744,-25.9390155542,-25.9759785265,-25.9749795272,-26.0449094748,-25.9450095497,-26.005948504,-26.0459084741,-26.1168374209,-25.9789755243,-25.9410135527,-25.8750796021,-26.1118424246,-26.013940498,139.064571438,139.064571438,139.063571455,138.934573708,139.06557142,138.993572678,139.064571438,138.934573708,139.028572066,139.134570215,139.066571403,139.025572119,138.969573097,139.066571403,139.099570826,139.030572031,139.100570809,139.004572485,138.9235739,138.956573324,138.992572695,138.99857259,139.029572049,138.993572678,139.039571874,139.028572066,139.167569639,139.097570861,138.993572678,139.133570233,138.829575542,139.099570826,100.767,100.753,100.752,100.761,100.78,100.702,100.752,100.733,100.699,100.748,100.752,100.713,100.745,100.752,100.737,100.74,100.807,100.77,100.738,100.746,100.758,100.758,100.783,100.746,100.767,100.784,100.801,100.752,100.744,100.708,100.825,100.766
FLQS2C9EGRX5,-25.9767046932,-25.977704374,-25.9757050124,-25.8717382128,-26.0446829852,-25.8397484283,-25.9447149087,-25.9747053317,-25.8727378936,-25.9807034162,-25.9417158664,-25.8677394897,-25.981703097,-25.9417158664,-25.9447149087,-25.9407161856,-26.0886689389,-26.0076947969,-25.9117254434,-25.934718101,-25.9447149087,-25.977704374,-26.0426836237,-25.9467142702,-26.0096941585,-26.0106938392,-26.0896686197,-25.9827027778,-25.9397165049,-25.8747372551,-26.1176596811,-26.0146925623,139.108666343,139.048678561,139.10666675,139.057676729,139.10966614,138.936701369,139.09866838,138.946699333,139.074673267,139.115664918,139.074673267,138.963695871,138.957697093,139.074673267,139.151657587,139.028682634,139.092669601,139.101667769,138.901708496,138.962696074,139.031682023,138.994689558,139.067674692,138.96669526,139.10666675,139.092669601,139.149657994,139.035681209,138.984691594,139.075673063,138.832722547,139.134661049,100.592,100.597,100.592,100.554,100.619,100.55,100.58,100.603,100.553,100.593,100.581,100.559,100.605,100.581,100.576,100.584,100.638,100.605,100.581,100.586,100.585,100.601,100.621,100.59,100.605,100.607,100.634,100.6,100.586,100.554,100.669,100.605
FLQS2C6NGRX5,-26.3566210489,-26.3185826289,-26.3185826289,-26.2505138772,-26.3876523916,-26.1774400703,-26.3165806067,-26.3135775736,-26.2114744461,-26.3185826289,-26.3175816178,-26.210473435,-26.283547242,-26.3175816178,-26.2855492641,-26.2815452199,-26.4587241764,-26.3546190268,-26.2515148882,-26.2795431978,-26.3175816178,-26.3185826289,-26.3886534026,-26.283547242,-26.3516159936,-26.3856503695,-26.4607261985,-26.3185826289,-26.3145785846,-26.2144774793,-26.4577231653,-26.3556200379,139.058408017,139.083411327,139.054407488,138.983398088,139.083411327,138.985398353,139.057407885,138.985398353,139.022403251,139.149420065,139.078410665,139.046406429,139.018402722,139.078410665,139.117415829,139.043406031,139.116415696,139.056407753,138.94239266,138.948393454,138.983398088,139.011401795,139.022403251,138.985398353,139.05940815,139.047406561,139.185424831,139.090412254,138.947393322,139.129417417,138.878384186,139.093412651,100.73,100.713,100.715,100.694,100.741,100.665,100.715,100.719,100.676,100.709,100.713,100.673,100.705,100.713,100.698,100.702,100.767,100.73,100.697,100.708,100.72,100.719,100.746,100.707,100.728,100.743,100.762,100.713,100.722,100.669,100.784,100.727
FLQS2BJ4GRX5,-26.1573534829,-26.1223302475,-26.156352819,-26.0853056845,-26.2263992897,-26.0232645247,-26.194378046,-26.1243315753,-26.0542851046,-26.1583541467,-26.1203289198,-26.0202625331,-26.126332903,-26.1203289198,-26.1253322391,-26.0893083399,-26.3034504075,-26.1903753905,-26.0612897517,-26.1223302475,-26.126332903,-26.1253322391,-26.2253986258,-26.0953123231,-26.1543514913,-26.1903753905,-26.3074530629,-26.1283342307,-26.1233309114,-26.0272671802,-26.2674265082,-26.1953787098,139.077515557,139.042513666,139.078515611,139.015512206,139.077515557,139.009511882,139.036513341,139.014512152,139.045513828,139.109517286,139.054514314,139.007511774,139.037513395,139.054514314,139.114517557,139.015512206,139.112517449,139.076515503,138.931507667,138.953508856,139.008511828,139.019512423,139.041513612,139.000511396,139.047513936,139.049514044,139.143519124,139.113517503,138.972509883,139.14751934,138.9025061,139.108517232,100.561,100.55,100.561,100.538,100.589,100.513,100.579,100.553,100.523,100.56,100.549,100.512,100.552,100.549,100.546,100.539,100.617,100.575,100.534,100.557,100.554,100.553,100.591,100.543,100.563,100.577,100.616,100.547,100.556,100.505,100.618,100.574
FLQS224TGRWM,-27.9509108676,-27.9136429865,-27.9104485966,-27.898735834,-27.9871139522,-27.7496643094,-27.9157725797,-27.944522088,-27.7933209701,-27.9104485966,-27.9093838,-27.7869321905,-27.8774399019,-27.9093838,-27.8774399019,-27.8721159189,-28.0691032907,-27.9509108676,-27.8465608004,-27.904059817,-27.9125781899,-27.9115133932,-27.9881787488,-27.8795694951,-27.949846071,-27.9881787488,-28.0691032907,-27.9125781899,-27.8742455121,-27.8039689362,-28.0637793077,-27.9541052574,139.085231996,139.08223184,139.121233868,138.949224924,139.121233868,138.949224924,139.081231788,138.991227108,139.048230072,139.151235428,139.098232672,138.984226744,139.045229916,139.098232672,139.160235896,139.055230436,139.118233712,139.083231892,138.938224352,138.991227108,139.015228356,139.025228876,139.053230332,138.980226536,139.084231944,139.098232672,139.185237196,139.084231944,139.019228564,139.121233868,138.913223052,139.156235688,100.795,100.781,100.777,100.786,100.806,100.73,100.782,100.799,100.739,100.775,100.778,100.741,100.77,100.778,100.762,100.768,100.836,100.795,100.767,100.784,100.785,100.784,100.811,100.776,100.794,100.808,100.831,100.78,100.771,100.737,100.85,100.791
FLQS224LGRWM,-25.958224013,-25.9243229753,-25.9203346179,-25.8515354531,-25.9941192295,-25.7747595735,-25.9223287966,-25.9163462605,-25.7787479309,-25.923325886,-25.9223287966,-25.8126489686,-25.8874306695,-25.9223287966,-25.8884277589,-25.9203346179,-26.0639154836,-25.9931221401,-25.8246140408,-25.8804510441,-25.9213317073,-25.923325886,-25.9911279614,-25.9303055114,-25.9572269237,-25.9951163188,-26.0629183943,-25.9592211024,-25.8844394015,-25.8555238105,-26.0659096623,-25.9602181917,139.049345347,139.048345467,139.026348101,138.932359359,139.051345107,138.956356485,139.046345706,138.957356365,139.014349539,139.117337203,139.054344748,138.986352892,138.984353131,139.054344748,139.081341515,138.951357083,139.083341275,139.023348461,138.903362832,138.943358042,138.975354209,138.984353131,138.967355167,138.972354569,139.024348341,139.01834906,139.130335646,139.051345107,138.97835385,139.093340077,138.872366545,139.083341275,100.614,100.601,100.601,100.581,100.629,100.548,100.6,100.605,100.546,100.596,100.6,100.561,100.591,100.6,100.584,100.607,100.654,100.631,100.572,100.591,100.605,100.605,100.634,100.609,100.616,100.632,100.651,100.615,100.59,100.57,100.671,100.613
FLQS200ZGRX8,-25.9131637468,-25.8741469379,-25.8761477999,-25.7721029759,-25.9131637468,-25.73608746,-25.8761477999,-25.8421331459,-25.7711025449,-25.8771482309,-25.8781486619,-25.735087029,-25.8451344389,-25.8781486619,-25.8441340079,-25.8381314219,-26.0162081398,-25.9101624538,-25.7811068549,-25.8391318529,-25.8741469379,-25.8781486619,-25.9481788318,-25.8461348699,-25.9121633158,-25.9481788318,-26.0172085708,-25.8751473689,-25.8381314219,-25.7731034069,-26.0172085708,-25.9141641778,139.173097196,139.174097462,139.172096929,139.0770716,139.172096929,139.073070533,139.173097196,139.101077999,139.141088664,139.244116126,139.174097462,139.134086797,139.110080398,139.174097462,139.209106794,139.0770716,139.211107327,139.171096662,139.033059868,139.063067867,139.100077732,139.105079065,139.113081198,139.103078532,139.171096662,139.082072933,139.279125458,139.183099862,139.101077999,139.245116393,138.97604467,139.208106528,100.649,100.634,100.635,100.6,100.649,100.586,100.634,100.626,100.595,100.629,100.635,100.581,100.626,100.635,100.619,100.626,100.687,100.648,100.607,100.628,100.639,100.64,100.667,100.628,100.649,100.67,100.683,100.633,100.625,100.588,100.705,100.647
FLNS2037GRWV,-25.6807380572,-25.6577400829,-25.6457411397,-25.585746424,-25.7857288097,-25.5257517083,-25.656740171,-25.6537404352,-25.5527493304,-25.655740259,-25.655740259,-25.6107442223,-25.6107442223,-25.655740259,-25.6217432535,-25.6807380572,-25.7967278409,-25.6897372646,-25.5907459837,-25.6207433415,-25.6577400829,-25.7157349747,-25.7857288097,-25.6257429012,-25.6907371765,-25.725734094,-25.7927281932,-25.656740171,-25.6217432535,-25.5507495065,-25.8017274006,-25.6927370004,138.888264259,138.951231736,138.888264259,138.885265808,138.888264259,138.882267357,138.950232253,138.888264259,138.915250321,139.023194568,138.961226574,138.853282327,138.853282327,138.961226574,138.985214185,138.853282327,138.993210055,138.95223122,138.808305558,138.856280779,138.919248256,138.818300395,138.853282327,138.880268389,138.953230704,138.923246191,139.0581765,138.990211603,138.881267873,139.022195084,138.818300395,138.987213152,100.353,100.339,100.339,100.316,100.395,100.292,100.339,100.342,100.3,100.333,100.338,100.328,100.328,100.338,100.322,100.356,100.391,100.352,100.323,100.332,100.342,100.372,100.398,100.332,100.352,100.369,100.385,100.336,100.33,100.292,100.406,100.351
