,Distance_X_LOGO_Battery_Rigth1,Distance_X_LOGO_Battery_Rigth2,Distance_X_LOGO_3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Battery_Rigth1,Distance_Y_LOGO_Battery_Rigth2,Distance_Y_LOGO_3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Battery_Rigth1,Angle_Battery_Rigth2,Angle_3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS308YGRWQ,-43.1419192917,-43.5599378885,-43.0969172897,-43.1519197366,-42.8149047435,-42.8369057223,-42.9319099489,-42.9809121289,-42.9699116395,-43.1419192917,-43.1419192917,-43.066915955,-42.8759074574,-42.9119090591,-43.1469195142,-43.3939305032,-42.970911684,-43.1419192917,-43.0019130631,-43.0299143089,-43.4219317489,-43.1819210713,-43.0899169783,-43.1959216942,-43.6599423375,-43.0059132411,-42.870907235,-43.0019130631,-43.1879213383,-43.1579200036,-43.2169226285,-43.1769208489,-125.401953269,-125.493965708,-125.253933258,-125.318942046,-125.517968953,-125.460961246,-125.471962734,-125.174922576,-125.207927038,-125.506967466,-125.26193434,-125.250932852,-125.209927309,-125.268935286,-125.324942858,-125.28693772,-125.223929202,-125.401953269,-125.541972198,-125.45596057,-125.506967466,-125.667989235,-125.306940424,-125.681991128,-125.760001674,-125.35794732,-125.617982474,-125.471962734,-125.79000573,-125.360947725,-125.323942723,-125.646986395,250.817,250.659,250.815,250.801,250.967,250.95,250.913,250.851,250.86,250.832,250.797,250.827,250.899,250.892,250.804,250.698,250.862,250.817,250.894,250.87,250.718,250.838,250.825,250.834,250.656,250.866,250.958,250.884,250.852,250.805,250.775,250.837
FLQS3084GRWM,-43.4587543897,-43.4357587527,-43.3687714625,-43.4707521133,-43.3787695655,-43.300784362,-43.2527934675,-43.2697902426,-43.3127820856,-43.5347399726,-43.4677526824,-43.3927669097,-43.3217803783,-43.4257606497,-43.42676046,-43.6217234689,-43.4587543897,-43.4337591321,-43.4597542,-43.5397390241,-43.6927100003,-43.3677716522,-43.4357587527,-43.4767509751,-43.5737325744,-43.4627536309,-43.4547551485,-43.532740352,-43.4657530618,-43.552736558,-43.5587354199,-43.5497371271,-125.448943147,-125.812931376,-125.251949518,-125.31094761,-125.526940625,-125.521940786,-125.537940269,-125.307947707,-125.288948321,-125.627937359,-125.317947383,-125.518940883,-125.222950455,-125.350946316,-125.14395301,-125.095954562,-125.293948159,-125.40894444,-125.514941013,-125.771932702,-125.386945152,-125.858929889,-125.364945863,-125.677935742,-125.750933381,-125.307947707,-125.506941271,-125.340946639,-125.727934125,-125.680935645,-125.57593904,-125.626937391,250.917,250.978,250.926,250.893,250.961,250.992,251.014,250.975,250.954,250.912,250.895,250.954,250.941,250.917,250.887,250.801,250.895,250.922,250.926,250.93,250.813,251.012,250.915,250.942,250.913,250.896,250.927,250.872,250.954,250.912,250.894,250.905
FLQS307KGRWV,-42.9845920667,-43.182594794,-43.045592907,-43.1375941742,-42.7545888987,-42.7255884992,-42.6465874111,-42.9635917775,-42.8495902072,-43.1905949042,-42.952591626,-42.9875921081,-42.8145897251,-42.9715918877,-43.0215925764,-43.3195966811,-42.8495902072,-43.1095937885,-42.8855907031,-42.9575916948,-43.3235967362,-43.1685946012,-42.9665918188,-43.0655931824,-43.235595524,-42.881590648,-42.7955894634,-43.0075923835,-42.8785906067,-42.912591075,-43.027592659,-42.9065909924,-125.363777957,-125.464780196,-124.979769448,-125.371778135,-125.183773969,-125.360777891,-125.132772838,-125.02677049,-125.134772883,-125.411779021,-124.974769337,-125.044770888,-125.007770069,-125.010770135,-125.225774899,-125.011770157,-125.061771265,-125.383778401,-125.109772329,-125.551782123,-125.291776362,-125.384778423,-125.26777583,-125.597783143,-125.559782301,-125.200774345,-125.222774833,-125.188774079,-125.263775741,-125.098772085,-125.002769958,-125.118772528,250.953,250.886,250.874,250.892,251.022,251.059,251.059,250.914,250.977,250.876,250.911,250.907,250.973,250.909,250.919,250.767,250.966,250.905,250.958,250.99,250.804,250.881,250.947,250.953,250.878,250.973,251.011,250.919,250.982,250.945,250.885,250.951
FLQS3072GRWV,-42.9284079647,-43.0064050721,-42.7734137128,-42.9184083355,-42.6084198317,-42.6254192013,-42.7034163087,-42.6974165312,-42.8824096706,-43.0724026245,-42.9934055542,-42.9264080389,-42.7204156783,-42.9394075568,-43.0294042192,-43.0954017716,-42.9414074826,-42.9064087805,-42.8004127115,-43.0034051834,-43.1054014007,-42.9344077422,-42.9624067038,-42.9054088176,-43.1034014749,-42.8604104864,-42.5364225018,-42.8704101156,-42.8524107831,-43.0534033291,-43.0024052204,-43.0124048496,-125.749248786,-125.905270187,-125.614230265,-126.010284591,-125.820258526,-125.887267717,-125.901269638,-125.547221074,-125.713243847,-125.79725537,-125.737247139,-125.628232186,-125.526218193,-125.707243024,-125.676238771,-125.635233146,-125.711243572,-125.723245219,-125.696241515,-126.178307639,-126.051290216,-125.959277595,-125.723245219,-126.102297212,-126.109298173,-125.784253587,-125.85426319,-125.76525098,-125.958277458,-125.792254685,-125.936274439,-125.992282122,251.017,251.008,251.062,251.058,251.158,251.16,251.131,251.084,251.031,250.965,250.989,251.001,251.071,251.007,250.966,250.933,251.007,251.023,251.062,251.047,250.987,251.044,251.0,251.076,250.996,251.05,251.192,251.044,251.078,250.973,251.013,251.017
FLQS305NGRWM,-43.1446609573,-43.4449578876,-43.0395570317,-43.3438579211,-42.9835016048,-42.939458055,-42.5811037182,-43.0705877145,-43.0085263489,-43.4139272048,-43.1526688755,-43.0405580215,-42.7913115694,-43.0605778169,-43.0655827657,-43.3668806857,-43.0675847452,-43.0966134485,-43.0525698987,-43.1877035173,-43.3648787062,-43.223739149,-43.4299430411,-43.2868015043,-43.5700816085,-43.1146312643,-42.9744926969,-43.1236401722,-43.1086253257,-43.1336500699,-43.2507658727,-43.3598737573,-126.099836476,-126.152850701,-125.651716231,-126.177857411,-126.105838086,-126.099836476,-126.101837012,-125.764746561,-125.799755955,-126.08483245,-126.302890961,-125.834765349,-125.728736898,-125.740740119,-125.838766422,-125.800756223,-125.807758102,-125.987806415,-125.907784942,-126.229871368,-126.212866805,-126.064827082,-126.367908408,-126.532952694,-126.157852043,-126.157852043,-126.437927196,-126.04682225,-126.315894451,-125.943794605,-126.097835939,-126.507945984,250.972,250.858,250.952,250.902,251.038,251.056,251.202,250.955,250.986,250.861,250.997,250.977,251.064,250.956,250.968,250.84,250.963,250.976,250.983,250.973,250.898,250.935,250.893,250.974,250.807,250.992,251.088,250.973,251.017,250.955,250.929,250.941
FLQS305DGRWM,-43.1314582867,-43.5455490926,-43.0204339402,-43.2914933808,-42.9564199026,-42.8583984075,-42.6233468631,-42.8724014782,-42.8764023556,-43.2794907487,-43.2044742984,-43.0284356949,-43.0114319662,-43.0534411784,-43.3555074184,-43.3535069797,-43.0514407397,-43.3235003996,-43.0874486358,-43.1684664022,-43.4675319842,-43.203474079,-43.3575078571,-43.1444611381,-43.4485278168,-43.0894490745,-42.8844041103,-43.27749031,-43.2074749564,-43.2974946968,-43.2384817559,-43.2424826332,-125.45425508,-125.781253139,-125.32625584,-125.653253899,-125.589254279,-125.593254255,-125.527254647,-125.24725631,-125.212256517,-125.500254807,-125.583254314,-125.268256185,-125.23025641,-125.285256084,-125.457255063,-125.174256743,-125.352255686,-125.60425419,-125.514254724,-125.535254599,-125.635254006,-125.602254202,-125.755253293,-125.810252967,-125.900252432,-125.485254896,-125.622254083,-125.536254594,-125.549254516,-125.549254516,-125.576254356,-125.578254344,250.954,250.831,250.981,250.917,251.044,251.085,251.172,251.031,251.025,250.9,250.942,250.97,250.972,250.962,250.863,250.824,250.972,250.897,250.98,250.95,250.843,250.946,250.904,250.999,250.887,250.975,251.078,250.906,250.936,250.9,250.928,250.926
FLQS3057GRWM,-42.8939493302,-43.2791194875,-42.9949939689,-42.8589338614,-42.7598901067,-42.6058220438,-42.6018202759,-42.7538874549,-42.7969064594,-43.0260076699,-43.2310982731,-42.8359236961,-42.8199166247,-42.8589338614,-43.0390134154,-43.2200934114,-42.8549320935,-43.0630240226,-42.8939493302,-42.9749851295,-43.3381455635,-42.8859457945,-42.9289647991,-43.0800315361,-43.293125675,-42.7738962942,-42.8029091112,-43.02100546,-43.1040421433,-43.0340112056,-42.9839891072,-43.0440156253,-125.615480487,-125.650499578,-125.727541578,-125.475404123,-125.735545942,-125.618482123,-126.009695397,-125.335327759,-125.496415578,-125.594469032,-125.600472305,-125.468400305,-125.382353395,-125.490412305,-125.481407396,-125.444387214,-125.489411759,-125.692522487,-125.545442305,-125.681516487,-125.788574851,-125.689520851,-125.580461396,-126.107748852,-126.328869398,-125.506421032,-125.653501214,-125.672511578,-126.035709579,-125.650499578,-125.54644285,-125.723539396,251.162,251.01,251.136,251.157,251.233,251.281,251.336,251.18,251.185,251.105,251.022,251.165,251.16,251.159,251.084,251.005,251.16,251.104,251.152,251.138,251.005,251.176,251.143,251.155,251.099,251.196,251.205,251.118,251.135,251.11,251.116,251.116
FLQS3052GRWY,-43.1438174215,-43.4018940925,-43.2828587287,-43.4649128144,-42.9707660104,-43.1848296057,-42.8157199484,-43.0998043459,-43.0077770058,-43.5809472867,-43.3098667524,-43.1588218791,-43.1518197989,-43.3158685355,-43.2438471389,-43.5509383714,-43.2538501107,-43.2698548655,-43.2408462474,-43.1858299028,-43.4158982529,-43.0197805719,-43.4669134088,-43.4659131116,-43.5809472867,-43.2768569457,-43.0167796804,-43.2398459502,-43.2918614033,-43.2568510022,-43.3098667524,-43.3788872575,-125.479586847,-125.413593902,-125.421593047,-125.425592619,-125.377597749,-125.506583962,-125.439591123,-125.442590802,-125.12762447,-125.665566967,-125.372598284,-125.478586954,-125.196617095,-125.259610362,-125.479586847,-125.261610148,-125.263609934,-125.562577976,-125.42259294,-125.555578724,-125.604573487,-125.567577442,-125.40659465,-125.914540353,-125.739559058,-125.339601811,-125.533581076,-125.37459807,-125.511583427,-125.400595291,-125.442590802,-125.543580007,250.844,250.73,250.779,250.706,250.901,250.831,250.973,250.857,250.85,250.692,250.761,250.838,250.801,250.743,250.803,250.647,250.769,250.804,250.796,250.837,250.751,250.907,250.702,250.774,250.702,250.77,250.903,250.79,250.788,250.787,250.771,250.757
FLQS304WGRWM,-43.6808278586,-43.9206284296,-43.7610958322,-43.7851762243,-43.5172818625,-43.6005598851,-43.2955415856,-43.4199569446,-43.6095900321,-43.6366804732,-43.9427021224,-43.6818312083,-43.5724660943,-43.670794362,-43.9105949329,-43.9276518773,-43.6818312083,-43.7520656852,-43.6537374176,-43.5463790029,-43.9276518773,-43.5624325977,-43.9527356191,-43.8574174005,-44.0600940337,-43.7059116004,-43.567449346,-43.6005598851,-43.7169484467,-43.7330020415,-43.7370154401,-43.6818312083,-125.329062838,-125.7031466,-125.131018493,-125.397078067,-125.469094193,-125.466093521,-125.411081203,-125.125017149,-125.10501267,-125.503101807,-125.527107182,-125.140020509,-125.16302566,-125.103012222,-125.208035738,-125.175028347,-125.175028347,-125.351067765,-125.272050072,-125.402079187,-125.455091057,-125.480096656,-125.25404604,-125.91019296,-125.58712062,-125.31205903,-125.510103375,-125.339065077,-125.350067541,-125.255046264,-125.271049848,-125.595122412,250.706,250.662,250.645,250.673,250.792,250.758,250.875,250.784,250.703,250.749,250.628,250.679,250.727,250.678,250.596,250.584,250.684,250.68,250.709,250.771,250.624,250.776,250.585,250.716,250.589,250.694,250.778,250.74,250.694,250.675,250.675,250.743
FLQS3047GRWM,-42.9324352647,-43.5025472789,-42.863421705,-42.9674421427,-42.7934079489,-42.7624018569,-42.6903877077,-42.6593816157,-42.7123920311,-43.1874853763,-43.045457471,-42.491348601,-42.6733843669,-43.0374558989,-43.0374558989,-43.3885248761,-43.0374558989,-43.1044690655,-42.8704230807,-43.0054496104,-43.1894857693,-42.5083519418,-42.9674421427,-43.1184718167,-43.7375934603,-42.8114114862,-42.7173930137,-42.8754240632,-42.9294346751,-43.0724627769,-43.0724627769,-42.83041522,-125.375743273,-125.826684802,-125.239760905,-125.375743273,-125.381742495,-125.443734457,-125.509725901,-125.097779315,-125.064783594,-125.549720715,-125.642708658,-125.097779315,-125.191767128,-125.830684284,-125.305752349,-125.346747033,-125.900675209,-125.573717603,-125.30975183,-125.550720585,-125.810686877,-125.438735106,-125.340747811,-125.944669504,-125.900675209,-125.389741458,-125.405739384,-125.371743792,-125.566718511,-125.340747811,-125.235761424,-125.415738087,250.98,250.811,250.989,250.966,251.038,251.059,251.098,251.053,251.027,250.901,250.971,251.122,251.061,251.001,250.928,250.79,251.011,250.938,250.996,250.975,250.936,251.163,250.961,250.984,250.726,251.032,251.072,251.003,251.008,250.918,250.903,251.028
FLQS303BGRWM,-43.415969659,-43.5030116998,-43.3899570951,-43.5240218476,-43.1958633489,-43.2789034568,-43.160846436,-43.3519387324,-43.3419339002,-43.605060989,-43.5380286128,-43.4659938204,-43.2428860606,-43.4619918875,-43.4649933372,-43.7091112447,-43.5090145992,-43.5370281295,-43.5690435928,-43.5750464922,-43.7511315402,-43.4709962365,-43.5350271631,-43.5270232973,-43.6470812846,-43.2678981413,-43.4369798068,-43.6320740361,-43.5030116998,-43.5400295792,-43.6830986808,-43.5520353779,-124.859088033,-124.956060918,-124.780110116,-124.85208999,-124.816100053,-124.995050017,-124.943064552,-124.842092785,-124.751118223,-125.08802402,-124.792106762,-124.615156239,-124.632151487,-124.631151767,-124.782109557,-124.630152046,-124.885080765,-124.887080206,-124.926069304,-124.935066789,-124.974055887,-124.949062875,-124.774111793,-125.148007248,-124.869085238,-124.83209558,-125.306962802,-124.820098935,-125.010045824,-124.838093903,-124.805103128,-124.921070702,250.794,250.772,250.793,250.748,250.878,250.869,250.91,250.818,250.809,250.749,250.734,250.739,250.832,250.742,250.763,250.641,250.759,250.748,250.741,250.739,250.673,250.784,250.733,250.789,250.7,250.851,250.849,250.7,250.78,250.74,250.677,250.747
FLQS3024GRWM,-43.3481270252,-43.6891909688,-43.446145402,-43.4441450269,-43.1710938346,-43.2030998351,-42.971056331,-43.0710750828,-43.2711125864,-43.6151770925,-43.4861529027,-43.2451077109,-43.2321052732,-43.2141018978,-43.5081570281,-43.6221784051,-43.392135276,-43.4061379013,-43.2501086485,-43.2121015228,-43.726197907,-43.3471268377,-43.5171587158,-43.4821521526,-43.5511650914,-43.4161397764,-43.2311050856,-43.5861716545,-43.4331429642,-43.4611482147,-43.4591478397,-43.5831710919,-125.665499256,-125.766499657,-125.471498485,-125.799499788,-125.743499566,-125.804499808,-125.866500054,-125.518498672,-125.440498362,-125.907500217,-125.489498557,-125.483498533,-125.440498362,-125.493498572,-125.600498998,-125.693499367,-125.569498874,-125.933500321,-125.559498835,-125.795499772,-125.856500015,-126.008500619,-125.595498978,-126.220501461,-126.136501127,-125.653499208,-125.842499959,-126.03150071,-126.075500885,-125.704499411,-125.667499264,-125.850499991,250.935,250.81,250.867,250.914,251.017,251.013,251.116,251.027,250.934,250.86,250.853,250.951,250.95,250.965,250.86,250.827,250.903,250.948,250.959,251.008,250.807,250.983,250.856,250.957,250.918,250.905,251.007,250.889,250.957,250.894,250.89,250.865
FLQS301GGRWM,-43.2195172902,-43.6351760393,-43.1735550246,-43.3853811179,-43.2444967823,-43.1365853763,-43.0256764312,-43.0236780718,-43.3554057274,-43.5302621723,-43.493292524,-43.3743901414,-43.0526542827,-43.207527134,-43.4483294381,-43.5632351019,-43.1525722513,-43.4183540476,-43.3793860398,-43.4503277975,-43.4383376413,-43.3554057274,-43.388378657,-43.2504918604,-43.763071039,-43.3084442822,-43.2904590478,-43.2664787354,-43.3064459228,-43.4543245162,-43.3314254149,-43.2844639697,-126.205941186,-126.269934565,-125.828980191,-126.081954015,-126.223939324,-126.170944807,-126.160945842,-125.816981433,-126.059956291,-126.269934565,-126.07495474,-125.897973052,-126.027959602,-126.092952877,-126.072954946,-126.038958464,-126.034958878,-126.161945738,-126.14694729,-126.218939841,-126.079954222,-126.231938496,-126.183943462,-126.374923701,-126.260935496,-126.237937875,-126.258935703,-126.144947497,-126.232938393,-126.183943462,-126.145947394,-126.245937048,251.116,250.956,251.082,251.031,251.108,251.145,251.188,251.141,251.04,250.998,250.986,251.01,251.159,251.105,251.004,250.953,251.119,251.029,251.042,251.024,251.009,251.064,251.044,251.127,250.903,251.084,251.094,251.088,251.084,251.017,251.062,251.095
FLQS301EGRWQ,-43.3172318674,-43.3882420833,-43.2092163276,-43.2992292774,-42.7071440966,-43.1952143132,-42.6611374778,-43.2302193492,-43.1102020829,-43.2742256803,-43.3332341696,-43.2102164715,-42.8911705717,-43.0531938813,-43.3502366156,-43.4132456805,-43.2372203565,-43.3162317235,-43.2102164715,-43.1602092772,-43.3452358962,-43.0901992051,-43.232219637,-43.3432356084,-43.6082737383,-43.1382061117,-42.9541796366,-43.1542084139,-43.0311907158,-43.1782118672,-43.4402495654,-43.2372203565,-125.627221429,-125.737247898,-125.759253191,-125.912290007,-125.62922191,-125.779258004,-125.578209639,-125.70924116,-125.601215173,-125.734247176,-125.835271479,-125.895285916,-125.449178598,-125.393165124,-125.687235867,-125.407168492,-125.861277735,-125.779258004,-125.568207233,-125.948298669,-125.807264741,-125.779258004,-126.004312144,-126.072328506,-125.879282066,-125.601215173,-125.85327581,-125.699238754,-125.703239717,-125.66022937,-125.70924116,-125.874280863,250.916,250.902,250.978,250.963,251.165,250.987,251.176,250.963,250.997,250.948,250.938,250.996,251.064,250.99,250.911,250.845,250.981,250.937,250.951,251.024,250.929,251.029,251.003,250.967,250.833,250.985,251.095,250.992,251.043,250.977,250.877,250.983
FLQS300VGRWQ,-43.0855753089,-43.2836469112,-43.1916136414,-43.3176592065,-42.980537338,-43.004546017,-42.7094393368,-43.0615666298,-43.0135492717,-43.426698624,-43.3616751182,-43.1556006228,-42.9135131089,-43.0175507182,-43.2996526972,-43.3616751182,-43.0155499949,-43.3166588449,-43.1185872426,-43.3686776495,-43.4787174286,-43.1485980914,-43.1876121949,-43.2166226821,-43.391685967,-43.1706060472,-43.0955789252,-43.1265901356,-43.2306277449,-43.3256620996,-43.1926140031,-43.262639317,-125.054777741,-125.453777032,-124.850778104,-125.035777775,-125.355777206,-125.356777204,-125.12277762,-125.205777473,-124.932777958,-125.153777565,-125.029777785,-125.210777464,-124.88077805,-124.88077805,-125.089777679,-124.937777949,-125.003777832,-125.181777515,-125.119777625,-125.356777204,-125.218777449,-125.304777297,-125.085777686,-125.577776811,-125.231777426,-125.083777689,-125.334777243,-125.124777617,-125.252777389,-125.205777473,-125.106777649,-125.222777442,250.888,250.864,250.816,250.79,250.974,250.964,251.052,250.92,250.901,250.763,250.772,250.882,250.935,250.892,250.806,250.759,250.91,250.812,250.884,250.815,250.751,250.898,250.851,250.909,250.788,250.858,250.924,250.881,250.857,250.812,250.852,250.84
FLQS300RGRWY,-42.874195815,-43.1204554095,-43.10343747,-42.9743013412,-42.7720881783,-42.7270406915,-42.4257230576,-42.7680839572,-42.8641852624,-43.0483794306,-43.0153446069,-42.9502760149,-42.7550702388,-42.9873150596,-43.0954290279,-43.2586010356,-42.8691905387,-42.9482739044,-42.8451652124,-42.9082316939,-43.1554923436,-42.9082316939,-42.9793066175,-43.0183477727,-43.2555978698,-42.893215865,-42.7620776257,-42.9102338044,-42.7130259178,-42.9843118938,-43.0413720438,-42.9212454123,-125.870386702,-126.125395589,-125.540375201,-125.81638482,-125.751382555,-125.938389072,-125.871386737,-125.54437534,-125.574376386,-126.069393638,-125.61037764,-125.605377466,-125.450372064,-125.982390605,-125.739382136,-125.57937656,-125.696380638,-125.766383077,-125.676379941,-125.752382589,-126.044392766,-126.034392418,-125.84938597,-126.041392662,-126.132395833,-125.782383635,-125.786383774,-125.693380533,-125.765383043,-125.658379313,-125.865386528,-125.802384332,251.162,251.097,251.022,251.114,251.187,251.231,251.345,251.16,251.125,251.119,251.068,251.094,251.152,251.131,251.053,250.965,251.14,251.117,251.147,251.131,251.072,251.171,251.116,251.127,251.043,251.142,251.196,251.122,251.213,251.087,251.093,251.133
FLQS300LGRWQ,-42.9734410428,-43.1356881167,-43.0275234008,-43.0094959481,-42.9924700206,-43.015505099,-42.7100399289,-42.8382351478,-42.961422741,-43.2318345309,-43.103639312,-43.0745950827,-42.7941680413,-42.9674318919,-43.0796027085,-43.2548696093,-42.9023327573,-43.042546278,-43.0024852721,-42.8963236064,-43.1957796256,-42.9213617351,-43.0755966079,-43.1567201448,-43.3009397661,-42.995474596,-42.7460948342,-43.0725920324,-43.110649988,-43.0856118593,-43.083608809,-43.0946255857,-125.44282332,-125.618835701,-125.184805172,-125.592833872,-125.722843016,-125.525829159,-125.527829299,-125.370818256,-125.216807423,-125.437822969,-125.583833239,-125.254810096,-125.292812769,-125.547830706,-125.270811221,-125.167803976,-125.281811995,-125.585833379,-125.509828033,-125.466825008,-125.624836123,-125.524829088,-125.365817904,-125.941858421,-125.82084991,-125.303813543,-125.485826345,-125.288812488,-125.537830003,-125.361817623,-125.322814879,-125.503827611,250.966,250.924,250.908,250.972,250.997,250.961,251.086,251.011,250.939,250.86,250.933,250.898,251.018,250.983,250.898,250.813,250.973,250.958,250.964,251.001,250.901,250.999,250.913,250.961,250.886,250.938,251.065,250.904,250.924,250.909,250.904,250.925
FLQS300LGRWM,-42.9045857519,-42.9946268553,-42.8075414516,-42.9366003664,-42.5704332128,-42.6534711192,-42.3953532896,-42.7715250103,-42.7124980647,-43.0786652184,-43.0076327924,-42.9055862086,-42.6214565047,-42.8335533259,-42.9456044768,-43.0736629349,-42.7755268371,-42.9165912323,-42.7615204432,-42.8855770745,-43.228733724,-42.9085875787,-42.934599453,-42.9856227449,-43.1246862268,-42.8055405382,-42.7885327742,-42.8335533259,-42.8685693106,-43.0186378162,-43.0096337058,-43.0106341625,-125.439411547,-125.419410524,-125.015389874,-125.586419061,-125.280403419,-125.515415432,-125.337406333,-125.177398155,-125.14639657,-125.489414103,-125.372408122,-125.310404953,-125.152396877,-125.340406486,-125.571418294,-125.160397286,-125.403409707,-125.586419061,-125.437411445,-125.51441538,-125.620420799,-125.591419316,-125.423410729,-125.679423814,-125.820431022,-125.300404442,-125.494414358,-125.395409298,-125.538416607,-125.422410678,-125.445411853,-125.572418345,250.983,250.944,250.964,250.991,251.098,251.097,251.178,251.001,251.021,250.919,250.932,250.965,251.059,250.999,250.985,250.875,251.031,250.999,251.042,251.002,250.876,251.003,250.969,250.984,250.947,251.004,251.038,251.006,251.012,250.934,250.941,250.958
FLQS3009GRWQ,-43.2186291921,-43.2656309639,-43.1026248191,-43.2576306623,-43.003621087,-42.970619843,-42.7326108709,-43.0806239898,-42.9246181089,-43.3126327357,-43.2896318686,-43.13262595,-42.9466189382,-43.0986246683,-43.215629079,-43.430637184,-43.099624706,-43.291631944,-43.2666310016,-43.1016247814,-43.4526380134,-43.2596307377,-43.2936320194,-43.3316334519,-43.3946358269,-43.1976284004,-42.8246143391,-43.0336222179,-43.142626327,-43.3476340551,-43.1666272318,-43.2346297952,-125.570947418,-125.482955163,-125.495954019,-125.327968805,-125.530950939,-125.594945306,-125.531950851,-125.359965988,-125.337967925,-125.675938177,-125.563948034,-125.372964844,-125.281972853,-125.40596194,-125.387963524,-125.339967749,-125.469956307,-125.642941081,-125.460957099,-125.641941169,-125.565947858,-125.654940025,-125.665939057,-125.729933424,-125.810926296,-125.488954635,-125.553948914,-125.404962028,-125.597945042,-125.549949266,-125.448958155,-125.62694249,250.925,250.894,250.962,250.876,251.008,251.03,251.118,250.952,251.013,250.902,250.896,250.933,250.996,250.951,250.901,250.806,250.96,250.906,250.89,250.983,250.829,250.92,250.908,250.902,250.887,250.922,251.084,250.978,250.96,250.87,250.93,250.927
FLQS2F0LGRX5,-43.2812604127,-43.4492653052,-43.2112583741,-43.2832604709,-43.0102525206,-42.9092495792,-42.7942462301,-43.2112583741,-43.1062553163,-43.4562655091,-43.3512624513,-43.0722543261,-42.8312473077,-43.1002551416,-43.3402621309,-43.4032639656,-43.1762573549,-43.2472594225,-43.1482565394,-43.2142584615,-43.5192673438,-43.185257617,-43.1762573549,-43.1352561608,-43.3862634705,-43.2812604127,-43.0552538311,-43.2112583741,-43.0822546174,-43.4072640821,-43.4212644898,-43.2222586945,-124.891740536,-125.274696812,-124.68176451,-125.017726152,-124.946734257,-124.89074065,-125.078719188,-124.751756519,-124.646768506,-125.18870663,-124.751756519,-124.744757318,-124.634769876,-124.652767821,-124.936735399,-124.651767935,-124.716760514,-125.082718731,-124.813749441,-125.198705489,-125.120714393,-125.292694757,-124.716760514,-125.299693958,-125.276696584,-124.786752523,-125.045722955,-124.778753436,-124.901739395,-124.978730604,-125.031724554,-125.055721814,250.796,250.782,250.795,250.813,250.915,250.949,251.022,250.805,250.833,250.767,250.748,250.861,250.945,250.836,250.779,250.712,250.815,250.837,250.84,250.867,250.731,250.892,250.815,250.914,250.808,250.781,250.911,250.809,250.879,250.757,250.759,250.844
