,Distance_X_LOGO_Earphone_LD1,Distance_X_LOGO_Earphone_LD2,Distance_X_LOGO_Earphone_LD3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Earphone_LD1,Distance_Y_LOGO_Earphone_LD2,Distance_Y_LOGO_Earphone_LD3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Earphone_LD1,Angle_Earphone_LD2,Angle_Earphone_LD3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS300LGRWQ,-29.6710586867,-29.5439984833,-29.5970236076,-29.7040743301,-29.631039725,-29.6680572646,-29.6660563165,-29.6670567906,-29.5980240816,-29.6690577386,-29.772106565,-29.772106565,-29.5940221854,-29.5620070161,-29.4569572416,-29.5640079641,-29.5620070161,-29.6670567906,-29.5990245556,-29.5289913726,-29.583016971,-29.5640079641,-29.5289913726,-29.5970236076,-29.5620070161,-29.5259899505,-29.5640079641,-29.5650084382,-29.5620070161,-29.5259899505,-29.702073382,-29.560006068,138.963330034,138.815317966,139.114342347,139.074339085,139.044336639,138.942328322,139.111342102,139.042336476,139.048336965,139.143344711,139.145344874,139.22035099,139.087340145,139.109341939,138.861321717,138.943328404,139.076339248,139.002333214,139.079339493,138.974330931,138.744312177,139.182347891,139.047336884,139.111342102,139.076339248,139.072338922,138.940328159,138.97333085,139.076339248,138.94132824,139.109341939,139.108341857,102.021,101.984,101.98,102.025,101.999,102.022,102.007,102.013,101.986,102.006,102.046,102.04,101.981,101.966,101.946,101.981,101.969,102.017,101.984,101.964,102.005,101.961,101.959,101.98,101.969,101.955,101.981,101.979,101.969,101.966,102.021,101.966
FLQS300LGRWM,-29.687967727,-29.5339160042,-29.6259469035,-29.7299818332,-29.658957987,-29.6609586587,-29.6939697422,-29.6599583228,-29.6259469035,-29.6619589946,-29.7649935884,-29.7990050077,-29.6249465677,-29.5559233931,-29.4508881276,-29.556923729,-29.5909351483,-29.6599583228,-29.5899348125,-29.520911638,-29.53491634,-29.5559233931,-29.5559233931,-29.6249465677,-29.5909351483,-29.5219119738,-29.556923729,-29.5579240649,-29.5909351483,-29.5199113021,-29.694970078,-29.5909351483,138.902684762,138.850682634,139.116693521,139.04069041,139.038690328,138.935686113,139.107693152,139.066691474,139.10469303,139.038690328,139.041690451,139.214697532,138.99768865,139.099692825,138.817681283,138.970687545,139.036690247,139.003688896,138.965687341,138.9646873,138.700676495,139.108693193,139.068691556,139.100692866,139.036690247,139.062691311,138.967687423,139.002688855,139.036690247,138.9646873,139.069691597,139.102692948,101.866,101.81,101.824,101.871,101.844,101.853,101.852,101.841,101.825,101.845,101.885,101.884,101.834,101.798,101.78,101.809,101.817,101.847,101.823,101.795,101.823,101.797,101.8,101.825,101.817,101.787,101.809,101.807,101.817,101.795,101.855,101.811
FLQS3009GRWQ,-29.7311387617,-29.6611266607,-29.7111353043,-29.8171536286,-29.7471415276,-29.7491418734,-29.7811474053,-29.7461413548,-29.7121354772,-29.7471415276,-29.853159852,-29.8871657296,-29.71313565,-29.6421233762,-29.5391055705,-29.6441237219,-29.6781295996,-29.7471415276,-29.6771294267,-29.6081174986,-29.6611266607,-29.6431235491,-29.6431235491,-29.71313565,-29.6781295996,-29.6081174986,-29.6431235491,-29.6441237219,-29.6781295996,-29.6081174986,-29.783147751,-29.6791297724,138.873801214,138.775803471,139.0697967,138.959799233,138.998798335,138.926799993,139.062796861,138.998798335,139.000798289,139.030797598,139.101795963,139.169794396,138.963799141,139.023797759,138.745804162,138.929799924,139.028797644,139.029797621,138.961799187,138.959799233,138.698805245,139.0697967,139.000798289,139.064796815,139.028797644,139.060796907,138.961799187,138.997798358,139.028797644,138.930799901,139.027797667,139.028797644,102.18,102.161,102.155,102.207,102.176,102.183,102.184,102.175,102.162,102.173,102.209,102.216,102.165,102.132,102.115,102.141,102.146,102.173,102.151,102.124,102.167,102.129,102.135,102.157,102.146,102.116,102.138,102.135,102.146,102.127,102.188,102.146
FLQS2F0LGRX5,-29.5924493428,-29.5194556343,-29.5714511527,-29.7114390867,-29.6054482224,-29.6064481362,-29.6424450335,-29.6394452921,-29.5714511527,-29.60744805,-29.7454361564,-29.7794332261,-29.569451325,-29.5024570995,-29.4344629601,-29.537454083,-29.5714511527,-29.650444344,-29.5714511527,-29.5024570995,-29.5204555481,-29.5364541691,-29.5364541691,-29.6054482224,-29.5714511527,-29.4664602021,-29.5364541691,-29.537454083,-29.5714511527,-29.4644603745,-29.677442017,-29.537454083,138.88895117,138.826953424,139.155941465,139.051945245,139.023946263,138.976947971,139.115942919,139.021946336,139.083944082,139.119942773,139.0559451,139.191940156,138.986947608,139.043945536,138.800954369,139.011946699,139.016946517,138.864952043,139.009946772,138.944949135,138.715957459,139.084944046,139.015946554,139.051945245,139.016946517,139.072944482,138.979947862,138.98194779,139.016946517,138.952948844,139.015946554,139.075944373,102.161,102.137,102.13,102.194,102.154,102.159,102.161,102.168,102.136,102.147,102.207,102.209,102.143,102.112,102.106,102.129,102.141,102.186,102.142,102.12,102.147,102.122,102.128,102.152,102.141,102.096,102.131,102.131,102.141,102.105,102.183,102.123
FLQS2EQUGRX5,-29.532071101,-29.463012474,-29.5100524083,-29.6171433226,-29.5330719507,-29.6031314273,-29.568101689,-29.5330719507,-29.550086395,-29.5330719507,-29.6511722113,-29.6862019496,-29.4980422123,-29.4399929317,-29.3389071154,-29.4980422123,-29.4770243693,-29.544081297,-29.478025219,-29.463012474,-29.4640133237,-29.4399929317,-29.478025219,-29.568101689,-29.4770243693,-29.405964043,-29.4800269183,-29.4980422123,-29.4770243693,-29.4069648927,-29.580111885,-29.5330719507,138.822394865,138.755431335,139.05027076,138.981308318,138.884361117,138.81439922,138.954323015,138.919342066,138.949325736,138.954323015,139.05027076,139.158211973,138.849380168,138.977310495,138.745436778,138.849380168,138.982307774,138.944328458,138.911346421,138.849380168,138.653486855,139.056267494,138.950325192,138.954323015,138.982307774,138.980308862,138.877364927,138.884361117,138.982307774,138.879363839,139.018288178,138.919342066,101.867,101.845,101.839,101.887,101.862,101.896,101.87,101.859,101.864,101.856,101.895,101.899,101.851,101.818,101.797,101.851,101.832,101.862,101.838,101.838,101.854,101.811,101.835,101.87,101.832,101.804,101.842,101.849,101.832,101.813,101.87,101.859
FLQS2DERGRX5,-29.4390597661,-29.3680523859,-29.4150572714,-29.5210682897,-29.4500609096,-29.4530612214,-29.4850645477,-29.4500609096,-29.4170574793,-29.4520611174,-29.55407172,-29.5890753581,-29.4120569596,-29.3440498912,-29.2410391848,-29.3460500991,-29.3820538412,-29.4500609096,-29.3820538412,-29.3510506189,-29.367052282,-29.348050307,-29.3460500991,-29.4180575833,-29.3820538412,-29.3090462531,-29.348050307,-29.3470502031,-29.3820538412,-29.312046565,-29.4860646516,-29.3820538412,138.93100984,138.834025191,139.128978506,139.094983886,139.061989109,138.98800082,139.162973125,139.058989583,139.092984203,139.131978031,139.162973125,139.236961414,138.884017278,139.085985311,138.883017437,138.989000661,139.090984519,139.087984994,139.020995597,138.979002244,138.841024083,139.201966953,139.09698357,139.1599736,139.090984519,139.090984519,139.021995439,139.019995755,139.090984519,138.991000345,139.126978822,139.091984361,102.075,102.054,102.048,102.093,102.068,102.075,102.073,102.068,102.052,102.063,102.101,102.108,102.068,102.024,102.0,102.033,102.038,102.066,102.044,102.036,102.053,102.016,102.024,102.047,102.038,102.01,102.031,102.031,102.038,102.019,102.077,102.038
FLQS2CKUGRX5,-29.5925282346,-29.5205998694,-29.5715491281,-29.6774436657,-29.6055153005,-29.6085123157,-29.6374834628,-29.6025182853,-29.570550123,-29.6035172904,-29.7104108331,-29.7443770055,-29.570550123,-29.4996207629,-29.3977222456,-29.5036167832,-29.5355849455,-29.6015192802,-29.5335869354,-29.4636565803,-29.5225978796,-29.4996207629,-29.500619768,-29.5685521129,-29.5355849455,-29.4636565803,-29.500619768,-29.5036167832,-29.5355849455,-29.5016187731,-29.639481473,-29.5355849455,138.943499585,138.810503893,139.262489253,139.144493075,139.013497318,138.792504476,139.183491812,139.117493949,139.082495083,139.154492751,139.177492006,139.25548948,138.976498516,139.072495407,138.826503374,138.897501075,139.081495115,139.111494144,139.041496411,139.038496508,138.734506354,139.110494176,139.043496346,139.114494046,139.081495115,139.068495536,139.041496411,138.932499941,139.081495115,138.974498581,139.108494241,139.180491909,102.197,102.18,102.162,102.214,102.196,102.216,102.195,102.186,102.177,102.184,102.224,102.231,102.186,102.149,102.13,102.166,102.163,102.187,102.166,102.138,102.187,102.146,102.152,102.173,102.163,102.136,102.153,102.163,102.163,102.158,102.202,102.155
FLQS2C9EGRX5,-29.5635626603,-29.4905859561,-29.5415696809,-29.649535216,-29.5785578735,-29.6145463852,-29.6125470234,-29.6125470234,-29.5795575544,-29.6145463852,-29.6815250041,-29.7165138349,-29.5435690427,-29.4535977635,-29.3676252078,-29.5235754251,-29.5085802119,-29.5775581926,-29.5085802119,-29.4396022312,-29.4915856369,-29.474591062,-29.474591062,-29.5775581926,-29.5085802119,-29.4356035077,-29.4755907429,-29.5235754251,-29.5085802119,-29.4386025503,-29.6125470234,-29.5455684044,138.814354613,138.747369402,139.044303849,138.947325258,138.976318857,138.837349537,139.04230429,138.974319299,138.977318637,139.008311794,139.04230429,139.148280894,138.941326582,138.883339384,138.806356379,138.813354834,139.040304732,138.969320402,138.937327465,138.910333425,138.647391473,139.114288399,139.011311132,139.008311794,139.040304732,138.968320623,138.937327465,138.848347109,139.040304732,138.907334087,139.008311794,138.938327245,102.037,102.014,102.009,102.06,102.029,102.056,102.037,102.043,102.03,102.041,102.065,102.07,102.019,101.988,101.961,102.022,101.997,102.03,102.005,101.98,102.023,101.977,101.985,102.027,101.997,101.974,101.992,102.019,101.997,101.98,102.04,102.02
FLQS2C6NGRX5,-29.9891593612,-29.871040572,-29.9210909064,-30.0291996287,-29.9561261405,-29.9571271472,-29.9921623812,-29.9581281539,-29.9240939265,-29.9601301672,-30.0632338561,-30.0972680835,-29.9220919131,-29.8540234583,-29.745914736,-29.8530224516,-29.8890586924,-29.9571271472,-29.887056679,-29.8179872176,-29.8730425854,-29.8530224516,-29.852021445,-29.9220919131,-29.8890586924,-29.8179872176,-29.8540234583,-29.8530224516,-29.8890586924,-29.8159852042,-29.9931633879,-29.8890586924,138.821688429,138.812687088,139.187742982,139.074726139,139.038720773,138.934705272,139.106730909,139.04172122,139.112731803,139.04272137,139.144736573,139.214747006,139.04272137,139.043721519,138.860694242,138.93670557,139.069725394,139.07372599,138.935705421,139.003715557,138.699670245,139.113731952,139.111731654,139.10573076,139.069725394,139.066724947,138.932704974,139.076726437,139.069725394,138.938705868,139.070725543,139.160738958,102.187,102.141,102.129,102.182,102.156,102.165,102.164,102.157,102.137,102.157,102.189,102.197,102.142,102.115,102.088,102.124,102.127,102.153,102.138,102.104,102.152,102.109,102.109,102.137,102.127,102.099,102.125,102.112,102.127,102.109,102.168,102.119
FLQS2BJ4GRX5,-29.7016552689,-29.6696340786,-29.7156645396,-29.8207340701,-29.7516883786,-29.7446837433,-29.7867115554,-29.7506877164,-29.7096605664,-29.7526890408,-29.8547565847,-29.8887790993,-29.7096605664,-29.6396142128,-29.5435506421,-29.6396142128,-29.6826426872,-29.7516883786,-29.6746373896,-29.604591036,-29.6696340786,-29.6466188482,-29.6466188482,-29.7156645396,-29.6826426872,-29.604591036,-29.6396142128,-29.6396142128,-29.6826426872,-29.604591036,-29.7797069201,-29.6746373896,138.889804336,138.717795909,139.122815751,139.091814233,138.987809137,138.822801053,139.124815849,139.052812322,138.927806198,139.087814037,139.087814037,139.19381923,138.857802768,138.997809627,138.801800024,138.857802768,139.051812273,139.049812175,138.857802768,138.857802768,138.677793949,139.092814282,139.051812273,139.086813988,139.051812273,138.997809627,138.857802768,138.892804483,139.051812273,138.892804483,138.927806198,138.997809627,101.98,101.982,101.966,102.01,101.991,102.002,101.993,101.986,101.98,101.983,102.024,102.028,101.986,101.946,101.925,101.958,101.959,101.986,101.972,101.944,101.985,101.941,101.945,101.969,101.959,101.932,101.958,101.955,101.959,101.941,102.007,101.96
FLQS224TGRWM,-31.9091897194,-31.7895476168,-31.8397545706,-31.9497825757,-31.8750062615,-31.8760744946,-31.9113261855,-31.8739380285,-31.7991617143,-31.8771427276,-31.9871707328,-31.9861024997,-31.8365498714,-31.7243854001,-31.6528137851,-31.7649782564,-31.8023664135,-31.8771427276,-31.7991617143,-31.7254536332,-31.7884793837,-31.7639100233,-31.7649782564,-31.8397545706,-31.8023664135,-31.7254536332,-31.7649782564,-31.7639100233,-31.8023664135,-31.7243854001,-31.9145308847,-31.8023664135,138.902772468,138.767767829,139.051777587,139.067778137,139.037777106,138.964774598,139.102779339,139.07077824,139.108779546,139.016776385,139.134780439,139.239784047,139.002775904,139.101779305,138.856770887,139.035777037,139.051777587,139.016776385,139.001775869,139.032776934,138.730766558,139.174781813,138.981775182,139.08677879,139.051777587,139.131780336,139.000775835,139.036777072,139.051777587,138.967774701,139.138780576,139.102779339,102.243,102.211,102.205,102.244,102.219,102.226,102.227,102.216,102.185,102.222,102.252,102.243,102.208,102.158,102.153,102.179,102.191,102.222,102.194,102.165,102.213,102.167,102.183,102.202,102.191,102.156,102.182,102.178,102.191,102.17,102.225,102.187
FLQS224LGRWM,-29.4720686538,-29.4082547153,-29.4461442413,-29.5508389841,-29.4810424889,-29.490016324,-29.4860279528,-29.4860279528,-29.4551180764,-29.4880221384,-29.5917197884,-29.6206354793,-29.4561151692,-29.376347746,-29.2806268383,-29.3853215811,-29.4212169215,-29.4910134168,-29.4810424889,-29.3494262407,-29.4092518081,-29.376347746,-29.376347746,-29.4531238908,-29.4212169215,-29.3414494984,-29.3863186739,-29.3873157667,-29.4212169215,-29.3414494984,-29.5159407365,-29.4222140143,138.969728775,138.792752043,139.035720098,138.9657293,139.000724699,138.981727197,139.129707741,139.088713131,139.128707873,139.13070761,139.127708004,139.175701694,139.055717469,139.035720098,138.836746259,139.017722465,139.119709056,139.134707084,138.9657293,139.012723122,138.711762691,139.105710896,139.035720098,139.158703929,139.119709056,139.035720098,139.047718521,139.127708004,139.119709056,138.930733901,138.9657293,139.16470314,102.017,102.007,102.001,102.049,102.018,102.023,102.009,102.013,101.997,102.01,102.051,102.058,102.004,101.974,101.953,101.979,101.984,102.011,102.021,101.965,102.014,101.968,101.974,101.994,101.984,101.96,101.977,101.97,101.984,101.969,102.035,101.981
FLQS200ZGRX8,-29.4446460595,-29.3656121155,-29.4146331694,-29.5206787144,-29.4546503562,-29.4516490672,-29.485663676,-29.4506486375,-29.4166340287,-29.4546503562,-29.5566941826,-29.5907087913,-29.4146331694,-29.3476043814,-29.2445601254,-29.3456035221,-29.3816189902,-29.4506486375,-29.3816189902,-29.3115889133,-29.3816189902,-29.3466039518,-29.3466039518,-29.4176344584,-29.3816189902,-29.3115889133,-29.3486048111,-29.3466039518,-29.3816189902,-29.3085876243,-29.485663676,-29.3816189902,138.907650091,138.896647188,139.195726099,139.156715806,139.192725307,138.980669357,139.122706833,139.123707097,139.126707889,139.221732961,139.158716334,139.299753546,139.054688887,139.153715014,138.875641646,139.053688623,139.155715542,139.084696804,139.11670525,139.052688359,138.943659592,139.190724779,139.159716598,139.222733224,139.155715542,139.114704722,139.115704986,139.085697068,139.155715542,139.018679386,139.156715806,139.159716598,102.069,102.039,102.033,102.079,102.05,102.066,102.068,102.054,102.04,102.047,102.093,102.094,102.045,102.011,101.993,102.018,102.024,102.057,102.027,102.005,102.041,102.007,102.01,102.033,102.024,102.0,102.014,102.016,102.024,102.007,102.065,102.024
FLNS2037GRWV,-29.0164846882,-28.9424911023,-28.9954865084,-29.1004774072,-29.0294835614,-29.0304834747,-29.0634806143,-29.0254839081,-28.9944865951,-29.0274837347,-29.1354743735,-29.1694714264,-28.9944865951,-28.9244926626,-28.8564985567,-28.9254925759,-28.9594896288,-29.0274837347,-28.9944865951,-28.8914955229,-28.9424911023,-28.9234927492,-28.9244926626,-28.9934866818,-28.9594896288,-28.888495783,-28.9704886754,-28.9264924892,-28.9594896288,-28.8894956963,-29.1104765404,-28.9354917091,138.89649133,138.801536798,139.169360671,139.064410924,138.962459742,138.926476972,139.129379815,139.093397045,139.03242624,139.133377901,139.064410924,139.166362107,138.98944682,139.049418104,138.796539191,139.017433419,139.02542959,139.026429112,138.98245017,138.949465964,138.719576044,139.163363542,139.021431505,139.123382687,139.02542959,139.014434855,138.858509518,138.988447299,139.02542959,138.955463093,138.998442513,138.928476015,101.677,101.655,101.646,101.696,101.677,101.68,101.676,101.665,101.657,101.662,101.71,101.715,101.661,101.628,101.622,101.631,101.644,101.671,101.661,101.623,101.662,101.618,101.63,101.649,101.644,101.617,101.662,101.634,101.644,101.622,101.706,101.642
