,Distance_X_LOGO_Front_Camera_LD1,Distance_X_LOGO_Front_Camera_LD2,Distance_X_LOGO_Front_Camera_LD3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Front_Camera_LD1,Distance_Y_LOGO_Front_Camera_LD2,Distance_Y_LOGO_Front_Camera_LD3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Front_Camera_LD1,Angle_Front_Camera_LD2,Angle_Front_Camera_LD3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS30H6GRWV,-23.1249963275,-23.0541097573,-23.0521129525,-22.9852199919,-22.9852199919,-22.9153318241,-22.9472807008,-22.8853797521,-22.8803877402,-22.8833829473,-22.8813861425,-22.8813861425,-22.950275908,-22.9183270313,-22.9163302265,-22.9183270313,-22.8803877402,-22.9153318241,-22.9482791032,-22.8464420586,-22.8833829473,-22.9143334217,-22.9193254336,-22.9482791032,-22.9153318241,-22.8813861425,-22.8793893378,-22.9882151991,-22.9153318241,-22.9862183943,-22.950275908,-22.950275908,138.913491996,138.915492003,138.986492255,138.951492131,138.951492131,139.026492396,139.051492485,138.975492216,139.001492308,139.032492418,138.956492149,138.956492149,138.949492124,139.026492396,138.949492124,139.026492396,139.001492308,138.972492205,138.987492258,138.954492141,139.032492418,138.94549211,138.856491794,138.947492117,138.859491805,138.956492149,138.881491883,138.952492134,138.847491763,138.888491908,138.850491773,138.949492124,99.597,99.569,99.563,99.539,99.539,99.505,99.517,99.497,99.493,99.492,99.496,99.496,99.525,99.507,99.511,99.507,99.493,99.509,99.521,99.483,99.492,99.51,99.518,99.524,99.517,99.496,99.501,99.54,99.518,99.543,99.531,99.525
FLQS30GQGRWV,-822.658255448,-819.97111773,-820.22191725,-816.137467918,-816.137467918,-813.629472713,-814.883470316,-812.2321611,-812.2321611,-812.267989603,-812.160504094,-812.160504094,-814.847641813,-814.704327801,-814.955127321,-814.704327801,-812.2321611,-814.990955824,-814.847641813,-810.942334995,-812.267989603,-813.629472713,-813.521987205,-818.537977613,-812.375475111,-812.160504094,-816.029982409,-817.606436537,-817.283980011,-817.427294023,-818.537977613,-814.847641813,138.891631481,138.891631481,138.943644825,138.927640719,138.927640719,138.986655859,138.963649957,138.86262404,138.901634047,138.932642002,138.975653036,138.975653036,138.925640206,138.932642002,138.927640719,138.932642002,138.901634047,138.891631481,138.963649957,138.929641232,138.932642002,138.926640462,138.79460659,138.881628915,138.838617881,138.975653036,138.881628915,138.927640719,138.846619934,138.864624553,138.846619934,138.925640206,99.381,99.351,99.35,99.306,99.306,99.274,99.289,99.266,99.264,99.262,99.258,99.258,99.292,99.29,99.293,99.29,99.264,99.295,99.289,99.248,99.262,99.278,99.285,99.336,99.269,99.258,99.308,99.322,99.324,99.324,99.338,99.292
FLQS30GCGRWY,-23.1209260997,-23.0528910063,-23.049889458,-22.9388321731,-22.9388321731,-22.8677955314,-22.9028135942,-22.8697965636,-22.8277748882,-22.8287754043,-22.8277748882,-22.8277748882,-22.9038141103,-22.8617924349,-22.9028135942,-22.8617924349,-22.8277748882,-22.9048146264,-22.9018130782,-22.7927568254,-22.8287754043,-22.8687960475,-22.7977594058,-22.8317769525,-22.8297759204,-22.8277748882,-22.8757996601,-22.9818543646,-22.9818543646,-22.9778523003,-22.8307764365,-22.9038141103,138.937240545,138.965246439,138.966246649,138.998253386,138.998253386,139.010255912,139.038261806,138.931239282,138.969247281,139.003254438,139.002254228,139.002254228,138.998253386,139.004254649,138.998253386,139.004254649,138.969247281,138.964246228,139.034260964,139.000253807,139.003254438,138.998253386,138.901232967,138.938240755,138.902233177,139.002254228,138.932239492,138.96824707,138.837219495,138.932239492,138.905233809,138.998253386,99.468,99.439,99.438,99.391,99.391,99.362,99.374,99.368,99.349,99.347,99.346,99.346,99.377,99.36,99.377,99.36,99.349,99.38,99.374,99.332,99.347,99.363,99.341,99.352,99.354,99.346,99.37,99.41,99.419,99.411,99.354,99.377
FLQS30G5GRWY,-22.9491006632,-22.843123288,-22.8801153907,-22.7731382289,-22.7731382289,-22.7041529564,-22.7381456994,-22.7081521026,-22.7081521026,-22.7071523161,-22.7071523161,-22.7071523161,-22.7371459128,-22.7441444187,-22.7421448456,-22.7441444187,-22.7081521026,-22.7421448456,-22.7351463397,-22.6721597865,-22.7071523161,-22.7021533833,-22.7431446322,-22.7771373752,-22.7421448456,-22.7071523161,-22.6671608537,-22.775137802,-22.7031531698,-22.7741380155,-22.7771373752,-22.7371459128,138.996631725,138.944625502,138.938624784,138.98162993,138.98162993,138.994631485,139.019634477,138.908621194,138.9496261,139.046637708,138.975629212,138.975629212,138.98162993,139.043637349,138.974629092,139.043637349,138.9496261,138.938624784,139.017634238,138.976629331,139.046637708,138.982630049,138.872616886,138.906620955,138.874617125,138.975629212,138.913621792,138.977629451,138.877617484,138.922622869,138.875617245,138.98162993,99.324,99.285,99.3,99.254,99.254,99.225,99.238,99.233,99.23,99.223,99.228,99.228,99.239,99.238,99.242,99.238,99.23,99.244,99.236,99.214,99.223,99.225,99.249,99.26,99.249,99.228,99.216,99.255,99.233,99.258,99.263,99.239
FLQS30E9GRWY,-22.8396430595,-22.7666378075,-22.7696380234,-22.6996329873,-22.6996329873,-22.5866248576,-22.6616302534,-22.544621836,-22.5486221237,-22.5496221957,-22.544621836,-22.544621836,-22.6196272318,-22.5806244259,-22.5786242821,-22.5806244259,-22.5486221237,-22.5826245698,-22.6666306131,-22.5096193179,-22.5496221957,-22.5866248576,-22.5826245698,-22.6576299656,-22.5786242821,-22.544621836,-22.5936253612,-22.6966327715,-22.6286278793,-22.6956326995,-22.6566298937,-22.6196272318,138.907774884,138.906774936,138.912774624,138.900775248,138.900775248,138.91977426,138.977771243,138.877776444,138.877776444,138.911774676,138.945772908,138.945772908,138.942773064,138.9497727,138.941773116,138.9497727,138.877776444,138.870776808,138.979771139,138.90477504,138.911774676,138.90477504,138.808780033,138.835778629,138.773781854,138.945772908,138.8747766,138.90477504,138.802780345,138.87977634,138.808780033,138.942773064,99.352,99.323,99.323,99.296,99.296,99.249,99.276,99.235,99.237,99.235,99.231,99.231,99.261,99.245,99.245,99.245,99.237,99.251,99.278,99.219,99.235,99.25,99.255,99.283,99.256,99.231,99.255,99.295,99.274,99.296,99.285,99.261
FLQS30DZGRWV,-22.8324857311,-22.7604747375,-22.7284698515,-22.6904640493,-22.6904640493,-22.6194532084,-22.6544585525,-22.5844478643,-22.5834477116,-22.5844478643,-22.5824475589,-22.5824475589,-22.6544585525,-22.6204533611,-22.6184530557,-22.6204533611,-22.5834477116,-22.617452903,-22.6544585525,-22.5484423675,-22.5844478643,-22.6184530557,-22.6184530557,-22.6234538192,-22.6184530557,-22.5824475589,-22.5844478643,-22.6944646601,-22.6184530557,-22.6894638966,-22.6524582471,-22.6544585525,138.936284087,138.937284161,138.941284457,138.972286752,138.972286752,138.976287048,139.006289269,138.906281867,138.941284457,138.973286826,138.970286604,138.970286604,138.973286826,138.9742869,138.968286456,138.9742869,138.941284457,138.933283865,139.009289491,138.96928653,138.973286826,138.970286604,138.869279128,138.907281941,138.908282015,138.970286604,138.900281422,138.971286678,138.866278906,138.908282015,138.868279054,138.973286826,99.522,99.492,99.479,99.462,99.462,99.433,99.446,99.424,99.421,99.42,99.419,99.419,99.448,99.434,99.434,99.434,99.421,99.435,99.445,99.405,99.42,99.433,99.44,99.439,99.437,99.419,99.424,99.464,99.44,99.466,99.454,99.448
FLQS30D5GRWQ,-23.3373521531,-23.2363463009,-23.2673480972,-23.1683423608,-23.1683423608,-23.0983383048,-23.1333403328,-23.0693366245,-23.0683365665,-23.0693366245,-23.0683365665,-23.0683365665,-23.130340159,-23.1043386525,-23.1023385366,-23.1043386525,-23.0683365665,-23.1023385366,-23.1343403908,-23.0323344806,-23.0693366245,-23.0983383048,-23.1033385945,-23.1373405646,-23.1373405646,-23.0683365665,-23.0633362768,-23.2033443888,-23.0973382469,-23.1673423029,-23.1383406225,-23.130340159,138.939355101,138.948356031,138.938354998,138.983359648,138.983359648,138.985359854,139.015362954,138.916352724,138.951356341,138.985359854,138.983359648,138.983359648,138.983359648,138.986359958,138.981359441,138.986359958,138.951356341,138.947355928,138.987360061,138.983359648,138.985359854,138.951356341,138.882349211,138.914352518,138.848345698,138.983359648,138.911352208,138.950356238,138.876348591,138.918352931,138.882349211,138.983359648,99.58,99.539,99.552,99.509,99.509,99.481,99.493,99.474,99.471,99.469,99.469,99.469,99.494,99.483,99.483,99.483,99.471,99.485,99.495,99.455,99.469,99.483,99.49,99.502,99.506,99.469,99.472,99.525,99.488,99.513,99.504,99.494
FLQS30CMGRWQ,-23.2376777529,-23.1757239356,-23.1677298947,-23.1017790569,-23.1017790569,-23.033829709,-23.0718014034,-23.0048513106,-23.0368274743,-23.0038520554,-23.0378267294,-23.0378267294,-23.0698028932,-23.0398252397,-23.0398252397,-23.0398252397,-23.0368274743,-23.0378267294,-23.0698028932,-23.0018535452,-23.0038520554,-23.0348289641,-23.0757984239,-23.0757984239,-23.0388259845,-23.0378267294,-23.0018535452,-23.1057760774,-23.0318311987,-23.1057760774,-23.0728006585,-23.0698028932,138.997271012,138.938256886,139.005272927,139.033279631,139.033279631,139.046282743,139.009273885,138.9132509,138.944258322,139.050283701,138.969264308,138.969264308,138.975265744,139.045282504,138.976265984,139.045282504,138.944258322,138.994270293,139.012274603,138.970264547,139.050283701,138.975265744,138.866239647,138.905248985,138.87824252,138.969264308,138.905248985,138.971264787,138.93025497,138.9132509,138.928254491,138.975265744,99.682,99.661,99.654,99.625,99.625,99.597,99.615,99.594,99.605,99.585,99.604,99.604,99.616,99.599,99.604,99.599,99.605,99.602,99.614,99.589,99.585,99.602,99.626,99.623,99.61,99.604,99.594,99.631,99.604,99.635,99.62,99.616
FLQS30BWGRWY,-22.9273397528,-22.8603182972,-22.8563170162,-22.7832936392,-22.7832936392,-22.7212737847,-22.7542843524,-22.6722580933,-22.7222741049,-22.7232744252,-22.6762593742,-22.6762593742,-22.7532840322,-22.7192731442,-22.7172725038,-22.7192731442,-22.7222741049,-22.7122709026,-22.752283712,-22.6472500874,-22.7232744252,-22.718272824,-22.7192731442,-22.7462817906,-22.7142715431,-22.6762593742,-22.6762593742,-22.7932968415,-22.7122709026,-22.7902958808,-22.752283712,-22.7532840322,138.938124744,138.934125863,138.944123066,139.038096772,139.038096772,138.986111318,139.009104884,139.050093415,138.946122507,138.978113555,139.039096492,139.039096492,138.974114674,138.983112157,138.973114954,138.983112157,138.946122507,138.998107961,139.011104325,138.979113276,138.978113555,138.971115514,138.873142926,138.971115514,138.878141528,139.039096492,138.968116353,138.971115514,138.934125863,138.911132297,138.870143766,138.974114674,99.551,99.525,99.522,99.487,99.487,99.465,99.477,99.441,99.468,99.467,99.444,99.444,99.479,99.465,99.464,99.465,99.468,99.461,99.476,99.436,99.467,99.465,99.472,99.476,99.47,99.444,99.448,99.495,99.465,99.498,99.485,99.479
FLQS30BJGRWV,-22.9969238703,-22.923901885,-22.9739169434,-22.8578820079,-22.8578820079,-22.7838597214,-22.8188702623,-22.7448479758,-22.7058362302,-22.7068365314,-22.7028353267,-22.7028353267,-22.8238717681,-22.775857312,-22.7788582155,-22.775857312,-22.7058362302,-22.7808588179,-22.8218711658,-22.6678247858,-22.7068365314,-22.7428473735,-22.7788582155,-22.9479091131,-22.7418470723,-22.7028353267,-22.8078669494,-22.8558814055,-22.7868606249,-22.9048961628,-22.8118681541,-22.8238717681,138.850226349,138.854225981,138.856225797,138.862225245,138.862225245,138.864225061,138.896222118,138.791231776,138.829228281,138.863225153,138.889222762,138.889222762,138.854225981,138.889222762,138.855225889,138.889222762,138.829228281,138.845226809,138.893222394,138.89022267,138.863225153,138.888222854,138.790231868,138.841227177,138.767233984,138.889222762,138.841227177,138.859225521,138.786232236,138.793231592,138.78923196,138.854225981,99.285,99.256,99.276,99.229,99.229,99.199,99.211,99.188,99.17,99.168,99.165,99.165,99.216,99.194,99.197,99.194,99.17,99.199,99.212,99.151,99.168,99.181,99.202,99.266,99.189,99.165,99.21,99.228,99.205,99.252,99.215,99.216
FLQS30AEGRWV,-23.2139795315,-23.1419671865,-23.105961014,-23.0379493549,-23.0379493549,-22.9669371814,-23.035949012,-22.9349316948,-22.9669371814,-22.9669371814,-22.9339315233,-22.9339315233,-23.0369491835,-23.0029433539,-22.9699376958,-23.0029433539,-22.9669371814,-22.9679373529,-23.0369491835,-22.8999256938,-22.9669371814,-22.96593701,-22.9999428395,-23.0029433539,-22.9989426681,-22.9339315233,-22.96593701,-23.0409498693,-22.96593701,-23.035949012,-23.0029433539,-23.0369491835,138.971081701,138.97508274,139.013092609,139.00909157,139.00909157,139.016093388,139.04410066,138.946075209,138.952076767,139.052102737,139.01009183,139.01009183,139.005090531,138.989086376,139.00909157,138.989086376,138.952076767,138.973082221,139.040099621,139.013092609,139.052102737,139.00809131,138.911066119,138.94207417,138.9090656,139.01009183,138.936072612,139.004090271,138.904064301,138.983084818,138.910065859,139.005090531,99.601,99.571,99.555,99.528,99.528,99.498,99.524,99.49,99.503,99.496,99.486,99.486,99.527,99.515,99.5,99.515,99.503,99.502,99.525,99.472,99.496,99.499,99.519,99.518,99.518,99.486,99.503,99.529,99.506,99.528,99.52,99.527
FLQS309TGRWY,-23.0874437774,-23.0155015999,-23.014502403,-22.9495546039,-22.9495546039,-22.8786116234,-22.9145827121,-22.8466373223,-22.8466373223,-22.8466373223,-22.8446389285,-22.8446389285,-22.9105859245,-22.882608411,-22.8786116234,-22.882608411,-22.8466373223,-22.8786116234,-22.9125843183,-22.8086678398,-22.8466373223,-22.8786116234,-22.8806100172,-22.9125843183,-22.9145827121,-22.8446389285,-22.8446389285,-22.9495546039,-22.8776124265,-22.9495546039,-22.9145827121,-22.9105859245,138.914377822,138.962371388,138.966370852,138.94937313,138.94937313,139.008365222,138.985368305,138.885381709,138.923376615,139.007365356,138.998366562,138.998366562,138.999366428,139.004365758,138.99636683,139.004365758,138.923376615,138.960371656,138.984368439,138.999366428,139.007365356,138.947373398,138.895380368,138.928375945,138.809391895,138.998366562,138.880382379,138.997366696,138.846386936,138.890381038,138.893380636,138.999366428,99.443,99.411,99.41,99.385,99.385,99.352,99.368,99.348,99.345,99.34,99.339,99.339,99.366,99.354,99.354,99.354,99.345,99.356,99.368,99.325,99.34,99.356,99.361,99.372,99.38,99.339,99.347,99.382,99.363,99.389,99.375,99.366
FLQS309QGRWV,-23.2767102996,-23.2546926013,-23.292723171,-23.1786314618,-23.1786314618,-23.0645397525,-23.1526105456,-23.0815534284,-23.0815534284,-23.0815534284,-23.0795518195,-23.0795518195,-23.1466057188,-23.1185831937,-23.1155807803,-23.1185831937,-23.0815534284,-23.1165815848,-23.1446041099,-23.0835550374,-23.0815534284,-23.110576758,-23.1165815848,-23.155612959,-23.1145799759,-23.0795518195,-23.078551015,-23.2286716851,-23.0675421659,-23.1385992831,-23.1516097412,-23.1466057188,138.806878087,138.848874117,138.847874212,138.944865043,138.944865043,138.959863625,138.880871092,138.878871281,138.922867122,139.029857008,138.93886561,138.93886561,138.939865515,139.02285767,138.937865704,139.02285767,138.922867122,138.900869202,138.977861923,138.879871187,139.029857008,138.93886561,138.836875251,138.816877142,138.844874495,138.93886561,138.816877142,138.940865421,138.788879789,138.831875724,138.83487544,138.939865515,99.506,99.495,99.51,99.458,99.458,99.411,99.452,99.423,99.42,99.413,99.418,99.418,99.445,99.428,99.433,99.428,99.42,99.436,99.442,99.424,99.413,99.431,99.44,99.457,99.439,99.418,99.426,99.478,99.424,99.449,99.454,99.445
FLQS309NGRWM,-23.0061360935,-22.8951836645,-22.9531588076,-22.8222149499,-22.8222149499,-22.7502458068,-22.7942269498,-22.7272556638,-22.7612410925,-22.725256521,-22.7612410925,-22.7612410925,-22.7902286641,-22.7632402354,-22.7592419497,-22.7632402354,-22.7612410925,-22.7592419497,-22.7892290927,-22.7272556638,-22.725256521,-22.7512453782,-22.7602415211,-22.7972256641,-22.7632402354,-22.7612410925,-22.7172599495,-22.8711939501,-22.7522449496,-22.8262132357,-22.7942269498,-22.7902286641,138.905741552,138.96273201,138.721772356,138.998725983,138.998725983,139.073713427,138.944735023,138.88174557,139.123705056,139.009724142,138.937736195,138.937736195,138.947734521,139.005724811,138.996726318,139.005724811,139.123705056,138.959732512,138.983728494,138.93973586,139.009724142,138.998725983,138.892743729,138.876746407,138.808757791,138.937736195,138.927737869,138.988727657,138.893743561,138.885744901,138.892743729,138.947734521,99.343,99.295,99.334,99.263,99.263,99.23,99.255,99.233,99.231,99.224,99.243,99.243,99.254,99.239,99.238,99.239,99.231,99.24,99.251,99.229,99.224,99.235,99.245,99.261,99.252,99.243,99.226,99.283,99.242,99.272,99.259,99.254
FLQS308YGRWQ,-23.1768295179,-23.069853383,-23.0658542752,-23.122841562,-23.122841562,-22.9698756869,-22.9648768021,-22.9328839393,-22.9338837163,-22.9318841624,-22.9348834933,-22.9348834933,-23.0018685497,-22.9698756869,-22.9698756869,-22.9698756869,-22.9338837163,-22.9708754639,-23.0028683266,-22.8988915227,-22.9318841624,-22.966876356,-22.9688759099,-23.0058676575,-22.9628772482,-22.9348834933,-22.9318841624,-23.0018685497,-22.9298846085,-23.0388602972,-23.0038681036,-23.0018685497,138.888210665,138.888210665,138.891210951,138.893211141,138.893211141,138.930214661,138.957217229,138.900211807,138.895211331,139.037224839,138.9222139,138.9222139,138.917213424,138.970218466,138.92021371,138.970218466,138.895211331,138.884210285,138.957217229,138.923213995,139.037224839,138.918213519,138.863208287,138.850207051,138.868208763,138.9222139,138.894211236,138.92421409,138.820204197,138.862208192,138.859207907,138.917213424,99.456,99.413,99.411,99.434,99.434,99.37,99.366,99.357,99.358,99.348,99.356,99.356,99.384,99.367,99.371,99.367,99.358,99.373,99.381,99.342,99.348,99.37,99.374,99.39,99.371,99.356,99.357,99.383,99.361,99.402,99.388,99.384
FLQS3084GRWM,-23.2180092647,-22.9978859276,-23.0439117163,-22.9318489264,-22.9318489264,-22.8618096828,-22.8968293046,-22.8748169709,-22.8758175315,-22.8778186528,-22.8768180922,-22.8768180922,-22.895828744,-22.9188416383,-22.9138388352,-22.9188416383,-22.8758175315,-22.9108371533,-22.903833229,-22.8417984703,-22.8778186528,-22.8618096828,-22.9188416383,-22.9438556539,-22.911837714,-22.8768180922,-22.8257895004,-22.9838780789,-22.8618096828,-22.9318489264,-22.9428550933,-22.895828744,138.933968866,139.076962659,139.079962528,139.047963918,139.047963918,139.06196331,139.087962181,138.980966826,139.025964872,139.133960184,138.969967303,138.969967303,139.042964135,138.983966696,138.966967434,138.983966696,139.025964872,138.999966001,138.945968345,138.969967303,139.133960184,139.038964308,138.75397668,138.975967043,138.878971253,138.969967303,138.977966956,138.96796739,138.945968345,138.979966869,138.941968519,139.042964135,99.26,99.162,99.18,99.137,99.137,99.108,99.121,99.119,99.116,99.11,99.12,99.12,99.123,99.136,99.135,99.136,99.116,99.132,99.133,99.106,99.11,99.11,99.151,99.147,99.14,99.12,99.099,99.163,99.116,99.142,99.149,99.123
FLQS307KGRWV,-22.9826276466,-22.9126105018,-22.910610012,-22.8425933571,-22.8425933571,-22.7725762123,-22.8055842948,-22.7355671501,-22.7345669051,-22.7355671501,-22.7345669051,-22.7345669051,-22.8055842948,-22.7715759674,-22.7695754775,-22.7715759674,-22.7345669051,-22.7685752326,-22.8045840499,-22.736567395,-22.7355671501,-22.7705757225,-22.7705757225,-22.8055842948,-22.7665747428,-22.7345669051,-22.736567395,-22.8445938469,-22.7705757225,-22.8415931121,-22.8055842948,-22.8055842948,138.826010788,138.865011914,138.866011943,138.902012983,138.902012983,138.910013214,138.934013908,138.838011134,138.876012232,138.909013186,138.902012983,138.902012983,138.904013041,138.906013099,138.900012926,138.906013099,138.876012232,138.865011914,138.940014081,138.863011857,138.909013186,138.902012983,138.799010007,138.831010932,138.803010123,138.902012983,138.83301099,138.897012839,138.79700995,138.84201125,138.798009979,138.904013041,99.304,99.274,99.273,99.243,99.243,99.214,99.226,99.204,99.202,99.2,99.2,99.2,99.228,99.214,99.214,99.214,99.202,99.216,99.225,99.203,99.2,99.214,99.221,99.233,99.219,99.2,99.205,99.244,99.221,99.247,99.235,99.228
FLQS3072GRWV,-23.1544766812,-23.0845115008,-23.0835119983,-23.0155458231,-23.0155458231,-22.9455806427,-22.9805632329,-22.9085990474,-22.90959855,-22.9105980526,-22.9085990474,-22.9085990474,-22.9805632329,-22.9445811402,-22.9435816376,-22.9445811402,-22.90959855,-22.9435816376,-22.9785642278,-22.8726169547,-22.9105980526,-22.9455806427,-22.9445811402,-22.994556269,-22.9435816376,-22.9085990474,-22.9115975551,-22.9855607458,-22.9465801453,-23.0155458231,-22.9775647252,-22.9805632329,138.944895971,138.995901806,139.003902722,138.976899633,138.976899633,139.044907413,139.013903866,138.910892081,138.951896772,138.982900319,139.030905811,139.030905811,138.977899747,139.036906498,139.031905926,139.036906498,138.951896772,138.993901578,139.01490398,138.977899747,138.982900319,138.977899747,138.925893797,139.14391874,138.79287858,139.030905811,138.908891852,138.977899747,138.875888076,138.96489826,138.924893683,138.977899747,99.43,99.398,99.398,99.372,99.372,99.34,99.356,99.334,99.331,99.329,99.326,99.326,99.358,99.34,99.34,99.34,99.331,99.342,99.355,99.315,99.329,99.344,99.347,99.353,99.355,99.326,99.335,99.36,99.351,99.373,99.36,99.358
FLQS305NGRWM,-23.2364805792,-23.1725040356,-23.1695051351,-23.1015300575,-23.1015300575,-23.0335549799,-23.0675425187,-23.0005670746,-23.0005670746,-23.0355542469,-22.9995674411,-22.9995674411,-23.0655432517,-23.0365538804,-23.0355542469,-23.0365538804,-23.0005670746,-23.0355542469,-23.0645436182,-22.9645802687,-23.0355542469,-23.0305560794,-23.0355542469,-23.0705414192,-23.0345546134,-22.9995674411,-22.9975681741,-23.104528958,-23.0315557129,-23.102529691,-23.0695417857,-23.0655432517,139.032677818,138.986659058,138.986659058,139.020672924,139.020672924,139.033678226,139.057688014,138.959648047,138.998663952,139.028676187,139.021673332,139.021673332,139.021673332,139.030677002,139.021673332,139.030677002,138.998663952,138.986659058,139.057688014,139.023674148,139.028676187,139.020672924,138.922632957,138.952645192,138.923633365,139.021673332,138.9536456,139.018672108,138.917630918,138.961648862,138.922632957,139.021673332,99.5,99.477,99.476,99.447,99.447,99.418,99.431,99.41,99.408,99.42,99.406,99.406,99.432,99.42,99.42,99.42,99.408,99.422,99.429,99.392,99.42,99.418,99.427,99.439,99.426,99.406,99.409,99.448,99.426,99.451,99.44,99.432
FLQS305DGRWM,-23.100968488,-23.1149636223,-23.0719785669,-22.9130338272,-22.9130338272,-22.8910414733,-22.928028614,-22.8640508571,-22.897039388,-22.8610518998,-22.8960397356,-22.8960397356,-22.928028614,-22.939024791,-22.8960397356,-22.939024791,-22.897039388,-22.8960397356,-22.9260293091,-22.9510206204,-22.8610518998,-22.8890421684,-22.8990386929,-22.9690143645,-22.8940404307,-22.8960397356,-22.8540543326,-23.1709441596,-22.8930407782,-22.9600174924,-22.9320272238,-22.928028614,138.926115695,138.884116567,138.974114698,138.968114823,138.968114823,139.020113743,138.999114179,138.901116214,139.050113121,139.093112228,139.000114159,139.000114159,138.961114968,139.016113826,139.009113972,139.016113826,139.050113121,138.973114719,138.9981142,138.954115114,139.093112228,139.010113951,138.861117044,138.888116484,138.913115965,139.000114159,138.941115384,138.958115031,138.824117813,138.944115321,138.90611611,138.961114968,99.52,99.529,99.506,99.442,99.442,99.43,99.446,99.427,99.431,99.413,99.433,99.433,99.449,99.449,99.433,99.449,99.431,99.435,99.446,99.458,99.413,99.43,99.444,99.47,99.438,99.433,99.42,99.547,99.444,99.463,99.454,99.449
FLQS3057GRWM,-23.0745169402,-23.0035215033,-23.0025215676,-22.9345259378,-22.9345259378,-22.8315325575,-22.8655303723,-22.8285327503,-22.829532686,-22.829532686,-22.829532686,-22.829532686,-22.8985282515,-22.8665303081,-22.8655303723,-22.8665303081,-22.829532686,-22.8645304366,-22.8955284443,-22.7945349354,-22.829532686,-22.8305326217,-22.8645304366,-22.900528123,-22.8665303081,-22.829532686,-22.829532686,-22.9365258093,-22.8645304366,-22.9015280587,-22.8985282515,-22.8985282515,138.988183465,138.986182801,138.984182136,139.018193437,139.018193437,139.037199753,139.064208727,138.997186457,138.997186457,139.070210722,139.023195099,139.023195099,139.018193437,139.031197758,139.022194767,139.031197758,138.997186457,138.988183465,139.097219696,139.024195431,139.070210722,139.023195099,138.960174158,138.952171499,138.920160863,139.023195099,138.953171832,139.016192772,138.918160198,138.964175488,138.960174158,139.018193437,99.409,99.381,99.381,99.351,99.351,99.308,99.32,99.31,99.31,99.306,99.309,99.309,99.337,99.323,99.323,99.323,99.31,99.325,99.33,99.295,99.306,99.309,99.327,99.342,99.33,99.309,99.313,99.352,99.329,99.341,99.34,99.337
FLQS3052GRWY,-22.7844005841,-22.7134678277,-22.7124687748,-22.6095663254,-22.6095663254,-22.5745994737,-22.6085672725,-22.5745994737,-22.507662929,-22.5086619819,-22.5376345162,-22.5376345162,-22.6095663254,-22.5446278865,-22.5736004208,-22.5446278865,-22.507662929,-22.5726013679,-22.6065691667,-22.4716970244,-22.5086619819,-22.5736004208,-22.5456269394,-22.6085672725,-22.5745994737,-22.5376345162,-22.5376345162,-22.6485293888,-22.539632622,-22.6445331772,-22.5795947383,-22.6095663254,138.983059052,138.985058909,139.051054188,139.027055905,139.027055905,139.036055261,139.057053759,138.908064416,139.005057478,139.03705519,139.022056263,139.022056263,139.021056334,139.034055404,139.018056549,139.034055404,139.005057478,138.982059123,139.056053831,139.029055762,139.03705519,139.020056406,138.881066347,138.951061341,138.9250632,139.022056263,138.952061269,139.019056477,138.922063415,138.957060911,138.882066276,139.021056334,99.187,99.158,99.154,99.114,99.114,99.099,99.111,99.107,99.074,99.073,99.085,99.085,99.114,99.087,99.1,99.087,99.074,99.102,99.11,99.058,99.073,99.1,99.098,99.118,99.106,99.085,99.09,99.13,99.092,99.132,99.111,99.114
