,Distance_X_LOGO_Front_Camera_LD1,Distance_X_LOGO_Front_Camera_LD2,Distance_X_LOGO_Front_Camera_LD3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Front_Camera_LD1,Distance_Y_LOGO_Front_Camera_LD2,Distance_Y_LOGO_Front_Camera_LD3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Front_Camera_LD1,Angle_Front_Camera_LD2,Angle_Front_Camera_LD3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS2044GRWY,-23.1272821177,-23.0523103784,-23.0163239436,-22.9443510739,-22.9443510739,-22.8773763202,-22.9113635087,-22.8403902622,-22.839390639,-22.8423895086,-22.8383910158,-22.8383910158,-22.9513484363,-22.8773763202,-22.8733778275,-22.8773763202,-22.839390639,-22.8743774507,-22.9113635087,-22.8064030738,-22.8423895086,-22.8773763202,-22.9113635087,-22.9873348711,-22.8773763202,-22.8383910158,-22.844388755,-22.9903337407,-22.8743774507,-22.9463503203,-22.9463503203,-22.9513484363,139.056700499,138.996692429,139.070702382,139.099706283,139.099706283,139.117708704,139.135711125,138.971689067,139.079703593,139.118708838,139.097706014,139.097706014,139.032697271,139.113708166,139.095705745,139.113708166,139.079703593,139.058700768,139.068702113,139.033697406,139.118708838,139.032697271,138.795665395,139.063701441,138.840671447,139.097706014,138.869675348,139.097706014,138.99469216,138.832670371,139.000692967,139.032697271,99.583,99.557,99.537,99.507,99.507,99.478,99.491,99.473,99.466,99.464,99.464,99.464,99.514,99.479,99.478,99.479,99.466,99.481,99.495,99.455,99.464,99.484,99.513,99.526,99.497,99.464,99.482,99.525,99.485,99.525,99.514,99.514
FLQS312SGRWV,-22.909238303,-22.841213841,-22.8402134813,-22.7651865011,-22.7651865011,-22.6971620391,-22.7341753493,-22.7041645572,-22.7041645572,-22.705164917,-22.7031641975,-22.7031641975,-22.7291735506,-22.7401775077,-22.6971620391,-22.7401775077,-22.7041645572,-22.6971620391,-22.7271728311,-22.6651505275,-22.705164917,-22.6941609599,-22.701163478,-22.7761904582,-22.7371764285,-22.7031641975,-22.6571476497,-22.773189379,-22.6911598807,-22.7661868608,-22.735175709,-22.7291735506,138.829131676,138.84113212,138.839132046,138.911134708,138.911134708,138.922135114,138.913134782,138.847132342,138.886133783,138.922135114,138.909134634,138.909134634,138.906134523,138.922135114,138.952136223,138.922135114,138.886133783,138.915134855,138.944135927,138.948136075,138.922135114,138.906134523,138.815131159,138.806130826,138.816131196,138.909134634,138.885133747,138.875133377,138.85113249,138.853132564,138.815131159,138.906134523,99.475,99.448,99.447,99.413,99.413,99.384,99.4,99.392,99.39,99.388,99.388,99.388,99.398,99.402,99.382,99.402,99.39,99.385,99.395,99.37,99.388,99.384,99.393,99.424,99.407,99.388,99.371,99.418,99.387,99.417,99.406,99.398
FLQS31J6GRWY,-23.3418473566,-23.0585093279,-23.275768523,-23.1285929392,-23.1285929392,-22.9203444941,-22.9573886886,-22.8853026884,-22.8853026884,-22.8853026884,-22.844253716,-22.844253716,-22.9553862997,-22.9213456885,-22.9193432996,-22.9213456885,-22.8853026884,-22.9563874942,-22.9543851053,-22.8492596883,-22.8853026884,-22.8782943272,-22.9583898831,-22.960392272,-22.9563874942,-22.844253716,-22.8833002995,-22.9463755497,-22.873288355,-22.9904281054,-22.9143373274,-22.9553862997,138.82270436,138.900704756,138.858704543,138.908704797,138.908704797,138.944704979,138.924704878,138.872704614,138.912704817,139.018705355,138.945704985,138.945704985,138.888704695,139.009705309,138.935704934,139.009705309,138.912704817,138.895704731,138.924704878,138.938704949,139.018705355,138.895704731,138.828704391,138.82070435,138.836704431,138.945704985,138.866704584,138.940704959,138.839704447,138.829704396,138.842704462,138.888704695,99.617,99.498,99.588,99.525,99.525,99.439,99.456,99.43,99.428,99.421,99.409,99.409,99.457,99.435,99.44,99.435,99.428,99.457,99.454,99.411,99.421,99.426,99.462,99.464,99.461,99.409,99.43,99.45,99.428,99.475,99.444,99.457
FLQS31FWGRWY,-23.1108155191,-23.0438131548,-23.0798144252,-23.0498133665,-23.0498133665,-22.8998080733,-22.9378094142,-22.8648068382,-22.8618067323,-22.8638068029,-22.8638068029,-22.8638068029,-22.9378094142,-22.8998080733,-22.8948078968,-22.8998080733,-22.8618067323,-22.8948078968,-22.9378094142,-22.8288055678,-22.8638068029,-22.9018081438,-22.9408095201,-22.9308091672,-22.8948078968,-22.8638068029,-22.867806944,-22.9758107552,-22.9038082144,-22.971810614,-22.9348093084,-22.9378094142,138.93919143,138.937191197,138.992197607,138.93919143,138.93919143,139.034202502,139.009199588,138.9071877,138.999198423,139.035202618,138.976195742,138.976195742,138.976195742,139.031202152,139.025201453,139.031202152,138.999198423,138.988197141,138.972195276,138.977195859,139.035202618,138.976195742,138.833179075,138.957193528,138.87518397,138.976195742,138.905187467,138.970195043,138.833179075,138.912188283,138.870183388,138.976195742,99.424,99.397,99.408,99.4,99.4,99.333,99.35,99.327,99.32,99.318,99.322,99.322,99.352,99.333,99.332,99.333,99.32,99.334,99.352,99.308,99.318,99.338,99.363,99.351,99.342,99.322,99.328,99.368,99.348,99.37,99.358,99.352
FLQS31CRGRWY,-23.4143126626,-23.376294294,-23.3402768921,-23.306260457,-23.306260457,-23.2382275868,-23.2722440219,-23.2002092182,-23.1671932665,-23.1691942333,-23.1671932665,-23.1671932665,-23.2712435385,-23.2372271035,-23.202210185,-23.2372271035,-23.1671932665,-23.2342256533,-23.2722440219,-23.132176348,-23.1691942333,-23.2352261367,-23.2032106684,-23.2382275868,-23.2352261367,-23.1671932665,-23.2042111517,-23.2772464389,-23.2372271035,-23.2722440219,-23.2382275868,-23.2712435385,138.850889532,138.878894753,138.883895686,138.911900908,138.911900908,138.915901654,138.918902213,138.84288804,138.884895872,138.918902213,138.915901654,138.915901654,138.911900908,138.885896059,138.91690184,138.885896059,138.884895872,138.875894194,138.914901467,138.91690184,138.918902213,138.911900908,138.814882818,138.847888972,138.778876104,138.915901654,138.813882632,138.880895126,138.807881513,138.818883564,138.780876477,138.911900908,99.577,99.56,99.545,99.53,99.53,99.502,99.516,99.492,99.476,99.474,99.474,99.474,99.516,99.504,99.488,99.504,99.476,99.503,99.516,99.46,99.474,99.501,99.495,99.507,99.51,99.474,99.495,99.52,99.509,99.522,99.511,99.516
FLQS319LGRWY,-23.1458014335,-23.1127731776,-23.0717380717,-23.0437140969,-23.0437140969,-22.9376233354,-23.0086841285,-22.9426276166,-22.9416267603,-22.9446293291,-22.9416267603,-22.9416267603,-23.006682416,-22.9906687161,-22.977657585,-22.9906687161,-22.9416267603,-22.977657585,-23.006682416,-22.9065967919,-22.9446293291,-22.9376233354,-22.9756558725,-22.9786584413,-22.9786584413,-22.9416267603,-22.9376233354,-23.0927560527,-22.9726533038,-23.0076832722,-22.9796592975,-23.006682416,138.881023436,138.937030301,138.945031282,138.971034469,138.971034469,138.992037044,139.005038637,138.914027482,139.024040966,138.991036921,138.973034714,138.973034714,138.966033856,138.997037657,138.967033979,138.997037657,139.024040966,138.928029198,139.00603876,138.972034592,138.991036921,138.912027236,138.943031037,138.908026746,138.883023681,138.973034714,138.900025765,138.97903545,138.86702172,138.914027482,138.873022455,138.966033856,99.525,99.509,99.492,99.479,99.479,99.435,99.463,99.442,99.434,99.438,99.438,99.438,99.464,99.456,99.452,99.456,99.434,99.455,99.462,99.424,99.438,99.44,99.453,99.457,99.458,99.438,99.441,99.498,99.457,99.468,99.459,99.464
FLQS319HGRWY,-23.1095041769,-22.9055173805,-23.0405086428,-22.842521458,-22.842521458,-22.7705261181,-22.8065237881,-22.7765257298,-22.7405280598,-22.7775256651,-22.7755257945,-22.7755257945,-22.8055238528,-22.813523335,-22.7745258592,-22.813523335,-22.7405280598,-22.7745258592,-22.8045239175,-22.7405280598,-22.7775256651,-22.7675263123,-22.7765257298,-22.8105235292,-22.813523335,-22.7755257945,-22.7355283834,-22.842521458,-22.7685262476,-22.8395216522,-22.8105235292,-22.8055238528,138.870234662,138.985230716,138.874234525,138.917233049,138.917233049,138.971231197,138.950231917,138.894233839,138.94023226,138.967231334,138.95423178,138.95423178,138.912233221,138.964231437,138.959231608,138.964231437,138.94023226,138.922232878,138.950231917,138.956231711,138.967231334,138.959231608,138.863234902,138.894233839,138.821236344,138.95423178,138.844235554,138.914233152,138.857235108,138.899233667,138.85923504,138.912233221,99.357,99.268,99.33,99.247,99.247,99.215,99.23,99.222,99.204,99.218,99.217,99.217,99.233,99.232,99.217,99.232,99.204,99.219,99.229,99.204,99.218,99.214,99.224,99.236,99.242,99.217,99.209,99.247,99.221,99.247,99.238,99.233
FLQS317CGRWY,-23.0220085343,-22.9540498357,-22.9990225039,-22.8900887076,-22.8900887076,-22.9090771675,-22.8521117878,-22.8241287943,-22.782154304,-22.782154304,-22.7841530893,-22.7841530893,-22.8531111805,-22.8201312238,-22.8161336533,-22.8201312238,-22.782154304,-22.8161336533,-22.8521117878,-22.7461761695,-22.782154304,-22.8181324386,-22.8181324386,-22.8501130026,-22.8171330459,-22.7841530893,-22.7791561261,-22.9360607684,-22.8181324386,-22.841118469,-22.8521117878,-22.8531111805,138.889334172,138.891333788,138.898332444,138.862339355,138.862339355,138.826346265,138.90033206,138.868338203,138.911329949,139.017309601,138.926327069,138.926327069,138.861339547,138.937324958,138.922327837,138.937324958,138.911329949,138.886334748,138.899332252,138.927326878,139.017309601,138.858340123,138.826346265,138.860339739,138.772356631,138.926327069,138.859339931,138.859339931,138.823346841,138.807349912,138.823346841,138.861339547,99.414,99.387,99.405,99.363,99.363,99.373,99.345,99.336,99.317,99.31,99.316,99.316,99.348,99.33,99.329,99.33,99.317,99.332,99.345,99.301,99.31,99.334,99.336,99.347,99.34,99.316,99.319,99.382,99.336,99.347,99.35,99.348
FLQS3160GRWY,-23.2738896897,-23.2018095083,-23.2008083947,-23.1327326678,-23.1327326678,-23.0626547136,-23.0986948043,-23.0356246456,-23.0336224183,-23.0336224183,-23.0336224183,-23.0336224183,-23.0956914634,-23.069662509,-23.0686613954,-23.069662509,-23.0336224183,-23.069662509,-23.1277270996,-22.9985834413,-23.0336224183,-23.0606524864,-23.0666591681,-23.1047014861,-23.0676602818,-23.0336224183,-23.0276157365,-23.1337337814,-23.0606524864,-23.1627660767,-23.1057025998,-23.0956914634,138.815387694,138.855385212,138.857385088,138.892382917,138.892382917,138.901382359,138.92538087,138.794388997,138.87138422,138.901382359,138.892382917,138.892382917,138.890383041,138.954379071,138.890383041,138.954379071,138.87138422,138.853385336,138.882383537,138.893382855,138.901382359,138.888383165,138.841386081,138.82238726,138.795388935,138.892382917,138.818387508,138.888383165,138.784389617,138.82238726,138.754391478,138.890383041,99.364,99.332,99.332,99.302,99.302,99.274,99.286,99.27,99.264,99.262,99.263,99.263,99.287,99.273,99.277,99.273,99.264,99.28,99.301,99.248,99.262,99.273,99.279,99.296,99.283,99.263,99.265,99.303,99.281,99.319,99.3,99.287
FLQS3126GRWV,-23.004151848,-22.9702121144,-23.1229409159,-22.902332647,-22.902332647,-22.8354514071,-22.8663964584,-22.7955223086,-22.7965205361,-22.7965205361,-22.7935258537,-22.7935258537,-22.8673946858,-22.8304602698,-22.8284638148,-22.8304602698,-22.7965205361,-22.8264673599,-22.8663964584,-22.7585878925,-22.7965205361,-22.8304602698,-22.8304602698,-22.863401776,-22.8324567247,-22.7935258537,-22.7965205361,-22.9013344195,-22.7945240811,-22.9013344195,-22.863401776,-22.8673946858,138.783253932,138.780253883,138.787253996,138.814254435,138.814254435,138.792254078,138.849255003,138.750253396,138.753253444,138.819254516,138.811254386,138.811254386,138.808254338,138.820254532,138.808254338,138.820254532,138.753253444,138.772253753,138.848254987,138.812254403,138.819254516,138.808254338,138.679252242,138.744253298,138.718252876,138.811254386,138.742253266,138.814254435,138.714252811,138.753253444,138.689252405,138.808254338,99.623,99.61,99.671,99.58,99.58,99.555,99.563,99.541,99.542,99.537,99.537,99.537,99.566,99.551,99.551,99.551,99.542,99.553,99.563,99.523,99.537,99.552,99.56,99.569,99.558,99.537,99.542,99.58,99.544,99.584,99.573,99.566
FLQS3115GRWV,-22.7383179946,-22.6662916464,-22.6322792041,-22.5992671279,-22.5992671279,-22.4932283374,-22.5612532218,-22.4542140654,-22.4892268736,-22.4542140654,-22.4892268736,-22.4892268736,-22.5642543197,-22.5242396818,-22.4852254098,-22.5242396818,-22.4892268736,-22.5232393158,-22.5222389499,-22.4542140654,-22.4542140654,-22.5292415115,-22.4892268736,-22.5252400477,-22.520238218,-22.4892268736,-22.4912276055,-22.5992671279,-22.5292415115,-22.5642543197,-22.5212385839,-22.5642543197,138.934748402,138.982750043,138.937748505,139.023751444,139.023751444,138.985750145,139.00375076,138.911747616,138.948748881,138.981750009,138.970749633,138.970749633,138.966749496,138.978749906,139.023751444,138.978749906,138.948748881,138.932748334,139.063752811,138.933748368,138.981750009,138.968749564,138.873746317,138.865746044,138.837745087,138.970749633,138.899747206,138.969749598,138.86474601,138.915747753,138.918747855,138.966749496,99.265,99.233,99.223,99.204,99.204,99.163,99.19,99.153,99.164,99.148,99.163,99.163,99.193,99.177,99.158,99.177,99.164,99.179,99.17,99.152,99.148,99.179,99.169,99.184,99.184,99.163,99.168,99.207,99.186,99.197,99.179,99.193
FLQS310RGRWV,-23.2842096213,-23.253142629,-23.2140583485,-23.1449092366,-23.1449092366,-23.1158465665,-23.1118379223,-23.0396823274,-23.0396823274,-23.0406844884,-23.0396823274,-23.0396823274,-23.1078292781,-23.0767622859,-23.0757601248,-23.0767622859,-23.0396823274,-23.0747579638,-23.1459113977,-23.0026023689,-23.0406844884,-23.0727536417,-23.0767622859,-23.1078292781,-23.0757601248,-23.0396823274,-23.0396823274,-23.1479157198,-23.0737558027,-23.1449092366,-23.1088314392,-23.1078292781,138.891132375,138.894133221,138.897134066,138.929143085,138.929143085,139.01416704,138.912138294,138.933144212,138.977156612,139.013166758,138.933144212,138.933144212,138.927142521,139.006164785,138.927142521,139.006164785,138.977156612,138.952149567,138.905136321,138.994161403,139.013166758,138.924141676,138.82811462,138.929143085,138.837117157,138.933144212,138.860123639,138.928142803,138.827114338,138.86612533,138.889131812,138.927142521,99.426,99.413,99.398,99.368,99.368,99.35,99.355,99.325,99.322,99.32,99.325,99.325,99.353,99.335,99.34,99.335,99.322,99.338,99.37,99.306,99.32,99.339,99.347,99.353,99.346,99.325,99.33,99.369,99.346,99.372,99.356,99.353
FLQS3106GRWV,-23.1441714886,-22.9871228252,-23.0721491716,-22.9161008182,-22.9161008182,-22.8410775714,-22.8810899697,-22.8090676528,-22.8610837706,-22.8110682727,-22.8090676528,-22.8090676528,-22.9241032979,-22.8900927593,-22.8440785013,-22.8900927593,-22.8610837706,-22.8450788113,-22.9271042278,-22.7740568043,-22.8110682727,-22.8450788113,-22.8490800511,-22.8830905896,-22.8860915195,-22.8090676528,-22.8110682727,-22.9171011282,-22.851080671,-22.9201020581,-22.8830905896,-22.9241032979,138.897368115,138.983400551,138.979399043,139.022415261,139.022415261,139.087439777,139.053426953,139.021414884,138.868357177,139.096443171,139.081437514,139.081437514,139.015412621,139.081437514,139.07943676,139.081437514,138.868357177,139.04042205,139.006409226,139.084438645,139.096443171,139.019414129,138.919376412,138.951388482,138.917375658,139.081437514,138.950388105,139.019414129,138.87435944,138.913374149,138.916375281,139.015412621,99.25,99.181,99.216,99.15,99.15,99.116,99.134,99.108,99.139,99.103,99.103,99.103,99.154,99.136,99.118,99.136,99.139,99.121,99.156,99.089,99.103,99.122,99.13,99.142,99.145,99.103,99.113,99.151,99.134,99.159,99.144,99.154
FLQS30ZQGRWV,-23.1904356707,-23.0904553488,-23.1214492486,-23.0234685331,-23.0234685331,-22.9514827013,-22.9874756172,-22.9164895886,-22.9174893919,-22.9174893919,-22.913490179,-22.913490179,-22.9844762075,-22.9514827013,-22.9484832916,-22.9514827013,-22.9174893919,-22.9494830949,-22.986475814,-22.8784970663,-22.9174893919,-22.9484832916,-22.954482111,-23.018469517,-22.9484832916,-22.913490179,-22.9144899822,-23.0544624329,-22.9854760108,-23.0234685331,-23.0174697138,-22.9844762075,138.849148292,138.910143964,138.913143752,138.888145525,138.888145525,138.961140346,138.923143042,138.827149853,138.869146873,138.899144745,138.947141339,138.947141339,138.945141481,138.95714063,138.944141552,138.95714063,138.869146873,138.906144248,138.926142829,138.948141268,138.899144745,138.943141623,138.745155671,138.880146093,138.854147937,138.947141339,138.877146306,138.943141623,138.846148505,138.829149711,138.835149285,138.945141481,99.416,99.372,99.384,99.347,99.347,99.313,99.33,99.308,99.305,99.303,99.298,99.298,99.327,99.313,99.313,99.313,99.305,99.316,99.329,99.284,99.303,99.313,99.328,99.345,99.319,99.298,99.304,99.355,99.334,99.35,99.347,99.327
FLQS30YUGRWV,-22.9871114732,-22.9161265691,-22.9161265691,-22.8471412398,-22.8471412398,-22.7431633521,-22.8111488941,-22.74016399,-22.7101703685,-22.7101703685,-22.7081707938,-22.7081707938,-22.7801554852,-22.7751565483,-22.7431633521,-22.7751565483,-22.7101703685,-22.7431633521,-22.8101491067,-22.6731782354,-22.7101703685,-22.7431633521,-22.7761563357,-22.8081495319,-22.7451629269,-22.7081707938,-22.7451629269,-22.8481410272,-22.7791556979,-22.816147831,-22.8091493193,-22.7801554852,138.864059492,138.86805863,138.898052163,138.900051732,138.900051732,138.945042032,138.938043541,138.834065959,138.876056906,138.940043109,138.940043109,138.940043109,138.898052163,138.937043756,138.937043756,138.937043756,138.876056906,138.900051732,138.932044834,138.939043325,138.940043109,138.938043541,138.835065744,138.863059708,138.840064666,138.940043109,138.833066175,138.933044618,138.802072857,138.84106445,138.835065744,138.898052163,99.293,99.265,99.263,99.235,99.235,99.19,99.218,99.196,99.182,99.177,99.177,99.177,99.208,99.204,99.191,99.204,99.182,99.193,99.218,99.163,99.177,99.191,99.211,99.222,99.198,99.177,99.198,99.233,99.214,99.226,99.224,99.208
FLQS30X6GRWY,-22.8977929774,-22.8638214732,-22.8278516452,-22.7968776267,-22.7968776267,-22.6929647904,-22.7619069607,-22.6939639523,-22.6899673047,-22.6939639523,-22.6929647904,-22.6929647904,-22.7609077988,-22.7299337803,-22.7279354565,-22.7299337803,-22.6899673047,-22.7269362946,-22.758909475,-22.6599924481,-22.6939639523,-22.6909664666,-22.7289346184,-22.7599086369,-22.7299337803,-22.6929647904,-22.6559958006,-22.7639052844,-22.7249379708,-22.7619069607,-22.7299337803,-22.7609077988,139.001620683,139.059628454,139.006621353,139.030624568,139.030624568,139.052627516,139.064629124,138.917609429,139.158641718,139.113635689,139.032624836,139.032624836,139.027624166,139.039625774,139.027624166,139.039625774,139.158641718,138.990619209,139.067629526,138.982618137,139.113635689,139.036625372,138.929611037,139.0286243,138.935611841,139.032624836,138.968616262,139.036625372,138.989619075,138.976617334,138.935611841,139.027624166,99.462,99.444,99.433,99.419,99.419,99.376,99.403,99.386,99.368,99.373,99.378,99.378,99.405,99.392,99.392,99.392,99.368,99.394,99.402,99.367,99.373,99.376,99.399,99.405,99.399,99.378,99.367,99.406,99.393,99.409,99.399,99.405
FLQS30X6GRWV,-23.1956627598,-23.1246423598,-23.1246423598,-23.0236133401,-23.0236133401,-22.9525929401,-23.0206124781,-22.9475915034,-22.9175828837,-22.918583171,-22.9145820217,-22.9145820217,-22.9876029964,-22.9535932274,-22.9826015598,-22.9535932274,-22.9175828837,-22.9826015598,-23.0236133401,-22.9125814471,-22.918583171,-22.9515926527,-22.9826015598,-23.0156110415,-22.9545935147,-22.9145820217,-22.9505923654,-23.0566228218,-22.9856024218,-23.0246136274,-23.0166113288,-22.9876029964,138.949031746,138.950032107,138.954033547,138.988045794,138.988045794,139.002050837,139.019056961,138.922022021,138.927023822,138.956034268,139.047067046,139.047067046,138.987045434,138.994047956,138.984044354,138.994047956,138.927023822,138.948031386,138.981043273,138.988045794,138.956034268,138.986045074,138.887009414,138.91902094,138.895012296,139.047067046,138.91702022,138.947031026,138.883007973,138.891010855,138.884008333,138.987045434,99.624,99.596,99.596,99.553,99.553,99.523,99.549,99.526,99.514,99.513,99.505,99.505,99.538,99.524,99.536,99.524,99.514,99.539,99.553,99.508,99.513,99.524,99.543,99.554,99.531,99.505,99.528,99.568,99.544,99.56,99.557,99.538
FLQS30WFGRWV,-22.8256717759,-22.7576489132,-22.7556482408,-22.6776220159,-22.6776220159,-22.6156011706,-22.6436105846,-22.6166015068,-22.617601843,-22.6186021792,-22.5745873857,-22.5745873857,-22.6416099122,-22.6166015068,-22.6095991533,-22.6166015068,-22.617601843,-22.6095991533,-22.6446109208,-22.5775883943,-22.6186021792,-22.6055978084,-22.6146008343,-22.6446109208,-22.6126001619,-22.5745873857,-22.5705860408,-22.6816233608,-22.603597136,-22.6856247057,-22.645611257,-22.6416099122,138.782240555,138.785240538,138.784240544,138.96223957,138.96223957,138.874240051,138.997239378,138.795240483,138.836240259,138.872240062,138.963239564,138.963239564,138.961239575,138.917239816,138.959239586,138.917239816,138.836240259,138.923239783,138.941239685,138.903239892,138.872240062,138.959239586,138.806240423,138.891239958,138.814240379,138.963239564,138.892239953,138.961239575,138.860240128,138.802240445,138.85624015,138.961239575,99.2,99.172,99.172,99.129,99.129,99.11,99.113,99.115,99.113,99.111,99.087,99.087,99.114,99.107,99.102,99.107,99.113,99.104,99.117,99.093,99.111,99.1,99.114,99.12,99.112,99.087,99.09,99.13,99.106,99.142,99.123,99.114
FLQS30VBGRWV,-23.1974652075,-23.0853614751,-23.12339667,-23.0072892329,-23.0072892329,-22.9362234739,-22.9722568165,-22.9562419975,-22.9522382928,-22.9542401452,-22.9512373666,-22.9512373666,-22.9782623736,-22.9912744139,-22.9912744139,-22.9912744139,-22.9522382928,-22.9872707092,-22.975259595,-22.9212095812,-22.9542401452,-22.9432299572,-22.9872707092,-23.0263068303,-22.9882716354,-22.9512373666,-22.9562419975,-23.0633410991,-22.9362234739,-23.01329479,-23.0253059041,-22.9782623736,138.917400661,138.924400731,138.992401417,139.0304018,139.0304018,139.042401921,139.064402143,138.895400439,139.006401558,139.043401931,139.020401699,139.020401699,138.960401094,139.036401861,138.951401004,139.036401861,139.006401558,138.978401276,138.997401467,138.954401034,139.043401931,138.958401074,138.920400691,138.884400328,138.864400126,139.020401699,138.886400348,138.951401004,138.924400731,138.900400489,138.849399975,138.960401094,99.553,99.507,99.518,99.469,99.469,99.44,99.453,99.458,99.448,99.447,99.447,99.447,99.462,99.462,99.468,99.462,99.448,99.464,99.458,99.439,99.447,99.448,99.468,99.486,99.472,99.447,99.458,99.497,99.448,99.48,99.488,99.462
FLQS30UFGRWV,-22.9323165497,-22.8614114208,-22.8204662055,-22.7915049557,-22.7915049557,-22.6826506029,-22.7565517231,-22.6856465942,-22.6856465942,-22.686645258,-22.6846479304,-22.6846479304,-22.7555530594,-22.7215984906,-22.7186024992,-22.7215984906,-22.6856465942,-22.7186024992,-22.7545543956,-22.6496946979,-22.686645258,-22.6836492667,-22.719601163,-22.7545543956,-22.7166051716,-22.6846479304,-22.6476973703,-22.7555530594,-22.7215984906,-22.752557068,-22.7535557318,-22.7555530594,138.889170005,138.919182575,138.926185508,138.953196821,138.953196821,138.966202268,138.991212743,138.890170424,138.927185927,138.961200173,138.955197659,138.955197659,138.95419724,138.958198916,138.95419724,138.958198916,138.927185927,138.919182575,138.990212324,138.956198078,138.961200173,138.963201011,138.852154502,138.886168748,138.857156597,138.955197659,138.891170843,138.959199335,138.852154502,138.898173776,138.853154921,138.95419724,99.235,99.204,99.187,99.174,99.174,99.129,99.157,99.135,99.133,99.131,99.13,99.13,99.159,99.145,99.145,99.145,99.133,99.146,99.156,99.116,99.131,99.13,99.152,99.163,99.15,99.13,99.12,99.159,99.152,99.162,99.165,99.159
FLQS30TYGRWV,-23.185984207,-23.0749603406,-23.1659799067,-23.0039450747,-23.0039450747,-22.9409315289,-22.9709379793,-22.9009229284,-22.9049237884,-22.9029233584,-22.8999227134,-22.8999227134,-22.9689375493,-22.9389310989,-22.9349302388,-22.9389310989,-22.9049237884,-22.9349302388,-22.9349302388,-22.865915403,-22.9029233584,-22.8979222834,-22.9389310989,-22.9709379793,-22.9369306688,-22.8999227134,-22.8989224984,-23.0099463648,-22.9349302388,-23.0919639958,-22.9729384093,-22.9689375493,138.874116544,138.926122205,138.755103589,138.958125688,138.958125688,138.890118286,138.950124817,138.892118503,138.849113822,138.918121334,138.958125688,138.958125688,138.959125797,138.919121443,138.955125362,138.919121443,138.849113822,138.920121552,138.953125144,138.912120681,138.918121334,138.964126342,138.780106311,138.890118286,138.81611023,138.958125688,138.890118286,138.912120681,138.810109577,138.809109468,138.779106202,138.959125797,99.484,99.436,99.484,99.405,99.405,99.384,99.393,99.368,99.373,99.367,99.364,99.364,99.391,99.382,99.378,99.382,99.373,99.38,99.378,99.353,99.367,99.362,99.391,99.396,99.388,99.364,99.368,99.411,99.387,99.451,99.405,99.391
FLQS30T7GRWV,-23.1437259048,-23.0368518523,-23.0368518523,-22.9679330707,-22.9679330707,-22.8980154663,-22.9319754456,-22.8620578411,-22.8610590182,-22.8620578411,-22.8600601953,-22.8600601953,-22.9319754456,-22.8990142892,-22.8940201746,-22.8990142892,-22.8610590182,-22.863056664,-22.9309766226,-22.825101393,-22.8620578411,-22.8960178204,-22.8970166433,-22.9299777997,-22.8990142892,-22.8600601953,-22.8610590182,-22.9679330707,-22.8960178204,-22.9669342478,-22.9299777997,-22.9319754456,138.834055421,138.93606134,138.939061514,138.970063313,138.970063313,138.983064067,138.952062268,138.852056466,138.948062036,138.978063777,138.967063139,138.967063139,138.967063139,138.973063487,138.963062907,138.973063487,138.948062036,138.93106105,138.952062268,138.967063139,138.978063777,138.964062965,138.818054493,138.902059367,138.821054667,138.967063139,138.899059193,138.915060121,138.93106105,138.861056988,138.861056988,138.967063139,99.364,99.315,99.315,99.285,99.285,99.256,99.272,99.25,99.243,99.242,99.242,99.242,99.271,99.257,99.256,99.257,99.243,99.245,99.271,99.228,99.242,99.256,99.266,99.274,99.267,99.242,99.247,99.289,99.259,99.292,99.277,99.271
