SN	Distance_X_LOGO_MainBoard_LD1	Distance_X_LOGO_MainBoard_LD2	Distance_X_LOGO_MainBoard_LD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_LD1	Distance_Y_LOGO_MainBoard_LD2	Distance_Y_LOGO_MainBoard_LD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_LD1	Angle_MainBoard_LD2	Angle_MainBoard_LD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
F2LS2SV5HFM2____	-0.110	-0.111	-0.111	-0.110	-0.152	-0.110	-0.110	-0.113	-0.111	-0.073	-0.110	-0.112	-0.110	-0.110	-0.113	-0.110	-0.110	-0.113	-0.111	-0.114	-0.113	-0.114	-0.113	-0.113	-0.113	-0.114	-0.110	-0.152	-0.113	-0.110	-0.114	-0.112	0.128	0.133	0.168	0.131	0.127	0.127	0.167	0.130	0.131	0.170	0.169	0.132	0.167	0.130	0.094	0.169	0.169	0.129	0.171	0.169	0.129	0.169	0.131	0.132	0.091	0.169	0.170	0.123	0.131	0.169	0.086	0.170	-0.642	-0.644	-0.653	-0.643	-0.661	-0.642	-0.652	-0.644	-0.643	-0.636	-0.653	-0.644	-0.653	-0.643	-0.634	-0.653	-0.653	-0.644	-0.654	-0.654	-0.644	-0.654	-0.644	-0.645	-0.633	-0.654	-0.652	-0.660	-0.644	-0.653	-0.633	-0.654	-0.113	0.143	-0.647	2016_7_15_10_08_05
F2LS3GSUHFM5____	0.167	0.171	0.211	0.209	0.253	0.172	0.171	0.208	0.171	0.211	0.211	0.254	0.206	0.170	0.170	0.211	0.211	0.213	0.209	0.211	0.170	0.211	0.209	0.213	0.172	0.211	0.207	0.250	0.209	0.211	0.210	0.250	-0.122	-0.116	-0.081	-0.116	-0.067	-0.079	-0.078	-0.118	-0.119	-0.116	-0.074	-0.072	-0.115	-0.114	-0.115	-0.074	-0.074	-0.108	-0.113	-0.027	-0.114	-0.027	-0.074	-0.073	-0.075	-0.027	-0.113	-0.114	-0.074	-0.074	-0.118	-0.024	0.704	0.705	0.714	0.722	0.729	0.696	0.694	0.723	0.705	0.722	0.712	0.731	0.720	0.704	0.704	0.712	0.712	0.721	0.722	0.700	0.703	0.700	0.711	0.713	0.695	0.700	0.720	0.741	0.711	0.712	0.723	0.717	0.204	-0.088	0.712	2016_7_15_10_08_09
F2LS3GZKHFM5____	-3.009	-3.045	-3.084	-3.079	-3.084	-3.045	-3.043	-3.082	-3.041	-3.082	-3.040	-3.042	-3.043	-3.043	-3.043	-3.040	-3.040	-3.042	-3.043	-3.043	-3.044	-3.043	-3.043	-3.042	-3.041	-3.043	-3.047	-3.041	-3.043	-3.040	-3.041	-3.083	-2.343	-2.344	-2.342	-2.342	-2.340	-2.339	-2.341	-2.339	-2.344	-2.340	-2.343	-2.342	-2.343	-2.340	-2.339	-2.343	-2.343	-2.340	-2.343	-2.338	-2.338	-2.338	-2.342	-2.338	-2.299	-2.338	-2.303	-2.340	-2.342	-2.343	-2.341	-2.340	-0.435	-0.453	-0.472	-0.468	-0.472	-0.453	-0.452	-0.471	-0.451	-0.470	-0.452	-0.451	-0.453	-0.456	-0.455	-0.452	-0.452	-0.453	-0.453	-0.455	-0.456	-0.455	-0.453	-0.454	-0.463	-0.455	-0.466	-0.453	-0.453	-0.452	-0.452	-0.472	-3.049	-2.338	-0.457	2016_7_15_11_43_22
F2LS3HTSHFM5____	0.059	0.057	0.059	0.059	0.060	0.021	0.020	0.018	0.108	0.059	0.060	0.061	0.060	0.021	0.018	0.060	0.060	0.019	0.061	0.061	0.022	0.061	0.110	0.108	0.105	0.061	0.060	0.022	0.110	0.060	0.102	0.061	0.016	-0.031	0.009	0.009	0.015	0.015	0.012	0.011	0.063	-0.029	0.011	0.012	0.011	0.051	-0.031	0.011	0.011	0.052	0.010	0.011	0.011	0.011	0.068	0.014	0.016	0.011	0.009	0.013	0.068	0.011	0.012	0.010	-0.105	-0.093	-0.103	-0.103	-0.104	-0.122	-0.122	-0.122	-0.095	-0.092	-0.103	-0.102	-0.103	-0.132	-0.112	-0.103	-0.103	-0.133	-0.103	-0.103	-0.121	-0.103	-0.095	-0.082	-0.084	-0.103	-0.103	-0.121	-0.095	-0.103	-0.084	-0.102	0.059	0.015	-0.105	2016_7_15_10_08_19
F2LS3J5VHFM5____	0.086	0.087	0.090	0.089	0.130	0.130	0.127	0.090	0.091	0.089	0.126	0.126	0.089	0.090	0.090	0.126	0.126	0.128	0.125	0.088	0.127	0.088	0.129	0.126	0.087	0.088	0.087	0.127	0.129	0.126	0.167	0.125	-0.021	-0.021	0.022	-0.026	-0.019	-0.015	0.019	-0.018	-0.026	-0.025	0.013	-0.022	0.017	0.020	-0.021	0.013	0.013	0.021	-0.022	-0.022	-0.020	-0.022	-0.019	-0.019	-0.021	-0.022	-0.025	-0.018	-0.019	0.013	-0.021	-0.020	0.337	0.338	0.327	0.339	0.357	0.355	0.345	0.338	0.340	0.340	0.347	0.355	0.328	0.327	0.339	0.347	0.347	0.345	0.355	0.338	0.355	0.338	0.356	0.355	0.337	0.338	0.338	0.355	0.356	0.347	0.374	0.355	0.110	-0.010	0.345	2016_7_15_10_08_23
F2LS3JECHFM5____	0.077	0.076	0.076	0.116	0.075	0.075	0.075	0.077	0.073	0.116	0.073	0.074	0.074	0.079	0.076	0.073	0.073	0.078	0.078	0.076	0.076	0.076	0.076	0.077	0.075	0.076	0.075	0.075	0.076	0.073	0.076	0.078	-0.056	-0.016	-0.054	-0.056	-0.057	-0.053	-0.053	-0.058	-0.058	-0.055	-0.057	-0.057	-0.058	-0.057	-0.055	-0.057	-0.057	-0.056	-0.058	-0.021	-0.058	-0.021	-0.058	-0.056	-0.017	-0.021	-0.055	-0.057	-0.058	-0.057	-0.019	-0.022	0.683	0.672	0.682	0.701	0.683	0.682	0.682	0.684	0.681	0.701	0.682	0.682	0.682	0.685	0.683	0.682	0.682	0.684	0.684	0.674	0.684	0.674	0.684	0.683	0.672	0.674	0.683	0.683	0.684	0.682	0.674	0.674	0.078	-0.048	0.682	2016_7_15_10_08_28
F2LS3JJ8HFM5____	-0.054	-0.056	-0.022	-0.053	-0.018	-0.020	-0.059	0.015	-0.016	-0.020	-0.018	-0.018	-0.059	-0.058	-0.018	-0.018	-0.018	-0.018	-0.018	-0.017	-0.018	-0.017	-0.020	-0.020	-0.018	-0.017	-0.053	-0.056	-0.020	-0.018	-0.053	-0.054	-0.198	-0.161	-0.159	-0.155	-0.196	-0.157	-0.199	-0.115	-0.196	-0.156	-0.197	-0.198	-0.158	-0.199	-0.159	-0.197	-0.197	-0.159	-0.196	-0.197	-0.159	-0.197	-0.121	-0.122	-0.156	-0.197	-0.198	-0.161	-0.121	-0.197	-0.196	-0.193	-0.521	-0.532	-0.517	-0.531	-0.505	-0.517	-0.523	-0.511	-0.505	-0.516	-0.505	-0.504	-0.533	-0.523	-0.515	-0.505	-0.505	-0.514	-0.504	-0.504	-0.515	-0.504	-0.525	-0.525	-0.516	-0.504	-0.521	-0.532	-0.525	-0.505	-0.521	-0.522	-0.029	-0.174	-0.516	2016_7_15_10_08_41
F2LS3JHAHFM5____	-0.134	-0.134	-0.136	-0.096	-0.093	-0.132	-0.182	-0.051	-0.179	-0.092	-0.177	-0.135	-0.131	-0.134	-0.135	-0.177	-0.177	-0.137	-0.136	-0.177	-0.134	-0.177	-0.093	-0.179	-0.137	-0.177	-0.132	-0.093	-0.093	-0.177	-0.132	-0.005	0.027	-0.018	-0.019	0.036	0.082	0.133	0.027	0.040	0.036	0.083	0.035	0.036	0.081	0.034	0.035	0.035	0.035	0.031	-0.011	0.034	0.030	0.034	0.031	0.035	0.037	0.034	0.036	0.036	0.031	0.035	0.035	0.031	0.394	0.406	0.405	0.410	0.399	0.367	0.373	0.430	0.371	0.399	0.373	0.391	0.381	0.392	0.392	0.373	0.373	0.392	0.403	0.372	0.394	0.372	0.412	0.371	0.390	0.372	0.393	0.411	0.412	0.373	0.393	0.453	-0.134	0.037	0.392	2016_7_15_10_08_35
F2LS3JTDHFM5____	0.239	0.198	0.198	0.161	0.201	0.242	0.243	0.206	0.201	0.200	0.202	0.200	0.200	0.201	0.201	0.202	0.202	0.242	0.156	0.201	0.200	0.201	0.202	0.243	0.241	0.201	0.201	0.202	0.202	0.202	0.162	0.201	-0.012	-0.053	-0.055	-0.011	-0.011	0.027	-0.014	-0.010	-0.055	-0.013	-0.013	-0.014	-0.014	-0.014	-0.015	-0.013	-0.013	-0.012	-0.012	-0.052	-0.014	-0.052	-0.012	-0.013	-0.011	-0.052	-0.015	-0.012	-0.012	-0.013	-0.009	-0.013	-0.512	-0.520	-0.519	-0.548	-0.530	-0.520	-0.509	-0.528	-0.519	-0.530	-0.529	-0.529	-0.530	-0.529	-0.529	-0.529	-0.529	-0.511	-0.550	-0.519	-0.529	-0.519	-0.529	-0.511	-0.512	-0.519	-0.529	-0.530	-0.529	-0.529	-0.548	-0.529	0.205	-0.019	-0.526	2016_7_15_10_08_44
F2LS3KP7HFM5____	-0.245	-0.240	-0.239	-0.284	-0.284	-0.238	-0.239	-0.241	-0.241	-0.285	-0.284	-0.242	-0.237	-0.284	-0.240	-0.284	-0.284	-0.245	-0.243	-0.244	-0.240	-0.244	-0.240	-0.242	-0.282	-0.244	-0.286	-0.283	-0.240	-0.284	-0.284	-0.243	-0.040	-0.042	-0.040	-0.002	-0.041	-0.039	-0.000	0.001	-0.037	-0.005	-0.040	-0.040	0.009	-0.039	-0.005	-0.040	-0.040	0.000	-0.038	-0.039	0.002	-0.039	-0.039	-0.038	-0.041	-0.039	-0.041	-0.041	-0.039	-0.040	-0.043	-0.038	0.416	0.418	0.417	0.387	0.398	0.418	0.408	0.406	0.416	0.387	0.397	0.417	0.406	0.397	0.408	0.397	0.397	0.405	0.415	0.415	0.406	0.415	0.416	0.416	0.398	0.415	0.396	0.397	0.416	0.397	0.398	0.415	-0.257	-0.030	0.407	2016_7_15_10_08_48
