SN	Distance_X_LOGO_MainBoard_RD1	Distance_X_LOGO_MainBoard_RD2	Distance_X_LOGO_MainBoard_RD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_RD1	Distance_Y_LOGO_MainBoard_RD2	Distance_Y_LOGO_MainBoard_RD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_RD1	Angle_MainBoard_RD2	Angle_MainBoard_RD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
F2LS2SV5HFM2____	-64.432	-64.400	-64.327	-64.362	-64.328	-64.328	-64.294	-64.364	-64.328	-64.364	-64.328	-64.326	-64.364	-64.329	-64.327	-64.329	-64.326	-64.293	-64.327	-64.374	-64.329	-64.292	-64.327	-64.364	-64.327	-64.327	-64.374	-64.327	-64.328	-64.374	-64.327	-64.293	-94.163	-94.158	-94.122	-94.231	-94.127	-94.161	-94.127	-94.155	-94.161	-94.155	-94.127	-94.155	-94.124	-94.154	-94.225	-94.154	-94.155	-94.194	-94.225	-94.205	-94.154	-94.196	-94.225	-94.161	-94.122	-94.122	-94.205	-94.122	-94.127	-94.205	-94.233	-94.194	235.284	235.296	235.316	235.332	235.317	235.327	235.331	235.309	235.327	235.309	235.317	235.325	235.301	235.324	235.345	235.324	235.325	235.350	235.345	235.320	235.324	235.351	235.345	235.311	235.316	235.316	235.320	235.316	235.317	235.320	235.347	235.350	2016_7_15_10_09_59
F2LS3GSUHFM5____	-64.092	-64.059	-63.940	-64.021	-63.984	-63.945	-63.903	-64.021	-63.945	-64.021	-63.984	-63.940	-64.020	-63.940	-63.979	-63.940	-63.940	-63.902	-63.979	-63.985	-63.940	-63.901	-63.979	-64.023	-63.940	-63.940	-63.985	-63.940	-63.984	-63.985	-63.986	-63.902	-94.219	-94.217	-94.188	-94.254	-94.185	-94.222	-94.192	-94.214	-94.222	-94.214	-94.185	-94.223	-94.182	-94.221	-94.257	-94.221	-94.223	-94.223	-94.257	-94.221	-94.221	-94.261	-94.257	-94.254	-94.188	-94.188	-94.221	-94.188	-94.185	-94.221	-94.254	-94.223	236.102	236.115	236.157	236.141	236.138	236.164	236.173	236.131	236.164	236.131	236.138	236.167	236.122	236.166	236.160	236.166	236.167	236.183	236.160	236.147	236.166	236.194	236.160	236.141	236.157	236.157	236.147	236.157	236.138	236.147	236.156	236.183	2016_7_15_10_10_04
F2LS3GZKHFM5____	-64.648	-64.616	-64.538	-64.580	-64.582	-64.588	-64.504	-64.579	-64.588	-64.579	-64.582	-64.538	-64.577	-64.544	-64.542	-64.544	-64.538	-64.510	-64.542	-64.584	-64.544	-64.506	-64.542	-64.622	-64.538	-64.538	-64.584	-64.538	-64.582	-64.584	-64.592	-64.510	-94.117	-94.078	-94.042	-94.118	-94.048	-94.129	-94.050	-94.078	-94.129	-94.078	-94.048	-94.077	-94.044	-94.120	-94.118	-94.120	-94.077	-94.083	-94.118	-94.089	-94.120	-94.118	-94.118	-94.086	-94.042	-94.042	-94.089	-94.042	-94.048	-94.089	-94.169	-94.083	235.233	235.236	235.258	235.262	235.241	235.261	235.274	235.251	235.261	235.251	235.241	235.267	235.242	235.277	235.277	235.277	235.267	235.281	235.277	235.252	235.277	235.292	235.277	235.235	235.258	235.258	235.252	235.258	235.241	235.252	235.271	235.281	2016_7_15_10_58_29
F2LS3HTSHFM5____	-64.364	-64.331	-64.252	-64.296	-64.300	-64.301	-64.223	-64.293	-64.301	-64.293	-64.300	-64.256	-64.294	-64.256	-64.255	-64.256	-64.256	-64.266	-64.255	-64.260	-64.256	-64.260	-64.255	-64.296	-64.252	-64.252	-64.260	-64.252	-64.300	-64.260	-64.261	-64.266	-94.114	-94.077	-94.043	-94.118	-94.089	-94.122	-94.050	-94.078	-94.122	-94.078	-94.089	-94.078	-94.047	-94.080	-94.116	-94.080	-94.078	-94.127	-94.116	-94.086	-94.080	-94.120	-94.116	-94.085	-94.043	-94.043	-94.086	-94.043	-94.089	-94.086	-94.120	-94.127	235.289	235.292	235.315	235.318	235.308	235.317	235.329	235.308	235.317	235.308	235.308	235.323	235.299	235.324	235.335	235.324	235.323	235.333	235.335	235.324	235.324	235.334	235.335	235.309	235.315	235.315	235.324	235.315	235.308	235.324	235.333	235.333	2016_7_15_10_10_11
F2LS3J5VHFM5____	-64.364	-64.331	-64.252	-64.296	-64.300	-64.301	-64.223	-64.293	-64.301	-64.293	-64.300	-64.256	-64.294	-64.256	-64.255	-64.256	-64.256	-64.266	-64.255	-64.260	-64.256	-64.260	-64.255	-64.296	-64.252	-64.252	-64.260	-64.252	-64.300	-64.260	-64.261	-64.266	-94.114	-94.077	-94.043	-94.118	-94.089	-94.122	-94.050	-94.078	-94.122	-94.078	-94.089	-94.078	-94.047	-94.080	-94.116	-94.080	-94.078	-94.127	-94.116	-94.086	-94.080	-94.120	-94.116	-94.085	-94.043	-94.043	-94.086	-94.043	-94.089	-94.086	-94.120	-94.127	235.289	235.292	235.315	235.318	235.308	235.317	235.329	235.308	235.317	235.308	235.308	235.323	235.299	235.324	235.335	235.324	235.323	235.333	235.335	235.324	235.324	235.334	235.335	235.309	235.315	235.315	235.324	235.315	235.308	235.324	235.333	235.333	2016_7_15_10_10_17
F2LS3JECHFM5____	-64.571	-64.538	-64.468	-64.504	-64.470	-64.468	-64.435	-64.505	-64.468	-64.505	-64.470	-64.468	-64.504	-64.470	-64.467	-64.470	-64.468	-64.466	-64.467	-64.469	-64.470	-64.465	-64.467	-64.503	-64.468	-64.468	-64.469	-64.468	-64.470	-64.469	-64.469	-64.466	-94.293	-94.291	-94.258	-94.329	-94.261	-94.326	-94.256	-94.292	-94.326	-94.292	-94.261	-94.290	-94.258	-94.289	-94.324	-94.289	-94.290	-94.295	-94.324	-94.295	-94.289	-94.327	-94.324	-94.293	-94.258	-94.258	-94.295	-94.258	-94.261	-94.295	-94.362	-94.295	235.311	235.324	235.343	235.349	235.344	235.363	235.357	235.338	235.363	235.338	235.344	235.353	235.329	235.352	235.363	235.352	235.353	235.355	235.363	235.354	235.352	235.365	235.363	235.339	235.343	235.343	235.354	235.343	235.344	235.354	235.372	235.355	2016_7_15_10_10_22
F2LS3JHAHFM5____	-64.754	-64.675	-64.601	-64.641	-64.603	-64.604	-64.568	-64.640	-64.604	-64.640	-64.603	-64.599	-64.639	-64.600	-64.600	-64.600	-64.599	-64.562	-64.600	-64.648	-64.600	-64.562	-64.600	-64.642	-64.601	-64.601	-64.648	-64.601	-64.603	-64.648	-64.606	-64.562	-94.123	-94.075	-94.087	-94.159	-94.088	-94.081	-94.053	-94.076	-94.081	-94.076	-94.088	-94.081	-94.043	-94.122	-94.120	-94.122	-94.081	-94.126	-94.120	-94.088	-94.122	-94.158	-94.120	-94.081	-94.087	-94.087	-94.088	-94.087	-94.088	-94.088	-94.158	-94.126	235.132	235.151	235.185	235.189	235.185	235.182	235.189	235.166	235.182	235.166	235.185	235.184	235.157	235.195	235.195	235.195	235.184	235.212	235.195	235.166	235.195	235.221	235.195	235.166	235.185	235.185	235.166	235.185	235.185	235.166	235.203	235.212	2016_7_15_10_10_26
F2LS3JJ8HFM5____	-64.876	-64.844	-64.768	-64.807	-64.770	-64.771	-64.734	-64.807	-64.771	-64.807	-64.770	-64.769	-64.806	-64.769	-64.769	-64.769	-64.769	-64.731	-64.769	-64.771	-64.769	-64.732	-64.769	-64.806	-64.768	-64.768	-64.771	-64.768	-64.770	-64.771	-64.771	-64.731	-94.315	-94.313	-94.281	-94.319	-94.250	-94.318	-94.254	-94.281	-94.318	-94.281	-94.250	-94.321	-94.247	-94.319	-94.324	-94.319	-94.321	-94.289	-94.324	-94.285	-94.319	-94.356	-94.324	-94.284	-94.281	-94.281	-94.285	-94.281	-94.250	-94.285	-94.321	-94.289	235.677	235.690	235.712	235.707	235.702	235.721	235.718	235.696	235.721	235.696	235.702	235.723	235.687	235.722	235.724	235.722	235.723	235.729	235.724	235.712	235.722	235.748	235.724	235.697	235.712	235.712	235.712	235.712	235.702	235.712	235.722	235.729	2016_7_15_10_10_29
F2LS3JTDHFM5____	-64.481	-64.405	-64.329	-64.369	-64.372	-64.334	-64.338	-64.369	-64.334	-64.369	-64.372	-64.331	-64.365	-64.330	-64.330	-64.330	-64.331	-64.299	-64.330	-64.378	-64.330	-64.332	-64.330	-64.370	-64.329	-64.329	-64.378	-64.329	-64.372	-64.378	-64.380	-64.299	-94.140	-94.135	-94.104	-94.178	-94.112	-94.142	-94.118	-94.136	-94.142	-94.136	-94.112	-94.140	-94.104	-94.140	-94.180	-94.140	-94.140	-94.148	-94.180	-94.193	-94.140	-94.185	-94.180	-94.142	-94.104	-94.104	-94.193	-94.104	-94.112	-94.193	-94.226	-94.148	235.247	235.277	235.300	235.304	235.284	235.308	235.300	235.292	235.308	235.292	235.284	235.309	235.285	235.309	235.321	235.309	235.309	235.325	235.321	235.305	235.309	235.321	235.321	235.294	235.300	235.300	235.305	235.300	235.284	235.305	235.313	235.325	2016_7_15_10_10_33
F2LS3KP7HFM5____	-64.667	-64.682	-64.497	-64.593	-64.559	-64.605	-64.465	-64.591	-64.605	-64.591	-64.559	-64.497	-64.591	-64.546	-64.495	-64.546	-64.497	-64.464	-64.495	-64.557	-64.546	-64.463	-64.495	-64.593	-64.497	-64.497	-64.557	-64.497	-64.559	-64.557	-64.560	-64.464	-94.151	-94.187	-94.122	-94.183	-94.116	-94.152	-94.092	-94.145	-94.152	-94.145	-94.116	-94.159	-94.112	-94.157	-94.197	-94.157	-94.159	-94.160	-94.197	-94.151	-94.157	-94.195	-94.197	-94.148	-94.122	-94.122	-94.151	-94.122	-94.116	-94.151	-94.183	-94.160	235.335	235.339	235.397	235.375	235.370	235.361	235.402	235.365	235.361	235.365	235.370	235.408	235.355	235.387	235.419	235.387	235.408	235.422	235.419	235.381	235.387	235.432	235.419	235.365	235.397	235.397	235.381	235.397	235.370	235.381	235.389	235.422	2016_7_15_10_10_36
