SN	Distance_X_LOGO_Motor1	Distance_X_LOGO_motor2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Motor1	Distance_Y_LOGO_motor2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Motor1	Angle_motor2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
F2LS2SV5HFM2____	-23.429	-23.323	-23.379	-23.394	-23.497	-23.462	-23.427	-23.393	-23.485	-23.391	-23.450	-23.422	-23.358	-23.345	-23.354	-23.354	-23.358	-23.389	-23.357	-23.354	-23.422	-23.390	-23.422	-23.387	-23.352	-23.380	-23.390	-23.390	-23.321	-23.319	-23.319	-23.356	-138.397	-138.520	-138.573	-138.397	-138.576	-138.542	-138.509	-138.508	-138.565	-138.473	-138.495	-138.427	-138.476	-138.530	-138.463	-138.463	-138.397	-138.462	-138.441	-138.427	-138.427	-138.369	-138.427	-138.364	-138.363	-138.460	-138.438	-138.326	-138.402	-138.463	-138.393	-138.439	260.042	260.093	260.074	260.056	260.027	260.039	260.051	260.064	260.031	260.063	260.040	260.047	260.076	260.085	260.077	260.077	260.071	260.063	260.074	260.074	260.047	260.056	260.047	260.057	260.071	260.066	260.061	260.053	260.086	260.091	260.086	260.075	2016_7_15_10_19_45
F2LS3GSUHFM5____	-23.600	-23.472	-23.532	-23.569	-23.679	-23.644	-23.609	-23.576	-23.609	-23.574	-23.572	-23.578	-23.541	-23.540	-23.538	-23.538	-23.538	-23.574	-23.542	-23.539	-23.578	-23.574	-23.578	-23.572	-23.537	-23.571	-23.571	-23.570	-23.504	-23.504	-23.503	-23.540	-138.519	-138.614	-138.659	-138.519	-138.703	-138.659	-138.625	-138.624	-138.636	-138.597	-138.557	-138.522	-138.599	-138.598	-138.556	-138.556	-138.521	-138.557	-138.564	-138.521	-138.522	-138.485	-138.522	-138.451	-138.486	-138.522	-138.562	-138.450	-138.519	-138.555	-138.484	-138.564	259.973	260.031	260.010	259.986	259.954	259.965	259.977	259.990	259.978	259.989	259.987	259.982	260.002	260.003	260.000	260.000	259.998	259.986	260.000	259.998	259.982	259.981	259.982	259.979	259.996	259.985	259.988	259.980	260.011	260.014	260.010	260.000	2016_7_15_10_19_48
F2LS3GZKHFM5____	-22.498	-22.396	-22.420	-22.451	-22.612	-22.536	-22.499	-22.470	-22.505	-22.464	-22.460	-22.505	-22.435	-22.430	-22.430	-22.430	-22.429	-22.470	-22.435	-22.435	-22.505	-22.466	-22.505	-22.457	-22.423	-22.460	-22.462	-22.460	-22.400	-22.400	-22.400	-22.435	-138.177	-138.301	-138.354	-138.215	-138.405	-138.322	-138.289	-138.355	-138.355	-138.293	-138.225	-138.250	-138.320	-138.295	-138.224	-138.224	-138.178	-138.285	-138.285	-138.250	-138.250	-138.150	-138.250	-138.145	-138.180	-138.190	-138.261	-138.107	-138.250	-138.285	-138.215	-138.285	261.045	261.094	261.087	261.066	261.014	261.039	261.051	261.068	261.053	261.066	261.063	261.047	261.079	261.080	261.075	261.075	261.072	261.063	261.077	261.075	261.047	261.056	261.047	261.059	261.075	261.061	261.065	261.055	261.089	261.091	261.087	261.077	2016_7_15_11_41_39
F2LS3HTSHFM5____	-23.585	-23.452	-23.531	-23.527	-23.662	-23.598	-23.590	-23.554	-23.594	-23.559	-23.528	-23.595	-23.493	-23.491	-23.491	-23.491	-23.517	-23.555	-23.492	-23.523	-23.595	-23.559	-23.595	-23.527	-23.493	-23.563	-23.527	-23.554	-23.458	-23.456	-23.457	-23.492	-138.505	-138.597	-138.608	-138.469	-138.688	-138.641	-138.605	-138.608	-138.624	-138.580	-138.545	-138.508	-138.560	-138.584	-138.542	-138.542	-138.505	-138.541	-138.555	-138.503	-138.508	-138.468	-138.508	-138.437	-138.472	-138.486	-138.551	-138.436	-138.505	-138.542	-138.472	-138.550	259.983	260.042	260.011	260.003	259.964	259.987	259.987	260.002	259.987	259.998	260.008	259.979	260.023	260.026	260.023	260.023	260.010	259.997	260.023	260.007	259.979	259.990	259.979	260.001	260.017	259.990	260.009	259.990	260.034	260.037	260.032	260.023	2016_7_15_10_19_56
F2LS3J5VHFM5____	-23.583	-23.459	-23.516	-23.528	-23.632	-23.595	-23.558	-23.526	-23.560	-23.524	-23.526	-23.592	-23.493	-23.490	-23.489	-23.489	-23.518	-23.551	-23.492	-23.490	-23.592	-23.524	-23.592	-23.528	-23.493	-23.526	-23.526	-23.527	-23.455	-23.454	-23.453	-23.490	-138.580	-138.671	-138.719	-138.542	-138.763	-138.695	-138.684	-138.683	-138.694	-138.654	-138.618	-138.582	-138.660	-138.655	-138.616	-138.616	-138.580	-138.614	-138.625	-138.579	-138.582	-138.543	-138.582	-138.511	-138.547	-138.560	-138.623	-138.512	-138.579	-138.615	-138.545	-138.621	259.988	260.044	260.025	260.008	259.981	259.991	260.005	260.018	260.006	260.017	260.014	259.985	260.030	260.031	260.029	260.029	260.015	260.004	260.028	260.026	259.985	260.010	259.985	260.006	260.022	260.010	260.014	260.007	260.040	260.043	260.038	260.029	2016_7_15_10_20_01
F2LS3JECHFM5____	-23.471	-23.370	-23.413	-23.444	-23.549	-23.514	-23.476	-23.442	-23.478	-23.442	-23.475	-23.480	-23.408	-23.439	-23.435	-23.435	-23.412	-23.441	-23.408	-23.405	-23.480	-23.441	-23.480	-23.443	-23.432	-23.475	-23.444	-23.445	-23.371	-23.371	-23.370	-23.408	-138.430	-138.519	-138.535	-138.393	-138.586	-138.542	-138.533	-138.508	-138.544	-138.504	-138.464	-138.428	-138.484	-138.506	-138.461	-138.461	-138.395	-138.462	-138.449	-138.426	-138.428	-138.391	-138.428	-138.363	-138.396	-138.430	-138.448	-138.323	-138.427	-138.463	-138.394	-138.447	260.032	260.078	260.062	260.040	260.011	260.022	260.037	260.049	260.037	260.048	260.032	260.028	260.061	260.050	260.048	260.048	260.053	260.046	260.058	260.058	260.028	260.041	260.028	260.039	260.045	260.030	260.044	260.035	260.072	260.074	260.070	260.058	2016_7_15_10_20_04
F2LS3JHAHFM5____	-23.644	-23.535	-23.595	-23.605	-23.712	-23.674	-23.638	-23.605	-23.642	-23.604	-23.608	-23.642	-23.572	-23.572	-23.569	-23.569	-23.600	-23.604	-23.572	-23.570	-23.642	-23.604	-23.642	-23.604	-23.570	-23.607	-23.606	-23.606	-23.537	-23.537	-23.607	-23.569	-138.459	-138.553	-138.634	-138.460	-138.647	-138.597	-138.565	-138.566	-138.645	-138.578	-138.504	-138.467	-138.584	-138.610	-138.500	-138.500	-138.459	-138.501	-138.550	-138.461	-138.467	-138.426	-138.467	-138.432	-138.426	-138.540	-138.549	-138.389	-138.540	-138.575	-138.505	-138.549	260.066	260.116	260.098	260.082	260.051	260.063	260.076	260.089	260.080	260.090	260.084	260.067	260.103	260.105	260.099	260.099	260.084	260.085	260.101	260.096	260.067	260.080	260.067	260.080	260.094	260.086	260.087	260.077	260.115	260.117	260.084	260.102	2016_7_15_10_20_08
F2LS3JJ8HFM5____	-23.802	-23.671	-23.737	-23.769	-23.850	-23.843	-23.807	-23.772	-23.809	-23.774	-23.776	-23.811	-23.739	-23.740	-23.738	-23.738	-23.735	-23.772	-23.708	-23.740	-23.811	-23.773	-23.811	-23.742	-23.734	-23.775	-23.778	-23.769	-23.673	-23.674	-23.672	-23.707	-138.437	-138.530	-138.579	-138.438	-138.628	-138.574	-138.543	-138.575	-138.563	-138.520	-138.479	-138.443	-138.529	-138.521	-138.476	-138.476	-138.437	-138.475	-138.494	-138.442	-138.443	-138.403	-138.443	-138.370	-138.405	-138.444	-138.491	-138.369	-138.438	-138.475	-138.405	-138.488	259.882	259.941	259.918	259.895	259.875	259.875	259.887	259.903	259.888	259.899	259.895	259.879	259.913	259.913	259.910	259.910	259.909	259.896	259.924	259.907	259.879	259.891	259.879	259.901	259.907	259.893	259.895	259.890	259.934	259.936	259.932	259.923	2016_7_15_10_20_11
F2LS3JTDHFM5____	-23.753	-23.643	-23.680	-23.719	-23.823	-23.787	-23.751	-23.715	-23.751	-23.751	-23.753	-23.788	-23.683	-23.682	-23.680	-23.680	-23.684	-23.714	-23.684	-23.681	-23.788	-23.717	-23.788	-23.714	-23.678	-23.720	-23.718	-23.719	-23.646	-23.645	-23.645	-23.683	-138.521	-138.643	-138.699	-138.521	-138.709	-138.663	-138.629	-138.631	-138.676	-138.635	-138.596	-138.557	-138.641	-138.636	-138.565	-138.565	-138.523	-138.592	-138.608	-138.555	-138.557	-138.492	-138.557	-138.492	-138.524	-138.533	-138.573	-138.451	-138.557	-138.564	-138.525	-138.602	260.606	260.658	260.647	260.619	260.591	260.602	260.614	260.628	260.617	260.614	260.611	260.594	260.642	260.642	260.638	260.638	260.634	260.626	260.639	260.637	260.594	260.618	260.594	260.619	260.636	260.620	260.623	260.614	260.651	260.652	260.649	260.639	2016_7_15_10_20_14
F2LS3KP7HFM5____	-23.474	-23.374	-23.400	-23.438	-23.545	-23.507	-23.468	-23.436	-23.474	-23.437	-23.442	-23.476	-23.404	-23.402	-23.402	-23.402	-23.401	-23.437	-23.404	-23.402	-23.476	-23.405	-23.476	-23.437	-23.405	-23.442	-23.441	-23.443	-23.368	-23.338	-23.366	-23.403	-138.523	-138.651	-138.700	-138.523	-138.761	-138.675	-138.671	-138.669	-138.693	-138.652	-138.577	-138.567	-138.659	-138.653	-138.574	-138.574	-138.559	-138.601	-138.624	-138.538	-138.567	-138.530	-138.567	-138.491	-138.527	-138.542	-138.622	-138.454	-138.566	-138.602	-138.533	-138.620	260.028	260.077	260.070	260.043	260.016	260.025	260.041	260.054	260.040	260.052	260.045	260.031	260.066	260.066	260.061	260.061	260.060	260.049	260.063	260.058	260.031	260.056	260.031	260.041	260.057	260.042	260.048	260.036	260.074	260.089	260.072	260.064	2016_7_15_10_20_17
