SN	Distance_X_LOGO_Battery_Down1	Distance_X_LOGO_Battery_Down2	Distance_X_LOGO_Battery_Down3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Battery_Down1	Distance_Y_LOGO_Battery_Down2	Distance_Y_LOGO_Battery_Down3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Battery_Down1	Angle_Battery_Down2	Angle_Battery_Down3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
F2LS2SV5HFM2____	0.128	0.329	-0.140	0.326	0.203	-0.196	-0.339	-0.063	-0.183	0.127	0.137	0.354	0.001	0.049	0.132	-0.004	0.189	0.077	0.400	0.075	0.063	-0.341	-0.053	0.001	-0.198	-0.020	0.059	0.074	0.070	0.065	-0.075	-0.083	0.061	0.061	0.061	0.061	0.061	0.061	0.061	0.061	0.061	0.061	0.061	0.061	0.061	0.061	0.061	0.061	0.061	0.061	0.061	0.061	0.061	0.061	0.061	0.061	0.061	0.061	0.061	0.061	0.061	0.061	0.061	0.061	0.050	0.134	-0.065	0.133	0.104	-0.076	-0.180	-0.024	-0.053	0.016	0.056	0.204	-0.002	-0.017	0.032	-0.002	0.059	0.072	0.203	0.044	0.024	-0.186	-0.016	0.004	-0.083	-0.076	0.008	0.060	0.027	0.035	-0.042	-0.058	0.036	0.061	0.012	2016_7_15_10_32_45
F2LS3GSUHFM5____	0.067	0.182	-0.054	-0.327	0.146	0.266	-0.007	0.205	0.064	0.014	0.124	0.017	0.010	0.141	-0.068	0.071	0.069	-0.126	-0.204	0.134	-0.063	0.018	-0.117	0.148	0.015	-0.107	0.342	0.393	0.062	0.277	0.259	0.147	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	-0.642	-0.615	-0.685	-0.854	-0.585	-0.584	-0.712	-0.572	-0.663	-0.652	-0.640	-0.644	-0.647	-0.638	-0.697	-0.662	-0.638	-0.745	-0.807	-0.634	-0.711	-0.628	-0.690	-0.568	-0.667	-0.710	-0.497	-0.500	-0.679	-0.531	-0.548	-0.594	0.065	0.003	-0.645	2016_7_15_10_32_50
F2LS3HTSHFM5____	0.085	0.366	0.010	0.070	-0.055	0.139	0.275	0.131	0.073	0.103	0.091	0.143	0.271	0.090	0.340	-0.200	-0.075	0.236	0.244	0.140	0.071	0.344	0.078	0.126	0.023	0.188	-0.055	-0.080	0.028	0.153	0.277	0.350	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.063	0.082	0.215	0.012	0.016	-0.036	0.067	0.133	0.054	0.023	0.036	0.095	0.101	0.129	0.105	0.143	-0.100	-0.074	0.193	0.130	0.077	0.051	0.172	0.029	0.037	0.033	0.053	-0.026	-0.081	-0.012	0.049	0.127	0.166	0.124	0.063	0.062	2016_7_15_10_35_59
F2LS3J5VHFM5____	0.219	0.229	0.231	0.007	-0.072	0.416	0.287	0.065	0.220	0.369	0.355	0.405	0.244	0.284	0.289	-0.142	0.216	0.106	0.095	0.051	0.203	0.312	-0.185	0.211	0.021	0.136	0.066	0.191	0.316	0.166	0.220	0.309	0.092	0.092	0.092	0.092	0.092	0.092	0.092	0.092	0.092	0.092	0.092	0.092	0.092	0.092	0.092	0.092	0.092	0.092	0.092	0.092	0.092	0.092	0.092	0.092	0.092	0.092	0.092	0.092	0.092	0.092	0.092	0.092	0.121	0.126	0.134	-0.028	-0.046	0.212	0.144	-0.004	0.103	0.151	0.195	0.196	0.131	0.133	0.149	-0.114	0.068	0.103	0.005	0.007	0.070	0.230	-0.111	0.086	0.006	0.024	-0.031	0.037	0.154	0.061	0.105	0.154	0.182	0.092	0.080	2016_7_15_10_36_05
F2LS3JECHFM5____	0.542	-0.196	0.213	0.012	0.139	0.544	0.085	0.274	-0.118	-0.058	0.334	0.269	0.202	0.005	0.072	-0.041	0.209	0.260	0.549	0.406	0.275	0.210	0.210	0.143	0.069	0.214	0.544	0.218	-0.125	0.210	0.347	0.279	-0.067	-0.067	-0.067	-0.067	-0.067	-0.067	-0.067	-0.067	-0.067	-0.067	-0.067	-0.067	-0.067	-0.067	-0.067	-0.067	-0.067	-0.067	-0.067	-0.067	-0.067	-0.067	-0.067	-0.067	-0.067	-0.067	-0.067	-0.067	-0.067	-0.067	-0.067	-0.067	-0.397	-0.747	-0.561	-0.665	-0.607	-0.413	-0.612	-0.571	-0.719	-0.680	-0.524	-0.545	-0.583	-0.645	-0.620	-0.661	-0.557	-0.579	-0.416	-0.487	-0.572	-0.557	-0.592	-0.596	-0.672	-0.561	-0.410	-0.572	-0.729	-0.567	-0.522	-0.543	0.197	-0.067	-0.578	2016_7_15_10_36_10
F2LS3JHAHFM5____	0.328	-0.133	0.193	0.070	0.201	0.135	0.051	0.058	0.009	-0.131	0.211	0.148	-0.263	0.356	0.139	0.208	0.059	0.213	0.547	0.181	0.200	0.137	0.344	-0.061	0.061	0.132	0.117	0.123	-0.200	0.068	-0.125	0.206	-0.074	-0.074	-0.074	-0.074	-0.074	-0.074	-0.074	-0.074	-0.074	-0.074	-0.074	-0.074	-0.074	-0.074	-0.074	-0.074	-0.074	-0.074	-0.074	-0.074	-0.074	-0.074	-0.074	-0.074	-0.074	-0.074	-0.074	-0.074	-0.074	-0.074	-0.074	-0.074	0.830	0.595	0.761	0.712	0.774	0.749	0.677	0.693	0.704	0.621	0.779	0.758	0.535	0.871	0.732	0.781	0.687	0.789	0.957	0.725	0.771	0.744	0.854	0.676	0.704	0.732	0.715	0.715	0.610	0.723	0.589	0.802	0.112	-0.074	0.730	2016_7_15_10_36_18
F2LS3JJ8HFM5____	0.327	0.216	-0.005	0.006	-0.172	0.215	-0.139	0.133	0.072	0.534	-0.070	0.267	0.071	-0.067	0.146	0.131	0.080	-0.142	0.074	0.078	-0.244	0.336	-0.130	0.065	0.204	0.078	0.075	0.283	0.074	-0.119	0.278	0.415	0.068	0.068	0.068	0.068	0.068	0.068	0.068	0.068	0.068	0.068	0.068	0.068	0.068	0.068	0.068	0.068	0.068	0.068	0.068	0.068	0.068	0.068	0.068	0.068	0.068	0.068	0.068	0.068	0.068	0.068	0.068	0.068	-0.544	-0.576	-0.683	-0.646	-0.729	-0.548	-0.754	-0.632	-0.623	-0.429	-0.737	-0.567	-0.659	-0.719	-0.601	-0.629	-0.639	-0.778	-0.613	-0.614	-0.760	-0.521	-0.706	-0.623	-0.570	-0.610	-0.621	-0.532	-0.648	-0.728	-0.556	-0.480	0.096	0.068	-0.627	2016_7_15_10_36_23
F2LS3JTDHFM5____	-0.213	-0.073	-0.262	-0.205	0.067	-0.339	-0.218	-0.067	-0.207	-0.073	-0.331	-0.261	-0.132	-0.091	-0.127	-0.136	0.180	-0.323	-0.339	-0.341	-0.200	-0.400	0.199	-0.073	0.065	0.003	-0.132	0.148	-0.467	0.130	0.190	-0.120	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	-0.797	-0.712	-0.784	-0.737	-0.655	-0.848	-0.813	-0.706	-0.768	-0.709	-0.842	-0.791	-0.723	-0.812	-0.742	-0.731	-0.613	-0.790	-0.835	-0.861	-0.780	-0.864	-0.587	-0.737	-0.640	-0.664	-0.757	-0.556	-0.914	-0.673	-0.586	-0.719	-0.130	0.067	-0.742	2016_7_15_10_36_26
F2LS3KP7HFM5____	-0.220	-0.056	-0.145	0.236	-0.192	-0.008	-0.121	0.115	-0.076	-0.072	-0.054	0.022	0.322	0.623	-0.260	0.350	-0.001	-0.156	0.016	0.001	0.201	0.267	0.325	0.168	0.002	0.279	-0.132	-0.079	-0.069	-0.137	0.128	0.064	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.058	0.515	0.609	0.566	0.760	0.597	0.652	0.632	0.709	0.594	0.611	0.695	0.645	0.818	1.004	0.562	0.868	0.681	0.565	0.703	0.714	0.752	0.822	0.833	0.768	0.687	0.880	0.608	0.569	0.569	0.604	0.724	0.704	0.042	0.058	0.688	2016_7_15_10_36_30
F2LS3TRWHFM5____	-0.162	-0.091	0.012	0.047	-0.081	-0.349	0.044	-0.484	-0.222	-0.021	-0.282	-0.139	-0.140	0.088	0.060	0.036	-0.341	0.018	0.306	0.091	-0.074	-0.072	-0.206	-0.234	-0.223	-0.412	-0.143	-0.003	-0.115	-0.139	0.047	-0.865	0.272	0.272	0.272	0.272	0.272	0.272	0.272	0.272	0.272	0.272	0.272	0.272	0.272	0.272	0.272	0.272	0.272	0.272	0.272	0.272	0.272	0.272	0.272	0.272	0.272	0.272	0.272	0.272	0.272	0.272	0.272	0.272	-0.781	-0.749	-0.598	-0.673	-0.747	-0.770	-0.692	-0.932	-0.819	-0.757	-0.851	-0.751	-0.755	-0.550	-0.655	-0.646	-0.832	-0.630	-0.527	-0.536	-0.722	-0.712	-0.812	-0.767	-0.852	-0.949	-0.774	-0.675	-0.665	-0.738	-0.682	-1.086	-0.126	0.272	-0.740	2016_7_15_10_36_34
