SN	Distance_X_LOGO_Motor1	Distance_X_LOGO_motor2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Motor1	Distance_Y_LOGO_motor2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Motor1	Angle_motor2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
F2LS2SV5HFM2____	-0.193	-0.198	-0.175	-0.190	-0.195	-0.195	-0.193	-0.195	-0.136	-0.195	-0.139	-0.201	-0.195	-0.207	-0.198	-0.198	-0.192	-0.198	-0.196	-0.199	-0.201	-0.197	-0.201	-0.197	-0.199	-0.208	-0.198	-0.195	-0.197	-0.198	-0.197	-0.196	0.020	0.053	0.054	0.019	0.027	0.031	0.032	0.034	0.085	0.029	0.086	0.055	0.029	0.087	0.075	0.075	0.021	0.056	0.029	0.055	0.055	0.033	0.055	0.057	0.020	0.087	0.028	0.019	0.030	0.055	0.056	0.028	-0.087	-0.092	-0.083	-0.086	-0.089	-0.089	-0.089	-0.089	-0.069	-0.090	-0.070	-0.093	-0.089	-0.098	-0.094	-0.094	-0.088	-0.092	-0.089	-0.092	-0.093	-0.090	-0.093	-0.092	-0.090	-0.098	-0.091	-0.088	-0.090	-0.092	-0.092	-0.090	-0.193	0.046	-0.089	2016_7_15_10_19_45
F2LS3GSUHFM5____	0.326	0.299	0.326	0.327	0.333	0.333	0.334	0.334	0.333	0.332	0.332	0.304	0.335	0.333	0.332	0.332	0.331	0.333	0.335	0.333	0.304	0.333	0.304	0.332	0.333	0.332	0.332	0.329	0.334	0.334	0.333	0.333	-0.088	-0.120	-0.089	-0.088	-0.120	-0.120	-0.121	-0.096	-0.117	-0.119	-0.120	-0.118	-0.119	-0.118	-0.119	-0.119	-0.088	-0.118	-0.120	-0.118	-0.118	-0.120	-0.118	-0.088	-0.088	-0.120	-0.121	-0.087	-0.120	-0.120	-0.122	-0.094	0.150	0.141	0.150	0.150	0.155	0.155	0.155	0.154	0.154	0.154	0.154	0.143	0.156	0.154	0.155	0.155	0.152	0.155	0.155	0.154	0.143	0.155	0.143	0.153	0.153	0.154	0.154	0.151	0.156	0.155	0.155	0.153	0.329	-0.111	0.152	2016_7_15_10_19_48
F2LS3GZKHFM5____	-1.241	-1.252	-1.242	-1.258	-1.207	-1.248	-1.248	-1.243	-1.243	-1.248	-1.248	-1.238	-1.244	-1.248	-1.247	-1.247	-1.247	-1.241	-1.245	-1.243	-1.238	-1.246	-1.238	-1.251	-1.251	-1.248	-1.249	-1.248	-1.215	-1.214	-1.241	-1.243	-0.342	-0.310	-0.340	-0.303	-0.290	-0.331	-0.331	-0.267	-0.274	-0.295	-0.331	-0.269	-0.275	-0.294	-0.330	-0.330	-0.340	-0.269	-0.276	-0.267	-0.269	-0.331	-0.269	-0.305	-0.305	-0.329	-0.294	-0.341	-0.266	-0.267	-0.268	-0.273	-1.132	-1.139	-1.132	-1.141	-1.121	-1.135	-1.135	-1.138	-1.136	-1.138	-1.136	-1.136	-1.137	-1.138	-1.135	-1.135	-1.134	-1.137	-1.138	-1.138	-1.136	-1.135	-1.136	-1.139	-1.138	-1.136	-1.138	-1.135	-1.127	-1.126	-1.137	-1.137	-1.243	-0.299	-1.135	2016_7_15_11_41_39
F2LS3HTSHFM5____	-0.006	-0.003	0.007	-0.029	0.026	-0.032	0.027	0.026	0.030	-0.002	-0.062	-0.003	-0.003	-0.003	-0.033	-0.033	-0.005	-0.003	-0.003	-0.002	-0.003	-0.002	-0.003	-0.029	-0.028	-0.000	-0.037	-0.004	-0.033	-0.034	-0.034	-0.003	0.061	0.057	0.023	0.024	0.056	0.059	0.055	0.056	0.057	0.055	-0.020	0.026	0.025	0.056	0.058	0.058	0.060	0.025	0.054	0.057	0.026	0.057	0.026	0.061	0.060	0.034	0.053	0.061	0.060	0.060	0.023	0.056	-0.016	-0.014	-0.008	-0.022	-0.002	-0.026	-0.002	-0.002	-0.001	-0.013	-0.032	-0.012	-0.011	-0.014	-0.026	-0.026	-0.015	-0.012	-0.013	-0.014	-0.012	-0.013	-0.012	-0.025	-0.024	-0.011	-0.027	-0.014	-0.027	-0.027	-0.024	-0.014	-0.010	0.046	-0.016	2016_7_15_10_19_56
F2LS3J5VHFM5____	-0.008	0.004	-0.008	-0.028	-0.004	-0.035	-0.005	-0.002	-0.004	-0.037	-0.064	-0.006	-0.003	-0.004	-0.035	-0.035	-0.004	-0.007	-0.003	-0.035	-0.006	-0.037	-0.006	-0.028	-0.028	-0.037	-0.038	-0.031	-0.036	-0.036	-0.038	-0.005	0.136	0.131	0.134	0.097	0.131	0.113	0.134	0.131	0.127	0.129	0.053	0.100	0.125	0.127	0.132	0.132	0.135	0.098	0.124	0.133	0.100	0.132	0.100	0.135	0.135	0.108	0.125	0.137	0.134	0.133	0.096	0.127	-0.021	-0.016	-0.022	-0.027	-0.019	-0.030	-0.020	-0.018	-0.020	-0.032	-0.038	-0.018	-0.018	-0.019	-0.032	-0.032	-0.020	-0.019	-0.018	-0.033	-0.018	-0.033	-0.018	-0.030	-0.029	-0.031	-0.032	-0.031	-0.033	-0.033	-0.030	-0.020	-0.020	0.121	-0.025	2016_7_15_10_20_01
F2LS3JECHFM5____	0.055	0.058	0.062	0.063	0.061	0.062	0.062	0.063	0.061	0.063	0.090	0.060	0.063	0.094	0.089	0.089	0.064	0.060	0.064	0.059	0.060	0.059	0.060	0.061	0.084	0.089	0.061	0.064	0.059	0.059	0.059	0.063	0.124	0.116	0.085	0.087	0.088	0.096	0.120	0.094	0.114	0.115	0.115	0.115	0.088	0.114	0.114	0.114	0.087	0.115	0.088	0.115	0.115	0.116	0.115	0.125	0.122	0.115	0.088	0.085	0.116	0.116	0.116	0.089	0.005	0.007	0.011	0.011	0.010	0.010	0.008	0.010	0.008	0.009	0.020	0.008	0.011	0.021	0.020	0.020	0.012	0.008	0.012	0.008	0.008	0.008	0.008	0.007	0.017	0.020	0.010	0.011	0.007	0.008	0.007	0.011	0.066	0.107	0.011	2016_7_15_10_20_04
F2LS3JHAHFM5____	-0.181	-0.177	-0.162	-0.182	-0.193	-0.179	-0.177	-0.195	-0.176	-0.196	-0.192	-0.193	-0.193	-0.193	-0.179	-0.179	-0.150	-0.196	-0.185	-0.195	-0.193	-0.196	-0.193	-0.176	-0.179	-0.193	-0.194	-0.183	-0.193	-0.193	-0.123	-0.196	0.004	-0.025	0.036	0.004	-0.058	0.000	-0.026	-0.069	0.067	-0.022	-0.061	-0.063	-0.016	0.010	-0.001	-0.001	0.002	-0.064	-0.005	-0.069	-0.063	-0.069	-0.063	0.005	0.002	0.010	-0.016	0.003	0.010	0.010	0.010	-0.016	-0.192	-0.189	-0.187	-0.193	-0.192	-0.191	-0.189	-0.193	-0.195	-0.196	-0.193	-0.192	-0.195	-0.197	-0.191	-0.191	-0.180	-0.194	-0.193	-0.193	-0.192	-0.194	-0.192	-0.190	-0.192	-0.197	-0.196	-0.193	-0.198	-0.198	-0.169	-0.197	-0.184	-0.017	-0.192	2016_7_15_10_20_08
F2LS3JJ8HFM5____	0.253	0.225	0.246	0.249	0.224	0.254	0.255	0.255	0.256	0.256	0.225	0.258	0.253	0.257	0.256	0.256	0.247	0.255	0.222	0.257	0.258	0.224	0.258	0.226	0.251	0.255	0.259	0.216	0.193	0.225	0.193	0.222	0.143	0.149	0.182	0.182	0.150	0.146	0.147	0.179	0.150	0.149	0.149	0.149	0.150	0.149	0.148	0.148	0.181	0.148	0.152	0.152	0.149	0.149	0.149	0.144	0.146	0.124	0.149	0.184	0.147	0.146	0.147	0.147	0.096	0.084	0.091	0.092	0.085	0.096	0.097	0.095	0.096	0.097	0.085	0.097	0.096	0.097	0.097	0.097	0.091	0.097	0.083	0.097	0.097	0.084	0.097	0.086	0.095	0.099	0.098	0.079	0.072	0.085	0.072	0.084	0.242	0.153	0.091	2016_7_15_10_20_11
F2LS3JTDHFM5____	0.099	0.121	0.092	0.126	0.120	0.094	0.121	0.121	0.090	0.125	0.126	0.127	0.093	0.122	0.120	0.120	0.095	0.090	0.091	0.120	0.127	0.091	0.127	0.090	0.117	0.092	0.124	0.097	0.121	0.120	0.090	0.122	0.078	0.103	0.114	0.077	0.074	0.047	0.080	0.079	0.074	0.109	0.076	0.077	0.074	0.107	0.080	0.080	0.078	0.107	0.074	0.107	0.077	0.080	0.077	0.115	0.112	0.081	0.076	0.076	0.076	0.080	0.075	0.106	-0.660	-0.652	-0.665	-0.648	-0.651	-0.660	-0.651	-0.650	-0.663	-0.651	-0.649	-0.648	-0.662	-0.652	-0.651	-0.651	-0.662	-0.665	-0.662	-0.653	-0.648	-0.663	-0.648	-0.665	-0.655	-0.663	-0.649	-0.660	-0.650	-0.651	-0.663	-0.652	0.110	0.085	-0.656	2016_7_15_10_20_14
F2LS3KP7HFM5____	-0.223	-0.219	-0.245	-0.221	-0.218	-0.220	-0.222	-0.217	-0.219	-0.218	-0.219	-0.218	-0.216	-0.252	-0.219	-0.219	-0.221	-0.218	-0.216	-0.218	-0.218	-0.251	-0.218	-0.220	-0.218	-0.218	-0.219	-0.219	-0.218	-0.248	-0.219	-0.218	0.049	0.051	0.052	0.049	0.057	0.052	0.081	0.052	0.057	0.059	0.051	0.054	0.060	0.058	0.051	0.051	0.083	0.053	0.058	0.027	0.054	0.080	0.054	0.051	0.051	0.052	0.057	0.049	0.054	0.054	0.054	0.058	0.079	0.081	0.070	0.079	0.080	0.080	0.077	0.081	0.080	0.080	0.080	0.080	0.081	0.067	0.080	0.080	0.077	0.080	0.082	0.083	0.080	0.066	0.080	0.080	0.080	0.081	0.080	0.080	0.080	0.068	0.081	0.080	-0.223	0.055	0.079	2016_7_15_10_20_17
