SN	Distance_X_LOGO_Earphone_RU1	Distance_X_LOGO_Earphone_RU2	Distance_X_LOGO_Earphone_RU3	Distance_X_LOGO_Earphone_RU4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Earphone_RU1	Distance_Y_LOGO_Earphone_RU2	Distance_Y_LOGO_Earphone_RU3	Distance_Y_LOGO_Earphone_RU4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Earphone_RU1	Angle_Earphone_RU2	Angle_Earphone_RU3	Angle_Earphone_RU4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32
FLQS310RGRWV	0.1828922239	0.1826877835	0.1816086453	0.1816086453	0.1816086453	0.1816086453	0.1825141191	0.1836943783	0.1834393774	0.1816086453	0.1805954556	0.1816086453	0.1834393774	0.1827713183	0.1825163174	0.1834393774	0.1815207139	0.1825317053	0.1815163174	0.1815163174	0.1816108436	0.1834393774	0.1815954556	0.1826130418	0.1816108436	0.1836130418	0.1826943783	0.1825185156	0.1816108436	0.1826108436	0.181412998	0.1806877835	0.027739564	0.024728647	0.024719594	0.024719594	0.024719594	0.026710275	0.02772918	0.026719861	0.027728914	0.024719594	0.026738499	0.024719594	0.026718529	0.025710275	0.027719328	0.025719594	0.026747818	0.025719328	0.027710808	0.027710808	0.02572918	0.025719594	0.027719861	0.025738499	0.02572918	0.025738233	0.026729446	0.026719594	0.02572918	0.024728647	0.029728914	0.024718263	0.111	0.112	0.112	0.112	0.112	0.112	0.112	0.111	0.111	0.112	0.112	0.112	0.111	0.111	0.111	0.111	0.112	0.112	0.111	0.111	0.112	0.111	0.112	0.111	0.112	0.111	0.111	0.112	0.112	0.111	0.111	0.113
FLQS3106GRWV	-0.0866473695	-0.1236699791	-0.126678054	-0.126678054	-0.126678054	-0.1266778232	-0.1276886666	-0.1256685948	-0.0856967415	-0.126678054	-0.1246798996	-0.126678054	-0.0856967415	-0.1266607507	-0.1256884359	-0.0856967415	-0.1256877438	-0.1246752854	-0.1266882052	-0.1266882052	-0.1226775925	-0.0856967415	-0.0836796689	-0.1226775925	-0.1226775925	-0.122678054	-0.1246683641	-0.1296882052	-0.1226775925	-0.1246775925	-0.1276988179	-0.1236697484	-0.069717594	-0.071722013	-0.039743622	-0.039743622	-0.039743622	-0.067756882	-0.063738711	-0.069756391	-0.066737238	-0.039743622	-0.070723487	-0.039743622	-0.066757373	-0.105773089	-0.066757373	-0.066754427	-0.098703843	-0.07274264	-0.066774071	-0.066774071	-0.102738711	-0.066754427	-0.038743131	-0.102721031	-0.102738711	-0.102721031	-0.06873822	-0.099756391	-0.102738711	-0.033722996	-0.100742149	-0.066758355	-0.00500000000001	0.009	0.00700000000002	0.00700000000002	0.00700000000002	0.01	0.00999999999999	0.00900000000001	-0.006	0.00700000000002	0.009	0.00700000000002	-0.006	0.013	0.009	-0.006	0.013	0.00999999999999	0.00899999999999	0.00899999999999	0.011	-0.006	-0.01	0.012	0.011	0.012	0.009	0.014	0.011	0.005	0.014	0.009
FLQS30ZQGRWV	-0.0815570501	-0.0865366599	-0.0475291697	-0.0475291697	-0.0475291697	-0.0865210552	-0.0465210552	-0.0475383245	-0.0475133569	-0.0475291697	-0.0815291697	-0.0475291697	-0.0475131488	-0.0845460228	-0.0865210552	-0.0465133569	-0.0455216794	-0.0865218875	-0.0885206391	-0.0885206391	-0.0475293777	-0.0465133569	-0.0845285455	-0.0855295858	-0.0475293777	-0.0855293777	-0.0855383245	-0.0865210552	-0.0475293777	-0.0475293777	-0.0855114843	-0.0865366599	0.012205252	0.010209025	0.047208931	0.047208931	0.047208931	0.011215722	0.010209308	0.010212232	0.011209214	0.047208931	0.010206101	0.047208931	0.011212515	0.012215628	0.01121261	0.011212421	0.010202706	0.011212232	0.012215534	0.012215534	0.013208837	0.011212421	0.044209308	0.012205441	0.013208837	0.01120563	0.011208837	0.01121261	0.013208837	0.047205535	0.00920930799998	0.011212421	0.077	0.078	0.06	0.06	0.06	0.079	0.064	0.064	0.064	0.06	0.077	0.06	0.064	0.078	0.079	0.064	0.064	0.079	0.079	0.079	0.064	0.064	0.075	0.078	0.064	0.078	0.078	0.079	0.064	0.06	0.078	0.079
FLQS30YUGRWV	0.039070014	0.0030979094	0.0430976898	0.0430976898	0.0430976898	0.0410974701	0.0371066954	0.0400886842	0.0371148224	0.0430976898	0.0370990077	0.0430976898	0.036115042	0.0400809965	0.036106915	0.0381148224	0.0371064757	0.0421051578	0.0381071347	0.0381071347	0.0420974701	0.0381148224	0.0370990077	0.0420972505	0.0420974701	0.0410974701	0.0390886842	0.037106915	0.0420974701	0.0410974701	0.0371178975	0.0030979094	0.099618917	0.097634993	0.067646859	0.067646859	0.067646859	0.100660639	0.099635759	0.101646859	0.098635376	0.067646859	0.099621596	0.067646859	0.099649156	0.099661022	0.100649156	0.100647625	0.093611261	0.100647625	0.099661405	0.099661405	0.098634228	0.100647625	0.100648773	0.099620448	0.098634228	0.100620065	0.100633845	0.099649156	0.098634228	0.099633845	0.099636142	0.098648391	0.218	0.231	0.22	0.22	0.22	0.217	0.219	0.217	0.219	0.22	0.219	0.22	0.219	0.217	0.218	0.218	0.219	0.216	0.218	0.218	0.217	0.218	0.219	0.216	0.217	0.218	0.217	0.218	0.217	0.217	0.218	0.232
FLQS30X6GRWY	0.0216508671	0.0247308749	-0.0172012925	-0.0172012925	-0.0172012925	-0.0172021621	-0.0161586796	-0.0182369481	-0.0151273722	-0.0172012925	-0.017189987	-0.0172012925	-0.0141282419	0.0216969585	-0.0161586796	-0.0151273722	-0.0171586796	-0.0171699851	-0.0171586796	-0.0171586796	-0.0182004228	-0.0151273722	-0.0161908567	-0.0172012925	-0.0182004228	-0.0172004228	-0.0162386874	-0.0151595493	-0.0182004228	-0.0172021621	-0.0151160668	-0.0172325999	-0.084774466	-0.012775303	-0.018779731	-0.018779731	-0.018779731	-0.01778392	-0.016775902	-0.016779253	-0.017775782	-0.018779731	-0.016771354	-0.018779731	-0.016779971	-0.01678368	-0.051784039	-0.016779612	-0.014767166	-0.015779851	-0.013787749	-0.013787749	-0.016775662	-0.016779612	-0.016779851	-0.017771354	-0.016775662	-0.015771235	-0.016774944	-0.014779851	-0.016775662	-0.018775662	-0.015775902	-0.015779971	-0.127	-0.135	-0.119	-0.119	-0.119	-0.119	-0.119	-0.118	-0.12	-0.119	-0.119	-0.119	-0.119	-0.133	-0.116	-0.12	-0.119	-0.119	-0.12	-0.12	-0.119	-0.12	-0.119	-0.119	-0.119	-0.118	-0.119	-0.119	-0.119	-0.118	-0.119	-0.118
FLQS30X6GRWV	0.2250659389	0.2240418193	0.2260315615	0.2260315615	0.2260315615	0.2260312842	0.1930116004	0.1930332249	0.1930016198	0.2260315615	0.1910213037	0.2260315615	0.1940016198	0.192042651	0.1930113231	0.2260107687	0.1920116004	0.2260215809	0.2290210265	0.2290210265	0.226032116	0.2260107687	0.1930213037	0.1920229671	0.226032116	0.1920226899	0.1910329477	0.1930118776	0.226032116	0.226032116	0.1949994019	0.2250418193	-0.059057047	-0.059081024	-0.060100539	-0.060100539	-0.060100539	-0.059119497	-0.060081024	-0.060099424	-0.061081581	-0.060100539	-0.059060951	-0.060100539	-0.059101097	-0.059119497	-0.059099982	-0.062100539	-0.060041993	-0.062101097	-0.062120055	-0.062120055	-0.060081581	-0.062100539	-0.059099982	-0.059060951	-0.060081581	-0.060060951	-0.060079351	-0.059099982	-0.060081581	-0.059080466	-0.060082139	-0.059102212	-0.346	-0.346	-0.347	-0.347	-0.347	-0.347	-0.335	-0.334	-0.334	-0.347	-0.334	-0.347	-0.334	-0.334	-0.334	-0.347	-0.334	-0.346	-0.348	-0.348	-0.347	-0.347	-0.334	-0.334	-0.347	-0.333	-0.333	-0.335	-0.347	-0.346	-0.335	-0.347
FLQS30WFGRWV	0.019685996	0.0506485576	0.0556358426	0.0556358426	0.0556358426	0.0506361958	0.0116051148	0.0526520895	0.0535923998	0.0556358426	0.0116323107	0.0556358426	0.0125920466	0.0116648044	0.0536199489	0.0535923998	0.0426167702	0.0496241872	0.0546203021	0.0546203021	0.0496358426	0.0535923998	0.0536464384	0.0556361958	0.0496358426	0.0556354894	0.0536520895	0.0526203021	0.0496358426	0.0506361958	0.0556022892	0.0556640981	0.00566124099998	0.036661969	0.010663303	0.010663303	0.010663303	0.039664759	0.00566326299997	0.038663303	0.00566322200001	0.010663303	0.006661847	0.010663303	0.00466484	0.036664759	0.007664678	0.00566463800001	-0.01133884	0.038663384	0.00866609400001	0.00866609400001	0.038661807	0.00566463800001	0.040663425	0.043660391	0.038661807	0.043660351	0.00766306100002	0.00666463799999	0.038661807	0.040661888	0.043662211	0.00966475899997	0.076	0.061	0.062	0.062	0.062	0.061	0.079	0.059	0.063	0.062	0.078	0.062	0.078	0.076	0.063	0.062	0.068	0.061	0.063	0.063	0.061	0.062	0.058	0.059	0.061	0.058	0.063	0.063	0.061	0.06	0.058	0.062
FLQS30VBGRWV	0.1068984434	0.1097689768	0.1517747308	0.1517747308	0.1517747308	0.1087344523	0.0676922558	0.1097776079	0.0696596494	0.1517747308	0.1077277393	0.1517747308	0.0696596494	0.1098111733	0.0666932148	0.0706596494	0.0696960919	0.070702805	0.0666922558	0.0666922558	0.0707354114	0.0706596494	0.1077277393	0.1107363704	0.0707354114	0.1087354114	0.1097766489	0.0676941738	0.0707354114	0.1497737718	0.1106491003	0.1518082963	0.00513495800001	0.00413294700002	-0.000869013999989	-0.000869013999989	-0.000869013999989	0.00312941600001	0.009132849	0.00213127999999	0.00813289799999	-0.000869013999989	0.00413456499999	-0.000869013999989	0.00813103500002	0.00312951399999	0.00913108400002	0.00813123100002	0.00913628199999	0.00113118199999	0.00812946500002	0.00812946500002	0.001132947	0.00813123100002	0.00713118200002	0.00213466399998	0.001132947	0.00213466399998	0.003133045	0.010131133	0.001132947	0.00413294700002	0.00613284899998	-0.000869112999993	-0.093	-0.094	-0.11	-0.11	-0.11	-0.094	-0.079	-0.094	-0.079	-0.11	-0.093	-0.11	-0.079	-0.094	-0.079	-0.079	-0.079	-0.078	-0.078	-0.078	-0.078	-0.079	-0.093	-0.094	-0.078	-0.094	-0.094	-0.078	-0.078	-0.109	-0.095	-0.109
FLQS30UFGRWV	0.0059723084	0.0101053293	0.0081528368	0.0081528368	0.0081528368	0.0101528368	-0.0327263586	0.0060998999	0.0043211489	0.0081528368	-0.0327752234	0.0081528368	0.0043238636	0.0061066867	-0.0317263586	0.0043225062	-0.0307304306	0.0092519237	-0.0327263586	-0.0327263586	-0.0307942264	0.0043225062	0.0062247766	-0.0297955837	-0.0307942264	-0.029792869	0.0060998999	-0.0327277159	-0.0307942264	0.0101501221	0.00633336510001	-0.0308417338	-0.057943256	-0.056959931	-0.09097376	-0.09097376	-0.09097376	-0.055988809	-0.054959931	-0.054972947	-0.053959525	-0.09097376	-0.056946509	-0.09097376	-0.053974574	-0.055988403	-0.055974167	-0.053973354	-0.055931867	-0.05697498	-0.054987996	-0.054987996	-0.058960745	-0.053973354	-0.053974167	-0.058946103	-0.058960745	-0.058946509	-0.054958305	-0.055974167	-0.058960745	-0.054959525	-0.053961965	-0.056976607	0.013	0.011	0.015	0.015	0.015	0.012	0.028	0.013	0.013	0.015	0.028	0.015	0.014	0.013	0.027	0.013	0.027	0.011	0.028	0.028	0.027	0.013	0.013	0.027	0.027	0.027	0.012	0.028	0.027	0.011	0.012	0.027
FLQS30TYGRWV	0.0232381439	0.0242126183	0.1142155811	0.1142155811	0.1142155811	0.0672048695	0.0651946137	0.1122251532	0.0661864091	0.1142155811	0.0252025904	0.1142155811	0.0251861812	0.0182226462	0.0641943858	0.0241861812	0.0641948416	0.0221973486	0.1042032742	0.1042032742	0.1132153532	0.0241861812	0.0242023625	0.1102146695	0.1132153532	0.0672046416	0.1122251532	0.0651948416	0.1132153532	0.0682050974	0.06418413	0.0222126183	-0.000694053999979	-0.00469733900002	0.037303043	0.037303043	0.037303043	-0.00170261	-0.00269695700001	0.03330312	-0.00169688	0.037303043	0.026307856	0.037303043	-0.000699782999988	-0.039702457	-0.00269978299997	-0.00169947800001	0.027310607	-0.002699936	-0.00270238100001	-0.00270238100001	0.035305717	-0.00169947800001	-0.00569749100001	-0.000694358999993	0.035305717	-0.00369443599999	0.03330587	-0.002699707	0.035305717	-0.001697339	0.02830503	-0.003700165	-0.012	-0.012	-0.05	-0.05	-0.05	-0.029	-0.027	-0.049	-0.028	-0.05	-0.014	-0.05	-0.012	-0.006	-0.028	-0.012	-0.03	-0.011	-0.042	-0.042	-0.049	-0.012	-0.011	-0.045	-0.049	-0.028	-0.049	-0.028	-0.049	-0.029	-0.03	-0.011
FLQS30T7GRWV	0.1324361125	0.1335453042	0.1335885009	0.1335885009	0.1335885009	0.1335885009	0.1336388971	0.0945849012	0.0957276903	0.1335885009	0.0926448966	0.1335885009	0.1336820938	0.0945429044	0.1356364973	0.1346808939	0.0936856935	0.1316328975	0.1356376972	0.1356376972	0.0956340975	0.1346808939	0.1345945005	0.1325885009	0.0956340975	0.1335885009	0.0955837013	0.1336376972	0.0956340975	0.1325885009	0.0997420892	0.1335453042	-0.00511575200002	0.028879714	0.025876044	0.025876044	0.025876044	0.02587205	-0.00512417200002	0.027876152	0.023879066	0.025876044	0.02688306	0.025876044	-0.007128166	-0.005131189	-0.00612794999998	-0.00712784199999	-0.004116616	0.028876152	0.028872482	0.028872482	0.022879174	-0.00712784199999	0.029876044	0.026883492	0.022879174	0.026883384	-0.005123524	-0.00612794999998	0.022879174	0.02687993	-0.00512395599998	0.02987572	0.009	0.005	0.005	0.005	0.005	0.00500000000001	0.008	0.02	0.02	0.005	0.021	0.005	0.00800000000001	0.023	0.00800000000002	0.008	0.023	0.005	0.004	0.004	0.02	0.008	0.004	0.005	0.02	0.005	0.023	0.00800000000002	0.02	0.005	0.021	0.00500000000001
FLQS30S7GRWV	0.0547588585	0.0867160167	0.0447004378	0.0447004378	0.0447004378	0.0817164494	0.0846991396	0.0877194786	0.0856658182	0.0447004378	0.0836965431	0.0447004378	0.0846653855	0.0857350575	0.0446818298	0.0846658182	0.083681397	0.0456857245	0.0446809643	0.0446809643	0.0457004378	0.0846658182	0.0856974086	0.0857004378	0.0457004378	0.0867008706	0.0867190459	0.0826987069	0.0457004378	0.0457004378	0.0826762041	0.0417155839	0.054146084	0.091155797	0.095155797	0.095155797	0.095155797	0.127164326	0.091157693	0.090163853	0.088156745	0.095155797	0.090140398	0.095155797	0.12215793	0.090171908	0.091165748	0.0891648	0.089132106	0.061164326	0.058173329	0.058173329	0.095147505	0.0891648	0.0921648	0.09013874	0.095147505	0.056147269	0.090155324	0.121158167	0.095147505	0.094147269	0.087150585	0.091165037	0.146	0.13	0.146	0.146	0.146	0.128	0.131	0.131	0.131	0.146	0.131	0.146	0.128	0.13	0.147	0.132	0.132	0.149	0.149	0.149	0.146	0.132	0.131	0.131	0.146	0.134	0.13	0.129	0.146	0.145	0.132	0.147
FLQS30RRGRWV	0.013119326	0.0101959215	0.0542216919	0.0542216919	0.0542216919	0.0961909105	0.0542553366	0.0981586975	0.0542818229	0.0542216919	0.0122281345	0.0542216919	0.0532825387	0.0531651401	0.0532560525	0.0542818229	0.0552524732	0.0102453148	0.0522560525	0.0522560525	0.1011901947	0.0542818229	0.051230282	0.1021894788	0.1011901947	0.1011909105	0.0021586975	0.0532546208	0.1011901947	0.058220976	0.0532896972	0.0101966373	0.025221705	0.026213367	0.023206021	0.023206021	0.023206021	-0.011800928	0.025213168	0.022206418	0.025213565	0.023206021	-0.00278008200002	0.023206021	0.026206021	0.023199866	0.025206219	0.025206617	-0.00577333200002	0.026206219	0.027199469	0.027199469	-0.00278643499999	0.025206617	0.026206418	-0.00377948600001	-0.00278643499999	-0.00477948599999	-0.000786235999982	-0.00479378099999	-0.00278643499999	-0.003786832	-0.00878742700002	-0.00379378099998	0.099	0.1	0.084	0.084	0.084	0.071	0.083	0.067	0.083	0.084	0.102	0.084	0.083	0.083	0.084	0.084	0.086	0.1	0.085	0.085	0.068	0.084	0.084	0.068	0.068	0.068	0.106	0.087	0.068	0.085	0.087	0.103
FLQS30R2GRWV	-0.08631705	-0.0953770213	-0.0553994348	-0.0553994348	-0.0553994348	-0.0553994348	-0.0174024636	-0.0153497616	-0.0554485022	-0.0553994348	-0.095404281	-0.0553994348	-0.0554485022	-0.0923521847	-0.0564260887	-0.0564485022	-0.0154012521	-0.0544194252	-0.0554260887	-0.0554260887	-0.093398829	-0.0564485022	-0.0554036752	-0.016375204	-0.093398829	-0.015375204	-0.0153497616	-0.0944254829	-0.093398829	-0.054398829	-0.095456983	-0.0963770213	-0.00996261699999	-0.00796229900001	-0.00996203200003	-0.00996203200003	-0.00996203200003	-0.00996177300001	-0.014962254	-0.012962025	-0.00896231399997	-0.00996203200003	-0.035962558	-0.00996203200003	-0.00796201700001	-0.00796178800002	-0.00796202499998	-0.00796205399999	-0.015962773	-0.00896203200003	-0.00796178800002	-0.00796178800002	-0.038962299	-0.00796205399999	-0.00796202499998	-0.013962536	-0.038962299	-0.012962536	-0.013962284	-0.00596203999999	-0.038962299	-0.010962284	-0.034962269	-0.00896202499999	0.076	0.079	0.065	0.065	0.065	0.064	0.05	0.05	0.064	0.065	0.082	0.065	0.064	0.078	0.065	0.065	0.05	0.064	0.064	0.064	0.082	0.065	0.065	0.05	0.082	0.05	0.049	0.079	0.082	0.064	0.082	0.08
FLQS30QXGRWV	0.0401083145	0.0451387104	0.0461501498	0.0461501498	0.0461501498	0.00716256960001	0.0101766237	0.0461364226	0.0091883899	0.0461501498	0.0461521108	0.0461501498	0.0081890435	0.0471246564	0.0101766237	0.0081883899	0.0091756432	0.0441612623	0.0071766237	0.0071766237	0.0451501498	0.0081883899	0.050151784	0.0441501498	0.0451501498	0.0461501498	0.0471364226	0.0081762968	0.0451501498	0.0461498229	0.0431789116	0.0471383836	-0.055623901	-0.053640493	-0.053655465	-0.053655465	-0.053655465	-0.055670842	-0.052640493	-0.054654656	-0.053640088	-0.053655465	-0.054627139	-0.053655465	-0.054655465	-0.054669224	-0.052654656	-0.054654251	-0.053612571	-0.054655465	-0.052668819	-0.052668819	-0.054640897	-0.054654251	-0.055655465	-0.054626734	-0.054640897	-0.053625925	-0.055640493	-0.05265506	-0.054640897	-0.053640897	-0.054642111	-0.05465587	-0.028	-0.03	-0.03	-0.03	-0.03	-0.015	-0.017	-0.03	-0.016	-0.03	-0.031	-0.03	-0.015	-0.03	-0.016	-0.015	-0.017	-0.03	-0.016	-0.016	-0.03	-0.015	-0.031	-0.029	-0.03	-0.03	-0.031	-0.016	-0.03	-0.03	-0.029	-0.031
FLQS30QPGRWV	0.1035669772	0.1005148926	0.0964942758	0.0964942758	0.0964942758	0.0994959034	0.1004731164	0.0995176053	0.1034552124	0.0964942758	0.0994926481	0.0964942758	0.1004552124	0.1015376796	0.1014747441	0.1024552124	0.1414742015	0.0994763717	0.1024742015	0.1024742015	0.0984948183	0.1024552124	0.0994926481	0.0974948183	0.0984948183	0.1014959034	0.1005181479	0.1014742015	0.0984948183	0.0984948183	0.1024459891	0.097513265	-0.029470239	-0.029483874	0.00551742500002	0.00551742500002	0.00551742500002	-0.029506274	-0.029484523	-0.029494262	-0.029485172	0.00551742500002	0.00453885100001	0.00551742500002	-0.028496859	-0.028505949	-0.03049621	-0.028495885	-0.030461473	-0.029494587	-0.029505949	-0.029505949	0.00652813799999	-0.028495885	0.00551645100001	0.00553950100002	0.00652813799999	-0.028472186	-0.029482575	-0.029495885	0.00652813799999	0.00552878799999	-0.030483224	0.00751612600001	-0.076	-0.075	-0.078	-0.078	-0.078	-0.075	-0.076	-0.075	-0.077	-0.078	-0.078	-0.078	-0.076	-0.076	-0.076	-0.076	-0.091	-0.076	-0.077	-0.077	-0.079	-0.076	-0.078	-0.078	-0.079	-0.076	-0.076	-0.076	-0.079	-0.078	-0.077	-0.078
FLQS30QMGRWV	-0.0462962642	-0.04734572	-0.0463623686	-0.0463623686	-0.0463623686	-0.0463623686	-0.0083662859	-0.0063231956	-0.0424000725	-0.0463623686	-0.0453672652	-0.0463623686	-0.009384893	-0.0073055677	-0.0083667755	-0.0424010519	-0.0083662859	-0.0463790171	-0.0433839137	-0.0433839137	-0.0083432717	-0.0424010519	-0.0433667755	-0.0463623686	-0.0083432717	-0.0093447407	-0.0073231956	-0.00736530650001	-0.0083432717	-0.0083432717	-0.0454054588	-0.04834572	0.00610179399999	0.00609282500002	0.00608513699999	0.00608513699999	0.00608513699999	0.00607766299999	0.00609346600001	-0.030914863	0.006093679	0.00608513699999	0.00310029900001	0.00608513699999	0.00908577799999	-0.03092255	0.007085778	0.00508620500003	-0.0238918	0.00708513699999	0.00407787700001	0.00407787700001	0.00809346600002	0.00508620500003	0.00508556400001	0.00710072600003	0.00809346600002	0.00810115300001	0.00509282500002	0.00508577799999	0.00809346600002	0.009093038	-0.024908243	0.00608471000001	0.212	0.213	0.212	0.212	0.212	0.212	0.198	0.201	0.21	0.212	0.211	0.212	0.198	0.2	0.197	0.21	0.201	0.212	0.21	0.21	0.198	0.21	0.211	0.212	0.198	0.197	0.197	0.197	0.198	0.197	0.215	0.213
FLQS30Q9GRWY	-0.0640243733	-0.0290143552	-0.0660023335	-0.0660023335	-0.0660023335	-0.0650023335	-0.0649949869	-0.0630091792	-0.064988976	-0.0660023335	-0.0680003299	-0.0660023335	-0.0669884751	-0.0280208669	-0.0270013317	-0.0669888091	-0.0649948199	-0.0649966566	-0.1019948199	-0.1019948199	-0.0650025005	-0.0669888091	-0.0640011647	-0.0650025005	-0.0650025005	-0.1010026674	-0.1000090122	-0.0650014986	-0.0650025005	-0.1020025005	-0.0639863046	-0.0650146891	0.021322662	0.023323602	0.020330555	0.020330555	0.020330555	0.019337321	-0.010670009	0.018329991	0.018324354	0.020330555	0.01531834	0.020330555	-0.011663055	-0.013657042	-0.016662304	-0.011663807	0.020310635	-0.013663431	-0.00865741699999	-0.00865741699999	0.020324354	-0.011663807	0.020331307	0.020317212	0.020324354	0.024317024	-0.011670384	-0.013662304	0.020324354	0.025323978	0.018324542	0.027330179	-0.052	-0.066	-0.051	-0.051	-0.051	-0.051	-0.048	-0.052	-0.051	-0.051	-0.049	-0.051	-0.047	-0.062	-0.062	-0.047	-0.051	-0.048	-0.034	-0.034	-0.051	-0.047	-0.051	-0.052	-0.051	-0.038	-0.034	-0.048	-0.051	-0.037	-0.051	-0.052
FLQS30Q9GRWV	0.096651519	0.0965430839	0.0934982955	0.0934982955	0.0934982955	0.0934994742	0.0944523285	0.0935489771	0.0944122547	0.0934982955	0.0594535071	0.0934982955	0.094411076	0.0945902296	0.0964523285	0.094411076	0.0944546858	0.0924582217	0.0944523285	0.0944523285	0.0934994742	0.094411076	0.094493581	0.0934994742	0.0934994742	0.0944994742	0.0935477985	0.0954535071	0.0934994742	0.0945006528	0.0964087187	0.0955430839	-0.066300589	-0.065312394	-0.035314409	-0.035314409	-0.035314409	-0.034324198	-0.036302893	-0.035313833	-0.035302317	-0.035314409	-0.033293391	-0.035314409	-0.035312682	-0.066333411	-0.037313545	-0.036312106	-0.035283027	-0.035313833	-0.036323622	-0.036323622	-0.034303468	-0.036312106	-0.035313545	-0.033292816	-0.034303468	-0.034293103	-0.034303468	-0.037312969	-0.034303468	-0.034304044	-0.035304044	-0.065322471	-0.186	-0.186	-0.188	-0.188	-0.188	-0.189	-0.189	-0.188	-0.189	-0.188	-0.175	-0.188	-0.189	-0.186	-0.189	-0.189	-0.188	-0.188	-0.188	-0.188	-0.189	-0.189	-0.188	-0.188	-0.189	-0.188	-0.188	-0.188	-0.189	-0.189	-0.189	-0.186
FLQS30Q3GRWV	0.1708996147	0.2038478051	0.2038296718	0.2038296718	0.2038296718	0.2048296718	0.2008053213	0.2048519499	0.2017861517	0.2038296718	0.2038250089	0.2038296718	0.2017856337	0.1638706014	0.2028053213	0.1997861517	0.1878001403	0.1658130927	0.2048063575	0.2048063575	0.1658301899	0.1997861517	0.2028244908	0.1998286356	0.1658301899	0.2018286356	0.2058519499	0.2028068756	0.1658301899	0.2048301899	0.201782007	0.2038478051	0.023712085	0.023719043	-0.011275628	-0.011275628	-0.011275628	0.023729553	-0.014280513	0.021724224	-0.00728140199999	-0.011275628	0.020714453	-0.011275628	0.023724372	-0.00527074299998	0.020724668	-0.011276072	-0.021289692	0.021724668	0.021729849	0.021729849	-0.00728110599999	-0.011276072	-0.00427562800002	-0.013285843	-0.00728110599999	-0.014285991	0.021718746	-0.01227548	-0.00728110599999	0.022719339	-0.013279329	0.02472452	-0.173	-0.186	-0.183	-0.183	-0.183	-0.187	-0.182	-0.187	-0.182	-0.183	-0.186	-0.183	-0.186	-0.168	-0.186	-0.182	-0.176	-0.171	-0.186	-0.186	-0.168	-0.182	-0.184	-0.182	-0.168	-0.181	-0.187	-0.182	-0.168	-0.187	-0.182	-0.186
FLQS30Q2GRWV	0.1075897691	0.102526615	0.1045028541	0.1045028541	0.1045028541	0.1475041047	0.1044784679	0.1025297415	0.1024559575	0.1045028541	0.1004997276	0.1045028541	0.1014553322	0.1025516265	0.1024784679	0.1024553322	0.1464797184	0.1034822196	0.1014772173	0.1014772173	0.1055053552	0.1024553322	0.1015003529	0.0635059805	0.1055053552	0.1025053552	0.1025303667	0.1034790932	0.1055053552	0.0705047299	0.1474484541	0.1025272403	0.022028473	0.02201976	0.023020231	0.023020231	0.023020231	0.023003746	0.026019995	0.02501293	0.027020231	0.023020231	0.051034361	0.023020231	0.028011517	0.026004217	0.028011753	0.028012224	0.024036716	0.024011753	0.027004217	0.027004217	-0.006979769	0.028012224	0.023019524	0.032028709	-0.006979769	0.024028473	0.026021173	0.027011753	-0.006979769	-0.00797953399999	0.02301976	0.023011282	0.074	0.075	0.074	0.074	0.074	0.058	0.074	0.075	0.075	0.074	0.073	0.074	0.075	0.075	0.075	0.075	0.059	0.075	0.076	0.076	0.078	0.075	0.076	0.09	0.078	0.076	0.075	0.075	0.078	0.09	0.058	0.075
