SN	Distance_X_LOGO_Battery_Up1	Distance_X_LOGO_Battery_Up2	Distance_X_LOGO_Battery_Up3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Battery_Up1	Distance_Y_LOGO_Battery_Up2	Distance_Y_LOGO_Battery_Up3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Battery_Up1	Angle_Battery_Up2	Angle_Battery_Up3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32
FLQS30K1GRWY	0.0379954689	-0.272930562	0.0319608251	-0.2698018183	0.2129116685	0.1131181265	0.0310338579	0.1580741196	0.2268845152	-0.2167292536	-0.8651299977	0.4660043639	-0.0451262524	0.1029360127	0.0779542709	0.0981616653	0.0489912555	-0.2588832779	-0.2171552783	-0.1328949819	0.0268643844	0.0988835789	-0.3477138044	-0.464756875	-0.2129179217	0.1620656927	-0.582886555	0.1620656927	0.7308475307	-0.5890377704	-0.0850593057	0.1549547391	-0.124942808	-0.057946115	-0.057952874	0.009037779	-0.074955606	-0.062961358	0.072041086	0.00304202100001	-0.04497315	0.011036485	-0.042946115	0.002043603	0.06703972	-0.019969267	-0.062968189	0.033033896	-0.130956541	-0.084963875	-0.05395122	-0.118955319	0.073039073	-0.057961143	-0.025951292	-0.052958123	-0.055978543	-0.00195877	0.009031955	-0.00195877	-0.131968117	0.00805402899998	-0.181963803	-0.141964594	0.025	0.155	0.022	0.148	-0.056	-0.013	0.011	-0.039	-0.065	0.125	0.412	-0.173	0.044	-0.012	0.002	-0.015	0.021	0.151	0.13	0.099	0.012	-0.008	0.186	0.239	0.129	-0.04	0.285	-0.04	-0.279	0.287	0.084	-0.025
FLQS30JCGRWV	0.0154113483	-0.4196378042	-0.5466655143	-0.229708729	0.2796241227	0.0024126679	0.580384298	-0.4136816786	0.0074314712	0.3204473056	0.000673605100005	0.000527796899998	0.2535406623	-0.0255935999	0.1444021116	-0.4487047704	0.3254591813	0.24940673	0.2915403325	1.0106683269	-0.2215767759	-0.4236483604	0.3322932503	-0.0516602362	-0.0565916206	-0.2436994922	-0.2865668794	-0.2436994922	0.0054334505	0.1334736962	0.0714113483	-0.2216368145	0.029766421	-0.00124382700001	0.036732018	0.09670152	-0.042257246	-0.030304336	0.095711035	-0.025286281	-0.029321659	0.032681513	0.025744706	0.09569176	0.025708351	-0.045305068	0.086663457	-0.121290429	-0.041277009	0.030696152	-0.036260418	-0.054270421	0.031706156	0.034689564	0.06874495	0.033699812	0.034645402	-0.019289941	0.034681025	-0.019289941	0.034663701	-0.040242607	-0.029320683	0.048673949	-0.00199999999998	0.191	0.242	0.1	-0.111	0.01	-0.255	0.19	0.00599999999999	-0.135	0.00500000000001	-0.00200000000001	-0.106	0.023	-0.063	0.214	-0.131	-0.104	-0.117	-0.429	0.101	0.189	-0.144	0.027	0.029	0.116	0.13	0.116	0.00200000000001	-0.047	-0.022	0.1
FLQS30J0GRWV	0.4587898898	0.0147889572	0.6177896092	0.1757922586	0.4587898733	0.4697886766	-0.0112100359	-0.2192060577	0.2887901292	-0.282206198	-0.057211439	-0.22120926	0.2237879338	0.1767886106	-0.1802090537	0.119790938	0.4787891388	0.0747932573	0.3557888582	0.1907921431	0.2757870094	0.3717834686	0.2787926878	-0.0472057275	0.0547930922	0.2317919037	0.1737911691	0.2317919037	0.2927900714	-0.0432091362	0.181792564	-0.0022098295	0.037403729	0.041404341	0.114419016	0.102419781	0.095414124	0.0924301	0.044420392	0.111425284	0.100440419	0.102434915	0.047404188	0.047414965	0.040414965	0.10542452	0.171435374	0.04342559	0.089419246	0.020426584	0.034409538	0.03641443	0.03841443	0.045419628	0.035409538	0.107425284	0.0474421	0.031420392	0.104435297	0.031420392	0.099440342	0.045404723	0.044436215	0.045424673	0.02	0.214	-0.057	0.138	0.015	0.009	0.225	0.31	0.088	0.34	0.245	0.316	0.123	0.137	0.288	0.168	0.00599999999999	0.189	0.065	0.137	0.1	0.057	0.099	0.236	0.196	0.119	0.139	0.119	0.086	0.239	0.14	0.221
FLQS30HZGRWY	-0.2921128249	0.2088507101	-0.3021149699	0.0348884951	-0.3701271799	-0.3011086999	-0.0691124124	-0.1851088649	-0.1791147224	-0.3331075449	-0.4031429374	-0.1711265199	-0.1161368324	-0.0171327074	0.0338674576	-0.0091199199	-0.1841287474	-0.1711078749	-0.2721405449	-0.1081096074	0.1488357776	-0.1831265199	-0.0680891474	0.0378901451	-0.2331092774	-0.1201070499	-0.3441087824	-0.1201070499	-0.1881151349	-0.1261471449	-0.3000985524	-0.0831268499	0.076026257	0.0220366	0.084994366	0.079992211	0.030021516	0.092974972	-0.029008866	0.082977127	-0.021054764	0.026961613	0.034036815	0.031006648	0.083006002	0.02597842	0.077948468	-0.088010806	0.082006433	0.027975834	0.027021732	0.027019793	-0.030981069	0.024992426	0.03002087	0.023978205	0.026929722	0.028979282	0.027960751	0.028979282	-0.019054764	0.027037246	-0.025042697	0.074979282	0.107	-0.107	0.11	-0.037	0.145	0.109	0.018	0.06	0.066	0.129	0.158	0.058	0.029	-0.009	-0.036	-0.00200000000001	0.059	0.058	0.102	0.031	-0.077	0.064	0.013	-0.033	0.086	0.036	0.134	0.036	0.07	0.039	0.12	0.015
FLQS30H6GRWV	0.0951725481	0.0326221624	-0.1559582682	-0.0348242612	-0.466345665	-0.0277572578	-0.0357046122	0.1442379563	0.0909476079	0.0330018488	-0.5174320785	-0.081942315	0.0337689319	-0.0179104086	0.3246444969	-0.1487014215	0.0229476079	-0.1028035221	0.4276314681	-0.1366407993	-0.2591241816	0.1367130957	-0.3359819318	0.0152235984	0.1388806044	-0.4017987361	-0.0389327431	-0.4017987361	-0.227559438	0.0198423167	0.031062471	0.3537402162	-0.047214014	-0.105213898	-0.044212652	-0.099212556	-0.043213174	-0.047211185	-0.102211832	-0.10521188	-0.10121047	-0.043210625	-0.038213888	-0.040212508	-0.100212498	-0.100211098	-0.107210586	-0.044211195	-0.099212479	-0.101211185	-0.097212652	-0.097213116	0.073788101	0.00778867	-0.095213125	-0.043211359	-0.100209766	-0.060212469	-0.100211156	-0.060212469	-0.042210451	-0.045213888	0.01279007	-0.066211262	-0.364	-0.331	-0.253	-0.301	-0.117	-0.31	-0.301	-0.38	-0.356	-0.337	-0.097	-0.286	-0.331	-0.309	-0.458	-0.256	-0.327	-0.272	-0.504	-0.257	-0.219	-0.387	-0.17	-0.328	-0.378	-0.144	-0.3	-0.144	-0.222	-0.33	-0.341	-0.475
FLQS30GQGRWV	217.073593506	217.644743481	218.952527773	218.514111364	218.446111364	216.324126372	217.260920369	214.990291354	220.387907563	215.429787603	227.691460239	218.50910166	219.446747883	216.090155486	217.278247232	216.142956987	220.247343381	216.089046532	219.266776997	214.930301059	224.134323071	218.674992705	213.293524271	216.924375597	220.517006812	217.763753185	215.666986102	217.763753185	220.586551585	220.536413516	220.433897858	216.351571895	0.042638307	0.034623911	-0.093354229	0.034727348	-0.151373423	0.040700156	-0.088320372	0.093730281	-0.020247326	0.091748942	0.273633775	0.098694291	-0.08737209	0.038694291	-0.020266787	-0.147301977	0.22774521	0.03669829	0.098670298	-0.086358761	-0.272408613	-0.068320372	-0.265356361	-0.023304109	-0.076242794	-0.329321171	-0.024265987	-0.329321171	-0.020246792	0.038657235	0.095767603	-0.156324104	0.096	0.098	-0.101	-0.017	0.03	0.118	0.048	0.124	-0.126	0.138	-0.252	0.013	0.076	0.119	0.057	0.03	-0.056	0.112	0.038	0.133	-0.098	-0.052	0.089	0.153	-0.135	0.045	0.127	0.045	-0.133	-0.023	-0.122	0.12
FLQS30GCGRWY	0.1933664478	0.2524476872	0.2453559959	-0.0357718018	-0.4078250112	-0.4007884297	0.015277607	-0.034868719	0.0132923346	0.0222799824	-0.0316411536	0.1193407932	0.0213493448	-0.2347347452	-0.0207689513	0.1362476767	0.0133251154	0.1242785572	-0.129598396	-0.2598164597	0.3994305842	-0.090733795	0.1221251049	0.0171597861	0.0162638296	-0.1968041075	0.1992624043	-0.1968041075	0.0022106201	0.1113826007	0.1902923346	-0.0257969813	-0.028143462	-0.08815612	-0.029122117	0.030894512	0.038877387	-0.020086128	0.028910397	-0.027087121	-0.080051876	-0.028069995	-0.023141228	0.024891534	-0.031107473	0.04292802	-0.026052869	-0.030072725	0.027893023	0.026927523	0.031876146	-0.067120131	-0.034120628	-0.025089354	-0.032124351	-0.079088113	0.021978652	0.036924545	0.026944153	0.036924545	-0.081051876	-0.030142221	-0.032052869	0.027928764	-0.11	-0.13	-0.133	-0.015	0.147	0.15	-0.038	-0.01	-0.027	-0.035	-0.012	-0.082	-0.034	0.072	-0.017	-0.085	-0.036	-0.085	0.026	0.093	-0.199	0.014	-0.079	-0.028	-0.037	0.055	-0.118	0.055	-0.021	-0.073	-0.109	-0.019
FLQS30G5GRWY	0.1620796096	-0.1919182785	-0.2989155906	-0.194852809	-0.0789445815	-0.1459342139	0.0980920891	-0.0168683604	0.0930759617	-0.5338407134	-0.0069370938	-0.401878728	-0.3389236543	0.0050865213	-0.1189034951	-0.2648466652	-0.2988917835	-0.0179082949	-0.1299342139	-0.4248578008	0.2310319954	-0.0708996552	0.0371571746	-0.0198685524	-0.1249013831	-0.0748727762	-0.4839015751	-0.0748727762	-0.2808543449	-0.0749367098	0.2070778816	0.0021091765	0.027331979	0.039342853	0.037350943	0.036360225	-0.022656616	0.037370834	-0.029638051	0.033369243	0.033388472	0.035379189	0.087341792	-0.01264614	-0.021647068	0.022378261	-0.076620281	-0.083636592	-0.017646273	-0.0216289	0.034351606	0.051353064	-0.026647068	0.032362082	0.03035134	-0.025631287	-0.082617231	-0.024637785	0.031379189	-0.024637785	-0.05263089	-0.023665766	0.089387941	0.072378128	0.153	0.307	0.355	0.308	0.264	0.288	0.187	0.231	0.183	0.458	0.222	0.404	0.378	0.222	0.285	0.351	0.36	0.236	0.281	0.408	0.128	0.255	0.208	0.238	0.289	0.262	0.437	0.262	0.354	0.261	0.128	0.22
FLQS30E9GRWY	0.3431610468	1.4902325326	0.4591353514	-0.3209233691	0.0121189624	-0.0018767551	0.0841160799	0.1361173152	0.0731336219	-0.6259246045	0.6141639293	0.1321182212	0.2531427635	0.1341201977	0.0051219272	0.1300895609	0.0781237391	-0.2449086272	-0.2088820259	0.196097879	-0.8929335814	-0.1838876262	-0.0169236985	-0.2909185924	0.0121029028	0.2051156681	0.0071290099	0.2051156681	-0.1178812847	-0.0538687664	-0.0578809553	-0.0999094508	0.068631618	-0.066367716	0.000630515000012	-0.069369589	-0.016370692	0.156626249	0.068628871	0.066628934	-0.052372814	0.050626208	0.028628309	0.00162803900001	0.139626395	0.13062756	0.065626124	-0.123371358	0.071627831	-0.027371274	0.071626416	-0.141371025	-0.259368673	0.202625958	0.115629454	-0.005371087	-0.060379515	0.065628996	0.069625771	0.065628996	0.05062473	-0.066369505	0.00662296099999	0.077625791	-0.142	-0.627	-0.187	0.159	0.00999999999999	0.000999999999976	-0.029	-0.051	-0.014	0.282	-0.256	-0.044	-0.108	-0.056	0.006	-0.033	-0.027	0.123	0.099	-0.059	0.425	0.075	0.011	0.141	0.014	-0.081	0.005	-0.081	0.06	0.043	0.038	0.05
FLQS30DZGRWV	-0.1466439032	0.2614051728	0.1993914453	-0.0186543704	0.0333607299	-0.0336415008	0.0753531797	0.0233385942	-0.2626610626	-0.072654542	-0.0866274301	0.0803687948	0.0804180424	0.0413607299	0.0823552389	-0.0976873166	-0.2086392701	0.0243446	0.0344099775	0.0853473455	-0.0205905373	0.084369138	0.0332799089	-0.0726880029	0.0333578128	-0.0316572875	0.1483974511	-0.0316572875	0.0254005398	-0.0206334359	-0.0776408145	0.1683603867	0.00736944200001	-0.063630174	0.061384617	0.00138507600001	-0.000624809999991	0.00539128399998	-0.059614004	0.00339067100001	0.00640193700001	0.065396342	0.00536997900001	-0.000619598	0.061380478	0.00139197399999	0.00140178400001	0.005391514	0.070381015	0.002391284	0.000370591999996	-0.00161990499998	0.00538063100001	0.058385766	0.061380325	0.00939519299999	-0.051592622	0.00638599599999	0.060400711	0.00638599599999	0.00540170700002	0.060369826	0.120406075	-0.011608946	-0.072	-0.245	-0.229	-0.127	-0.15	-0.121	-0.164	-0.146	-0.021	-0.11	-0.098	-0.171	-0.176	-0.154	-0.171	-0.093	-0.05	-0.147	-0.151	-0.173	-0.127	-0.178	-0.156	-0.105	-0.145	-0.123	-0.206	-0.123	-0.147	-0.132	-0.112	-0.208
FLQS30D5GRWQ	-0.1685741556	-0.1615618614	0.0204341513	0.2034328222	1.1374595149	-0.1855678977	0.200438637	-0.0975892187	0.1234457809	-0.2205815764	0.2764655512	0.2794632807	0.013451208	0.0734435103	0.632458795	0.1424353142	-0.3425727711	0.01943908	-0.1155388791	0.0694248476	0.237460844	-0.2335506749	0.2844344282	-0.0405821302	-0.2175706667	0.0224383047	0.0904396338	0.2034383047	0.143443898	0.0274645544	0.209439523	-0.0985760385	-0.00092996299999	-0.102932994	-0.06391102	-0.067910926	0.052091821	0.028099398	0.095099871	-0.00189757100001	0.059116067	0.00110318599999	-0.00692106	-0.071914241	-0.00190723200001	0.064104228	-0.076896245	-0.067893593	0.007093242	0.101106122	8.61380000003e-05	-0.00390240199999	0.056098261	0.00910498600001	0.162092768	-0.066904201	0.061122792	0.168105933	-0.065890941	0.162105933	-0.068896529	-0.00192087100001	-0.000890183999999	0.149112658	-0.116	-0.11	-0.192	-0.272	-0.693	-0.111	-0.286	-0.147	-0.25	-0.093	-0.309	-0.305	-0.196	-0.228	-0.459	-0.246	-0.041	-0.207	-0.139	-0.221	-0.299	-0.089	-0.328	-0.166	-0.1	-0.214	-0.224	-0.293	-0.246	-0.202	-0.281	-0.159
FLQS30CMGRWQ	-0.0053341904	0.4152076679	0.0504328321	0.179709848	0.2521700222	-0.0713888833	0.0516359771	0.0567716439	-0.2853512375	-0.2443228256	0.2679633257	-0.2025380457	0.2501160396	0.0215841254	0.0216885391	-0.2002269355	-0.6942120193	-0.4232013648	0.0561593677	-0.1771672706	0.329885193	-0.430689339	-0.0683554993	-0.1282681328	0.4085415076	0.0627645409	-0.1923775185	-0.5572354591	-0.1743945657	-0.4224869043	-0.0693363213	-0.2002063369	-0.018354534	0.073654156	-0.13733643	-0.023319774	-0.023347051	-0.079300705	-0.082317119	-0.02130167	-0.075266669	-0.134299015	-0.088364672	-0.010327016	-0.022329429	-0.077298773	-0.086282118	-0.075299739	0.09569833	-0.045300222	-0.017360085	-0.07131736	-0.150346085	-0.07731205	-0.015327016	-0.07830336	-0.022248807	-0.020316636	-0.072283807	-0.164316636	-0.135281635	-0.010360327	-0.074267393	0.048717882	-0.213	-0.404	-0.226	-0.292	-0.324	-0.177	-0.231	-0.239	-0.084	-0.097	-0.325	-0.127	-0.323	-0.219	-0.217	-0.122	0.079	-0.027	-0.24	-0.132	-0.346	-0.021	-0.185	-0.153	-0.394	-0.242	-0.125	0.043	-0.127	-0.03	-0.179	-0.133
FLQS30BWGRWY	-0.3320903774	-0.0500167605	-0.3870782632	0.0669090013	-0.0489956384	-0.0420478225	-0.1080583836	0.5260090209	-0.1010468906	-0.1530913093	0.1430692812	-0.0960658385	-0.0459620914	-0.0090692553	-0.2151028022	-0.2211310686	-0.1670624216	-0.0030577623	0.0010205139	-0.0871587138	-0.000926370199998	0.0569484501	0.0568400437	-0.2672043749	-0.2811605775	0.0679580793	-0.2100857181	0.0679580793	-0.1030450269	-0.0960052676	-0.3231379022	-0.0491037341	0.100455576	0.043450745	0.046427556	0.042406621	0.041448491	0.043381178	0.044402434	-0.083595955	0.044337054	0.040360887	0.040471358	0.047424657	0.042425302	0.037381178	0.04933802	0.105361531	0.047424013	0.042381178	0.036431099	0.049422725	0.043425946	0.037385364	-0.018552475	-0.006617534	0.045311932	0.037405011	0.095342529	0.037405011	0.043337376	-0.015528964	0.04631934	0.0433815	0.081	-0.037	0.11	-0.089	-0.038	-0.041	-0.012	-0.279	-0.015	0.008	-0.122	-0.017	-0.04	-0.055	0.035	0.033	0.014	-0.058	-0.059	-0.022	-0.058	-0.083	-0.079	0.063	0.064	-0.089	0.028	-0.089	-0.014	-0.012	0.082	-0.038
FLQS30BJGRWV	-0.095303807	-0.0632720541	-0.1632556655	0.3387112159	0.1787521873	0.0037624302	-0.1513051727	0.3517429687	0.1177610645	0.118729653	-0.0522399598	0.0647736973	0.2918740774	-0.0162570313	-0.018260787	0.000684243000002	-0.0502382527	-0.1603089284	0.1277733559	0.183753553	0.3309314375	0.2848163759	-0.09940248	0.1156658058	-0.0932604456	-0.0443266828	-0.1652621527	-0.0443266828	0.1167634545	0.1027876959	-0.0442443984	0.0707573087	0.028421704	0.065417541	0.031407532	0.02340109	0.027414172	-0.033600495	0.029406343	0.026394153	-0.025614667	0.029387018	0.028421307	0.02540773	0.022407631	0.030389297	0.025381468	0.144388108	0.029407334	0.029393559	0.022404361	-0.032585035	0.02141437	-0.103586423	0.029414271	0.02639455	0.025372846	-0.029593459	-0.02461328	-0.029593459	0.030379585	0.082415658	0.028380081	0.087395243	-0.125	-0.143	-0.095	-0.315	-0.245	-0.163	-0.1	-0.321	-0.214	-0.219	-0.144	-0.194	-0.294	-0.16	-0.158	-0.178	-0.145	-0.097	-0.222	-0.242	-0.311	-0.28	-0.123	-0.217	-0.125	-0.142	-0.09	-0.142	-0.218	-0.216	-0.148	-0.203
FLQS30AEGRWV	0.3602925455	0.8722970963	0.1832947585	0.2932925001	0.1162906843	0.2932925909	0.0012917624	-0.3067140708	0.3422940435	0.1732917397	0.1852942364	-0.1027086688	0.1802965175	0.015294418	0.1152922504	-0.0747098377	-0.1917101214	0.4052937484	0.2212970509	0.1132910929	0.333298356	0.1252920121	-0.0097147744	0.4072934534	0.2322932491	0.3672923753	-0.0017100307	0.3672923753	0.1772921823	0.0042942478	-0.0077094632	-0.0087078971	-0.032257193	-0.09725591	-0.029222029	-0.033205345	-0.031236403	-0.034168641	-0.086200982	-0.019198415	-0.031148877	-0.030167614	-0.028254113	-0.022217922	-0.028219206	-0.081184041	-0.028162224	-0.090199442	-0.023217409	-0.071193795	-0.031236916	-0.031218949	0.024795425	-0.028200725	-0.031221259	0.075825712	0.077883207	-0.101202522	0.023846759	-0.101202522	-0.03314939	-0.027255397	-0.081162994	-0.015194822	-0.203	-0.422	-0.127	-0.175	-0.097	-0.174	-0.042	0.088	-0.196	-0.122	-0.128	-0.00200000000001	-0.126	-0.048	-0.097	-0.00800000000002	0.037	-0.22	-0.143	-0.095	-0.197	-0.102	-0.042	-0.234	-0.158	-0.201	-0.05	-0.201	-0.123	-0.049	-0.038	-0.044
FLQS309TGRWY	-0.2634954084	0.2012814373	-0.1476709736	-0.1264677553	0.0143772586	-0.1495449268	0.3292364206	-0.3931667864	0.1901926901	-0.3893796511	-0.2918298182	-0.0965777247	0.002245424	-0.1435121289	-0.1954761155	-0.027526277	-0.2075905866	-0.1425359234	-0.0299481479	-0.2103732202	0.0141296667	0.1634126289	-0.3761725743	0.0255598978	0.2453804741	-0.2644085905	-0.0996561824	-0.2644085905	0.1332569997	0.1792962285	-0.0916163104	0.1054499285	-0.04628263	0.066708588	0.013708705	-0.17129188	-0.049292466	0.016676037	0.023689268	-0.042308507	0.12966866	0.012683648	0.013716667	0.01170004	0.131685404	0.010675686	0.077676037	0.073676271	0.014698987	0.016676154	0.070701094	0.075685287	-0.107286611	-0.166288251	0.019699689	0.011685755	-0.107326422	0.081683882	0.132669597	0.081683882	0.071675686	0.069702148	-0.048324314	-0.007316235	0.166	-0.048	0.11	0.118	0.045	0.11	-0.1	0.223	-0.049	0.216	0.172	0.087	0.034	0.109	0.125	0.052	0.136	0.108	0.053	0.132	0.05	-0.00999999999999	0.209	0.034	-0.051	0.154	0.078	0.154	-0.019	-0.038	0.092	0.000999999999991
FLQS309QGRWV	-0.2243785439	0.5901619325	0.5820575457	0.1444854785	-0.3374499665	0.394835037	0.1517821568	-0.3464863645	0.1428343502	0.4106049739	0.72993599	0.1457945184	0.0819936775	0.1358295429	0.2169497251	0.1487292766	0.0857958919	0.470745072	0.8653693327	0.5789881834	0.2908370972	-0.6633723631	-0.0355385579	0.0155974196	-0.2164630149	-0.3705330639	-0.1023359651	-0.3705330639	-0.1053290976	0.08093599	-0.0363345916	-0.2182597353	0.080080478	-0.046908507	0.017067452	-0.04092795	-0.040922299	-0.041941456	0.020064866	-0.030935038	0.078045901	-0.043941168	0.01808431	0.019071666	0.019071571	-0.044941647	-0.039947969	0.022058066	-0.036929196	0.016058449	0.010051074	0.101057491	-0.039929579	-0.031951129	0.023077988	0.021065345	0.076038909	-0.086930058	-0.037941647	-0.086930058	-0.038942701	0.02208498	0.019046093	-0.047942892	-0.029	-0.372	-0.374	-0.179	0.031	-0.289	-0.187	0.035	-0.189	-0.295	-0.439	-0.185	-0.157	-0.174	-0.211	-0.186	-0.153	-0.326	-0.497	-0.381	-0.243	0.173	-0.106	-0.128	-0.031	0.05	-0.071	0.05	-0.069	-0.157	-0.106	-0.02
FLQS309NGRWM	-0.024492879	0.0314460104	-0.0284843606	0.1465082321	0.1934823064	-0.1414125094	-0.0254476943	0.0295856388	0.0294786027	-0.0754291759	-0.1415025086	-0.5294362129	-0.1285791746	0.1084508252	-0.2914943605	0.1675534168	0.2114530474	-0.0204673237	-0.2965551007	-0.0274225093	-0.2515999151	-0.0254917679	0.0386304532	-0.0263762134	0.2695230467	-0.1893795467	0.092500084	-0.1893795467	-0.1314651015	0.2574726768	0.0905208245	-0.2034339907	0.021249374	0.023247564	-0.029779987	-0.090780591	0.022233486	-0.087797483	0.024205332	-0.03579507	0.020163905	0.023178586	0.02624696	0.038218203	0.029219208	-0.044794668	-0.081812566	0.018203522	0.019220214	-0.089796679	0.032232883	0.023220013	0.02921961	-0.032794266	0.023233688	0.074193467	-0.033840117	-0.020784814	0.021177982	-0.020784814	0.024163704	0.021247564	0.024163905	0.032190652	0.004	-0.022	0.01	-0.062	-0.092	0.065	0.003	-0.015	-0.02	0.027	0.054	0.224	0.049	-0.049	0.13	-0.08	-0.099	0.011	0.121	0.005	0.103	0.01	-0.024	0.0	-0.121	0.08	-0.048	0.08	0.05	-0.12	-0.047	0.081
FLQS308YGRWQ	0.3638904772	-0.1912042892	0.418873372	0.2959746266	0.8747489174	-0.0060652854	0.2558664907	0.352959291	0.2878765178	0.0619146603	-0.1361138483	0.0539156434	-0.1630969397	0.0758763212	-0.1060554548	-0.3200466073	0.0429103349	-0.4410350073	0.2748366058	-0.0620611565	0.9757495072	-0.0681753875	-0.0120037462	0.174941596	-0.1130314683	-0.4400342209	-0.3780025665	-0.4400342209	0.2358841856	-0.3191004787	0.2279138739	-0.2390420853	-0.00988782499999	0.067121695	-0.200873698	-0.138873289	0.216145343	0.063144319	-0.07486991	0.045153123	-0.00884411299999	-0.008851791	-0.004884549	-0.00787031999999	-0.071877383	0.169166124	-0.002832442	0.225167455	-0.074876974	-0.070862847	-0.074891204	-0.185878612	0.039134184	-0.00386427999999	-0.00887932900001	-0.073854043	0.052169605	-0.090865201	0.055154863	-0.090865201	-0.011844829	-0.00588475399999	-0.070844727	-0.045862949	-0.279	-0.044	-0.286	-0.238	-0.523	-0.124	-0.227	-0.28	-0.246	-0.148	-0.061	-0.144	-0.043	-0.17	-0.074	-0.001	-0.133	0.078	-0.234	-0.078	-0.551	-0.091	-0.115	-0.192	-0.077	0.08	0.04	0.08	-0.224	0.019	-0.215	-0.012
FLQS3084GRWM	-0.0435465349	-0.1123767326	-0.041417602	-0.1596598986	0.2025254729	-0.0835076118	-0.2355820523	-0.3706735217	0.067544448	-0.1605796196	0.83476631	-0.4694531194	0.147581425	-0.051528533	-0.1395791331	0.0154432477	0.2675556384	0.0204826574	0.2526602444	-0.4976350851	0.0636344578	-0.2035674561	0.5424928748	-0.2736185428	-0.1515421561	0.1395074709	-0.0304813386	0.1395074709	0.0805536922	-0.1583850038	0.1815687749	0.0804150284	-0.00479253399999	0.087201917	0.059199267	0.058196369	0.048201628	-0.065806861	0.020195789	0.059193512	0.058184982	0.054193056	-0.026795225	-0.00480106399999	0.052198646	0.050192808	0.126192601	-0.006804335	-0.073801229	0.053193181	-0.127798372	0.130193512	0.051198563	0.060193139	-0.104797047	0.061193636	0.056186928	0.027197114	0.055192849	0.027197114	0.057185023	0.087204733	-0.00780980099999	-0.065807275	0.282	0.303	0.275	0.327	0.169	0.305	0.364	0.42	0.228	0.328	-0.1	0.468	0.193	0.28	0.312	0.256	0.151	0.249	0.164	0.469	0.23	0.346	0.034	0.377	0.324	0.199	0.271	0.199	0.222	0.324	0.184	0.233
FLQS307KGRWV	0.1286986575	-0.2983077827	0.0057164234	0.4466708981	0.1327399634	0.1327417399	0.068694216	-0.2433508652	0.4417817134	-0.3173199968	-0.140228502	-0.0592653664	-0.1092564835	0.137756619	0.3167464035	0.0116939939	0.1967586176	-0.185332433	0.007813248	-0.070284909	0.0797470697	-0.425341538	0.1286324792	0.0606511335	-0.0953404277	0.3837082067	0.0727124261	0.3837082067	-0.3123843984	-0.6093113359	0.3227406296	0.0176651242	-0.00248644700001	0.129513941	0.059517428	0.058519226	-0.00248329200001	0.060519725	0.12751978	0.06752133	-0.000476372999998	0.002521496	0.00151482599999	-0.00248141000002	0.000518589999999	-0.00147803399999	-0.006476595	0.229524429	0.061520416	0.128521607	-0.003481493	0.002518147	0.064520472	0.068522409	-0.00048409499999	0.001521164	0.058527252	-0.07148213	-0.00247844899999	-0.07148213	0.067525398	-0.00248531200002	0.000523516000001	0.005522547	-0.032	0.142	0.015	-0.177	-0.034	-0.04	-0.018	0.124	-0.17	0.163	0.084	0.049	0.071	-0.037	-0.114	-0.002	-0.068	0.093	0.02	0.054	-0.017	0.203	-0.033	-0.00299999999999	0.059	-0.138	-0.009	-0.138	0.154	0.289	-0.118	0.014
