SN	Distance_X_LOGO_Battery_Up1	Distance_X_LOGO_Battery_Up2	Distance_X_LOGO_Battery_Up3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Battery_Up1	Distance_Y_LOGO_Battery_Up2	Distance_Y_LOGO_Battery_Up3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Battery_Up1	Angle_Battery_Up2	Angle_Battery_Up3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32
FLQS2044GRWY	0.0628191933	0.0537156006	0.4207156006	-0.011156516	0.0057727552	-0.2211275816	-0.082133297	0.2138724184	0.338704527	-0.0211329398	-0.3272554649	0.3666634471	-0.0613076184	-0.0471900943	0.0498224082	-0.2431304393	-0.2491218661	-0.1131586593	0.1617181012	-0.1701122213	0.231688095	0.0397781134	0.1548817061	-0.0551140073	0.1237881155	0.0628213366	0.2877484645	0.0628213366	0.2217438207	-0.3260664976	0.110772398	0.2507716836	-0.000749013999993	0.047251865	0.160291573	-0.192738082	0.237292453	0.063280641	-0.227741098	0.039293835	-0.00769485600001	-0.155714961	-0.073772261	-0.148747381	-0.136746124	0.223299867	0.039302003	-0.198728783	0.033276117	-0.199728658	-0.249755423	-0.012731674	0.040252494	-0.076730166	-0.134739213	-0.015707547	-0.200709683	-0.268746376	-0.075711694	-0.268746376	-0.223721621	0.058228744	-0.192703526	-0.075731045	-0.08	-0.08	-0.251	-0.03	-0.076	0.039	0.005	-0.15	-0.2	-0.028	0.098	-0.199	-0.013	-0.051	-0.077	0.072	0.055	0.016	-0.1	0.024	-0.158	-0.063	-0.108	-0.026	-0.088	-0.055	-0.172	-0.055	-0.129	0.086	-0.083	-0.155
FLQS312SGRWV	0.1188722886	0.3298646535	0.0730083315	0.1308518127	-0.1220222087	0.1478414013	0.24382509	0.3008375838	0.072918099	0.1367421455	-0.7870104091	-0.0010697544	0.2400079845	0.1189239988	0.004846607	0.0158219666	-1.0054289493	0.3128719415	-0.4581488814	0.0628160668	0.3540517125	0.1889132403	0.4338146786	-0.0022870066	0.1818705533	0.3118441777	0.2659597447	0.3118441777	-0.1051422874	-0.1919958331	0.1248511186	-0.1981912212	0.128554502	-0.00544596299999	0.000554829999999	0.061558249	-0.061444103	0.101561832	-0.000442872000022	-0.00743975399999	-0.00043737499999	-0.00443948100001	0.01055401	-0.061442079	-0.070444076	-0.00344062900001	-0.00543740200003	0.059560656	0.078560027	-0.065441122	0.00455606100002	-0.162445006	-0.00644227100001	0.067559808	-0.00444675599999	-0.003441368	0.00256467700001	0.052558714	-0.00343942600001	0.052558714	-0.00143748399999	0.00455401000002	0.059564184	-0.128440575	-0.083	-0.164	-0.052	-0.083	0.038	-0.094	-0.127	-0.151	-0.052	-0.079	0.322	-0.014	-0.119	-0.072	-0.022	-0.033	0.413	-0.152	0.18	-0.033	-0.174	-0.109	-0.21	-0.019	-0.1	-0.161	-0.136	-0.161	0.026	0.064	-0.08	0.078
FLQS31J6GRWY	0.3067036296	0.7863772727	0.606870601	0.0464859911	-0.0117143746	0.6151504219	0.3385792647	-0.1896303131	0.0566506594	0.1677542968	-0.0334707258	0.7570444815	0.4303749696	0.574067512	0.2365573857	0.1602982922	0.3497255086	0.104612659	0.6055050921	0.4366184166	-0.2818449719	-0.0058622448	0.613936238	-0.2476683135	0.2347727212	0.7336022953	0.470848722	0.7336022953	0.4179396926	-0.2334667963	0.0585700525	0.400719751	0.065291683	0.062292118	0.063293557	0.132294467	-0.010707733	-0.044705044	0.067294209	0.015295485	0.010296707	0.129296422	0.00529194100001	-0.010706918	0.000293028000002	-0.070705289	0.1902974	0.030295159	0.003293218	0.00729475200001	-0.164706972	-0.010707122	0.079293095	0.014293992	0.089293041	0.015295404	0.061298391	-0.011706185	0.068296463	-0.011706185	0.00429657100001	0.004291249	0.130297359	-0.03470533	-0.222	-0.43	-0.353	-0.114	-0.075	-0.347	-0.236	0.0	-0.107	-0.167	-0.067	-0.411	-0.269	-0.327	-0.203	-0.154	-0.235	-0.128	-0.331	-0.272	0.035	-0.08	-0.358	0.026	-0.19	-0.402	-0.294	-0.402	-0.265	0.02	-0.119	-0.254
FLQS31FWGRWY	0.1274603227	-0.2315367279	-0.2345382206	0.0104591897	-0.1585414398	-0.1845417455	0.3844668509	0.0574563122	-0.1105394615	-0.2345420872	-0.7525404506	0.06446561	0.0554662574	-0.2255368538	0.1594639555	0.2594585422	0.0054616895	-0.0035398212	-0.2885336167	-0.0395421052	0.4734717246	-0.2495376451	-0.1715460257	0.1324607903	-0.2325417275	-0.1295412419	-0.3005418354	-0.1295412419	-0.1105393536	-0.1035371775	-0.1755417995	-0.0335363682	-0.015960777	-0.108959226	-0.066944929	-0.012938169	-0.081948476	-0.039927973	0.134066486	-0.014923207	0.047086434	-0.011921877	0.001051413	0.052066153	-0.016941272	-0.000926643	-0.025914452	-0.019928195	-0.010940385	-0.009928305	-0.010941161	-0.00794105000001	0.047065821	-0.006925756	-0.00795080299999	-0.018924316	0.048094636	0.087067705	0.052078677	0.087067705	0.051086213	-0.011956344	0.048086102	0.182086545	-0.045	0.12	0.118	0.005	0.086	0.094	-0.17	-0.014	0.054	0.114	0.338	-0.023	-0.014	0.108	-0.059	-0.103	0.009	0.012	0.136	0.027	-0.201	0.119	0.086	-0.046	0.107	0.059	0.136	0.059	0.053	0.056	0.082	0.00800000000001
FLQS31CRGRWY	0.3263769426	0.0864749221	0.2804710029	0.5422702538	-0.2187772118	-0.1638103071	-0.0927362781	0.2762040632	0.4605167267	-1.1918190164	0.151444875	0.3265080174	0.7356016422	0.1364222309	0.1333730234	0.211286366	-0.0376966509	0.0892924625	0.529666091	0.220414828	0.2544527134	-0.5928098716	1.2286133998	-0.2858203228	0.0221857737	0.1502876724	-0.4188129199	0.1502876724	-0.1128103071	0.0803930548	-0.1058103071	0.1443943612	-0.023063322	0.037937085	0.096963214	0.095972149	0.105987853	0.104975127	0.105974992	0.098982573	0.039985417	0.103983115	0.163946426	0.266987041	0.0319953	0.096982709	-0.02900646	0.035975263	0.035965921	0.037974992	0.039978377	0.032985552	0.101966463	-0.051015667	0.016944801	0.104982303	0.100003693	0.035966057	0.104984063	0.035966057	0.103993946	0.03694602	0.036993269	-0.062016614	0.074	0.173	0.083	-0.032	0.301	0.276	0.245	0.084	0.009	0.725	0.134	0.047	-0.11	0.145	0.159	0.118	0.227	0.171	-0.021	0.114	0.094	0.477	-0.323	0.329	0.195	0.145	0.388	0.145	0.254	0.175	0.257	0.156
FLQS319LGRWY	0.2409264698	0.3641130742	0.179962168	0.334824243	0.2859783945	0.2759775832	0.1978356015	0.3457130917	0.3881236214	0.0647828655	0.3400798099	0.2290570929	0.2861633763	0.2519256584	0.2508761677	0.3399556774	0.332072508	0.2328672431	0.0312217916	0.4399159226	0.0781666216	0.3829710926	0.1366141102	0.168711469	0.3869759605	0.1787285068	0.1758940168	0.1787285068	0.4591414705	0.5270132814	0.2409378283	0.1497812428	0.050034109	0.023028266	-0.052961359	-0.000953607000014	0.051036256	0.053061419	0.05105331	-0.056944901	0.055078234	-0.000930471000004	0.050027789	0.056044246	0.049044485	-0.000945139999999	-0.04992272	0.051060942	0.048044365	0.050061419	0.11003566	0.043043054	0.003044246	0.047052713	3.6852000008e-05	0.00505474100001	0.054087417	-0.000952772000005	0.00307012500001	-0.000952772000005	0.054078115	0.047028146	-0.051928086	0.051060346	-0.308	-0.358	-0.272	-0.344	-0.328	-0.323	-0.288	-0.344	-0.373	-0.226	-0.351	-0.302	-0.328	-0.308	-0.304	-0.351	-0.347	-0.304	-0.222	-0.394	-0.232	-0.369	-0.257	-0.272	-0.372	-0.276	-0.274	-0.276	-0.404	-0.432	-0.299	-0.268
FLQS319HGRWY	-0.1868787503	-0.2498594381	0.118160852	-0.1288783837	-0.3699005072	0.0571591408	-0.1328588269	0.0541233276	-0.2458703165	-0.0678809505	-0.2068312031	0.055149118	-0.0698315698	0.0781607298	-0.173871661	-0.2539066186	0.0641529071	-0.1388734945	-0.5838390258	-0.0818843729	-0.0158244805	0.0501349394	0.8592055879	-0.1368973292	0.1751366506	-0.1348743501	-0.1348719055	-0.1348743501	-0.0088703165	-0.0058402481	-0.1278717833	-0.2328743501	-0.00346615200002	-0.00146759100001	0.056528882	0.060526578	-0.067467771	0.064525786	-0.003471766	0.059523879	0.05651866	-0.00347864	0.067532553	-0.00647252200002	-0.068470003	0.068525535	-0.000479143999996	0.126523303	-0.00447252200001	0.062525786	0.001529961	0.065525427	-0.004472342	-0.00547500499999	0.137528054	-0.002475977	-0.00348396700002	0.06352593	-0.067476517	0.06352593	0.057518768	-0.005467411	0.056518804	0.016522619	0.217	0.243	0.078	0.185	0.301	0.104	0.192	0.106	0.237	0.165	0.219	0.111	0.171	0.094	0.21	0.234	0.107	0.19	0.389	0.164	0.141	0.113	-0.253	0.195	0.058	0.187	0.199	0.187	0.133	0.137	0.185	0.234
FLQS317CGRWY	-0.4010916262	-0.1432706717	0.0207126933	-0.2250916262	0.1517674138	0.0137196975	-0.2731406558	-0.3371270851	-0.3292071959	-0.4670071378	-0.2842868689	-0.3891275229	-0.266305255	-0.1552667318	-0.6032001917	-0.3490526652	0.4227411479	-0.5290329658	-0.2213284565	-0.3141362781	-0.2203560357	0.8914137005	-0.4509694901	-0.3390561673	-0.0462260198	-0.4670539785	-0.4641222697	-0.4670539785	-0.035208947	-0.2192921221	-0.2682041316	-0.7561783035	0.028209131	0.13119527	0.08017236	-0.035818592	0.019181601	-0.040856711	0.028166199	0.026156188	0.022128465	0.029141172	0.025195077	0.030166777	0.085156766	0.148141942	0.035117492	0.027152723	-0.102820132	-0.08784747	-0.155772387	-0.085809351	0.026167547	-0.047843234	-0.027819362	-0.031832453	-0.036885204	0.039164659	0.026141557	0.039164659	0.019129043	0.089195462	0.080117684	-0.010860946	0.127	0.005	-0.062	0.056	-0.114	-0.049	0.071	0.1	0.096	0.156	0.076	0.122	0.062	0.008	0.215	0.105	-0.222	0.194	0.065	0.099	0.048	-0.433	0.154	0.106	-0.023	0.156	0.154	0.156	-0.032	0.042	0.065	0.286
FLQS3160GRWY	0.232715041	0.1270464281	0.2689603275	0.2155888936	0.8890003743	0.3428912468	0.0617040281	0.3927230503	0.3298411883	0.2758011416	0.2310264047	0.2719383018	0.1720143907	-0.0160827228	0.2857901287	0.3467971369	0.1138421895	0.2738041451	0.1179953685	0.0426449591	0.3703367673	0.1137791158	0.2354817685	0.2826749942	0.2748782316	0.1727460772	0.2138251696	0.1727460772	0.3338542036	0.317181586	0.1258361825	0.1927010246	-0.063315353	0.124681342	-0.060326067	-0.063323135	0.173677824	-0.00433011799998	0.185670149	-0.06332676	-0.058341098	0.126665991	0.12168486	0.063677505	0.062677238	-0.054329851	-0.06133758	0.060669882	0.185670788	0.122666524	0.069680916	0.258677558	0.123680596	0.12567356	0.064677558	0.000666843999994	0.306648508	0.063673613	0.242659488	0.063673613	-0.061340991	0.064684914	0.183655757	0.067666951	0.125	0.155	0.109	0.132	-0.184	0.072	0.177	0.054	0.082	0.089	0.109	0.096	0.141	0.234	0.102	0.064	0.155	0.091	0.164	0.18	0.048	0.16	0.112	0.098	0.073	0.14	0.105	0.14	0.081	0.077	0.15	0.131
FLQS3126GRWV	0.4363921609	0.0182153961	0.2479640333	0.368583521	0.1484456769	0.0193662138	0.2691180944	0.7240710652	0.1990694435	0.1364116212	0.1836769932	0.0393678355	-0.0787246012	0.2041343113	0.2183629704	0.561024036	0.0653662138	0.3723094544	0.2028229458	0.0285218965	0.6066267207	0.1982753988	0.4647635292	0.145434325	0.2603678355	0.5511262029	0.0692899941	0.5511262029	0.0682591819	-0.0137878473	0.6659964672	0.1503240497	0.06555966	0.132563327	0.131565105	0.128566801	0.068563546	0.131570851	-0.022433582	0.059567075	0.010571207	-0.112432542	0.072561521	0.074565433	0.070565406	0.135570824	0.013571316	0.027568115	0.071565543	-0.033433527	0.185566719	0.144565488	0.064565433	0.069567321	0.002563463	-0.049434567	-0.110428492	0.023566309	-0.053432487	0.023566309	0.00756940099998	0.065561466	0.070571179	0.022567786	-0.318	-0.142	-0.242	-0.295	-0.192	-0.142	-0.237	-0.445	-0.21	-0.171	-0.209	-0.146	-0.093	-0.223	-0.219	-0.37	-0.156	-0.282	-0.228	-0.147	-0.394	-0.215	-0.325	-0.181	-0.226	-0.366	-0.147	-0.366	-0.152	-0.122	-0.42	-0.189
FLQS3115GRWV	-0.3042741811	0.0087824711	0.2727783258	-0.2983584685	0.0237555268	0.1427499997	-0.2372572545	-0.1683916307	0.0148125244	0.1287406729	-0.245069335	-0.2722734902	0.1758598497	0.1848384324	0.0827613993	0.0787389457	-0.3012037113	0.3918315236	-0.3240993883	-0.1182296193	-0.5101902391	-0.0942714175	0.0755997333	0.447783162	0.0087676172	0.5848491411	0.1348118335	0.1396954202	0.0088135607	0.19891892	0.0827513815	0.322820815	0.054515567	-0.00948956500001	-0.014469785	-0.008469144	0.056528397	-0.010459949	-0.067466791	0.055545825	-0.012446049	-0.00645374700001	-0.00247951499999	-0.00846422500001	-0.00846465299998	-0.000458985999998	-0.072452571	-0.012459735	-0.00446422499999	-0.01846059	-0.010471924	-0.006466471	-0.00746454599999	-0.007457062	0.028518454	-0.017455565	-0.011444766	0.037531605	0.115552882	0.143542938	-0.010446263	-0.011479836	0.107559939	-0.02445193	0.105	-0.026	-0.141	0.108	-0.038	-0.084	0.087	0.046	-0.028	-0.079	0.085	0.097	-0.099	-0.104	-0.053	-0.056	0.11	-0.192	0.12	0.029	0.201	0.019	-0.059	-0.217	-0.025	-0.282	-0.092	-0.096	-0.026	-0.108	-0.068	-0.162
FLQS310RGRWV	0.2804782334	0.3977849585	-0.1627457566	0.0294733053	0.6879726258	0.5927385461	0.204042361	0.2013804806	0.3833450502	0.1419212853	-0.053978944	0.3406780083	0.0892865303	-0.0534067447	0.3073914625	0.4314580542	0.517742582	0.3323026737	0.5713741934	0.2630887733	-0.3562603282	-0.3033058483	0.3784430364	0.0942977456	0.3101896697	0.6455508788	0.145957608	0.6455508788	0.1399838411	0.5029564823	-0.0394157086	0.2736517752	0.025058015	0.054059681	0.088096314	0.025114908	0.084087433	0.177145436	0.023102419	0.082135445	0.023158202	0.026137665	0.094087155	0.018106305	0.019107137	0.025140995	0.016139608	0.240163752	0.016107415	0.177145436	0.152106582	0.020104084	0.02210908	0.029126009	0.080087988	0.086135445	0.021177906	0.105125731	0.086155149	0.105125731	0.023157092	0.019068006	0.024157924	0.085139885	0.052	-0.001	0.24	0.162	-0.131	-0.098	0.086	0.082	0.00699999999999	0.113	0.192	0.027	0.136	0.198	0.041	-0.033	-0.051	0.015	-0.086	0.06	0.33	0.307	0.004	0.128	0.039	-0.115	0.105	-0.115	0.114	-0.044	0.191	0.05
FLQS3106GRWV	0.0687174118	-0.1222291339	0.2449158686	-0.0653980987	0.1718329222	-0.06531761	0.1257063522	0.0635404595	0.1810190907	-0.3094816595	0.0648409097	-0.004321911	0.1658912919	-0.2602070149	-0.1703034784	-0.0633741364	0.1698691729	-0.0083274407	0.3061130966	-0.4753329705	-0.1290331348	-0.0570939621	0.765084219	-0.0564079294	0.1807923707	0.1257026657	0.1217892986	0.1257026657	-0.1803894969	-0.1181597048	-0.1803163812	-0.4172844315	-0.051456518	-0.115493707	-0.11140094	-0.053398079	0.00360273799998	-0.115363342	-0.01336416	-0.11336702	-0.052308581	-0.110338414	-0.03344058	-0.216408704	-0.114368246	0.021664856	-0.106308172	-0.051336779	-0.222412382	-0.116363342	-0.114466735	0.079631754	-0.047390314	-0.048383776	-0.105444667	0.00765545599999	-0.110278748	-0.057365386	-0.109337188	-0.057365386	-0.049284061	-0.049469187	-0.050285696	0.03169428	-0.066	0.024	-0.137	-0.00699999999999	-0.116	-0.001	-0.094	-0.058	-0.114	0.106	-0.065	-0.019	-0.102	0.072	0.044	-0.00699999999999	-0.094	-0.026	-0.163	0.161	0.021	-0.00999999999999	-0.365	-0.016	-0.109	-0.09	-0.083	-0.09	0.043	0.017	0.043	0.14
FLQS30ZQGRWV	0.3290261889	0.2739912071	-0.3349305441	-0.018929777	-0.1399595422	0.2180318658	0.3419985717	-0.576846465	-0.2499692082	0.1480455209	0.4909526964	-0.5039569339	-0.1849853183	-0.087969822	-0.2429540188	-0.0369247138	0.0400404578	-0.2559280893	0.0900154489	0.0240521184	-0.2489856251	1.034916794	0.1601148708	-0.074925481	0.0440330932	0.0340469018	0.0330335535	0.0340469018	-0.0179689014	-0.1939465008	-0.0769842443	-0.1739385224	0.00472958899999	-0.052270953	-0.041277146	0.06871341	0.011723319	-0.052292628	0.092710856	0.075707372	0.008701102	0.11769847	0.053725022	0.020718055	0.011717823	0.01170714	0.01970118	-0.04729286	0.064717823	0.050707063	-0.104277068	0.066718287	0.013717513	-0.005291234	-0.050276836	0.064708456	-0.043304471	0.00771759100002	0.013702263	0.00771759100002	-0.043298898	0.06772448	0.005697541	0.081705979	-0.097	-0.068	0.198	0.049	0.108	-0.043	-0.11	0.293	0.156	-0.029	-0.172	0.266	0.127	0.084	0.152	0.068	0.024	0.155	0.017	0.031	0.156	-0.406	-0.018	0.075	0.032	0.031	0.032	0.031	0.059	0.126	0.08	0.116
FLQS30YUGRWV	0.3522056309	0.4191998771	-0.2147037938	-0.2046896878	0.0462821002	0.0982524034	0.3542555587	-0.2646846764	0.158239411	-0.2066874605	-0.0138095888	0.4101965362	-0.0558133009	-0.2427427709	-0.3117327482	0.4212592708	0.2272499905	0.3442551875	-0.0058027214	0.0662837707	0.3702321724	0.275218252	-0.0926805931	0.2212804298	-0.1377477822	0.1742893388	-0.0207479678	0.1742893388	0.1592377406	-0.4437641155	0.0352412671	0.0492483201	0.083018286	0.054031375	0.024996557	0.203965141	0.084987394	-0.046024125	0.082974304	0.029960167	0.085922992	0.024943674	0.016006243	0.079970639	0.000993415000011	0.014956764	0.029939224	-0.047025696	-0.003008679	-0.045025696	-0.215011821	-0.049027267	0.080969854	0.151916709	0.029010694	0.024961738	0.143888697	0.077975351	0.024942365	0.077975351	0.027923516	0.08400729	0.027923516	0.085937653	0.08	0.053	0.333	0.313	0.214	0.202	0.079	0.354	0.164	0.329	0.247	0.055	0.265	0.346	0.374	0.061	0.142	0.095	0.264	0.216	0.072	0.107	0.279	0.142	0.289	0.157	0.247	0.157	0.168	0.427	0.223	0.212
FLQS30X6GRWY	-0.1894301226	-0.0565978843	0.1064566024	0.2256071577	-0.0765584531	0.1584781103	0.0485770467	-0.0153555619	-0.0144889109	0.1645720282	0.1534666394	0.0865684435	-0.0146358816	0.1405082214	0.2005383324	0.2936207794	0.0455053537	0.1116100255	-0.0065993181	0.1886444381	0.2482465419	0.0985670096	0.9620794972	0.171625081	0.0445971207	0.3217498268	0.2995992715	0.3217498268	0.1054601871	-0.016457366	-0.1213569958	0.0376336841	-0.00635894799998	-0.069357128	-0.072348937	-0.068339965	-0.068348417	-0.014313831	-0.066329823	-0.00532319200001	-0.00731110000001	-0.066320982	-0.010348937	-0.125339055	-0.00833892499999	-0.022313961	-0.262329563	-0.015321242	-0.067338535	-0.010321112	-0.066347897	-0.019340095	0.046668746	-0.00932215200001	-0.077349587	-0.011323712	-0.005301739	-0.019329823	-0.010320722	-0.019329823	-0.012312011	-0.069357518	-0.06731175	-0.014321112	-0.039	-0.092	-0.163	-0.215	-0.084	-0.191	-0.138	-0.116	-0.116	-0.189	-0.189	-0.15	-0.116	-0.182	-0.188	-0.25	-0.137	-0.171	-0.114	-0.204	-0.236	-0.166	-0.536	-0.197	-0.142	-0.263	-0.254	-0.263	-0.168	-0.11	-0.063	-0.139
FLQS30X6GRWV	0.4074718787	0.6626098104	0.4665194863	-0.1128183323	-0.3725806202	0.311477096	-0.0844684487	0.4534575312	0.2254787264	0.2314516617	0.1636251362	0.8906143756	0.5145289427	-0.1125369255	0.0284973129	0.0494722048	0.1134213363	0.2914712265	-0.5245121434	0.510542638	0.652644701	-0.4516040979	0.1713411207	0.1624451402	-0.0786402928	-0.2666311625	0.0584004672	-0.2666311625	0.3425211167	0.405558942	0.1654167712	0.5205282905	-0.038186475	-0.199171543	-0.156128822	0.024900211	-0.02414168	-0.00106909599999	0.040914728	-0.040072414	-0.154059557	-0.097066193	-0.03817652	-0.162146242	-0.230123845	-0.014059142	0.022983994	-0.033056653	-0.075111402	-0.008055824	0.099830946	-0.107152049	-0.044144998	-0.156139191	-0.284179009	-0.036074488	-0.032979922	-0.115118453	-0.039040892	-0.115118453	-0.040013103	-0.110200577	-0.034035915	-0.240118868	-0.437	-0.534	-0.453	-0.215	-0.098	-0.4	-0.23	-0.458	-0.348	-0.355	-0.331	-0.638	-0.468	-0.212	-0.278	-0.282	-0.306	-0.39	-0.043	-0.476	-0.544	-0.052	-0.313	-0.331	-0.225	-0.136	-0.285	-0.136	-0.409	-0.431	-0.332	-0.468
FLQS30WFGRWV	0.1598381383	0.0579457167	-0.0651372027	0.0648229635	-0.2431128146	-0.4782095539	0.0578194408	0.1078096856	0.2818787851	-0.4452090119	0.2609939509	-0.1791288023	0.2189963897	-0.164107937	-0.025095472	0.1138316348	0.1788741784	-0.005195734	0.1579259353	-0.0021472288	0.6440237585	0.5279871764	0.0497403151	0.1028156471	0.2188413901	-0.5652412583	-0.1091420803	-0.5652412583	0.0599394842	0.1729576398	0.4339007343	-0.0621474998	0.104892881	0.133890974	0.11889061	0.056890595	0.167891882	0.104889656	0.128889778	-0.00310961700001	-0.063110783	0.117888445	0.109893759	0.209888763	-0.107106543	0.132890504	-0.065108587	0.150888839	0.061888748	0.128888748	0.055895001	0.315888778	0.109893033	-0.00910763299999	0.197890898	-0.00110952600001	0.05188631	0.207889308	0.00189024700001	0.207889308	0.112887522	-0.06510453	-0.0101126	-0.050110495	0.001	0.044	0.1	0.047	0.174	0.283	0.045	0.034	-0.036	0.267	-0.043	0.141	-0.005	0.141	0.099	0.018	-0.00299999999999	0.072	0.00700000000001	0.054	-0.211	-0.15	0.043	0.037	-0.02	0.312	0.129	0.312	0.045	0.012	-0.109	0.114
FLQS30VBGRWV	0.2788294332	0.039869436	0.3768038315	-0.4318354125	0.1026190187	-0.0774409854	0.4058726362	0.2045670152	0.2087982311	0.2147302264	0.6641654563	0.6760246467	0.2549598422	0.188667022	0.1986998243	0.2826838232	0.2038478345	-0.0875505929	0.1278918375	0.2565918169	0.3841998587	0.2808806367	0.0423694016	0.2065718155	-0.0643473789	0.0985830163	0.3348894373	0.0985830163	0.1998094318	0.0389934445	0.3208326334	0.1926070179	0.057381741	0.00738071900001	-0.00161519299999	0.06838635	0.060382242	0.011386683	-0.00661390100001	0.110387559	0.115390687	0.00438799699999	0.042381616	-0.01061657	-0.00361646500001	0.000386578999994	0.057389373	-0.000613546000011	0.055383535	0.013386725	0.056383263	0.052383514	0.055383514	0.055384953	0.008382242	0.114387559	0.067391125	0.00238620399999	0.059389206	0.00238620399999	0.115390624	0.004380594	0.004389477	0.054386516	-0.182	-0.073	-0.221	0.127	-0.105	-0.022	-0.232	-0.155	-0.157	-0.15	-0.349	-0.35	-0.166	-0.138	-0.147	-0.179	-0.149	-0.019	-0.116	-0.172	-0.228	-0.183	-0.074	-0.157	-0.033	-0.099	-0.208	-0.099	-0.153	-0.073	-0.197	-0.144
FLQS30UFGRWV	0.3528219246	0.0896211332	0.101951184	-0.1524727957	0.6446537618	0.0258219246	0.2098507883	0.0854092394	0.1467453728	-0.0328480246	-0.4396022473	0.1429009862	-0.0821692908	-0.2871529765	-0.0309722643	0.2313289228	0.1508884367	0.3299938522	0.0773412802	-0.0939622247	-0.5269057521	0.2760275436	-0.689721275	0.0873226481	0.0240641292	0.2170816984	0.0220553446	0.2170816984	0.2127265486	-0.38030608	0.0909775379	-0.3539860687	0.004549173	-0.053473686	0.00260611100002	0.003608605	-0.290442099	-0.055333626	-0.05836064	0.003639775	-0.112326145	-0.052333626	-0.044351913	-0.058317833	-0.053319495	-0.046332795	-0.115327392	-0.060356484	-0.005317417	0.004667205	0.00270211600001	-0.118349419	0.070709181	-0.00329539000002	-0.215417994	-0.055362303	-0.053271285	-0.062361056	-0.1123569	-0.062361056	-0.054327392	-0.225448749	0.00469754399998	-0.108289987	-0.14	-0.019	-0.029	0.082	-0.241	0.00800000000001	-0.072	-0.022	-0.039	0.034	0.211	-0.042	0.055	0.145	0.039	-0.08	-0.051	-0.13	-0.018	0.067	0.239	-0.105	0.336	-0.018	0.00899999999999	-0.074	0.016	-0.074	-0.073	0.201	-0.025	0.179
FLQS30TYGRWV	0.2602879747	0.0093238802	0.0033222255	-0.3768074975	-0.0507310536	-0.1147414777	-0.2447878074	0.0062517383	0.0653290095	0.3793065066	0.6604420208	-0.1747126872	-0.2096938244	0.0062828453	-0.2317449525	-0.2527911166	0.4503114704	0.3272864855	-0.1226790982	0.2422581913	-0.0947436287	0.4073412538	-0.3698020372	0.1312525656	-0.4217641462	-0.1737773832	0.3122979025	-0.1737773832	-0.1237004429	-0.1886979609	0.0712982334	-0.2377576931	-0.00460364299998	-0.00660324299999	0.056415935	-0.003583265	-0.00359525200001	-0.00657537399998	-0.005581667	-0.00257577400001	-0.00556159	-0.00856948099999	0.077405747	-0.171589159	-0.167588659	-0.006575674	0.05743871	-0.001574675	-0.07258856	0.109430419	-0.00857307700001	-0.014589159	-0.042581667	0.081427422	-0.000595652000001	-0.061576473	0.000445802000002	-0.001581767	0.052436712	-0.001581767	-0.00156169	0.05540305	-0.00556189	0.069441607	-0.116	-0.00700000000001	-0.011	0.161	0.019	0.047	0.104	-0.006	-0.032	-0.169	-0.298	0.088	0.103	-0.006	0.092	0.106	-0.194	-0.156	0.051	-0.108	0.041	-0.189	0.158	-0.056	0.181	0.072	-0.145	0.072	0.05	0.073	-0.034	0.093
