SN	Distance_X_LOGO_Motor1	Distance_X_LOGO_motor2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Motor1	Distance_Y_LOGO_motor2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Motor1	Angle_motor2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32
FLQS30KVGRWV	0.2156975569	0.2526515697	0.2156696361	0.2156815435	0.2207262989	0.2247131597	0.2216975569	0.2236835965	0.2226979675	0.2226835965	0.2216848283	0.2226996099	0.2236688149	0.2226692255	0.2236696361	0.2236696361	0.2236692255	0.2226835965	0.2236692255	0.2226696361	0.2226996099	0.2236844177	0.2226996099	0.2216831859	0.2536688149	0.2216852389	0.2226844177	0.2196831859	0.1876417152	0.2246556757	0.2216552651	0.2236692255	0.082868374	0.050889091	0.083901061	0.083868604	0.075908658	0.052894155	0.073891163	0.050885408	0.075892544	0.073883566	0.07387551	0.072867453	0.075884487	0.074884027	0.072874819	0.072874819	0.082868604	0.073874819	0.044869064	0.073867223	0.072867453	0.052853871	0.072867453	0.08285249	0.083860777	0.073867683	0.074876891	0.08485272	0.051862158	0.073875279	0.073858936	0.045869064	0.084	0.1	0.084	0.084	0.086	0.089	0.087	0.089	0.087	0.087	0.086	0.087	0.087	0.087	0.088	0.088	0.087	0.087	0.09	0.087	0.087	0.089	0.087	0.086	0.099	0.087	0.088	0.085	0.075	0.088	0.086	0.089
FLQS30KBGRWV	-0.0477695181	-0.0499118926	-0.0478544433	-0.0488144785	-0.0476833441	-0.0487283045	-0.0487732648	-0.07985819	-0.0487732648	-0.0488169763	-0.0498119807	-0.0477670203	-0.0158631856	-0.0498619367	-0.0478594389	-0.0478594389	-0.0498619367	-0.0498169763	-0.0148631856	-0.04785819	-0.0477670203	-0.0448544433	-0.0477670203	-0.0548182252	-0.0528619367	-0.0488107318	-0.0498144785	-0.0528169763	-0.0789393684	-0.0799406173	-0.0799406173	-0.0488606878	0.047884992	0.048871557	0.048869591	0.048884992	0.049865004	0.045869591	0.044873305	0.046873414	0.04887254	0.052876472	0.046880623	0.045884445	0.048876581	0.050876581	0.045880841	0.045880841	0.013884773	0.04588095	0.048880404	0.046884555	0.045884445	0.045888596	0.045884445	0.047892528	0.048888596	0.045884445	0.051879967	0.049892528	0.047884555	0.046880732	0.045888487	0.049880513	-0.035	-0.036	-0.035	-0.036	-0.035	-0.035	-0.036	-0.048	-0.036	-0.036	-0.035	-0.036	-0.023	-0.036	-0.035	-0.035	-0.0339999999999	-0.036	-0.022	-0.035	-0.036	-0.0339999999999	-0.036	-0.038	-0.038	-0.036	-0.036	-0.038	-0.047	-0.0480000000001	-0.0480000000001	-0.035
FLQS30CWGRWV	0.0235492058	0.0565264233	0.0265335428	0.0645446968	0.0595696151	0.0595603597	0.0595522909	0.0585435102	0.0605525283	0.0605442221	0.025536628	0.0285525283	0.0575354414	0.060535916	0.0255280845	0.0255280845	0.0555356787	0.0305442221	0.0285354414	0.0255278472	0.0285525283	0.0605442221	0.0285525283	0.0795432729	0.0305297457	0.025536628	0.0595442221	0.0625446968	0.0285204903	0.0555271352	0.0615276099	0.0275283218	0.00592839799998	-0.00105907700001	0.00494840899998	-0.032076929	-0.026049	-0.022055622	-0.023060373	-0.022060517	-5.51900000119e-05	-6.05170000085e-05	0.00193358000001	-7.20339999702e-05	-5.99410000177e-05	-6.03729999966e-05	0.00193314799998	0.00193314799998	-0.030076497	-0.020070163	-0.026068867	-7.21780000106e-05	-7.20339999702e-05	-0.022080528	-7.20339999702e-05	0.004918608	0.00392350300001	0.000928541999997	-0.025068579	-0.033087007	-0.023075345	-6.68520000033e-05	-0.02208024	-0.026069155	0.00800000000004	0.021	0.00999999999999	0.027	0.025	0.024	0.025	0.024	0.024	0.023	0.00900000000001	0.011	0.022	0.023	0.00999999999999	0.00999999999999	0.024	0.013	0.012	0.00899999999996	0.011	0.025	0.011	0.0310000000001	0.011	0.01	0.025	0.027	0.012	0.021	0.025	0.012
FLQS30C7GRWV	0.1312452673	0.1021699685	0.1022036687	0.1322257844	0.129279494	0.1342615908	0.1042268375	0.129222625	0.1322426345	0.1332242047	0.131226311	0.1322436876	0.1021894514	0.1011889249	0.1302052484	0.1302052484	0.1302063015	0.1022242047	0.1312047218	0.1662057749	0.1322436876	0.1012078812	0.1322436876	0.1282215719	0.1282036687	0.131226311	0.1322252578	0.132226311	0.1011715482	0.1011715482	0.1001704951	0.1011894514	0.004919186	0.00392807799997	0.00693187799999	0.005919186	0.00493245200002	-0.017070273	-0.017072639	0.023928652	-0.019072352	-0.021075149	0.00492255600003	0.004921481	0.00892728899998	0.00692685899998	0.00392241299997	0.00392241299997	0.00591925799998	-0.014077659	-0.021077372	-0.017080169	0.004921481	-0.01608275	0.004921481	0.00491696299997	0.00491947299997	0.00392004700001	0.005922556	0.00591416600003	-0.01708024	-0.017077587	-0.018082678	-0.022077659	0.052	0.04	0.041	0.052	0.052	0.055	0.043	0.05	0.054	0.055	0.053	0.053	0.04	0.04	0.052	0.052	0.051	0.042	0.054	0.067	0.053	0.0410000000001	0.053	0.051	0.051	0.0530000000001	0.053	0.052	0.041	0.042	0.042	0.042
FLQS29JFGRX5	0.0484107951	0.02439086	0.0453991541	0.0224011913	0.0934275289	0.0244119592	0.0224067207	0.0224013368	0.0014068663	0.0234017733	0.0204019189	0.0534116681	0.0203963894	0.0013966804	0.0543966804	0.0543966804	0.0484001727	0.0224016278	0.0243969715	0.0523965349	0.0534116681	0.0214014823	0.0534116681	0.0244016278	0.0513965349	0.0214019189	0.0204017733	0.0214016278	0.051391442	0.0533915875	0.020391151	0.0543966804	-0.067790925	-0.091783306	-0.066776741	-0.065790763	-0.058774958	-0.068779821	-0.068782415	-0.068782415	-0.135781199	-0.069784441	-0.070787683	-0.070790682	-0.067783712	-0.068784279	-0.069787926	-0.069787926	-0.067790844	-0.069787926	-0.064786305	-0.069790925	-0.070790682	-0.070793843	-0.070790682	-0.065796355	-0.066793519	-0.069790439	-0.068786873	-0.064796355	-0.068790844	-0.069787926	-0.069793681	-0.067787035	0.028	0.019	0.027	0.017	0.045	0.017	0.0169999999999	0.017	0.014	0.017	0.016	0.03	0.0170000000001	0.00900000000001	0.03	0.03	0.027	0.017	0.018	0.0290000000001	0.03	0.018	0.03	0.018	0.029	0.017	0.016	0.017	0.029	0.03	0.0170000000001	0.03
FLQS22XEGRX2	-0.0212033759	-0.0422363098	-0.0132203419	-0.0222121084	-0.0121851624	-0.0392013799	-0.0392101124	-0.0402188449	-0.0432103619	-0.0422188449	-0.0112106114	-0.0442101124	-0.0422273279	-0.0422275774	-0.0402270784	-0.0402270784	-0.0162200924	-0.0112113599	-0.0432275774	-0.0102198429	-0.0442101124	-0.0412188449	-0.0442101124	-0.0402185954	-0.0402273279	-0.0462185954	-0.0102106114	-0.0122093639	-0.0412363098	-0.0402360603	-0.0432370583	-0.0422273279	0.093125182	0.056115941	0.054110354	0.093125289	0.056107023	0.03511347	0.058114652	0.057114867	0.057114007	0.058118198	0.056121743	0.056125611	0.061117446	0.057118198	0.079121636	0.079121636	0.093125289	0.055122281	0.059121421	0.055126041	0.056125611	0.059129372	0.056125611	0.055132595	0.055128942	0.077125397	0.058121421	0.054137001	0.056125934	0.056121958	0.056129587	0.056124752	-0.018	-0.0239999999999	-0.0120000000001	-0.018	-0.012	-0.022	-0.023	-0.023	-0.025	-0.0240000000001	-0.011	-0.025	-0.024	-0.024	-0.025	-0.025	-0.016	-0.011	-0.025	-0.012	-0.025	-0.024	-0.025	-0.023	-0.0240000000001	-0.027	-0.011	-0.012	-0.024	-0.023	-0.024	-0.024
FLQS22TQGRX2	-0.00628584	-0.0053029633	-0.0072965621	-0.0052917612	-0.0032747979	-0.0042808791	-0.0032864801	-0.0062924013	-0.0332863201	-0.0042920812	-0.0052917612	-0.0052863201	-0.0052976823	-0.0052978423	-0.0042976823	-0.0042976823	-0.0062970422	-0.0042919212	-0.0032978423	-0.0042976823	-0.0052863201	-0.0062924013	-0.0052863201	-0.0072917612	-0.0082973622	-0.0332916011	-0.0052919212	-0.0052916011	-0.0053031234	-0.0053031234	-0.0073036035	-0.0032978423	-0.025388602	-0.028404049	-0.02340656	-0.024388602	-0.05041284	-0.049407188	-0.050402918	-0.048402542	-0.050403923	-0.050399277	-0.049394379	-0.026392746	-0.050399653	-0.050399402	-0.028394002	-0.028394002	-0.059388727	-0.048394128	-0.051395007	-0.047389858	-0.026392746	-0.048385211	-0.026392746	-0.023384583	-0.060384458	-0.048390109	-0.052395132	-0.024379811	-0.049389732	-0.049394253	-0.050385211	-0.050394881	-0.00300000000004	-0.00299999999999	-0.00399999999996	-0.00299999999999	-0.000999999999976	-0.00100000000003	-0.00100000000003	-0.000999999999976	-0.013	-0.000999999999976	-0.000999999999976	-0.00299999999999	-0.000999999999976	-0.000999999999976	-0.00299999999999	-0.00299999999999	-0.000999999999976	-0.00200000000001	-0.000999999999976	-0.000999999999976	-0.00299999999999	-0.00200000000001	-0.00299999999999	-0.00400000000002	-0.00200000000001	-0.013	-0.00100000000003	-0.00300000000004	-0.000999999999976	-0.00199999999995	-0.00200000000001	-0.000999999999976
FLQS21YXGRX2	0.0464562246	0.0474585574	0.021457749	0.0084569406	0.0444545847	0.0454553931	0.0444562246	0.0454570561	0.0164562246	0.044457033	0.0114569637	0.0464561553	0.0444578414	0.0174578414	0.0484578414	0.0484578414	-0.0095415811	0.0154570099	0.0464578645	0.0174585574	0.0464561553	0.0494570099	0.0464561553	0.0444569406	0.016457749	0.0114569637	0.0144570099	0.0164568944	0.0184593196	0.0154593196	0.0454586498	0.0154578876	-0.078614702	-0.075626673	-0.076632785	-0.038614829	-0.044637115	-0.073632531	-0.074628073	-0.050627437	-0.045627819	-0.077622979	-0.049619159	-0.072614956	-0.049622852	-0.077622852	-0.051619032	-0.051619032	-0.077615084	-0.050618904	-0.07861432	-0.050614829	-0.072614956	-0.052610117	-0.072614956	-0.077606169	-0.078610626	-0.050614702	-0.046618904	-0.079605915	-0.050614829	-0.073619286	-0.073610372	-0.078614574	0.023	0.023	0.0120000000001	0.005	0.0189999999999	0.023	0.022	0.0210000000001	0.00899999999996	0.023	0.00700000000001	0.023	0.02	0.011	0.022	0.022	0.0	0.00900000000001	0.023	0.00999999999999	0.023	0.023	0.023	0.022	0.012	0.00700000000001	0.00800000000004	0.011	0.00999999999999	0.011	0.022	0.011
FLQS2AVTGRX5	-0.0751675127	-0.0741543119	-0.0771578503	-0.0781628857	-0.0781770391	-0.0771722759	-0.0771675127	-0.0781628857	-0.0771675127	-0.0771628857	-0.1041627496	-0.0771676488	-0.0771581225	-0.0761582586	-0.0771582586	-0.0771582586	-0.0781582586	-0.0781630218	-0.0761582586	-0.0771582586	-0.0771676488	-0.0771631578	-0.0771676488	-0.0791628857	-0.0791582586	-0.0771627496	-0.0761628857	-0.0771628857	-0.0761536315	-0.0781534954	-0.0771536315	-0.0761582586	-0.063220861	-0.09221477	-0.064211915	-0.063220797	-0.066208997	-0.064211915	-0.066214009	-0.066213946	-0.065213311	-0.065215595	-0.063218323	-0.065220543	-0.065215468	-0.065215658	-0.06621845	-0.06621845	-0.06322067	-0.06721845	-0.065217752	-0.067220734	-0.065220543	-0.065222954	-0.065220543	-0.064225175	-0.064222954	-0.066220607	-0.064217752	-0.064225302	-0.065220734	-0.066218513	-0.065222891	-0.063217815	-0.028	-0.026	-0.03	-0.029	-0.029	-0.029	-0.029	-0.029	-0.028	-0.029	-0.04	-0.0290000000001	-0.0289999999999	-0.0289999999999	-0.029	-0.029	-0.029	-0.029	-0.028	-0.029	-0.0290000000001	-0.029	-0.0290000000001	-0.029	-0.03	-0.029	-0.029	-0.029	-0.029	-0.029	-0.0289999999999	-0.0289999999999
FLQS3087GRWV	0.3184375236	0.3047018653	0.2719883163	0.3411901341	0.3098737104	0.3086458516	0.3044114826	0.3071836238	0.3396133004	0.3061771136	0.3052031546	0.3064114826	0.303955765	0.3059492548	0.3429492548	0.3429492548	0.3059622753	0.3071836238	0.303955765	0.3419492548	0.3064114826	0.3041771136	0.3064114826	0.3031640931	0.3059362343	0.2702031546	0.3061836238	0.3081966443	0.303721396	0.3397279063	0.3037148858	0.341955765	-0.082877994	-0.00787259400002	-0.041871798	-0.00487803799999	-0.032870072	-0.030871709	-0.03487317	-0.02887317	-0.002871709	-0.00587343499998	-0.00887604599998	-0.00787666600002	-0.00587325799998	-0.005873479	-0.009876091	-0.009876091	-0.043878038	-0.028876135	-0.034876091	-0.028877684	-0.00787666600002	-0.028879277	-0.00787666600002	-0.00487932200002	-0.042879499	-0.027877551	-0.035876179	-0.043881136	-0.029877684	-0.031876135	-0.029879189	-0.00787626799999	0.069	0.058	0.047	0.073	0.061	0.061	0.06	0.061	0.071	0.059	0.059	0.058	0.058	0.059	0.074	0.074	0.062	0.06	0.059	0.074	0.058	0.059	0.058	0.057	0.061	0.046	0.061	0.062	0.059	0.074	0.059	0.073
