SN	Distance_X_LOGO_Battery_Down1	Distance_X_LOGO_Battery_Down2	Distance_X_LOGO_Battery_Down3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Battery_Down1	Distance_Y_LOGO_Battery_Down2	Distance_Y_LOGO_Battery_Down3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Battery_Down1	Angle_Battery_Down2	Angle_Battery_Down3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32
FLQS3115GRWV	0.0649998328	-0.0540123222	-0.0020121534	0.067980925	0.000964718399999	-0.1370065824	-0.1760354505	-0.0700101276	-0.0830337623	0.0069897036	-0.0079731562	-0.0650283601	-0.0620271783	0.1299767045	-0.1370065824	-0.0020005049	0.1900212728	-0.1449839606	-0.0060011802	0.132987509	0.0729927423	-0.0619741691	0.0679876778	-0.0600231267	-0.0179748444	-0.0670006737	-0.0100065824	-0.0020469302	0.0549714711	-0.1370344376	0.000953238599999	-0.0100037124	-0.221106095	-1.012060484	-0.211111661	-0.54708012	-0.287154179	-0.142101147	-1.006040075	0.112918179	0.849835152	-0.411128977	0.240826958	-0.021192059	-0.821010853	0.533885092	0.180809177	-0.147117227	0.17982031	0.837826958	-0.22518572	-0.413122174	-0.432174279	-0.019180309	-0.482113207	-0.679094499	0.433801447	0.117820155	0.104826339	0.100839636	0.717841028	0.309823711	0.10685216	0.307801601	0.04	0.021	0.00700000000001	0.057	0.012	-0.062	-0.038	-0.042	-0.083	0.021	-0.018	-0.033	0.00899999999996	0.035	-0.077	0.005	0.081	-0.114	0.00599999999997	0.082	0.055	-0.031	0.054	0.00199999999995	-0.032	-0.039	-0.012	-0.00800000000004	-0.00999999999999	-0.083	-0.00600000000003	-0.021
FLQS310RGRWV	0.0122984587	0.1403487207	-0.1299638458	0.0590487197	-0.3240211758	-0.1289410708	0.0070243741	-0.0736999706	-0.067758086	0.2031947935	-0.0647808609	0.000216783100001	-0.0717847876	-0.1970745791	-0.0028381909	-0.0578546831	0.1212890346	0.0672207098	-0.1970141077	-0.3210180344	-0.1277871436	-0.1938853115	-0.1939135838	-0.0588625366	-0.32098505	-0.1348099186	-0.0677840023	0.1960793481	-0.1258303375	0.0701916521	-0.1799748406	-0.5039732699	0.038312318	-0.553774702	0.239321108	0.424378242	-0.091577515	0.306360076	0.039302649	0.706323745	0.424420727	-0.360666001	0.297417504	0.574473173	0.628383809	0.177346012	0.369375019	-0.091745403	0.488449147	0.167323159	-0.290594802	-0.221657211	-0.294694714	0.038394064	-0.157636115	-0.214593337	-0.091607987	0.159371796	-0.091673911	0.423472001	-0.221647542	0.435404319	0.171351579	-0.137648714	-0.0820000000001	0.00899999999996	-0.161	-0.078	-0.238	-0.164	-0.085	-0.157	-0.139	0.03	-0.131	-0.114	-0.151	-0.19	-0.105	-0.11	-0.05	-0.062	-0.168	-0.23	-0.133	-0.182	-0.172	-0.104	-0.237	-0.159	-0.114	-0.011	-0.136	-0.073	-0.181	-0.323
FLQS3106GRWV	0.3868750162	0.0245614653	0.3048491563	0.3748976436	0.24861965	0.1795000481	0.2551606372	0.0496649048	0.0544386309	-0.0103383277	0.1837457169	0.3027360194	0.3107489493	0.5233707487	0.1155356054	0.1162693793	0.1738297614	0.1910237105	0.2398329939	0.1141897296	-0.0184611621	0.176519443	0.2516358124	0.2466261149	0.1153416563	0.3090560353	0.2339525958	0.2459666882	0.3057295544	0.0851089175	0.3081574048	0.0443804462	-0.691577481	0.027565502	0.234587067	-0.098336419	-0.226371574	0.296741867	-0.487412637	-0.367530509	-0.232352963	-0.360535532	0.229722665	0.166660922	0.29865206	-0.643314854	-0.813534941	0.032674807	0.366756047	-0.638629475	0.50284615	-0.033316921	-0.22852726	0.433777613	-0.21935119	0.03665206	0.107678943	-0.035342918	0.556707007	-0.100300673	0.298772886	-0.108351781	-0.559442179	-0.100384572	0.878	0.669	0.794	0.843	0.789	0.73	0.804	0.7	0.695	0.67	0.736	0.796	0.794	0.939	0.753	0.712	0.724	0.781	0.75	0.715	0.659	0.722	0.789	0.775	0.708	0.809	0.744	0.781	0.791	0.704	0.833	0.684
FLQS30ZQGRWV	-0.0504091178	0.088603852	-0.1814823202	-0.0564486867	0.2025563694	0.280551753	0.1805368047	0.2005895633	0.3306328692	0.0155321884	-0.25743176	0.1465686797	-0.2564315401	-0.0785036434	-0.1324779237	0.2775748348	0.3395891236	0.2205853865	0.2395757141	-0.0134917728	0.2095807702	-0.1194770444	0.1985576883	0.0745304298	-0.060477484	-0.1164124152	0.0805693392	-0.191529583	-0.2474763849	0.0815449384	0.0014978954	0.2145878046	0.00165144499999	-0.788325477	-0.599335607	0.250650199	-0.212382576	-0.473346388	1.048607185	0.908628529	-0.340339887	-1.055331003	0.663645919	-0.134356844	0.678644836	0.525610164	0.396636547	-0.336359173	0.060619049	-0.79831773	-0.062362153	-0.106380355	-0.398361503	-0.386367624	0.249621162	0.066619699	0.064604909	-0.334376996	-0.333357981	-0.46036069	-0.326363128	-0.33937613	-0.128355923	-0.461351968	-0.7	-0.595	-0.735	-0.715	-0.568	-0.517	-0.638	-0.622	-0.499	-0.618	-0.834	-0.598	-0.833	-0.738	-0.758	-0.526	-0.515	-0.53	-0.557	-0.677	-0.556	-0.715	-0.592	-0.643	-0.708	-0.716	-0.621	-0.746	-0.779	-0.62	-0.669	-0.549
FLQS30YUGRWV	-0.0634475271	-0.2514476209	0.0055434183	0.0075444035	-0.0594509519	0.1385571644	0.0655362402	-0.250447058	0.2595584311	0.2005528951	-0.1854458382	-0.316452031	0.0135544902	0.4115495172	-0.0014523594	-0.0614506704	0.203552426	0.0065572113	-0.0044474802	0.0845493765	0.0655506432	0.2665599324	-0.0594508112	0.2605521445	0.1245599793	-0.0624416158	0.1945569298	-0.0644571916	0.1985573052	0.2065461393	0.1325425738	0.0845522383	0.192810123	-0.459149455	-0.075168185	0.252813277	0.122786807	-0.006186723	0.388806588	-0.478149073	-0.279193795	-0.605165891	-0.078192935	-0.136210422	-0.937131586	-1.075111327	0.98275145	-0.078209275	-0.00924205199999	-0.076193126	0.718780213	-0.877174301	0.390735874	-0.291241383	0.057787094	0.565748965	0.374759095	-0.00718490799999	-0.075188348	0.381782984	-0.216202491	-0.287232496	0.581810123	-1.002171529	-0.715	-0.775	-0.668	-0.683	-0.709	-0.607	-0.662	-0.772	-0.536	-0.549	-0.761	-0.821	-0.622	-0.424	-0.723	-0.701	-0.576	-0.668	-0.712	-0.591	-0.662	-0.532	-0.707	-0.576	-0.633	-0.705	-0.577	-0.725	-0.568	-0.562	-0.639	-0.586
FLQS30X6GRWY	0.0678891358	-0.0021340391	-0.1201526443	-0.2132809221	0.005755309	0.1918294033	-0.1091601516	-0.1291526443	0.1398036172	0.1889074145	0.1769145955	0.1258773851	-0.0541617837	0.0768258129	0.0828568215	0.1888643289	0.0828473557	-0.1972306555	-0.0122215161	0.3378646553	-0.073169291	0.1418581271	0.0637997003	-0.4592877767	0.0048581271	0.0658685722	-0.1892058486	0.1177726086	0.3308770587	-0.0652420797	0.0087788103	0.0878450709	0.597950919	0.278909809	0.089871439	0.935995059	0.090958709	0.469973855	-0.612147025	0.538928128	0.022958564	0.670962603	0.982002127	0.734972989	-0.455195492	-0.678246844	-0.248027876	0.417942841	-0.64903682	-0.109034079	1.14204569	0.283957122	0.667023764	-0.112035954	0.549976884	0.090969816	0.478963324	0.609953371	-0.23606942	0.692061268	0.347963036	0.148969094	-0.309151929	-1.083131879	0.677	0.658	0.611	0.526	0.671	0.743	0.651	0.585	0.74	0.732	0.711	0.698	0.669	0.744	0.725	0.744	0.744	0.583	0.613	0.822	0.606	0.747	0.678	0.447	0.652	0.675	0.593	0.697	0.817	0.635	0.693	0.767
FLQS30X6GRWV	-0.0553170982	-0.1801416474	0.0135931976	-0.250473421	-0.0023309496	-0.0683032469	-0.3205017834	-0.129270927	-0.447487932	-0.0012339899	0.1178702253	0.0047857978	-0.0652557564	-0.1914965067	0.0676980723	-0.0592313516	-0.000192435800001	-0.0642095851	-0.0652781824	-0.4575459759	-0.3822992893	-0.1894279093	-0.0052854379	-0.4145604869	-0.2674740806	-0.125278842	-0.3213837168	-0.38658753	-0.1262979701	-0.2665011238	-0.1324602292	-0.1142379475	0.016599528	-0.715582352	-0.855422989	-0.367464305	0.14672304	0.734677132	0.021577449	0.212563021	-0.369418398	-0.244341886	0.601678007	-0.440354128	0.141652649	-0.048405719	0.279730691	-0.437472612	-0.046382765	0.087608272	-0.057277616	0.153750147	-0.3543773	-0.311324616	0.676738123	-0.640377519	0.675817258	-0.177297947	0.283667077	0.090705551	0.016728505	0.487814416	-0.10632877	-0.615413589	-0.645	-0.67	-0.571	-0.722	-0.626	-0.686	-0.774	-0.691	-0.817	-0.607	-0.59	-0.595	-0.656	-0.709	-0.599	-0.625	-0.615	-0.654	-0.646	-0.847	-0.785	-0.695	-0.653	-0.788	-0.779	-0.67	-0.787	-0.808	-0.679	-0.769	-0.677	-0.643
FLQS30WFGRWV	-0.013504282	0.0544768136	0.0695710445	0.0735835504	0.2005957655	0.1325852954	-0.077403362	0.1894788495	0.2785294549	-0.2234277922	-0.0024551308	0.1835451601	-0.2204359356	-0.0694106329	0.0615646461	-0.0044446607	0.0065338175	-0.0524609475	0.2535538852	0.207573662	0.1285631919	-0.0074161587	-0.2053652625	-0.0134243021	-0.0054350631	0.0125297458	-0.1324592025	-0.0784010353	-0.0764344814	0.001573662	0.059596638	0.1095050247	0.371311339	0.732308454	-0.108692664	-0.318692841	0.407325467	-0.000686562000013	0.378309573	0.06131075	-0.573694999	1.860320542	0.00531857899999	0.510318226	1.406318913	0.141300919	-0.578691821	0.000315341999993	-0.175684089	-0.632692664	0.445318933	-0.511695294	-0.264693999	-0.060681597	0.338325408	0.378318991	0.390324505	-0.695696864	0.672310063	0.335324937	-0.060674101	-0.12568352	-0.254690996	0.33432427	-0.024	-0.00799999999998	0.041	0.052	0.079	0.065	-0.054	0.09	0.164	-0.197	0.0	0.066	-0.174	-0.039	0.059	-0.000999999999976	0.013	0.00799999999998	0.102	0.126	0.076	0.00100000000003	-0.112	-0.023	-0.0189999999999	0.042	-0.095	-0.052	-0.032	0.00900000000001	0.042	0.038
FLQS30VBGRWV	-0.1542271536	0.0867273134	0.3367273134	-0.2831597078	-0.0702319915	0.0637768306	0.0217685777	0.2647082464	-0.1222570346	0.1857304438	-0.0982171932	0.1187384121	0.0047748385	0.1097705698	0.0067560561	0.2937281671	-0.0052504892	-0.1572371139	-0.0472345527	-0.0741329571	-0.0982171932	-0.064244513	-0.1562072329	-0.2281673915	-0.0252171932	0.0047449574	-0.0642650029	-0.0301887351	0.073755487	0.2607512182	-0.1231944267	-0.0032271536	-0.672091398	-0.93608534	-0.595088735	0.998887517	-0.009099385	-0.201097973	-1.18309004	-0.005100368	-0.261091398	0.511889465	-0.201097026	0.781893843	-0.471102012	1.31089118	-1.06309792	-0.031102137	0.341883121	-0.063098277	0.469893289	-0.00811010699999	0.183901723	-0.137099117	-0.270097026	-0.331104531	-1.149091398	-0.138101172	-0.26709247	1.168886552	-0.476103406	-0.146112715	-0.655090522	-0.422097652	-0.042	0.088	0.193	-0.182	-0.033	0.042	0.067	0.13	-0.045	0.067	-0.037	0.022	0.026	-0.00700000000006	0.055	0.145	-0.017	-0.071	-0.0429999999999	-0.0339999999999	-0.0549999999999	-0.0240000000001	-0.062	-0.093	0.043	0.011	-0.017	-0.067	0.059	0.133	-0.027	0.02
FLQS30UFGRWV	0.0015192174	-0.0774713693	-0.0763329384	-0.1913063596	-0.1973274011	-0.0113794511	-0.2152122266	-0.0804043687	-0.0713722527	-0.0754043687	-0.1894265177	-0.1993495501	-0.0124575262	0.1886050446	-0.007423749	-0.0753351532	-0.0104060299	-0.1404220879	-0.0093667155	-0.2053689304	-0.0784193193	-0.0603899719	-0.0114043687	0.0596714914	-0.2143506575	-0.2743689304	-0.0174215341	-0.1042404665	-0.334277566	-0.0734054762	-0.0052498798	-0.0634021538	-0.75813287	0.045933867	-0.080946776	-0.474973727	0.194343701	0.053397604	0.991084881	-0.081918113	-0.363003674	0.043209799	-0.749120036	-0.220752126	-0.291942498	-0.011683678	-0.427015224	-0.012959182	0.117100282	0.316283809	-0.152739292	-0.62915041	0.389288515	-0.489955332	-0.625145704	-0.152738009	0.389244451	-0.028929236	0.45626028	0.095099854	-0.420902285	0.057059213	-0.01672988	-0.620047737	-0.631	-0.708	-0.702	-0.738	-0.773	-0.676	-0.82	-0.704	-0.686	-0.707	-0.724	-0.754	-0.66	-0.577	-0.652	-0.705	-0.679	-0.752	-0.665	-0.738	-0.724	-0.674	-0.644	-0.633	-0.791	-0.8	-0.699	-0.723	-0.811	-0.707	-0.67	-0.669
FLQS30TYGRWV	-0.1240786534	0.0769038334	0.2659568956	0.0019352003	0.3299229149	0.001931018	0.2539639532	-0.0570977349	0.0609046176	-0.2050104306	-0.1960854496	0.0619315408	0.0679284041	-0.0949476969	0.0589315408	0.1369038334	0.3299067087	0.0609129821	0.1359033107	0.4039229149	-0.0710674136	0.3188821381	0.0039226535	0.3299412122	0.0629119365	-0.0010789148	0.325914289	0.265958464	-0.00105356	0.2669223921	0.000977284100001	-0.1800433657	-0.847586297	-0.842608103	0.130470266	0.615480309	0.00747145500002	-0.252520483	0.081507005	-0.855591319	0.014472644	-0.580567002	0.350480045	0.427522071	0.011393748	1.229632817	-0.321531188	-0.932622904	0.00653819399999	-0.187519691	-0.860607045	-0.381519294	0.149542951	0.009520749	-0.248509515	-0.056456124	0.477485464	0.214486785	0.077507137	-0.582547443	-0.453531981	-0.734536342	0.608519163	-0.964593565	-0.69	-0.593	-0.55	-0.701	-0.512	-0.659	-0.553	-0.657	-0.643	-0.744	-0.785	-0.663	-0.639	-0.775	-0.628	-0.56	-0.513	-0.634	-0.564	-0.458	-0.713	-0.518	-0.659	-0.511	-0.665	-0.683	-0.518	-0.515	-0.65	-0.507	-0.701	-0.712
FLQS30T7GRWV	-0.016941092	0.0680612355	-0.2158496552	-0.1218592976	-0.2817785008	-0.0008619576	0.000132389899999	0.1770193408	0.2640349682	-0.0788509852	0.3000103634	-0.0018845674	0.1990492656	-0.2837761733	0.3080346357	-0.1088170705	-0.25887426	0.1110309782	-0.0158506527	-0.1458217254	-0.195882905	0.3030353007	-0.0678692726	-0.1428493227	-0.0969028548	-0.1369154897	0.0550725404	0.0601759471	-0.0058403453	-0.0098706025	-0.1208473277	-0.1219141597	0.672599489	-0.375399601	0.539613524	-0.39738974	0.340616811	-0.450406863	0.257607461	1.117620675	-0.683411638	0.396608638	0.837613213	0.001613169	-0.463395004	0.341621097	0.388621719	-0.346402288	-0.312391295	1.124622385	0.324615434	0.53962374	-0.653387631	0.318620253	0.205617988	0.065613902	1.178620165	0.142617366	0.255616411	0.067614635	-0.336401844	-0.19939054	-0.312394537	-0.922394737	-0.04	0.053	-0.128	-0.037	-0.15	0.023	-0.00999999999999	0.033	0.164	-0.0549999999999	0.106	0.000999999999976	0.12	-0.151	0.132	-0.035	-0.108	0.0	-0.021	-0.093	-0.06	0.133	-0.04	-0.07	-0.102	-0.071	0.016	0.029	0.015	0.00699999999995	-0.041	-0.012
FLQS30S7GRWV	-0.0659425439	-0.3208971763	0.1491059406	0.1330664604	-0.1249709419	0.2770910489	-0.0169563966	-0.0899273059	-0.0579189943	-0.1279432365	-0.2598829772	0.1311575419	-0.2038635835	-0.1339892967	0.2511312218	0.0701045553	8.10056999985e-05	-0.2019325007	-0.060918648	0.0040526077	-0.189954665	0.1891332997	0.0060782352	0.0670553782	-0.1319557039	0.0081263733	0.0050927805	-0.1419924136	0.2641152912	0.0770806594	-0.1939726735	-0.5259944915	0.007632982	-0.253308389	-0.51818998	0.13158125	0.073158198	-0.200417026	0.603053584	-0.01433483	-0.123611883	0.009299023	0.140649076	0.258183489	0.911203032	-0.322276775	0.714144402	-0.115401506	0.261293275	0.00927948	0.139268559	0.06516567	-0.311501521	0.519140954	-0.52046301	-0.000510142999985	-0.000740062999981	-0.383480829	-0.321386562	0.387287527	0.396555958	-0.450469333	0.381379495	0.072449046	-0.711	-0.822	-0.583	-0.621	-0.742	-0.536	-0.716	-0.722	-0.701	-0.742	-0.812	-0.629	-0.823	-0.728	-0.593	-0.639	-0.692	-0.777	-0.716	-0.68	-0.755	-0.614	-0.651	-0.646	-0.743	-0.657	-0.661	-0.767	-0.57	-0.621	-0.791	-0.936
FLQS30RRGRWV	0.0623593675	0.134255265	-0.0036160191	-0.0015998792	0.0552814923	-0.136760875	-0.0185801078	0.3841693199	-0.086640229	-0.000645070999997	-0.0867027712	0.1272907728	-0.2716277206	0.0024150502	-0.000601896700001	-0.1447205251	-0.3346406325	-0.2746575794	-0.0037221391	-0.3485829323	-0.0036261066	-0.2676297381	-0.0766930873	-0.0016152121	0.098368648	-0.1317475595	-0.129632159	-0.0055817218	0.1123751039	-0.0816103701	0.1943387891	-0.1566842103	-0.254508735	0.563500494	0.073487534	-0.516537306	-0.127485663	0.395506581	0.668526806	0.011481545	1.005567452	-0.515507361	0.022515024	-0.257500979	0.883595139	-0.327466125	-0.055474863	0.821537409	0.546564605	0.54249421	0.076508544	0.52557187	-0.662498427	-0.183512761	-0.063478987	-0.392503532	-0.064475256	-0.057500979	0.075508348	-0.18843461	1.206596415	0.683601226	-0.398470445	0.946609179	-0.629	-0.633	-0.677	-0.647	-0.638	-0.757	-0.712	-0.485	-0.761	-0.648	-0.714	-0.597	-0.844	-0.654	-0.669	-0.782	-0.86	-0.831	-0.677	-0.864	-0.641	-0.792	-0.706	-0.653	-0.62	-0.733	-0.737	-0.665	-0.673	-0.743	-0.559	-0.792
FLQS30R2GRWV	0.0799483615	0.0578953206	0.2039448643	0.080845194	-0.052207847	0.0127700041	0.2799384527	0.2059098922	0.1399501101	0.1618755031	0.0079297097	0.3510066482	0.1568929891	0.3928172163	-0.0400341525	0.1449104751	0.3989436985	0.0788877433	0.0138312051	0.0898347023	0.0198918233	0.0878521884	0.0788282908	0.0128300394	0.0168108048	0.1329436985	0.2639250468	0.266823045	0.1448918233	0.0178335366	0.282823045	0.4250661007	0.32842857	0.320426539	0.583429641	0.060425748	0.06042829	0.060427281	0.0634257	0.396431343	0.532430711	-0.988574471	0.527429787	-0.140568036	-0.658572318	0.59943959	-0.063567319	0.130430273	0.455435077	-0.139565397	0.129435637	-0.666582389	-0.399576514	-0.596571174	0.403431538	0.330432535	0.268440028	0.393434287	0.659437169	0.521432876	0.407430322	0.204429251	-0.666571393	-0.515579299	0.02	0.00999999999999	0.067	0.033	-0.032	0.0	0.129	0.0770000000001	0.038	0.122	-0.025	0.173	0.104	0.158	-0.019	0.06	0.168	0.041	-0.00200000000001	0.073	0.026	0.068	0.015	-0.013	-0.00700000000001	0.042	0.092	0.1	0.047	-0.00400000000002	0.164	0.227
FLQS30QXGRWV	-0.1973177737	0.016736961	-0.2103717034	-0.0623391041	-0.2613761304	0.011670555	-0.0753491656	-0.1383173712	-0.0593427262	0.0026834337	0.1937997448	-0.0762795399	-0.3303564099	-0.1464550127	0.0026689451	-0.0553157614	0.1326842386	-0.1303302499	-0.1973157614	-0.0633745206	-0.1163004679	0.2617743898	0.1127586938	0.0626001244	0.3337768046	-0.0032666612	-0.1793773378	0.0645993195	0.0036419803	0.0026528467	-0.0023471533	0.2487293142	-0.172506391	0.499486169	0.463490792	-0.190485735	-0.181479452	-0.554531598	0.261476997	0.00949534200001	-0.312498519	0.009512531	0.069523509	0.339537087	0.021507403	0.598514987	0.084518959	-0.503515853	0.06951802	-0.309494113	-0.050488552	0.085519826	-0.63152647	-0.062491369	0.927525098	0.010521559	-0.501514914	-0.054477719	-0.831531092	0.00851924799998	-0.117487324	-0.049473963	0.010461036	0.518521487	-0.124	-0.053	-0.16	-0.058	-0.154	-0.005	-0.085	-0.104	-0.051	-0.0359999999999	0.053	-0.09	-0.197	-0.136	-0.04	-0.039	0.024	-0.085	-0.13	-0.072	-0.063	0.093	-0.027	-0.00700000000001	0.148	-0.035	-0.084	-0.00599999999997	-0.029	-0.033	-0.038	0.058
FLQS30QPGRWV	-0.1205801791	0.060402981	-0.071637476	0.1314105795	0.0533575952	0.126381623	0.014375462	0.1264198209	0.2074194102	0.3864578135	-0.0096021532	-0.0606019478	-0.000600921	0.2003871678	-0.0656298775	-0.0435935278	0.131390043	-0.1376157073	-0.025599278	0.0943621133	-0.000600921	-0.0666292614	-0.062609341	0.0723639615	0.2404235175	0.1363931234	-0.0075499903	-0.1866641735	-0.0036294668	-0.1996370653	0.0013766942	0.3094537062	-0.572095393	0.388189495	0.401269546	-0.00111364	-0.254758707	0.796463788	-0.459080089	0.452956405	-0.591035354	0.820434946	0.974384914	0.130338414	-0.061942942	0.265583276	0.452334882	-0.78310069	0.132490864	0.392346654	-0.371170735	-0.029775777	-0.129991797	0.392339591	-0.205035943	-0.461831106	0.764286616	-0.261050658	0.774498516	-0.662854062	0.647443187	0.330278376	0.130018798	1.174713359	-0.028	0.013	-0.052	0.066	0.04	0.025	0.0310000000001	0.041	0.131	0.149	-0.049	-0.033	0.005	0.086	-0.051	0.019	0.059	-0.083	0.00799999999998	0.049	0.00799999999998	-0.048	-0.018	0.059	0.082	0.081	-0.0389999999999	-0.057	-0.03	-0.109	-0.00300000000004	0.095
FLQS30QMGRWV	0.0590298704	-0.058969275	0.1350038067	-0.0640444753	0.0059717612	-0.2109846569	0.1929952612	0.1370918252	-0.3190218297	-0.0599688478	0.0151571981	-0.0619564568	0.1340431159	-0.0010547298	0.0101012252	0.0090033794	0.0150311522	0.1510755888	0.0120614887	-0.0590265298	0.0060409796	0.0091007979	0.1480320068	-0.0529944842	0.1350469614	0.0780589251	0.1190969525	-0.0550585753	0.0159926976	0.1389999612	0.0619952612	0.1370533705	0.692501375	0.017413641	0.953530125	-0.060510769	0.345556395	1.196504349	0.623480557	0.349497658	-0.262543607	-0.190489826	-0.594536792	-0.331472726	0.208522813	0.628482788	0.077543756	0.216526779	0.08356098	-0.318494411	-0.256467645	0.147514263	-0.254493544	0.144569159	0.218556395	-0.194559593	0.349535329	-0.120480656	0.344530868	-0.186479169	-1.128598132	-0.131443481	0.347467793	0.144575231	-0.00700000000001	-0.032	0.018	-0.029	-0.015	-0.164	0.062	0.048	-0.144	-0.022	0.035	-0.015	0.0529999999999	-0.032	0.0	-0.00800000000004	0.00100000000003	0.087	0.0170000000001	-0.037	0.014	-0.005	0.059	-0.018	0.046	0.0410000000001	0.0389999999999	-0.02	0.06	0.072	0.011	0.057
FLQS30Q9GRWY	0.1497106193	-0.1315079961	-0.2356361965	0.078729512	-0.2987509021	-0.1194432212	0.0225945642	-0.1506024595	0.0776134569	0.0846215538	0.077848266	-0.1784202801	0.1479238368	-0.1096523902	0.1515608273	0.125545983	-0.3185741205	0.2888496155	-0.3246483418	-0.1755781689	0.0207497541	0.2096579897	-0.1725741205	-0.1146564386	0.3247484047	0.0076067095	0.008483907	-0.0547576495	0.0184758102	0.0664218311	-0.1168507634	0.2085918652	-0.262702315	-0.956689317	-1.182681236	-0.120710251	-0.267723395	0.386267988	-0.652700514	-0.202706356	0.525247687	-0.197721837	-0.262697934	-0.268696668	-0.400730211	-0.590694429	-0.274734543	-0.534685715	0.412239022	-0.851700806	0.394259955	-0.266735274	-0.450717358	0.390261611	-0.00973902200001	-0.128733911	1.040265359	0.388256061	0.454260686	0.324258349	-0.132737367	0.582253821	-0.005724466	0.060266089	0.077	-0.0260000000001	-0.066	0.0359999999999	-0.139	-0.084	0.034	-0.071	0.005	0.042	0.0429999999999	-0.081	0.083	-0.033	0.078	0.078	-0.181	0.172	-0.183	-0.079	0.0239999999999	0.075	-0.0910000000001	-0.057	0.1	-0.023	-0.025	-0.05	0.00800000000004	-0.00299999999999	-0.064	0.089
FLQS30Q9GRWV	-0.0537429499	0.0942338545	-0.1928213731	-0.036793207	-0.2578583756	-0.0478103276	-0.0338393221	-0.1187799524	-0.1908741155	0.3412733423	-0.1837374271	-0.0597747058	0.0672794173	-0.0068257913	-0.1818274482	-0.1588837804	0.1461982327	-0.1307705637	-0.2478365607	-0.1338227538	-0.186811156	-0.1148288289	-0.2608219254	-0.2468373891	0.0091899485	-0.1317644887	-0.2448266198	0.0301581926	-0.313865003	-0.1288216493	-0.0478208208	-0.11682303	-0.064754395	0.386511468	0.517572044	-0.584769299	0.194487429	-0.584704876	-0.579767376	-0.07273853	0.198490314	-0.390653435	0.642602813	0.454692716	0.703610505	0.518675408	-0.261651512	0.598474449	0.068761946	0.652327816	-0.061316419	1.242703773	-0.269450552	-0.527490936	0.448610986	-0.251657281	0.375718677	0.644501372	-0.190636608	0.251766273	-0.815531801	0.918778773	-0.575750068	-0.196473148	0.566	0.616	0.471	0.599	0.454	0.594	0.6	0.535	0.487	0.773	0.469	0.538	0.587	0.561	0.513	0.484	0.656	0.494	0.473	0.464	0.512	0.558	0.442	0.481	0.576	0.494	0.48	0.591	0.477	0.483	0.593	0.542
