SN	Distance_X_LOGO_Battery_Down1	Distance_X_LOGO_Battery_Down2	Distance_X_LOGO_Battery_Down3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Battery_Down1	Distance_Y_LOGO_Battery_Down2	Distance_Y_LOGO_Battery_Down3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Battery_Down1	Angle_Battery_Down2	Angle_Battery_Down3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32
FLQS3084GRWM	-0.2727380617	-0.1377566067	-0.3397277252	-0.0747322854	-0.2807362376	-0.2777321334	-0.2107345655	0.1121903424	-0.2007394298	-0.1527482463	-0.3277754557	-0.0137719596	-0.207743078	-0.2877149565	-0.210762383	-0.2037496144	-0.0077483983	-0.4697441421	0.1152511457	0.0612623943	-0.473742622	-0.0297625351	-0.1947395818	-0.2667385178	-0.2047442941	0.2462119276	-0.1407449021	-0.2687183007	-0.007743838	-0.0127681594	-0.14370614	-0.1967564547	0.069285219	-0.069722509	0.013280359	-0.119706908	0.345266653	0.07328381	0.20727093	0.536302181	-0.058713809	0.656272145	-0.126691064	0.405248622	0.138272631	0.754244005	0.479258488	-0.258692424	0.070271854	0.325277346	0.664272923	-0.121713517	0.402279776	1.323258342	-0.181707539	0.00928526799999	0.073281282	0.533265584	0.141289204	-0.047710067	0.073284539	0.399273166	0.332284976	-0.267724064	-0.808	-0.737	-0.838	-0.704	-0.825	-0.811	-0.785	-0.646	-0.768	-0.778	-0.826	-0.699	-0.78	-0.847	-0.798	-0.759	-0.68	-0.916	-0.649	-0.638	-0.922	-0.75	-0.759	-0.803	-0.776	-0.58	-0.749	-0.802	-0.68	-0.698	-0.759	-0.756
FLQS307KGRWV	-0.2046979646	-0.3507051952	-0.0047013389	-0.0767058548	-0.2767031909	0.0592976717	-0.1327067682	-0.0837013389	-0.1367013643	0.0612970881	-0.0616952246	0.0552977985	-0.3407022015	-0.072706413	-0.1997021254	-0.1457030387	0.0702987372	-0.2707022269	-0.1397030641	0.0602968344	-0.0667039013	-0.2637039267	0.0032985089	-0.0057081635	-0.1387039774	-0.0206997659	-0.0106989033	-0.1367067174	-0.0707053982	-0.0047014657	-0.1377067682	-0.0667048908	0.264754904	-0.533254519	-0.268256698	0.52876048	0.597764903	0.067762628	-0.057243558	0.727764775	-0.34123718	-0.204231764	-0.591269069	0.4017708	0.534767467	0.397761057	-0.061244167	0.468761634	-0.540240193	-0.004232982	-0.133230257	-0.081237597	0.131765192	-0.324231315	-0.542239263	0.457771922	-0.273229712	0.46076173	-0.076239135	-0.405235674	0.129763942	-0.474240994	0.060765769	0.130763749	0.562	0.53	0.685	0.611	0.511	0.699	0.613	0.598	0.625	0.714	0.674	0.681	0.483	0.62	0.58	0.58	0.734	0.543	0.613	0.708	0.635	0.563	0.702	0.649	0.62	0.641	0.672	0.627	0.634	0.694	0.605	0.636
FLQS3072GRWV	-0.4336870828	-0.2047040508	-0.2586890082	-0.3286782979	-0.6416803437	-0.071681848	-0.1326875642	-0.2706844353	-0.3816850972	-0.2546850972	-0.0676992973	-0.1337066381	-0.0197017643	-0.387676192	-0.2096940024	-0.1296810056	-0.2776882862	-0.000702486300002	-0.1357047126	-0.187699899	-0.4086858794	-0.1466939422	-0.2176953863	-0.1266808251	0.1193023874	-0.2586924981	-0.0726947244	-0.1246807048	-0.1336829912	-0.388684315	-0.3296799225	-0.2016957473	0.173133862	0.786208033	-0.436845599	-0.312833046	-0.713811365	0.284235938	-0.315833254	0.344228054	-0.581818212	-0.70781427	0.080155024	0.27218656	0.792278263	-0.57781842	0.61028179	-0.24982205	0.664253989	-0.183791863	-0.115816552	-0.585805556	0.673264466	0.538268512	0.807278159	-0.121815826	-0.33072599	-0.187780971	0.392215502	-0.3188262	0.406185419	-0.717796531	-0.056822673	0.077204506	-0.867	-0.785	-0.752	-0.792	-0.923	-0.697	-0.697	-0.795	-0.805	-0.738	-0.685	-0.726	-0.695	-0.808	-0.778	-0.699	-0.813	-0.64	-0.708	-0.711	-0.877	-0.745	-0.791	-0.704	-0.575	-0.764	-0.702	-0.694	-0.733	-0.801	-0.805	-0.749
FLQS305NGRWM	-0.1190868254	0.2620781627	0.3999555738	0.408868932	-0.3114601223	0.0776329715	0.0095352691	-0.3253347683	-0.1153937584	0.0719620258	0.0138799927	0.137050511	0.193879071	0.2226587797	0.2738145505	0.345845889	-0.0401412069	0.1259445131	-0.1433541244	-0.1853965236	0.0118744624	0.1438173157	-0.2383956018	0.1446707621	0.1396449539	-0.2733928367	-0.1044075842	0.2144753572	0.2837684645	0.2157251436	0.2196007113	0.2857915075	0.382679772	0.249878528	0.181813696	-0.647516619	0.00676637299999	0.127698701	0.247569982	0.710850608	0.257889412	0.459025703	0.053817955	0.315964183	1.250861019	-0.614302246	0.188907395	0.121899824	-0.00321895700002	1.092818901	-0.69746409	-0.00430129899999	0.056852027	0.186907395	-0.598233154	0.187712424	0.386782462	1.735873323	-0.588480653	-0.010088819	-0.074438536	0.120923958	-0.196379382	-0.124435223	-0.0790000000001	0.111	0.181	0.226	-0.152	0.029	-0.01	-0.194	-0.07	0.00999999999999	0.00200000000001	0.048	0.0310000000001	0.134	0.121	0.158	-0.021	0.00600000000003	-0.038	-0.091	0.0	0.058	-0.089	0.058	0.047	-0.218	-0.025	0.102	0.137	0.096	0.113	0.141
FLQS305DGRWM	-0.0027643027	0.070299258	0.1912471497	0.130227108	0.0562332159	0.0022660461	-0.0687927428	-0.0687656388	0.1452368425	0.400285706	0.0513013576	-0.0647719376	0.0032429505	0.0081820619	0.1342671913	-0.005765448	0.1972349338	-0.003757813	-0.0637650662	0.3362595564	0.1352530667	-0.3327858714	-0.0037662115	-0.0658156476	0.2042419961	0.4682731084	-0.0707478876	0.3382330251	-0.1097967512	0.0212215727	0.000208402399998	0.2802710088	0.12775232	-0.740224705	0.573744615	0.570744504	0.58974201	0.432740957	0.328749631	0.467734942	-0.528247098	-0.136253279	0.639733529	0.145735192	-0.12824574	-0.142263201	-0.134239172	0.526743257	0.12774104	0.313747858	0.129740014	-0.001255829	-0.135252475	0.47672782	0.583742204	0.000745197000015	-0.069257103	-0.00525699299999	0.331734776	-0.601253722	0.735735746	0.545740042	-0.070244244	-0.864254831	-0.00900000000001	0.07	0.064	0.035	-0.00200000000001	-0.021	-0.05	-0.057	0.0940000000001	0.198	-0.00799999999998	-0.039	0.00600000000003	0.00999999999999	0.07	-0.03	0.088	-0.018	-0.038	0.161	0.071	-0.185	-0.0310000000001	-0.033	0.101	0.225	-0.052	0.19	-0.09	-0.017	0.00200000000001	0.175
FLQS3057GRWM	0.06690531	-0.2461196852	0.201879065	0.0068324073	-0.1172063353	-0.1121334326	0.1518715664	-0.2051775908	-0.1281750913	0.0147969974	0.0089215569	0.1299215569	0.2129498848	0.081764087	0.1368923958	0.0139353042	0.0038524034	0.0599178076	0.0108257419	-0.10923383	0.3389198905	0.0088390727	0.1939240564	-0.1911805069	-0.1271934211	0.0039036436	0.1959453023	0.0078182433	0.0138090784	0.2158515703	-0.1922663238	-0.3931842562	0.354362725	-0.618811849	-0.107798134	-0.501752805	-0.375625187	-0.564781862	-0.769783722	0.089340177	-0.170688415	-0.836740253	-0.630795577	-0.048755362	-0.513701898	-0.514627047	-0.314756757	-0.702821612	0.154380624	0.296404102	-0.508669354	-0.511642854	-0.23677884	-0.643800923	-0.248596595	-0.099576372	-0.036541504	0.026411308	0.151371326	-0.175600315	-0.451620073	-0.775747459	0.101319488	0.302394571	0.014	-0.089	0.102	0.027	-0.04	-0.029	0.109	-0.104	-0.054	0.045	0.034	0.064	0.126	0.062	0.08	0.04	-0.00600000000003	0.013	0.028	-0.03	0.174	0.035	0.104	-0.088	-0.06	-0.00100000000003	0.086	0.011	0.0269999999999	0.14	-0.099	-0.205
FLQS3052GRWY	-0.0712506687	0.1358131765	-0.1992663952	-0.000259588199999	0.2597601287	0.000755903599998	0.1417150615	0.1308293725	-0.2642649869	-0.1322652216	-0.0621950389	-0.1322579451	-0.2012746106	0.2737488619	-0.2612586493	-0.2632814176	-0.2632647522	-0.4253135749	0.0017819581	-0.1313001956	-0.1352598229	-0.1342739064	-0.0002685078	-0.0592504339	-0.1932875205	0.3237960416	0.0037889998	-0.1282823565	-0.0002889288	-0.0112530159	0.1307157657	0.0107474535	0.447544994	-0.136421279	0.134543016	0.382550377	0.057520824	0.000550322000024	-0.281445613	-0.529410238	-0.194450722	0.266522637	-0.125439461	-0.395449348	-0.394454951	-0.518425563	0.263533239	0.062544994	-0.135448634	-0.596450227	-0.589436385	-0.010489722	0.070542302	0.526518298	-0.338468354	0.446530822	-0.385448854	0.392540654	-0.057454072	-0.264456544	0.523540764	0.77552423	-0.00445176500001	-0.262462587	-0.732	-0.603	-0.779	-0.694	-0.554	-0.676	-0.594	-0.586	-0.794	-0.752	-0.7	-0.72	-0.754	-0.518	-0.814	-0.806	-0.796	-0.852	-0.646	-0.739	-0.744	-0.766	-0.659	-0.726	-0.75	-0.538	-0.67	-0.725	-0.7	-0.719	-0.612	-0.659
FLQS304WGRWM	0.1130843545	0.3967288441	-0.1382009894	-0.0853517203	-0.0239073324	-0.0180195988	0.0540879899	-0.0865284332	0.0370796767	0.0483837316	-0.0840653341	-0.0850793674	0.0425978666	-0.2684509958	-0.021014921	-0.0188231326	-0.0845377887	-0.0826687662	-0.3438324881	0.1877615885	-0.2177202217	0.047307845	-0.2751692874	-0.0225658553	-0.0166640884	-0.0101822783	-0.074350678	0.1157511905	0.0526352887	0.0411113787	-0.01352012	-0.206551822	0.27962147	-0.113351652	-0.562430355	0.287615848	0.557745321	-0.109373612	-0.11337326	1.010708604	0.483675402	-0.117332679	0.216639213	0.15471774	-0.175345855	-1.084405584	0.208635172	0.283633767	0.291717388	-0.040372382	0.100723888	-0.439338125	0.149639915	-0.23838626	-0.311360612	0.208698942	-0.103306855	-0.371421922	-0.301358328	-0.054247301	-0.24435499	0.559759199	-0.237366233	-0.419411557	0.016	0.171	-0.065	-0.08	-0.062	-0.028	0.00700000000001	-0.114	-0.03	0.00400000000002	-0.076	-0.074	0.00400000000002	-0.104	-0.045	-0.047	-0.08	-0.063	-0.195	0.086	-0.138	0.00900000000001	-0.143	-0.046	-0.028	-0.0120000000001	-0.046	0.034	0.013	-0.031	-0.02	-0.105
FLQS3047GRWM	-0.0013522088	-0.0783558254	-0.0683705178	-0.4554075878	-0.319415273	-0.1924218281	0.0606410101	0.0096337769	0.0636319686	-0.3213983203	-0.19134701	-0.081346784	-0.0083305093	-0.1994301914	-0.1423768468	-0.0003510787	0.1936758197	-0.0213465579	-0.0183397768	0.0565982892	-0.0743630586	0.0526229271	0.1286586409	0.0636749155	0.206640784	-0.0233402289	-0.3253723261	-0.0053865664	-0.2063757166	0.1156588669	0.120640784	0.3037006837	0.365713248	0.701675642	-0.224335197	0.441708157	-0.419350305	-0.223303338	-0.167301696	-0.430280511	-0.161315326	-0.358331256	-0.488324687	0.774655771	0.575693049	-0.021325179	0.769655607	-0.148210882	-0.034331748	1.051652158	0.909639842	0.520607983	0.377640499	0.365644604	-0.160326	0.165683853	-0.499298576	1.097647067	0.18672655	-0.154334376	0.896680568	0.569628675	0.167671208	0.419715219	-0.695	-0.748	-0.698	-0.918	-0.81	-0.759	-0.639	-0.651	-0.637	-0.813	-0.745	-0.753	-0.708	-0.772	-0.782	-0.669	-0.581	-0.738	-0.729	-0.673	-0.73	-0.668	-0.606	-0.654	-0.552	-0.741	-0.842	-0.671	-0.82	-0.647	-0.627	-0.549
FLQS303BGRWM	-0.27159261	-0.0704746689	-0.0655361635	-0.1095825138	-0.2666293231	-0.3916715433	-0.2636963246	-0.2686201448	-0.2055939867	-0.3396559402	0.0585409342	-0.004490272	0.000512481499999	0.0093738893	-0.1305788425	-0.1345944456	-0.2015944456	-0.1416091309	-0.1375939867	-0.1305673697	0.0655390985	-0.0715196426	-0.1295370813	-0.1345962813	-0.3316398782	-0.1925632394	-0.0715779247	-0.1326917355	-0.3256380425	-0.3246265696	-0.0646311588	-0.3256288642	0.269687096	0.387661941	-0.068349798	-0.72730955	-0.070356947	-0.00336806799999	0.061643848	0.184702278	-0.001345826	-0.142364626	0.646644024	0.323598833	-0.197345914	-0.463305225	0.06462849	0.389658058	-0.014371157	-0.276338853	-0.014374511	0.251614986	-0.204356682	0.641611102	0.259608366	0.451618957	0.053623724	-0.525325967	-0.20235121	0.058633344	-0.132353769	-0.067357653	0.385623988	-0.131352534	0.526	0.617	0.643	0.653	0.545	0.482	0.54	0.531	0.572	0.514	0.668	0.652	0.681	0.697	0.605	0.587	0.574	0.616	0.605	0.595	0.713	0.605	0.595	0.584	0.509	0.603	0.647	0.604	0.52	0.518	0.621	0.519
FLQS3024GRWM	-0.1989845163	-0.3459977591	0.0470251148	-0.1990022307	-0.000998447099999	-0.0830030906	-0.0639981031	0.4670849653	-0.0189497755	0.0810166876	-0.048911767	-0.0109912237	-0.3429912237	-0.0919883	0.0710080883	-0.0719975871	-0.1349967272	-0.0669908797	-0.2029834844	-0.060998791	0.072022363	-0.2750034346	0.1290245988	-0.199020805	-0.0039922556	-0.0769602665	-0.126976949	-0.0629984471	-0.1230135817	0.0020022409	0.0700029288	0.3500614035	0.123867962	0.185846684	0.903815088	1.224880987	0.253778077	1.47483843	-0.134152027	0.27890536	0.527853905	-0.725133199	-0.181137325	0.848789812	0.781793681	0.768753703	0.111782848	0.390758088	0.053782719	0.057787749	-0.079146997	-0.135238043	-0.00812081799999	0.644772661	0.31878633	-0.073206964	0.390731909	0.26588305	-0.259129588	-0.407202063	-1.129124171	-0.206214186	-0.399115531	-0.261132941	0.57	0.496	0.651	0.515	0.66	0.56	0.648	0.885	0.637	0.746	0.658	0.626	0.469	0.591	0.701	0.619	0.604	0.637	0.579	0.649	0.707	0.509	0.72	0.58	0.652	0.622	0.624	0.661	0.667	0.683	0.725	0.854
FLQS301GGRWM	-0.0635172982	-0.1315132582	-0.2092862134	-0.0161997586	-0.078175519	0.0527420662	-0.0631779429	-0.076242582	-0.0892490459	0.2505481489	0.2565125974	-0.0394235715	-0.1504728588	-0.3088797951	-0.4131537033	-0.4681844068	0.2355538048	0.0945740046	-0.0771900628	-0.0662385421	0.0375174453	-0.3472611658	-0.3711205757	-0.1540729044	0.048683891	-0.1652926773	-0.00438802	-0.1490704804	0.3334576542	0.1755602687	-0.2000729044	-0.0654074117	-0.403360905	-0.143400188	-0.023461162	0.114521485	0.173470151	0.10248895	-0.354381631	-0.144369822	0.309612344	0.55840267	-0.356385005	1.273415202	0.760374955	0.282430145	-0.277476105	-0.008472008	0.627415925	1.351425325	-0.340454173	-0.473370545	0.48859692	0.632414238	1.15442171	0.306482684	0.107510399	0.823479551	-0.21235753	0.167491119	-1.125237269	0.503373991	-0.402393681	-0.01636452	0.666	0.621	0.578	0.664	0.631	0.698	0.664	0.647	0.62	0.772	0.817	0.597	0.568	0.516	0.492	0.453	0.761	0.658	0.656	0.668	0.672	0.481	0.445	0.589	0.696	0.559	0.686	0.597	0.892	0.738	0.6	0.647
FLQS301EGRWQ	0.2076927536	0.162692468	-0.0713270973	-0.0183248123	0.0066630486	-0.0653129589	-0.0643475195	0.0827124617	0.0796843277	0.0016646196	0.0587241723	-0.1893316673	0.073688612	-0.1253489476	-0.1173312389	0.0066928964	0.2747027505	-0.0663111023	-0.0503161008	0.2886831852	0.0046974664	0.2127157464	-0.0543363801	0.2016730455	0.1356871839	0.0837024648	0.269697752	-0.0683472338	-0.1193308104	0.0766639055	0.1196706177	-0.0173013911	-0.206765311	-0.556779465	0.315346903	0.899513203	-0.008543915	-0.197781992	0.254316575	-0.792945259	-0.468708193	0.123408571	0.185384814	-0.13645293	-0.011669777	-0.070273993	-0.413625296	-0.209735489	-0.142559079	0.451255413	-0.866771883	-0.667746104	-0.00467584299999	-0.602655624	-0.469744082	0.512597112	-0.211565145	-0.275529256	-0.08254442	0.52561733	-0.804728918	-0.338670788	0.559493995	1.376839738	0.787	0.782	0.627	0.623	0.68	0.654	0.632	0.755	0.738	0.671	0.695	0.591	0.712	0.619	0.64	0.69	0.816	0.622	0.693	0.847	0.679	0.808	0.672	0.749	0.752	0.729	0.81	0.618	0.657	0.73	0.707	0.601
FLQS300VGRWQ	-0.1306179569	0.0113598331	-0.0086671891	-0.1077008744	0.2674046234	-0.1247019849	0.0903346617	-0.1216379459	0.2014334964	0.2794360876	0.538520856	0.3364464523	0.0823764906	-0.1247134601	0.1433490982	0.1393857448	0.3384109162	0.2183531701	0.0103379932	0.0673302197	0.0643690873	0.4054471926	0.1493609436	0.2133368827	0.1463720486	0.141386115	-0.1166257304	0.0233113411	0.1373224462	0.2763590928	0.0833094903	0.1293276285	0.459285027	-0.519737871	0.78828595	-0.973739604	-0.080719474	0.051272949	-0.71774159	0.379280386	0.186286229	-0.06671858	-0.332734069	0.180281616	-0.468739213	-0.198735718	-0.398734656	0.321279547	-0.126720005	-0.781739688	0.131288438	0.797301075	0.646291765	0.051278177	-0.653737536	-0.318724171	-0.338711226	0.061283433	-0.070719307	-0.715724982	-0.00870739600001	0.270292212	-0.721738738	0.318286565	-0.088	0.0290000000001	-0.045	-0.00700000000001	0.131	-0.065	0.077	-0.08	0.086	0.136	0.276	0.152	0.06	-0.053	0.087	0.049	0.168	0.142	-0.00299999999999	-0.00800000000004	-0.00200000000001	0.191	0.102	0.116	0.085	0.063	-0.054	0.043	0.065	0.118	0.074	0.045
FLQS300RGRWY	0.4858736569	0.1588634535	-0.0703406138	-0.0473773459	-0.0105008066	0.2228440671	-0.0424824406	0.212010382	0.022804274	-0.1122579665	0.0219746702	0.141898145	-0.066307963	0.0745777593	0.0775624542	0.0227450945	0.025801213	0.0728430468	0.0117134641	0.2267185657	0.1557001997	0.0785675559	0.2228654942	0.0146614269	-0.0403579595	0.2689940566	0.0618297824	0.0815961253	0.2598991653	-0.1375008066	0.147582861	0.1627308098	-0.205259444	0.620739895	0.973739191	-0.254259948	0.005739565	-0.452258658	-0.330259802	0.00374075600001	-0.32926011	-0.00826017999999	-0.659258645	0.120739085	0.984738541	0.270738417	0.194739353	-0.599258561	-0.392260495	0.517740335	0.20974003	-0.458260815	-0.53025984	0.127739481	-0.787259548	-0.066261023	-0.45225991	0.061739532	0.571739461	-0.128260099	0.130741112	-0.45926028	-0.321260037	-0.784259607	0.239	0.042	-0.086	-0.017	-0.011	0.124	-0.011	0.097	0.021	-0.06	0.037	0.058	-0.084	0.017	0.023	0.0339999999999	0.025	0.00599999999997	-0.00999999999999	0.125	0.094	0.026	0.139	0.00400000000002	-0.00400000000002	0.12	-0.00299999999999	0.04	0.114	-0.05	0.08	0.11
FLQS300LGRWQ	0.093465573	-0.0556729257	0.0322548782	0.2141001722	0.0178496957	0.0851060657	-0.1121576712	-0.2550412734	-0.0528453124	0.1572622451	-0.3087863768	0.0173035001	0.1615053546	0.1920206091	0.1593035001	0.2284537859	0.0251679481	0.0313314945	0.0122371975	0.3001252198	0.0953152872	0.1011134327	0.0932489846	-0.0521444107	0.1451885756	-0.1138423656	0.0371134327	0.0090382897	-0.1530339064	0.3592563516	-0.0481576712	0.020054497	-0.652935756	0.403179464	-1.033901057	-0.709907236	0.212181555	-0.252907522	-0.183863791	0.334167581	-0.125856471	-0.377859323	0.012111682	-0.258840405	-1.464926345	1.68223194	-0.789865788	-1.186911134	-0.649859323	-0.932946594	0.343238975	0.306237739	-0.798932904	-0.723846299	-1.658907236	0.271163778	0.535240401	-0.056859418	-0.923856186	0.073154557	0.533133167	-1.189906096	-0.053841831	-0.262898205	0.0700000000001	-0.054	0.057	0.13	-0.00900000000001	0.045	-0.054	-0.147	-0.028	0.086	-0.158	0.013	0.142	0.005	0.107	0.16	0.035	0.053	-0.0189999999999	0.123	0.078	0.076	0.117	-0.0459999999999	0.037	-0.06	0.054	-0.00700000000001	-0.107	0.223	-0.028	0.014
FLQS300LGRWM	-0.2736680406	0.2093319594	-0.2667865887	0.0072273846	-0.0608767393	-0.1307099607	-0.0648249027	-0.0126982411	0.0612463163	-0.265753233	-0.0605941171	0.0612886871	-0.0697090592	-0.0608149862	-0.2097721646	0.014276066	-0.2107022979	-0.0047063546	-0.2317983083	0.209243161	-0.0687104114	-0.2667699108	0.0673630613	-0.1988762886	-0.2607379074	0.0013062664	0.0612300892	0.0732134113	0.2262900393	-0.196725737	-0.008795153	0.2483828945	0.535357632	-0.844656193	-0.045646891	-0.77766956	-0.390640823	-0.632661632	-0.185639277	0.666366333	0.079353567	-0.052645574	0.136360379	0.136363843	0.205359349	-1.049667671	0.005358175	-0.789645889	0.673377181	-0.059648666	-0.470648694	-0.925650669	-0.054650211	-0.052643399	0.070351563	-0.452644172	-0.25864941	-0.59565336	-0.257642626	-0.374648751	-0.17165897	-0.517655735	-0.12064586	0.132363242	-0.244	0.058	-0.211	-0.044	-0.095	-0.117	-0.107	-0.123	-0.059	-0.21	-0.12	-0.062	-0.128	-0.063	-0.186	-0.04	-0.218	-0.0839999999999	-0.174	0.06	-0.115	-0.211	-0.055	-0.159	-0.198	-0.055	-0.042	-0.0310000000001	0.033	-0.154	-0.083	0.03
FLQS3009GRWQ	-0.2544805416	0.332530993	0.0665134249	-0.0694984647	-0.0194938065	0.055514667	0.1855121383	0.14051551	-0.0654866195	-0.1394924756	-0.0034823606	0.0055206562	0.2685237617	-0.000492298099999	0.062511739	0.1375192809	-0.0034864421	0.3375271333	-0.0634923425	-0.2024930967	-0.1374912777	0.2605175507	0.1955159092	-0.0654900355	-0.0744941614	-0.2544836028	-0.1854821387	0.1365041528	-0.1494942501	0.1455222977	0.1355041084	0.04851551	-0.422508891	0.068492717	0.327499816	0.216484621	-0.532507615	0.664503642	0.394524937	-0.483523143	0.200525658	0.208509853	0.274536471	-0.402476062	-0.059491589	-0.338540389	0.471527931	-0.058483603	0.328513458	-0.312506728	-0.048476727	0.337529151	0.535529928	0.390524271	0.131525436	0.59954856	0.865535362	0.021517339	0.148525769	0.00752865200002	1.535531203	-0.442509612	0.201519946	0.399505971	-0.103	0.158	0.017	-0.044	0.015	-0.005	0.071	0.092	-0.041	-0.0769999999999	-0.015	0.022	0.133	0.016	0.00700000000001	0.069	-0.017	0.178	-0.029	-0.113	-0.092	0.107	0.088	-0.06	-0.0769999999999	-0.124	-0.097	0.066	-0.145	0.092	0.056	0.00400000000002
FLQS2F0LGRX5	0.0662774842	-0.2497240626	0.1462744843	-0.2077330152	0.1942740859	0.000278093499999	0.0652710392	0.3962821948	0.3952789841	-0.0027270624	-0.0377199144	-0.1267263594	0.0022736172	0.0642710627	0.2582780935	0.2052744609	0.0092790778	0.1412754452	0.0072775545	0.3202801325	0.1312764764	0.0092781404	-0.0607241564	0.0082743906	0.0562750468	0.0022789607	0.1922780935	0.01326818	0.004273711	-0.0707272968	-0.0617291248	0.1912784216	0.005747941	-0.383295686	-0.386253615	0.806769437	0.469769898	0.47176863	-0.053280068	-0.118253039	0.335754568	0.20377203	-0.655280356	-0.123239323	-0.653279261	0.472770474	0.268779638	0.340748056	-0.055254653	-0.393272634	0.34278932	-0.383260992	0.061769494	-0.124224281	0.205762118	-0.391252463	0.326767593	0.20575647	0.063765691	-0.666265948	-0.192251483	0.332770186	0.466774969	0.548801768	0.032	-0.103	0.0889999999999	-0.138	0.071	-0.023	0.034	0.198	0.175	-0.011	0.014	-0.055	0.033	0.00900000000001	0.112	0.084	0.00700000000001	0.089	-0.012	0.175	0.06	0.011	-0.039	0.023	0.011	-0.00900000000001	0.089	0.038	0.011	-0.05	-0.052	0.066
FLQS2EQUGRX5	0.3179201389	0.3159453013	0.103279962	-0.0993438592	-0.1603023412	-0.2193526661	-0.3522998249	0.0443479007	-0.1546760037	0.4271113736	-0.2317590398	0.1062145396	0.2400484674	0.0266259458	0.2911591822	0.0412673808	0.0513390938	0.0653642563	0.0862824783	-0.1584633809	-0.1634319278	0.169156666	-0.2224759621	-0.2933073736	-0.0844457672	0.0271176642	0.0483743213	0.0436951426	0.1713126732	-0.2833098899	-0.022464639	0.4998748465	-0.65684372	0.882749497	0.200712914	0.400743491	-0.059265792	-0.840864468	0.00503288	-0.122151128	0.076282957	0.065581869	0.675451917	-0.262962752	-0.525940911	0.407557844	0.658462837	-0.126240675	-0.649142392	-1.527566342	0.779412058	-0.332288724	0.2027353	0.133501059	0.332702539	0.077726564	-0.514244497	0.532504335	-0.391979132	-0.266321485	0.131688343	-0.519270706	0.323694895	-0.451060489	0.848	0.771	0.701	0.594	0.587	0.595	0.491	0.688	0.582	0.864	0.517	0.726	0.803	0.655	0.77	0.687	0.717	0.766	0.666	0.601	0.573	0.736	0.538	0.516	0.644	0.649	0.704	0.694	0.737	0.549	0.636	0.925
FLQS2DERGRX5	0.0971081328	-0.0329100029	0.2272260148	0.1610156407	0.3091063192	0.2270428443	-0.0945193622	0.2253511511	0.1020120136	0.2209884372	0.2241625399	0.1040500986	0.3644091853	0.0314897057	0.1630410307	0.3064799145	0.2963366425	0.3654218803	0.1539811829	0.1629829965	0.3522640997	0.1690428443	0.2910881835	0.1058669281	0.2831589127	0.2273420832	0.2893874224	0.1657290968	0.2221607263	0.1967581139	0.3599521658	-0.0309136301	0.182969524	-0.163023496	0.72394339	0.169976991	-1.50492659	0.375987704	-0.086992817	0.378954266	0.041051497	0.504916282	0.507921801	-0.154087613	-0.501905488	-0.031068784	-0.098041839	-1.041875458	-0.022107741	-0.430959054	0.382885766	-0.294991356	0.510921314	0.253869534	0.118886902	-0.627993791	0.517903134	0.311946799	0.039931541	-0.086066025	0.450914497	-0.766927888	-0.224030314	-0.15702934	0.702	0.655	0.738	0.733	0.884	0.756	0.622	0.754	0.71	0.746	0.747	0.72	0.864	0.679	0.746	0.863	0.807	0.861	0.719	0.756	0.809	0.733	0.798	0.744	0.775	0.758	0.801	0.747	0.748	0.795	0.848	0.655
