SN	Distance_X_LOGO_NFC_Down1	Distance_X_LOGO_NFC_Down2	Distance_X_LOGO_NFC_Down3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_NFC_Down1	Distance_Y_LOGO_NFC_Down2	Distance_Y_LOGO_NFC_Down3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_NFC_Down1	Angle_NFC_Down2	Angle_NFC_Down3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32
FLQS2EQUGRX5	-0.0688351231	-0.0589812271	-0.0689227855	-0.0589812271	-0.085877702	-0.0719227855	-0.0619227855	-0.0829069228	-0.0859378133	-0.0698935647	-0.0849369785	-0.1019085925	-0.1039394831	-0.0829661993	-0.0889411529	-0.0859687039	-0.0859687039	-0.088002934	-0.087940318	-0.1069419877	-0.0858209301	-0.1440313199	-0.0648935647	-0.0869645295	-0.0638935647	-0.0849060879	-0.1058827113	-0.0649227855	-0.0838351231	-0.0839520063	-0.0889077577	-0.0879378133	0.043895866	0.033914783	-0.00916088299999	0.033914783	0.046891542	0.033858033	0.035914783	-0.006063058	-0.00106413900002	-0.00510413399999	-0.048138724	-0.040046303	-0.044063058	-0.00609927000002	-0.048081975	-0.00407765100002	-0.00407765100002	-0.043041439	-0.00104143899998	-0.039046844	0.040896407	-0.055057113	0.03987695	0.042873707	0.029914783	-0.00212304999999	-0.03906576	-0.00210413400001	-0.00308521700001	-0.003028468	-0.00406143700002	0.046930997	0.146	0.144	0.155	0.144	0.151	0.149	0.145	0.159	0.159	0.154	0.167	0.171	0.173	0.159	0.168	0.16	0.16	0.167	0.16	0.172	0.152	0.187	0.145	0.152	0.147	0.158	0.172	0.152	0.159	0.159	0.161	0.152
FLQS2DERGRX5	-0.1991953932	-0.1972170679	-0.1982087226	-0.1972170679	-0.1991995659	-0.1972074476	-0.1982091862	-0.1982043181	-0.1992075635	-0.1992042022	-0.1982082589	-0.197204434	-0.1982089544	-0.1972126634	-0.1992087226	-0.1962121998	-0.1962121998	-0.197216952	-0.2012075635	-0.1992086067	-0.1971913365	-0.1962174156	-0.200204434	-0.1982113884	-0.197204434	-0.1992043181	-0.1992003772	-0.1992090703	-0.2001960887	-0.231213127	-0.1992029272	-0.2342072158	-0.036337816	-0.038334388	-0.03935406	-0.038334388	-0.035338263	-0.038348546	0.000666058999997	-0.035333643	-0.042332898	-0.038338412	-0.037353911	-0.036328278	-0.037333196	-0.036343777	-0.035339008	-0.037337219	-0.037337219	-0.035327979	-0.037328725	-0.039328725	-0.036338114	-0.039333196	-0.038343777	-0.035343479	-0.041333643	-0.040343032	-0.035333345	-0.035338859	-0.072327234	-0.094320528	-0.038333941	-0.080328278	-0.141	-0.142	-0.141	-0.142	-0.142	-0.141	-0.147	-0.142	-0.141	-0.141	-0.142	-0.142	-0.141	-0.142	-0.141	-0.142	-0.142	-0.142	-0.14	-0.141	-0.142	-0.142	-0.141	-0.141	-0.141	-0.14	-0.141	-0.142	-0.135	-0.121	-0.14	-0.123
FLQS2CKUGRX5	-0.0274506056	-0.0562437079	-0.0563146443	-0.0562437079	-0.0264171079	-0.0283451863	-0.0553156295	-0.0543510977	-0.0273471567	-0.028378684	-0.0563156295	-0.0543501124	-0.056313659	-0.0593067624	-0.0273442011	-0.0273097181	-0.0273097181	-0.0262732647	-0.0283471567	-0.0303412454	-0.0594831181	-0.0552446931	-0.0563510977	-0.0293116886	-0.0283776988	-0.0553510977	-0.0543855806	-0.0593107033	-0.0284466647	-0.0283067624	-0.0303836101	-0.029348142	0.074827489	0.032834116	0.0328062	0.032834116	0.036826484	0.039811622	-0.008166085	0.032834116	0.036833112	0.039826284	0.030806602	0.035840342	0.029834518	0.033818652	0.041825279	0.038826886	0.038826886	0.078833313	0.041839941	0.042839338	0.034827288	0.033835522	0.028820459	0.036819455	0.038831907	0.033820259	0.039833514	-0.011163273	0.038833915	0.043841748	-0.00615825200001	0.039839539	-0.209	-0.193	-0.193	-0.193	-0.204	-0.204	-0.187	-0.194	-0.204	-0.204	-0.193	-0.195	-0.192	-0.193	-0.204	-0.204	-0.204	-0.21	-0.204	-0.204	-0.193	-0.194	-0.192	-0.203	-0.203	-0.193	-0.194	-0.186	-0.204	-0.204	-0.195	-0.204
FLQS2C9EGRX5	-0.025544015	-0.025484694	-0.0255060623	-0.025484694	-0.0255325335	-0.0245105273	-0.0245067002	-0.0245194574	-0.0255108463	-0.0255194574	0.00748181829999	-0.0255191384	-0.0235070191	-0.0254961755	-0.025507657	0.00249393770001	0.00249393770001	-0.025485013	-0.0255105273	-0.024507657	-0.0265548586	-0.0254837373	-0.0245191384	-0.0254996837	0.0064706558	0.0044709747	-0.025530301	-0.0265067002	0.0044483307	-0.0254958566	-0.0255220088	-0.0255118031	0.00529919499999	0.053316975	-0.030719413	0.053316975	0.00930126200001	0.050275625	0.00932028399998	0.053317389	0.00931614800001	0.00730208900001	0.066255363	0.051331035	0.010319457	0.008288443	0.01130457	0.023301676	0.023301676	0.00633020800001	0.055330621	0.010331448	0.004299608	0.050314081	0.00829092399999	0.012288443	0.016315321	0.019286376	0.011316562	0.012304157	0.015310773	0.012331862	0.051317389	0.012330208	-0.143	-0.151	-0.137	-0.151	-0.143	-0.15	-0.144	-0.151	-0.144	-0.143	-0.164	-0.151	-0.144	-0.143	-0.144	-0.155	-0.155	-0.143	-0.151	-0.145	-0.142	-0.15	-0.143	-0.144	-0.156	-0.156	-0.144	-0.144	-0.155	-0.144	-0.151	-0.144
FLQS2C6NGRX5	0.0627110967	0.0635292039	0.0496011615	0.0635292039	0.0616761174	0.063607158	0.0646001621	0.0596371403	0.064607158	0.0636391391	0.0636041598	0.0636361409	0.0636001621	0.063568181	0.0626031603	0.063568181	0.063568181	0.0635302033	0.0626061586	0.0646021609	0.0617450767	0.0645292039	0.0656381397	0.063573178	0.0636381397	0.0636381397	0.0506721197	0.0636001621	0.0517080985	0.0645651827	0.0626431368	0.061607158	0.003306463	-0.036704663	-0.058659823	-0.036704663	-0.037693537	-0.0346696	0.005294663	-0.039704325	0.000295000000023	0.00330713700001	-0.036658812	0.00328353799998	-0.032706011	-0.036680726	-0.0346932	-0.00169555999997	-0.00169555999997	-0.037717137	-0.000716124999997	0.00128320100004	0.00430713700001	-0.041706685	0.004317926	-0.0366814	0.007296349	-0.036681737	-0.051704663	-0.032694211	-0.048703651	-0.036733319	-0.000704662999993	-0.037716462	0.013	0.018	0.027	0.018	0.019	0.018	0.012	0.021	0.012	0.011	0.019	0.012	0.018	0.018	0.019	0.013	0.013	0.019	0.013	0.013	0.012	0.019	0.011	0.018	0.011	0.018	0.025	0.018	0.025	0.018	0.013	0.02
FLQS2BJ4GRX5	0.0175588377	0.019441463	0.0164895998	0.019441463	0.0145357584	0.0144902592	0.0184889404	0.0175126791	0.0154889404	0.0455337802	0.0475100415	0.0175120197	0.0164889404	0.0174665206	0.0475093821	0.0164658611	0.0164658611	0.018441463	0.0204902592	0.016488281	0.0155812575	0.0164421225	0.0465318019	0.01546718	0.0155113603	0.0465331208	0.0625726852	0.017488281	0.0355779605	0.0745034474	0.0205139979	0.0184889404	0.053107211	0.052107451	0.051106363	0.052107451	0.00910717100001	0.013106579	0.007107459	0.052107435	0.012107451	0.015107115	0.018106299	0.052107699	0.010107451	0.052106915	0.016107147	0.014107227	0.014107227	0.050107771	0.060107691	0.00610773900002	0.00910721099999	0.00710749899997	0.016106883	0.012106883	0.011107427	0.013106875	0.001107491	0.011107211	0.001107491	0.055107771	0.056107427	0.011107715	0.011	0.00999999999999	0.011	0.00999999999999	0.019	0.018	0.017	0.011	0.017	0.00700000000001	0.006	0.01	0.017	0.011	0.00699999999999	0.017	0.017	0.01	0.009	0.018	0.018	0.018	0.006	0.018	0.017	0.00700000000001	0.00399999999999	0.017	0.013	-0.00899999999999	0.00900000000001	0.017
FLQS224TGRWM	5.1092952297	5.0946033731	5.0960061057	5.0946033731	5.0717788885	5.1328184871	5.0969320957	5.1360387881	5.134744477	5.1322608182	5.1295224469	5.1359647781	5.0978580857	5.0974897645	5.1013021459	5.1309320957	5.1008598147	5.0958994133	5.100598186	5.1334484369	5.1090318719	5.1258976842	5.1331127982	5.1281541258	5.1340387881	5.1351127982	5.1385551293	5.0924880355	5.1412935006	5.0985637746	5.1044845774	5.1027462061	0.011825965	0.014823494	-0.082191991	0.014823494	-0.068175682	-0.025187378	-0.073169751	-0.022170905	-0.029170246	-0.068176341	-0.028199899	-0.023165139	-0.075161844	-0.031180954	-0.032175353	-0.027174694	-0.035173376	-0.03116135	0.01983585	-0.025164809	-0.02717387	-0.022168434	-0.027182272	-0.026180954	-0.026171564	0.020811633	-0.02117041	-0.077166457	-0.02716761	0.00384013300001	-0.025171069	-0.027164809	-0.275	-0.275	-0.259	-0.275	-0.25	-0.28	-0.26	-0.28	-0.279	-0.271	-0.277	-0.28	-0.26	-0.268	-0.268	-0.279	-0.268	-0.268	-0.276	-0.279	-0.267	-0.279	-0.278	-0.278	-0.279	-0.287	-0.28	-0.259	-0.279	-0.275	-0.269	-0.269
FLQS224LGRWM	0.1200752362	0.0925858952	0.0893943981	0.0925858952	0.0911767877	0.0913827922	0.0883943981	0.0912870436	0.0913798907	0.0912812407	0.0903943981	0.1192870436	0.0903914966	0.0914930481	0.1193885951	0.0914872452	0.0914872452	0.0905916981	0.0913740878	0.0913885951	0.1209736847	0.0915945996	0.1172870436	0.0914814422	0.1182870436	0.1202870436	0.1201883936	0.0893914966	0.1210781377	0.0904872452	0.0912696348	0.0913711863	0.070510941	0.149508042	0.104472204	0.149508042	0.113510678	0.070491704	0.069518847	0.107519374	0.072518847	0.066510151	0.107472467	0.075527543	0.10650936	0.070500137	0.154499873	0.069511205	0.069511205	0.109528861	0.108528597	0.108528334	0.076510151	0.105519637	0.073501191	0.0735004	0.07451911	0.111491177	0.146509624	0.103500927	0.114509624	0.107530442	0.112519637	0.150518056	-0.134	-0.137	-0.129	-0.137	-0.131	-0.124	-0.123	-0.13	-0.124	-0.124	-0.13	-0.134	-0.129	-0.124	-0.146	-0.124	-0.124	-0.13	-0.13	-0.13	-0.135	-0.129	-0.133	-0.124	-0.133	-0.14	-0.145	-0.129	-0.141	-0.129	-0.131	-0.137
FLQS200ZGRX8	-0.046331849	-0.0744092184	-0.0403630532	-0.0744092184	-0.0753463825	-0.0433626258	-0.073364763	-0.0753630532	-0.0733758769	-0.0723613434	-0.0723771593	-0.0743643356	-0.042364763	-0.0423788691	-0.0713771593	-0.0413792965	-0.0413792965	-0.072408791	-0.0733771593	-0.0773792965	-0.075317743	-0.070408791	-0.0733621983	-0.072389128	-0.0733621983	-0.0723613434	-0.0773493747	-0.0743651905	-0.0753339863	-0.0723929751	-0.0463476648	-0.0433630532	-0.076357838	-0.074363671	-0.029320742	-0.074363671	-0.033347573	-0.07234034	-0.034353172	-0.075364138	-0.033354805	-0.037347106	-0.076332874	-0.03237207	-0.032354339	-0.03233824	-0.038348039	-0.033348739	-0.033348739	-0.03437347	-0.033372304	-0.078372304	-0.075358538	-0.039365304	-0.037339873	-0.03534034	-0.036355039	-0.04133964	-0.073365771	-0.035346639	-0.037367871	-0.037375103	-0.076364604	0.007626996	0.008	0.017	-0.00200000000001	0.017	0.011	0.006	0.01	0.017	0.01	0.01	0.017	0.01	0.0	0.0	0.01	-0.001	-0.001	0.00999999999999	0.01	0.019	0.018	0.01	0.011	0.01	0.01	0.011	0.017	0.011	0.011	0.01	0.00700000000002	-0.00700000000001
FLNS2037GRWV	0.0313555136	0.0403702758	0.0393643709	0.0403702758	-0.016641534	-0.0166356291	-0.0166356291	0.0203626838	-0.0166356291	-0.0166385815	-0.0166356291	0.0363614185	-0.0166356291	-0.0166326767	-0.0286346168	-0.02963158	-0.02963158	0.0403702758	0.0213652145	0.0233655519	-0.0166474389	0.0413702758	-0.0106344481	-0.0166326767	-0.0166385815	0.0223626838	0.038358466	0.0383643709	-0.00964052170001	0.0383673233	0.0183621777	0.0183650457	0.096470285	0.015475943	0.0264684	0.015475943	0.066470285	0.066466514	-0.00352405699999	0.010476697	-0.00352782900001	0.066470285	-0.0035316	0.025477829	-0.00352405699999	0.0664684	-0.01452535	-0.018525135	-0.018525135	0.017477829	0.007478152	0.00947820599998	0.066470285	0.023475943	0.00647297999998	0.0664684	-0.00352405699999	0.00647524199999	0.022475943	0.023474057	0.010476428	0.031477829	0.010476428	0.011478368	0.099	0.11	0.108	0.11	0.12	0.12	0.131	0.117	0.132	0.121	0.132	0.109	0.131	0.121	0.138	0.138	0.138	0.11	0.118	0.116	0.121	0.108	0.128	0.121	0.132	0.116	0.109	0.109	0.128	0.108	0.118	0.117
