SN	Distance_X_LOGO_Camera_RU1	Distance_X_LOGO_Camera_RU2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Camera_RU1	Distance_Y_LOGO_Camera_RU2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Camera_RU1	Angle_Camera_RU2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32
FLQS2044GRWY	-0.0254307063	-0.0264857759	-0.028512535	-0.0614318698	-0.0274458311	-0.0284586289	-0.0264171328	-0.0604171328	-0.0283713708	-0.0273717587	-0.0273574095	-0.026391925	-0.0633031156	-0.0253376311	-0.0293632268	-0.0253345285	-0.0633166891	-0.0613329773	-0.0263159135	-0.0263496533	-0.0293333651	-0.0273500411	-0.0613504289	-0.0613038913	-0.0623104841	-0.024377188	-0.0303333651	-0.0253225063	-0.0273779637	-0.0293225063	-0.0273500411	-0.0303349164	-0.00668107600001	-0.00668968799999	-0.00669230700001	-0.00269349799999	-0.00769087899999	-0.005692307	-0.00669504599998	-0.00169623599999	-0.00769492700002	-0.00669076	-0.006693458	-0.005686672	-0.00368754499999	-0.00568647299997	-0.006690918	-0.00668365600001	-0.00268611600001	-0.002691752	-0.00669167199999	-0.006693657	-0.00669492700001	-0.00669234700001	-0.00268790200002	-0.003693419	-0.00269206899998	-0.00669230700001	-0.007696356	-0.006695006	-0.00568385399998	-0.006693617	-0.00568810100003	-0.00669373600002	-0.046	-0.045	-0.045	-0.035	-0.045	-0.045	-0.046	-0.035	-0.045	-0.046	-0.045	-0.046	-0.034	-0.046	-0.045	-0.046	-0.034	-0.035	-0.046	-0.046	-0.044	-0.045	-0.035	-0.034	-0.034	-0.047	-0.045	-0.046	-0.046	-0.045	-0.046	-0.045
FLQS312SGRWV	-0.029007495	0.0060578059	0.0040827523	0.00401818509999	-0.0279924538	0.00603249260001	0.0049921382	0.00700461140001	0.00495288430001	0.0059532511	0.0039389437	0.0039675586	-0.0191131503	0.0059169321	0.00194114479999	-0.0310977422	-0.0170999434	0.0129283047	0.0189125298	-0.0280838016	0.00591436409999	0.0039283047	-0.0270705947	-0.0261109491	0.0039033584	0.0049543517	-0.0280973754	0.0059026246	0.00395471859999	0.0039026246	0.0039279379	0.003914731	0.00747832900001	0.00249275100001	0.000497316000008	0.00149963100003	0.00549460299999	0.00149724900001	0.000501946000014	0.00150426200003	0.000501880000002	0.000494933999988	0.000499631000025	0.000488053999987	-0.030510358	0.00248772299997	0.000494933999988	0.00548289399998	-0.031512608	-0.032503081	-0.032503214	0.00549936600001	0.002501946	0.000497316000008	0.00349017100001	0.004499366	0.00149724900001	0.000497249000006	0.00450406300001	0.00250188000001	0.001483423	0.00149956500002	-0.000509631	0.000499697000038	-0.006	-0.018	-0.016	-0.016	-0.00699999999999	-0.017	-0.016	-0.018	-0.017	-0.017	-0.016	-0.017	-0.004	-0.017	-0.015	-0.00500000000001	-0.00399999999999	-0.014	-0.016	-0.00699999999999	-0.017	-0.016	-0.00600000000001	-0.00699999999999	-0.016	-0.016	-0.006	-0.017	-0.016	-0.017	-0.016	-0.016
FLQS31J6GRWY	0.2135247454	0.2177416468	0.2107794217	0.2446063881	0.2446051695	0.2126514743	0.2445186527	0.2455600833	0.2123638972	0.2123651158	0.2113224666	0.2444321359	0.2131859894	0.21322742	0.2123127183	0.2122262014	0.2112262014	0.2122664135	0.2132262014	0.2443041884	0.2142664135	0.2142688506	0.2123492747	0.2121908636	0.2432188901	0.2133517118	0.2132651949	0.2452188901	0.2113907053	0.2442188901	0.2142700691	0.2122237643	0.060217271	0.016192236	0.057189637	0.055186267	0.056193007	0.058189733	0.057182993	0.057179527	0.058182993	0.058193103	0.05718617	0.05520302	0.059200517	0.060203791	0.059193392	0.060210531	0.058203791	0.059190214	0.059190407	0.056186267	0.058182704	0.060190118	0.059199939	0.058186363	0.056189637	0.060190022	0.058179334	0.0561828	0.05920976	0.057186459	0.060200228	0.059186459	-0.151	-0.146	-0.15	-0.161	-0.161	-0.15	-0.161	-0.161	-0.15	-0.15	-0.15	-0.161	-0.151	-0.151	-0.15	-0.151	-0.15	-0.151	-0.151	-0.161	-0.151	-0.151	-0.15	-0.151	-0.161	-0.151	-0.151	-0.162	-0.151	-0.161	-0.152	-0.15
FLQS31FWGRWY	0.0188291953	0.0188354961	0.0178386465	0.0208307705	0.0208307705	0.0188326607	0.0128274851	0.0188292853	0.0208232095	0.0188232095	0.0508233896	0.0188242897	0.0178166387	0.0188182139	0.0118211843	0.0178181689	0.0168181689	0.0188196991	0.0148166387	0.0128195191	0.0198182139	0.0178195641	0.0178213193	0.0188167737	0.0178163687	0.0118227145	0.0518196091	0.0188163687	0.0188228045	0.00981636869999	0.0178196541	0.0198180339	-0.002896752	-0.001908611	-0.00291456799997	-0.00191429200001	-0.002910431	-0.003914458	0.030083667	-0.00392030500001	-0.00291638799999	-0.00391059700002	-0.00391462299999	-0.00390469499999	-0.003906239	-0.00290447399999	0.032089403	-0.00390061299998	-0.00390430900001	-0.00291219600001	-0.00391186499999	0.034085542	-0.00291644399999	-0.003912472	-0.00390646000002	-0.00291445799999	-0.003912582	0.032087528	-0.00391842899998	-0.003916444	-0.00390088899996	0.032085653	-0.00390651500001	-0.00391451299998	0.00399999999999	0.00399999999999	0.005	0.00399999999999	0.004	0.005	0.00200000000001	0.005	0.005	0.00399999999999	-0.006	0.00400000000002	0.006	0.004	0.001	0.00500000000001	0.005	0.00399999999999	0.005	0.001	0.004	0.00500000000001	0.00500000000001	0.00399999999999	0.00500000000001	0.00200000000001	-0.006	0.004	0.00399999999999	0.00200000000001	0.00399999999999	0.00399999999999
FLQS31CRGRWY	0.0512637251	0.0563514953	0.0503698658	0.0812979146	0.0492979146	0.0503173057	0.0852611736	0.0842780132	0.0572116753	0.0522121856	0.0831953459	0.0502096341	0.0781351315	0.0511387035	0.0821897327	0.0801545226	0.0491387035	0.0501560534	0.0511381932	0.0831708519	0.0511545226	0.0491723828	0.0511882018	0.051123905	0.0831356418	0.0852075929	0.0501540123	0.0491356418	0.0491917739	0.082136152	0.0841728931	0.083153502	0.108693204	0.072771647	0.109795867	0.104808881	0.108783577	0.108795506	0.107821172	0.106834185	0.074821533	0.108783577	0.107808519	0.107744536	0.142742728	0.107743813	0.106783577	0.103719593	0.108742367	0.10779406	0.108792975	0.106809242	0.108821895	0.109795506	0.108744174	0.108808881	0.107796229	0.108795506	0.108834547	0.108821895	0.108719593	0.106808158	0.107757188	0.107809242	0.196	0.199	0.196	0.187	0.196	0.196	0.185	0.185	0.198	0.195	0.186	0.196	0.181	0.195	0.185	0.186	0.196	0.197	0.196	0.185	0.196	0.197	0.196	0.196	0.185	0.184	0.196	0.196	0.197	0.185	0.185	0.186
FLQS319LGRWY	0.3375483373	0.3406726242	0.371760771	0.3415809516	0.3395809516	0.3396118029	0.3425174859	0.3405465743	0.3394266947	0.3374258132	0.3383931989	0.3414566646	0.3242856599	0.3733332591	0.3423967248	0.3383306147	0.3373270888	0.3363605846	0.3372944745	0.3413623476	0.3393323776	0.341363229	0.3413958433	0.3383015263	0.3423024077	0.3404240503	0.3413332591	0.3413015263	0.3414275762	0.3423015263	0.340363229	0.3413323776	0.076571573	0.076553077	0.074546912	0.077544134	0.076550299	0.076547173	0.076541095	0.076537969	0.077541182	0.076550212	0.077544221	0.077559329	0.112559677	0.073559503	0.075550212	0.077565581	0.078559763	0.07754752	0.077547954	0.077544134	0.077541008	0.076547173	0.076556377	0.076544047	0.076547173	0.076547173	0.078538056	0.077541095	0.077565408	0.077544221	0.076556377	0.076544047	-0.313	-0.314	-0.324	-0.314	-0.314	-0.314	-0.314	-0.314	-0.314	-0.313	-0.313	-0.315	-0.314	-0.325	-0.315	-0.313	-0.313	-0.313	-0.313	-0.314	-0.313	-0.314	-0.314	-0.314	-0.314	-0.314	-0.315	-0.315	-0.315	-0.314	-0.314	-0.315
FLQS319HGRWY	-0.0826323829	-0.0756569933	-0.1136687045	-0.0816381536	-0.0806383233	-0.0756457913	-0.080626103	-0.0806318737	-0.0816094697	-0.0826094697	-0.0806047174	-0.0766152405	-0.083585029	-0.0825907998	-0.0826021715	-0.0825907998	-0.0685907998	-0.0825964007	-0.05159063	-0.0805960613	-0.07959063	-0.081596231	-0.0806026806	-0.0835851988	-0.0815843501	-0.0816081119	-0.07959063	-0.0795841804	-0.0826081119	-0.0845840107	-0.0805965705	-0.0805901208	0.046488678	0.00850201599999	0.012505468	0.045505416	0.04650165	0.00750541599999	0.043507246	0.044509129	0.045507299	0.046501807	0.043505573	0.00849814499998	0.047497727	0.046496053	0.044501859	0.047492339	0.00849584400001	0.046503323	0.044503219	0.044505468	0.046507351	0.043503585	0.045497936	0.046505468	0.04450369	0.045503585	0.045509182	0.045507351	0.047492601	0.044505311	0.044497988	0.04550552	0.151	0.154	0.166	0.151	0.15	0.154	0.151	0.15	0.151	0.151	0.151	0.154	0.151	0.151	0.151	0.151	0.152	0.151	0.141	0.151	0.15	0.151	0.151	0.151	0.151	0.15	0.151	0.15	0.151	0.152	0.151	0.15
FLQS317CGRWY	-0.1941221082	-0.1972204727	-0.197269655	-0.1951474019	-0.2271481045	-0.2261726957	-0.2250968145	-0.194120703	-0.1940300671	-0.1930307697	-0.1930061786	-0.2260469296	-0.1929253791	-0.1959492677	-0.1949998551	-0.1939492677	-0.2039422416	-0.1949731562	-0.2658979776	-0.1959731562	-0.2259506729	-0.2259738588	-0.1959984499	-0.192931	-0.1949246765	-0.1950230411	-0.2259513755	-0.1949246765	-0.2270230411	-0.1939246765	-0.1939738588	-0.1939499703	-0.030659685	-0.029617314	-0.028603652	-0.029596921	-0.024610978	-0.025604048	-0.025589991	-0.029582665	-0.026589793	-0.027610582	-0.027596327	-0.024631372	-0.029625036	-0.029631768	-0.027610978	-0.029645825	0.00636090700002	-0.029604246	-0.042601673	-0.029596525	-0.026589397	-0.02660385	-0.02862464	-0.028596525	-0.026603652	-0.02860385	-0.025582665	-0.027589793	-0.024645231	-0.028596921	-0.026625036	-0.027596723	0.016	0.016	0.016	0.016	0.026	0.026	0.025	0.016	0.015	0.015	0.015	0.026	0.016	0.016	0.016	0.016	0.013	0.016	0.041	0.016	0.026	0.025	0.016	0.015	0.015	0.016	0.026	0.016	0.026	0.016	0.016	0.015
FLQS3160GRWY	0.2200610898	0.2192611436	0.2223070383	0.2541399345	0.2561411113	0.255187006	0.2220128415	0.2220528523	0.2509398807	0.2529422343	0.2529092843	0.2559740075	0.2237351198	0.2197716002	0.2548916325	0.219772777	0.2187763073	0.2208116109	0.218772777	0.2208045502	0.2538080806	0.2558492681	0.255893986	0.2197386501	0.2557657162	0.2218892789	0.2548092574	0.2207209983	0.2549339968	0.2187233519	0.2208104342	0.2197645395	0.116470933	0.114465201	0.074460514	0.111460672	0.113462984	0.113461939	0.114459659	0.113458487	0.113459596	0.114462952	0.112460704	0.113466309	0.076465454	0.115466436	0.113462889	0.115468684	0.114466562	0.115462066	0.114462129	0.115460736	0.149460672	0.113461844	0.112465232	0.113460672	0.113461812	0.114461876	0.113458424	0.114459564	0.113468431	0.114460799	0.114465264	0.114460672	0.143	0.144	0.148	0.132	0.131	0.132	0.143	0.142	0.133	0.132	0.133	0.132	0.147	0.142	0.132	0.143	0.144	0.143	0.143	0.143	0.127	0.131	0.131	0.144	0.132	0.143	0.132	0.143	0.132	0.144	0.143	0.143
FLQS3126GRWV	0.3377021421	0.3643752726	0.3323009841	0.340631568	0.3396278536	0.3605071347	0.3617077137	0.3546612834	0.3709008639	0.3299602947	0.3679677235	0.3698377186	0.338233305	0.3381534448	0.3420215827	0.373094014	0.3391683025	0.3380921568	0.3271924463	0.3630290116	0.3690977285	0.362032726	0.3360271544	0.3402221617	0.3621590165	0.3619008639	0.3690977285	0.3691627309	0.3708990067	0.3621608737	0.3390902996	0.3620977285	0.144602183	0.177572774	0.17856383	0.145559222	0.145568708	0.175563423	0.174553936	0.205553123	0.142553936	0.176568437	0.142558544	0.141582396	0.142578873	0.14558348	0.147568708	0.14159256	0.143583616	0.145564643	0.138563965	0.177558951	0.140553665	0.176563423	0.142577924	0.143558951	0.176563559	0.175563423	0.141549058	0.140553936	0.141591883	0.176558815	0.14457806	0.174558544	-0.28	-0.294	-0.282	-0.281	-0.281	-0.292	-0.292	-0.294	-0.29	-0.281	-0.289	-0.29	-0.28	-0.28	-0.282	-0.29	-0.28	-0.28	-0.275	-0.293	-0.29	-0.292	-0.279	-0.28	-0.292	-0.292	-0.29	-0.289	-0.29	-0.293	-0.28	-0.292
FLQS3115GRWV	0.0745948814	0.0426477263	0.0716741488	0.0706069602	0.0716077152	0.0736216813	0.0695797829	0.0695922392	0.0705424139	0.0725427914	0.0725288252	0.0705537379	0.0424752254	0.0715016479	0.0715284478	0.0404891916	0.0424880592	0.0745141042	0.0754876817	0.0715137267	0.0415012704	0.0405141042	0.0695273154	0.0724888141	0.0694873042	0.0695397717	0.0695012704	0.0724873042	0.0415412816	0.0714876817	0.0705141042	0.0705008929	-0.111770962	-0.107943641	-0.109999843	-0.111028351	-0.110971335	-0.108999028	-0.11005686	-0.109085368	-0.109056045	-0.10897052	-0.109029166	-0.10988581	-0.105906173	-0.111883366	-0.109969706	-0.107823091	-0.105878479	-0.110996585	-0.109991698	-0.110027537	-0.10805686	-0.108999028	-0.109913503	-0.109027537	-0.110999843	-0.110999028	-0.110085368	-0.109056045	-0.106828793	-0.110027537	-0.109912689	-0.111028351	-0.043	-0.033	-0.042	-0.042	-0.042	-0.043	-0.041	-0.042	-0.042	-0.043	-0.043	-0.042	-0.033	-0.042	-0.042	-0.033	-0.034	-0.043	-0.043	-0.042	-0.033	-0.032	-0.042	-0.043	-0.042	-0.041	-0.041	-0.043	-0.033	-0.043	-0.042	-0.041
FLQS310RGRWV	0.1632062195	0.1605043262	0.2006791558	0.163275703	0.1942801858	0.1603563936	0.1631143219	0.1951905297	0.1598744917	0.1608767331	0.1628027667	0.1619641478	0.1694844873	0.2036570755	0.1618027667	0.1616525927	0.1705629365	0.1696525927	0.1615584537	0.1637243176	0.1646481098	0.1617243176	0.1628072495	0.1925606951	0.1625696607	0.1628812159	0.1646481098	0.1654979358	0.1608856987	0.1625696607	0.162726559	0.1956458684	0.080294299	0.117252115	0.037218416	0.080219359	0.075235855	0.079227843	0.077211111	0.074202627	0.077211346	0.078236091	0.077219594	0.079260835	0.041255415	0.038261778	0.076234912	0.081278745	0.041263663	0.043230199	0.07823067	0.079219123	0.078211111	0.078227136	0.079252587	0.075219359	0.077227136	0.076227136	0.077202863	0.079211818	0.080277095	0.078219594	0.077252115	0.075218652	0.133	0.129	0.127	0.133	0.124	0.134	0.134	0.123	0.135	0.134	0.133	0.133	0.136	0.126	0.134	0.133	0.136	0.136	0.134	0.133	0.133	0.133	0.133	0.124	0.133	0.134	0.133	0.132	0.134	0.133	0.133	0.123
FLQS3106GRWV	-0.08927617	-0.1292563005	-0.1252458794	-0.1322713068	-0.1232710289	-0.1262651931	-0.1172799216	-0.1172753363	-0.1232965953	-0.1232964563	-0.1323014585	-0.1242904816	-0.1263214669	-0.0893097953	-0.1253004858	-0.1253103511	-0.0903117406	-0.0883056269	-0.0903118795	-0.1243042374	-0.1233103511	-0.125305349	-0.124300069	-0.1243163259	-0.1243146585	-0.1252956227	-0.1243103511	-0.1223147974	-0.1232953448	-0.1243149364	-0.09430521	-0.1253103511	-0.102380767	-0.060535214	-0.098608148	-0.062608863	-0.09655738	-0.098608863	-0.131657485	-0.132683226	-0.098631744	-0.098556665	-0.066608148	-0.097482302	-0.097497317	-0.101478726	-0.09956024	-0.098427959	-0.100475151	-0.101578116	-0.101575256	-0.097633174	-0.097632459	-0.101584551	-0.097506613	-0.097606718	-0.098583121	-0.098584551	-0.09765677	-0.096631744	-0.100432249	-0.097607433	-0.102508043	-0.097608863	-0.01	-0.00199999999998	0.00200000000001	-0.001	0.001	0.003	0.00399999999999	0.005	0.001	0.000999999999991	0.0	0.002	0.003	-0.00899999999999	0.00299999999999	0.00300000000001	-0.009	-0.01	-0.009	0.00199999999998	0.002	0.00300000000001	0.00200000000001	0.00200000000001	0.002	0.00200000000001	0.00199999999998	0.000999999999991	0.001	0.00199999999998	-0.00700000000001	0.002
FLQS30ZQGRWV	-0.0869306958	-0.0839623168	-0.0839777956	-0.0849386563	-0.0859388774	-0.0849470591	-0.0849231775	-0.0829309169	-0.0868995171	-0.0858995171	-0.0848917777	-0.0869074776	-0.0878645792	-0.0858771834	-0.0848924411	-0.0868760778	-0.0578714341	-0.086883596	-0.0768670116	-0.0848844805	-0.0858762989	-0.0858842594	-0.0858922199	-0.0848685595	-0.084869444	-0.0848997382	-0.0868762989	-0.0838690017	-0.0859001805	-0.0858690017	-0.0858842594	-0.0838767411	0.01407828	0.014108156	0.014117694	0.015122603	0.016112504	0.015117554	0.014127372	0.015132422	0.014127372	0.015112645	0.015122323	0.014098057	0.014097216	0.014097636	0.014112645	0.014087818	0.013092026	0.014117133	-0.021883428	0.012122744	0.012127793	0.014117694	0.014102966	0.013122744	0.013117554	0.014117694	0.012132562	0.014127513	0.015088239	0.013122603	0.014102826	0.013122744	0.074	0.072	0.073	0.073	0.073	0.073	0.072	0.072	0.073	0.073	0.073	0.074	0.074	0.073	0.073	0.074	0.064	0.074	0.076	0.074	0.074	0.073	0.073	0.073	0.073	0.073	0.074	0.073	0.074	0.074	0.073	0.073
FLQS30YUGRWV	0.0316987179	0.0296665996	0.0316508822	0.0326909731	0.0316909731	0.0336823171	0.0327071461	0.0416978067	0.0327301528	0.033729925	0.0317381254	0.0317230913	0.02976341	0.0327545262	0.0347383532	0.0317549818	0.0297556652	0.0317474648	-0.00423659	0.031747237	0.030754754	0.0327467814	0.0337383532	0.031762271	0.0327629544	0.0337310639	0.031754754	0.0307631822	0.0327308361	0.0327629544	0.0317467814	0.032754754	0.150882819	0.192035747	0.152084827	0.152109011	0.15205922	0.152084115	0.152133195	0.116184408	0.152133906	0.15105922	0.150109722	0.151983823	0.151004451	0.150980978	0.153058509	0.151930476	0.150979555	0.151079848	0.15507558	0.151109011	0.151133906	0.152083404	0.152008007	0.151109011	0.151084115	0.152083404	0.152158801	0.150133906	0.151934032	0.152108299	0.152008007	0.153109011	0.217	0.213	0.217	0.217	0.217	0.217	0.217	0.22	0.217	0.217	0.218	0.218	0.218	0.218	0.217	0.218	0.218	0.217	0.229	0.217	0.218	0.217	0.217	0.217	0.217	0.217	0.218	0.218	0.217	0.217	0.218	0.217
FLQS30X6GRWY	0.0021019088	-0.0010322036	-0.0310956351	-0.0399289008	-0.0089316193	-0.0329705844	-0.000871812399993	-0.031902622	0.0002242411	0.000223334899999	-0.0037358877	-0.0408020377	0.003361072	0.000322106899993	-0.0307458555	0.0023248254	0.0023302624	0.0012940158	0.0023628843	0.000285860299996	-0.000680611599996	-0.0317141397	-0.0027404185	-0.000638928000001	-0.0316507082	-0.0327766651	0.0003239192	-0.0076434588	-0.0407712281	-0.0326507082	0.0052858603	0.000318482200001	-0.00511232999997	-0.00613549100001	-0.00114144200001	0.032858375	0.029864967	-0.00314153299999	-0.00514775799999	-0.002151054	-0.00314757500001	-0.004138146	-0.00414144199999	0.033874579	-0.00412771000001	-0.00612505500001	-0.00213832899999	-0.00511846399999	-0.00412450600001	-0.00513768799999	-0.004137047	-0.00514473699999	-0.00414775799999	-0.00214144200001	-0.00512853400002	-0.00414135	-0.00214144200001	-0.00114135000001	-0.00414775799999	0.031855446	0.034880987	-0.00214455399998	-0.038131738	-0.00614482899999	-0.134	-0.134	-0.124	-0.126	-0.136	-0.123	-0.133	-0.124	-0.134	-0.134	-0.132	-0.126	-0.135	-0.134	-0.124	-0.135	-0.135	-0.134	-0.135	-0.134	-0.134	-0.123	-0.133	-0.133	-0.124	-0.124	-0.134	-0.136	-0.126	-0.123	-0.131	-0.134
FLQS30X6GRWV	0.2297283214	0.1967654996	0.1637755908	0.230737616	0.197737616	0.2297564706	0.1977187613	0.2357291181	0.2286935333	0.2286932677	0.230685301	0.2306999067	0.2276536995	0.2296629941	0.2306818487	0.2306629941	0.2276627285	0.231672023	0.1986547617	0.1956717575	0.1996637907	0.229672023	0.1976818487	0.228655824	0.196653434	0.1966903466	0.2006637907	0.197653434	0.1966908777	0.196653434	0.228672023	0.2306629941	-0.054365409	-0.052568723	-0.051633973	-0.05566707	-0.05159993	-0.055634919	-0.052699222	-0.090767309	-0.053701114	-0.054601821	-0.056669907	-0.054500637	-0.055529006	-0.0544978	-0.055600875	-0.054431605	-0.054495909	-0.05563019	-0.052625462	-0.054668016	-0.052701114	-0.055633027	-0.051532789	-0.054668016	-0.054634919	-0.052633027	-0.051734211	-0.053701114	-0.050435387	-0.053666125	-0.054532789	-0.055668016	-0.346	-0.335	-0.323	-0.345	-0.335	-0.345	-0.335	-0.342	-0.345	-0.345	-0.345	-0.346	-0.345	-0.346	-0.345	-0.346	-0.344	-0.345	-0.335	-0.334	-0.336	-0.345	-0.335	-0.345	-0.334	-0.335	-0.336	-0.335	-0.334	-0.334	-0.346	-0.345
FLQS30WFGRWV	0.0483288517	0.0543978289	0.0234131158	0.0203456299	0.0203471213	0.0193594254	0.0153172933	0.0463295974	0.0232788898	0.0222785169	0.0242643486	0.0202941766	0.0572199795	0.0502393677	0.02126845	0.0092367577	0.0452326564	0.0532505532	0.0252192338	0.0212554002	0.0212408591	0.0222542817	0.0152650943	0.0452218437	0.0222304193	0.022280754	0.0212408591	0.0212293007	0.0212814997	0.0222289279	0.0152516717	0.0202416048	0.048644953	0.011672681	0.017679449	0.016683597	0.016675628	0.016679558	0.050683488	0.047687418	0.016686981	0.016675519	0.015683379	0.017664275	0.012663511	0.051659909	0.016675628	0.054652267	0.04965969	0.050675083	0.073674646	0.01668327	0.017687091	0.017679667	0.053664275	0.048679558	0.01667934	0.017679558	0.017690911	0.017686981	0.017656634	0.01768327	0.053664275	0.017683161	0.065	0.068	0.078	0.079	0.079	0.079	0.075	0.065	0.079	0.079	0.078	0.079	0.067	0.064	0.079	0.077	0.066	0.063	0.069	0.079	0.079	0.078	0.076	0.066	0.078	0.078	0.079	0.079	0.079	0.079	0.076	0.079
FLQS30VBGRWV	0.1238744313	0.1200100267	0.0900489107	0.119905339	0.0898754283	0.119942229	0.1208345502	0.1208674521	0.1227278685	0.1237288655	0.1196919756	0.1207667525	0.0775414247	0.1235952641	0.1196959637	0.1236281659	0.0755733295	0.0886251748	0.1105733295	0.1216600707	0.1186231808	0.1186590737	0.1196969607	0.089555383	0.121592273	0.1207298625	0.1186231808	0.1195892819	0.1207328536	0.120591276	0.1186600707	0.1216251748	-0.007987875	-0.00701488000001	-0.004022918	-0.00802769100002	-0.00401839700001	-0.00802329500002	-0.00603183600003	-0.00603635799999	-0.00603171100002	-0.008018773	-0.005027189	-0.00800558500001	0.033996173	-0.00700458	-0.007018899	-0.006996165	0.035000695	-0.00402203900001	0.029983111	-0.006027566	-0.00603183600003	-0.00702329500001	-0.007009856	-0.005027189	-0.00502304400001	-0.00702329500001	-0.00603623199999	-0.00503183600003	-0.007996918	-0.00502731400002	-0.00700998100001	-0.00502769100001	-0.086	-0.085	-0.075	-0.084	-0.075	-0.085	-0.085	-0.085	-0.086	-0.086	-0.086	-0.085	-0.077	-0.087	-0.085	-0.086	-0.076	-0.075	-0.088	-0.085	-0.085	-0.085	-0.084	-0.075	-0.086	-0.086	-0.085	-0.086	-0.086	-0.086	-0.085	-0.086
FLQS30UFGRWV	0.0210633535	-0.0050969391	-0.00319228560001	-0.005949083	-0.0059532285	0.026951425	0.0291034267	-0.0038965733	-0.0026948257	0.0292568102	-0.0096395524	-0.0057597718	-0.0094820234	0.0234461213	0.0272955015	-0.0165442059	-0.0165303875	-0.0145911882	-0.0034820234	0.0273452475	0.02140743	0.0273438656	-0.0116533707	-0.0134861689	0.0274378303	0.0292471373	0.02040743	-0.0045124237	0.017258192	-0.0045165692	-0.0106036247	-0.005559406	-0.01278488	-0.04588015	-0.045905402	-0.046919176	-0.045891246	-0.050906933	-0.049933333	-0.044945194	-0.044930655	-0.048892394	-0.015905402	-0.045851454	-0.046847246	-0.013835767	-0.048893541	-0.008808219	-0.00783347200002	-0.00988856700002	-0.044886272	-0.048919942	-0.014919559	-0.047906933	-0.00985068899999	-0.00990425400002	-0.047906168	-0.04890655	-0.01493295	-0.045931802	-0.012812045	-0.044918028	-0.010851837	-0.044919176	-0.00899999999999	0.005	0.00500000000001	0.006	0.005	-0.005	-0.00600000000001	0.004	0.005	-0.006	0.003	0.006	0.006	-0.009	-0.00500000000001	0.004	0.004	0.00300000000001	0.00399999999999	-0.00599999999999	-0.00800000000001	-0.00599999999999	0.00200000000001	0.00200000000001	-0.005	-0.005	-0.00800000000001	0.00399999999999	-0.00700000000001	0.00500000000001	0.002	0.005
FLQS30TYGRWV	0.0262675554	0.06631248	0.0333221934	0.0672869823	0.0682879536	0.0662959672	0.0582673126	0.0572753262	0.0282333156	0.0272330728	0.0652333156	0.069253471	0.0251968903	0.0272090321	0.0692364725	0.0622163171	0.0252051467	0.0262160743	0.0252049039	0.0572250592	0.06121656	0.0662270019	0.0602340441	0.0271983473	0.036203204	0.067244486	0.06021656	0.0582083035	0.0582423005	0.0342024755	0.0292177741	0.0692189883	0.052197864	0.00819462799998	0.015193848	0.010193344	0.012194263	0.01119381	0.04819337	0.049192929	0.050193407	0.052194754	0.014193395	0.01119556	0.052195724	0.052196114	0.013194263	0.04919697	0.052196152	0.051194377	0.051194389	0.047193823	0.047193357	0.011193785	0.049195572	0.05119386	0.01619386	0.01219381	0.046192916	0.048193395	0.051196932	0.014193407	0.049195585	0.012193357	-0.016	-0.023	-0.014	-0.024	-0.024	-0.024	-0.026	-0.026	-0.017	-0.017	-0.023	-0.025	-0.016	-0.017	-0.025	-0.028	-0.016	-0.016	-0.016	-0.026	-0.027	-0.023	-0.027	-0.017	-0.014	-0.024	-0.027	-0.026	-0.027	-0.013	-0.017	-0.024
