SN	Distance_X_LOGO_Camera_RU1	Distance_X_LOGO_Camera_RU2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Camera_RU1	Distance_Y_LOGO_Camera_RU2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Camera_RU1	Angle_Camera_RU2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32
FLQS30T7GRWV	0.0866400657	0.1144291354	0.1153911189	0.0796020492	0.0786008229	0.1135100738	0.1156486501	0.0786511028	0.1147725104	0.0818117532	0.1198068479	0.0847725104	0.1139907988	0.0829405189	0.0818595805	0.1218963706	0.1139491032	0.1209000497	0.0779969305	0.080908634	0.0829466505	0.0809061814	0.0788595805	0.0849834407	0.1169478769	0.1167761894	0.0859466505	0.0789969305	0.1157700577	0.0809920251	0.0799037287	0.0809503296	-0.00949980499999	0.027454654	0.028441259	0.031434459	0.02944909	0.026441671	0.02742704	0.03142024	0.029427453	0.03044909	-0.00456512899999	-0.00952886100001	0.028473406	-0.00752844900001	0.030448678	-0.00951443599999	0.028480824	-0.00855688600001	0.030451975	0.030433841	0.03042704	0.029441465	0.030464133	-0.00756533500001	0.029441465	0.029441465	-0.00557996600003	0.029426834	0.028484534	0.030434871	0.030463927	0.030434047	0.019	0.004	0.004	0.016	0.016	0.00399999999999	0.004	0.016	0.00399999999999	0.015	0.00700000000001	0.02	0.00399999999999	0.02	0.015	0.00800000000001	0.00500000000001	0.00800000000001	0.016	0.016	0.015	0.016	0.016	0.02	0.00300000000001	0.00399999999999	0.019	0.016	0.00400000000002	0.015	0.016	0.015
FLQS30S7GRWV	0.0824278684	0.0845058021	0.0885258297	0.0584483314	0.0894492022	0.0574640052	0.0574169838	0.0584317868	0.0603738808	0.0903734454	0.0513534178	0.0593869423	0.081303784	0.0493225055	0.0573564654	0.0833216347	0.0803185871	0.0833368732	0.1023225055	0.058341227	0.0613272947	0.0573403562	0.0883560301	0.0793068317	0.0893116209	0.0573708331	0.0603268593	0.0893107501	0.0893721393	0.0563103148	0.0893403562	0.0893259886	0.076561571	0.07652921	0.041514229	0.044508685	0.040519472	0.045514229	0.044503591	0.044498048	0.045503741	0.042519472	0.076513479	0.045535053	0.078535952	0.082541046	0.044519472	0.079551384	0.078541196	0.076519772	0.106521869	0.043508835	0.045503442	0.043514079	0.04152981	0.076513929	0.041514229	0.043513929	0.045498198	0.041503591	0.040545391	0.043508835	0.041529959	0.042508985	0.13	0.129	0.134	0.144	0.133	0.143	0.144	0.143	0.142	0.133	0.141	0.143	0.13	0.141	0.143	0.13	0.131	0.13	0.12	0.143	0.142	0.144	0.133	0.131	0.134	0.143	0.142	0.134	0.134	0.144	0.133	0.133
FLQS30RRGRWV	0.0303525493	0.0272480945	0.0251973179	0.0293242594	0.0293228087	0.0292981458	0.0293750361	0.0283518239	0.0284548279	0.0284562786	0.0274823923	0.0294265381	0.0315621842	-0.00544652039999	0.0304758639	0.0325309928	0.0305375212	0.0335048791	-0.0354211321	0.027502703	0.0315273659	0.0275034284	0.0294773147	0.0275592826	0.0275513034	0.0294526517	0.0305280913	0.0285527542	0.030451201	0.028554205	0.0295034284	0.0285280913	0.016137744	0.016071309	0.016049373	0.016038405	0.017060655	0.017049687	0.016027437	0.016016156	0.017027751	0.018060968	0.017038092	0.018093559	0.017084157	0.020095752	0.016060655	0.017116435	0.017095439	0.01805094	0.016051253	0.016038719	0.017027751	0.016049373	0.018082591	0.017038719	0.01605	0.01604906	0.017016783	0.017028064	0.016115181	0.018039032	0.017082277	0.016038719	0.085	0.086	0.086	0.086	0.084	0.086	0.085	0.086	0.085	0.085	0.086	0.085	0.084	0.097	0.085	0.083	0.085	0.083	0.106	0.086	0.085	0.085	0.085	0.085	0.085	0.085	0.085	0.085	0.084	0.086	0.085	0.086
FLQS30R2GRWV	-0.0751599232	-0.051052578	-0.0830271063	-0.0831368773	-0.0861362709	-0.0530944245	-0.0831793302	-0.0841587103	-0.083244829	-0.0702454354	-0.0832690878	-0.0852211766	-0.041335193	-0.0423072954	-0.0522442225	-0.0413103277	-0.0443157859	-0.0432903142	-0.0423151795	-0.0532666619	-0.0542891013	-0.082284856	-0.0532454354	-0.0853327671	-0.0543085083	-0.0842430096	-0.0542891013	-0.0843279153	-0.0432229961	-0.0533091148	-0.0842854624	-0.0532878883	-0.045726845	-0.01372032	-0.010718413	-0.00971737	-0.008719515	-0.013718353	-0.008716357	-0.008715284	-0.010716387	-0.046719515	-0.01171737	-0.009722584	-0.04872175	-0.048722703	-0.012719396	-0.048724789	-0.047722793	-0.047718562	-0.047718621	-0.01271731	-0.012716268	-0.00871844299999	-0.013721452	-0.00871742999999	-0.013718353	-0.00971841299997	-0.012715254	-0.00971638700003	-0.04772458	-0.01371731	-0.009721571	-0.01371731	0.079	0.067	0.076	0.077	0.077	0.067	0.077	0.076	0.076	0.078	0.077	0.077	0.068	0.068	0.067	0.069	0.069	0.069	0.069	0.067	0.068	0.076	0.067	0.077	0.067	0.077	0.067	0.077	0.069	0.066	0.077	0.067
FLQS30QXGRWV	0.0279924671	0.0349411471	0.0359163599	0.0039886268	0.035977106	0.034964887	0.0360022423	0.00400119500001	0.0380392485	0.0370395977	0.0350525149	0.0360263313	-0.0058947687	-0.004910828	0.0360504202	0.0300783495	-0.00690663859999	-0.0039216505	0.0280937105	0.0350633375	0.0340759057	0.0350633375	0.0350507694	0.0060996455	0.0060978999	0.0360388994	0.0350755565	0.0360877756	0.0370378521	0.0360874265	0.0360633375	0.0360752074	-0.067368087	-0.103564376	-0.101616196	-0.099641321	-0.102588716	-0.102616196	-0.101670372	-0.098696282	-0.101669587	-0.100587145	-0.100641321	-0.101506274	-0.061497638	-0.063474083	-0.100587931	-0.066419908	-0.062470157	-0.064582434	-0.068580864	-0.101643676	-0.101670372	-0.101616196	-0.102533755	-0.099642106	-0.099613841	-0.100615411	-0.101697852	-0.102671157	-0.102452099	-0.102642891	-0.101533755	-0.101643676	-0.03	-0.028	-0.029	-0.018	-0.029	-0.029	-0.028	-0.019	-0.029	-0.029	-0.029	-0.029	-0.02	-0.021	-0.029	-0.032	-0.02	-0.021	-0.031	-0.029	-0.028	-0.028	-0.029	-0.019	-0.019	-0.029	-0.028	-0.028	-0.029	-0.029	-0.029	-0.029
FLQS30QPGRWV	0.1557486311	0.1168072329	0.1158442736	0.1537652165	0.1147486311	0.1447856719	0.1457254116	0.1467442083	0.1446701269	0.1456706797	0.1556535415	0.152687818	0.1115684031	0.1225949397	0.1126491187	0.154612078	0.1125877527	0.121612078	0.1225921755	0.1456286634	0.1466104194	0.1466297691	0.1516496715	0.1245761429	0.1465910698	0.1466679155	0.1166104194	0.1505894112	0.1256690212	0.1455910698	0.1476303219	0.1155927283	0.02174653	0.062741714	0.060740146	0.022739306	0.061740987	0.058740146	0.057738556	0.057737738	0.056738533	0.056740896	0.025739374	0.021743304	0.059743554	0.025743463	0.061740918	0.020744985	0.060744371	0.025740328	0.023740351	0.059739328	0.057738511	0.060740169	0.022742554	0.024739374	0.059740146	0.058740146	0.024737715	0.020738511	0.022744871	0.058739374	0.058742554	0.061739351	-0.088	-0.08	-0.079	-0.087	-0.08	-0.089	-0.089	-0.089	-0.088	-0.089	-0.088	-0.087	-0.078	-0.077	-0.079	-0.087	-0.079	-0.077	-0.077	-0.09	-0.089	-0.091	-0.086	-0.078	-0.09	-0.09	-0.075	-0.086	-0.078	-0.089	-0.09	-0.08
FLQS30QMGRWV	0.00286805779999	-0.032062631	-0.0310267465	-0.0331152289	-0.0301132626	-0.0300955661	-0.0301491471	-0.0241329254	0.00280071289999	0.0017997297	-0.000217475200003	-0.0301835569	-0.005276955	0.000748115	-0.0342179668	-0.0322528681	-0.00626024170001	0.0027638452	0.0057451656	-0.0302346801	-0.031251885	-0.0332361548	-0.0322179668	-0.0272690899	-0.0302685983	-0.0312007618	-0.031251885	-0.0322690899	-0.0322007618	-0.032270073	-0.0022361548	-0.0322528681	-0.050271757	-0.045339087	-0.043360266	-0.046371962	-0.045349202	-0.04235995	-0.043382394	-0.074393773	-0.045382394	-0.046349202	-0.046371962	-0.043316011	-0.012314431	-0.050315695	-0.045349202	-0.045293252	-0.010303051	-0.049359634	-0.047358686	-0.045371646	-0.04338271	-0.044360582	-0.045327391	-0.046371962	-0.044360582	-0.045360582	-0.043393773	-0.044382394	-0.045294516	-0.045371646	-0.046327075	-0.044371646	0.201	0.212	0.211	0.213	0.212	0.211	0.211	0.214	0.201	0.2	0.201	0.211	0.198	0.202	0.212	0.212	0.198	0.201	0.2	0.211	0.211	0.212	0.212	0.211	0.211	0.212	0.211	0.212	0.212	0.212	0.202	0.211
FLQS30Q9GRWY	-0.0724117064	-0.0714500993	-0.0394650299	-0.0734277034	-0.0624279167	-0.0404355953	-0.0334125596	-0.0644198116	-0.0313927232	-0.0323922967	-0.0623854713	-0.0833957094	-0.0713519841	-0.0713596627	-0.072383125	-0.0733596627	-0.0713594494	-0.0723669147	-0.0693594494	-0.0733752331	-0.0643681944	-0.0663684077	-0.0343829117	-0.0313622222	-0.0643603026	-0.0733901637	-0.0633684077	-0.0313605159	-0.062390377	-0.0333600893	-0.072367128	-0.0323679812	0.050711464	0.052799307	0.047822917	0.050835416	0.016810418	0.048822223	0.014846527	0.016859373	0.016846874	0.015810418	0.018835069	0.085762156	0.052771183	0.051759726	0.051810418	0.050735421	0.051759378	0.051808682	0.051807987	0.051834722	0.017847221	0.015821528	0.013785766	0.014835416	0.01782257	0.05082257	0.018859026	0.015846874	0.015750698	0.013834722	0.049772572	0.014834722	-0.055	-0.056	-0.065	-0.054	-0.053	-0.065	-0.063	-0.053	-0.064	-0.063	-0.054	-0.056	-0.055	-0.055	-0.055	-0.055	-0.055	-0.055	-0.056	-0.055	-0.053	-0.052	-0.062	-0.064	-0.053	-0.055	-0.053	-0.064	-0.053	-0.062	-0.055	-0.063
FLQS30Q9GRWV	0.074838005	0.077015315	0.1070985421	0.0768862526	0.075888665	0.0769369126	0.0757994069	0.0748476546	0.0756631074	0.0756631074	0.0756184784	0.0767185922	0.0734857975	0.1135485194	0.1056679322	0.1095834989	0.0755280141	0.0725822927	0.0764845913	0.1036233032	0.076546107	0.077590736	0.0776329527	0.0734906222	0.0765099213	0.0776739632	0.076546107	0.0745050965	0.0766775817	0.0755063027	0.0765895298	0.0735449008	0.00436970999999	0.00435530799999	0.001350664	0.003348308	0.00335308699999	0.00634837600001	0.00334588499999	0.00434117399999	0.00434601999999	0.00335308699999	0.003348241	0.00436008599999	0.00335820200002	0.000360422999989	0.00035274999999	-0.000635136	0.00336055700001	0.003351068	0.004351404	0.00134824099999	0.00334595299998	0.00435059600002	0.00535779799998	0.004348376	0.00435073100002	0.00435059600002	0.004343597	0.00334608700001	0.00336486400002	0.00334837599999	0.00535772999999	0.003348241	-0.17	-0.17	-0.18	-0.17	-0.169	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.182	-0.18	-0.18	-0.169	-0.169	-0.17	-0.179	-0.171	-0.171	-0.171	-0.169	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.169
FLQS30Q3GRWV	0.2117253625	0.2128140141	0.1808353911	0.2087448532	0.209745482	0.2077681164	0.1796800935	0.2127197038	0.2096354534	0.2096360821	0.1775964718	0.2096568303	0.1775260535	0.2105706937	0.2086115614	0.2105700649	0.1775480592	0.1795706937	0.2115474305	0.1795694362	0.2105688074	0.2095901844	0.2116147051	0.1775279397	0.2085449155	0.1796140764	0.2095688074	0.1785254247	0.2076341959	0.1775254247	0.2085901844	0.21056755	0.037137819	-0.00379372100002	0.040213205	0.036223061	0.038203882	0.038212939	0.040231586	0.00324144200002	0.038231852	0.038204148	0.040222262	0.037175912	0.041182305	0.038174846	0.037204681	0.037155933	0.040172982	0.040211074	0.036210275	0.040222529	0.037232385	0.037213472	0.038184702	0.040221996	0.038213738	0.039213205	0.037241708	0.040231586	0.037157532	0.039221996	0.040184436	0.038223328	-0.173	-0.167	-0.162	-0.172	-0.172	-0.172	-0.161	-0.168	-0.171	-0.172	-0.161	-0.172	-0.162	-0.173	-0.172	-0.172	-0.162	-0.163	-0.173	-0.163	-0.172	-0.172	-0.173	-0.162	-0.172	-0.161	-0.172	-0.162	-0.171	-0.162	-0.172	-0.172
FLQS30Q2GRWV	0.1553142744	0.1163854082	0.1104283448	0.1183155561	0.118316197	0.1093584927	0.0872700561	0.1192918449	0.1181982815	0.1181982815	0.1201771336	0.0862258378	0.118105359	0.1181354787	0.1492008449	0.1531547041	0.1181271477	0.1181540632	0.1171265069	0.1191585491	0.1161534224	0.1491784153	0.1171816195	0.1181072815	0.1171149717	0.1182021266	0.1161534224	0.1161124083	0.1212245562	0.149134197	0.1181585491	0.1181361195	0.00479654200001	0.005694909	0.041682713	0.00866889100001	0.008697754	0.043681493	0.012654662	0.00864043300001	0.008655068	0.00769775399999	0.00866929700001	0.01274044	0.00772946399999	0.00874247299998	0.00569572200001	0.00476971100002	0.00874409900001	0.00868596499998	0.00768677799999	0.009669704	0.00965384899999	0.00668190000002	0.008726212	0.00866929700001	0.008683526	0.00768271299998	0.00863962	0.00765506799999	0.00676767800002	0.00666848400002	0.00872580500001	0.00966889100002	0.064	0.077	0.074	0.076	0.076	0.074	0.086	0.075	0.076	0.076	0.075	0.086	0.076	0.076	0.066	0.064	0.075	0.076	0.076	0.076	0.076	0.066	0.076	0.075	0.076	0.076	0.076	0.077	0.075	0.066	0.076	0.076
FLQS30PHGRWY	0.0119522116	0.0120034994	0.0110275732	0.0119647719	0.0139658186	0.0129804722	0.0119420936	0.0119539561	0.0199068551	0.0099068551	0.0108922015	-0.0210837247	-0.0211580396	0.0128677787	0.0218939459	0.012866732	-0.0201461771	0.0118785945	0.012853474	0.0118810368	0.0148684765	0.0118817346	0.0108915037	-0.0211569929	0.0118545206	0.0119058084	0.0158688254	0.0188562651	0.0119033661	0.0108576607	0.00687964119999	0.0108688254	-0.00468909600002	-0.00470092200001	-0.00470396099999	-0.00370396099999	-0.00270059500002	-0.00370396099999	-0.00370718600001	-0.00370886900001	-0.036707186	-0.00470232499998	-0.00370400699998	-0.00069568699999	-0.000696902999977	-0.004695594	-0.036702371	-0.00369227499999	-0.000695266999998	-0.004702138	-0.00470185700001	-0.00470564299999	-0.038707279	-0.003703914	-0.00269727600002	-0.001703867	-0.003702371	-0.003703914	-0.038708869	-0.038707233	-0.00469250899999	-0.00370550299999	0.03030263	-0.00370564299999	-0.056	-0.055	-0.055	-0.056	-0.057	-0.056	-0.056	-0.056	-0.054	-0.056	-0.056	-0.045	-0.045	-0.056	-0.055	-0.056	-0.046	-0.056	-0.057	-0.056	-0.052	-0.056	-0.055	-0.045	-0.056	-0.056	-0.052	-0.053	-0.056	-0.056	-0.06	-0.055
FLQS30NWGRWV	-0.0920504752	-0.0950938425	-0.087105067	-0.0940588936	-0.0930591487	-0.1250690977	-0.0930402712	-0.0930489446	-0.1240160365	-0.0910165467	-0.0920078733	-0.1260229243	-0.0919793019	-0.0939874652	-0.1280048121	-0.0929877203	-0.0929879754	-0.0929963937	-0.0929874652	-0.1259953733	-0.1229879754	-0.1279956284	-0.0930050672	-0.0939798121	-0.0929775162	-0.1280132304	-0.1229879754	-0.0929775162	-0.1270139957	-0.0929777713	-0.0939958835	-0.0929864448	-0.069235065	-0.031251707	-0.105264836	-0.068264466	-0.068257994	-0.066261045	-0.070267887	-0.069271123	-0.06826798	-0.069258179	-0.069264836	-0.066248286	-0.06925106	-0.068248009	-0.067258179	-0.068241444	-0.068247824	-0.06926086	-0.069260768	-0.068264744	-0.06726798	-0.068261323	-0.069251522	-0.069264744	-0.069261508	-0.068261415	-0.067271216	-0.068267887	-0.065241906	-0.069264466	-0.069251522	-0.068264744	-0.258	-0.262	-0.254	-0.257	-0.258	-0.247	-0.257	-0.257	-0.247	-0.258	-0.258	-0.246	-0.258	-0.257	-0.246	-0.257	-0.257	-0.258	-0.257	-0.246	-0.247	-0.246	-0.257	-0.257	-0.258	-0.246	-0.248	-0.258	-0.247	-0.257	-0.257	-0.257
FLQS30MRGRWY	0.1762084974	0.1745782429	0.1716601151	0.1752903697	0.1752930107	0.1713960112	0.1701002149	0.1691900102	0.1758440341	0.1678440341	0.174767444	0.1739153421	0.1764690066	0.1745588019	0.1667304694	0.1755588019	0.2085588019	0.1756459562	0.1744637245	0.169635392	0.1755561609	0.1686406741	0.1747383925	0.1774716476	0.1664505193	0.1688229058	0.1765561609	0.1754505193	0.1668281879	0.1674531603	0.1676433151	0.1665429557	0.081131283	0.07616229	0.116165522	0.079169712	0.080161092	0.117165043	0.113173902	0.114178212	0.079174022	0.116161332	0.081169832	0.079148522	0.079151874	0.080148163	0.114161571	0.081139663	0.078147565	0.081164804	0.080164205	0.116169712	0.081173902	0.115165402	0.079152593	0.079169832	0.115165522	0.114165522	0.081178092	0.080173902	0.117140382	0.116169353	0.113152712	0.115169832	0.203	0.205	0.2	0.204	0.204	0.2	0.201	0.201	0.204	0.201	0.204	0.205	0.204	0.204	0.202	0.204	0.193	0.204	0.204	0.2	0.204	0.201	0.204	0.203	0.201	0.201	0.203	0.204	0.202	0.201	0.201	0.202
FLQS30MKGRWV	0.1503268845	0.1513231934	0.1813213876	0.1523259551	0.1513259551	0.147324946	0.1543278405	0.1463269642	0.1513306553	0.1493306818	0.149331505	0.1523296993	0.1493344526	0.1833333373	0.1523315582	0.1513333904	0.1833335232	0.1523324876	0.1493343995	0.1533325141	0.1543333639	0.1523324876	0.152331505	0.1503343995	0.1523343464	0.1513306818	0.1533333904	0.1523343995	0.1523306022	0.1533343199	0.152332461	0.1513334701	0.016485557	0.016469691	0.014464622	0.016462198	0.015467267	0.053464769	0.016459627	0.052456983	0.016459627	0.01646734	0.016462272	0.016475126	0.01647307	0.011475347	0.016467193	0.015480562	0.012475714	0.01646521	0.015465724	0.016462051	0.017459627	0.015464622	0.014472555	0.015462125	0.015464622	0.014464549	0.016456983	0.015459481	0.015480121	0.016462272	0.015472482	0.015461978	-0.294	-0.294	-0.303	-0.294	-0.294	-0.297	-0.295	-0.298	-0.293	-0.293	-0.293	-0.294	-0.293	-0.304	-0.294	-0.294	-0.304	-0.294	-0.293	-0.295	-0.295	-0.294	-0.293	-0.293	-0.294	-0.294	-0.295	-0.294	-0.294	-0.294	-0.294	-0.293
FLQS30MJGRWV	0.2301127274	0.2303725549	0.2315006388	0.2301785991	0.2281785991	0.2372591091	0.2290468556	0.2240980892	0.227860219	0.227860219	0.1977980068	0.2289169419	0.2395930724	0.1966058808	0.231796177	0.2296626037	0.2376552846	0.2307248159	0.1965949022	0.2287248159	0.2276662632	0.2317284755	0.2297925174	0.2266003915	0.2295985617	0.2298528999	0.2286662632	0.2295985617	0.2298565594	0.2295985617	0.2317266457	0.2296662632	0.095175528	0.095146019	0.094136321	0.094131473	0.093141309	0.058131473	0.094126624	0.127126208	0.093126485	0.09414117	0.094130918	0.093155578	0.058151561	0.098156686	0.094141309	0.09416583	0.058156548	0.094136737	0.099137568	0.094131473	0.094126485	0.093136183	0.095151006	0.095131334	0.094136321	0.094136183	0.094121636	0.094126624	0.093165276	0.093131473	0.094151006	0.093131473	0.039	0.04	0.04	0.04	0.04	0.043	0.04	0.037	0.04	0.04	0.05	0.04	0.041	0.05	0.04	0.04	0.042	0.039	0.05	0.04	0.04	0.039	0.039	0.041	0.04	0.039	0.04	0.039	0.04	0.04	0.039	0.04
FLQS30MEGRWV	-0.0517529248	-0.0604667626	-0.0568337355	-0.0569288708	-0.0549439518	-0.0571148707	-0.054582006	-0.0547478978	-0.0540290331	-0.0530290331	-0.0638028169	-0.0542301141	-0.098063844	-0.0982950872	-0.0528832493	-0.0505062223	-0.0992347629	-0.097445898	-0.0972347629	-0.0536972493	-0.0535162764	-0.0546922223	-0.0548782223	-0.0533202224	-0.0523604386	-0.0540441141	-0.0815213034	-0.0533503845	-0.0540591952	-0.0533453575	-0.0536972493	-0.0525263304	-0.106184138	-0.066246845	-0.102266569	-0.103277168	-0.102255971	-0.103266569	-0.102286883	-0.103297776	-0.100286588	-0.102255971	-0.068267158	-0.104225648	-0.063221821	-0.065212989	-0.102255971	-0.104203862	-0.063211517	-0.064253616	-0.065253321	-0.103276873	-0.102287177	-0.103266864	-0.102235657	-0.103276873	-0.101265981	-0.103266864	-0.098297187	-0.101286588	-0.10520504	-0.102276579	-0.103235657	-0.102276873	0.054	0.051	0.055	0.055	0.055	0.055	0.054	0.054	0.054	0.054	0.053	0.055	0.064	0.064	0.054	0.053	0.064	0.063	0.064	0.055	0.054	0.054	0.054	0.054	0.054	0.055	0.063	0.054	0.055	0.054	0.054	0.054
FLQS30LFGRWY	-0.15073635	-0.1505111217	-0.1566313448	-0.1548743841	-0.1908743841	-0.1890480398	-0.1515493362	-0.1536962756	-0.1841396868	-0.1521441395	-0.1870194637	-0.1532420992	-0.1584717803	-0.1516365306	-0.1919259567	-0.1846409833	-0.1596187197	-0.1517879227	-0.1516498887	-0.1527567537	-0.1856231724	-0.1887701119	-0.1529393149	-0.1495163074	-0.1874539694	-0.1510773489	-0.1866187197	-0.1524406113	-0.1880951597	-0.1514539694	-0.15078347	-0.1526098143	-0.046284195	-0.087352013	-0.00637337999999	-0.046383289	-0.045361303	-0.043371212	-0.043393508	-0.044405276	-0.044394437	-0.044361612	-0.041383599	-0.044328478	-0.00932630999998	-0.047328478	-0.044362232	-0.044306491	-0.00931547200003	-0.046371212	-0.045369973	-0.045384218	-0.044395057	-0.04437276	-0.046339006	-0.044383908	-0.04537338	-0.043372141	-0.044405895	-0.046395366	-0.04430773	-0.045382979	-0.044339006	-0.045384218	0.142	0.147	0.137	0.143	0.155	0.154	0.141	0.142	0.152	0.142	0.153	0.142	0.139	0.143	0.155	0.153	0.14	0.143	0.142	0.142	0.153	0.155	0.142	0.141	0.154	0.141	0.154	0.142	0.155	0.141	0.142	0.142
FLQS30KNGRWV	0.0737361013	0.0650421961	0.0631908707	0.065812625	0.071812625	0.0638913351	0.0716552048	0.0727317285	0.0724168881	0.0734190745	0.071338178	0.0635065302	0.0741107933	0.0371282845	0.06334911	0.075198249	0.0731829442	0.0742725863	0.1011042342	0.0642703999	0.0711938762	0.0642725863	0.0723534828	0.0761129797	0.0380495744	0.0644256337	0.0721938762	0.0631173525	0.0714300065	0.0721195389	0.0712725863	0.0631938762	0.039274035	0.075320766	0.073335614	0.075343039	0.040327753	0.075335396	0.041350463	0.040358324	0.041350463	0.040327535	0.041342602	0.074304825	0.038311158	0.043303296	0.074327753	0.038288666	0.038303296	0.040334086	0.032332994	0.075343039	0.041350463	0.075335396	0.040312249	0.040343039	0.043334741	0.075335396	0.041358106	0.074350463	0.040289539	0.041342602	0.039312468	0.074343257	0.167	0.164	0.165	0.164	0.167	0.164	0.166	0.166	0.166	0.166	0.167	0.165	0.167	0.178	0.164	0.166	0.166	0.166	0.158	0.164	0.166	0.164	0.166	0.166	0.178	0.165	0.167	0.164	0.167	0.166	0.167	0.164
FLQS30K5GRWY	-0.0804538124	-0.075457221	-0.0774587871	-0.0714548258	-0.0694548488	-0.0694557009	-0.0724531445	-0.0714539275	-0.0694509565	-0.0704509565	-0.0724501965	-0.0694515784	-0.0804473407	-0.0804481698	-0.0704499892	-0.0714483771	-0.0804481237	-0.0804489298	-0.0804481007	-0.0714491141	-0.0704484001	-0.0714491601	-0.0704500123	-0.0694477092	-0.0704475249	-0.0714507262	-0.0694484001	-0.0704475019	-0.0684507953	-0.0714475479	-0.0704491832	-0.070448331	-0.050993565	-0.046056163	-0.04907351	-0.083081806	-0.085064459	-0.084072755	-0.083090605	-0.083099655	-0.082090856	-0.082064459	-0.081081806	-0.083038063	-0.048036554	-0.050028509	-0.084064459	-0.084019711	-0.047027504	-0.050063705	-0.048062951	-0.084082057	-0.081090856	-0.084073007	-0.084046359	-0.083082309	-0.084073258	-0.083073007	-0.081099655	-0.082090856	-0.084020716	-0.084081554	-0.083046107	-0.084082309	0.028	0.026	0.027	0.029	0.029	0.03	0.03	0.03	0.029	0.03	0.03	0.029	0.028	0.028	0.03	0.03	0.028	0.027	0.028	0.029	0.029	0.029	0.03	0.029	0.03	0.03	0.029	0.029	0.029	0.03	0.03	0.03
FLQS30K3GRWY	0.085500734	0.0425532509	0.0396042232	0.0735161802	0.0745172099	0.0745362602	0.0424626336	0.0714955853	0.0724265926	0.0784271074	0.0784111464	0.0714430685	0.044337005	0.0473565701	0.0704059977	0.0453545106	0.0463550255	0.0453720162	0.0793545106	0.080389007	0.0793725311	0.079389007	0.0794096018	0.0793545106	0.073352966	0.0404080572	0.0793720162	0.079352966	0.0804245331	0.0493359752	0.0473740757	0.0813704716	0.005533058	0.048529317	0.044528093	0.043527525	0.044528766	0.04452818	0.043526956	0.042526301	0.041526938	0.00552874899998	0.00752755900001	0.043530576	0.00853016200003	0.00753067900001	0.040528662	0.00853192100001	0.008530783	0.0095283	0.00452835199999	0.00652750700002	0.00552692100001	0.00552811100002	0.00653002399997	0.00652755900001	0.044528128	0.043528128	0.00552631799999	0.00652692099999	0.00353173100001	0.00752759299999	0.00753000700001	0.00652749	0.047	0.056	0.057	0.045	0.045	0.046	0.056	0.046	0.046	0.05	0.049	0.047	0.06	0.06	0.047	0.06	0.06	0.061	0.049	0.049	0.05	0.049	0.049	0.049	0.045	0.056	0.049	0.05	0.049	0.059	0.06	0.048
