SN	Distance_X_LOGO_Front_Camera_LD1	Distance_X_LOGO_Front_Camera_LD2	Distance_X_LOGO_Front_Camera_LD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Front_Camera_LD1	Distance_Y_LOGO_Front_Camera_LD2	Distance_Y_LOGO_Front_Camera_LD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Front_Camera_LD1	Angle_Front_Camera_LD2	Angle_Front_Camera_LD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32
FLQS30E9GRWY	0.0706430595	0.0716378075	0.0736380234	0.1156329873	0.1156329873	0.0746248576	0.0176302534	0.072621836	0.0736221237	0.0746221957	0.072621836	0.072621836	0.0246272318	0.0736244259	0.0716242821	0.0736244259	0.0736221237	0.0726245698	0.0736306131	0.0736193179	0.0746221957	0.0736248576	0.0726245698	0.1156299656	0.0726242821	0.072621836	0.0706253612	0.0706327715	0.0706278793	0.0706326995	0.1126298937	0.0246272318	0.064225116	0.018225064	0.013225376	0.063224752	0.063224752	0.05522574	-0.00977124300002	0.017223556	0.058223556	0.056225324	0.018227092	0.018227092	0.015226936	0.0162273	0.019226884	0.0162273	0.058223556	0.057223192	0.017228861	0.10422496	0.056225324	0.05722496	0.057219967	0.059221371	0.062218146	0.018227092	0.0192234	0.05622496	0.057219655	0.02422366	0.058219967	0.015226936	-0.019	-0.017	-0.016	-0.037	-0.037	-0.02	0.00699999999998	-0.016	-0.02	-0.02	-0.017	-0.017	0.00299999999999	-0.017	-0.017	-0.017	-0.02	-0.019	-0.017	-0.022	-0.02	-0.019	-0.019	-0.036	-0.02	-0.017	-0.016	-0.019	-0.018	-0.016	-0.036	0.00299999999999
FLQS30DZGRWV	0.0774857311	0.0774747375	0.0444698515	0.0444640493	0.0444640493	0.0764532084	0.0764585525	0.0754478643	0.0744477116	0.0744478643	0.0744475589	0.0744475589	0.0774585525	0.0754533611	0.0754530557	0.0754533611	0.0744477116	0.074452903	0.0774585525	0.0754423675	0.0744478643	0.0764530557	0.0744530557	0.0444538192	0.0764530557	0.0744475589	0.0774478643	0.0774646601	0.0774530557	0.0764638966	0.0734582471	0.0774585525	0.00471591299998	0.00671583899998	0.00171554299999	0.00271324799999	0.00271324799999	0.00671295200002	0.006710731	0.011718133	0.00871554299999	0.00971317400001	0.009713396	0.009713396	0.00571317399999	0.00771310000002	0.00971354399996	0.00771310000002	0.00871554299999	0.00871613500001	0.00571050899998	0.00971346999998	0.00971317400001	0.00671339600001	0.008720872	0.00171805899998	0.00671798499999	0.009713396	0.006718578	0.006713322	0.007721094	0.00471798499998	0.00972094599999	0.00571317399999	-0.168	-0.167	-0.153	-0.154	-0.154	-0.167	-0.167	-0.167	-0.166	-0.167	-0.166	-0.166	-0.168	-0.167	-0.167	-0.167	-0.166	-0.166	-0.167	-0.166	-0.167	-0.167	-0.166	-0.153	-0.166	-0.166	-0.167	-0.167	-0.167	-0.167	-0.166	-0.168
FLQS30D5GRWQ	0.0663521531	0.0323463009	0.0673480972	0.0343423608	0.0343423608	0.0343383048	0.0613403328	0.0363366245	0.0363365665	0.0363366245	0.0623365665	0.0623365665	0.031340159	0.0373386525	0.0603385366	0.0373386525	0.0363365665	0.0603385366	0.0363403908	0.0363344806	0.0363366245	0.0363383048	0.0373385945	0.0363405646	0.0673405646	0.0623365665	0.0343362768	0.0713443888	0.0343382469	0.0353423029	0.0373406225	0.031340159	-0.045355101	-0.051356031	-0.044354998	-0.054359648	-0.054359648	-0.052359854	-0.047362954	-0.051352724	-0.052356341	-0.053359854	-0.047359648	-0.047359648	-0.085359648	-0.053359958	-0.047359441	-0.053359958	-0.052356341	-0.048355928	-0.022360061	-0.052359648	-0.053359854	-0.024356341	-0.051349211	-0.054352518	-0.019345698	-0.047359648	-0.053352208	-0.022356238	-0.050348591	-0.054352931	-0.053349211	-0.085359648	-0.213	-0.2	-0.214	-0.2	-0.2	-0.2	-0.211	-0.201	-0.201	-0.201	-0.211	-0.211	-0.197	-0.201	-0.211	-0.201	-0.201	-0.211	-0.203	-0.201	-0.201	-0.202	-0.201	-0.201	-0.216	-0.211	-0.2	-0.216	-0.2	-0.2	-0.201	-0.197
FLQS30CMGRWQ	-0.0583222471	-0.0542760644	-0.0572701053	-0.0602209431	-0.0602209431	-0.057170291	-0.0551985966	-0.0521486894	-0.0631725257	-0.0531479446	-0.0221732706	-0.0221732706	-0.0601971068	-0.0171747603	-0.0551747603	-0.0171747603	-0.0631725257	-0.0571732706	-0.0571971068	-0.0201464548	-0.0531479446	-0.0601710359	-0.0182015761	-0.0542015761	-0.0501740155	-0.0221732706	-0.0581464548	-0.0542239226	-0.0621688013	-0.0532239226	-0.0201993415	-0.0601971068	-0.137271012	-0.079256886	-0.147272927	-0.139279631	-0.139279631	-0.088282743	-0.078273885	-0.0292509	-0.074258322	-0.089283701	-0.070264308	-0.070264308	-0.120265744	-0.081282504	-0.076265984	-0.081282504	-0.074258322	-0.132270293	-0.122274603	-0.018264547	-0.089283701	-0.119265744	-0.021239647	-0.079248985	-0.02724252	-0.070264308	-0.075248985	-0.080264787	-0.13425497	-0.0312509	-0.125254491	-0.120265744	-0.182	-0.187	-0.182	-0.181	-0.181	-0.186	-0.187	-0.191	-0.184	-0.187	-0.201	-0.201	-0.182	-0.202	-0.187	-0.202	-0.184	-0.183	-0.184	-0.205	-0.187	-0.182	-0.206	-0.187	-0.192	-0.201	-0.187	-0.187	-0.18	-0.191	-0.197	-0.182
FLQS30BWGRWY	-0.1286602472	-0.0496817028	-0.1326829838	-0.0517063608	-0.0517063608	-0.0467262153	-0.0487156476	-0.0597419067	-0.0097258951	-0.0067255748	-0.0507406258	-0.0507406258	-0.0497159678	-0.0507268558	-0.0507274962	-0.0507268558	-0.0097258951	-0.0557290974	-0.048716288	-0.0497499126	-0.0067255748	-0.049727176	-0.0497268558	-0.0567182094	-0.0497284569	-0.0507406258	-0.0557406258	-0.0487031585	-0.0557290974	-0.0477041192	-0.050716288	-0.0497159678	-0.069124744	0.043874137	0.041876934	-0.017096772	-0.017096772	0.044888682	0.039895116	-0.096093415	0.051877493	0.126886445	0.044903508	0.044903508	0.041885326	0.044887843	0.042885046	0.044887843	0.051877493	-0.020107961	0.041895675	0.041886724	0.126886445	0.040884486	0.040857074	-0.025115514	0.045858472	0.044903508	-0.021116353	0.041884486	-0.022125863	0.040867703	0.040856234	0.041885326	-0.001	-0.041	-0.006	-0.035	-0.035	-0.041	-0.04	-0.026	-0.056	-0.063	-0.04	-0.04	-0.04	-0.04	-0.039	-0.04	-0.056	-0.034	-0.04	-0.04	-0.063	-0.04	-0.04	-0.032	-0.041	-0.04	-0.033	-0.04	-0.033	-0.041	-0.039	-0.04
FLQS30BJGRWV	0.0209238703	0.016901885	0.0699169434	0.0618820079	0.0618820079	0.0608597214	0.0618702623	0.0588479758	0.0208362302	0.0198365314	0.0168353267	0.0168353267	0.0638717681	0.057857312	0.0178582155	0.057857312	0.0208362302	0.0608588179	0.0598711658	0.0168247858	0.0198365314	0.0178473735	0.1268582155	0.2599091131	0.0588470723	0.0168353267	0.1188669494	0.0218814055	-0.0481393751	0.1128961628	0.0598681541	0.0638717681	-0.013226349	-0.016225981	-0.020225797	0.010774755	0.010774755	0.049774939	0.010777882	0.012768224	0.012771719	0.00977484699999	0.016777238	0.016777238	0.010774019	0.016777238	0.015774111	0.016777238	0.012771719	-0.011226809	0.015777606	-0.01522267	0.00977484699999	-0.021222854	-0.013231868	-0.034227177	0.105766016	0.016777238	-0.045227177	0.011774479	-0.024232236	0.014768408	0.01476804	0.010774019	-0.173	-0.171	-0.193	-0.192	-0.192	-0.194	-0.191	-0.19	-0.175	-0.174	-0.174	-0.174	-0.192	-0.19	-0.173	-0.19	-0.175	-0.189	-0.19	-0.172	-0.174	-0.172	-0.216	-0.268	-0.197	-0.174	-0.211	-0.175	-0.144	-0.212	-0.19	-0.192
FLQS30AEGRWV	0.0899795315	0.1279671865	0.124961014	0.0939493549	0.0939493549	0.1269371814	0.126949012	0.0999316948	0.1309371814	0.1279371814	0.1279315233	0.1279315233	0.1269491835	0.1289433539	0.0999376958	0.1289433539	0.1309371814	0.0989373529	0.1279491835	0.1289256938	0.1279371814	0.12593701	0.1299428395	0.0979433539	0.1289426681	0.1279315233	0.12693701	0.0929498693	0.12693701	0.093949012	0.1279433539	0.1269491835	-0.040081701	-0.04008274	-0.078092609	-0.04209157	-0.04209157	-0.038093388	-0.04110066	-0.043075209	-0.013076767	-0.037102737	-0.03709183	-0.03709183	-0.038090531	0.024913624	-0.04309157	0.024913624	-0.013076767	-0.043082221	-0.039099621	-0.039092609	-0.037102737	-0.03909131	-0.042066119	-0.00407417000002	-0.0410656	-0.03709183	-0.040072612	-0.038090271	-0.038064301	-0.080084818	-0.038065859	-0.038090531	-0.081	-0.095	-0.092	-0.082	-0.082	-0.095	-0.095	-0.084	-0.099	-0.096	-0.096	-0.096	-0.095	-0.101	-0.084	-0.101	-0.099	-0.084	-0.096	-0.096	-0.096	-0.095	-0.096	-0.086	-0.095	-0.096	-0.095	-0.081	-0.096	-0.079	-0.096	-0.095
FLQS309TGRWY	-0.1365562226	-0.1404984001	-0.140497597	-0.1364453961	-0.1364453961	-0.1393883766	-0.1384172879	-0.1363626777	-0.1393626777	-0.1363626777	-0.1363610715	-0.1363610715	-0.1414140755	-0.136391589	-0.1383883766	-0.136391589	-0.1393626777	-0.1383883766	-0.1364156817	-0.1373321602	-0.1363626777	-0.1363883766	-0.1373899828	-0.1394156817	-0.1064172879	-0.1363610715	-0.1363610715	-0.1394453961	-0.1023875735	-0.1004453961	-0.1374172879	-0.1414140755	0.063622178	0.015628612	0.013629148	0.06162687	0.06162687	0.016634778	0.019631695	0.064618291	0.020623385	0.083634644	0.015633438	0.015633438	-0.034366428	0.017634242	0.01563317	0.017634242	0.020623385	0.014628344	0.065631561	0.017633572	0.083634644	0.064626602	0.017619632	0.016624055	0.063608105	0.015633438	0.064617621	0.013633304	0.068613064	0.066618962	0.017619364	-0.034366428	0.097	0.101	0.102	0.097	0.097	0.102	0.101	0.097	0.101	0.095	0.101	0.101	0.105	0.1	0.1	0.1	0.101	0.101	0.096	0.101	0.095	0.097	0.1	0.101	0.085	0.101	0.097	0.101	0.083	0.082	0.1	0.105
FLQS309QGRWV	-0.0512897004	0.0766926013	0.033723171	0.0356314618	0.0356314618	0.0315397525	0.0346105456	0.0355534284	0.0355534284	0.0335534284	0.0715518195	0.0715518195	0.0366057188	0.0325831937	0.0335807803	0.0325831937	0.0355534284	0.0725815848	0.0336041099	0.0735550374	0.0335534284	0.075576758	0.0725815848	0.076612959	0.0375799759	0.0715518195	0.081551015	0.0346716851	0.0315421659	0.0305992831	0.0736097412	0.0366057188	0.00512191300001	0.020125883	0.014125788	0.016134957	0.016134957	0.017136375	0.011128908	-0.041871281	-0.041867122	-0.115857008	-0.03086561	-0.03086561	0.019134485	-0.10985767	-0.042865704	-0.10985767	-0.041867122	-0.032869202	-0.040861923	0.021128813	-0.115857008	-0.03686561	-0.031875251	0.019122858	0.019125505	-0.03086561	0.078122858	-0.091865421	0.012120211	0.013124276	-0.02987544	0.019134485	-0.099	-0.152	-0.135	-0.135	-0.135	-0.134	-0.135	-0.131	-0.131	-0.126	-0.146	-0.146	-0.136	-0.125	-0.131	-0.125	-0.131	-0.147	-0.131	-0.151	-0.126	-0.148	-0.147	-0.152	-0.137	-0.146	-0.158	-0.128	-0.134	-0.133	-0.147	-0.136
FLQS309NGRWM	-0.1208639065	-0.0258163355	-0.0158411924	-0.0327850501	-0.0327850501	-0.0307541932	-0.0247730502	-0.0657443362	0.0012410925	-0.028743479	-0.0287589075	-0.0287589075	-0.0267713359	-0.1057597646	-0.0667580503	-0.1057597646	0.0012410925	-0.0667580503	-0.0237709073	-0.0277443362	-0.028743479	-0.0277546218	-0.1077584789	-0.0257743359	-0.0667597646	-0.0287589075	-0.0267400505	-0.1198060499	-0.0297550504	-0.0267867643	-0.0307730502	-0.0267713359	-0.022741552	0.02226799	0.023227644	-0.068725983	-0.068725983	-0.040713427	0.018264977	0.01525443	-0.218705056	0.027275858	0.073263805	0.073263805	0.021265479	-0.105724811	0.014273682	-0.105724811	-0.218705056	0.014267488	0.077271506	0.07526414	0.027275858	0.023274017	-0.101743729	0.077253593	0.016242209	0.073263805	0.024262131	-0.065727657	-0.029743561	0.020255099	-0.024743729	0.021265479	0.044	0.00299999999999	-0.001	0.012	0.012	0.00899999999999	0.004	0.019	0.00699999999999	0.004	0.001	0.001	0.00300000000001	0.044	0.02	0.044	0.00699999999999	0.021	-0.00200000000001	0.0	0.004	0.003	0.044	0.0	0.02	0.001	0.003	0.047	0.008	0.004	0.00800000000001	0.00300000000001
FLQS308YGRWQ	-0.0071704821	-0.079146617	-0.0481457248	0.077841562	0.077841562	-0.0061243131	-0.0461231979	-0.0081160607	-0.0071162837	-0.0071158376	-0.0051165067	-0.0051165067	-0.0391314503	-0.0071243131	-0.0061243131	-0.0071243131	-0.0071162837	-0.0061245361	-0.0061316734	-0.0061084773	-0.0071158376	-0.039123644	-0.0081240901	-0.0041323425	-0.0081227518	-0.0051165067	-0.0101158376	-0.0441314503	-0.0451153915	-0.0381397028	-0.0061318964	-0.0391314503	-0.010210665	-0.015210665	-0.015210951	0.018788859	0.018788859	-0.00821466100001	-0.013217229	-0.051211807	-0.00721133100001	-0.068224839	-0.0112139	-0.0112139	-0.014213424	-0.00221846600002	-0.01121371	-0.00221846600002	-0.00721133100001	-0.012210285	-0.010217229	-0.011213995	-0.068224839	-0.016213519	-0.088208287	0.039792949	-0.050208763	-0.0112139	-0.054211236	0.03478591	-0.015204197	-0.011208192	-0.00520790700003	-0.014213424	-0.118	-0.088	-0.1	-0.153	-0.153	-0.118	-0.101	-0.114	-0.118	-0.114	-0.117	-0.117	-0.105	-0.118	-0.118	-0.118	-0.118	-0.117	-0.117	-0.118	-0.114	-0.105	-0.112	-0.122	-0.114	-0.117	-0.113	-0.105	-0.101	-0.104	-0.118	-0.105
FLQS3084GRWM	0.1230092647	0.0138859276	0.0189117163	0.0188489264	0.0188489264	0.0238096828	0.0178293046	0.0678169709	0.0688175315	0.0668186528	0.0248180922	0.0248180922	0.018828744	0.0728416383	0.0668388352	0.0728416383	0.0688175315	0.0668371533	0.027833229	0.0657984703	0.0668186528	0.0188096828	0.0378416383	0.0308556539	0.026837714	0.0248180922	0.0237895004	0.0668780789	0.0238096828	0.0238489264	0.0278550933	0.018828744	0.055031134	-0.079962659	-0.088962528	-0.014963918	-0.014963918	0.05603669	-0.013962181	0.065033174	0.062035128	-0.00996018399999	0.053032697	0.053032697	-0.010964135	0.135033304	0.063032566	0.135033304	0.062035128	0.062033999	0.122031655	0.065032697	-0.00996018399999	-0.00996430800001	0.25002332	0.127032957	0.054028747	0.053032697	0.055033044	0.06303261	0.055031655	0.053033131	0.058031481	-0.010964135	0.209	0.262	0.26	0.256	0.256	0.249	0.255	0.23	0.231	0.236	0.249	0.249	0.255	0.224	0.231	0.224	0.231	0.231	0.242	0.232	0.236	0.255	0.231	0.241	0.248	0.249	0.249	0.231	0.249	0.249	0.247	0.255
FLQS307KGRWV	0.1246276466	0.1196105018	0.006610012	0.1255933571	0.1255933571	0.1215762123	0.1225842948	0.1225671501	0.0845669051	0.0845671501	0.0855669051	0.0855669051	0.1205842948	0.0835759674	0.0855754775	0.0835759674	0.0845669051	0.0855752326	0.1215840499	0.121567395	0.0845671501	0.1205757225	0.0855757225	0.0855842948	0.0845747428	0.0855669051	0.124567395	0.0805938469	0.1205757225	0.1205931121	0.1235842948	0.1205842948	0.045989212	0.004988086	-0.00201194299999	0.052987017	0.052987017	0.00598678599999	0.051986092	0.054988866	0.045987768	0.046986814	0.044987017	0.044987017	0.00198695899999	0.00298690099999	0.043987074	0.00298690099999	0.045987768	0.041988086	0.00298591899997	0.038988143	0.046986814	0.00398701700001	0.045989993	-1.09319999808e-05	-0.00101012299996	0.044987017	0.05098901	-0.027012839	0.00499005000003	0.00698874999998	0.051990021	0.00198695899999	-0.03	-0.026	0.02	-0.031	-0.031	-0.026	-0.029	-0.029	-0.015	-0.014	-0.015	-0.015	-0.025	-0.01	-0.014	-0.01	-0.015	-0.014	-0.025	-0.028	-0.014	-0.026	-0.014	-0.011	-0.011	-0.015	-0.03	-0.00699999999999	-0.025	-0.026	-0.03	-0.025
FLQS3072GRWV	0.1844766812	0.1855115008	0.1865119983	0.1875458231	0.1875458231	0.1855806427	0.1875632329	0.1895990474	0.18959855	0.1915980526	0.1915990474	0.1915990474	0.1875632329	0.1875811402	0.1905816376	0.1875811402	0.18959855	0.1905816376	0.1875642278	0.1896169547	0.1915980526	0.1875806427	0.1905811402	0.205556269	0.1955816376	0.1915990474	0.1895975551	0.1525607458	0.1855801453	0.1865458231	0.1895647252	0.1875632329	-0.00189597100001	-0.00790180600001	-0.00990272200002	0.046100367	0.046100367	-0.00990741300001	0.043096134	0.045107919	0.045103228	0.115099681	-0.00490581099999	-0.00490581099999	0.048100253	-0.00990649799996	-0.00890592600001	-0.00990649799996	0.045103228	-0.006901578	0.04809602	0.047100253	0.115099681	0.047100253	-0.00589379700003	-0.18991874	0.20012142	-0.00490581099999	0.045108148	0.043100253	0.000111924000009	-0.00389826	-0.00589368300001	0.048100253	-0.09	-0.09	-0.091	-0.095	-0.095	-0.091	-0.095	-0.096	-0.095	-0.1	-0.093	-0.093	-0.095	-0.091	-0.092	-0.091	-0.095	-0.092	-0.095	-0.096	-0.1	-0.095	-0.092	-0.087	-0.108	-0.093	-0.095	-0.08	-0.091	-0.091	-0.092	-0.095
FLQS305NGRWM	-0.0615194208	-0.0554959644	-0.0954948649	-0.0564699425	-0.0564699425	-0.0204450201	-0.0614574813	-0.0554329254	-0.0554329254	-0.0204457531	-0.0564325589	-0.0564325589	-0.0564567483	-0.0564461196	-0.0564457531	-0.0564461196	-0.0554329254	-0.0554457531	-0.0584563818	-0.0584197313	-0.0204457531	-0.0564439206	-0.0574457531	-0.0224585808	-0.0564453866	-0.0564325589	-0.0564318259	-0.057471042	-0.0224442871	-0.022470309	-0.0234582143	-0.0564567483	-0.108677818	-0.061659058	-0.066659058	-0.062672924	-0.062672924	-0.059678226	-0.128688014	-0.065648047	-0.064663952	-0.061676187	-0.063673332	-0.063673332	-0.062673332	-0.065677002	-0.064673332	-0.065677002	-0.064663952	-0.064659058	-0.102688014	-0.101674148	-0.061676187	-0.062672924	-0.063632957	-0.055645192	-0.064633365	-0.063673332	-0.0646456	-0.099672108	-0.097630918	-0.097648862	-0.059632957	-0.062673332	-0.068	-0.073	-0.057	-0.073	-0.073	-0.087	-0.067	-0.073	-0.074	-0.088	-0.073	-0.073	-0.073	-0.073	-0.073	-0.073	-0.074	-0.073	-0.069	-0.07	-0.088	-0.073	-0.073	-0.087	-0.073	-0.073	-0.072	-0.07	-0.085	-0.084	-0.086	-0.073
FLQS305DGRWM	0.052968488	0.1879636223	0.0929785669	-0.0019661728	-0.0019661728	0.0480414733	0.007028614	0.0080508571	0.083039388	0.0460518998	0.0820397356	0.0820397356	0.009028614	0.045024791	0.0470397356	0.045024791	0.083039388	0.0470397356	0.0080293091	0.1730206204	0.0460518998	0.0530421684	0.0530386929	0.0850143645	0.0080404307	0.0820397356	0.0480543326	0.2559441596	0.0480407782	0.0480174924	0.0480272238	0.009028614	0.056884305	0.101883433	0.011885302	0.00288517700002	0.00288517700002	0.00688625700002	0.00488582099999	0.00288378600001	-0.052113121	-0.062112228	0.016885841	0.016885841	0.00288503199999	0.00688617399999	0.00888602800001	0.00688617399999	-0.052113121	0.006885281	0.000885799999992	0.064884886	-0.062112228	0.066886049	0.118882956	0.062883516	0.000884034999984	0.016885841	0.00688461599998	0.057884969	0.00788218700001	0.00988467900001	0.00888388999999	0.00288503199999	-0.061	-0.119	-0.075	-0.036	-0.036	-0.056	-0.039	-0.04	-0.067	-0.051	-0.07	-0.07	-0.041	-0.055	-0.056	-0.055	-0.067	-0.056	-0.04	-0.11	-0.051	-0.062	-0.066	-0.075	-0.039	-0.07	-0.056	-0.144	-0.057	-0.057	-0.056	-0.041
FLQS3057GRWM	-0.0034830598	-0.0034784967	-0.0034784324	-0.0034740622	-0.0034740622	-0.0374674425	-0.0384696277	-0.0044672497	-0.003467314	-0.004467314	-0.003467314	-0.003467314	-0.0044717485	-0.0024696919	-0.0024696277	-0.0024696919	-0.003467314	-0.0034695634	-0.0084715557	-0.0034650646	-0.004467314	-0.0374673783	-0.0044695634	-0.003471877	-0.0044696919	-0.003467314	-0.004467314	-0.0034741907	-0.0044695634	-0.0374719413	-0.0044717485	-0.0044717485	-0.052183465	-0.050182801	-0.048182136	-0.048193437	-0.048193437	-0.054199753	-0.056208727	-0.088186457	-0.050186457	-0.089210722	-0.050195099	-0.050195099	-0.046193437	-0.051197758	-0.051194767	-0.051197758	-0.050186457	-0.051183465	-0.126219696	-0.051195431	-0.089210722	-0.052195099	-0.088174158	-0.048171499	-0.047160863	-0.050195099	-0.050171832	-0.047192772	-0.050160198	-0.055175488	-0.088174158	-0.046193437	-0.145	-0.145	-0.146	-0.145	-0.145	-0.131	-0.131	-0.143	-0.145	-0.143	-0.146	-0.146	-0.146	-0.146	-0.145	-0.146	-0.145	-0.146	-0.138	-0.146	-0.143	-0.132	-0.143	-0.146	-0.145	-0.146	-0.145	-0.146	-0.145	-0.131	-0.142	-0.146
FLQS3052GRWY	-0.0045994159	-0.0055321723	-0.0045312252	-0.0404336746	-0.0404336746	-0.0054005263	-0.0064327275	0.0295994737	-0.039337071	-0.0073380181	-0.0063654838	-0.0063654838	-0.0044336746	-0.0363721135	-0.0063995792	-0.0363721135	-0.039337071	-0.0063986321	-0.0054308333	-0.0373029756	-0.0073380181	-0.0043995792	-0.0053730606	-0.0064327275	-0.0064005263	-0.0063654838	-0.0063654838	-0.0054706112	-0.039367378	-0.0054668228	-0.0344052617	-0.0044336746	0.069940948	0.011941091	0.00894581200001	0.00394409500001	0.00394409500001	0.067944739	0.010946241	0.059935584	-0.040057478	0.01194481	0.00894373700001	0.00894373700001	0.00894366599999	0.063944596	0.009943451	0.063944596	-0.040057478	0.00994087700002	0.010946169	0.00194423799999	0.01194481	0.00794359399998	0.055933653	0.010938659	0.00993679999999	0.00894373700001	0.00993873100003	0.00994352299998	0.063936585	0.064939089	0.047933724	0.00894366599999	0.018	0.023	0.022	0.037	0.037	0.019	0.023	0.00599999999999	0.04	0.023	0.023	0.023	0.023	0.032	0.023	0.032	0.04	0.023	0.023	0.036	0.023	0.022	0.019	0.023	0.024	0.023	0.023	0.023	0.033	0.019	0.032	0.023
FLQS304WGRWM	0.5486499035	0.6381311902	0.543453	0.6349647992	0.6349647992	0.573120218	0.63289686	0.5917609815	0.6804460859	0.628791494	0.6783240357	0.6783240357	0.6246832721	0.6722019855	0.6329814835	0.6722019855	0.6804460859	0.6779814835	0.622622247	0.5856320172	0.628791494	0.572120218	-27.4803939522	0.6403004372	0.6732088996	0.6783240357	0.5720217662	0.6274086592	0.575120218	0.6283476341	0.636178387	0.6246832721	0.00844414100001	0.012444523	0.00344375899999	0.012437835	0.012437835	-0.028572675	0.010430382	-0.025556814	0.020451594	0.02442828	0.010438599	0.010438599	-0.108577835	0.023428853	0.012437453	0.023428853	0.020451594	0.061443759	-0.110584905	-0.110578026	0.02442828	-0.11157879	-10.327518211	0.00845063799997	0.059466117	0.010438599	-0.072566178	0.012437835	-0.07255949	-0.023558343	0.011449492	-0.108577835	0.059	0.023	0.062	0.024	0.024	0.05	0.025	0.042	0.005	0.024	0.006	0.006	0.035	0.00800000000001	0.024	0.00800000000001	0.005	0.003	0.036	0.049	0.024	0.056	11.068	0.022	0.005	0.006	0.052	0.026	0.051	0.028	0.023	0.035
FLQS3047GRWM	0.1481210317	0.1500661195	0.1510637662	0.1500104229	0.1500104229	0.1489555106	0.1529861046	0.1469280545	0.1489304079	0.1489327613	0.1519319768	0.1519319768	0.1489853201	0.1489610019	0.148957864	0.1489610019	0.1489304079	0.148957864	0.1509853201	0.1489021673	0.1489327613	0.1479570796	0.1469562951	0.1489845357	0.1109594329	0.1519319768	0.1509280545	0.1470151296	0.1499555106	0.1490143452	0.1479876735	0.1489853201	0.026290132	0.028300242	0.02730162	0.029305756	0.029305756	0.030308054	0.092301773	-0.039692559	0.030303152	0.029308973	0.096295646	0.096295646	0.026295493	0.030308054	0.03230499	0.030308054	0.030303152	0.033299629	0.088291663	0.03330545	0.029308973	0.027295033	-0.040698533	0.030295799	0.018281094	0.096295646	0.028295493	0.026295493	0.029290285	0.024286149	0.026280328	0.026295493	-0.143	-0.143	-0.143	-0.143	-0.143	-0.142	-0.149	-0.138	-0.143	-0.142	-0.149	-0.149	-0.143	-0.143	-0.143	-0.143	-0.143	-0.143	-0.148	-0.143	-0.142	-0.143	-0.137	-0.142	-0.127	-0.149	-0.143	-0.142	-0.143	-0.143	-0.143	-0.143
