SN	Distance_X_LOGO_Front_Camera_LD1	Distance_X_LOGO_Front_Camera_LD2	Distance_X_LOGO_Front_Camera_LD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Front_Camera_LD1	Distance_Y_LOGO_Front_Camera_LD2	Distance_Y_LOGO_Front_Camera_LD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Front_Camera_LD1	Angle_Front_Camera_LD2	Angle_Front_Camera_LD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32
FLQS303BGRWM	-0.0090302489	-0.047030105	-0.0120301503	-0.049030013	-0.049030013	-0.0470299198	-0.0490299637	-0.0490298665	-0.0140298665	-0.0140298665	-0.0120298651	-0.0120298651	-0.0480299664	-0.0140299118	-0.0490299118	-0.0140299118	-0.0140298665	-0.0490299104	-0.0490299637	-0.0140298185	-0.0140298665	-0.0140299184	-0.0130299144	-0.011030009	-0.0070299664	-0.0120298651	-0.0490298718	-0.0120300583	-0.0520299184	-0.0470300117	-0.0120300077	-0.0480299664	0.020756983	0.02675071	0.06675071	0.026755789	0.026755789	0.028756834	0.028760867	0.029745632	0.027751308	0.026756087	0.066755789	0.066755789	0.024755639	0.066756087	0.02875549	0.066756087	0.027751308	0.025750262	0.024761315	0.027755789	0.026756087	0.028755639	-0.012258848	0.027745782	0.023741749	0.066755789	0.028745035	0.025756087	0.00374010600001	0.02774608	0.059741002	0.024755639	0.078	0.093	0.076	0.094	0.094	0.093	0.093	0.094	0.079	0.08	0.076	0.076	0.094	0.076	0.093	0.076	0.079	0.093	0.094	0.08	0.08	0.079	0.081	0.079	0.077	0.076	0.094	0.079	0.096	0.093	0.076	0.094
FLQS3024GRWM	-0.0787965569	-0.0807881555	-0.0797877902	-0.0807795106	-0.0807795106	-0.0807711093	-0.0817753708	-0.0797673347	-0.0827673347	-0.0487713528	-0.047771231	-0.047771231	-0.0827752491	-0.0817757361	-0.0807714745	-0.0817757361	-0.0827673347	-0.0807714745	-0.0827750055	-0.0477669695	-0.0487713528	-0.0837708657	-0.0817717181	-0.0457798759	-0.0837754926	-0.047771231	-0.0807667259	-0.0807798759	-0.0807709875	-0.0837792671	-0.0807757361	-0.0827752491	0.057019411	0.014023131	0.011023477	0.013026332	0.013026332	0.01302737	-0.035970468	0.014020882	-0.033975745	0.023026418	0.024025553	0.024025553	-0.037973582	0.080026332	0.014026245	0.080026332	-0.033975745	0.014023044	-0.036970381	0.023025726	0.023026418	-0.036973755	-0.032982579	0.063016037	-0.071982838	0.024025553	0.012020362	0.012025986	0.013017248	-0.036974793	0.011017594	-0.037973582	-0.04	-0.036	-0.037	-0.037	-0.037	-0.037	-0.033	-0.037	-0.033	-0.05	-0.051	-0.051	-0.032	-0.041	-0.037	-0.041	-0.033	-0.036	-0.032	-0.051	-0.05	-0.032	-0.032	-0.054	-0.029	-0.051	-0.037	-0.037	-0.036	-0.032	-0.037	-0.032
FLQS301GGRWM	-0.0172808016	0.0137421815	-0.0192377083	0.0137829766	0.0137829766	0.0148237716	0.0158030868	0.0158433073	0.0158438818	0.0168427327	0.0158438818	0.0158438818	0.0148025122	-0.0131607148	0.0148237716	-0.0131607148	0.0158438818	0.0158243462	0.0178025122	-0.0141187706	0.0168427327	0.014823197	-0.015158991	-0.0161785267	0.0168243462	0.0158438818	-0.0161377316	0.0127818274	-0.0181572673	0.0147841257	-0.0151791013	0.0148025122	0.071379849	0.045385762	0.071385565	0.04539266	0.04539266	0.076393054	0.048398769	0.076379258	0.076386353	0.074393054	0.076391871	0.076391871	0.043392265	0.069394039	0.047391674	0.069394039	0.076386353	0.075384579	0.07639936	0.069393842	0.074393054	0.042391871	0.069373739	0.072379652	0.074373148	0.076391871	0.072378667	0.043391871	0.073371966	0.075380243	0.069373739	0.043392265	0.202	0.191	0.202	0.19	0.19	0.188	0.189	0.188	0.188	0.187	0.188	0.188	0.191	0.2	0.19	0.2	0.188	0.188	0.187	0.2	0.187	0.19	0.2	0.201	0.188	0.188	0.201	0.191	0.201	0.188	0.201	0.191
FLQS301EGRWQ	-0.1781859102	-0.1001897074	-0.173194607	-0.0981981593	-0.0981981593	-0.1712068561	-0.1752028139	-0.1342112657	-0.1342112657	-0.1722159203	-0.1742161653	-0.1742161653	-0.0982024464	-0.1332069786	-0.1712118782	-0.1332069786	-0.1342112657	-0.1692118782	-0.0982026914	-0.1342159203	-0.1722159203	-0.1332110207	-0.1012069786	-0.1762077135	-0.1332074685	-0.1742161653	-0.1322110207	-0.1672020789	-0.1012067336	-0.1011981593	-0.1312029364	-0.0982024464	-0.201489266	-0.063465697	-0.125491371	-0.060480007	-0.060480007	-0.157506522	-0.185516202	-0.106453491	-0.107470327	-0.165508627	-0.19550568	-0.19550568	-0.058480428	-0.106483795	-0.124504418	-0.106483795	-0.107470327	-0.072489687	-0.059496	-0.066481269	-0.165508627	-0.065482953	-0.106439181	-0.194475377	-0.068440444	-0.19550568	-0.06845265	-0.071481269	-0.107437919	-0.105457279	-0.019440023	-0.058480428	0.083	0.042	0.076	0.042	0.042	0.077	0.08	0.058	0.059	0.077	0.081	0.081	0.041	0.058	0.074	0.058	0.059	0.07	0.041	0.056	0.077	0.055	0.045	0.081	0.056	0.081	0.056	0.07	0.045	0.046	0.052	0.041
FLQS300VGRWQ	-0.0249257776	-0.0239624564	-0.0239635196	0.0090178753	0.0090178753	0.0089801334	0.0099992701	0.0109609966	0.0119609966	0.0119615282	-0.0240581401	-0.0240581401	-0.0250193351	0.0119801334	0.0119785386	0.0119801334	0.0119609966	-0.0220400665	0.009998207	0.0099413283	0.0119615282	-0.0240374087	0.0109790702	0.012998207	0.0119780071	-0.0240581401	-0.0250565454	-0.0239991352	-0.0240374087	-0.0230001983	-0.0230209298	-0.0250193351	0.00643596200001	0.00843598100002	0.039435944	0.008435316	0.008435316	0.005434651	0.00843472500003	0.070437162	0.072436516	0.00343463300001	0.003435279	0.003435279	0.00343537099999	0.00443463299999	0.042435445	0.00443463299999	0.072436516	0.034436036	0.043434688	0.00643535299997	0.00343463300001	0.005435371	0.071437845	0.035436553	0.010437218	0.003435279	0.037436664	0.00843529700001	0.037437236	0.036437162	0.00443719899997	0.00343537099999	0.103	0.102	0.1	0.089	0.089	0.089	0.089	0.084	0.083	0.088	0.102	0.102	0.102	0.088	0.086	0.088	0.083	0.1	0.087	0.088	0.088	0.102	0.084	0.085	0.088	0.102	0.1	0.103	0.101	0.1	0.102	0.102
FLQS300RGRWY	-0.0116500732	0.0763706844	-0.0446758413	-0.0467109145	-0.0467109145	-0.0117237985	-0.0817230828	-0.0127356089	-0.0457474193	-0.0127356089	-0.0437474193	-0.0437474193	-0.0447234407	-0.0437345352	-0.0137245143	-0.0437345352	-0.0457474193	-0.0167248722	-0.0437230828	-0.0457603033	-0.0127356089	-0.0467366826	-0.0457234407	-0.050712704	-0.0447331037	-0.0437474193	-0.007735251	-0.0147001778	-0.0077227249	-0.0167005357	-0.0467116303	-0.0447234407	0.050664524	0.044664803	0.042664813	0.012664139	0.012664139	0.047664409	0.01466411	0.047665111	0.010664409	0.046664447	0.04666413	0.04666413	0.045664495	0.044664409	0.048664187	0.044664409	0.010664409	0.015664572	0.04566412	0.01066412	0.046664447	0.009664149	0.0426654	0.016664851	0.012665073	0.04666413	0.043665121	0.044664457	0.042665429	0.047665082	0.043665409	0.045664495	0.179	0.144	0.193	0.196	0.196	0.18	0.21	0.18	0.195	0.18	0.192	0.192	0.193	0.193	0.18	0.193	0.195	0.184	0.193	0.196	0.18	0.196	0.194	0.197	0.196	0.192	0.178	0.181	0.179	0.181	0.193	0.193
FLQS300LGRWQ	-0.0276015062	-0.0666531922	-0.1516782968	-0.0656871573	-0.0656871573	-0.0657225992	-0.1497038937	-0.0687191534	-0.0697186612	-0.1107388433	-0.0687201379	-0.0687201379	-0.0697053705	-0.1427201379	-0.1097211224	-0.1427201379	-0.0697186612	-0.0307014325	-0.0697053705	-0.0707378588	-0.1107388433	-0.0707225992	-0.1087211224	-0.1107038937	-0.1097230914	-0.0687201379	-0.0647383511	-0.0276679596	-0.0647211224	-0.0646871573	-0.1157260449	-0.0697053705	-0.006110433	-0.009110695	-0.021111392	-0.00711374599999	-0.00711374599999	-0.00511854000001	-0.071116884	-0.00910790500001	-0.046111479	-0.093118715	-0.054117233	-0.054117233	-0.048113833	-0.060118453	-0.060117756	-0.060118453	-0.046111479	-0.04711392	-0.049116971	-0.00911339699999	-0.093118715	-0.048113746	-0.059108864	-0.058111828	-0.012105203	-0.054117233	-0.011107905	-0.050117233	-0.011104854	-0.00910834100003	-0.062109387	-0.048113833	-0.044	-0.029	0.006	-0.029	-0.029	-0.029	0.00900000000001	-0.027	-0.025	-0.00599999999999	-0.026	-0.026	-0.025	0.006	-0.008	0.006	-0.025	-0.04	-0.025	-0.027	-0.00599999999999	-0.025	-0.009	-0.00800000000001	-0.011	-0.026	-0.03	-0.042	-0.03	-0.029	-0.006	-0.025
FLQS300LGRWM	0.0048557705	0.0428463078	0.0048324516	0.0048101466	0.0048101466	0.0097868277	0.0067986561	0.012777027	0.012777027	0.0127773649	0.008777027	0.008777027	0.0087979802	0.0137898693	0.0077888554	0.0137898693	0.012777027	0.0047878415	0.00279764219999	0.0087651985	0.0127773649	0.0077858138	0.0087888554	0.0078006838	0.0478013597	0.008777027	0.0097746613	0.0048104845	0.0097864897	0.0068226509	0.0118003459	0.0087979802	-0.00497448899998	0.04802748	-0.00897466799998	-0.008975814	-0.008975814	0.048023792	-0.00697703099999	0.047026335	0.050024867	0.050023721	-0.00697581399999	-0.00697581399999	0.04702415	0.047023828	-0.00597581399998	0.047023828	0.050024867	-0.067976673	-0.058977174	-0.00597585	0.050023721	0.048024258	-0.004972162	-0.00897330699999	0.003027946	-0.00697581399999	0.049026693	-0.007975706	0.049027982	2.67279999946e-05	0.04502791	0.04702415	0.187	0.169	0.187	0.188	0.188	0.181	0.187	0.18	0.181	0.181	0.186	0.186	0.183	0.181	0.186	0.181	0.181	0.191	0.192	0.186	0.181	0.182	0.186	0.186	0.169	0.186	0.181	0.187	0.182	0.186	0.181	0.183
FLQS3009GRWQ	-0.0490325405	-0.0530448189	-0.0520373154	-0.0530569268	-0.0530569268	-0.0530688641	-0.0580628955	-0.0530678409	0.000935228699998	0.0079352287	0.0059352287	0.0059352287	-0.0480620428	-0.0090608491	-0.0520617017	-0.0090608491	0.000935228699998	-0.0110617017	-0.0520622133	-0.0540736391	0.0079352287	-0.0520686936	-0.0480601669	0.006947166	-0.0500613607	0.0059352287	-0.0520750033	-0.0510484001	-0.0530688641	-0.1320559036	-0.0520550509	-0.0480620428	0.00466084500002	-0.059339772	-0.06133984	-0.061340158	-0.061340158	-0.060340254	-0.125340505	-0.062339589	-0.138340129	-0.000340465999983	-0.093340466	-0.093340466	0.003660459	-0.057340235	-0.061340061	-0.057340235	-0.138340129	-0.056339714	-0.057339888	-0.120340119	-0.000340465999983	-0.060340119	0.08666286	-0.092339792	-0.056338548	-0.093340466	-0.062339483	-0.061340139	-0.061339155	-0.098338895	-0.053338461	0.003660459	-0.171	-0.166	-0.166	-0.166	-0.166	-0.165	-0.159	-0.165	-0.181	-0.194	-0.187	-0.187	-0.172	-0.183	-0.165	-0.183	-0.181	-0.183	-0.166	-0.161	-0.194	-0.165	-0.177	-0.187	-0.166	-0.187	-0.166	-0.166	-0.166	-0.131	-0.166	-0.172
FLQS2F0LGRX5	-0.2169453239	-0.1459426298	-0.1849420404	-0.1879332003	-0.1879332003	-0.1849275595	-0.1879301695	-0.1489272228	-0.1839242761	-0.1839243603	-0.1859240235	-0.1859240235	-0.185930422	-0.182927307	-0.1859269702	-0.182927307	-0.1839242761	-0.1849269702	-0.1849303378	-0.1859210768	-0.1839243603	-0.1859274753	-0.1489301695	-0.185933032	-0.1469300853	-0.1859240235	-0.1489274753	-0.1149363154	-0.1519303378	-0.1839334529	-0.1859329478	-0.185930422	0.030614945	0.105615145	-0.00138514899999	-0.049385385	-0.049385385	-0.00238527700003	-0.051385485	0.000614939999991	-0.00338517700001	-0.00338526600001	-0.053385399	-0.053385399	-0.001385255	-0.00338526300001	-0.050385385	-0.00338526300001	-0.00338517700001	-0.049385282	-0.001385357	-0.053385399	-0.00338526600001	-0.00338525699999	-0.047385091	-0.054385196	0.089615134	-0.053385399	-0.000385054999981	0.00461475899999	-0.047385088	-0.001385083	-0.00138496599999	-0.001385255	0.088	0.054	0.077	0.082	0.082	0.077	0.081	0.062	0.077	0.077	0.081	0.081	0.078	0.077	0.081	0.077	0.077	0.08	0.077	0.081	0.077	0.078	0.066	0.081	0.056	0.081	0.063	0.048	0.067	0.077	0.078	0.078
FLQS2EQUGRX5	-0.097251023	-0.1013086198	-0.0202461557	-0.1003629717	-0.1003629717	-0.1014205685	-0.1114270583	-0.1024473389	-0.1024481501	-0.1024481501	-0.1044497726	-0.1044497726	-0.1003921758	-0.1034189461	-0.1024205685	-0.1034189461	-0.1024481501	-0.1034205685	-0.1144303032	-0.1034773541	-0.1024481501	-0.0704230022	-0.1034197573	-0.1033913645	-0.109422191	-0.1044497726	-0.0694497726	-0.0973629717	-0.1024213798	-0.1123994768	-0.1033921758	-0.1003921758	0.10266183	0.067681451	0.069679271	0.102682541	0.102682541	0.066705978	0.104702162	0.065668371	0.066689082	0.066705433	0.068701617	0.068701617	0.106679816	0.069704342	0.069700527	0.069704342	0.066689082	0.068681451	0.065726689	0.068702707	0.066705433	0.075700527	0.066647115	0.07066292	0.029649295	0.068701617	0.072663465	0.101680906	0.066643844	0.067671641	0.068646025	0.106679816	0.144	0.148	0.115	0.145	0.145	0.149	0.149	0.149	0.148	0.148	0.149	0.149	0.145	0.148	0.149	0.148	0.148	0.149	0.154	0.149	0.148	0.135	0.149	0.149	0.153	0.149	0.135	0.144	0.148	0.153	0.149	0.145
FLQS2DERGRX5	-0.1218777678	-0.255905452	-0.2209059922	-0.2619153103	-0.2619153103	-0.2589254386	-0.2549194966	-0.2149238181	-0.256929625	-0.2619298951	-0.2649303002	-0.2649303002	-0.259920712	-0.2589246283	-0.2609248984	-0.2589246283	-0.256929625	-0.2589254386	-0.2579203069	-0.2649350268	-0.2619298951	-0.2589254386	-0.2229199018	-0.2669208471	-0.1709197667	-0.2649303002	-0.2749311105	-0.2569145	-0.2109246283	-0.2199151752	-0.2239154453	-0.259920712	-0.025768891	-0.088759773	-0.090758174	-0.084753855	-0.084753855	-0.025741219	-0.029757214	-0.028764572	-0.033757214	-0.10573994	-0.147743139	-0.147743139	-0.032742979	-0.032752096	-0.080753855	-0.032752096	-0.033757214	-0.032749217	-0.033747777	-0.150742979	-0.10573994	-0.031743779	-0.102758814	-0.152753535	0.05122983	-0.147743139	-0.225742019	-0.089754015	0.04322935	-0.075764092	-0.096759454	-0.032742979	-0.166	-0.108	-0.123	-0.106	-0.106	-0.111	-0.113	-0.128	-0.112	-0.105	-0.101	-0.101	-0.111	-0.111	-0.107	-0.111	-0.112	-0.111	-0.112	-0.101	-0.105	-0.111	-0.121	-0.1	-0.152	-0.101	-0.092	-0.108	-0.135	-0.124	-0.121	-0.111
FLQS2CKUGRX5	-0.0014699915	-0.0393652634	-0.0703342329	-0.0382973841	-0.0382973841	-0.0422285351	-0.0422615051	-0.0401955652	-0.0721645346	-0.0391955652	-0.0691635649	-0.0691635649	-0.0382634445	-0.0382295048	-0.0382275654	-0.0382295048	-0.0721645346	-0.039225626	-0.0372624748	-0.0701286556	-0.0391955652	-0.0721965349	-0.0412275654	-0.0402605354	-0.0422275654	-0.0691635649	-0.0711635649	-0.070268293	-0.0751965349	-0.0422954447	-0.0422595657	-0.0382634445	0.026204242	-0.00079571400002	-0.00479571099999	-0.000795665999988	-0.000795665999988	-0.028795661	-0.032795613	-0.031795761	-0.034795707	-0.03579561	-0.00679565499999	-0.00679565499999	-0.000795667000006	0.029204299	-0.004795664	0.029204299	-0.034795707	-0.00179572000002	-0.00079561299998	-0.00479565499998	-0.03579561	-0.00579566100001	-0.034795808	-0.00079576600001	-0.032795811	-0.00679565499999	-0.00679576299999	-0.00579566100001	-0.069795811	-0.036795757	-0.032795813	-0.000795667000006	-0.199	-0.183	-0.17	-0.183	-0.183	-0.179	-0.179	-0.18	-0.166	-0.18	-0.169	-0.169	-0.183	-0.185	-0.182	-0.185	-0.166	-0.182	-0.183	-0.169	-0.18	-0.169	-0.179	-0.182	-0.179	-0.169	-0.17	-0.169	-0.163	-0.179	-0.178	-0.183
FLQS2C9EGRX5	-0.0083602326	-0.0103382475	-0.010336973	-0.0093159437	-0.0093159437	-0.0162923655	-0.00930511050001	-0.0122958704	-0.0092843999	0.0436977571	0.0486977571	0.0486977571	-0.0093047919	0.0436866053	-0.0092955517	0.0436866053	-0.0092843999	0.0466866053	-0.0143041546	-0.0102726107	0.0436977571	-0.00929364	-0.0072952331	-0.008306385	0.0316917033	0.0486977571	-0.0082828067	-0.0083172182	-0.0082939586	-0.0053168996	-0.014306385	-0.0093047919	0.035761742	0.036761927	0.037762854	0.0357686	0.0357686	-0.027216758	0.037775828	0.038757294	0.03576582	0.038772492	0.016772492	0.016772492	0.035768229	0.031772492	0.035768229	0.031772492	0.03576582	0.013766005	-0.029225099	0.03476897	0.038772492	0.036767488	0.107750251	0.037755996	0.112737833	0.016772492	0.036755996	0.03776897	0.038749509	0.034756738	-0.030250305	0.035768229	-0.153	-0.152	-0.153	-0.153	-0.153	-0.146	-0.153	-0.152	-0.152	-0.174	-0.174	-0.174	-0.153	-0.173	-0.152	-0.173	-0.152	-0.174	-0.147	-0.152	-0.174	-0.152	-0.159	-0.154	-0.174	-0.174	-0.154	-0.153	-0.153	-0.154	-0.147	-0.153
FLQS2C6NGRX5	0.0850979652	0.0850288214	0.0480288214	0.0849606654	0.0849606654	0.0848925094	0.0879290568	0.0828529987	0.0888569498	0.086855962	0.0858539865	0.0858539865	0.0879280691	0.0478915217	0.0838875706	0.0478915217	0.0888569498	0.0838875706	0.0859270813	0.0848194146	0.086855962	0.0848905339	0.0498915217	0.0879260935	0.0848846073	0.0858539865	0.0878589253	0.0479656043	0.0858915217	0.0859606654	0.085924118	0.0879280691	-0.00891290599998	-0.00891267599999	-0.01391302	-0.00891668599999	-0.00891668599999	-0.00891714400001	0.020082742	-0.054914509	0.072090645	0.038082971	-0.00891680000001	-0.00891680000001	0.021086751	0.032083085	-0.00891657100001	0.032083085	0.072090645	-0.006912333	-0.008917258	-0.00791691499998	0.038082971	-0.00991702899998	0.064098893	0.023094998	0.038094769	-0.00891680000001	0.022094769	-0.00391301999997	-0.007904887	-0.00890924000001	-0.00590465799999	0.021086751	-0.00600000000001	-0.006	0.009	-0.006	-0.006	-0.006	-0.00899999999999	-0.003	-0.013	-0.011	-0.00700000000001	-0.00700000000001	-0.01	0.00600000000001	-0.00700000000001	0.00600000000001	-0.013	-0.006	-0.006	-0.00700000000001	-0.011	-0.00700000000001	0.003	-0.01	-0.01	-0.00700000000001	-0.01	0.00700000000001	-0.00699999999999	-0.00699999999999	-0.00700000000002	-0.01
FLQS2BJ4GRX5	0.0712603085	0.0341915388	0.071214462	0.0331450375	0.0331450375	0.0341005009	-0.000877230799997	0.0350782327	0.0350782327	0.0350788876	0.0360775777	0.0360775777	0.0331240791	0.0351024658	0.0351005009	0.0351024658	0.0350782327	0.0351005009	0.0341227692	0.0350546545	0.0350788876	0.0341011559	0.072125389	0.0361234242	0.0361005009	0.0360775777	0.0330756129	0.0681699255	0.034099191	0.0331456924	0.0361240791	0.0331240791	-0.00125862600001	-0.00725886399999	-0.00225892399999	-0.00826094499999	-0.00826094499999	-0.00626154	-0.054262966	-0.00725737799996	-0.007259756	-0.007261718	-0.006261064	-0.006261064	-0.006257973	-0.00626154	-0.00626088600001	-0.00626154	-0.007259756	-0.00725880500002	-0.00626023200002	-0.00526118299999	-0.007261718	-0.006257973	0.086750469	-0.008256902	-0.00825547599999	-0.006261064	-0.008256902	-0.000260529000002	-0.00725476200003	-0.00625725899999	-0.00725494100001	-0.006257973	-0.013	0.00200000000001	-0.013	0.00300000000001	0.00300000000001	0.002	0.02	0.00199999999998	0.001	0.00200000000001	0.001	0.001	0.00200000000001	0.002	0.002	0.002	0.001	0.00200000000001	0.002	0.001	0.00200000000001	0.00199999999998	-0.02	0.001	0.00200000000001	0.001	0.00299999999999	-0.012	0.00200000000001	0.00200000000001	0.00200000000001	0.00200000000001
FLQS224TGRWM	2.0336047358	2.0671032074	2.1111884257	2.0643496923	2.0643496923	2.0164275746	2.0625146268	1.9731755878	2.0155091249	2.0175925092	2.0100922035	2.0100922035	2.0603478583	2.0184294086	2.0563460243	2.0184294086	2.0155091249	2.0563460243	2.0583478583	2.0071737538	2.0175925092	2.0183441903	2.0566795614	2.0213460243	2.0521792557	2.0100922035	2.0090088192	2.0193478583	2.0109272689	2.023264474	2.0160124872	2.0603478583	-0.008849408	-0.003849054	-0.057853379	-0.00485146399998	-0.00485146399998	-0.010852882	-0.00585415899997	-0.120851748	-0.00785047200003	0.064147401	-0.064856073	-0.064856073	-0.00185153499999	-0.109856002	-0.001851394	-0.109856002	-0.00785047200003	-0.00184877000001	-0.050854088	-0.062856144	0.064147401	-0.00985181899998	-0.010841468	-0.009846998	-0.051844658	-0.064856073	-0.064850968	-0.056851677	-0.065848487	-0.012847636	-0.063848558	-0.00185153499999	-0.28	-0.294	-0.307	-0.295	-0.295	-0.28	-0.296	-0.256	-0.28	-0.285	-0.275	-0.275	-0.296	-0.272	-0.294	-0.272	-0.28	-0.295	-0.291	-0.275	-0.285	-0.28	-0.294	-0.28	-0.29	-0.275	-0.274	-0.275	-0.274	-0.28	-0.275	-0.296
FLQS224LGRWM	0.0601447709	0.1131881552	0.2547919118	0.0675265529	0.0675265529	0.1155930755	0.1134947377	0.075688521	0.0716914133	0.071688521	0.0726914133	0.0726914133	0.0656277829	0.0685930755	0.0695959678	0.0685930755	0.0716914133	0.0695959678	0.11249763	0.0697926433	0.071688521	0.064729013	0.0755872909	0.0704831685	0.0696075369	0.0726914133	0.1156914133	0.0645236606	0.0647319053	0.0645352297	0.1114947377	0.0656277829	-0.02210437	0.064890375	0.104886515	0.060894772	0.060894772	0.025899383	0.024902278	0.117887373	0.058891233	0.054895415	0.059893914	0.059893914	0.017894772	-0.045094184	0.018898417	-0.045094184	0.058891233	0.018894665	0.024897881	0.018894128	0.054895415	0.018894557	-0.113116916	0.018886837	0.015887909	0.059893914	0.062887159	0.019894343	0.018883406	0.01889252	0.025887587	0.017894772	-0.071	-0.098	-0.157	-0.079	-0.079	-0.096	-0.096	-0.086	-0.08	-0.081	-0.082	-0.082	-0.075	-0.073	-0.077	-0.073	-0.08	-0.077	-0.095	-0.078	-0.081	-0.075	-0.071	-0.078	-0.077	-0.082	-0.099	-0.075	-0.076	-0.075	-0.095	-0.075
FLQS200ZGRX8	-0.0592737775	-0.0933038752	-0.0603038752	-0.0573322773	-0.0573322773	-0.057362375	-0.0243331251	-0.0573776358	-0.0613776358	-0.0613772119	-0.0583780597	-0.0583780597	-0.0573475381	-0.0583619511	-0.0593627989	-0.0583619511	-0.0613776358	-0.0603632228	-0.0193322773	-0.0913928966	-0.0613772119	-0.0943780597	0.0286753531	-0.026333973	-0.0933619511	-0.0583780597	-0.0583776358	-0.0583174404	-0.0573627989	-0.0593331251	0.03269019	-0.0573475381	-0.078473786	-0.080474056	-0.080475673	-0.032471361	-0.032471361	-0.033486185	-0.029480255	0.012546698	-0.078476751	-0.079485915	-0.032483489	-0.032483489	-0.031471091	0.011527831	-0.032471091	0.011527831	-0.078476751	-0.032461118	0.00252863899999	-0.080483759	-0.079485915	-0.038472978	-0.153467857	-0.028452224	-0.034444947	-0.032483489	-0.030452224	-0.034470822	-0.03244333	-0.030453841	-0.080467857	-0.031471091	0.00600000000001	0.02	0.00700000000002	0.00300000000001	0.00300000000001	0.003	-0.011	-0.001	0.00700000000001	0.00700000000001	0.00300000000001	0.00300000000001	0.00200000000001	0.0	0.00399999999999	0.0	0.00700000000001	0.00399999999999	-0.015	0.019	0.00700000000001	0.017	-0.024	-0.01	0.017	0.00300000000001	0.003	0.00200000000001	0.003	0.00300000000001	-0.03	0.00200000000001
FLNS2037GRWV	-0.0038339052	-0.0098281798	0.0371721427	0.0411773037	0.0411773037	0.036183271	0.0011835936	0.0801860128	-0.000807616700001	-0.0358076974	-0.0018072135	-0.0018072135	-0.0618161645	0.0401834323	-0.0028100359	0.0401834323	-0.000807616700001	-0.000810197199996	-0.0078159226	-0.0038043105	-0.0358076974	-0.0618133421	-0.000810197199996	0.000186899799999	0.0361866579	-0.0018072135	0.0571801261	-0.0038224544	-0.0128176967	-0.0088223738	-0.000812938899998	-0.0618161645	0.084282414	0.08324123	0.122260152	0.156260152	0.156260152	0.087284084	0.151281858	0.165242343	0.121265718	0.119282414	0.125303563	0.125303563	0.080299111	0.087281858	0.12330245	0.087281858	0.121265718	0.078282971	0.079321372	0.08230245	0.119282414	0.082300224	0.120202828	0.204220081	0.045248465	0.125303563	0.057279075	0.08230245	0.131245682	0.128264048	0.197203941	0.080299111	0.127	0.129	0.108	0.104	0.104	0.11	0.121	0.088	0.123	0.138	0.124	0.124	0.151	0.109	0.124	0.109	0.123	0.126	0.128	0.127	0.138	0.15	0.123	0.118	0.113	0.124	0.104	0.127	0.128	0.125	0.118	0.151
