SN	Distance_X_LOGO_MainBoard_RD1	Distance_X_LOGO_MainBoard_RD2	Distance_X_LOGO_MainBoard_RD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_RD1	Distance_Y_LOGO_MainBoard_RD2	Distance_Y_LOGO_MainBoard_RD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_RD1	Angle_MainBoard_RD2	Angle_MainBoard_RD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32
FLQS3126GRWV	-0.2423813405	-0.2403625232	-0.2423117164	-0.2393393151	-0.2403148526	-0.2413148526	-0.2452910174	-0.2393399424	-0.2413148526	-0.2393399424	-0.2403148526	-0.2433129709	-0.2363399424	-0.2433135981	-0.2423135981	-0.2433135981	-0.2433129709	-0.2462897629	-0.2423135981	-0.2023411969	-0.2433135981	-0.2452897629	-0.2423135981	-0.2393405696	-0.2423117164	-0.2423117164	-0.2023411969	-0.2423117164	-0.2403148526	-0.2023411969	-0.2403161071	-0.2462897629	0.201589313	0.1705841273	0.2065855678	0.2045949308	0.2085855678	0.2065898892	0.1665803821	0.1685842714	0.2065898892	0.1685842714	0.2085855678	0.1685847035	0.1715852797	0.1695841273	0.167589313	0.1695841273	0.1685847035	0.2065903213	0.167589313	0.2105913297	0.1695841273	0.2035949308	0.167589313	0.1695847035	0.2065855678	0.2065855678	0.2105913297	0.2065855678	0.2085855678	0.2105913297	0.2055949308	0.2065903213	-0.168	-0.158	-0.17	-0.168	-0.169	-0.169	-0.159	-0.157	-0.169	-0.157	-0.169	-0.159	-0.157	-0.16	-0.159	-0.16	-0.159	-0.171	-0.159	-0.153	-0.16	-0.17	-0.159	-0.158	-0.17	-0.17	-0.153	-0.17	-0.169	-0.153	-0.168	-0.171
FLQS3115GRWV	-0.0404222324	-0.0424293886	-0.0444451742	-0.0434367552	-0.0434443323	-0.0404441218	-0.0454523304	-0.0444371761	-0.0404441218	-0.0444371761	-0.0434443323	-0.0424449637	-0.0434367552	-0.0844535932	-0.0444455952	-0.0844535932	-0.0424449637	-0.0384516989	-0.0444455952	-0.0384443323	-0.0844535932	-0.0424523304	-0.0444455952	-0.0414367552	-0.0444451742	-0.0444451742	-0.0384443323	-0.0444451742	-0.0434443323	-0.0384443323	-0.0404441218	-0.0384516989	0.0849220281	0.0858941789	0.084891568	0.1199542288	0.0858654593	0.1189237687	0.1178924383	0.0869220281	0.1189237687	0.0869220281	0.0858654593	0.1179220281	0.1258654593	0.0848889571	0.0839211578	0.0848889571	0.1179220281	0.0878933086	0.0839211578	0.0528959195	0.0848889571	0.0849220281	0.0839211578	0.0858950492	0.084891568	0.084891568	0.0528959195	0.084891568	0.0858654593	0.0528959195	0.0879281201	0.0878933086	0.00600000000003	0.00500000000002	0.00500000000002	-0.005	0.00400000000002	-0.00399999999999	-0.006	0.00400000000002	-0.00399999999999	0.00400000000002	0.00400000000002	-0.00299999999999	-0.00699999999998	-0.012	0.005	-0.012	-0.00299999999999	0.00599999999997	0.005	0.016	-0.012	0.005	0.005	0.005	0.00500000000002	0.00500000000002	0.016	0.00500000000002	0.00400000000002	0.016	0.005	0.00599999999997
FLQS310RGRWV	-0.187120682	-0.1461551157	-0.149239048	-0.1461949298	-0.1492336677	-0.1872336677	-0.1432691775	-0.1461960058	-0.1872336677	-0.1461960058	-0.1492336677	-0.1492412001	-0.1491970819	-0.186278862	-0.1472379719	-0.186278862	-0.1492412001	-0.2253176	-0.1472379719	-0.1892336677	-0.186278862	-0.1862734817	-0.1472379719	-0.1891949298	-0.149239048	-0.149239048	-0.1892336677	-0.149239048	-0.1492336677	-0.1892336677	-0.1862325917	-0.2253176	0.0829206432	0.0899139048	0.0859120459	0.0969304024	0.1229139048	0.087921805	0.0899150666	0.0569134401	0.087921805	0.0569134401	0.1229139048	0.0869129753	0.0919053075	0.0549125106	0.053921805	0.0549125106	0.0869129753	0.0529139048	0.053921805	0.0529139048	0.0549125106	0.0799290082	0.053921805	0.0549141371	0.0859120459	0.0859120459	0.0529139048	0.0859120459	0.1229139048	0.0529139048	0.0559220374	0.0529139048	-0.215	-0.2	-0.199	-0.201	-0.21	-0.216	-0.198	-0.19	-0.216	-0.19	-0.21	-0.2	-0.202	-0.206	-0.189	-0.206	-0.2	-0.222	-0.189	-0.207	-0.206	-0.213	-0.189	-0.207	-0.199	-0.199	-0.207	-0.199	-0.21	-0.207	-0.206	-0.222
FLQS3106GRWV	0.0332057932	0.0871194761	0.0879049913	0.0890253121	0.083923301	0.0879285323	0.0878212899	0.0880200807	0.0879285323	0.0880200807	0.083923301	0.087907607	0.0880174651	0.0899102227	0.087907607	0.0899102227	0.087907607	0.0878160586	0.087907607	0.0869285323	0.0899102227	0.0878160586	0.087907607	0.0900253121	0.0879049913	0.0879049913	0.0869285323	0.0879049913	0.083923301	0.0869285323	0.0869337637	0.0878160586	0.0676902771	0.0706917554	0.0666695801	0.0367198441	0.0676695801	0.0676954513	0.0686740152	0.0706932338	0.0676954513	0.0706932338	0.0676695801	0.0676969297	0.070668841	0.0336947121	0.0657228008	0.0336947121	0.0676969297	0.0696991472	0.0657228008	0.0686969297	0.0336947121	0.0677242792	0.0657228008	0.0386947121	0.0666695801	0.0666695801	0.0686969297	0.0666695801	0.0676695801	0.0686969297	0.0367213225	0.0696991472	0.565	0.587	0.588	0.597	0.586	0.588	0.587	0.587	0.588	0.587	0.586	0.588	0.587	0.598	0.588	0.598	0.588	0.588	0.588	0.587	0.598	0.588	0.588	0.597	0.588	0.588	0.587	0.588	0.586	0.587	0.596	0.588
FLQS30ZQGRWV	0.0304567845	0.0294523029	0.0284428125	0.0294476895	0.0314432079	0.0314430761	0.0304385945	0.0294476895	0.0314430761	0.0294476895	0.0314432079	0.0284425489	0.0294476895	0.0284428125	0.0294428125	0.0284428125	0.0284425489	0.0304383309	0.0294428125	-0.0145569239	0.0284428125	0.0294381991	0.0294428125	0.031448085	0.0284428125	0.0284428125	-0.0145569239	0.0284428125	0.0314432079	-0.0145569239	-0.0175569239	0.0304383309	-0.0306961792	-0.0346909514	-0.0316857236	-0.0277028591	-0.0276870306	-0.0656918227	-0.0276871758	-0.0316912418	-0.0656918227	-0.0316912418	-0.0276870306	-0.0306910966	-0.0326863045	0.00730324000001	-0.074690661	0.00730324000001	-0.0306910966	-0.0286921131	-0.074690661	-0.0346979217	0.00730324000001	0.00729757660001	-0.074690661	-0.0286974861	-0.0316857236	-0.0316857236	-0.0346979217	-0.0316857236	-0.0276870306	-0.0346979217	-0.0716973409	-0.0286921131	-0.577	-0.577	-0.578	-0.579	-0.578	-0.568	-0.578	-0.577	-0.568	-0.577	-0.578	-0.578	-0.578	-0.589	-0.566	-0.589	-0.578	-0.579	-0.566	-0.595	-0.589	-0.589	-0.566	-0.578	-0.578	-0.578	-0.595	-0.578	-0.578	-0.595	-0.586	-0.579
FLQS30YUGRWV	-0.0535077535	-0.00950752430001	-0.0085069157	-0.00750756389999	-0.0505069394	-0.0505069394	-0.051506647	-0.012507224	-0.0505069394	-0.012507224	-0.0505069394	-0.00850692359998	-0.0135072161	-0.0105069157	-0.0085069157	-0.0105069157	-0.00850692359998	-0.0495066391	-0.0085069157	-0.0485069474	-0.0105069157	-0.0485066312	-0.0085069157	0.0314924361	-0.0085069157	-0.0085069157	-0.0485069474	-0.0085069157	-0.0505069394	-0.0485069474	-0.0505069394	-0.0495066391	-0.0413399789	-0.0353407256	-0.0672944301	-0.0663758205	-0.1022966702	-0.0693466992	-0.1062981636	-0.0683183245	-0.0693466992	-0.0683183245	-0.1022966702	-0.0683213113	-0.0333190712	-0.1033198179	-0.100349686	-0.1033198179	-0.0683213113	-0.1053228047	-0.100349686	-0.1063213113	-0.1033198179	-0.1023504327	-0.100349686	-0.0993213113	-0.0672944301	-0.0672944301	-0.1063213113	-0.0672944301	-0.1022966702	-0.1063213113	-0.1043489393	-0.1053228047	-0.086	-0.071	-0.061	-0.061	-0.068	-0.078	-0.068	-0.062	-0.078	-0.062	-0.068	-0.061	-0.073	-0.052	-0.051	-0.052	-0.061	-0.068	-0.051	-0.067	-0.052	-0.067	-0.051	-0.035	-0.061	-0.061	-0.067	-0.061	-0.068	-0.067	-0.068	-0.068
FLQS30X6GRWY	-0.0488147885	-0.049817361	-0.0088230687	-0.0468200139	-0.0508232294	-0.0488231491	-0.0448258823	-0.0468201746	-0.0488231491	-0.0468201746	-0.0508232294	-0.0458230687	-0.046820255	-0.0098229883	-0.0458230687	-0.0098229883	-0.0458230687	-0.0438257215	-0.0458230687	-0.0498232294	-0.0098229883	-0.0478261235	-0.0458230687	-0.0478201746	-0.0088230687	-0.0088230687	-0.0498232294	-0.0088230687	-0.0508232294	-0.0498232294	-0.0508231491	-0.0438257215	0.0123375919	0.0113373264	0.017334671	0.0153409554	0.050334671	0.0143375034	0.0503345825	0.0513372379	0.0143375034	0.0513372379	0.050334671	0.0563376805	0.0153344055	0.0173376805	0.0173406899	0.0173376805	0.0563376805	0.015337769	0.0173406899	0.0153380345	0.0173376805	0.0163407784	0.0173406899	0.0143378575	0.017334671	0.017334671	0.0153380345	0.017334671	0.050334671	0.0153380345	0.0143408669	0.015337769	0.608	0.608	0.624	0.608	0.597	0.608	0.599	0.598	0.608	0.598	0.597	0.597	0.608	0.623	0.608	0.623	0.597	0.61	0.608	0.607	0.623	0.607	0.608	0.608	0.624	0.624	0.607	0.624	0.597	0.607	0.608	0.61
FLQS30X6GRWV	-0.1568931359	-0.156936128	-0.1139547192	-0.1169338041	-0.1169547192	-0.1569773772	-0.1589994543	-0.1159332231	-0.1569773772	-0.1159332231	-0.1169547192	-0.1579785392	-0.1569570431	-0.1169553002	-0.1939785392	-0.1169553002	-0.1579785392	-0.1580000352	-0.1939785392	-0.1189558811	-0.1169553002	-0.1559988733	-0.1939785392	-0.1179338041	-0.1139547192	-0.1139547192	-0.1189558811	-0.1139547192	-0.1169547192	-0.1189558811	-0.1599547192	-0.1580000352	0.2551946533	0.1901265162	0.295162066	0.2231630535	0.2561265162	0.1871284912	0.2230968914	0.1841245412	0.1871284912	0.1841245412	0.2561265162	0.1841284912	0.2581255287	0.2551551535	0.223164041	0.2551551535	0.1841284912	0.2221265162	0.223164041	0.2221630535	0.2551551535	0.2191956407	0.223164041	0.219160091	0.295162066	0.295162066	0.2221630535	0.295162066	0.2561265162	0.2221630535	0.1801966282	0.2221265162	-0.732	-0.713	-0.726	-0.706	-0.715	-0.712	-0.724	-0.694	-0.712	-0.694	-0.715	-0.712	-0.733	-0.715	-0.738	-0.715	-0.712	-0.723	-0.738	-0.707	-0.715	-0.721	-0.738	-0.705	-0.726	-0.726	-0.707	-0.726	-0.715	-0.707	-0.711	-0.723
FLQS30WFGRWV	-0.00516167310001	-0.0041567646	-0.00514409760001	-0.0061504311	-0.0111509061	-0.0091509061	-0.0441393474	-0.0071502728	-0.0091509061	-0.0071502728	-0.0111509061	-0.0041444143	-0.0051505895	-0.0041445726	-0.00514457259999	-0.0041445726	-0.0041444143	0.0328549524	-0.00514457259999	0.0308490939	-0.0041445726	-0.0041391891	-0.00514457259999	-0.00615074779999	-0.00514409760001	-0.00514409760001	0.0308490939	-0.00514409760001	-0.0111509061	0.0308490939	0.0328487772	0.0328549524	-0.0569755631	-0.0569756797	-0.0599718328	-0.0609795266	-0.0959721825	-0.0569755631	-0.0289721825	-0.0609750968	-0.0569755631	-0.0609750968	-0.0959721825	-0.0279757963	-0.0599714831	-0.05997533	-0.0609796432	-0.05997533	-0.0279757963	-0.0569759129	-0.0609796432	-0.0539762626	-0.05997533	-0.0579797598	-0.0609796432	-0.0589759129	-0.0599718328	-0.0599718328	-0.0539762626	-0.0599718328	-0.0959721825	-0.0539762626	-0.0549801095	-0.0569759129	-0.119	-0.118	-0.118	-0.118	-0.11	-0.12	-0.142	-0.118	-0.12	-0.118	-0.11	-0.127	-0.118	-0.117	-0.118	-0.117	-0.127	-0.103	-0.118	-0.105	-0.117	-0.118	-0.118	-0.118	-0.118	-0.118	-0.105	-0.118	-0.11	-0.105	-0.103	-0.103
FLQS30VBGRWV	-0.0678648671	-0.0668639381	-0.0278616446	-0.0638628929	0.012137049	-0.0648617897	-0.0268606865	-0.0648628058	-0.0648617897	-0.0648628058	0.012137049	-0.0648617026	-0.0638628349	-0.0278616736	-0.0288616155	-0.0278616736	-0.0648617026	-0.0268606865	-0.0288616155	-0.026862922	-0.0278616736	0.0121382103	-0.0288616155	-0.0268640542	-0.0278616446	-0.0278616446	-0.026862922	-0.0278616446	0.012137049	-0.026862922	-0.02486298	-0.0268606865	0.0866259728	0.0306223586	0.0256180752	0.0256271775	0.0606227602	0.0256224925	0.0616187445	0.0276222248	0.0256224925	0.0276222248	0.0606227602	0.0276227602	0.0266176736	0.0276220909	0.0586270437	0.0276220909	0.0276227602	0.0586224925	0.0586270437	0.0566227602	0.0276220909	0.0626278468	0.0586270437	0.0606228941	0.0256180752	0.0256180752	0.0566227602	0.0256180752	0.0606227602	0.0566227602	0.0286274452	0.0586224925	-0.059	-0.042	-0.025	-0.04	-0.018	-0.041	-0.034	-0.04	-0.041	-0.04	-0.018	-0.041	-0.041	-0.025	-0.034	-0.025	-0.041	-0.033	-0.034	-0.033	-0.025	-0.019	-0.034	-0.034	-0.025	-0.025	-0.033	-0.025	-0.018	-0.033	-0.024	-0.033
FLQS30UFGRWV	-0.0222077464	-0.0201861668	0.0198677823	-0.0191595519	-0.019132937	0.0188404481	0.0178641857	0.0188411674	0.0188404481	0.0188411674	-0.019132937	0.020867063	0.0178411674	0.0198685016	0.0208677823	0.0198685016	0.020867063	-0.0161070415	0.0208677823	0.0208382901	0.0198685016	-0.0141084801	0.0208677823	0.0198390094	0.0198677823	0.0198677823	0.0208382901	0.0198677823	-0.019132937	0.0208382901	0.0198663436	-0.0161070415	-0.0101832742	-0.0111840342	-0.0111958145	-0.0111692138	-0.00719581450001	0.0298311662	-0.0401935345	-0.0091840342	0.0298311662	-0.0091840342	-0.00719581450001	-0.0131828942	-0.00719695459999	-0.0101847942	-0.0111703538	-0.0101847942	-0.0131828942	-0.0121828942	-0.0111703538	-0.0091817541	-0.0101847942	-0.0111684538	-0.0111703538	-0.00818289420002	-0.0111958145	-0.0111958145	-0.0091817541	-0.0111958145	-0.00719581450001	-0.0091817541	-0.00716845379999	-0.0121828942	0.519	0.52	0.537	0.521	0.52	0.526	0.544	0.536	0.526	0.536	0.52	0.538	0.535	0.537	0.538	0.537	0.538	0.523	0.538	0.536	0.537	0.523	0.538	0.536	0.537	0.537	0.536	0.537	0.52	0.536	0.536	0.523
FLQS30TYGRWV	-0.060321997	-0.0213163725	-0.0583041594	-0.0163110695	-0.0613044808	-0.0613043201	-0.0192983743	-0.0603104267	-0.0613043201	-0.0603104267	-0.0613044808	-0.0223039987	-0.0203105874	-0.0223039987	-0.021303838	-0.0223039987	-0.0223039987	-0.057298535	-0.021303838	-0.0613046415	-0.0223039987	-0.0582980529	-0.021303838	-0.0593107481	-0.0583041594	-0.0583041594	-0.0613046415	-0.0583041594	-0.0613044808	-0.0613046415	-0.0613048022	-0.057298535	0.00853827559999	0.00753825850001	0.00853808150001	0.0115384811	0.0465383042	0.0075382756	0.0445383156	0.00453823570001	0.0075382756	0.00453823570001	0.0465383042	0.00953827559999	0.00553805299998	0.0075382471	0.00653846399999	0.0075382471	0.00953827559999	0.0455384983	0.00653846399999	-0.0324617015	0.0075382471	0.00653847540001	0.00653846399999	0.0085382871	0.00853808150001	0.00853808150001	-0.0324617015	0.00853808150001	0.0465383042	-0.0324617015	0.00653848110001	0.0455384983	-0.653	-0.637	-0.653	-0.636	-0.665	-0.653	-0.646	-0.652	-0.653	-0.652	-0.665	-0.638	-0.635	-0.637	-0.637	-0.637	-0.638	-0.663	-0.637	-0.642	-0.637	-0.652	-0.637	-0.653	-0.653	-0.653	-0.642	-0.653	-0.665	-0.642	-0.653	-0.663
FLQS30T7GRWV	-0.0829461787	-0.0839282874	-0.1228705238	-0.0849083513	-0.1188725685	-0.0838909711	-0.0878510989	-0.0839083513	-0.0838909711	-0.0839083513	-0.1188725685	-0.0838904599	-0.0829083513	-0.1248700126	-0.0868894375	-0.1248700126	-0.0838904599	-0.0868521213	-0.0868894375	-0.0858904599	-0.1248700126	-0.0868521213	-0.0868894375	-0.0849078401	-0.1228705238	-0.1228705238	-0.0858904599	-0.1228705238	-0.1188725685	-0.0858904599	-0.0858904599	-0.0868521213	0.082438391	0.080437741	0.0784305916	0.0854461903	0.0824312416	0.0854386076	0.0484247421	0.084437741	0.0854386076	0.084437741	0.0824312416	0.0814386076	0.0824308083	0.0794379577	0.0514392576	0.0794379577	0.0814386076	0.0794386076	0.0514392576	0.0814386076	0.0794379577	0.0784461903	0.0514392576	0.081438391	0.0784305916	0.0784305916	0.0814386076	0.0784305916	0.0824312416	0.0814386076	0.084446407	0.0794386076	-0.727	-0.727	-0.744	-0.729	-0.743	-0.729	-0.721	-0.728	-0.729	-0.728	-0.743	-0.728	-0.728	-0.743	-0.72	-0.743	-0.728	-0.728	-0.72	-0.728	-0.743	-0.728	-0.72	-0.728	-0.744	-0.744	-0.728	-0.744	-0.743	-0.728	-0.729	-0.728
FLQS30S7GRWV	-0.0426166185	-0.0796424694	-0.0786697767	-0.0416417412	-0.0066555769	-0.0426552128	-0.00766904850001	-0.0796555769	-0.0426552128	-0.0796555769	-0.0066555769	-0.0436697767	-0.078655941	-0.0446701407	-0.0056563051	-0.0446701407	-0.0436697767	-0.0086694126	-0.0056563051	-0.0416552128	-0.0446701407	-0.00766941259999	-0.0056563051	-0.0436428335	-0.0786697767	-0.0786697767	-0.0416552128	-0.0786697767	-0.0066555769	-0.0416552128	-0.0416548487	-0.0086694126	0.0740798637	0.0710792891	0.0750731605	0.0720865668	0.071072969	0.0730794806	0.0770737351	0.071078523	0.0730794806	0.071078523	0.071072969	0.0740796721	0.0720722029	0.0740790976	0.0730861837	0.0740790976	0.0740796721	0.0720794806	0.0730861837	0.0690798637	0.0740790976	0.0730861837	0.0730861837	0.0740798637	0.0750731605	0.0750731605	0.0690798637	0.0750731605	0.071072969	0.0690798637	0.0720867583	0.0720794806	-0.508	-0.522	-0.522	-0.507	-0.492	-0.507	-0.494	-0.522	-0.507	-0.522	-0.492	-0.508	-0.522	-0.508	-0.492	-0.508	-0.508	-0.493	-0.492	-0.506	-0.508	-0.493	-0.492	-0.507	-0.522	-0.522	-0.506	-0.522	-0.492	-0.506	-0.507	-0.493
FLQS30RRGRWV	-0.0990403233	-0.1010253553	-0.1009898062	-0.0980085163	-0.0949930805	-0.096992145	-0.1009743705	-0.097008984	-0.096992145	-0.097008984	-0.0949930805	-0.098990274	-0.097008984	-0.0999898062	-0.097990274	-0.0999898062	-0.098990274	-0.098973435	-0.097990274	-0.0989916772	-0.0999898062	-0.099973435	-0.097990274	-0.0990085163	-0.1009898062	-0.1009898062	-0.0989916772	-0.1009898062	-0.0949930805	-0.0989916772	-0.099992145	-0.098973435	0.0947350805	0.1297337775	0.0557243307	0.0957471334	0.0557122778	0.0587347548	0.0577135809	0.0927337775	0.0587347548	0.0927337775	0.0557122778	0.057735732	0.0927233534	0.093734429	0.0977474591	0.093734429	0.057735732	0.0557233534	0.0977474591	0.0937360578	0.093734429	0.0957477849	0.0977474591	0.0947360578	0.0557243307	0.0557243307	0.0937360578	0.0557243307	0.0557122778	0.0937360578	0.0937464819	0.0557233534	-0.643	-0.654	-0.634	-0.643	-0.631	-0.632	-0.634	-0.642	-0.632	-0.642	-0.631	-0.633	-0.643	-0.643	-0.644	-0.643	-0.633	-0.632	-0.644	-0.643	-0.643	-0.643	-0.644	-0.643	-0.634	-0.634	-0.643	-0.634	-0.631	-0.643	-0.644	-0.632
FLQS30R2GRWV	0.053988093	0.0929927936	0.129946375	0.0929704657	0.0549258097	0.0899269849	0.0549046569	0.0529469625	0.0899269849	0.0529469625	0.0549258097	0.056924047	0.0929704657	0.0549246346	0.058924047	0.0549246346	0.056924047	0.0929040693	0.058924047	0.0539269849	0.0549246346	0.0929034818	0.058924047	0.0529475501	0.129946375	0.129946375	0.0539269849	0.129946375	0.0549258097	0.0539269849	0.0079269849	0.0929040693	-0.0580282725	-0.0550283369	-0.0570274029	-0.0220294965	-0.0610273062	-0.0600284336	-0.0240274351	-0.0570283047	-0.0600284336	-0.0570283047	-0.0610273062	-0.0610284658	-0.059027274	-0.0620282403	-0.0230295287	-0.0620282403	-0.0610284658	-0.0220284336	-0.0230295287	-0.0230284658	-0.0620282403	-0.0220295287	-0.0230295287	-0.0260283047	-0.0570274029	-0.0570274029	-0.0230284658	-0.0570274029	-0.0610273062	-0.0230284658	-0.1010294965	-0.0220284336	0.045	0.06	0.077	0.051	0.046	0.061	0.036	0.044	0.061	0.044	0.046	0.048	0.062	0.046	0.037	0.046	0.048	0.051	0.037	0.036	0.046	0.05	0.037	0.036	0.077	0.077	0.036	0.077	0.046	0.036	0.039	0.051
FLQS30QXGRWV	-0.0428366919	-0.0408445198	-0.0388634582	-0.0408536102	-0.0388624481	-0.0378621956	-0.0018715386	-0.0378536102	-0.0378621956	-0.0378536102	-0.0388624481	-0.0388632057	-0.0388536102	-0.0388632057	-0.0388634582	-0.0388632057	-0.0388632057	0.000128461399996	-0.0388634582	-0.0388621956	-0.0388632057	-0.00287204359999	-0.0388634582	-0.0398536102	-0.0388634582	-0.0388634582	-0.0388621956	-0.0388634582	-0.0388624481	-0.0388621956	-0.000862195600007	0.000128461399996	0.1200046332	0.0559790216	0.0889798478	0.1260385066	0.0549517576	0.0890071117	0.0869517576	0.0559773692	0.0890071117	0.0559773692	0.0549517576	0.0549798478	0.0879757169	0.0529757169	0.0910079379	0.0529757169	0.0549798478	0.0889798478	0.0910079379	0.0529815001	0.0529757169	0.0880343757	0.0910079379	0.0529798478	0.0889798478	0.0889798478	0.0529815001	0.0889798478	0.0549517576	0.0529815001	0.0910368542	0.0889798478	-0.071	-0.053	-0.061	-0.072	-0.051	-0.06	-0.045	-0.051	-0.06	-0.051	-0.051	-0.052	-0.061	-0.051	-0.062	-0.051	-0.052	-0.045	-0.062	-0.051	-0.051	-0.046	-0.062	-0.051	-0.061	-0.061	-0.051	-0.061	-0.051	-0.051	-0.046	-0.045
FLQS30QPGRWV	-0.0563152299	-0.0563242947	-0.0573451715	-0.058333909	-0.057343798	-0.0563432486	-0.057354511	-0.0573341837	-0.0563432486	-0.0573341837	-0.057343798	-0.0573451715	-0.0503341837	-0.0553448968	-0.0583457208	-0.0553448968	-0.0573451715	-0.0573547857	-0.0583457208	-0.0563435233	-0.0553448968	-0.057354511	-0.0583457208	-0.058333909	-0.0573451715	-0.0573451715	-0.0563435233	-0.0573451715	-0.057343798	-0.0563435233	-0.0563429739	-0.0573547857	0.0530742805	0.0520742903	0.0490745851	0.0500738973	0.0490745851	0.0480742805	0.0500745458	0.0510742805	0.0480742805	0.0510742805	0.0490745851	0.0540742216	0.0430746048	0.0510742412	0.0520738777	0.0510742412	0.0540742216	0.0520742117	0.0520738777	0.0490742412	0.0510742412	0.0480738678	0.0520738777	0.0500742412	0.0490745851	0.0490745851	0.0490742412	0.0490745851	0.0490745851	0.0490742412	0.0470739268	0.0520742117	-0.026	-0.025	-0.024	-0.025	-0.025	-0.024	-0.024	-0.025	-0.024	-0.025	-0.025	-0.026	-0.02	-0.025	-0.025	-0.025	-0.026	-0.026	-0.025	-0.024	-0.025	-0.025	-0.025	-0.025	-0.024	-0.024	-0.024	-0.024	-0.025	-0.024	-0.024	-0.026
FLQS30QMGRWV	0.0432405861	0.0812432267	0.0822106595	0.0842282634	0.0842119798	0.0842119798	0.0861794126	0.0842278233	0.0842119798	0.0842278233	0.0842119798	0.0862115397	0.0862287035	0.0842110996	0.0852110996	0.0842110996	0.0862115397	0.08321286	0.0852110996	0.0832124199	0.0842110996	0.0851789725	0.0852110996	0.0832282634	0.0822106595	0.0822106595	0.0832124199	0.0822106595	0.0842119798	0.0832124199	0.08421286	0.08321286	-0.0231740182	0.016838414	-0.0181838331	0.0108397227	-0.0201831787	-0.0201723823	-0.0191939751	-0.0211733638	-0.0201723823	-0.0211733638	-0.0201831787	-0.0531838331	-0.0181831787	-0.0211730367	0.0138387412	-0.0211730367	-0.0531838331	-0.0201700922	0.0138387412	0.0138289263	-0.0211730367	-0.0191602773	0.0138387412	0.0148289263	-0.0181838331	-0.0181838331	0.0138289263	-0.0181838331	-0.0201831787	0.0138289263	0.0118397227	-0.0201700922	-0.062	-0.059	-0.048	-0.056	-0.046	-0.047	-0.046	-0.046	-0.047	-0.046	-0.046	-0.036	-0.047	-0.046	-0.056	-0.046	-0.036	-0.047	-0.056	-0.057	-0.046	-0.047	-0.056	-0.057	-0.048	-0.048	-0.057	-0.048	-0.046	-0.057	-0.055	-0.047
