SN	Distance_X_LOGO_MainBoard_RD1	Distance_X_LOGO_MainBoard_RD2	Distance_X_LOGO_MainBoard_RD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_RD1	Distance_Y_LOGO_MainBoard_RD2	Distance_Y_LOGO_MainBoard_RD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_RD1	Angle_MainBoard_RD2	Angle_MainBoard_RD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32
FLQS30Q9GRWY	0.00565743679999	0.0496252678	0.0465401754	0.0075827216	0.0445464016	0.0455453639	0.0435048932	0.009584797	0.0455453639	0.009584797	0.0445464016	0.0455401754	0.048584797	0.0445401754	0.0465422508	0.0445401754	0.0455401754	0.0435048932	0.0465422508	0.0435443262	0.0445401754	0.0455059309	0.0465422508	0.008584797	0.0465401754	0.0465401754	0.0435443262	0.0465401754	0.0445464016	0.0435443262	0.0435464016	0.0435048932	-0.019380433	0.0096199314	0.00463377760001	-0.0253924573	0.0036326845	0.00462066020002	0.00763049820002	0.00762138890001	0.00462066020002	0.00762138890001	0.0036326845	0.00562029580001	0.0426210245	0.0106199314	0.00860608520001	0.0106199314	0.00562029580001	0.0076188383	0.00860608520001	-0.0223800686	0.0106199314	0.00860608520001	0.00860608520001	-0.0243800686	0.00463377760001	0.00463377760001	-0.0223800686	0.00463377760001	0.0036326845	-0.0223800686	-0.0223928216	0.0076188383	-0.541	-0.532	-0.531	-0.539	-0.532	-0.532	-0.534	-0.548	-0.532	-0.548	-0.532	-0.532	-0.541	-0.534	-0.533	-0.534	-0.532	-0.534	-0.533	-0.525	-0.534	-0.533	-0.533	-0.539	-0.531	-0.531	-0.525	-0.531	-0.532	-0.525	-0.525	-0.534
FLQS30Q9GRWV	-0.0414397375	-0.0814720635	-0.0815048513	-0.0444706781	-0.0454868411	-0.0444868411	-0.0445039277	-0.0484720635	-0.0444868411	-0.0484720635	-0.0454868411	-0.0484900737	-0.0504720635	-0.0805043895	-0.0484900737	-0.0805043895	-0.0484900737	-0.0445043895	-0.0484900737	-0.0444868411	-0.0805043895	-0.0475062367	-0.0484900737	-0.0484706781	-0.0815048513	-0.0815048513	-0.0444868411	-0.0815048513	-0.0454868411	-0.0444868411	-0.0454873029	-0.0445043895	0.0131087084	0.0041067499	0.0041036163	0.00410840370002	0.00710540069998	0.0061050525	0.00210370329999	0.0511087084	0.0061050525	0.0511087084	0.00710540069998	0.0911087954	0.0881073592	0.0071066193	0.0111084473	0.0071066193	0.0911087954	0.0031050525	0.0111084473	0.00710696749999	0.0071066193	0.00810836020001	0.0111084473	0.0501070981	0.0041036163	0.0041036163	0.00710696749999	0.0041036163	0.00710540069998	0.00710696749999	0.00810853429999	0.0031050525	-0.064	-0.079	-0.079	-0.064	-0.065	-0.064	-0.063	-0.078	-0.064	-0.078	-0.065	-0.09	-0.09	-0.08	-0.067	-0.08	-0.09	-0.063	-0.067	-0.065	-0.08	-0.066	-0.067	-0.079	-0.079	-0.079	-0.065	-0.079	-0.065	-0.065	-0.065	-0.063
FLQS30Q3GRWV	-0.086315123	-0.1261434706	-0.1259600612	-0.084145822	-0.0870588201	-0.1229718182	-0.0879694668	-0.1220588201	-0.1229718182	-0.1220588201	-0.0870588201	-0.1259624126	-0.1220564687	-0.1259600612	-0.0880494145	-0.1259600612	-0.1259624126	-0.1258801135	-0.0880494145	-0.0840588201	-0.1259600612	-0.1258801135	-0.0880494145	-0.0851434706	-0.1259600612	-0.1259600612	-0.0840588201	-0.1259600612	-0.0870588201	-0.0840588201	-0.0850635229	-0.1258801135	0.0186643301	0.0186651675	0.0166732626	0.020654002	0.0226727043	0.0526556768	0.0226713086	0.0196651675	0.0526556768	0.0196651675	0.0226727043	0.0186632135	0.0196741	0.0186646092	0.0206534437	0.0186646092	0.0186632135	0.0196637718	0.0206534437	0.0226626553	0.0186646092	0.0186545602	0.0206534437	0.0216634927	0.0166732626	0.0166732626	0.0226626553	0.0166732626	0.0226727043	0.0226626553	-0.0093462772	0.0196637718	-0.45	-0.465	-0.466	-0.449	-0.45	-0.474	-0.45	-0.465	-0.474	-0.465	-0.45	-0.466	-0.464	-0.466	-0.451	-0.466	-0.466	-0.466	-0.451	-0.45	-0.466	-0.466	-0.451	-0.45	-0.466	-0.466	-0.45	-0.466	-0.45	-0.45	-0.441	-0.466
FLQS30Q2GRWV	-0.0688977265	-0.0659045481	-0.0639212721	-0.0639126901	-0.064920832	-0.065920612	-0.067928974	-0.024903888	-0.065920612	-0.024903888	-0.064920832	-0.0659212721	-0.0659131302	-0.062920832	-0.0279129101	-0.062920832	-0.0659212721	-0.0659285338	-0.0279129101	-0.0639203919	-0.062920832	-0.0659285338	-0.0279129101	-0.1089129101	-0.0639212721	-0.0639212721	-0.0639203919	-0.0639212721	-0.064920832	-0.0639203919	-0.0649201719	-0.0659285338	0.0850944041	0.0530791049	0.0570808048	0.0581088533	0.0240655057	0.0540786799	0.0550663556	0.0910931291	0.0540786799	0.0910931291	0.0240655057	0.0230803799	0.0880786799	0.0580939791	0.0581097032	0.0580939791	0.0230803799	0.0550931291	0.0581097032	0.0580935541	0.0580939791	0.0571080033	0.0581097032	0.0530944041	0.0570808048	0.0570808048	0.0580935541	0.0570808048	0.0240655057	0.0580935541	0.0601084283	0.0550931291	0.559	0.57	0.569	0.57	0.578	0.57	0.568	0.577	0.57	0.577	0.578	0.578	0.56	0.57	0.585	0.57	0.578	0.569	0.585	0.569	0.57	0.569	0.585	0.552	0.569	0.569	0.569	0.569	0.578	0.569	0.569	0.569
FLQS30PHGRWY	-0.00647961279999	-0.005480869	0.0325162259	-0.00448212529999	-0.0084837348	-0.00648369549999	-0.0054850695	-0.00548228229999	-0.00648369549999	-0.00548228229999	-0.0084837348	-0.0404851481	-0.0054823215	-0.0024851873	-0.0424852266	-0.0024851873	-0.0404851481	-0.002484991	-0.0424852266	-0.0434851481	-0.0024851873	-0.0024849518	-0.0424852266	-0.0454836955	0.0325162259	0.0325162259	-0.0434851481	0.0325162259	-0.0084837348	-0.0434851481	-0.00448346	-0.002484991	-0.00338154860002	0.0006184792	0.00461756209999	0.00361970200001	-0.0013823546	0.0026185904	0.00461770099999	0.0016184792	0.0026185904	0.0016184792	-0.0013823546	0.00261850700002	0.00461756209999	0.00461856260002	-0.0353814652	0.00461856260002	0.00261850700002	0.0436198132	-0.0353814652	0.00361864589999	0.00461856260002	0.0426207303	-0.0353814652	-0.0383813818	0.00461756209999	0.00461756209999	0.00361864589999	0.00461756209999	-0.0013823546	0.00361864589999	0.0416207581	0.0436198132	-0.011	-0.012	0.00300000000001	-0.013	-0.013	-0.013	-0.013	-0.012	-0.013	-0.012	-0.013	-0.028	-0.013	-0.012	-0.017	-0.012	-0.028	-0.023	-0.017	-0.028	-0.012	-0.022	-0.017	-0.017	0.00300000000001	0.00300000000001	-0.028	0.00300000000001	-0.013	-0.028	-0.023	-0.023
FLQS30NWGRWV	0.1124022495	0.1094003929	0.0693943457	0.0703964145	0.1073965736	0.0683946109	0.0693925952	0.1073984833	0.0683946109	0.1073984833	0.1073965736	0.0713944518	0.0693964675	0.0723945048	0.1113964675	0.0723945048	0.0713944518	0.110394664	0.1113964675	0.0703945579	0.0723945048	0.1073945048	0.1113964675	0.1073984302	0.0693943457	0.0693943457	0.0703945579	0.0693943457	0.1073965736	0.0703945579	0.1073966267	0.110394664	-0.0846053092	-0.0546055085	-0.0536089958	-0.053601523	-0.052608398	-0.05360511	-0.0886118853	-0.0516052096	-0.05360511	-0.0516052096	-0.052608398	-0.0536052096	-0.0546088962	-0.0506053092	-0.0506014234	-0.0506053092	-0.0536052096	-0.0556052096	-0.0506014234	-0.0546050103	-0.0506053092	-0.0536017223	-0.0506014234	-0.0516050103	-0.0536089958	-0.0536089958	-0.0546050103	-0.0536089958	-0.052608398	-0.0546050103	-0.0526013237	-0.0556052096	0.554	0.545	0.528	0.529	0.543	0.528	0.538	0.543	0.528	0.543	0.543	0.529	0.528	0.528	0.545	0.528	0.529	0.545	0.545	0.529	0.528	0.544	0.545	0.544	0.528	0.528	0.529	0.528	0.543	0.529	0.544	0.545
FLQS30MRGRWY	-0.095163632	-0.1002084779	-0.0472925639	-0.0862488392	-0.0862903216	-0.0802813525	-0.0473295618	-0.0412421123	-0.0802813525	-0.0412421123	-0.0862903216	-0.0852903216	-0.0482488392	-0.0462903216	-0.0472914428	-0.0462903216	-0.0852903216	-0.0863295618	-0.0472914428	-0.0862914428	-0.0462903216	-0.0493306829	-0.0472914428	-0.0872499604	-0.0472925639	-0.0472925639	-0.0862914428	-0.0472925639	-0.0862903216	-0.0862914428	-0.0872892005	-0.0863295618	-0.00862179709999	0.0443802979	0.00738399500001	0.0043757382	0.002384488	0.0203782029	0.0403838718	0.0223782029	0.0203782029	0.0223782029	0.002384488	0.0433795585	0.00538448799999	0.0043801747	0.00237561499999	0.0043801747	0.0433795585	0.00437980499999	0.00237561499999	0.00737955849999	0.0043801747	0.00237549170001	0.00237561499999	0.0063796818	0.00738399500001	0.00738399500001	0.00737955849999	0.00738399500001	0.002384488	0.00737955849999	0.0043757382	0.00437980499999	-0.104	-0.121	-0.089	-0.105	-0.104	-0.106	-0.099	-0.09	-0.106	-0.09	-0.104	-0.115	-0.09	-0.088	-0.088	-0.088	-0.115	-0.104	-0.088	-0.106	-0.088	-0.089	-0.088	-0.106	-0.089	-0.089	-0.106	-0.089	-0.104	-0.106	-0.105	-0.104
FLQS30MKGRWV	-0.0703051873	-0.0673085312	-0.072316682	-0.1173129201	-0.072316473	-0.073316682	-0.0733201304	-0.0723127111	-0.073316682	-0.0723127111	-0.072316473	-0.073316682	-0.0723127111	-0.073316682	-0.0723167865	-0.073316682	-0.073316682	-0.0253153236	-0.0723167865	-0.071316473	-0.073316682	-0.0713202349	-0.0723167865	-0.1183129201	-0.072316682	-0.072316682	-0.071316473	-0.072316682	-0.072316473	-0.071316473	-0.072316473	-0.0253153236	0.0793025226	0.0763022903	0.0762996575	0.0773053102	0.0772998898	0.0783026	0.0793001996	0.0773022903	0.0783026	0.0773022903	0.0772998898	0.0783024452	0.075299735	0.0773022903	0.0783050005	0.0773022903	0.0783024452	0.1183055425	0.0783050005	0.0793027549	0.0773022903	0.0803053877	0.0783050005	0.0763025226	0.0762996575	0.0762996575	0.0793027549	0.0762996575	0.0772998898	0.0793027549	0.08030562	0.1183055425	0.019	0.02	0.018	-0.001	0.018	0.017	0.017	0.017	0.017	0.017	0.018	0.017	0.019	0.018	0.018	0.018	0.017	0.026	0.018	0.018	0.018	0.017	0.018	-0.000999999999976	0.018	0.018	0.018	0.018	0.018	0.018	0.017	0.026
FLQS30MJGRWV	-0.1216588089	-0.1216770061	-0.1227189148	-0.121697409	-0.1227183634	-0.1217172605	-0.1217387663	-0.1216968576	-0.1217172605	-0.1216968576	-0.1227183634	-0.1217183634	-0.1226979605	-0.1217189148	-0.1227194663	-0.1217189148	-0.1217183634	-0.1237393178	-0.1227194663	-0.1217183634	-0.1217189148	-0.1237393178	-0.1227194663	-0.1236979605	-0.1227189148	-0.1227189148	-0.1217183634	-0.1227189148	-0.1227183634	-0.1217183634	-0.122717812	-0.1237393178	0.0789032111	0.0488988351	0.0808991086	0.0419033478	0.0758981514	0.0759028008	0.0808944591	0.0759026641	0.0759028008	0.0759026641	0.0758981514	0.0449037581	0.0768982881	0.0809032111	0.0439033478	0.0809032111	0.0449037581	0.0458991086	0.0439033478	0.0448988351	0.0809032111	0.0459038948	0.0439033478	0.0428984249	0.0808991086	0.0808991086	0.0448988351	0.0808991086	0.0758981514	0.0448988351	0.0759079973	0.0458991086	-0.164	-0.156	-0.166	-0.155	-0.165	-0.165	-0.166	-0.164	-0.165	-0.164	-0.165	-0.155	-0.165	-0.166	-0.156	-0.166	-0.155	-0.156	-0.156	-0.155	-0.166	-0.156	-0.156	-0.156	-0.166	-0.166	-0.155	-0.166	-0.165	-0.155	-0.164	-0.156
FLQS30MEGRWV	0.1315111191	0.127656757	0.1239642149	0.086794304	0.0879439874	0.0889439874	0.1231017619	0.0867983495	0.0889439874	0.0867983495	0.0879439874	0.1269480329	0.086802395	0.1279480329	0.0899561239	0.1279480329	0.1269480329	0.0880896254	0.0899561239	0.0869399419	0.1279480329	0.0880936709	0.0899561239	0.1277902585	0.1239642149	0.1239642149	0.0869399419	0.1239642149	0.0879439874	0.0869399419	0.0859399419	0.0880896254	-0.0698036215	-0.0748051718	-0.0378150937	-0.0747915292	-0.0718132333	-0.0397924594	-0.0398132333	-0.0738045517	-0.0397924594	-0.0738045517	-0.0718132333	-0.0728033114	-0.0768157138	-0.0397924594	-0.0747909091	-0.0397924594	-0.0728033114	-0.071801141	-0.0747909091	-0.072801141	-0.0397924594	-0.071790599	-0.0747909091	-0.0758026913	-0.0378150937	-0.0378150937	-0.072801141	-0.0378150937	-0.0718132333	-0.072801141	-0.0727912191	-0.071801141	-0.028	-0.027	-0.04	-0.045	-0.044	-0.053	-0.04	-0.044	-0.053	-0.044	-0.044	-0.028	-0.044	-0.037	-0.043	-0.037	-0.028	-0.044	-0.043	-0.045	-0.037	-0.044	-0.043	-0.027	-0.04	-0.04	-0.045	-0.04	-0.044	-0.045	-0.045	-0.044
FLQS30LFGRWY	0.0858510388	0.1268282922	0.0880967017	0.1269170038	0.1280011661	0.1289988915	0.0881763147	0.1289170038	0.1289988915	0.1289170038	0.1280011661	0.0880989764	0.0900057154	0.1250125394	0.1270125394	0.1250125394	0.0880989764	0.1250876031	0.1270125394	0.1280011661	0.1250125394	0.1270876031	0.1270125394	0.1289147292	0.0880967017	0.0880967017	0.1280011661	0.0880967017	0.1280011661	0.1280011661	0.1279966168	0.1250876031	-0.0201730942	0.0428367122	-0.0241841659	0.0118509473	0.0138288039	0.0148389266	-0.0231819515	0.0148382939	0.0148389266	0.0148382939	0.0138288039	-0.0251730942	-0.0241838495	0.0098389266	0.010850631	0.0098389266	-0.0251730942	0.00884019190001	0.010850631	0.0128398756	0.0098389266	0.0098503146	0.010850631	0.0128398756	-0.0241841659	-0.0241841659	0.0128398756	-0.0241841659	0.0138288039	0.0128398756	0.013850631	0.00884019190001	-0.386	-0.387	-0.384	-0.377	-0.378	-0.378	-0.383	-0.377	-0.378	-0.377	-0.378	-0.383	-0.382	-0.378	-0.378	-0.378	-0.383	-0.378	-0.378	-0.378	-0.378	-0.377	-0.378	-0.377	-0.384	-0.384	-0.378	-0.384	-0.378	-0.378	-0.378	-0.378
FLQS30KNGRWV	-0.080481751	-0.0815137086	-0.0765813835	-0.0775428464	-0.0785795036	-0.0775757439	-0.0776114612	-0.0805466061	-0.0775757439	-0.0805466061	-0.0785795036	-0.0765795036	-0.079547546	-0.0795813835	-0.0805823234	-0.0795813835	-0.0765795036	-0.081614281	-0.0805823234	-0.0775766838	-0.0795813835	-0.0816124011	-0.0805823234	-0.0795447262	-0.0765813835	-0.0765813835	-0.0775766838	-0.0765813835	-0.0785795036	-0.0775766838	-0.0405390867	-0.081614281	0.0206748961	0.0236744437	0.0236812302	0.0246653949	0.0236812302	0.0236739912	0.019681004	0.0256742174	0.0236739912	0.0256742174	0.0236812302	0.0256728601	0.0246816826	-0.0103266874	0.0246647163	-0.0103266874	0.0256728601	-0.0113271399	0.0246647163	-0.0093264612	-0.0103266874	-0.00933528370001	0.0246647163	-0.00732668740001	0.0236812302	0.0236812302	-0.0093264612	0.0236812302	0.0236812302	-0.0093264612	-0.00533505750001	-0.0113271399	-0.645	-0.646	-0.644	-0.645	-0.645	-0.644	-0.643	-0.646	-0.644	-0.646	-0.645	-0.645	-0.646	-0.635	-0.645	-0.635	-0.645	-0.636	-0.645	-0.635	-0.635	-0.636	-0.645	-0.636	-0.644	-0.644	-0.635	-0.644	-0.645	-0.635	-0.621	-0.636
FLQS30K5GRWY	0.0139309674	0.055936107	0.0569482553	0.0569417139	0.0589473208	0.0569471651	0.0569532392	0.0569417139	0.0569471651	0.0569417139	0.0589473208	0.0579479438	0.0559421812	0.0549482553	0.0559482553	0.0549482553	0.0579479438	0.0579532392	0.0559482553	0.0569471651	0.0549482553	0.0549535507	0.0559482553	0.0559418697	0.0569482553	0.0569482553	0.0569471651	0.0569482553	0.0589473208	0.0569471651	0.0579470093	0.0579532392	-0.0332950166	-0.0012950166	0.0016974344	-0.000284951200001	0.001697686	-0.00229426169999	-0.0013020624	-0.000294513300005	-0.00229426169999	-0.000294513300005	0.001697686	0.00170724809999	-0.000303068899996	-0.0302932552	-0.00328444799999	-0.0302932552	0.00170724809999	-0.00129325520001	-0.00328444799999	-0.0012940101	-0.0302932552	-0.0022846996	-0.00328444799999	-0.000294010100021	0.0016974344	0.0016974344	-0.0012940101	0.0016974344	0.001697686	-0.0012940101	-0.0322857061	-0.00129325520001	0.057	0.065	0.065	0.065	0.066	0.066	0.066	0.066	0.066	0.066	0.066	0.065	0.064	0.073	0.066	0.073	0.065	0.066	0.066	0.066	0.073	0.066	0.066	0.065	0.065	0.065	0.066	0.065	0.066	0.066	0.075	0.066
FLQS30K3GRWY	-0.0427586044	0.0042320327	0.00120961859999	0.0032209676	0.0012101861	0.0052110373	0.003201107	0.0032209676	0.0052110373	0.0032209676	0.0012101861	0.0032099024	0.0012206838	-0.000790381400009	0.000209334899992	-0.000790381400009	0.0032099024	-0.0388003117	0.000209334899992	0.0042110373	-0.000790381400009	-0.0398005954	0.000209334899992	0.002221535	0.00120961859999	0.00120961859999	0.0042110373	0.00120961859999	0.0012101861	0.0042110373	0.0042116047	-0.0388003117	-0.084074153	-0.00207423480001	-0.00207486850002	-0.041073417	-0.00507484809999	-0.00107413260001	-0.0400755023	-0.00207423480001	-0.00107413260001	-0.00207423480001	-0.00507484809999	0.00092588790001	-0.00207492989999	-0.040074153	-0.00407335570002	-0.040074153	0.00092588790001	-0.00107400989999	-0.00407335570002	-0.00407407120001	-0.040074153	-0.0760740508	-0.00407335570002	-0.0050741326	-0.00207486850002	-0.00207486850002	-0.00407407120001	-0.00207486850002	-0.00507484809999	-0.00407407120001	0.0019266648	-0.00107400989999	0.532	0.528	0.527	0.539	0.528	0.528	0.539	0.527	0.528	0.527	0.528	0.527	0.527	0.536	0.527	0.536	0.527	0.51	0.527	0.528	0.536	0.531	0.527	0.528	0.527	0.527	0.528	0.527	0.528	0.528	0.527	0.51
FLQS30K1GRWY	0.0720240794	0.07302509	0.1140273564	0.0750261926	0.0760272951	0.0770272339	0.1130283977	0.0760261926	0.0770272339	0.0760261926	0.0760272951	0.1140273564	0.0750262232	0.1160273258	0.1170272951	0.1160273258	0.1140273564	0.1140283364	0.1170272951	0.0770272339	0.1160273258	0.1150283364	0.1170272951	0.077026162	0.1140273564	0.1140273564	0.0770272339	0.1140273564	0.0760272951	0.0770272339	0.0770271726	0.1140283364	-0.0667896235	-0.0697894155	-0.0717859835	-0.0727935755	-0.0727861915	-0.0707898315	-0.0737866075	-0.0707894155	-0.0707898315	-0.0707894155	-0.0727861915	-0.0737896235	-0.0687861915	-0.0717901435	-0.0727937835	-0.0717901435	-0.0737896235	-0.0727905595	-0.0727937835	-0.0747901435	-0.0717901435	-0.0727939915	-0.0727937835	-0.0727899355	-0.0717859835	-0.0717859835	-0.0747901435	-0.0717859835	-0.0727861915	-0.0747901435	-0.0737936795	-0.0727905595	0.045	0.048	0.065	0.049	0.05	0.049	0.065	0.048	0.049	0.048	0.05	0.065	0.048	0.065	0.067	0.065	0.065	0.066	0.067	0.051	0.065	0.066	0.067	0.05	0.065	0.065	0.051	0.065	0.05	0.051	0.05	0.066
FLQS30JCGRWV	-0.0341884492	-0.0321987957	0.0077776015	0.00880314429999	0.0097915045	0.00977889479999	0.00776693169999	0.0088024976	0.00977889479999	0.0088024976	0.0097915045	0.0087776015	-0.0282094655	0.0087776015	0.0097772782	0.0087776015	0.0087776015	0.0097662851	0.0097772782	-0.0292207819	0.0087776015	0.00876596170001	0.0097772782	-0.0322097888	0.0077776015	0.0077776015	-0.0292207819	0.0077776015	0.0097915045	-0.0292207819	-0.0312211052	0.0097662851	-0.0669834171	-0.0659834171	-0.0659570229	-0.0640120108	-0.0619628883	-0.0629856166	-0.0629614219	-0.0639834171	-0.0629856166	-0.0639834171	-0.0619628883	-0.0649834171	-0.0659577561	-0.0649812176	-0.0660083449	-0.0649812176	-0.0649834171	-0.0639848834	-0.0660083449	-0.0649863498	-0.0649812176	-0.0650098113	-0.0660083449	-0.0669841503	-0.0659570229	-0.0659570229	-0.0649863498	-0.0659570229	-0.0619628883	-0.0649863498	-0.0690105444	-0.0639848834	-0.056	-0.056	-0.038	-0.039	-0.039	-0.039	-0.039	-0.039	-0.039	-0.039	-0.039	-0.039	-0.053	-0.038	-0.038	-0.038	-0.039	-0.038	-0.038	-0.054	-0.038	-0.038	-0.038	-0.055	-0.038	-0.038	-0.054	-0.038	-0.039	-0.054	-0.054	-0.038
FLQS30J0GRWV	-0.0656956265	-0.0646972674	-0.1067035233	-0.0626991647	-0.0627009594	-0.0637010107	-0.0627029592	-0.0626991647	-0.0637010107	-0.0626991647	-0.0627009594	-0.1077035746	-0.1057014209	-0.105703472	-0.1087035233	-0.105703472	-0.1077035746	-0.0627030105	-0.1087035233	-0.0627009594	-0.105703472	-0.0607030618	-0.1087035233	-0.0606990621	-0.1067035233	-0.1067035233	-0.0627009594	-0.1067035233	-0.0627009594	-0.0627009594	-0.0617008568	-0.0627030105	0.0336463016	0.0076463016	0.0096499757	0.00464144649999	0.000650238199995	0.0356418401	0.0376498445	0.00464669530001	0.0356418401	0.00464669530001	0.000650238199995	0.0086452518	0.072646564	0.00464590790001	0.0396410528	0.00464590790001	0.0086452518	0.00464551430001	0.0396410528	0.0386410528	0.00464590790001	0.0396410528	0.0396410528	0.00664590790002	0.0096499757	0.0096499757	0.0386410528	0.0096499757	0.000650238199995	0.0386410528	0.0026418401	0.00464551430001	-0.042	-0.033	-0.052	-0.032	-0.03	-0.041	-0.041	-0.032	-0.041	-0.032	-0.03	-0.051	-0.069	-0.05	-0.061	-0.05	-0.051	-0.031	-0.061	-0.041	-0.05	-0.041	-0.061	-0.031	-0.052	-0.052	-0.041	-0.052	-0.03	-0.041	-0.031	-0.031
FLQS30HZGRWY	0.0117684738	0.0577670883	0.0557638843	0.0537653997	0.0577639276	0.0577639708	0.056762542	0.0527653564	0.0577639708	0.0527653564	0.0577639276	0.0577640141	0.0557653131	0.0557638843	0.0527637977	0.0557638843	0.0577640141	0.056762542	0.0527637977	0.0577639708	0.0557638843	0.0497622822	0.0527637977	0.0537653997	0.0557638843	0.0557638843	0.0577639708	0.0557638843	0.0577639276	0.0577639708	0.0157640141	0.056762542	-0.0349012658	0.0080989579	0.00809180180001	0.00610767930002	0.00309135450001	-0.0319012658	-0.0329160251	0.00709851059999	-0.0319012658	0.00709851059999	0.00309135450001	0.0070996287	-0.0289086455	0.00909962870001	0.00610790290001	0.00909962870001	0.0070996287	0.00209985239998	0.00610790290001	0.003100076	0.00909962870001	0.0031079029	0.00610790290001	0.00910007600001	0.00809180180001	0.00809180180001	0.003100076	0.00809180180001	0.00309135450001	0.003100076	0.00110745569998	0.00209985239998	0.032	0.04	0.039	0.038	0.041	0.051	0.051	0.0369999999999	0.051	0.0369999999999	0.041	0.04	0.049	0.038	0.038	0.038	0.04	0.04	0.038	0.041	0.038	0.037	0.038	0.038	0.039	0.039	0.041	0.039	0.041	0.041	0.023	0.04
FLQS30H6GRWV	-0.000138446200005	-0.00108629590001	-0.0029677725	-0.00302782430001	-0.0399740937	-0.0409725134	-0.0419156221	-0.004026244	-0.0409725134	-0.004026244	-0.0399740937	-0.0019693528	-0.0419661921	-0.0019709331	-0.0429045599	-0.0019709331	-0.0019693528	-0.0029172024	-0.0429045599	-0.039975674	-0.0019709331	-0.0029156221	-0.0429045599	-0.00302782430001	-0.0029677725	-0.0029677725	-0.039975674	-0.0029677725	-0.0399740937	-0.039975674	-0.0379788346	-0.0029172024	0.0569611585	0.0249585757	0.0289562142	0.0269614537	0.0219565094	0.0209587971	0.0549563618	0.0239585757	0.0209587971	0.0239585757	0.0219565094	0.0609611585	0.0219559191	0.0279585019	0.0249610847	0.0279585019	0.0609611585	0.0279588709	0.0249610847	0.0219589447	0.0279585019	0.0279613799	0.0249610847	0.0249588709	0.0289562142	0.0289562142	0.0219589447	0.0289562142	0.0219565094	0.0219589447	0.0239615275	0.0279588709	0.0	0.00800000000004	0.00600000000003	0.00700000000001	-0.00600000000003	-0.006	-0.017	0.00800000000004	-0.006	0.00800000000004	-0.00600000000003	-0.00199999999995	-0.00799999999998	0.00700000000001	-0.00899999999999	0.00700000000001	-0.00199999999995	0.00700000000001	-0.00899999999999	-0.00699999999998	0.00700000000001	0.00700000000001	-0.00899999999999	0.00799999999998	0.00600000000003	0.00600000000003	-0.00699999999998	0.00600000000003	-0.00600000000003	-0.00699999999998	-0.006	0.00700000000001
FLQS30GQGRWV	41.771225213	41.753383879	41.70082048	41.728702287	41.771262459	41.704660738	41.677059016	41.728702287	41.704660738	41.728702287	41.771262459	41.700460523	41.728062244	41.696540394	41.69590035	41.696540394	41.700460523	41.67477893	41.69590035	41.772902502	41.696540394	41.674138887	41.69590035	41.728702287	41.70082048	41.70082048	41.772902502	41.70082048	41.771262459	41.772902502	41.663300781	41.67477893	0.0930368825	0.0940342831	0.0970238854	0.0940487656	0.0970249994	0.0930361398	0.059012745	0.0920335404	0.0930361398	0.0920335404	0.0970249994	0.0950361398	0.0560212859	0.0570209146	0.0580346544	0.0570209146	0.0950361398	0.059023514	0.0580346544	0.1340521077	0.0570209146	0.0570361398	0.0580346544	0.0550216573	0.0970238854	0.0970238854	0.1340521077	0.0970238854	0.0970249994	0.1340521077	0.0200361398	0.059023514	0.836	0.836	0.835	0.836	0.851	0.837	0.845	0.836	0.837	0.836	0.851	0.835	0.847	0.845	0.845	0.845	0.835	0.845	0.845	0.841	0.845	0.844	0.845	0.847	0.835	0.835	0.841	0.835	0.851	0.841	0.84	0.845
