SN	Distance_X_LOGO_MainBoard_RU1	Distance_X_LOGO_MainBoard_RU2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_RU1	Distance_Y_LOGO_MainBoard_RU2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_RU1	Angle_MainBoard_RU2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32
FLQS2044GRWY	-0.0591945941	-0.058143231	-0.0581821202	-0.0600926017	-0.024058115	-0.0591054424	-0.0580804946	-0.0611179163	-0.0581175495	-0.0610937023	-0.0601608412	-0.0590955367	-0.0600926017	-0.0561318577	-0.0262290808	-0.0570804946	-0.0252085355	-0.0281325915	-0.0280926017	-0.0251344259	-0.0570826959	-0.0230937023	-0.0580937023	-0.0220434398	-0.0232044999	-0.0580933354	-0.0571303902	-0.0551927597	-0.0281652438	-0.0261131469	-0.0591964285	-0.0251014068	-0.001076826	-0.034071302	-0.00207583299999	0.031929598	-0.002071519	-0.00106705100001	-0.00507155100001	-0.00106711299998	-0.00206816799999	-0.00406404099999	-0.042072202	-0.00507065100001	0.031929598	-0.00306823	-0.003073661	-0.00606940899999	-0.00506968900001	0.00092944299999	-0.00606708199999	-0.00507068200002	-0.00406391599998	0.041928853	-0.00406934700001	0.000933972999974	-0.00507145700001	-0.004068292	-0.00206075100002	-0.040074685	-0.001069285	-0.00307254399999	0.035930218	-0.00507372299998	-0.034	-0.03	-0.035	-0.041	-0.047	-0.035	-0.035	-0.034	-0.035	-0.033	-0.027	-0.034	-0.041	-0.035	-0.046	-0.035	-0.046	-0.046	-0.046	-0.046	-0.035	-0.054	-0.035	-0.048	-0.047	-0.034	-0.035	-0.03	-0.046	-0.046	-0.041	-0.046
FLQS312SGRWV	0.0092185436	0.0101673143	0.00920653119999	-0.0288969873	0.00707050850001	-0.0288842683	-0.0289075865	-0.0288690762	-0.0268687229	0.00812103130001	0.0091856862	0.0071210313	-0.0288969873	0.00915636180001	-0.0287623779	-0.0269072332	0.0102199569	0.0081468226	-0.0268959274	0.0041464693	0.00711007880001	0.00810124609998	-0.0278948675	0.0100563763	-0.0287867559	-0.0288948675	0.0091570684	0.0072026449	-0.033824913	0.0101245643	0.0072192502	0.0071132585	0.00193391399998	-0.00207931100002	0.00193157199999	-0.036078933	0.00392068900001	0.002910034	-0.035079084	0.000910109999978	-0.003087472	-0.00409752299998	-0.034077875	0.00291849800001	-0.036078933	0.00191282999998	-0.037074172	0.002915626	0.00191623100002	0.001918725	0.003910034	-0.001081427	0.000899832000016	0.00192348600001	-0.037084374	0.00290754	-0.037079462	0.00391298099998	-0.030106138	0.00292862399999	-0.037084903	0.001923108	0.000916457000017	0.00292590399999	-0.017	-0.017	-0.018	0.002	-0.018	-0.005	0.00199999999998	-0.00399999999999	-0.00500000000001	-0.015	-0.011	-0.017	0.002	-0.018	0.003	-0.005	-0.018	-0.018	-0.005	-0.016	-0.017	-0.018	0.002	-0.018	0.002	-0.00500000000001	-0.012	-0.017	0.00399999999999	-0.018	-0.016	-0.017
FLQS31J6GRWY	0.2042278518	0.2070636745	0.1751516266	0.2108596255	0.2097540829	0.1718971518	0.206823272	0.1719452323	0.1729440596	0.2099135695	0.2081293454	0.211919433	0.2108596255	0.1719839312	0.2053064224	0.207823272	0.2072372334	0.2489956582	0.2078596255	0.2089991763	0.2068736979	0.2078607982	0.176865489	0.2057013116	0.1752243338	0.2068983245	0.2070660199	0.2092313699	0.1661035461	0.2089323326	0.2062419242	0.2098959791	0.063262407	0.058280296	0.023261466	0.104279982	0.015275589	0.024291071	0.060280296	0.058294628	0.025287305	0.058301323	0.060278518	0.060279145	0.104279982	0.018286677	0.062273601	0.061287619	0.021282702	0.107283121	0.060294942	0.06028333	0.061301428	0.103276739	0.019287724	0.05729808	0.063280715	0.060291071	0.062316492	0.060269312	0.057288037	0.061277158	0.060282388	0.060273078	-0.151	-0.153	-0.135	-0.162	-0.145	-0.134	-0.153	-0.14	-0.135	-0.153	-0.153	-0.155	-0.162	-0.134	-0.153	-0.153	-0.145	-0.176	-0.153	-0.153	-0.153	-0.16	-0.135	-0.152	-0.142	-0.152	-0.153	-0.153	-0.137	-0.153	-0.152	-0.154
FLQS31FWGRWY	0.0487464458	0.0167417786	0.0477455442	0.0497390737	0.0177356263	0.0487400284	0.0147372705	0.0147399753	0.05274093	0.0177391533	0.0547440061	0.0507392859	0.0497390737	0.0487418581	0.01674809	0.0497381721	0.0157465519	0.0187410891	0.0157382516	0.0177410626	0.0187383312	0.0187372439	0.0497391533	0.0187345921	0.0147462072	0.0497391533	0.0487417786	0.0177453851	0.0157434227	0.0167396571	0.016746658	0.0157387555	-0.00551124499998	-0.002502424	0.03649044	-0.00450272099999	-0.007502622	-0.001495734	-0.004502672	-0.00249568499999	-0.00749771599999	0.025508874	-0.00350351399999	-0.00250143299999	-0.00450272099999	-0.003497369	-0.00350619	-0.005499203	0.035500252	-0.00250138300001	-0.004495585	-0.00150133400001	-0.001492662	-0.00250430700001	-0.005499203	-0.001494049	-0.00250262200001	-0.00749751800001	-0.041487409	-0.005509907	-0.00149915299997	-0.00450425700001	-0.00250173000001	-0.00450614000002	-0.006	0.004	-0.013	-0.00599999999999	0.005	-0.006	0.005	0.00500000000001	-0.00700000000001	0.0	-0.008	-0.00700000000002	-0.00599999999999	-0.00699999999999	0.005	-0.00699999999999	-0.00200000000001	0.004	0.005	0.004	0.00300000000001	0.00400000000002	-0.00700000000001	0.003	0.00599999999999	-0.00699999999999	0.0	0.005	0.005	0.00500000000001	0.005	0.005
FLQS31CRGRWY	0.008374887	0.0433069403	0.0433583594	0.0402445029	0.0802018068	0.0422614896	0.0432293527	0.0422748034	0.0432738852	0.0772596532	0.0453303544	0.0432463393	0.0402445029	0.0442940856	0.044417124	0.0452293527	0.0443918736	0.0422940856	0.0432467984	0.0422936265	0.0442302709	0.0102311891	0.0432463393	0.0461678334	0.010370296	0.0432458802	0.0452899537	0.0463693778	0.0443358636	0.0782702125	0.0443909554	0.0432555213	0.112002604	0.077930592	0.109988613	0.107933884	0.109933884	0.110875862	0.108915366	0.112874216	0.110890676	0.111835535	0.068940468	0.110921539	0.107933884	0.11088903	0.109960219	0.067904667	0.109907136	0.109923185	0.108874628	0.112922773	0.111835124	0.105928946	0.108905079	0.111861048	0.109931003	0.109890265	0.113790271	0.10897421	0.107903433	0.107945817	0.110907136	0.109960219	0.208	0.202	0.196	0.197	0.183	0.197	0.196	0.196	0.195	0.184	0.203	0.196	0.197	0.195	0.196	0.202	0.196	0.196	0.196	0.196	0.195	0.208	0.196	0.194	0.207	0.196	0.194	0.196	0.196	0.184	0.196	0.196
FLQS319LGRWY	0.3139485091	0.3088326561	0.313920171	0.3117159696	0.2786126187	0.3107476416	0.3096859645	0.2817509755	0.3087768133	0.3117243043	0.3158718294	0.3097251378	0.3117159696	0.2827801472	0.3109985176	0.309685131	0.3119485091	0.3117826476	0.3137176365	0.2757818141	0.3076967997	0.3146842975	0.3087151361	0.3035759458	0.3109668456	0.3077143026	0.3108059849	0.3139160036	0.2838551599	0.311735973	0.3109526765	0.2857076348	0.116024272	0.082039815	0.116027364	0.083039397	0.076039982	0.083051682	0.08103923	0.085051431	0.081048673	0.081060122	0.041037559	0.078041904	0.083039397	0.122048339	0.120033381	0.078044913	0.079040567	0.081041988	0.07905118	0.082042322	0.079059704	0.119036723	0.078044913	0.083054607	0.082039314	0.077047921	0.080068646	0.078030122	0.083045414	0.12503664	0.080040651	0.080033548	-0.318	-0.31	-0.318	-0.311	-0.299	-0.311	-0.31	-0.301	-0.31	-0.311	-0.306	-0.31	-0.311	-0.308	-0.317	-0.31	-0.311	-0.311	-0.312	-0.299	-0.31	-0.318	-0.31	-0.309	-0.311	-0.309	-0.31	-0.312	-0.302	-0.319	-0.31	-0.302
FLQS319HGRWY	-0.1030273796	-0.0690317045	-0.0660284608	-0.0670359994	-0.0670387025	-0.0670349482	-0.0680369005	-0.0680336868	-0.0670336868	-0.0320346179	-0.0690290615	-0.1020354889	-0.0670359994	-0.0690326957	-0.0660244663	-0.0680369605	-0.0670262683	-0.0660324854	-0.0670359394	-0.0340324254	-0.0330354889	-0.0380361496	-0.0670358192	-0.067039994	-0.0640265987	-0.0670358192	-0.1010326356	-0.0650275598	-0.0660286411	-0.0680340172	-0.0690261482	-0.1020350984	0.00709249600001	0.00108294700001	0.00509055400002	0.00408316299996	0.00308278599999	0.00307550299999	0.005083055	0.00307550299999	0.00307760699999	0.00607005399999	0.041081815	0.002081653	0.00408316299996	0.00507733700002	0.00508650800001	0.00507927899997	0.00307981799997	0.00908165300001	0.004075449	0.00808149100001	0.005070324	0.00208483599999	0.005079225	0.00407356100001	0.00508294700001	0.00507739099999	0.00106438899999	0.004088612	0.00707906299999	0.00308467400001	0.003081815	0.00408672400002	0.17	0.158	0.157	0.158	0.158	0.158	0.158	0.158	0.158	0.145	0.152	0.17	0.158	0.158	0.156	0.157	0.158	0.156	0.157	0.145	0.145	0.148	0.157	0.157	0.157	0.157	0.17	0.156	0.157	0.157	0.157	0.17
FLQS317CGRWY	-0.1832982206	-0.1822085371	-0.1822638071	-0.1831355388	-0.1800901756	-0.2141543098	-0.1801183321	-0.1811736022	-0.1801736022	-0.1791590025	-0.1802565073	-0.1821616096	-0.1831355388	-0.1811908089	-0.179336284	-0.1801178107	-0.1803039562	-0.1781975873	-0.1821360602	-0.1791970659	-0.1831433601	-0.2161178107	-0.1811371031	-0.1800682762	-0.1783154273	-0.2101360602	-0.1801923732	-0.1802830995	-0.1792617215	-0.180168388	-0.1793070847	-0.1811522241	-0.034925219	-0.037959964	0.00406882500002	-0.034958773	-0.03496056	-0.033987959	-0.034958574	-0.037987363	-0.035980017	-7.21800000747e-06	-0.035955993	-0.036965523	-0.034958773	-0.078971281	-0.034946463	-0.035972671	-0.035962942	-0.037964928	-0.033987562	-0.037965722	-0.035007615	-0.044952221	-0.034973068	-0.034994511	-0.035960163	-0.032980017	-0.00102766799998	-0.03493872	-0.034974259	-0.034953214	-0.035963339	-0.036945669	0.019	0.02	0.012	0.019	0.019	0.031	0.018	0.019	0.019	0.011	0.018	0.019	0.019	0.027	0.018	0.018	0.018	0.018	0.019	0.018	0.019	0.032	0.018	0.018	0.018	0.029	0.012	0.019	0.018	0.018	0.018	0.019
FLQS3160GRWY	0.2127514435	0.2105961187	0.2097112915	0.2084481902	0.2103182245	0.206483059	0.2114175479	0.2105242677	0.2105232111	0.2434925687	0.2476954421	0.2054608698	0.2084481902	0.2095644197	0.2068539368	0.2084154346	0.2437915956	0.2065327207	0.2084513601	0.2005707595	0.2084249443	0.2094154346	0.20945453	0.2062696194	0.2078116716	0.2084513601	0.2105601932	0.2077461604	0.206666913	0.246514758	0.2037503869	0.2454841157	0.031718622	0.117727431	0.117721679	0.11672719	0.115727351	0.114732861	0.07272715	0.117732942	0.116731293	0.116736642	0.156728236	0.115728437	0.11672719	0.117731454	0.116724656	0.115729965	0.114729724	0.114726788	0.116732982	0.151728356	0.117736884	0.116725943	0.115729965	0.11673439	0.116729161	0.115731373	0.152740946	0.114723208	0.116730207	0.115726104	0.114729764	0.116724656	0.153	0.139	0.139	0.14	0.139	0.141	0.146	0.139	0.139	0.127	0.12	0.141	0.14	0.139	0.141	0.14	0.128	0.141	0.14	0.136	0.14	0.139	0.14	0.141	0.14	0.14	0.133	0.141	0.141	0.127	0.142	0.127
FLQS3126GRWV	0.3268116723	0.328052518	0.3238744278	0.3282933638	0.3654477086	0.3252238238	0.329349335	0.3251729409	0.3231763331	0.3252814911	0.3589744976	0.3242764028	0.3282933638	0.3261152736	0.2957217791	0.3263561193	0.3627404362	0.3241610682	0.3242814911	0.3231593721	0.3622696184	0.3233561193	0.3252933638	0.3255732197	0.3277828386	0.3252950599	0.3231152736	0.3248879966	0.3280118117	0.3602000784	0.3268099762	0.2943103247	0.141767091	0.148800912	0.184778804	0.183798716	0.22680589	0.138814236	0.230805012	0.145820239	0.176814529	0.179834295	0.144796227	0.144803401	0.183798716	0.186814675	0.138789053	0.184808819	0.179807354	0.144797545	0.143820385	0.177803255	0.215839858	0.141794324	0.138808965	0.14582507	0.181799448	0.139814382	0.213854792	0.143783782	0.142803401	0.14079447	0.186801644	0.142789199	-0.284	-0.286	-0.29	-0.292	-0.313	-0.283	-0.301	-0.285	-0.289	-0.291	-0.296	-0.284	-0.292	-0.292	-0.273	-0.293	-0.303	-0.284	-0.284	-0.289	-0.31	-0.283	-0.283	-0.285	-0.291	-0.283	-0.296	-0.284	-0.285	-0.296	-0.292	-0.273
FLQS3115GRWV	0.0662724415	0.0712237305	0.0352607082	0.0381725307	0.037128442	0.0351867529	0.0701618641	0.0401995529	0.0371995529	0.0701878196	0.0392425749	0.0421782196	0.0381725307	0.0402119973	0.0723083524	0.0361604419	0.0382781303	0.0382023973	0.0371743085	0.0392020417	0.0381647085	0.0381600863	0.0361732418	0.0371145754	0.0082720859	0.0371725307	0.0392112861	0.00826070819998	0.075246486	0.0391824863	0.0722767081	0.0381703974	-0.066511919	-0.105350707	-0.06448446	-0.147404739	-0.109359565	-0.108232898	-0.150403854	-0.104230241	-0.0692639	-0.070145206	-0.108379052	-0.070330334	-0.147404739	-0.061267443	-0.106419798	-0.102301103	-0.108345392	-0.104333877	-0.026201896	-0.103329448	-0.07214432	-0.108393224	-0.106301103	-0.104200124	-0.111357793	-0.104268329	-0.106049542	-0.112452571	-0.105293131	-0.107387024	-0.106342735	-0.107418912	-0.049	-0.044	-0.039	-0.025	-0.032	-0.031	-0.036	-0.033	-0.038	-0.05	-0.032	-0.04	-0.025	-0.041	-0.045	-0.032	-0.031	-0.032	-0.046	-0.033	-0.039	-0.032	-0.032	-0.032	-0.021	-0.032	-0.033	-0.021	-0.046	-0.032	-0.045	-0.032
FLQS310RGRWV	0.1546932716	0.1513946149	0.1536201738	0.1501022237	0.1538432487	0.1561920296	0.1520353914	0.1171794985	0.1512505078	0.1531147548	0.1524927748	0.1491210203	0.1501022237	0.1533236056	0.1518144051	0.1520312144	0.1486974486	0.1502630389	0.1521084892	0.1512609503	0.152050011	0.1530291259	0.1521064007	0.1517638853	0.156670298	0.1511043122	0.1192525963	0.1495972002	0.1534510046	0.1531502594	0.1526974486	0.1530813386	0.045608186	0.044658409	0.080625081	0.044648457	0.084659103	0.047682248	0.043647994	0.08569058	0.081681785	0.084713493	0.046654243	0.045656094	0.044648457	0.080681553	0.086642439	0.044664658	0.08467137	0.0496554	0.046681785	0.048656557	0.052705623	0.085650308	0.084673684	0.080698217	0.045649383	0.083681785	0.052730388	0.084634339	0.044665121	0.083650771	0.085663269	0.086642208	0.138	0.139	0.133	0.14	0.131	0.137	0.139	0.144	0.133	0.131	0.138	0.14	0.14	0.132	0.132	0.139	0.133	0.138	0.138	0.139	0.137	0.132	0.132	0.133	0.137	0.132	0.149	0.132	0.139	0.132	0.132	0.131
FLQS3106GRWV	-0.1094543381	-0.1105184082	-0.1094691949	-0.1105838711	-0.111644227	-0.1115643715	-0.1116001208	-0.1105504432	-0.1135504432	-0.1115806212	-0.1104989086	-0.1125792284	-0.1105838711	-0.1125351221	-0.0794144103	-0.1106005851	-0.1094538738	-0.112546729	-0.1085815498	-0.1125481219	-0.0775796926	-0.1136033707	-0.1095824783	-0.1106604767	-0.1104459811	-0.1095824783	-0.1155346579	-0.1424752305	-0.1145100512	-0.1115759784	-0.0784380884	-0.0815764427	-0.099025376	-0.100888134	-0.145030597	-0.099894847	-0.09388888	-0.09678371	-0.095894847	-0.099785202	-0.100810562	-0.137738211	-0.098909764	-0.101870978	-0.099894847	-0.0998128	-0.094943329	-0.096841143	-0.097850094	-0.098870978	-0.097784456	-0.099868741	-0.099709868	-0.096916477	-0.096840397	-0.094759842	-0.097893355	-0.0968128	-0.099636771	-0.100970927	-0.095838905	-0.098917969	-0.096880675	-0.097940345	0.006	0.00699999999999	0.015	0.00699999999999	0.00699999999999	0.00799999999998	0.00700000000001	0.00699999999999	0.008	0.014	0.00699999999999	0.009	0.00699999999999	0.00799999999998	-0.004	0.00699999999999	0.00700000000001	0.00800000000002	0.00700000000001	0.00800000000002	-0.00400000000002	0.008	0.00700000000001	0.00700000000001	0.00700000000001	0.00699999999999	0.00899999999999	0.019	0.00899999999999	0.008	-0.004	-0.00300000000001
FLQS30ZQGRWV	-0.0825279468	-0.0825015506	-0.0825220033	-0.0854772522	-0.044460995	-0.0804842445	-0.0824727072	-0.0844903629	-0.0814908873	-0.0804788255	-0.0815115147	-0.0784798743	-0.0854772522	-0.0774973552	-0.0455443788	-0.0814727072	-0.009541407	-0.0784919361	-0.042478301	-0.0794919361	-0.0454796995	-0.0804713087	-0.0804790003	-0.042454527	-0.0445321422	-0.0804788255	-0.1174968308	-0.0825199056	-0.0445137872	-0.0814816224	-0.0455347643	-0.0424828461	0.012260229	0.011228125	0.013254951	0.010235748	0.010235162	0.010214492	0.010235601	0.00921405200003	0.01321845	0.011199247	0.010231937	0.00823076400002	0.010235748	-0.028780524	-0.027755457	0.01022534	0.01022578	0.008231204	0.010214346	0.012230031	0.00919954	0.013239999	0.010225193	0.052203351	0.009234722	0.010220209	-0.067817318	0.012249821	0.00922460699999	-0.029760734	0.00922578000001	0.008245276	0.074	0.074	0.075	0.076	0.062	0.073	0.075	0.076	0.074	0.074	0.074	0.074	0.076	0.079	0.068	0.075	0.049	0.073	0.06	0.073	0.062	0.073	0.074	0.054	0.061	0.074	0.1	0.074	0.062	0.081	0.062	0.061
FLQS30YUGRWV	0.0338978525	0.034926498	0.0349044171	0.0269559392	0.0359794127	0.0339471864	0.0349615092	0.0339400251	0.033940224	0.067945794	0.0329165516	0.0339513639	0.0269559392	0.0349330626	0.0358795512	0.0339617081	0.0328968578	0.00293743899999	0.0319543478	0.0679312723	0.0339579285	0.0359619071	0.0339545468	-0.00201203350001	0.036893675	0.0329549446	0.0329326647	0.032899245	0.0359137667	0.0729426111	0.0368970568	0.0729487779	0.14745276	0.150285565	0.145426281	0.105321879	0.149285565	0.14417965	0.147290861	0.147183433	0.149213694	0.150107779	0.149301452	0.110296913	0.105321879	0.147209155	0.108337766	0.146237903	0.147274217	0.148270434	0.148180407	0.147268165	0.112135771	0.1463128	0.148235634	0.145156197	0.149285565	0.149208398	0.146029856	0.151365001	0.149234877	0.151309018	0.148274217	0.15133701	0.216	0.214	0.215	0.225	0.214	0.216	0.215	0.215	0.215	0.203	0.216	0.222	0.225	0.215	0.221	0.215	0.216	0.226	0.216	0.204	0.222	0.215	0.215	0.229	0.214	0.215	0.216	0.215	0.214	0.201	0.214	0.201
FLQS30X6GRWY	-0.030054413	0.0010566542	-0.0330256754	-0.000834608700004	-0.0277328618	-0.0028625697	-0.0298089778	0.0011110227	0.000109469399987	-0.0308408222	0.0030170428	-0.0288415989	-0.000834608700004	-0.000916161499987	-0.0551033447	-0.0308089778	-0.0320582965	-0.0278959675	0.0021638379	-0.0298951908	-0.0308144146	-0.0298043176	-0.0278384922	-0.0317025707	-0.0310715003	-0.0278369388	8.22851000066e-05	-4.81994999859e-05	-0.0309643165	-0.0298532493	-0.0280614033	-0.0308276184	-0.00452664599999	-0.00651104100001	0.037476598	-0.00551156700001	-0.044514372	0.033501321	-0.00351139099999	0.028501058	-0.00450130900001	-0.00448964899999	-0.004512882	0.029491151	-0.00551156700001	-0.048505605	-0.046520684	-0.000505167	-0.044509375	-0.00750867299999	-0.005498854	-0.007508586	0.03351	-0.00351419699999	-0.002505079	-0.00549622400001	-0.00151121600001	-0.00250192299998	-0.00648070600002	-0.004520246	-0.00450481600001	-0.00551410899999	-0.00750963799999	-0.005517002	-0.122	-0.132	-0.128	-0.132	-0.116	-0.138	-0.122	-0.139	-0.132	-0.121	-0.133	-0.129	-0.132	-0.125	-0.106	-0.122	-0.114	-0.122	-0.133	-0.121	-0.128	-0.122	-0.123	-0.121	-0.122	-0.123	-0.132	-0.133	-0.122	-0.121	-0.122	-0.121
FLQS30X6GRWV	0.1902398755	0.2191947513	0.1922294386	0.2251539247	0.188113712	0.2241637477	0.2241434878	0.2241741846	0.2241741846	0.1901536178	0.2242113276	0.1891548456	0.2251539247	0.1871858493	0.1912595214	0.2231428739	0.1902429452	0.1891763333	0.2271545387	0.1881760264	0.1901441018	0.1901431809	0.2231539247	0.1851005124	0.1892463218	0.2231536178	0.1901840075	0.1902275968	0.2242156251	0.190160678	0.1872407964	0.2241622128	-0.043264117	-0.047089271	-0.043228149	-0.045093268	-0.04409127	-0.04695539	-0.04409127	-0.04695439	-0.045992357	-0.079894443	-0.045109254	-0.04606829	-0.045093268	-0.048986362	-0.046157211	-0.045022331	-0.00102732600001	-0.048073286	-0.046950394	-0.050070288	-0.048862472	-0.043124241	-0.044021331	-0.04592142	-0.044089271	-0.044986362	-0.048752569	-0.09323814	-0.043018334	-0.045123241	-0.045072286	-0.044158211	-0.337	-0.346	-0.337	-0.349	-0.335	-0.348	-0.348	-0.348	-0.347	-0.33	-0.348	-0.336	-0.349	-0.335	-0.337	-0.348	-0.345	-0.336	-0.349	-0.335	-0.336	-0.337	-0.348	-0.335	-0.336	-0.348	-0.336	-0.328	-0.348	-0.336	-0.335	-0.348
FLQS30WFGRWV	0.0568955696	0.0558546441	0.0568855656	0.0558115965	0.0227752183	0.0588234194	0.0558000767	0.057832514	0.0568331203	0.0578137186	0.0538655576	0.0248140217	0.0558115965	0.0578431243	0.0569225502	0.0547988641	0.0198952665	0.0578346361	0.0568118997	0.0198343329	0.0568037146	0.0538012893	0.0238103839	0.0217636985	0.0258916287	0.0548103839	0.0558422149	0.0518898097	0.0568691954	0.0238176595	0.0558964791	0.0268070492	0.013596368	0.012575015	0.013592216	0.013575608	0.012574896	0.016558643	0.013575608	0.013558999	0.014563151	0.018546306	0.018572642	0.016571811	0.013575608	0.01156327	0.015583675	0.014567066	0.016568964	0.016572405	0.014558525	0.016572049	0.016546543	0.012579641	0.016566948	0.01355461	0.01457537	0.015562914	0.013534799	0.054583319	0.015567185	0.013579404	0.014573591	0.014583912	0.066	0.066	0.066	0.066	0.078	0.064	0.066	0.065	0.066	0.065	0.066	0.076	0.066	0.066	0.066	0.066	0.077	0.064	0.066	0.078	0.065	0.067	0.077	0.077	0.076	0.067	0.066	0.06	0.065	0.077	0.066	0.077
FLQS30VBGRWV	0.118969102	0.0828138963	0.1169389231	0.1167181862	0.1206138535	0.0797216352	0.0806638642	0.0797569876	0.0837604366	0.1197354313	0.0778518355	0.119738018	0.1167181862	0.1188182076	0.1190501539	0.1156940431	0.1179751378	0.0818001003	0.1187259465	0.1208001003	0.1187087014	0.1166862828	0.1167259465	0.1205767766	0.1599897961	0.1167250842	0.1218233811	0.0789311628	0.0829018462	0.1267397425	0.1239734133	0.1227138749	0.037110243	0.002135431	0.037115417	0.037133797	-0.003865386	-0.00184578	-0.005866067	-0.00184618900002	0.03414891	0.00516769799998	-0.00286797299998	0.00213842600002	0.037133797	0.038148365	-0.00287450799999	-0.00685640000003	0.035142238	0.033137609	-0.00384646100002	0.034138154	0.037167426	0.039129849	-0.00485599199999	0.00215816799999	0.035134342	-0.00685149899999	0.035181858	-0.00487981799998	-0.003856128	-0.000869607000027	0.037137065	-0.00387491699999	-0.095	-0.076	-0.095	-0.095	-0.089	-0.075	-0.075	-0.075	-0.083	-0.09	-0.074	-0.089	-0.095	-0.096	-0.089	-0.087	-0.095	-0.081	-0.088	-0.096	-0.096	-0.094	-0.088	-0.09	-0.11	-0.087	-0.096	-0.074	-0.076	-0.092	-0.097	-0.089
FLQS30UFGRWV	0.0286316785	-0.00913133109999	-0.00727896449999	0.0650111221	-0.0057829683	-0.00699535310001	-0.006904701	-0.00904715430001	0.0299528457	-0.0069577972	0.0298078025	-0.0069616823	0.0650111221	-0.00609507029999	-0.009435663	0.031095299	-0.0083333557	0.0269023396	0.030051268	-0.0060575145	-0.00892024140001	0.0260629232	-0.0069526171	-0.00772598699999	-0.0463501911	-0.00495261709999	-0.00709248029999	-0.012256949	-0.0111572317	0.0309774513	0.0286277934	0.0330137121	0.035198745	-0.044748913	-0.044802772	-0.048751948	-0.043749293	-0.042695434	-0.044749672	-0.043696951	-0.009711743	-0.007660539	-0.04475612	-0.041739431	-0.048751948	-0.044709088	-0.047775843	-0.044723501	-0.042741707	-0.00774019000002	-0.00669771	-0.049740948	-0.073673435	-0.048763706	-0.044722743	-0.004685193	-0.041748913	-0.044709847	-0.042619956	-0.047790256	-0.00472236299998	-0.04576143	-0.045744362	0.00222567399999	-0.021	0.00699999999999	0.00599999999999	-0.019	0.005	0.005	0.005	0.006	-0.013	-0.001	-0.00700000000001	0.006	-0.019	0.005	0.00699999999999	-0.008	0.00600000000001	-0.013	-0.014	0.00600000000001	0.011	-0.005	0.005	-0.001	0.019	0.00500000000001	0.006	0.008	0.001	-0.00700000000001	-0.00699999999999	-0.016
