SN	Distance_X_LOGO_Battery_Left1	Distance_X_LOGO_Battery_Left2	Distance_X_LOGO_Battery_Left3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Battery_Left1	Distance_Y_LOGO_Battery_Left2	Distance_Y_LOGO_Battery_Left3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Battery_Left1	Angle_Battery_Left2	Angle_Battery_Left3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32
FLQS2044GRWY	0.07372913035	-0.11720306527	0.0647474652	0.01478966997	-0.04323108647	-0.04422935677	-0.00519510863	0.08380731295	0.06981388583	0.01580662107	-0.14011865573	-0.29918507635	-0.12319960586	0.00678759433	0.20382599375	-0.32508544542	0.07385920406	0.12272497906	0.06972982223	-0.05314806069	-0.10222693518	-0.10023212429	-0.05412107732	0.000925970619999	-0.17412488266	-0.05816224426	-0.05025945361	-0.24913214742	0.06172463312	0.00774296797	0.07678655651	-0.05720410309	0.259605575	-0.213419199	0.189512095	0.12150136	0.253544301	0.254589059	-0.151526222	0.450645543	0.122545787	0.306617962	-0.698521928	-0.30151945	-0.559488235	-0.149504586	0.407604914	-0.610418043	0.124602437	0.384613833	0.121594674	0.303674942	0.527621595	0.504618457	-0.209343556	-0.308370312	-0.223382369	0.048530097	0.126575516	-0.444494346	-0.00548063799999	-0.078433237	0.602597812	-0.0723789	-0.094	0.016	-0.088	-0.061	-0.038	-0.037	-0.04	-0.106	-0.087	-0.069	0.044	0.107	0.032	-0.046	-0.163	0.132	-0.09	-0.123	-0.087	-0.034	-0.02	-0.02	-0.014	-0.038	0.044	-0.023	-0.029	0.089	-0.079	-0.05	-0.109	-0.019
FLQS312SGRWV	-0.27604284944	0.08593812477	0.10607368349	0.1830774207	0.01305771542	0.24609236953	-0.07001872747	-0.14401770823	0.10600641375	-0.13203333655	-0.17909890756	-0.2560336763	-0.00995757316	-0.06494262433	0.1799265734	-0.24111079867	-0.36317399146	0.05203665116	-0.18299222727	0.25498772771	0.11706688857	-0.00490627149	0.05498467	-0.18613899761	0.00793370807	0.1989625865	0.32410527988	0.05501694588	0.12505941415	-0.0078790918	-0.12904998411	-0.08798033615	-0.670338605	0.32370681	-0.380310414	-0.063310625	0.566733525	-0.05527934	0.11670435	-0.909363352	-0.535329395	-0.012303594	0.586693242	-0.429338957	-0.210338957	-0.135316882	-0.721333403	0.443712294	-0.797320959	-0.132306196	-0.020297056	-0.187314773	-0.250311187	-0.25830718	0.004731838	-0.394299657	0.375732119	-0.145336848	0.267724386	0.00766434799999	0.060691133	-0.001306969	0.047695773	-0.592326162	0.135	-0.075	-0.06	-0.109	-0.05	-0.14	0.00699999999999	0.078	-0.054	0.041	0.044	0.116	-0.011	0.014	-0.084	0.078	0.181	-0.044	0.066	-0.14	-0.07	-0.011	-0.05	0.081	-0.039	-0.113	-0.189	-0.049	-0.085	-0.019	0.038	0.041
FLQS31J6GRWY	-0.17664110087	0.02643439639	0.3495448252	0.07640622577	0.09647383525	-0.0945419403	0.266636098	0.09039946482	0.21838594293	0.26159891279	0.33346820113	0.09847496207	0.29058426407	0.10162370293	0.06832509439	0.09842312814	0.14028678235	0.26568117099	0.03759891279	0.20250538634	0.03459102501	0.20786709706	0.26930030425	0.21095887638	0.09717748036	0.08525297762	0.34169581971	0.29950763999	0.0204028453	0.21187723848	0.19546482065	0.07742988909	-0.666110688	-0.325117377	1.50587503	-0.182118891	0.129878326	-0.257123578	0.136875469	0.063872833	0.363882476	-0.046123285	0.080873101	0.06287918	0.932871856	0.0628742	-0.721110981	0.128868023	-0.502114276	0.071873028	-0.05912414	-0.263114228	-0.063126581	-0.18112641	0.14286646	0.011866363	0.065875592	-0.122119941	0.411872051	0.946873736	-0.256113153	0.24787835	-0.311115058	-0.311118573	0.021	-0.09	-0.313	-0.119	-0.141	-0.033	-0.223	-0.135	-0.208	-0.213	-0.254	-0.138	-0.265	-0.141	-0.095	-0.142	-0.138	-0.221	-0.105	-0.177	-0.103	-0.182	-0.225	-0.192	-0.138	-0.126	-0.271	-0.269	-0.09	-0.201	-0.172	-0.115
FLQS31FWGRWY	0.20607388271	0.24207056782	0.00107240586	0.00507348139	0.3090744285	-0.12392769848	0.00307376232	-0.0739282202	0.00207125006	0.48107395495	-0.00492816401	0.20107392284	0.13207365797	-0.00092652663	-0.01192891047	0.08607210086	0.18807120993	-0.2479270323	-0.1189272169	-0.32092970508	-0.10092619755	0.14207489403	0.17507316034	0.00707033506	-0.18292964889	-0.02792834059	0.00807409942	0.03507300784	-0.11992651861	0.07407549601	0.01007246204	0.0250732406	0.234929046	0.993917998	-0.220181572	-0.07312374	0.366959599	0.035926727	-0.020077365	-0.371134788	-0.089153474	0.506933138	-0.221134515	0.20489672	-0.078170797	-0.082119512	-0.276070409	0.451940367	-0.280143927	-0.67412524	0.041912405	-0.410099461	0.362925772	0.375925499	-0.06704122	-0.019016668	-0.747157021	-1.158231084	0.040925909	-0.736182936	-0.154146927	0.051892628	0.255898629	0.442926318	-0.099	-0.142	0.017	0.01	-0.153	0.068	0.00999999999999	0.06	0.012	-0.241	0.02	-0.095	-0.05	0.013	0.026	-0.048	-0.071	0.155	0.065	0.18	0.045	-0.072	-0.072	0.00699999999998	0.125	0.065	0.00399999999999	0.021	0.074	-0.027	-0.004	-0.019
FLQS31CRGRWY	0.01891896664	-0.00619605715	-0.18120380698	0.01890550641	0.31894751865	-0.24618626789	0.07093528207	0.00687409921	0.03685248126	-0.04715200548	0.21087369132	0.43999850437	-0.04413283485	-0.03409326993	0.07783045543	0.20079986399	0.0687048266	0.02290836161	0.01592059819	0.07184881029	0.00996179465	-0.23113038754	0.01781454788	0.18276356216	-0.15725601636	0.04586308629	0.39995649214	0.21886308629	0.02293242687	0.01400421477	0.01387736229	-0.45830577843	0.065073642	-0.70312387	-0.459103137	-0.051955457	0.02606564	-0.00889107499999	-0.111007836	-0.377878708	0.59116385	0.064079462	0.212047089	0.21916967	0.069088192	0.191078371	-0.048923448	-0.122022022	-0.38915006	0.199185311	-0.05490708	-0.18083615	-0.175001653	0.124081644	-0.189877253	-0.173827784	-0.641082767	-0.991210441	-0.089910353	0.34605982	0.00605436399999	-0.301982374	-0.055966006	0.12910747	0.199	0.24	0.315	0.203	0.056	0.33	0.181	0.222	0.17	0.23	0.101	-0.01	0.229	0.219	0.176	0.118	0.191	0.192	0.205	0.183	0.213	0.317	0.209	0.129	0.31	0.226	0.021	0.092	0.2	0.216	0.207	0.427
FLQS319LGRWY	0.04434580443	0.34228767894	0.45539686059	0.36236622689	0.3273505173	0.4054887617	0.20923505181	0.21825154688	0.5143890058	0.26129396278	0.39233480771	0.21620520359	0.2833890058	0.3944542006	0.27521620031	0.4552625436	0.171189494	0.39345105868	0.40443299265	0.40520598907	0.34338586388	0.28144398937	0.28414157975	0.27699312412	0.32914629263	0.39634266251	0.09031752716	0.34933245127	0.40040864279	0.51659008855	0.21739686059	0.41138272196	-0.191782292	-0.06177545	0.409205232	0.525222537	-0.299794634	0.568281162	-0.009799195	0.138198256	0.328241587	-0.595842124	-0.061820123	0.134180011	0.191256478	0.17722683	-0.136810196	0.00523635500001	0.106239306	0.338233538	0.157200671	-0.318793695	-0.065796244	0.074195573	0.3222601	0.131245611	-0.00477169399998	0.322237294	-0.084771426	0.453245343	-0.137834746	0.346205366	-0.304795842	0.467238635	-0.216	-0.366	-0.437	-0.398	-0.349	-0.42	-0.304	-0.313	-0.464	-0.306	-0.39	-0.311	-0.347	-0.4	-0.33	-0.423	-0.29	-0.406	-0.403	-0.386	-0.366	-0.341	-0.351	-0.342	-0.362	-0.406	-0.243	-0.388	-0.39	-0.464	-0.296	-0.418
FLQS319HGRWY	-0.06888502721	-0.0949229423	-0.12293787855	0.00411796004	-0.24489697621	0.000101874850001	-0.03488433784	-0.18892776786	-0.00192730828	-0.00889927409	-0.07391191245	-0.01191030394	-0.07591765717	-0.12790961457	-0.33098015962	-0.06895097649	-0.21403668758	0.16715909217	0.18812761116	-0.28698820222	0.00112508348	0.05714300698	-0.18094339347	-0.07500221931	-0.17596752126	-0.12092661891	-0.01988158038	-0.04991673801	-0.06587974207	0.10617310927	-0.12388181017	0.06609681951	0.056355904	-0.810617195	0.389361888	0.399365166	0.107358526	0.241350974	0.839349691	0.525357528	0.130363114	0.067365621	-0.000638539000008	0.127357671	-0.125632811	0.129364254	-0.140642386	0.121355334	-0.134634521	0.660348181	0.322355961	-0.669634236	0.266361803	0.129363912	0.195344334	-0.070641018	0.370353339	0.521356901	-0.259637798	0.571355334	0.1133628	0.192363655	-0.208643013	0.125358412	0.165	0.21	0.179	0.117	0.247	0.125	0.119	0.205	0.13	0.136	0.17	0.134	0.175	0.191	0.299	0.163	0.242	0.027	0.03	0.297	0.122	0.102	0.214	0.173	0.206	0.173	0.153	0.136	0.161	0.075	0.201	0.098
FLQS317CGRWY	-0.15508038549	-0.20505657509	0.14387573534	-0.14511269961	-0.15704296915	-0.4650790249	-0.1450797052	-0.39297493944	-0.0280188186	0.11091281153	-0.05004603049	-0.1590433093	-0.24805011227	-0.14402460113	-0.06398922568	-0.14098582419	-0.21693106027	-0.09806745985	-0.15110385575	0.15493968327	-0.43600487251	-0.22310113456	-0.27701677771	-0.10697425914	-0.46491609373	-0.2890194989	-0.16910929812	-0.0930545342	-0.09511269961	-0.22108548772	-0.21408888921	-0.38695793201	-0.091620171	0.436371279	0.237383629	0.217384959	-0.30057286	-0.374613141	0.221377929	0.643369189	-0.37057761	-0.096624161	1.026360449	-0.17057951	-1.085462467	0.221379069	0.478309338	0.371342778	0.025361019	-0.29457742	0.144346768	-0.609529349	-0.30957476	-0.24157476	-0.043668622	-0.037694463	-0.31855747	-0.37857096	-0.576546449	-0.22659775	-0.20559813	-0.04957381	-0.28658749	-0.617574	0.035	0.039	-0.123	0.018	0.043	0.195	0.017	0.123	-0.018	-0.095	-0.057	0.04	0.116	0.018	-0.03	0.011	0.06	0.015	0.024	-0.096	0.178	0.072	0.092	0.00999999999999	0.192	0.11	0.059	0.00999999999999	0.00899999999999	0.065	0.07	0.165
FLQS3160GRWY	0.09485889856	0.17871842977	0.08675026936	0.14076618916	0.08174652353	-0.03737334318	0.07666692454	0.19769127247	-0.1674904005	0.00256297764	0.59175214228	0.13674745999	0.15079147354	0.27389261107	0.355667861	0.34341314426	0.21232605361	0.16783642355	0.16191789545	0.32650304429	0.15179990167	0.16098063818	0.38166879746	0.15533448173	0.20252270992	0.47370250997	0.0147109381	0.04068097142	0.02476431624	0.14393662463	0.20982424959	0.1456725433	0.057844749	-0.994091546	-0.736085821	-0.067141402	-0.655102717	0.384823883	-0.00713207700001	-0.267136232	-0.400128938	-0.214113796	0.010857859	-0.463105487	0.12485869	0.311826653	0.661814835	0.340857767	0.124841517	0.905817051	0.248821944	-0.594097547	0.39083607	0.058853889	-0.057161991	-0.00714980399999	-0.328138448	0.333824529	0.057843087	0.178825914	-0.214106872	-0.128122383	0.196825175	0.064842256	0.166	0.165	0.2	0.149	0.2	0.218	0.177	0.129	0.311	0.221	-0.072	0.166	0.137	0.07	0.018	0.035	0.107	0.098	0.126	0.078	0.126	0.134	0.031	0.139	0.128	-0.028	0.205	0.188	0.211	0.15	0.105	0.142
FLQS3126GRWV	0.47069508989	0.33801587597	-0.0416495242	0.27794220261	0.02216475754	0.41086852925	0.34402662	0.22006345668	0.29025377951	0.41505885209	0.41627526758	0.40106192181	0.6818946219	0.20485625036	0.41621694284	0.08023689604	0.02366972701	0.09592685399	0.53060913764	0.34745484638	0.00502201541	0.02429368592	0.22616936213	0.04273265633	0.17051163626	0.000786376489998	0.61263216057	0.47502355027	0.40684550633	0.16156309179	0.32486392467	0.07701434111	0.274624703	-0.059361704	-0.541356883	0.07562939	-0.529359718	0.202619502	-0.049356749	0.351628877	0.407627761	0.139628408	0.075639702	-0.255360432	0.33662814	-0.321362642	0.212627381	-0.524366704	0.19562939	0.116623743	0.358625886	0.011628118	-0.524361392	0.470631443	0.190618788	-0.174374337	0.395627136	-0.127365588	0.419622426	0.085640215	0.077634457	0.00563240299999	-0.24336724	-0.252368891	-0.348	-0.271	-0.07	-0.247	-0.101	-0.317	-0.274	-0.228	-0.264	-0.316	-0.313	-0.294	-0.452	-0.197	-0.319	-0.128	-0.128	-0.161	-0.38	-0.278	-0.092	-0.139	-0.226	-0.124	-0.206	-0.106	-0.422	-0.341	-0.309	-0.188	-0.258	-0.137
FLQS3115GRWV	-0.05902393952	0.06897472592	-0.12409867467	0.21000875711	-0.09601459763	0.01498173234	0.07099541155	0.12695904489	0.50092134367	-0.18908466183	0.00388964796	-0.04205530159	-0.05802260496	0.12202543906	-0.04811335479	-0.05913771044	-0.21624647678	-0.11399524656	-0.11902327224	-0.20414905417	-0.23302060313	0.1920608048	0.18395203847	0.07387263237	0.07788330882	0.06896004581	0.0720334464	-0.00104996337	0.13002844181	-0.04693252242	0.12996605131	-0.00100959304	-0.174180676	-0.036220361	0.017797737	0.225780293	0.069729923	0.144712915	0.034800135	-0.30716345	0.770736901	-0.25315451	-0.180073614	0.274751292	-0.228232354	-0.087201173	0.090734502	0.020763721	-0.809992281	-0.440163014	-0.236193541	-0.501173263	0.078715532	0.169754563	0.034703321	0.34961959	0.545632019	0.096770699	0.211686313	-0.294185909	0.222773533	-0.034217091	-0.030254377	-0.234174135	0.012	-0.054	0.036	-0.132	0.021	-0.036	-0.058	-0.073	-0.291	0.077	-0.019	-0.013	0.014	-0.078	-0.002	0.005	0.108	0.048	0.043	0.093	0.087	-0.122	-0.113	-0.071	-0.08	-0.06	-0.066	-0.012	-0.094	0.001	-0.085	-0.013
FLQS310RGRWV	0.30833375146	0.11308599807	0.36202212414	-0.08900303831	0.17736665621	0.04811309609	0.03781308221	0.21509180479	0.38188082728	-0.02125079171	0.10386921384	-0.07912885058	0.23507051348	0.23627955541	0.27677243517	0.37955758652	-0.12877339653	0.28625439295	0.10232988032	-0.08761467951	0.4256879614	0.06436472064	0.23284405139	0.2243698359	0.27160404028	0.24590211859	0.17026600639	0.36530665344	0.16725439295	0.40694152152	0.11312664511	0.1671711633	0.301984063	-0.043023652	0.033934506	-0.630142649	-0.222988636	-0.107949465	-0.259134934	-0.649160751	0.292996527	0.014987031	-0.245101401	-0.836181227	-0.104083003	0.086003352	-0.628120393	0.10802175	0.140934802	-0.618121877	-0.351018608	-0.115989526	0.158068043	-0.040991603	0.02811671	-0.15691979	-0.432130779	0.274081991	-0.182072616	0.287027982	-0.180131076	0.345992372	-0.379131966	-0.254108226	0.005	0.111	-0.011	0.232	0.088	0.145	0.156	0.085	-0.031	0.174	0.123	0.234	0.055	0.047	0.054	-0.022	0.221	0.05	0.129	0.211	-0.047	0.135	0.051	0.061	0.049	0.035	0.09	-0.022	0.091	-0.045	0.125	0.094
FLQS3106GRWV	-0.14396568734	-0.32212202294	-0.19388751954	0.05421749377	-0.46109991488	0.06124512886	-0.29502806367	-0.06415202675	-0.19209912531	-0.17499016413	-0.13315913291	0.05411169089	-0.20206754236	0.12221749377	-0.1650691215	-0.28525861921	0.08185507942	-0.00784251383	-0.07876118773	-0.0271054419	-0.27596805606	-0.13585119914	-0.01405964662	-0.18413623527	-0.20514097272	0.02795298656	0.12031934879	0.13608484538	-0.26193331482	-0.18869091567	-0.12893252524	-8.5702549999e-05	-0.292695085	0.310371902	0.089455234	-0.268625686	-0.590762072	0.167474527	-0.810745191	-0.280573168	0.379410487	0.619432994	-0.171734741	0.041442641	-0.094664271	-0.02261738	1.106462737	0.018334925	0.283456574	-0.089732866	-0.403640691	-1.009739028	-0.15359514	-0.096615236	-0.162621399	-0.167449644	-0.624726167	-0.233616844	-0.0805938	0.250367347	-0.091652481	-0.17471786	0.09143353	-0.442704463	0.04	0.104	0.05	-0.056	0.203	-0.076	0.132	0.001	0.039	0.022	0.031	-0.068	0.062	-0.098	0.0	0.097	-0.089	-0.033	0.013	0.009	0.099	0.03	-0.027	0.056	0.081	-0.046	-0.095	-0.114	0.09	0.058	0.02	-0.024
FLQS30ZQGRWV	-0.07622264878	-0.08619772299	0.09279855099	0.03478223359	-0.12620144901	-0.08021558219	0.04579392559	-0.19219386848	-0.07617626625	-0.0271921982	-0.2081758808	0.16679880796	-0.06822123546	0.03378210511	0.0468202647	-0.27914620111	0.22381936531	0.11078171966	0.03976989918	0.10080099218	-0.06320735925	-0.19121635309	-0.13717446748	-0.07714298903	-0.19115994885	0.03580047824	-0.20721031437	0.09679546739	0.21276668709	-0.07921879428	0.03079109895	-0.01719746602	0.009711176	-0.058282126	0.015718408	0.190709574	0.519713166	-0.105294212	0.201716709	0.178699381	0.141724475	-0.192271059	-0.213265332	0.271711904	0.312709429	0.133710933	0.073710885	-0.073291348	-0.177262759	0.594702633	0.129708506	0.143724427	0.394709768	0.053716272	-0.055295231	0.242698896	0.058726368	0.011719039	-0.336267176	0.081715981	0.264710982	-0.112277758	-0.047277709	0.008718845	0.084	0.091	0.00299999999999	0.023	0.089	0.091	0.018	0.134	0.079	0.068	0.156	-0.043	0.068	0.026	0.023	0.187	-0.053	-0.028	0.024	-0.006	0.063	0.138	0.117	0.076	0.138	0.03	0.161	-0.00299999999999	-0.065	0.091	0.035	0.056
FLQS30YUGRWV	0.05348270795	-0.00852596521	0.17644376378	-0.00654433189	-0.07553242756	-0.15652732571	0.24445056625	-0.23246236207	-0.37446083151	0.40145787891	0.22949189129	-0.01753276769	0.1284583891	0.11644478415	0.21750345549	0.31449971413	-0.08646423275	0.1644463147	0.12347097368	-0.13647749758	-0.03155878715	0.04543713136	-0.01050793865	-0.00046797411	0.16349206135	0.04749172122	-0.02654348158	-0.03952732571	-0.01556558963	0.30941383289	-0.07354331152	0.27844325359	0.196533605	0.254541558	0.455497982	0.264533274	-0.135472525	-0.481461424	0.129531507	-0.225465732	-0.68344005	0.28753101	-0.274455018	-0.07747733	0.561509525	0.23952499	0.850497375	0.473544264	0.052520019	-0.210455238	0.586519467	0.626505991	-0.544453858	0.00052719899999	-0.078485394	0.107504389	0.26653101	-0.00345711600001	-0.157464351	-0.466475231	-0.123464738	0.267534158	-0.25546877	-0.511458276	0.207	0.234	0.138	0.233	0.282	0.334	0.117	0.36	0.444	0.036	0.139	0.251	0.157	0.175	0.105	0.072	0.279	0.168	0.159	0.283	0.275	0.218	0.248	0.236	0.152	0.218	0.258	0.277	0.252	0.081	0.285	0.124
FLQS30X6GRWY	0.12804964674	0.03814996268	-0.17784421252	-0.00091864048	0.1261188971	0.05208653712	0.00509430351	0.07016096507	0.19816096507	0.26403799715	0.1201182499	0.1221195443	-0.13577496216	-0.0088811029	0.18019720825	-0.05073354139	0.17225675062	-0.00203901961	0.12905094114	0.01516031787	5.15883399999e-05	-0.11796200285	-0.05274907418	0.00236612735	0.10624639542	0.06420044425	0.06798880998	-0.06477884536	-0.05093029007	-0.18200083483	-0.22884744852	-0.05790893248	0.193593343	-0.84154313	-0.448439593	-0.01148922	0.00155863400001	-0.394411383	0.06056661	0.192602057	0.27258138	0.518615055	0.061610033	0.004553465	-0.155491288	-0.346503694	-0.205467361	0.379630563	-0.856470019	-0.195415519	0.333602944	0.53659098	0.057598365	0.047623326	0.043621406	-0.134350384	0.133633517	-0.01540518	0.13757813	0.123565428	0.332556714	-0.472480063	-0.139414485	0.050634551	-0.186	-0.105	-0.014	-0.116	-0.178	-0.127	-0.122	-0.157	-0.222	-0.264	-0.177	-0.176	-0.045	-0.1	-0.196	-0.107	-0.169	-0.108	-0.192	-0.144	-0.119	-0.062	-0.093	-0.112	-0.173	-0.147	-0.155	-0.09	-0.105	-0.011	-0.00200000000001	-0.091
FLQS30X6GRWV	0.28332248756	0.10527719833	0.2242859078	0.14528137888	0.14924027019	0.09532283594	-0.06174440115	0.2932859078	0.15921379341	0.10626535346	0.05424236046	0.16424061857	0.09829670754	0.0392907851	0.15722633504	-0.106848218	0.16619045204	0.21332806162	0.22132144242	0.05622285126	0.1103005397	0.16936533814	0.1612319091	0.10610718953	0.09617338148	0.03719672285	0.16731412647	0.27929531402	0.18129008834	0.15738798275	0.17528625618	0.1002549021	-0.003146743	0.115851034	-0.184193434	-0.541263556	-0.46122097	-0.24913785	0.040844021	0.053874465	-0.075204893	-0.011154268	0.114839575	-0.005227469	-0.126171542	-0.26115615	-0.131146401	-0.285215668	-0.067171029	-0.251180265	-0.064147598	0.495927484	0.054848297	0.176858217	-0.191113221	-0.071123141	-0.653209853	0.046856335	0.11187874	0.122868136	0.457809987	-0.192205406	0.334824524	-0.012142296	-0.398	-0.317	-0.363	-0.311	-0.316	-0.298	-0.233	-0.405	-0.335	-0.312	-0.291	-0.34	-0.304	-0.271	-0.332	-0.199	-0.339	-0.354	-0.365	-0.307	-0.316	-0.349	-0.333	-0.31	-0.283	-0.281	-0.346	-0.4	-0.366	-0.329	-0.359	-0.309
FLQS30WFGRWV	0.04109347081	-0.14494061111	-0.17792800547	-0.00788365227	-0.01491820108	-0.01089018854	0.05807783048	0.24011121209	0.05005285262	0.18010024051	-0.01693244079	0.0620976727	0.06610794396	0.05113082087	0.00104771699	-0.08095695177	0.24305215231	-0.13288738728	0.04709113644	-0.071948548	0.04809020268	-0.07587688258	0.05505121856	0.05100569818	0.06707082734	0.17409697238	-0.01387174694	-0.01392613797	-0.00886847881	0.24715743279	-0.0778899551	0.12609300394	-0.481304717	-0.226309178	-0.551305278	-0.137291867	-0.22030957	-0.341292148	0.062697808	0.199704626	0.054698538	0.192711191	-0.275301182	0.336697247	0.740708245	-0.012289062	0.533715988	-0.408298881	0.326713632	-0.902312797	-0.141314564	0.122694862	-0.012303875	-0.219303875	0.122717728	0.121718148	0.255720281	0.270713127	-0.289306092	-0.291311703	-0.134291026	0.142698734	-0.902311787	0.401707656	0.077	0.157	0.185	0.088	0.094	0.097	0.049	-0.044	0.053	-0.015	0.097	0.036	0.02	0.055	0.059	0.134	-0.051	0.177	0.062	0.11	0.057	0.124	0.047	0.05	0.037	-0.015	0.097	0.097	0.089	-0.045	0.151	0.00299999999999
FLQS30VBGRWV	-0.04020012314	0.08483479653	0.20481442672	0.08786025878	0.14685516633	0.09193519056	0.27587408115	0.07880860678	0.13276204723	0.09081224424	-0.08023577029	0.31893810053	0.29595410538	0.19094173799	0.59782024667	-0.04440454866	0.13755980418	0.14694828543	0.26198029512	-0.00033980179	0.00878241703	0.08289372346	0.02765583325	0.02943685787	0.1936201861	0.24983916148	0.0208689887	0.08977950706	0.07181951917	0.02290681833	0.08084934639	0.01778896447	-0.172790719	0.20220958	0.409209799	0.132211598	0.011209935	0.137202629	0.75221048	-0.111792519	-0.171790447	0.070208545	0.196207918	0.204209253	-0.156787039	0.020210371	0.735195241	0.196207699	-0.390777388	0.328197231	0.141199112	-0.782775535	-0.273776707	0.145211925	0.00920058399998	-0.179799498	-0.110791237	0.409203119	-0.185789765	0.140223211	-0.291782077	0.011215333	-0.232786194	-0.24278802	-0.035	-0.11	-0.175	-0.109	-0.132	-0.11	-0.222	-0.094	-0.118	-0.107	-0.029	-0.223	-0.198	-0.154	-0.378	-0.046	-0.113	-0.145	-0.194	-0.031	-0.055	-0.107	-0.075	-0.068	-0.151	-0.198	-0.063	-0.11	-0.085	-0.072	-0.091	-0.061
FLQS30UFGRWV	0.04821831681	-0.08453642527	0.22911803894	-0.00773094017	-0.14257750295	-0.14654971511	0.11107575309	-0.02463791131	-0.08348084959	0.13144303589	0.0621893208	-0.14058112745	0.04215065945	-0.27657025395	-0.12139023705	-0.06635157571	-0.01217155881	-0.64749413942	-0.138707985	-0.03039627789	-0.14484088338	-0.01216829666	-0.01770919317	0.03453123209	0.02237900303	-0.49713168929	0.18301896924	-0.01477805869	0.29088123819	0.12081237266	-0.06982155271	-0.15359924996	-0.107957569	0.010114367	0.083004955	0.212978678	-0.1189748	0.00313719799999	-0.108976092	-0.435987723	-0.245017014	0.34399677	0.528203104	-0.121964462	-0.174993322	-0.000979537999996	0.517344393	0.279896834	0.017168643	-0.726970923	-0.175961015	-0.50208249	-0.122998061	0.012139782	-0.061702129	-0.05286711	0.997561065	-0.539238425	-0.046891232	0.140159597	0.151131167	0.344948525	0.252159166	-0.238971784	0.00699999999999	0.068	-0.086	0.023	0.1	0.098	-0.023	0.054	0.076	-0.049	-0.022	0.1	0.013	0.16	0.068	0.05	0.032	0.366	0.1	0.06	0.101	0.031	0.037	0.012	-0.021	0.285	-0.06	0.028	-0.119	-0.045	0.051	0.11
FLQS30TYGRWV	0.06225896845	0.11225595559	0.07725527084	0.1302793738	0.20026307691	-0.13174965931	0.05726595283	0.00626170743	-0.06475650674	-0.07077513175	0.07326252912	0.07024582139	-0.23074116849	0.32327964769	-0.19979854996	0.07022966145	0.17322596384	0.06928964494	0.39430443539	0.11522486825	0.19929087748	0.01129512288	0.07424102819	0.06420898222	0.00823527635	0.12225102544	0.00727992159	-0.01674335967	0.13729717711	0.40833511187	-0.00072925397	-0.12974377052	0.04945056	-0.473606693	0.450457139	-0.014577157	0.122456019	-0.146542861	-0.212591855	0.178470157	-0.209568058	0.048454059	0.304477016	0.116467358	0.041457139	-0.00357211799998	0.173469037	0.119470157	0.863475057	0.31253063	0.63053133	-0.659578557	0.327421023	0.164472817	0.254461898	0.115497594	0.111455319	-0.274591295	0.25044608	-0.528591435	0.631470577	0.19444888	-0.187562319	-0.280571838	-0.037	-0.041	-0.058	-0.067	-0.105	0.065	-0.024	-0.015	0.034	0.027	-0.052	-0.043	0.105	-0.16	0.085	-0.043	-0.119	-0.05	-0.219	-0.036	-0.113	-0.016	-0.05	-0.04	-0.012	-0.054	-0.017	0.023	-0.095	-0.209	0.002	0.068
