SN	Distance_X_LOGO_Button_LD1	Distance_X_LOGO_Button_LD2	Distance_X_LOGO_Button_LD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Button_LD1	Distance_Y_LOGO_Button_LD2	Distance_Y_LOGO_Button_LD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Button_LD1	Angle_Button_LD2	Angle_Button_LD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32
FLQS2044GRWY	-0.000301651000001	-0.000301651000001	0.0027028749	0.001698057	0.002697619	0.000697911	-0.0022974171	0.002697619	-0.0022974171	0.000702874899996	-0.0002969791	0.001698057	-0.000312746799995	0.000697911	0.000697911	0.0346830193	-0.0013063229	0.000697619	-0.0022972711	-0.000302526999995	0.0357028749	-0.0013069069	-0.0003071989	-0.0013069069	-0.001301943	-0.001301943	0.0316929471	-0.001301943	0.035697911	0.0016926551	-0.000306760900003	0.0366878372	-0.031244466	-0.031244466	-0.032244349	-0.029240592	-0.029243996	-0.030248457	-0.070248809	-0.029243996	-0.070248809	-0.033248457	-0.033252448	-0.029240592	-0.03625773	-0.030248457	-0.030248457	-0.027240592	-0.028240827	-0.028244349	-0.027253035	-0.026248457	-0.030243996	-0.033253387	-0.031244114	-0.033253387	-0.031252331	-0.031252331	-0.064256439	-0.031252331	-0.070269938	-0.02924834	-0.029256556	-0.027239888	-0.251	-0.251	-0.249	-0.249	-0.249	-0.25	-0.248	-0.249	-0.248	-0.25	-0.251	-0.249	-0.251	-0.25	-0.25	-0.237	-0.251	-0.25	-0.251	-0.251	-0.237	-0.251	-0.25	-0.251	-0.251	-0.251	-0.235	-0.251	-0.233	-0.25	-0.251	-0.237
FLQS312SGRWV	0.0622196924	0.0622196924	0.0622114992	0.0612180117	0.061218642	0.0632190621	0.0612098185	0.061218642	0.0612098185	0.0642117093	0.0632114992	0.0612180117	0.0602343981	0.0632190621	0.0632190621	0.0622341881	0.061226415	0.0612184319	0.0602096084	0.0632188521	0.0602026757	0.0602268352	0.061226415	0.0602268352	0.0622188521	0.0622188521	0.0592169613	0.0622188521	0.0642117093	0.061226415	0.0622270453	0.0612272553	-0.000379608000003	-0.000379608000003	-0.003379682	-0.00137909399999	-0.00437966299998	-0.00538025099999	-0.038380948	-0.00437966299998	-0.038380948	-0.00538032400001	-0.003380838	-0.00137909399999	-0.00438147999998	-0.00538025099999	-0.00538025099999	-0.004379094	-0.004379094	-0.00337962700002	-0.003380948	-0.00338025099998	-0.00238034199998	-0.00338087399999	-0.00337959000001	-0.00338087399999	-0.00338080100002	-0.00338080100002	-0.00238142499998	-0.00338080100002	-0.00438291100002	-0.00238026900001	-0.00338146199999	-0.00337900299999	0.011	0.011	0.011	0.011	0.011	0.0119999999999	0.014	0.011	0.014	0.012	0.012	0.011	0.011	0.0119999999999	0.0119999999999	0.0120000000001	0.011	0.011	0.011	0.0119999999999	0.00999999999999	0.011	0.011	0.011	0.011	0.011	0.00999999999999	0.011	0.012	0.011	0.011	0.011
FLQS31J6GRWY	-0.1857577217	-0.1857577217	-0.1857825015	-0.1857597867	-0.1857584101	-0.1847577217	-0.152760475	-0.1857584101	-0.152760475	-0.1857825015	-0.1857831898	-0.1857597867	-0.1857088506	-0.1847577217	-0.1847577217	-0.1867102273	-0.1877356953	-0.1857584101	-0.1847838781	-0.1857570334	-0.1527845664	-0.1867343187	-0.1857343187	-0.1867343187	-0.1847584101	-0.1847584101	-0.1527377603	-0.1847584101	-0.1847790598	-0.1857336304	-0.1887336304	-0.1867336304	0.053077069	0.053077069	0.054077091	0.014076897	0.053077134	0.014075518	0.015075411	0.053077134	0.015075411	0.012075432	0.011074764	0.014076897	0.013073989	0.014075518	0.014075518	0.016076897	0.015076897	0.013076164	0.016074614	0.013075411	0.052076208	0.0150747	0.013076401	0.0150747	0.048075648	0.048075648	0.052074894	0.048075648	0.054073235	0.050076401	0.049074894	0.05107778	-0.092	-0.092	-0.092	-0.0890000000001	-0.092	-0.089	-0.076	-0.092	-0.076	-0.089	-0.089	-0.0890000000001	-0.089	-0.089	-0.089	-0.089	-0.0890000000001	-0.088	-0.089	-0.0890000000001	-0.079	-0.089	-0.089	-0.089	-0.0910000000001	-0.0910000000001	-0.079	-0.0910000000001	-0.091	-0.092	-0.093	-0.092
FLQS31FWGRWY	-0.0589567391	-0.0589567391	-0.0579505012	-0.0589562333	-0.0589565705	-0.0579567391	-0.0599508384	-0.0589565705	-0.0599508384	-0.0589508384	-0.0589508384	-0.0589562333	-0.0579690462	-0.0579567391	-0.0579567391	-0.0599685404	-0.0599624712	-0.0589567391	-0.0599506698	-0.0569572449	-0.0599446005	-0.0579628084	-0.0589624712	-0.0579628084	-0.0589567391	-0.0589567391	-0.0609562333	-0.0589567391	-0.0609508384	-0.0579626398	-0.0589628084	-0.0589624712	0.016068607	0.016068607	0.013068396	0.015071982	0.014068607	0.018064599	0.015064494	0.014068607	0.015064494	0.015064389	0.017060908	0.015071982	0.016057111	0.018064599	0.018064599	0.017071982	0.017071982	0.018068502	0.015060486	0.017064494	0.018068713	0.016060803	0.017068818	0.016060803	0.016061119	0.016061119	0.017057744	0.016061119	0.013049518	0.017064916	0.015057533	0.016072299	-0.026	-0.026	-0.025	-0.026	-0.026	-0.026	-0.0269999999999	-0.026	-0.0269999999999	-0.026	-0.026	-0.026	-0.026	-0.026	-0.026	-0.027	-0.027	-0.026	-0.027	-0.026	-0.027	-0.026	-0.0260000000001	-0.026	-0.026	-0.026	-0.027	-0.026	-0.026	-0.0260000000001	-0.026	-0.026
FLQS31CRGRWY	-0.077369293	-0.077369293	-0.076366111	-0.0763688034	-0.0783689666	-0.0783691298	-0.0773658662	-0.0783689666	-0.0773658662	-0.0773663557	-0.0763663557	-0.0763688034	-0.0763752491	-0.0783691298	-0.0783691298	-0.0803749227	-0.0783719039	-0.077368885	-0.0763659478	-0.0743692114	-0.0763630106	-0.0773722302	-0.0783719039	-0.0773722302	-0.0773691298	-0.0773691298	-0.0763687219	-0.0773691298	-0.074366111	-0.0783719039	-0.0753719039	-0.080372067	0.010507137	0.010507137	0.011507137	0.011509851	0.011507312	0.011504073	0.00850389799999	0.011507312	0.00850389799999	0.010503986	0.00750109700002	0.011509851	0.00949794599998	0.011504073	0.011504073	0.010510026	0.012509851	0.009506875	0.00850039699998	-0.024496189	0.012507225	0.009500922	0.010507662	0.009500922	0.00850127199999	0.00850127199999	-0.027501529	0.00850127199999	-0.024508357	0.00950433599999	-0.026501442	0.012510376	-0.07	-0.07	-0.07	-0.07	-0.071	-0.07	-0.071	-0.071	-0.071	-0.07	-0.07	-0.07	-0.07	-0.07	-0.07	-0.072	-0.0700000000001	-0.07	-0.069	-0.067	-0.07	-0.07	-0.0700000000001	-0.07	-0.07	-0.07	-0.067	-0.07	-0.067	-0.07	-0.066	-0.071
FLQS319LGRWY	-0.2713982733	-0.2713982733	-0.2714110472	-0.2724008936	-0.2723995835	-0.2723989284	-0.2704117023	-0.2723995835	-0.2704117023	-0.2724103922	-0.2724107197	-0.2724008936	-0.2723746907	-0.2723989284	-0.2723989284	-0.2713756733	-0.3053877922	-0.2723989284	-0.2704113748	-0.2683979458	-0.2724231661	-0.2713868096	-0.2713874646	-0.2713868096	-0.2733992559	-0.2733992559	-0.305399911	-0.2733992559	-0.3094103922	-0.2723877922	-0.2723871371	-0.3043874646	0.081593789	0.081593789	0.120598319	0.081597157	0.119598203	0.080589492	0.08158926	0.119598203	0.08158926	0.116593673	0.079585544	0.081597157	0.047581363	0.080589492	0.080589492	0.119601803	0.079601687	0.080593441	0.11958926	0.046589376	0.082594022	0.080589492	0.046594138	0.080589492	0.080585776	0.080585776	0.084586124	0.080585776	0.11957695	0.082594022	0.084586124	0.0826025	-0.045	-0.045	-0.049	-0.046	-0.049	-0.046	-0.045	-0.049	-0.045	-0.049	-0.045	-0.046	-0.0430000000001	-0.046	-0.046	-0.0480000000001	-0.058	-0.0459999999999	-0.048	-0.041	-0.046	-0.045	-0.043	-0.045	-0.0459999999999	-0.0459999999999	-0.059	-0.0459999999999	-0.063	-0.046	-0.046	-0.058
FLQS319HGRWY	0.1119033105	0.1119033105	0.0808285933	0.0829033105	0.08190758	0.07890758	0.0808349976	0.08190758	0.0808349976	0.0798349976	0.0798328628	0.0829033105	0.0790655534	0.07890758	0.07890758	0.0790548795	0.1119758928	0.07990758	0.0798349976	0.0809161191	0.0787581457	0.0779801624	0.0819844319	0.0779801624	0.0799097148	0.0799097148	0.07990758	0.0799097148	0.0798392672	0.0809844319	0.0799887015	0.1109801624	0.040631213	0.040631213	0.038631213	0.037630124	0.038631213	0.03963264	0.036632753	0.038631213	0.036632753	0.039632603	0.040633729	0.037630124	0.03963527	0.03963264	0.03963264	0.039629973	0.000631513000002	0.038631438	0.03963418	0.039632753	0.038631175	0.038633917	-0.035367585	0.038633917	0.040633654	0.040633654	0.038634969	0.040633654	0.039638012	0.03963234	0.041634969	0.038629936	0.063	0.063	0.052	0.052	0.052	0.051	0.051	0.052	0.051	0.051	0.051	0.052	0.05	0.051	0.051	0.051	0.066	0.051	0.051	0.051	0.051	0.05	0.058	0.05	0.051	0.051	0.051	0.051	0.051	0.052	0.051	0.063
FLQS317CGRWY	0.2039993059	0.2039993059	0.2040132346	0.2400578067	0.2400633782	0.2030619853	0.2380132346	0.2400633782	0.2380132346	0.2020146275	0.2400104489	0.2400578067	0.1981023787	0.2030619853	0.2030619853	0.2431525222	0.2040466637	0.2390633782	0.2390146275	0.201064771	0.237964484	0.2000466637	0.2381065573	0.2000466637	0.2410591995	0.2410591995	0.2380619853	0.2410591995	0.2370062702	0.2401079502	0.2401065573	0.2400995929	-0.083569168	-0.083569168	-0.045577276	-0.081575731	-0.043577469	-0.08156299	-0.080562411	-0.043577469	-0.080562411	-0.083562797	-0.083556041	-0.081575731	-0.077548705	-0.08156299	-0.08156299	-0.082575538	-0.082574959	-0.080568782	-0.079555075	-0.082562025	-0.083569747	-0.081555269	-0.044577662	-0.081555269	-0.049563183	-0.049563183	-0.04655662	-0.049563183	-0.042535771	-0.045570519	-0.045557006	-0.042584032	0.053	0.053	0.051	0.066	0.063	0.053	0.065	0.063	0.065	0.052	0.068	0.066	0.051	0.053	0.053	0.068	0.053	0.067	0.066	0.052	0.066	0.052	0.063	0.052	0.064	0.064	0.063	0.064	0.063	0.065	0.064	0.064
FLQS3160GRWY	-0.1751488116	-0.1751488116	-0.1631502867	-0.2031481794	-0.2051488116	-0.1641582944	-0.1731416469	-0.2051488116	-0.1731416469	-0.1731418576	-0.1721418576	-0.2031481794	-0.1731648269	-0.1641582944	-0.1641582944	-0.207163984	-0.1751559764	-0.1641578729	-0.2051416469	-0.1631587158	-0.1731342714	-0.1731568193	-0.2071557656	-0.1731568193	-0.1641580836	-0.1641580836	-0.2051492331	-0.1641580836	-0.2061427005	-0.2061566085	-0.20815703	-0.1771561871	0.038553799	0.038553799	0.040553754	0.000554205000014	-0.038444577	0.033555559	-0.00244254600003	-0.038444577	-0.00244254600003	0.033555559	-0.00544123700001	0.000554205000014	-0.000439477999976	0.033555559	0.033555559	0.038552445	0.038552445	-0.000445929999984	-0.00344254600003	0.034555694	-0.00144444100002	0.035557228	0.037553573	0.035557228	0.031557048	0.031557048	0.035558582	0.031557048	-0.00243794299999	0.036555288	-0.00144146299999	0.039552129	-0.064	-0.064	-0.059	-0.0719999999999	-0.07	-0.06	-0.06	-0.07	-0.06	-0.063	-0.059	-0.0719999999999	-0.06	-0.06	-0.06	-0.077	-0.064	-0.057	-0.073	-0.06	-0.061	-0.064	-0.077	-0.064	-0.06	-0.06	-0.076	-0.06	-0.073	-0.076	-0.074	-0.064
FLQS3126GRWV	-0.3667323847	-0.3667323847	-0.3237323484	-0.3257320757	-0.3157319484	-0.3157319303	-0.3617328301	-0.3157319484	-0.3617328301	-0.3147322302	-0.3247323484	-0.3257320757	-0.3257317212	-0.3157319303	-0.3157319303	-0.3657317576	-0.3657320939	-0.3147319484	-0.3627328574	-0.3687324211	-0.3267331301	-0.3667320575	-0.3697321121	-0.3667320575	-0.3267320393	-0.3267320393	-0.365732512	-0.3267320393	-0.3657327574	-0.3677320848	-0.3687320303	-0.3677320666	0.077393649	0.077393649	0.115393611	0.04139346	0.115393725	0.077392403	0.037392176	0.115393725	0.037392176	0.115392289	0.043389834	0.04139346	0.04538855	0.077392403	0.077392403	0.111394858	0.042393536	0.077393574	0.003389532	0.079392478	0.114393725	0.078391081	0.078393951	0.078391081	0.041389947	0.041389947	0.077390023	0.041389947	0.078387001	0.078392554	0.078389985	0.077395047	-0.155	-0.155	-0.141	-0.136	-0.138	-0.135	-0.149	-0.138	-0.149	-0.138	-0.136	-0.136	-0.137	-0.135	-0.135	-0.157	-0.151	-0.135	-0.147	-0.156	-0.142	-0.156	-0.156	-0.156	-0.136	-0.136	-0.154	-0.136	-0.155	-0.156	-0.156	-0.155
FLQS3115GRWV	-0.0663123484	-0.0663123484	-0.0643166999	-0.0643123484	-0.0653122241	-0.0663122241	-0.0663168242	-0.0653122241	-0.0663168242	-0.0653163269	-0.0653164512	-0.0643123484	-0.0663032726	-0.0663122241	-0.0663122241	-0.0643036456	-0.06630837	-0.0663124728	-0.0633165755	-0.0653118511	-0.0653210513	-0.0663077484	-0.0653078727	-0.0663077484	-0.0673120998	-0.0673120998	-0.0653122241	-0.0673120998	-0.0653170728	-0.0663077484	-0.066307997	-0.068307997	0.073992018	0.073992018	0.072992368	0.072998144	0.071992718	0.069986242	0.072985192	0.071992718	0.072985192	0.070986242	0.069980816	0.072998144	0.071973465	0.069986242	0.069986242	0.072997794	0.072997619	0.071992018	0.070978891	0.070985892	0.069992018	0.072980291	0.072993943	0.072980291	0.069981342	0.069981342	0.035975216	0.069981342	0.070961739	0.071987292	0.072975391	0.070998319	0.186	0.186	0.188	0.187	0.187	0.186	0.186	0.187	0.186	0.186	0.186	0.187	0.187	0.186	0.186	0.187	0.186	0.187	0.187	0.186	0.187	0.186	0.186	0.186	0.186	0.186	0.189	0.186	0.187	0.187	0.186	0.186
FLQS310RGRWV	-0.2481790663	-0.2481790663	-0.2111971099	-0.211182865	-0.2111814405	-0.303180016	-0.2451999589	-0.2111814405	-0.2451999589	-0.2091961603	-0.2081971099	-0.211182865	-0.2461434539	-0.303180016	-0.303180016	-0.2501463029	-0.2491643465	-0.2091809657	-0.2462004338	-0.2471790663	-0.2452156284	-0.2471619724	-0.2471643465	-0.2471619724	-0.3021804908	-0.3021804908	-0.245182865	-0.3021804908	-0.2441952106	-0.2111638717	-0.2501614975	-0.2481624472	0.09307316	0.09307316	0.09307316	0.091081365	0.092073434	0.093063862	0.093062221	0.092073434	0.093062221	0.092064135	0.09205593	0.091081365	0.094043896	0.093063862	0.093063862	0.094080818	0.094080818	0.092072887	0.092052101	0.091062768	0.09307234	0.092053195	0.093075075	0.092053195	0.096055657	0.096055657	0.091045537	0.096055657	0.092023931	0.092064135	0.091045264	0.093083006	0.023	0.023	0.037	0.037	0.038	0.00200000000001	0.024	0.038	0.024	0.039	0.038	0.037	0.024	0.00200000000001	0.00200000000001	0.022	0.023	0.038	0.023	0.024	0.024	0.023	0.023	0.023	0.00100000000003	0.00100000000003	0.024	0.00100000000003	0.025	0.038	0.022	0.024
FLQS3106GRWV	0.1176439934	0.1176439934	0.119496141	0.1236362117	0.1216401026	0.1216478843	0.1235039227	0.1216401026	0.1235039227	0.1175078136	0.1205155953	0.1236362117	0.1239513708	0.1216478843	0.1216478843	0.1640953324	0.1227840641	0.1206439934	0.121496141	0.1206595568	0.1233755245	0.1679786068	0.1579280257	0.1679786068	0.1226517751	0.1226517751	0.0806439934	0.1226517751	0.1156634477	0.1579280257	0.1269708251	0.121787955	0.103566949	0.103566949	0.064566511	0.02556432	0.062566949	0.065550737	0.029534526	0.062566949	0.029534526	0.102549861	0.028520066	0.02556432	0.029503855	0.065550737	0.065550737	0.06258097	0.029566073	0.028549423	0.066534964	0.068550737	0.067551614	0.062534087	0.02955249	0.062534087	0.065536716	0.065536716	0.065522257	0.065536716	0.069489834	0.06455249	0.059520943	0.065583599	-0.017	-0.017	-0.014	-0.00899999999996	-0.013	-0.013	-0.00999999999999	-0.013	-0.00999999999999	-0.018	-0.011	-0.00899999999996	-0.00999999999999	-0.013	-0.013	0.00400000000002	-0.00999999999999	-0.00999999999999	-0.013	-0.014	-0.012	0.00400000000002	0.00299999999999	0.00400000000002	-0.012	-0.012	-0.03	-0.012	-0.016	0.0	-0.011	-0.013
FLQS30ZQGRWV	0.1262160603	0.1262160603	0.1252044489	0.1262144912	0.1282157465	0.1272163742	0.1242038212	0.1282157465	0.1242038212	0.1282053903	0.1282050765	0.1262144912	0.1242395971	0.1272163742	0.1272163742	0.0902383418	0.1252264165	0.1282157465	0.126204135	0.1272160603	0.1271937789	0.1252276718	0.1292264165	0.1252276718	0.1272160603	0.1272160603	0.1262157465	0.1272160603	0.0922063318	0.1272270442	0.1262282995	0.125227358	-0.058915123	-0.058915123	-0.018918461	-0.018921216	-0.018918712	0.018084627	-0.016915206	-0.018918712	-0.016915206	-0.057912035	0.020087131	-0.018921216	-0.017909448	0.018084627	0.018084627	-0.017921049	-0.017920882	-0.019918044	0.020087965	-0.019915039	-0.016918712	-0.016912452	-0.016919379	-0.016912452	-0.018912953	-0.018912953	-0.015910199	-0.018912953	-0.017903856	-0.017915874	-0.016910115	-0.055918461	0.114	0.114	0.109	0.11	0.111	0.108	0.109	0.111	0.109	0.113	0.108	0.11	0.109	0.108	0.108	0.097	0.11	0.111	0.107	0.111	0.11	0.109	0.111	0.109	0.111	0.111	0.11	0.111	0.097	0.111	0.111	0.112
FLQS30YUGRWV	-0.0538837686	-0.0538837686	-0.0548871431	-0.0528836631	-0.0888834522	-0.0538833468	-0.0898868267	-0.0888834522	-0.0898868267	-0.0538869322	-0.0568872485	-0.0528836631	-0.0528757542	-0.0538833468	-0.0538833468	-0.0538763869	-0.0538803941	-0.0538834522	-0.0928870376	-0.0548831359	-0.0918908339	-0.0958799723	-0.0918801832	-0.0958799723	-0.0558835577	-0.0558835577	-0.0908834522	-0.0558835577	-0.0918872485	-0.0918798668	-0.0548797614	-0.0918801832	0.00844005299999	0.00844005299999	0.00743944300001	-0.031558117	0.006439137	-0.031537677	-0.032535846	0.006439137	-0.032535846	0.00845042500001	0.00646049299999	-0.031558117	0.047474221	-0.031537677	-0.031537677	0.006431816	0.00443273100001	-0.031547134	0.00546476399998	0.00445347600001	0.00843974799997	0.00546293299999	0.006437917	0.00546293299999	0.00446110299998	0.00446110299998	0.00647239100002	0.00446110299998	0.008494356	0.006449815	0.00747147499999	0.00642907	0.123	0.123	0.123	0.127	0.11	0.126	0.112	0.11	0.112	0.123	0.122	0.127	0.121	0.126	0.126	0.123	0.124	0.126	0.109	0.123	0.109	0.107	0.109	0.107	0.122	0.122	0.109	0.122	0.109	0.108	0.123	0.109
FLQS30X6GRWY	-0.0315514823	-0.0315514823	-0.0345721022	-0.0355532497	-0.0355514823	-0.034550304	-0.0005508932	-0.0355514823	-0.0005508932	-0.0355709239	-0.035571513	-0.0355532497	-0.0375090643	-0.034550304	-0.034550304	-0.0345114209	-0.000513188299998	-0.0355508932	-0.0015508932	-0.0345497149	0.000429076100001	0.000490346500001	-0.0015114209	0.000490346500001	-0.0345508932	-0.0345508932	-0.00153027329999	-0.0345508932	0.0014520525	-0.0345302733	-0.000509064299994	-0.000511420900004	-0.06396725	-0.06396725	-0.02096725	0.019041592	0.019037803	0.018028329	0.019028455	0.019037803	0.019028455	0.019028202	0.019028581	0.019041592	0.016023529	0.018028329	0.018028329	0.017041213	0.018041466	0.020037297	0.020028202	0.018032624	0.020033255	0.019028329	0.020038182	0.019028329	0.018028708	0.018028708	0.018024539	0.018028708	-0.017989861	0.020033508	0.019024666	0.018042476	-0.085	-0.085	-0.09	-0.0940000000001	-0.093	-0.093	-0.08	-0.093	-0.08	-0.093	-0.0940000000001	-0.0940000000001	-0.094	-0.093	-0.093	-0.093	-0.08	-0.094	-0.081	-0.093	-0.08	-0.08	-0.08	-0.08	-0.093	-0.093	-0.08	-0.093	-0.077	-0.093	-0.081	-0.08
FLQS30X6GRWV	-0.2022584944	-0.2022584944	-0.1632547768	-0.2012584944	-0.1652294968	-0.1632272663	-0.2022815438	-0.1652294968	-0.2022815438	-0.1612518027	-0.1632532897	-0.2012584944	-0.2012012428	-0.1632272663	-0.1632272663	-0.2022057039	-0.2012332145	-0.2012570074	-0.2022815438	-0.2022540333	-0.2033083108	-0.2002294968	-0.2002317274	-0.2002294968	-0.1632272663	-0.1632272663	-0.2032555203	-0.1632272663	-0.2042793132	-0.2032302404	-0.2042294968	-0.2002309839	0.127551758	0.127551758	0.128552689	0.128567597	0.127553621	0.125535919	0.127532658	0.127553621	0.127532658	0.127535919	0.126521943	0.128567597	0.089484209	0.125535919	0.125535919	0.09055036	0.127566665	0.126550826	0.092500048	0.090518217	0.129553621	0.126518217	0.126556882	0.126518217	0.125522875	0.125522875	0.12750657	0.125522875	0.128469768	0.12753918	0.12550657	0.127569926	-0.048	-0.048	-0.034	-0.048	-0.035	-0.034	-0.049	-0.035	-0.049	-0.033	-0.034	-0.048	-0.0459999999999	-0.034	-0.034	-0.046	-0.049	-0.049	-0.047	-0.046	-0.05	-0.048	-0.049	-0.048	-0.0330000000001	-0.0330000000001	-0.049	-0.0330000000001	-0.049	-0.049	-0.05	-0.0480000000001
FLQS30WFGRWV	-0.0208529392	-0.0208529392	-0.0198373745	-0.0208507774	-0.0208525068	-0.0198529392	-0.0208369422	-0.0208525068	-0.0208369422	-0.0208382392	-0.0218373745	-0.0208507774	-0.0178827714	-0.0198529392	-0.0198529392	-0.0198819067	-0.0208659097	-0.0198520745	-0.0218360775	-0.0208520745	-0.0208218099	-0.0208676391	-0.0198667744	-0.0208676391	-0.0218516421	-0.0218516421	-0.022850345	-0.0218516421	-0.0208360775	-0.0208672067	-0.0198672067	-0.0188676391	-0.052451946	-0.052451946	-0.052451922	-0.054452648	-0.052451898	-0.053451124	-0.053451148	-0.052451898	-0.053451148	-0.0524511	-0.052450277	-0.054452648	-0.05444931	-0.053451124	-0.053451124	-0.0544526	-0.053452624	-0.054451874	-0.056450156	-0.055451003	-0.050451971	-0.053450132	-0.056451874	-0.053450132	-0.054450229	-0.054450229	-0.050449406	-0.054450229	-0.052447616	-0.056450979	-0.051449334	-0.052452769	-0.165	-0.165	-0.165	-0.165	-0.165	-0.165	-0.165	-0.165	-0.165	-0.165	-0.166	-0.165	-0.164	-0.165	-0.165	-0.165	-0.165	-0.165	-0.165	-0.165	-0.165	-0.164	-0.165	-0.164	-0.166	-0.166	-0.166	-0.166	-0.165	-0.165	-0.165	-0.164
FLQS30VBGRWV	-0.0894168402	-0.0894168402	-0.0913978902	-0.0894168402	-0.0904173976	-0.0904190696	-0.0913967755	-0.0904173976	-0.0913967755	-0.0903995623	-0.0873995623	-0.0894168402	-0.0924586417	-0.0904190696	-0.0904190696	-0.0894564123	-0.0904357902	-0.0904179549	-0.0903973328	-0.090419627	-0.0913772681	-0.0904374623	-0.0874380196	-0.0904374623	-0.0884190696	-0.0884190696	-0.0914168402	-0.0884190696	-0.0914001196	-0.0884380196	-0.0874408064	-0.0904369049	-0.049582293	-0.049582293	-0.047582231	-0.047581272	-0.047582231	-0.011583437	-0.046583592	-0.047582231	-0.046583592	-0.047583375	-0.050584334	-0.047581272	-0.083586809	-0.011583437	-0.011583437	-0.048581303	-0.047581365	-0.046582324	-0.046584798	-0.048583561	-0.0455822	-0.09058585	-0.048582169	-0.09058585	-0.049584365	-0.049584365	-0.04858551	-0.049584365	-0.007587892	-0.049583344	-0.050585541	-0.047581148	-0.155	-0.155	-0.154	-0.154	-0.154	-0.157	-0.155	-0.154	-0.155	-0.154	-0.153	-0.154	-0.152	-0.157	-0.157	-0.153	-0.155	-0.154	-0.154	-0.154	-0.155	-0.151	-0.153	-0.151	-0.153	-0.153	-0.155	-0.153	-0.158	-0.153	-0.152	-0.155
FLQS30UFGRWV	0.0468551979	0.0468551979	0.045869136	0.0478570814	0.045856328	0.043856328	0.0448710195	0.045856328	0.0448710195	0.044869136	0.046869136	0.0478570814	0.0458273218	0.043856328	0.043856328	0.0468284519	0.0478423899	0.0448574581	0.0438717729	0.0468555746	0.0448834507	0.0438412598	0.0458431434	0.0438412598	0.0448559513	0.0448559513	0.0428574581	0.0448559513	0.0448676291	0.0458427666	0.0448405064	0.0468416365	0.010874139	0.010874139	0.013874139	0.011886925	0.011874964	0.00986011699999	0.04685888	0.011874964	0.04685888	0.00985970399998	0.010848156	0.011886925	0.00983124700002	0.00986011699999	0.00986011699999	0.010886512	0.011886512	0.010873727	0.00884279500002	0.011859292	0.014874964	0.011845682	0.010877026	0.011845682	0.00984939399999	0.00984939399999	0.00983537100001	0.00984939399999	0.046801552	0.011862591	0.010834134	0.012888987	-0.179	-0.179	-0.179	-0.178	-0.179	-0.179	-0.182	-0.179	-0.182	-0.179	-0.179	-0.178	-0.179	-0.179	-0.179	-0.179	-0.178	-0.179	-0.18	-0.178	-0.18	-0.18	-0.179	-0.18	-0.179	-0.179	-0.18	-0.179	-0.183	-0.179	-0.179	-0.179
