SN	Distance_X_LOGO_Battery_Rigth1	Distance_X_LOGO_Battery_Rigth2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Battery_Rigth1	Distance_Y_LOGO_Battery_Rigth2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Battery_Rigth1	Angle_Battery_Rigth2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32
FLQS2044GRWY	-0.008758718	-0.0728278137	0.1742250347	0.0562219995	0.0462721698	-0.0307305084	-0.0116789097	-0.2736892652	-0.0707351505	0.0242143222	0.1862152149	0.0312530658	-0.072705691	-0.0697239023	0.1322218209	-0.1427746082	0.1792436031	0.0542416391	-0.2547317582	0.1152343189	0.1262014672	-0.012737293	-0.0877469342	0.1152387824	0.1152168218	-0.0047305084	0.0492514589	-0.0097546115	-0.00274139939999	0.0512218209	-0.0167763936	0.1142427103	0.00377191	0.00478243800001	0.141761126	-0.113238018	-0.045226806	-0.042225779	-0.103231342	-0.06125137	-0.062253681	-0.243238874	0.123771397	0.079761811	-0.170258218	-0.052252654	-0.112239473	-0.182252654	0.012758045	0.063783893	-0.054238104	0.123787744	-0.059219017	-0.057226549	-0.130235194	0.131802038	-0.094232113	-0.1222405	0.139792452	-0.186236991	0.00877447799998	0.00276942799999	-0.044232626	0.011777131	0.014	-0.012	0.07	0.057	0.044	0.012	0.028	-0.084	-0.000999999999976	0.062	0.077	0.02	0.013	-0.00299999999999	0.088	-0.014	0.09	0.032	-0.078	0.048	0.078	0.022	0.000999999999976	0.046	0.078	0.034	0.018	0.041	0.016	0.038	0.018	0.063
FLQS312SGRWV	-0.091992753	0.0630537203	0.0540278247	0.1770490961	-0.1650750639	-0.043014718	0.0949034336	-0.0399978396	-0.1500258161	0.1920634311	-0.0379770307	0.1409959177	-0.1650628097	-0.03402466	-0.00497032560001	0.0380927948	-0.0340239664	0.0870352235	-0.0409892848	0.1370412349	-0.0339162224	0.0220410037	-0.00194789819999	0.1240604254	0.0250770725	0.1390245878	-0.0850216543	0.0700275935	0.1740342986	-0.1999814237	0.0130181139	-0.1369798052	-0.245028911	-0.334031426	0.188969337	-0.384027856	-0.058029933	-0.11603102	0.242965995	-0.195026477	-0.124025958	-0.05903373	-0.12102883	-0.052027678	-0.184024968	-0.057026088	-0.05702784	-0.184027159	-0.053027143	-0.258031053	-0.17102896	0.066965119	0.063967406	0.138965573	0.183967503	-0.432032805	-0.111031945	0.000969644999998	-0.010031474	-0.392029982	-0.041032302	-0.116029544	-0.105028943	-0.060030777	-0.049	0.027	-0.05	0.081	-0.105	-0.047	-0.041	-0.034	-0.09	0.04	-0.044	0.019	-0.088	-0.051	-0.04	-0.00399999999999	-0.053	0.026	-0.038	0.0	-0.068	-0.056	-0.073	0.065	-0.02	0.011	-0.079	0.038	0.031	-0.111	-0.026	-0.094
FLQS31J6GRWY	-0.1712414462	-0.1341540739	-0.0782581609	-0.139163191	-0.3514085933	-0.2963493321	-0.1734868486	-0.0813516114	-0.121343254	-0.1191388787	-0.1311593922	-0.3463637675	-0.1203728846	-0.1132049778	-0.3422558817	-0.266125203	-0.1802513231	-0.1291586324	-0.115220173	-0.1141677496	-0.2420796174	-0.1682118156	-0.1752156144	-0.06110317	-0.2041069688	-0.1122672781	-0.1812862721	-0.1801738276	0.0089143045	-0.066160152	-0.0591586324	-0.1061958607	0.252544224	0.396552981	-0.038481784	0.30553698	-0.00546187399999	0.00754177499999	0.0655387	0.37253651	0.323532028	0.23054584	-0.183472506	-0.053472611	0.073522698	0.187535468	0.01752838	0.080525982	-0.07046474	0.006538439	0.310547456	0.181544329	-0.055459528	0.011538804	0.072533227	0.047548603	0.00554344299999	0.119533123	-0.059459633	0.123535312	0.067545267	0.077533696	0.075534582	0.12054339	0.018	0.013	0.098	0.023	-0.019	0.00200000000001	0.043	0.038	0.028	0.042	0.095	-0.00999999999999	0.064	0.05	-0.019	0.00299999999999	0.06	0.071	0.033	0.052	0.032	0.053	0.042	0.092	0.04	0.06	0.059	0.033	0.117	0.086	0.089	0.063
FLQS31FWGRWY	-0.0710309401	-0.0460513565	-0.0150363938	0.0659457069	-0.0210148588	-0.1320108035	0.1689880778	-0.0910196133	-0.0180198929	0.0029429101	0.0329444483	-0.0680256263	-0.018015558	-0.1350117823	-0.0750526151	0.0299243116	0.0449630468	-0.13603108	-0.1170347158	-0.0240520557	-0.1310619842	-0.2070231092	0.0499636062	-0.0240551322	-0.01507429	0.1639580126	-0.1210064685	-0.1570347158	-0.00803471579999	0.0429459866	-0.0790456232	0.0929543768	0.118635995	-0.126361119	-0.062380812	-0.173384122	0.00863777799999	-0.111362307	-0.122350423	-0.012370286	-0.148377756	-0.014354498	-0.052379623	-0.268380812	0.011621989	-0.324388451	0.00461596300001	0.183622329	-0.261377501	-0.117361458	0.163644399	-0.115357469	0.00364584200003	-0.00736230700001	-0.129365363	0.344684549	-0.063349065	0.009629035	0.00664032399999	-0.202355601	0.355668167	-0.146379369	-0.438377756	-0.040363326	-0.011	0.033	0.038	0.087	0.025	-0.00400000000002	0.121	-0.000999999999976	0.048	0.037	0.056	0.045	0.026	0.025	0.00300000000001	0.021	0.09	-0.00399999999999	-0.036	0.041	-0.019	-0.049	0.073	-0.023	0.037	0.101	-0.016	-0.000999999999976	-0.019	0.073	0.063	0.078
FLQS31CRGRWY	-0.0630796254	-0.1040797036	-0.1130794391	-0.0280797595	-0.1150792342	0.0389207379	-0.1120788094	-0.105079372	-0.2410788411	0.0049201846	-0.072079672	-0.0440794559	-0.1090792267	-0.0600792957	-0.1160797223	-0.0700800222	-0.0610791839	-0.0120797521	-0.0600792621	-0.1760795006	-0.0610798527	-0.0280796925	0.0299203113	-0.0600796925	-0.0660799551	0.0279204603	-0.2350788765	-0.0410796198	-0.1790792491	-0.0590798359	0.000920356000002	-0.0090796254	-0.064036948	-0.013069949	0.046981718	-0.079035216	-0.014054747	-0.212045992	0.037951025	-0.00901741600001	-0.020018282	-0.213051957	0.095964592	0.123970653	0.094968825	0.093974694	-0.141041181	0.209963245	-0.016031079	-0.016055998	0.035958242	-0.06005494	-0.124048301	-0.148055517	0.038954778	-0.012064946	-0.084078416	-0.011035023	-0.018047628	0.254924951	-0.028055228	0.101948428	0.049952372	0.098940923	-0.069	-0.092	-0.105	-0.052	-0.098	-0.00700000000001	-0.103	-0.094	-0.149	-0.021	-0.095	-0.088	-0.11	-0.09	-0.079	-0.11	-0.075	-0.054	-0.082	-0.115	-0.06	-0.043	-0.045	-0.075	-0.067	-0.039	-0.146	-0.104	-0.122	-0.091	-0.058	-0.07
FLQS319LGRWY	-0.3147010145	-0.3046234225	-0.2496471423	-0.2096318652	-0.1557460419	-0.0307347851	-0.0307842349	-0.3427560927	-0.2506728723	-0.3346672439	-0.2235993007	-0.4607424237	-0.2137705658	-0.214681315	-0.3796849332	-0.2085607057	-0.3517299607	-0.2056475444	-0.0996407099	-0.4097150856	-0.2736113616	-0.3756869434	-0.3826575951	-0.240643122	-0.0665361818	-0.3807625252	-0.2697215181	-0.3356644297	-0.1466869434	-0.3936797068	-0.2776338753	-0.1646547809	0.061092884	0.216118712	0.020079032	-0.164925238	0.017107152	0.029101424	0.0310958	0.137098403	0.085083823	-0.113902326	-0.111920134	-0.123921697	0.130074242	0.137069451	0.061085594	0.009089655	7.55960000163e-05	0.195107464	0.200093196	0.059123919	0.138098612	0.145109339	0.010090801	0.057143499	0.266132876	0.135083302	0.013104548	0.021088614	0.3781385	0.012089864	0.071099028	-0.060894306	-0.102	-0.12	-0.07	-0.028	-0.031	0.018	0.018	-0.125	-0.08	-0.086	-0.041	-0.136	-0.071	-0.072	-0.129	-0.052	-0.109	-0.077	-0.033	-0.14	-0.096	-0.138	-0.123	-0.071	-0.03	-0.14	-0.077	-0.106	-0.078	-0.128	-0.089	-0.024
FLQS319HGRWY	-0.0011945084	0.1304424179	-0.0722802836	0.1571084422	0.00571424140001	0.2497562164	0.307542691	0.0636850413	-0.2957785097	0.0261230422	0.0669533169	0.1298401666	-0.0636434594	0.0447762915	0.1312197674	0.1925555681	0.0788036666	0.0688219166	0.00463759119999	0.1289879919	0.1314241679	0.2470536921	0.3112307175	0.1301887424	0.1826979184	0.0626193412	0.0613656656	0.1829733919	-0.0321726084	-0.2352182335	0.0628803167	0.1756777413	0.153537342	-0.088474515	-0.087451629	0.319530585	0.034536688	-0.126463617	-0.06946414	-0.086451062	-0.101444218	-0.097459258	-0.08845189	0.035548241	-0.012453154	-0.159450059	-0.142454506	0.18153804	0.402528536	-0.193458822	-0.075455116	-0.136463399	0.107526531	0.170530367	0.444523131	-0.141476303	0.195519381	-0.02445625	-0.141464925	-0.016458211	-0.08146414	-0.471456555	-0.081457557	-0.014459911	0.07	0.159	0.075	0.112	0.09	0.213	0.228	0.131	-0.014	0.117	0.133	0.141	0.069	0.134	0.167	0.146	0.069	0.148	0.105	0.164	0.131	0.17	0.157	0.165	0.139	0.122	0.138	0.17	0.092	0.063	0.13	0.167
FLQS317CGRWY	0.1949616136	0.1631148669	0.1929982611	0.3581115353	0.4040737772	0.1828661079	0.1216706545	0.2228738816	0.1928805448	0.4122292516	0.1941448512	0.0668938712	0.2469005344	0.2150349086	0.1670060348	0.2313058782	0.3770182507	0.3621615092	0.2449860453	0.3130759983	0.3112725623	0.2301082037	0.2021148669	0.1961492933	0.1942681201	0.1939827137	0.267690644	0.3841515144	0.2001204195	0.2541515144	0.4832747833	-0.0359728651	-0.04046854	-0.295462883	-0.26538505	-0.350421333	0.210456748	0.022514684	-0.156473417	-0.386417627	-0.160424649	0.222482302	-0.08750892	0.146554673	-0.439414115	0.033572815	-0.089420943	-0.155412945	-0.303447863	-0.034461713	-0.203436548	0.08250415	-0.09646698	-0.234498776	-0.497451959	-0.093553201	-0.161480049	-0.036452154	-0.300454885	0.468443093	0.04044836	-0.087454495	-0.084447082	-0.174478684	0.046	0.069	0.077	0.157	0.097	0.032	0.033	0.106	0.062	0.097	0.052	-0.032	0.123	0.044	0.0419999999999	0.077	0.157	0.114	0.089	0.077	0.102	0.087	0.113	0.054	0.063	0.046	0.112	0.051	0.036	0.077	0.17	-0.029
FLQS3160GRWY	-0.1400297285	-0.1340369172	-0.1460300892	-0.1980307383	-0.1360272522	-0.1420261943	0.1049778928	-0.2280250884	-0.3230250643	-0.2020347534	-0.2640329983	-0.1390286707	-0.2080226361	-0.0790280696	-0.1380336474	-0.1470379029	-0.1360266271	-0.1340313875	-0.2050275167	-0.0150324934	-0.2140375423	-0.2570314355	-0.259032253	-0.1480330704	-0.2030373018	-0.263028839	-0.0890240305	-0.024033383	-0.0900302575	-0.1470323251	-0.1480323251	-0.2530284303	0.252270219	0.074270343	0.498272056	-0.126725435	0.193270055	0.253269205	0.198269986	0.068276415	0.183276881	0.194269562	-0.132726189	-0.114724531	0.004276867	0.265273331	0.009274523	0.191274099	0.193274236	0.064271714	-0.045725559	0.298268725	-0.060727916	-0.060728328	-0.129726847	0.315266217	0.00726930100001	0.126273153	0.131270494	0.071272563	0.132270823	0.07127233	-0.046725586	0.063272947	-0.099	-0.072	-0.137	-0.07	-0.09	-0.1	0.00800000000004	-0.11	-0.165	-0.117	-0.096	-0.048	-0.092	-0.076	-0.065	-0.094	-0.089	-0.071	-0.084	-0.054	-0.086	-0.104	-0.095	-0.111	-0.09	-0.132	-0.062	-0.027	-0.062	-0.077	-0.061	-0.119
FLQS3126GRWV	-0.3494801699	-0.3464901228	-0.2594728873	-0.185499833	-0.38338938	-0.1824444851	-0.1714170539	-0.2024561373	-0.4714486119	-0.3474864815	-0.3804957062	-0.3274551663	-0.4653823401	-0.1144629344	-0.2945177968	-0.3415411012	-0.4734345322	-0.3005090576	-0.2974986192	-0.4104765286	-0.4665214381	-0.2284969199	-0.4044767714	-0.3155141555	-0.3375326048	-0.1404913366	-0.2924403583	-0.4104886663	-0.293486967	-0.3455197388	-0.4054925504	-0.5234801699	0.277771412	0.285779033	0.154740461	-0.232263427	0.241773278	-0.024237765	0.095762858	0.266744505	0.075747927	0.140774678	0.027755936	0.136750415	0.149737661	0.475758269	0.150746449	0.217752981	-0.177256817	-0.157246552	0.080756325	0.076766201	0.085769856	0.413788598	0.211754381	0.410793497	0.01877009	0.616781444	0.318792331	-0.042251762	0.08576729	0.150759047	0.265761069	0.013760058	-0.184	-0.184	-0.13	-0.046	-0.193	-0.074	-0.086	-0.123	-0.205	-0.164	-0.162	-0.155	-0.214	-0.116	-0.144	-0.172	-0.171	-0.103	-0.135	-0.181	-0.205	-0.153	-0.197	-0.189	-0.142	-0.146	-0.166	-0.164	-0.134	-0.164	-0.205	-0.217
FLQS3115GRWV	-0.0091422975	-0.003135803	-0.0101535441	-0.1591624146	0.0448225372	-0.0042009063	0.0627691557	-0.0561722355	0.0588200028	0.0378797204	0.053852792	0.1128437631	0.0528223788	0.0518288733	-0.1011429311	-0.0131098251	0.0548298237	-0.0561394463	0.0488348926	-0.1211524352	0.1539017383	-0.0031377038	0.1768675234	0.033868157	-0.04412123	-0.1751747699	-0.0731793636	-0.1221548113	-0.2501830068	-0.1781434063	-0.000143406299998	-0.1841513264	0.050670689	-0.075369483	0.172582485	-0.063489563	0.055597331	-0.055379526	-0.120431051	0.048499521	0.175538383	0.058613924	0.002486858	-0.057517508	0.268609994	0.057465025	0.00353751	0.360599078	0.059519607	-0.071347214	0.00156545599999	-0.069352454	0.05963925	0.051678549	0.437721341	0.308830067	-0.140301365	0.045552356	0.048690338	-0.065429305	-0.009401795	-0.182442404	0.051563709	-0.073387823	0.014	0.035	-0.00399999999999	-0.031	0.035	0.031	0.068	-0.005	0.024	0.032	0.047	0.079	0.00799999999998	0.038	-0.018	-0.032	0.039	0.012	0.044	-0.015	0.08	0.016	0.036	-0.005	0.027	-0.054	-0.012	-0.016	-0.076	-0.022	0.018	-0.041
FLQS310RGRWV	-0.1864397416	-0.1743606382	-0.2475209829	-0.2424532818	-0.0736065	-0.00558725859999	-0.131803902	-0.2525829828	-0.1945409369	-0.2513841554	-0.3014319025	0.0485289021	-0.3647376262	-0.0704960404	-0.1604105232	-0.2973299946	-0.1915345231	-0.2534803622	-0.3075480633	-0.1344582703	-0.0142444775	-0.2014083853	-0.3104333278	-0.0663827302	-0.137267282	-0.0724739484	-0.2575722931	-0.1864205002	-0.3055102932	-0.1263663394	-0.3064931898	-0.5416114885	0.083328154	-0.035645529	0.036295128	-0.162718031	0.162333056	0.21436376	0.156364534	0.155325574	0.08823759	0.157392142	-0.031703066	0.15929487	0.148283259	0.093269584	0.226295902	-0.08572732	0.091318091	0.08533383	0.030313705	0.393424652	0.161391884	0.304406591	0.108361438	0.093389562	0.231429296	0.276338732	-0.033656881	0.030317317	-0.094663848	0.211325058	0.203313705	-0.211701776	-0.034	-0.012	-0.053	-0.022	0.000999999999976	0.022	-0.022	-0.071	-0.038	-0.071	-0.065	0.051	-0.116	0.012	-0.044	-0.056	-0.037	-0.061	-0.076	-0.056	0.026	-0.071	-0.088	0.014	-0.034	-0.015	-0.046	-0.026	-0.058	-0.027	-0.1	-0.138
FLQS3106GRWV	-0.0408922581	0.1247570505	0.2680289163	0.1066529959	0.1867081148	0.2046403814	0.321623448	0.1012804621	0.2032736888	0.069022143	0.104764756	0.0739655017	0.1377216615	0.2002736888	-0.0407500179	0.0994556368	-0.052119165	0.0807681427	0.0192025687	0.1464531823	0.1004590235	0.0113481955	0.0666563825	-0.0174113509	0.0731880898	-0.0261902851	0.5291822487	0.3200289163	0.0039451817	0.2048866761	0.3953675834	0.1475243024	0.121059159	0.135273668	0.394103274	0.333141874	0.356227898	0.115128088	0.07914022	0.247094451	0.350050887	0.187091694	0.466176615	0.010922402	-0.045129433	-0.038095243	-0.050038997	0.47716338	-0.00306270899999	0.00907404799999	0.06102883	0.070099414	-0.013837171	0.13714408	0.399201429	-0.199804636	0.063277528	-0.059022454	0.082092796	0.45121687	-0.061965104	0.06304813	-0.00604230600001	0.079125883	-0.078	-0.014	0.00900000000001	-0.049	-0.019	0.023	0.075	-0.039	-0.011	-0.044	-0.068	-0.017	0.018	0.042	-0.055	-0.073	-0.066	-0.014	-0.047	0.005	-0.00200000000001	-0.06	-0.075	-0.024	-0.024	-0.047	0.16	0.021	-0.035	0.029	0.117	0.00399999999999
FLQS30ZQGRWV	0.0233781406	0.0864204619	0.0493776569	0.1284117558	0.2623945854	0.1402978511	0.3813275969	0.0163445254	0.0893459764	0.190437874	0.1824204619	-0.0876462848	0.089351055	-0.0966699847	-0.2356603113	0.1304427107	0.0803454928	0.1214318281	0.0883713692	0.0273873304	0.2464714892	0.0754023242	0.0753999058	0.0854211874	0.0784514168	-0.0416610368	0.0783179235	-0.0376441083	0.3094110303	0.082417318	0.0824168343	0.2844267496	0.031607498	0.234582637	0.043628518	-0.021385459	0.097592667	0.029594054	-0.012401251	0.142623183	0.037625424	0.182573887	0.032615288	-0.023371802	-0.03136796	-0.093367213	-0.023385886	0.160611553	-0.023380871	0.294564711	0.041607072	-0.027406373	0.21258189	0.316556388	0.373567699	-0.083416616	0.35256023	-0.026389194	-0.079397623	0.024618915	0.04759096	0.03160291	-0.07338738	0.41054956	0.092	0.09	0.102	0.143	0.182	0.141	0.245	0.074	0.119	0.14	0.158	0.055	0.128	0.061	-0.005	0.119	0.124	0.096	0.118	0.103	0.158	0.074	0.066	0.134	0.07	0.074	0.131	0.069	0.207	0.116	0.131	0.147
FLQS30YUGRWV	-0.0663825254	-0.00836258069999	0.0646229306	0.0516275985	-0.2894025912	-0.00739095180001	-0.2454125332	-0.0663942254	0.0616171715	-0.0063696735	-0.0333718559	-0.0283884663	0.0556145648	-0.062386587	0.0476271135	0.2076477856	0.00161753520001	0.0216251736	-0.0683808886	0.0616205663	-0.1253691885	0.0536219	0.17163457	-0.1393760994	0.2216436633	0.1746230518	0.1016137767	-0.1183833135	-0.2993918005	-0.0633754326	-0.0103760994	-0.1813823435	0.00301504999999	-0.00399908899998	0.01113429	0.330973576	-0.187875136	-0.00698872	-0.133989663	-0.111861469	0.133122507	0.00402070600002	-0.180900587	0.017163511	-0.114817637	-0.119816223	0.003077733	0.20802589	0.309950953	0.00903531600001	-0.116900115	-9.92900000085e-06	0.119987715	0.201940113	-0.189944889	0.012901466	-0.140108902	0.019025419	-0.052978352	-0.00392933600001	-0.143988249	-0.063915197	-0.053900587	-0.071976938	-0.056	-0.032	-0.00300000000004	-0.054	-0.121	-0.03	-0.11	-0.04	-0.022	-0.032	-0.017	-0.042	0.01	-0.037	-0.00899999999999	0.027	-0.0719999999999	-0.021	-0.039	-0.00400000000002	-0.097	-0.034	0.068	-0.087	0.082	0.041	0.021	-0.077	-0.13	-0.045	-0.025	-0.092
FLQS30X6GRWY	0.0838254274	-0.0691357803	0.054821936	0.0538750816	-0.0382874585	-0.0462323733	0.230761032	0.1427276705	-0.1572715536	0.0198331858	0.0688533579	-0.0442164684	0.0187346531	0.0117726697	0.1398657714	-0.1501136686	0.068771118	-0.1012191839	-0.1122366405	0.2318165051	-0.0411121169	-0.00113655609999	-0.1542044428	-0.1562118134	0.1269173653	0.1348079708	-0.1632913378	-0.1062781484	0.0817656871	0.0218421081	-0.2852273303	-0.0411796157	0.02507604	0.153087585	0.334067297	-0.189946602	-0.163951422	-0.09994324	-0.157936402	-0.054976082	0.004027169	-0.105933488	0.261060796	-0.108931582	0.014027841	-0.100978548	0.020040507	0.083042413	0.293079066	-0.10995075	-0.224952655	-0.188944024	0.011059226	-0.306943576	-0.429955121	0.167110676	-0.182925866	0.020038153	0.122072901	0.011041628	0.015063037	0.119057433	-0.055954449	-0.232939653	-0.031	-0.112	-0.087	-0.013	-0.055	-0.067	0.055	0.00400000000002	-0.127	-0.039	-0.071	-0.065	-0.056	-0.043	-0.00799999999998	-0.135	-0.075	-0.088	-0.077	0.059	-0.081	-0.019	-0.064	-0.149	0.016	-0.00999999999999	-0.146	-0.107	-0.031	-0.07	-0.17	-0.046
FLQS30X6GRWV	-0.265929666	-0.1847517037	-0.2449874018	-0.3100152509	-0.2410736659	-0.1851361565	-0.2392557036	-0.2020424207	-0.3120926848	-0.1438128358	-0.1068556283	-0.3029874018	-0.3681966093	-0.3070485339	-0.1778454396	-0.3738529113	-0.2500519301	-0.3089120056	-0.3050621188	-0.2440138924	-0.1898107981	-0.3700356282	-0.1098359301	-0.1639772131	-0.2387768358	-0.1809452886	-0.2330743452	-0.1809337414	-0.5560675527	-0.3659249113	-0.1258461188	-0.3010009867	0.369167496	-0.036911297	0.220978792	0.154948334	0.157075461	0.276190008	0.278240329	-0.132067557	0.150952307	0.277180076	0.046946348	0.155979454	0.147907283	0.155915228	0.280107905	0.03095959	0.160958266	0.339201926	0.157029775	0.150187359	0.219144321	0.213119823	0.226058908	0.363352889	-0.03480602	0.157092676	0.211136376	0.210077447	-0.100875542	-0.151981481	0.216065529	0.317137038	-0.16	-0.07	-0.132	-0.149	-0.121	-0.114	-0.136	-0.064	-0.149	-0.098	-0.05	-0.146	-0.172	-0.148	-0.112	-0.157	-0.125	-0.174	-0.147	-0.121	-0.108	-0.181	-0.076	-0.118	-0.092	-0.096	-0.125	-0.104	-0.213	-0.128	-0.082	-0.167
FLQS30WFGRWV	0.0259095918	-0.0081270168	0.0789095918	-0.0130884644	0.1089559194	-0.1970129795	-0.0839763709	-0.0840450525	-0.0100152473	0.0158771948	-0.0160803652	0.2189209307	-0.1329828503	0.0479471722	0.055875575	-0.123145807	-0.0200745337	-0.1920586592	-0.1420469963	-0.0800897603	-0.1081279887	-0.0140450525	0.0489303258	0.0818784907	0.0498075414	-0.0100858727	-0.2039799346	-0.0101095224	0.1638953371	0.2138486855	0.0448872379	-0.1320949438	-0.050425875	-0.07042676	0.076578252	-0.064417739	-0.065429	-0.077432538	-0.090436606	0.001582379	-0.011410605	-0.146427467	-0.065417149	0.00458237899998	-0.069411076	-0.012414791	-0.068421748	-0.092418269	-0.069421925	-0.075426052	-0.071424991	-0.122429413	-0.078431476	-0.068430002	-0.014423104	-0.036448398	0.00756380700001	-0.074423281	-0.126424578	-0.122425639	0.052559974	-0.00342717200002	-0.066421571	0.08856534	-0.059	-0.07	-0.055	-0.073	-0.023	-0.146	-0.098	-0.111	-0.079	-0.049	-0.073	0.013	-0.121	-0.055	-0.044	-0.113	-0.075	-0.144	-0.124	-0.092	-0.109	-0.072	-0.054	-0.038	-0.057	-0.07	-0.141	-0.063	-0.017	0.012	-0.048	-0.142
FLQS30VBGRWV	-0.2729061809	-0.0170124619	0.0840495644	-0.1989026962	0.0341095	-0.404858093	0.0341439977	-0.2038817885	-0.0198817885	0.0839833565	-0.1529518294	-0.0229344063	0.1471126361	-0.0289023478	-0.0899615864	0.0179586157	-0.0869030447	0.0910300505	-0.0909368456	-0.0869215132	-0.146026052	-0.0329500871	-0.0799828426	0.0350237782	-0.084035112	-0.0849134986	-0.3078657592	0.029081623	-0.0879368456	0.1369962496	-0.0339455571	-0.032946951	-0.132232597	0.275784889	0.240753887	-0.251249944	-0.114235872	-0.07722361	0.063765034	-0.310255378	-0.057257259	0.011766497	0.212777156	0.109749777	0.18275117	-0.248252661	0.073759043	0.067751867	-0.125244232	0.127777853	0.00776370999999	-0.056231901	0.119771095	0.136782799	0.135775136	0.193792831	0.060772001	0.058757301	-0.277233085	0.06075967	0.258791159	0.185770747	0.007758903	0.320789139	-0.062	-0.015	0.031	-0.016	0.06	-0.124	0.036	-0.01	0.03	0.063	-0.061	0.00599999999997	0.065	0.053	-0.017	0.028	0.012	0.049	-0.00800000000001	0.00200000000001	-0.046	-0.00200000000001	-0.021	0.018	-0.013	-0.013	-0.057	0.033	-0.042	0.06	0.015	-0.028
FLQS30UFGRWV	0.1478982102	0.0358746448	0.0349304846	0.2298838661	-0.0739245369	-0.0208476932	0.4061328397	-0.2758881642	0.0500513854	-0.1260910316	-0.160058245	0.4270057914	-0.060903533	0.0440206479	0.1048720834	-0.0611607033	0.102990935	0.0978900136	-0.0170254583	0.0469356075	-0.0181899039	-0.0160234092	0.0708843784	0.2628613253	0.0768054855	-0.116940418	0.0420800737	0.151941755	0.0969479025	-0.0820941054	-0.0670398025	0.0939304846	0.115006916	-0.512980277	-0.027023502	-0.094045114	-0.010035509	0.094986504	-0.043032307	-0.018148774	0.158908459	-0.126995886	-0.399091141	0.227926869	-0.08708994	0.002891249	0.045955686	-0.139083937	0.00792006500001	0.112041736	-0.00504031200001	0.00801491999999	-0.205971472	-0.010005491	0.039972096	-0.00492344399999	-0.094946257	0.091966492	-0.111019099	0.062966092	0.109040935	-0.138024703	-0.060084737	0.109007316	0.072	0.114	0.046	0.135	-0.000999999999976	0.00500000000002	0.2	-0.084	0.025	-0.006	0.017	0.171	0.014	0.045	0.064	0.022	0.068	0.052	0.02	0.046	0.05	0.022	0.051	0.136	0.072	-0.034	0.06	0.08	0.052	0.013	0.00900000000001	0.051
