SN	Distance_X_LOGO_MainBoard_LU1	Distance_X_LOGO_MainBoard_LU2	Distance_X_LOGO_MainBoard_LU3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_LU1	Distance_Y_LOGO_MainBoard_LU2	Distance_Y_LOGO_MainBoard_LU3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_LU1	Angle_MainBoard_LU2	Angle_MainBoard_LU3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32
FLQS2044GRWY	-0.048258587	-0.0472365581	-0.0452365581	-0.0181627614	-0.0172468383	-0.0142475726	-0.0122743743	-0.0462244422	-0.0142740072	-0.0462490411	-0.045236191	-0.0452372924	-0.0481972733	-0.047261157	-0.0443004418	-0.0133000747	-0.0132479397	-0.046248674	-0.0482751086	-0.0112875917	-0.0461554185	-0.0442497754	-0.0442765772	-0.0432497754	-0.0132292152	-0.046236191	-0.0162453697	-0.0181429354	-0.0182450025	-0.047248674	-0.0452751086	-0.0442875917	-0.014213123	-0.047238036	-0.01621799	-0.01521602	-0.01521799	-0.016209994	-0.014238384	-0.015242556	-0.01621405	-0.047221814	-0.045229809	-0.046246148	-0.014230041	-0.015222161	0.0147615	-0.016218106	-0.015226101	-0.018234213	-0.01524244	-0.015234213	-0.015236994	-0.046237921	-0.015230273	-0.016222277	-0.015228071	-0.046238036	-0.015244757	-0.014236994	-0.016248581	-0.014234328	-0.015222161	-0.014238268	-0.031	-0.029	-0.033	-0.044	-0.044	-0.046	-0.046	-0.032	-0.045	-0.029	-0.03	-0.03	-0.031	-0.032	-0.035	-0.046	-0.045	-0.032	-0.031	-0.046	-0.032	-0.03	-0.033	-0.034	-0.046	-0.029	-0.045	-0.044	-0.044	-0.031	-0.032	-0.033
FLQS312SGRWV	-0.0372577582	-0.0432786135	-0.039278967	-0.0093503698	-0.0102687161	-0.0082680091	-0.0092429121	-0.0112807344	-0.0062422051	-0.0092563443	-0.012269423	-0.0092676556	-0.0083044175	-0.007243619	-0.0092072107	-0.009217815	-0.0412800274	-0.0112566978	-0.0072305403	-0.0102312473	-0.0083588534	-0.0102563443	-0.0392404377	-0.0092559908	-0.0412874505	-0.0392786135	-0.0422722509	-0.0393687508	-0.0402711904	-0.0092556373	-0.0122316007	-0.0392294799	-0.00519445600003	-0.03619805	-0.034195693	-0.00819489099999	-0.035195693	-0.00619403799999	-0.00719816700001	-0.034199203	-0.00519460699999	-0.036195727	-0.03519688	-0.00719875200002	-0.036197448	-0.00419576000002	-0.00719865200003	-0.03519571	-0.034196846	-0.034197465	-0.03519922	-0.035198033	-0.007197899	-0.035198033	-0.00719698	-0.035196295	-0.006196612	-0.03519805	-0.010199103	-0.006197899	-0.00619958799999	-0.00519753200001	-0.035196278	-0.034198601	-0.004	0.001	0.0	-0.015	-0.012	-0.016	-0.015	-0.012	-0.016	-0.012	-0.011	-0.015	-0.013	-0.016	-0.015	-0.012	0.001	-0.012	-0.013	-0.013	-0.016	-0.012	-0.00200000000001	-0.013	-0.00199999999998	0.0	-0.001	-0.003	-0.00300000000001	-0.016	-0.011	0.0
FLQS31J6GRWY	0.1889916387	0.1869177218	0.1889188951	0.1876807186	0.218951747	0.2219552669	0.2190373967	0.2179177218	0.2220409166	0.2209963318	0.2189529203	0.2169540936	0.2208320721	0.1860327036	0.2201570716	0.2211183533	0.2189505737	0.2199939852	0.2180761151	0.2200796349	0.1886572529	0.2189963318	0.2200819815	0.1899576134	0.2208942561	0.1879200684	0.1889470539	0.1856197079	0.1849411875	0.2199928119	0.1870772883	0.2171160067	0.018982591	0.047978315	0.046981556	0.046982683	0.049981602	0.021983188	0.048977557	0.017976752	0.019982384	0.048981556	0.047979924	0.047976729	0.018979189	0.047980752	0.02097758	0.021981625	0.047979947	0.048979166	0.020976798	0.020978384	0.01997781	0.047978361	0.019979166	0.020980752	0.046980292	0.045978315	0.020976315	0.018977787	0.01997558	0.019978384	0.021980821	0.048977603	-0.16	-0.162	-0.162	-0.162	-0.176	-0.173	-0.174	-0.171	-0.173	-0.176	-0.175	-0.174	-0.173	-0.161	-0.173	-0.173	-0.175	-0.175	-0.172	-0.173	-0.16	-0.174	-0.173	-0.16	-0.175	-0.162	-0.159	-0.158	-0.158	-0.172	-0.159	-0.174
FLQS31FWGRWY	0.018822247	0.0188206149	0.0188205614	0.0438152371	0.0158205882	0.0458213373	0.0208225413	0.0168198123	0.0168224878	0.0178214711	0.0178205347	0.0188206149	0.0158178324	0.0178224075	0.0198251901	0.0508251901	0.0148205079	0.0168215246	0.0198234778	0.019823451	0.0178147287	0.0198215514	0.017823451	0.0168214711	0.0178200531	0.0178205882	0.0488212035	0.0188138191	0.04682115	0.0188215781	0.0178233975	0.0198243607	-0.010718746	-0.010737868	-0.010723134	-0.012721149	-0.011723134	-0.011715924	-0.010741525	-0.011745182	-0.011719477	-0.011723239	-0.011730658	-0.011745287	-0.011734106	-0.011726792	-0.010741525	-0.010723134	-0.011730553	-0.012737554	-0.010744973	-0.010737763	-0.011740376	-0.012737972	-0.011734211	-0.011726896	-0.010732016	-0.011738077	-0.010747272	-0.011740376	-0.010750616	-0.010737763	-0.010726687	-0.010741316	0.00300000000001	0.00299999999999	0.00400000000002	-0.00699999999999	0.00399999999999	-0.00800000000001	0.002	0.00299999999999	0.00299999999999	0.00300000000001	0.003	0.00300000000001	0.00500000000001	0.003	0.003	-0.00999999999999	0.004	0.00399999999999	0.00300000000001	0.00200000000001	0.00300000000001	0.00199999999998	0.00300000000001	0.00399999999999	0.00300000000001	0.00399999999999	-0.009	0.00300000000001	-0.00800000000002	0.00299999999999	0.00399999999999	0.002
FLQS31CRGRWY	0.0702809139	0.0332528688	0.0352528688	0.0381475849	0.0382533285	0.0692533285	0.0692859712	0.0672376969	0.0352855114	0.0362689602	0.0672528688	0.0352547078	0.039205514	0.0372850516	0.0683328662	0.0383190735	0.0362533285	0.03626942	0.0353020626	0.0673020626	0.0371365507	0.0362698797	0.0353034419	0.03526942	0.0372285018	0.0362533285	0.0392510298	0.0391218386	0.0392496505	0.0722685005	0.0353011431	0.069318154	0.040659074	0.00964212400001	0.040655684	0.039656946	0.040655684	0.040661203	0.041639207	0.040639049	0.040658444	0.039655527	0.039647643	0.00963660500003	0.00964496200001	0.039650402	0.039641729	0.040655605	0.00964772099999	0.00764472500001	0.040636526	0.007642124	0.041642991	0.007642124	0.00764480399999	0.040652846	0.039648825	0.00964212400001	0.039637157	0.040642912	0.04063487	0.039642045	0.00965040200001	0.040642045	0.182	0.2	0.197	0.196	0.195	0.183	0.182	0.184	0.197	0.196	0.184	0.2	0.199	0.196	0.183	0.195	0.199	0.199	0.196	0.187	0.196	0.199	0.2	0.197	0.196	0.199	0.195	0.196	0.195	0.181	0.2	0.183
FLQS319LGRWY	0.3506349329	0.3185823852	0.316580717	0.3163847058	0.348580717	0.3195815511	0.3176391033	0.3455515238	0.3476399374	0.3206099102	0.3495798829	0.3165782147	0.3504939716	0.3186382692	0.3157250146	0.3176974897	0.3195798829	0.318608242	0.3156674624	0.3466699647	0.3774214057	0.3196115783	0.3166699647	0.3476090761	0.3175373443	0.3475790488	0.3475982329	0.3413655217	0.2855682056	0.3176099102	0.3166682965	0.3176974897	0.032817602	0.002792524	0.004808935	0.005814829	0.00580916600001	0.004816909	0.00478882599998	0.00478489700001	0.00481298000003	0.00480881899998	0.00480049799998	0.00478466600003	0.00579714700001	0.003804774	0.00578894200001	0.004808935	0.00580084499998	0.00479679999998	0.00578489700001	0.00479287100001	0.032793449	0.00579275500002	0.00279668499999	0.00580477399998	0.00580281000001	0.00479252400001	0.00578212299999	0.030793333	0.00277842499997	0.00579298599999	0.00580512100001	0.00678905699999	-0.344	-0.328	-0.328	-0.327	-0.341	-0.329	-0.328	-0.339	-0.341	-0.329	-0.341	-0.327	-0.342	-0.328	-0.327	-0.328	-0.329	-0.328	-0.327	-0.34	-0.355	-0.329	-0.328	-0.34	-0.328	-0.34	-0.34	-0.34	-0.314	-0.328	-0.328	-0.328
FLQS319HGRWY	-0.0721614884	-0.0771632193	-0.0761632193	-0.0751687139	-0.0441623951	-0.0741632467	-0.0721611588	-0.0721639885	-0.1031611862	-0.0721622302	-0.0761632193	-0.0761631918	-0.03916506	-0.039160417	-0.0731584114	-0.0751593181	-0.0731632467	-0.0741622302	-0.0401593455	-0.0741602247	-0.0731692634	-0.0741621753	-0.0421593181	-0.0761622577	-0.0721637687	-0.0781632193	-0.0741625599	-0.0741701425	-0.0701625324	-0.0711621753	-0.0741603346	-0.0391584114	0.003974887	0.032981851	0.002977612	0.003975833	0.032976514	0.00297507599998	0.00498427299999	0.00298559699999	0.034975189	0.00397768700003	0.003980337	0.00398563499999	0.032980488	0.003979012	0.00498423499999	0.003977612	0.00398029900001	0.00398166100001	0.00298559699999	0.004982872	0.033982797	0.00398294799999	0.00298166100001	0.032977914	0.00297976899998	0.032981888	0.032985219	0.034982797	0.031986468	0.00398290999999	0.002978974	0.00298423500001	0.163	0.162	0.165	0.164	0.149	0.164	0.163	0.163	0.172	0.163	0.165	0.165	0.147	0.149	0.163	0.164	0.163	0.163	0.15	0.163	0.16	0.164	0.15	0.161	0.163	0.163	0.161	0.16	0.159	0.163	0.164	0.15
FLQS317CGRWY	-0.2110279964	-0.2149960483	-0.2129950009	-0.1828918242	-0.2139944771	-0.2149950009	-0.2180473748	-0.1789960483	-0.1810499935	-0.1820300914	-0.1860101893	-0.1840117605	-0.1819572916	-0.1790478985	-0.2150856078	-0.1810861315	-0.2159929059	-0.1840290439	-0.1810683244	-0.2150499935	-0.2108803019	-0.214012808	-0.215051041	-0.2130133317	-0.2139850498	-0.2149960483	-0.2150070469	-0.1778808257	-0.1830065231	-0.2120138555	-0.1790678006	-0.1810861315	0.013336222	0.011377747	0.012350321	-0.015653542	0.011350321	0.012336994	-0.0176153	0.011391074	0.012343754	0.012350514	0.011364227	0.012391074	0.013370215	0.011357274	0.011384314	0.011350707	0.011364034	0.012370794	0.013390881	0.010377747	-0.018617617	0.012377554	0.010370987	0.011357274	-0.017633262	0.011377747	-0.01660487	0.013376202	-0.016599076	0.010377554	0.012357274	0.010384121	0.039	0.041	0.04	0.029	0.04	0.04	0.045	0.025	0.026	0.026	0.028	0.028	0.026	0.025	0.04	0.026	0.041	0.027	0.026	0.04	0.041	0.04	0.041	0.039	0.043	0.04	0.042	0.025	0.03	0.039	0.025	0.027
FLQS3160GRWY	0.2317229262	0.2256552032	0.228654145	0.2014160562	0.228654145	0.2276530868	0.2277292752	0.2286213417	0.2297324498	0.227691181	0.2286562613	0.2286573195	0.2325472696	0.2277271589	0.2308393252	0.2298044055	0.2276530868	0.2266901229	0.2307694858	0.2267663113	0.1973864274	0.2276922392	0.2287694858	0.2296922392	0.2306022945	0.2256552032	0.2296774248	0.2313896019	0.230678483	0.2296932974	0.2277663113	0.2298044055	0.071726361	0.102734303	0.102728194	0.071727365	0.102728151	0.07372514	0.102735918	0.071737445	0.072726667	0.102728238	0.101731292	0.103737358	0.102732732	0.102729722	0.071735918	0.101728238	0.103731205	0.10273282	0.101737402	0.101734347	0.069735351	0.101734347	0.10273282	0.101729722	0.073731903	0.100734391	0.072738318	0.104733867	0.100738405	0.101734347	0.102729722	0.073735743	0.121	0.12	0.12	0.133	0.12	0.122	0.12	0.122	0.122	0.12	0.12	0.119	0.118	0.119	0.122	0.119	0.12	0.12	0.118	0.121	0.135	0.12	0.12	0.119	0.121	0.121	0.122	0.118	0.119	0.119	0.119	0.122
FLQS3126GRWV	0.2727882737	0.2738918616	0.3048409167	0.3032331924	0.3048392186	0.3028409167	0.3037220453	0.3068901635	0.3047152526	0.303781481	0.3038409167	0.304844313	0.301020922	0.3057237435	0.3065437382	0.3055997775	0.3038460112	0.3017848773	0.3056592133	0.3036609114	0.3082637594	0.304781481	0.3046558169	0.3037831792	0.3059241267	0.3068375204	0.3058494075	0.3053181006	0.3048562002	0.3047797828	0.3046592133	0.3046014757	0.069793305	0.071785927	0.07079152	0.068792432	0.072791599	0.071794217	0.071784578	0.06978327	0.071792908	0.07279148	0.072788664	0.07278319	0.070787434	0.071790132	0.070784578	0.07079152	0.072788743	0.100787315	0.07178327	0.072786006	0.068785054	0.071785967	0.070787315	0.072790132	0.042788307	0.072785927	0.071782318	0.069785094	0.070781207	0.069786006	0.070790171	0.070784658	-0.245	-0.246	-0.257	-0.257	-0.258	-0.257	-0.258	-0.259	-0.258	-0.258	-0.257	-0.257	-0.257	-0.259	-0.259	-0.258	-0.258	-0.26	-0.258	-0.258	-0.259	-0.257	-0.258	-0.258	-0.255	-0.259	-0.258	-0.258	-0.258	-0.258	-0.257	-0.258
FLQS3115GRWV	0.0307906988	0.0297693487	0.0307689928	0.0576971141	0.0617796679	0.0617803795	0.0588042205	0.0297579619	0.0608056438	0.0617928338	0.0277679253	0.0297693487	0.060742661	0.0278038647	0.063841939	0.0618301965	0.0297679253	0.0287807354	0.0608173864	0.0608180981	0.0286892858	0.0267807354	0.0598180981	0.0597914104	0.0597608086	0.0297689928	0.0297764654	0.0306786107	0.0337768212	0.0327814471	0.0608173864	0.0588294848	-0.02060598	-0.02164571	-0.022619473	-0.020609728	-0.021619286	-0.023601107	-0.021652457	-0.020653394	-0.020607479	-0.021614226	-0.021632966	-0.020659016	-0.022633528	-0.020620597	-0.019646834	-0.019614038	-0.021632591	-0.020639151	0.00534641900001	-0.021640463	-0.018644023	0.00635935	-0.021633903	-0.021620972	-0.022629593	-0.021645897	-0.020657142	-0.019644211	-0.020662577	-0.020640088	-0.021620785	-0.021646834	-0.034	-0.034	-0.034	-0.045	-0.046	-0.046	-0.045	-0.034	-0.047	-0.047	-0.033	-0.033	-0.046	-0.033	-0.048	-0.047	-0.034	-0.033	-0.049	-0.046	-0.033	-0.035	-0.046	-0.046	-0.046	-0.033	-0.033	-0.034	-0.035	-0.035	-0.046	-0.045
FLQS310RGRWV	0.1682693749	0.1681439468	0.1691439468	0.1687216721	0.1701397659	0.1691397659	0.1702881891	0.1991355849	0.1702944606	0.1682108418	0.1691439468	0.1992087513	0.1699244476	0.1682819177	0.1695035074	0.1704366124	0.1691376754	0.1702108418	0.1693613556	0.169363446	0.1726756818	0.1662108418	0.168367627	0.1682129323	0.1950895946	0.1671439468	0.1981794848	0.1736108772	0.1711878466	0.1682108418	0.1713592651	0.166430341	0.026207008	0.024156546	0.025195006	0.027200188	0.026195279	0.026214372	0.026147	0.026137453	0.025204825	0.026195006	0.02516773	0.02413718	0.026166639	0.026185732	0.026147273	0.026195006	0.025176185	0.025166366	0.027137999	0.025156819	0.025150546	0.025156819	0.024166093	0.025185459	0.026171548	0.025156546	0.026131998	0.027150818	0.025122997	0.027156819	0.027185732	0.027147545	0.109	0.108	0.108	0.107	0.107	0.108	0.107	0.095	0.107	0.108	0.108	0.095	0.107	0.109	0.107	0.107	0.108	0.108	0.108	0.108	0.106	0.109	0.108	0.108	0.098	0.109	0.096	0.106	0.107	0.108	0.107	0.109
FLQS3106GRWV	-0.114915709	-0.1159299723	-0.1179299723	-0.1150367167	-0.1119304324	-0.1119295122	-0.114898225	-0.0809437754	-0.1128963846	-0.1139138686	-0.1129304324	-0.1179313526	-0.1189796637	-0.113898225	-0.1178494538	-0.1168655575	-0.1159313526	-0.1159152489	-0.1178821213	-0.1158812011	-0.1160472992	-0.1159143287	-0.115880741	-0.1159143287	-0.1139538977	-0.0839308925	-0.0839207701	-0.0860472992	-0.1139354935	-0.1139129484	-0.1148812011	-0.1178660176	-0.092233468	-0.063315519	-0.062252983	-0.090243225	-0.062252983	-0.06222238	-0.064331042	-0.062345678	-0.062237016	-0.061253426	-0.062284916	-0.063347008	-0.063299552	-0.063269393	-0.064331042	-0.063252983	-0.062284472	-0.062299552	-0.062345678	-0.063315075	-0.062324833	-0.063315519	-0.063299996	-0.062268949	-0.090289351	-0.061315519	-0.062355435	-0.062324833	-0.061369184	-0.062315075	-0.062268062	-0.063330598	0.014	0.012	0.013	0.014	0.01	0.01	0.012	-0.002	0.011	0.011	0.011	0.013	0.013	0.011	0.013	0.012	0.012	0.012	0.012	0.012	0.012	0.012	0.012	0.011	0.013	-0.001	-0.001	0.0	0.011	0.011	0.012	0.012
FLQS30ZQGRWV	-0.0734027553	-0.0783915296	-0.0793910034	-0.0493562736	-0.0773910034	-0.0443973179	-0.0444092453	-0.0453915296	-0.0774038078	-0.0773973179	-0.0783910034	-0.078391705	-0.0813727615	-0.076403457	-0.0444276625	-0.0474215234	-0.0803911788	-0.0793973179	-0.0824094207	-0.0794094207	-0.0753522394	-0.0763976687	-0.0764101223	-0.0773973179	-0.0773874953	-0.0793915296	-0.0763950376	-0.0773464511	-0.0453953884	-0.0793971425	-0.0824094207	-0.0774162614	0.013097531	0.012115627	0.012103704	0.013099645	0.043101083	0.043095248	0.014118587	0.04311901	0.014100745	0.013103789	0.013109708	0.012121631	0.013112414	0.015106579	0.013118587	0.014103704	0.013109623	0.014112668	0.014121462	0.014115458	0.013114951	0.014115543	0.043110131	0.014106664	0.016108355	0.013115627	-0.015876762	0.015114951	0.015123238	0.015115458	0.014106664	0.042115881	0.077	0.079	0.078	0.067	0.075	0.061	0.064	0.062	0.078	0.078	0.078	0.078	0.079	0.077	0.064	0.065	0.079	0.079	0.079	0.078	0.077	0.077	0.075	0.078	0.078	0.079	0.08	0.078	0.064	0.078	0.079	0.075
FLQS30YUGRWV	0.0429048893	0.0429166479	0.0409168472	0.0389573045	0.0109176444	0.0759108683	0.0439030957	0.0419238226	0.0099030957	0.0399104697	0.0399174451	0.0409172458	0.0419377734	0.0419040922	0.0408829666	0.0428889456	0.0419174451	0.0419102704	0.0088967182	0.041895921	0.0419610912	0.0399100711	0.0408957217	0.0419104697	0.0419268121	0.0399172458	0.0439124626	0.0419674687	0.0399128612	0.041910669	0.0418963196	0.0398897427	0.057105641	0.089162596	0.089118471	0.08810345	0.059118784	0.090097191	0.087173862	0.087184502	0.089107831	0.089119097	0.090141003	0.090184502	0.089151018	0.08713005	0.086173862	0.088118471	0.09014069	0.088151956	0.087184502	0.088162283	0.05817042	0.087162909	0.088151643	0.08913005	0.088136309	0.089162909	0.088190761	0.089161032	0.05920015	0.088162283	0.088129737	0.086173236	0.218	0.216	0.216	0.217	0.232	0.202	0.215	0.215	0.229	0.217	0.217	0.216	0.216	0.216	0.216	0.215	0.216	0.216	0.229	0.216	0.218	0.216	0.216	0.216	0.216	0.216	0.215	0.216	0.219	0.215	0.216	0.216
FLQS30X6GRWY	-0.0118651066	-0.010817627	-0.0108168486	-0.0106370489	-0.0108184054	-0.0128168486	-0.0098705551	-0.0117942764	-0.0118728901	-0.0098456477	-0.0088168486	-0.0098168486	0.0222648785	-0.0118689984	-0.0139515039	-0.0119250398	-0.0088152919	-0.007844091	-0.0128970191	-0.0099016892	-0.0116183684	-0.0118425343	-0.0119001325	-0.0128409776	-0.0147763743	-0.0108145136	-0.0128331941	0.0143824099	-0.0118051733	-0.014841756	-0.0118977974	-0.0139242615	-0.045502127	-0.016525874	-0.015508032	-0.015505268	-0.016507907	-0.016499363	-0.015530146	-0.014534041	-0.015503635	-0.046512053	-0.043520722	-0.016534543	-0.015520974	-0.01551243	-0.014529894	-0.016507907	-0.045520597	-0.04752512	-0.016534292	-0.014525623	-0.015528261	-0.015525748	-0.015521351	-0.014512556	-0.015518461	-0.015525748	-0.014537307	-0.014528135	-0.013541202	-0.015525371	-0.015512304	-0.01553002	-0.116	-0.119	-0.119	-0.119	-0.118	-0.118	-0.119	-0.119	-0.119	-0.116	-0.117	-0.119	-0.132	-0.119	-0.118	-0.118	-0.117	-0.117	-0.118	-0.119	-0.119	-0.119	-0.119	-0.118	-0.117	-0.119	-0.118	-0.129	-0.119	-0.118	-0.118	-0.118
FLQS30X6GRWV	0.187442525	0.1894241388	0.1904238324	0.2193622387	0.2174321062	0.2164317997	0.2184535567	0.2204226066	0.2174535567	0.2164422186	0.2164314933	0.2184330255	0.2164002368	0.2174535567	0.1884753137	0.2204759265	0.2174324126	0.2174422186	0.2174645884	0.1864547824	0.1883542714	0.218442525	0.2174645884	0.1894339448	0.218415865	0.2194324126	0.1914302675	0.1923450783	0.189430574	0.2184431379	0.217464282	0.2184747008	-0.046357668	-0.049462198	-0.048395204	-0.045387127	-0.048394729	-0.049361944	-0.048478828	-0.049496408	-0.049378574	-0.049395679	-0.049428939	-0.048494983	-0.049445569	-0.048411834	-0.046478353	-0.046394729	-0.048427988	-0.049446044	-0.047494983	-0.048461248	-0.045473127	-0.049461723	-0.048445569	-0.049411359	-0.048437491	-0.050463149	-0.045504486	-0.045473127	-0.075521116	-0.047462198	-0.049411834	-0.048477878	-0.337	-0.338	-0.338	-0.351	-0.349	-0.349	-0.349	-0.35	-0.349	-0.349	-0.349	-0.35	-0.349	-0.349	-0.338	-0.351	-0.349	-0.349	-0.35	-0.336	-0.338	-0.349	-0.349	-0.338	-0.35	-0.35	-0.339	-0.34	-0.335	-0.35	-0.35	-0.349
FLQS30WFGRWV	0.0482472481	0.0152192759	0.0432268771	0.0461578587	0.0422274852	0.0442280933	0.0452493765	0.0472177557	0.0432499846	0.0422381268	0.0412268771	0.0432280933	0.0471961685	0.0452493765	0.0472809972	0.0472709637	0.0432280933	0.0442381268	0.0472606262	0.0452603221	0.0481508656	0.047239343	0.0462612343	0.045239343	0.0452116748	0.0442283973	0.0202268771	0.0171411362	0.0442256609	0.0172293094	0.046259714	0.0482712678	0.005392696	0.038397398	0.038393781	0.00739336700002	0.00639380699999	0.005392024	0.00639920699999	0.040399258	0.00539287599997	0.00439385799999	0.00739641600001	0.040399207	0.040396494	0.040394659	0.039398354	0.00739383200002	0.038395641	0.006397424	0.041399232	0.00639737200001	0.00739794099999	0.040397398	0.040396494	0.038394711	0.00839602899998	0.00739825099998	0.00439985300002	0.00739794099999	0.00940067899998	0.04139745	0.038394737	0.037398328	0.062	0.072	0.061	0.063	0.065	0.063	0.063	0.059	0.064	0.064	0.065	0.061	0.059	0.06	0.059	0.063	0.061	0.064	0.059	0.063	0.062	0.059	0.06	0.06	0.063	0.064	0.074	0.075	0.064	0.072	0.059	0.059
FLQS30VBGRWV	0.1276538285	0.0936019896	0.0936002617	0.0934024099	0.0945993977	0.0966002617	0.0946624683	0.0935743422	0.0966641963	0.095629637	0.0945993977	0.0956028536	0.0955121355	0.0946598764	0.0937514584	0.095724675	0.0945993977	0.096630501	0.0926927077	0.0956935717	0.0993834023	0.095631365	0.0966952996	0.094629637	0.0945536067	0.0936019896	0.0625933498	0.1003566189	0.0955924858	0.093631365	0.0946918437	0.0927212191	0.00969581700002	0.00868982100002	0.00869440799997	0.00969503099998	0.00869444100002	0.00869670200001	0.007688608	0.00868749399999	0.00769555500003	0.007694375	0.00969208199999	0.00868749399999	0.010691033	0.00769326100001	0.00868867399998	0.00869440799997	0.00769211400001	0.038690902	0.00868752700001	0.00868982100002	0.00868906700001	0.00968982100002	0.007690935	0.00769322899998	0.00769159000001	0.038689788	0.00968687100001	0.00768903399998	0.00868578999999	0.00968982100002	0.00869326099999	0.00868873900001	-0.107	-0.093	-0.094	-0.094	-0.094	-0.094	-0.093	-0.093	-0.094	-0.094	-0.093	-0.094	-0.094	-0.094	-0.093	-0.094	-0.093	-0.097	-0.092	-0.094	-0.095	-0.094	-0.094	-0.093	-0.093	-0.095	-0.08	-0.096	-0.094	-0.093	-0.094	-0.093
FLQS30UFGRWV	-0.0265712271	0.0084611765	0.0084650649	0.0107579931	0.0074676572	0.0094637688	0.0073717427	0.0075052453	0.0063704465	0.00941969989999	0.0104637688	-0.0214960508	-0.019361252	0.0073730388	0.0062421284	0.0082810127	0.0104637688	0.0104184038	0.0043276738	0.0063250815	-0.0222121956	0.0094145154	0.0063211931	-0.0265414158	0.0105272797	-0.0204999393	0.007475434	0.0108292809	-0.0245219737	0.0114171076	0.00632897	-0.0296736223	-0.051082578	-0.052170303	-0.05111182	-0.051092051	-0.024100288	-0.052083813	-0.023172774	-0.023187189	-0.053098228	-0.054113055	-0.052141885	-0.052198721	-0.053155064	-0.020114291	-0.052184306	-0.053112643	-0.052141473	-0.0531563	-0.053198721	-0.053169891	-0.051167832	-0.023157947	-0.022143532	-0.052127058	-0.050134471	-0.053170715	-0.052195838	-0.020167832	-0.050206958	-0.021157535	-0.053126646	-0.02217195	0.028	0.014	0.014	0.013	0.011	0.013	0.012	0.011	0.015	0.014	0.013	0.027	0.025	0.011	0.015	0.015	0.013	0.014	0.016	0.015	0.027	0.011	0.012	0.029	0.012	0.026	0.014	0.009	0.027	0.01	0.015	0.027
FLQS30TYGRWV	0.058840293	0.0578279054	0.058828096	0.0587897896	0.0588279054	0.0278284771	0.0248410553	0.0568218068	0.0568420082	0.0238349568	0.0588279054	0.0578277148	0.0588080852	0.0238408647	0.020860685	0.0578549676	0.0568273336	0.0588343851	0.0228479162	0.0548479162	0.0607857874	0.0588351474	0.0558484879	0.0568347662	0.0268183764	0.0578279054	0.0598324793	0.0597794983	0.0538313358	0.0578345756	0.0278482973	0.0238543959	-0.000809892999996	0.027173375	0.028186149	-0.000811782	0.026186149	-0.00180773399998	0.026170316	0.000167347999991	0.00018929700002	-0.002814121	0.026179582	0.028167168	-0.001823207	-0.00181709	-0.00182959399999	0.026186059	0.026179762	-0.00282608499998	-0.001832742	-0.000826535000016	-0.000828514000005	0.028173555	-0.000823387000025	0.000182910000007	-0.00182122800001	0.026173375	-0.00283472100003	-0.000828514000005	-0.00383724	-0.000826354999987	0.026183	-0.002829504	-0.027	-0.03	-0.031	-0.028	-0.03	-0.015	-0.016	-0.027	-0.027	-0.013	-0.03	-0.03	-0.027	-0.013	-0.011	-0.03	-0.029	-0.027	-0.013	-0.026	-0.028	-0.031	-0.026	-0.027	-0.014	-0.03	-0.028	-0.028	-0.026	-0.028	-0.017	-0.013
