SN	Distance_X_LOGO_Voice1	Distance_X_LOGO_voice2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Voice1	Distance_Y_LOGO_voice2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Voice1	Angle_voice2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32
FLQS2044GRWY	0.0442907169	0.0463186727	0.0152929239	0.0452782103	0.0482916365	0.0482988093	0.0442850153	0.0132980737	0.0112988093	0.037313339	0.0392877741	0.0433175692	0.043304143	0.0463035913	0.0492971541	0.0412872224	0.0472975219	0.0482776585	0.0102978897	0.0431845949	0.0412934757	0.0472840957	0.0392302071	0.0392296553	0.0442977058	0.0492910847	0.0442977058	0.0472909008	0.0112890616	0.0382428976	0.0393002807	0.0413008325	0.00204692699999	0.00503632200001	0.00602931899999	0.004031642	0.00503032899999	0.005032517	0.036033864	0.00602696200001	0.00204561400001	0.031047735	0.032047701	0.035029218	0.038029285	3.28199999871e-05	0.00503164200001	0.00204904799999	0.00203039599999	0.003028073	0.00303046399998	0.00404234799998	4.66909999943e-05	0.00503170899999	0.038045816	0.037044503	0.03503511	0.004031676	0.036031541	0.00403160799999	0.00403194499999	0.035043257	0.00304436799999	0.038046826	-0.653	-0.653	-0.665	-0.652	-0.652	-0.652	-0.66	-0.665	-0.665	-0.661	-0.66	-0.66	-0.66	-0.652	-0.652	-0.654	-0.651	-0.651	-0.666	-0.653	-0.654	-0.652	-0.662	-0.662	-0.66	-0.652	-0.66	-0.652	-0.665	-0.661	-0.655	-0.662
FLQS312SGRWV	0.0129551552	0.0169122049	0.0179532776	0.0149751048	0.0739586757	0.0799504612	-0.0370453142	0.0149504612	-0.0200551717	0.0109197153	0.013953747	0.0419258175	0.0689422466	0.0169302769	0.0709504612	-0.0420464877	0.0149377873	0.0149751048	0.0359504612	0.0130844755	-0.0200551717	0.0149668902	0.0120262696	0.0110258002	0.0669504612	0.0159460018	0.0339504612	0.0229476447	0.0139582063	0.0170105446	0.0149504612	0.0159363791	-0.023756686	-0.052731675	-0.053716625	-0.00872571299999	0.005279376	0.009271742	-0.066724041	-0.00871299000001	-0.053751669	-0.022754141	-0.024754286	0.00328192100001	0.000281920999996	-0.020726731	0.00227428700002	-0.141759303	-0.055718879	-0.00871807899999	0.001279376	-0.050742581	-0.051754286	-0.00872571299999	-0.055749851	-0.016749561	0.002269197	-0.021723968	0.00527683099999	-0.056721424	-0.021722151	-0.052744398	-0.078748615	-0.054752033	0.00200000000001	0.00899999999999	0.00999999999999	0.0	0.019	0.021	-0.00800000000004	0.0	-0.005	0.001	0.00299999999999	0.00800000000001	0.018	0.00299999999999	0.019	0.005	0.00899999999999	0.0	0.00600000000003	0.00699999999998	-0.00399999999999	0.0	0.00900000000001	0.000999999999976	0.017	0.00300000000001	0.00500000000002	0.012	0.00200000000001	0.00900000000001	0.014	0.00899999999999
FLQS31J6GRWY	-0.0758638204	-0.0729780116	-0.0388453029	-0.0457874357	-0.0728653635	-0.0458753938	-0.0718383588	-0.0418676782	-0.1178453029	-0.0509286316	-0.0808437598	-0.0709772401	-0.0438954544	-0.0749178297	-0.0398645919	-0.0818445313	-0.1438923682	-0.0467889788	-0.0718923682	-0.0774124564	-0.0798699929	-0.1398352726	-0.0465798854	-0.0776038039	-0.0408669066	-0.0408406735	-0.000867678199995	-0.0748661351	-0.0728298716	-0.0766578132	-0.0839000838	-0.0789000838	-0.019716757	0.010251497	0.005229856	0.04124037	0.011229754	0.04324333	0.013240983	-0.017777187	-0.058720636	0.038285693	-0.056716859	0.009226488	0.042229754	0.00824088099999	0.00823689999999	-0.056709714	-0.053766571	0.041229448	0.00923006000001	0.017266808	0.014283243	-0.051762794	0.047280589	0.011272729	0.04324772	0.040240166	0.041236695	0.011237002	0.009237716	0.012269258	0.010275689	0.008279976	-0.715	-0.719	-0.705	-0.715	-0.719	-0.716	-0.72	-0.703	-0.722	-0.717	-0.709	-0.719	-0.714	-0.72	-0.706	-0.709	-0.733	-0.715	-0.719	-0.723	-0.723	-0.732	-0.717	-0.721	-0.714	-0.713	-0.699	-0.72	-0.719	-0.72	-0.723	-0.721
FLQS31FWGRWY	-0.0086002963	-0.00257868239999	-0.0056017822	-0.0086097524	-0.0086002963	-0.0085955682	-0.0086050243	-0.0085955682	-0.0605932718	-0.00858611220001	-0.0086050243	-0.0085813841	-0.0085908402	0.0014091598	0.0044044318	-0.0086050243	0.0314056475	-0.0086097524	-0.0085955682	-0.00167756590001	-0.0086002963	-0.0086050243	-0.0036401469	-0.0026394714	-0.0085955682	-0.0086002963	0.0334057826	0.0423997037	-0.00560070149999	-0.002634068	-0.0085955682	-0.0045880034	0.00616814	0.01015107	0.012140459	0.006144816	0.00614122799999	0.00614661100001	0.00614661100001	0.00613584600001	-0.043836217	0.00617172799998	-0.06383186	0.006139434	0.006139434	0.059146611	0.064144816	0.00617172799998	0.00914030600001	0.006139434	0.00614122799999	0.013158554	0.00616814	0.006144816	0.043163885	0.015161937	0.006148405	0.006144816	0.010140357	0.064144816	0.00314286899999	0.013159938	0.006164552	0.00916378299999	0.0	0.00200000000001	0.00100000000003	0.0	0.0	0.0	0.0	0.0	-0.00999999999999	0.0	0.014	0.0	0.0	-0.00700000000001	-0.00700000000001	0.0	0.014	0.0	0.0	0.000999999999976	0.0	0.0	-0.00500000000002	0.0	0.0	0.0	0.015	0.00800000000001	0.00200000000001	0.000999999999976	0.0	0.00100000000003
FLQS31CRGRWY	-0.063283163	-0.0642848257	-0.1002832309	-0.062282326	-0.1022836381	-0.0992840452	-0.0602827219	-0.0592835136	-0.0592831178	-0.0662844411	-0.0642828237	-0.0652848596	-0.1002843619	-0.1012843506	-0.1012839887	-0.069282835	-0.0652835476	-0.0622823487	-0.0652835928	-0.0642764898	-0.0672832083	-0.0182826767	-0.0972796907	-0.0942796568	-0.0592835023	-0.0612831404	-0.0652835702	-0.1002835815	-0.0592829481	-0.0652801205	-0.0592835136	-0.0972840566	-0.037701685	-0.040567347	-0.043482939	-0.040511471	-0.039482543	-0.038522567	-0.039525341	-0.04444133	-0.044677116	-0.043687815	-0.041687815	-0.041469466	-0.040469862	-0.039526134	-0.039511075	-0.121715951	-0.041496809	-0.041468277	-0.040484128	-0.0416256	-0.048689401	-0.040511868	-0.039665624	-0.040650169	-0.041540003	-0.040511075	-0.04249562	-0.039511471	-0.042501961	-0.039635507	-0.044663246	-0.038678305	-0.056	-0.056	-0.068	-0.055	-0.07	-0.069	-0.054	-0.053	-0.053	-0.055	-0.056	-0.055	-0.069	-0.069	-0.069	-0.041	-0.056	-0.055	-0.056	-0.055	-0.055	-0.038	-0.068	-0.067	-0.054	-0.054	-0.056	-0.069	-0.053	-0.056	-0.053	-0.068
FLQS319LGRWY	-0.1836498343	-0.1217115714	-0.1226403044	-0.1846212446	-0.1176514916	-0.1206672367	-0.1136063282	-0.1836643363	-0.1146498343	-0.1226970694	-0.1136353323	-0.1207111571	-0.1136788383	-0.1226792526	-0.1226643363	-0.1146353323	-0.120665165	-0.1176208302	-0.1836643363	-0.1264095151	-0.188651906	-0.1246353323	-0.1225089575	-0.1255110292	-0.0476353323	-0.1836498343	-0.118665165	-0.1206498343	-0.1586477626	-0.1245392046	-0.1136643363	-0.1236697228	0.010175137	0.012143765	0.014126007	-0.047868243	-0.052874585	0.012133956	0.010139621	0.010121864	0.077172177	0.01516964	0.080175137	0.011122794	0.010127783	0.011134886	0.012131673	0.080181056	0.013128629	0.076127783	0.010130743	0.047158309	-0.053830275	0.071136662	0.043167104	0.04516389	0.071142581	0.010136662	0.013128544	0.073136662	0.015132603	0.010157802	0.010169218	0.047170063	-0.078	-0.056	-0.056	-0.068	-0.041	-0.055	-0.052	-0.078	-0.065	-0.056	-0.066	-0.055	-0.052	-0.056	-0.056	-0.066	-0.056	-0.067	-0.079	-0.063	-0.067	-0.069	-0.062	-0.064	-0.039	-0.079	-0.055	-0.068	-0.07	-0.056	-0.052	-0.063
FLQS319HGRWY	0.0148793224	-0.022454152	-0.0171384156	-0.0190568207	-0.019188082	-0.0202661292	-0.0921242252	-0.0162395222	-0.0232004986	-0.0203814262	-0.0271330942	-0.0234488306	-0.0153016052	-0.0203104742	-0.0202483912	-0.0211330942	-0.021250165	-0.0150550469	-0.0232572602	-0.0221504089	-0.0271951772	-0.0161118086	-0.0205885375	-0.0165849899	0.0448669058	0.0459289889	-0.0212537126	-0.019188082	-0.0181011658	-0.0187144773	0.0508669058	-0.022267903	0.097566818	0.069584723	0.068596161	0.070592312	0.068596374	0.069590976	0.00559044200001	0.069601719	0.067570399	0.061568635	0.063568635	0.068598085	0.069597978	0.069590549	0.069592473	0.131561152	0.070594343	0.070598085	0.070596161	0.068577187	0.063568635	0.071592312	0.071571735	0.071574033	0.125585471	0.130589212	0.071594397	0.070592419	0.069592045	0.07157585	0.136568635	0.069569918	-0.057	-0.065	-0.064	-0.065	-0.065	-0.065	-0.079	-0.063	-0.065	-0.063	-0.066	-0.066	-0.062	-0.065	-0.065	-0.077	-0.065	-0.063	-0.066	-0.065	-0.066	-0.063	-0.065	-0.064	-0.051	-0.052	-0.066	-0.064	-0.064	-0.065	-0.051	-0.065
FLQS317CGRWY	0.1216564478	0.1184947379	0.1196841087	0.1237362389	0.1286617672	0.1276202758	0.1226926197	0.1186202758	0.0676575117	0.1315458042	0.0676947475	0.1255053767	0.11858304	0.0925851678	0.1246234675	0.0676947475	0.1246213397	0.0727373027	0.1266213397	0.1192766904	0.0966575117	0.1247000669	0.1220128479	0.120011784	0.1226224036	0.1246607033	0.1236192119	0.1246617672	0.0896798532	0.1199373124	0.2076947475	0.1176021898	-0.069888252	-0.098819613	-0.100779144	-0.096793427	-0.093779144	-0.083801362	-0.097799379	-0.091759703	-0.093877738	-0.080884681	-0.093884681	-0.096772399	-0.091773589	-0.129800172	-0.095793229	-0.023912454	-0.095786286	-0.101772002	-0.097779541	-0.100849568	-0.078884681	-0.096793427	-0.100869406	-0.100862264	-0.095807512	-0.096793427	-0.095785889	-0.09579303	-0.094788865	-0.098855123	-0.093870795	-0.098875556	-0.645	-0.641	-0.639	-0.639	-0.638	-0.639	-0.639	-0.642	-0.66	-0.639	-0.66	-0.638	-0.642	-0.645	-0.638	-0.674	-0.639	-0.657	-0.637	-0.64	-0.652	-0.638	-0.639	-0.64	-0.64	-0.638	-0.639	-0.639	-0.652	-0.64	-0.608	-0.64
FLQS3160GRWY	-0.1465669292	-0.1085679917	-0.1095668339	-0.1525664934	-0.1535669769	-0.1405672425	-0.1365667181	-0.0905671404	-0.1885672153	-0.1385675899	-0.1595667794	-0.155567944	-0.1525674468	-0.2185674196	-0.1355672085	-0.0785666364	-0.1705674264	-0.1535665002	-0.0975671812	-0.1405632311	-0.1605670246	-0.1365667249	-0.1685648724	-0.1385648656	-0.1545672221	-0.1375669905	-0.1345672017	-0.1555669905	-0.136566902	-0.1655653424	-0.1615672698	-0.1075672902	0.089527335	0.125515447	0.093507622	0.092510331	0.090507622	0.097511384	0.09851161	0.10050386	0.087525943	0.096527598	0.079526959	0.093506418	0.092506381	0.023511685	0.099510293	0.111530231	0.099509014	0.090506305	0.098507773	0.099520902	0.080526996	0.098510331	0.097524739	0.099523422	0.092512964	0.098510293	0.096508939	0.090510255	0.097509353	0.099522068	0.084524513	0.094525943	-0.283	-0.276	-0.269	-0.286	-0.285	-0.283	-0.281	-0.264	-0.297	-0.281	-0.286	-0.287	-0.286	-0.297	-0.281	-0.261	-0.295	-0.285	-0.266	-0.282	-0.286	-0.281	-0.292	-0.282	-0.287	-0.281	-0.28	-0.287	-0.28	-0.292	-0.287	-0.27
FLQS3126GRWV	-0.1581232369	-0.166066935	-0.1981169811	-0.1581431416	-0.1581232369	-0.1581132845	-0.2011189716	-0.1171132845	-0.1781175498	-0.1580933798	-0.2151169811	-0.1450834275	-0.1511033322	-0.1581033322	-0.1581132845	-0.1971164124	-0.1491132845	-0.1581431416	-0.1481132845	-0.1972765031	-0.2181061757	-0.1641300613	-0.1962056992	-0.2002056992	-0.1511132845	-0.0811431416	-0.1581132845	-0.2091087349	-0.1631232369	-0.1971866476	-0.1581132845	-0.1690956546	0.017249167	0.030195648	0.032166598	0.017184057	0.01717404	0.017189065	0.034181195	0.084159014	0.029235858	0.01723915	0.028240724	0.083169031	0.084169031	0.017189065	0.017184057	0.036250311	0.087179048	0.087169031	0.08417404	0.036216969	0.025240295	0.032176329	0.070236574	0.068231422	0.087194073	0.088184057	0.017179048	0.031176043	0.06617776	0.037221549	0.08723915	0.031236002	-0.052	-0.058	-0.07	-0.052	-0.052	-0.052	-0.071	-0.05	-0.062	-0.052	-0.075	-0.06	-0.063	-0.052	-0.052	-0.07	-0.063	-0.066	-0.062	-0.07	-0.076	-0.057	-0.077	-0.077	-0.063	-0.037	-0.052	-0.074	-0.063	-0.07	-0.066	-0.059
FLQS3115GRWV	-0.0595683121	-0.0585922609	-0.0585635551	-0.0535558456	-0.0605684761	-0.0575750374	-0.0605627349	-0.0595740532	-0.0595683121	-0.0495855356	-0.0525625709	-0.0595912767	-0.0595797944	-0.0585796304	-0.0615738892	-0.0555625709	-0.0605740532	-0.0575565017	-0.0625743813	-0.0594715325	-0.0595683121	-0.1295625709	-0.0605127048	-0.066513689	0.0104374291	0.0084431702	-0.0625745453	-0.057567984	-0.0325568298	-0.0685254994	-0.0595740532	-0.0615758576	0.104157717	0.107825905	0.105642718	0.104704932	0.098639261	0.104726535	0.103734311	0.173613338	0.174127473	0.11709723	0.187157717	0.103613338	0.103613338	0.103734311	0.10570234	0.215218203	0.104672097	0.099609882	0.104643582	0.109952063	0.10409723	0.103764555	0.141070443	0.138031559	0.173825041	0.177764555	0.106671233	0.10170234	0.136734311	0.137999588	0.17409723	0.108066987	-0.026	-0.026	-0.026	-0.024	-0.026	-0.026	-0.026	-0.04	-0.04	-0.025	-0.04	-0.026	-0.027	-0.026	-0.027	-0.046	-0.027	-0.025	-0.027	-0.026	-0.026	-0.052	-0.034	-0.035	-0.014	-0.015	-0.028	-0.025	-0.022	-0.035	-0.04	-0.028
FLQS310RGRWV	-0.1622855732	-0.0773900931	-0.0412645189	-0.0221803015	-0.0812855732	-0.0222592553	-0.0832592553	-0.0923118912	-0.0222329373	-0.0923645271	-0.0222066194	-0.0783870853	-0.0923382091	-0.0222855732	-0.0132592553	-0.0222066194	-0.0863118912	-0.0101803015	-0.0883118912	-0.076841176	-0.0922855732	-0.0142066194	-0.0500276574	-0.0510276574	-0.0793118912	-0.0092329373	-0.0162592553	-0.0222329373	-0.0242329373	-0.0790810452	-0.0923118912	-0.0823164028	0.036022188	0.056936777	0.057887206	0.175932588	0.113900006	0.105924442	0.111924442	0.10587557	0.106014042	0.106022188	0.106022188	0.05787906	0.10589186	0.105924442	0.183932588	0.176038478	0.113908151	0.11589186	0.109900006	0.056967962	0.036005897	0.111916297	0.092001009	0.092991933	0.109932588	0.112916297	0.183924442	0.105916297	0.102908151	0.091982624	0.106005897	0.088008457	-0.163	-0.136	-0.122	-0.139	-0.149	-0.124	-0.148	-0.151	-0.125	-0.151	-0.125	-0.136	-0.151	-0.124	-0.137	-0.139	-0.151	-0.122	-0.151	-0.135	-0.137	-0.123	-0.132	-0.133	-0.147	-0.121	-0.138	-0.124	-0.125	-0.143	-0.15	-0.144
FLQS3106GRWV	0.210306339	0.1556357635	0.1921907225	0.140306339	0.1400751061	0.1439727029	0.2104219554	0.2101907225	0.210306339	0.07374147	0.2104219554	0.1466357635	0.1538901197	0.1398438731	0.1509958262	0.1401907225	0.1530024329	0.2105375719	0.2151907225	0.1600571025	0.210306339	0.1562369691	0.157244484	0.159244484	0.2101907225	0.210306339	0.1519991295	0.1541213526	0.1892700024	0.1620165544	0.2101907225	0.1549727029	0.15867385	0.080382935	0.080224589	0.088287191	0.088235636	0.069298975	0.088312968	0.088158304	0.158648073	0.00761419399998	0.088622296	0.074199548	0.076201021	0.088312968	0.07427688	0.08867385	0.074251103	0.088209859	0.092235636	0.047458057	0.088622296	0.082277616	0.08256043	0.04450372	0.088338745	0.088287191	0.07224963	0.035248157	0.076257731	0.04347647	0.088570741	0.080586944	0.66	0.655	0.668	0.648	0.648	0.653	0.674	0.674	0.66	0.639	0.674	0.653	0.656	0.648	0.655	0.648	0.656	0.674	0.675	0.663	0.674	0.655	0.655	0.663	0.674	0.674	0.656	0.663	0.668	0.665	0.675	0.656
FLQS30ZQGRWV	0.1226491809	0.0906064122	0.1246464216	0.0866569988	0.089641133	0.0896317055	0.0846480312	0.1226404432	0.1236471114	0.0876149199	0.0816461916	0.1246156098	0.1216328552	0.0926252672	0.0896328552	0.0836461916	0.0916333151	0.1226645868	0.091633545	0.0907742676	0.0896392935	0.1206567688	0.0917183925	0.0877174727	0.123641133	0.0866402132	0.0916330851	0.0876406731	0.0856514802	0.0927018369	0.1236379138	0.0876294061	-0.032423956	-0.028374336	-0.027343956	-0.061354372	-0.061343666	-0.063358278	-0.057359146	-0.03033354	-0.029418169	-0.027419471	-0.001423233	-0.028343956	-0.028343811	-0.06235929	-0.061354082	-0.001433214	-0.063349019	-0.029343666	-0.06334439	-0.024400954	-0.058419327	-0.031358712	-0.060410791	-0.0274092	-0.027369128	-0.061354227	-0.063348874	-0.063353938	-0.030355095	-0.059399363	-0.029413106	-0.061414697	-0.631	-0.644	-0.632	-0.639	-0.638	-0.637	-0.64	-0.631	-0.63	-0.644	-0.652	-0.631	-0.633	-0.636	-0.637	-0.652	-0.637	-0.632	-0.636	-0.645	-0.638	-0.632	-0.638	-0.645	-0.631	-0.639	-0.636	-0.637	-0.645	-0.637	-0.631	-0.639
FLQS30YUGRWV	0.0033915164	0.0643841731	0.0683933789	0.1283989662	0.0613915164	0.0653897604	0.1313971038	0.0733933789	0.0103918889	0.073389654	0.0733971038	0.1323877915	0.0913915164	0.0543877915	0.0693901861	0.0063935385	0.0653901329	0.0733989662	0.0033933789	0.065423178	0.0733952413	0.0163940707	0.0664103538	0.0364100877	0.0133901861	-0.0576080046	0.1973971038	0.0683918889	0.0633944964	0.0404064692	0.003389654	0.0673898668	-0.159377131	-0.090143159	-0.091989406	-0.022091165	-0.087987178	-0.090060712	-0.019117162	-0.088961181	-0.160350391	-0.089429124	-0.089429124	-0.024013175	-0.021013175	-0.096065168	-0.0890414	-0.167423182	-0.089013918	-0.019013175	-0.089039172	-0.094248632	-0.089377131	-0.154042885	-0.093327365	-0.127297654	-0.154094879	-0.154042885	-0.020065168	-0.089039172	-0.09201986	-0.127267944	-0.159325137	-0.091351134	-0.66	-0.651	-0.649	-0.64	-0.653	-0.65	-0.64	-0.648	-0.658	-0.648	-0.648	-0.639	-0.654	-0.653	-0.649	-0.657	-0.652	-0.662	-0.674	-0.65	-0.648	-0.656	-0.649	-0.654	-0.658	-0.684	-0.615	-0.65	-0.651	-0.653	-0.661	-0.65
FLQS30X6GRWY	-0.0414131478	-0.0374674124	-0.0394085371	-0.1093922222	-0.0374163399	-0.0424294627	-0.0473826461	0.0225925269	-0.0074046357	0.0225677	-0.0474074731	-0.0474447135	-0.0474198866	-0.0304386841	-0.042428044	-0.0444064091	-0.1174074731	-0.0473702327	-0.0474074731	-0.0392088575	-0.0424184679	0.0226173539	-0.0402950425	-0.0392936238	0.0225925269	-0.1124181132	0.0225925269	-0.0444174039	-0.043402153	-0.0403195147	-0.041431236	-0.042431236	0.075698526	0.081670894	0.078652147	0.023658277	0.020651791	0.077660943	0.080666451	0.080647793	0.07569515	0.080703768	0.080703768	0.080654012	0.080654012	0.027661742	0.077658366	0.083704035	0.080660232	0.080654012	0.080657122	0.080683422	0.076697904	0.080663342	0.078692751	0.079689375	0.080669561	0.024658366	0.080660232	0.075658011	0.076659077	0.07868591	0.075691863	0.078695594	0.638	0.637	0.638	0.622	0.649	0.636	0.634	0.661	0.65	0.66	0.634	0.635	0.634	0.65	0.636	0.635	0.608	0.634	0.634	0.637	0.637	0.66	0.637	0.637	0.66	0.621	0.66	0.636	0.636	0.637	0.638	0.636
FLQS30X6GRWV	-0.1685265485	-0.2076509119	-0.2115345719	-0.1644730588	-0.1715285543	-0.155543264	-0.171504484	-0.158543264	-0.1515198623	-0.2146275102	-0.1584964605	-0.1546134691	-0.1585666657	-0.1745760264	-0.1725512874	-0.1584964605	-0.160543264	-0.1654730588	-0.158543264	-0.209160813	-0.2095539619	-0.177504484	-0.2113252937	-0.2123266309	-0.161543264	-0.1615198623	-0.1745546305	-0.1615198623	-0.1775171878	-0.208374103	-0.2285900674	-0.2135833812	0.165380506	0.208044373	0.240869427	0.25195002	0.238868445	0.25998442	0.239971643	0.251778023	0.260362815	0.228373626	0.252397214	0.253846822	0.251846822	0.239972626	0.237935278	0.289466013	0.253915621	0.253846822	0.251881221	0.243218337	0.203349055	0.239938226	0.244322518	0.244281239	0.250018819	0.25195002	0.239900878	0.25195002	0.239914638	0.244243891	0.252328415	0.236347089	-0.703	-0.726	-0.734	-0.719	-0.72	-0.717	-0.719	-0.717	-0.716	-0.733	-0.717	-0.716	-0.717	-0.721	-0.72	-0.723	-0.718	-0.72	-0.716	-0.733	-0.726	-0.721	-0.734	-0.735	-0.717	-0.718	-0.721	-0.718	-0.722	-0.734	-0.743	-0.734
FLQS30WFGRWV	-0.0194852481	-0.0104451544	-0.0114984086	0.1204504795	-0.0054895329	-0.0104766784	-0.0144987147	0.0505040398	0.0504933278	-0.019474536	-0.0194959602	-0.019463824	-0.0194852481	0.0445147519	-0.012479433	-0.0124981026	0.0455040398	0.0434719036	-0.0114782087	-0.0116701077	-0.0084886147	0.0504826157	0.0223963071	-0.00959420510002	-0.0194959602	-0.0144892269	0.0485040398	-0.00648922689999	-0.0195066722	-0.0125724749	-0.0194959602	-0.0094769845	-0.01392816	-0.002892741	-0.005867854	0.056116404	-0.010867739	-0.005879314	-0.00688035499999	0.05613666	0.056067789	-0.013936262	0.056063738	-0.013871443	-0.013871443	0.058112352	-0.007875957	-0.012936378	0.059120455	0.061128557	-0.00586820200002	-0.00290894499999	-0.010928507	0.056116404	0.031075544	-0.004915775	-0.013891699	-0.00587607300001	0.061120455	-0.010875841	-0.013879545	-0.00391172299999	-0.013920057	-0.000924918999999	0.0	0.00100000000003	0.00200000000001	0.038	0.00500000000002	0.00200000000001	0.001	0.012	0.012	0.0	-0.014	0.0	0.0	0.01	0.00200000000001	0.00200000000001	0.00999999999999	0.00900000000001	0.001	0.000999999999976	0.00300000000001	0.012	0.00699999999998	0.00200000000001	0.0	0.0	0.011	0.00399999999999	0.0	0.001	0.0	0.001
FLQS30VBGRWV	0.049991511	0.0460524139	0.0459874299	0.039972675	0.054991511	0.0340075215	0.1199585481	0.0500024986	0.0299977896	0.0500244739	-0.0050022104	0.0330407984	0.0500134863	0.0400166256	0.0390059519	-0.0030028382	0.0380062658	0.0499695357	0.0370065797	0.0128216735	0.049991511	0.0499805233	0.0428992148	0.0128989009	0.0500024986	0.049991511	0.0440065797	0.0050065797	0.0519893135	0.0149208762	0.0500024986	0.0140197649	-0.053993987	-0.006036395	-0.03906378	-0.05605474	0.00193622	-0.062050885	0.015959484	-0.054077739	-0.06099957	-0.053993987	-0.064995449	-0.055068566	-0.054068433	-0.054049822	-0.127054873	-0.095990264	-0.057059526	-0.054068433	-0.05406378	-0.034016985	0.016006013	-0.054054475	-0.004002894	-0.038007813	0.015964137	-0.054054475	-0.041059659	-0.00205474000001	-0.039057798	-0.039012598	-0.054003293	-0.037999039	0.04	0.029	0.035	0.036	0.031	0.035	0.052	0.04	0.034	0.04	0.022	0.034	0.04	0.036	0.05	0.029	0.036	0.04	0.035	0.022	0.026	0.04	0.027	0.023	0.026	0.04	0.036	0.013	0.038	0.023	0.04	0.023
FLQS30UFGRWV	-0.0470746552	-0.0799789459	-0.0790725164	-0.0791131528	-0.0780762592	-0.0800527329	-0.0441136875	-0.0450596839	-0.0490687736	-0.0470131659	-0.0510874877	-0.0469981947	-0.0460393657	-0.0810382963	-0.0730596839	-0.0510864183	-0.0500570104	-0.0521126181	-0.0780586145	-0.0443869135	-0.0840516635	-0.050095508	-0.0492548453	-0.0252655391	-0.0420591492	-0.0510735858	-0.0770586145	-0.0500746552	-0.0790832102	-0.054214209	-0.0520479207	-0.0790324147	0.047806658	0.047675835	0.047596352	0.049635523	0.049608142	0.047646172	0.046647693	0.081569351	0.046791826	0.074803996	0.072803996	0.047595592	0.082595972	0.048649214	0.017622973	0.073830617	0.080621832	0.079595212	0.048610043	0.041743528	0.046793728	0.078634763	0.046782699	0.064774713	0.046661764	0.079635143	0.014608902	0.080635143	0.050626776	0.079754177	0.076778135	0.047781938	-0.679	-0.692	-0.692	-0.692	-0.691	-0.692	-0.678	-0.685	-0.68	-0.685	-0.686	-0.679	-0.685	-0.692	-0.683	-0.685	-0.687	-0.687	-0.691	-0.677	-0.693	-0.687	-0.68	-0.674	-0.677	-0.687	-0.684	-0.686	-0.692	-0.688	-0.687	-0.691
