SN	Distance_X_LOGO_Nfc_Up1	Distance_X_LOGO_Nfc_Up2	Distance_X_LOGO_Nfc_Up3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Nfc_Up1	Distance_Y_LOGO_Nfc_Up2	Distance_Y_LOGO_Nfc_Up3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Nfc_Up1	Angle_Nfc_Up2	Angle_Nfc_Up3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32
FLQS310RGRWV	0.2264309825	0.2241950176	0.1690377078	0.2232736726	0.2223523275	0.2234309825	0.2221950176	0.1741635557	0.2231163627	0.1752399633	0.2264309825	0.2251950176	0.2239590528	0.2254309825	0.2262736726	0.1743208656	0.2241950176	0.2252736726	0.2241950176	0.1691163627	0.2231950176	0.206237716	0.2222736726	0.2200377078	0.2201950176	0.2250377078	0.1689590528	0.1689590528	0.2198803979	0.221801743	0.1690377078	0.1689590528	0.085868764	0.088868764	0.094868764	0.086852647	0.088852647	0.081860705	0.081860705	0.076843897	0.084868764	0.077858633	0.082868764	0.085884882	0.087852647	0.086860705	0.084860705	0.074866922	0.086860705	0.086868764	0.083852647	0.024852647	0.079836529	0.081860705	0.084844588	0.082820411	0.085796235	0.077812352	0.024804294	0.024812352	0.088812352	0.087820411	0.024820411	0.024788176	0.114	0.115	0.132	0.115	0.116	0.116	0.116	0.133	0.115	0.132	0.114	0.115	0.115	0.115	0.115	0.133	0.115	0.114	0.115	0.143	0.116	0.122	0.116	0.117	0.117	0.116	0.143	0.142	0.116	0.116	0.143	0.142
FLQS3106GRWV	-0.0885178939	-0.0875310431	-0.0905392613	-0.0885267443	-0.0895223191	-0.0885177675	-0.0875307902	-0.0895262386	-0.0885354683	-0.0865221927	-0.0875178939	-0.0855309166	-0.0895438129	-0.0885178939	-0.0875264914	-0.0885178939	-0.0865309166	-0.0865266179	-0.0895305373	-0.0885352154	-0.0875309166	-0.1215264914	-0.0875266179	-0.0895395142	-0.1235307902	-0.0885393877	-0.0885443187	-0.1215440658	-0.0885487439	-0.0865530427	-0.089539767	-0.1245443187	-0.100733455	-0.099732701	-0.112744774	-0.101787786	-0.10379005	-0.102759866	-0.102757602	-0.098812688	-0.101733455	-0.097759112	-0.100731946	-0.098678369	-0.108793069	-0.096759112	-0.095760621	-0.102733455	-0.097758357	-0.09973421	-0.101787032	-0.103787032	-0.097836835	-0.145759112	-0.101812688	-0.103888148	-0.136968136	-0.106916069	-0.104945498	-0.107916823	-0.10592286	-0.102894185	-0.107892676	-0.150004357	-0.012	-0.012	-0.00900000000001	-0.011	-0.011	-0.011	-0.012	-0.012	-0.012	-0.013	-0.012	-0.012	-0.01	-0.012	-0.013	-0.011	-0.012	-0.012	-0.012	-0.012	-0.013	0.006	-0.012	-0.011	0.00500000000001	-0.011	-0.011	0.0	-0.00999999999999	-0.012	-0.011	0.008
FLQS30ZQGRWV	-0.0890159009	-0.0899927186	-0.0899766693	-0.0910005204	-0.091008545	-0.0910163467	-0.0899931644	-0.0880002975	-0.0889849169	-0.0890083221	-0.056015678	-0.0899927186	-0.0879688676	-0.091015678	-0.0870000745	-0.0570161238	-0.0899927186	-0.0890002975	-0.0879924957	-0.0909853627	-0.0889929415	-0.0920007433	-0.0900007433	-0.0889771151	-0.0909936102	-0.0889764464	-0.0879695363	-0.0879693134	-0.0909617346	-0.0919539328	-0.088977338	-0.0889697592	0.014359753	0.00536094	0.009360792	0.013370437	0.015370585	0.011364798	0.013364947	0.00937503699998	0.010360495	0.013365095	0.017359605	0.012350257	0.00537221700003	0.013365095	0.011364798	0.017359753	0.01136554	0.013360199	0.010370585	0.01237014	0.009380378	0.011365095	0.01237563	0.00339061600002	-0.022593062	0.00839610700001	0.012401448	0.00539610700002	0.010397145	0.010392545	0.00339076500001	0.014413022	0.073	0.076	0.074	0.074	0.074	0.075	0.074	0.074	0.074	0.074	0.062	0.075	0.074	0.074	0.074	0.062	0.074	0.074	0.074	0.075	0.074	0.075	0.074	0.075	0.08	0.075	0.073	0.074	0.075	0.075	0.076	0.074
FLQS30YUGRWV	0.030626451	0.0336497987	0.0316669662	0.0326417873	0.0316337758	0.0316257643	0.0316497987	0.032642474	0.0316580391	0.0306344625	0.0296266799	0.0316502565	0.0306749776	0.0306262221	0.0316429318	0.0296262221	0.0306502565	0.0326422451	0.0306511721	0.0306578102	0.0316500276	0.0336413295	0.0326417873	0.0316658217	0.0346486542	0.0326665084	0.0316733753	0.0316736042	0.0306811579	0.0326891694	0.0306660506	0.0296736042	0.16480858	0.167809349	0.162809349	0.165863971	0.166862432	0.164832429	0.164837814	0.164883973	0.166809349	0.164836275	0.16280781	0.166754727	0.163863202	0.163836275	0.164833198	0.164806272	0.162838583	0.166809349	0.16985397	0.161858586	0.16591013	0.165833967	0.165889358	0.158971676	0.163057071	0.157995525	0.159032452	0.160000141	0.161005526	0.161980139	0.160964752	0.16408092	0.217	0.216	0.217	0.216	0.216	0.217	0.216	0.217	0.216	0.217	0.217	0.217	0.217	0.217	0.216	0.217	0.217	0.216	0.217	0.218	0.217	0.216	0.216	0.218	0.216	0.217	0.217	0.218	0.217	0.217	0.217	0.217
FLQS30X6GRWY	-0.0332124795	-0.0331186316	-0.0300521181	-0.0331505217	-0.0331833229	-0.0352143017	-0.0331213651	-0.0321486994	-0.0330885639	-0.000212479500007	-0.0332124795	-0.0011477882	-0.0330184058	-0.0352124795	-0.0311468771	-0.0332143017	-0.0341177205	-0.0301496105	-0.030114987	-0.0330885639	-0.0331177205	-0.0011824117	-0.0321505217	-0.0350521181	-0.0331195428	-0.0340475624	-0.0370202281	-0.0340193169	-0.0349910715	-0.0329600926	-0.0360521181	-0.0400193169	-0.01047894	-0.04247868	-0.00747868000002	-0.040485	-0.037484827	-0.043481623	-0.043481623	-0.043486905	-0.04047868	-0.00347850700001	-0.010478593	-0.005469589	-0.041484827	-0.04048197	-0.011481191	-0.012475909	-0.042481797	-0.00847885300001	0.034519329	-0.041484048	-0.046490194	-0.00847859299998	-0.00948768399996	-0.043495822	-0.036505865	-0.011498852	-0.045502748	-0.00749919799998	-0.044499718	-0.037497207	-0.045495649	-0.047509068	-0.122	-0.118	-0.124	-0.119	-0.119	-0.118	-0.118	-0.119	-0.119	-0.134	-0.123	-0.134	-0.119	-0.117	-0.123	-0.123	-0.118	-0.124	-0.131	-0.118	-0.118	-0.133	-0.123	-0.117	-0.119	-0.123	-0.117	-0.123	-0.117	-0.119	-0.117	-0.116
FLQS30X6GRWV	0.2387823224	0.2387556619	0.2367356005	0.2397649007	0.2397744035	0.2397836423	0.2397561898	0.2377638448	0.2397464231	0.2407738755	0.2407825864	0.2387553979	0.2397263617	0.2407828504	0.2387635809	0.2407831143	0.2397553979	0.2397643727	0.2357538141	0.2377464231	0.2387551339	0.2397656926	0.2407651646	0.2387369203	0.2397567177	0.2367345446	0.2407284734	0.2387271536	0.2377192346	0.2427102598	0.2387369203	0.2417290013	-0.056990415	-0.056988387	-0.06099143	-0.054058369	-0.055060397	-0.058023885	-0.057019828	-0.054086767	-0.052985344	-0.054024899	-0.055988387	-0.058920434	-0.052060397	-0.054025914	-0.053014757	-0.054989401	-0.053024899	-0.053989401	-0.054051269	-0.055051269	-0.053119223	-0.060021857	-0.054093867	-0.054192247	-0.064319026	-0.061234845	-0.056275414	-0.052231802	-0.059243973	-0.061214561	-0.053186162	-0.056346411	-0.348	-0.348	-0.346	-0.348	-0.348	-0.348	-0.348	-0.348	-0.349	-0.348	-0.349	-0.347	-0.348	-0.348	-0.348	-0.348	-0.348	-0.348	-0.348	-0.348	-0.348	-0.348	-0.348	-0.349	-0.347	-0.346	-0.349	-0.349	-0.347	-0.348	-0.348	-0.349
FLQS30WFGRWV	0.0221180993	0.0550914367	0.0250557613	0.0561049558	0.0551180993	0.0241192259	0.0760993228	0.0230944409	0.0240666517	0.0221053313	0.0231184749	0.0240797952	0.0220418667	0.0231188504	0.0230936899	0.0251188504	0.0240797952	0.0230925633	0.0560936899	0.0730861793	0.0540921877	0.0551049558	0.0230929388	0.0550670272	0.0700993228	0.0210542592	0.0730598921	0.0550542592	0.0220287231	0.0530264699	0.0580670272	0.0730598921	0.013480287	0.025479317	0.017481501	0.025487566	0.022488051	0.014484291	0.080476648	0.018493752	0.018480166	0.014484776	0.013480287	0.016471917	0.016489871	0.015484654	0.017485504	0.014480409	0.018484654	0.015480651	0.024488658	0.091480894	0.027496542	0.024483078	0.015492782	0.021506732	0.081510614	0.021510614	0.087506368	0.01951122	0.01351122	0.019505883	0.02550649	0.00952335099998	0.079	0.068	0.078	0.067	0.068	0.079	0.052	0.079	0.078	0.079	0.079	0.079	0.079	0.079	0.079	0.079	0.078	0.079	0.067	0.051	0.068	0.067	0.079	0.068	0.054	0.079	0.052	0.068	0.08	0.069	0.067	0.064
FLQS30VBGRWV	0.0905408963	0.1244707416	0.1263995848	0.126505819	0.1265429007	0.0955449051	0.1254717438	0.092472746	0.0944045958	0.0915068212	0.0935429007	0.0954406753	0.0943304323	0.0955439029	0.0924717438	0.0935439029	0.1274707416	0.092472746	0.1254697394	0.0914035936	0.0944396731	0.1245068212	0.0924737483	0.0913685163	0.0884386709	0.091362503	0.1253675141	0.1263675141	0.0912993638	0.0912632843	0.1244015892	0.1233665118	-0.048044228	-0.00703838500002	-0.00803908	0.025952294	0.028952154	0.022956468	-0.00104241900002	-0.015053411	-0.01403908	-0.010043811	-0.00803866300001	-0.00702920200001	-0.011049376	0.024956189	-0.01504395	-0.01003908	0.029957302	-0.00803880200002	0.027952015	-0.05005355	-0.014058002	-0.002042141	-0.013053689	-0.013068994	-0.041089028	-0.012072889	0.02492085	-0.010073724	-0.016075672	-0.007070107	-0.012067741	0.022911528	-0.068	-0.085	-0.085	-0.09	-0.091	-0.079	-0.086	-0.073	-0.074	-0.074	-0.074	-0.075	-0.074	-0.08	-0.073	-0.074	-0.091	-0.074	-0.09	-0.068	-0.074	-0.085	-0.073	-0.073	-0.068	-0.073	-0.09	-0.085	-0.073	-0.074	-0.084	-0.089
FLQS30UFGRWV	-0.00906545270001	-0.00891585430001	-0.0108299737	-0.0109657204	0.0199414732	-0.0100654527	-0.00891585430001	0.0259761024	-0.0088687585	0.0449068439	-0.00906406750001	-0.0109172394	-0.00978426310002	-0.00906545270001	-0.0109712611	-0.0100640675	-0.0109158543	-0.00996572039999	-0.0109255505	-0.00987152880001	-0.0119172394	-0.0099629501	-0.0109657204	-0.0128285885	0.0230245834	-0.0118313589	-0.0127801076	-0.0127828779	0.0202198924	0.0212725289	-0.012824433	-0.0107801076	-0.053443628	-0.050447411	-0.053449303	-0.054470491	-0.050468977	-0.054454222	-0.050458005	-0.00947654399999	-0.049445898	0.018569993	-0.053444006	-0.053418657	-0.056473139	-0.051458384	-0.049466707	-0.052444385	-0.052458762	-0.055446276	-0.053475031	-0.050478058	-0.053505299	-0.054455357	-0.055484111	-0.046544647	-0.000565456000004	-0.054541242	-0.049570753	-0.048558646	0.000459136000018	-0.041524216	-0.050539729	-0.05358286	0.006	0.006	0.00700000000001	0.00699999999999	-0.00399999999999	0.00699999999999	0.006	-0.012	0.005	-0.022	0.00700000000001	0.00699999999999	0.00700000000001	0.00600000000001	0.00700000000001	0.00700000000001	0.00700000000001	0.00599999999999	0.00700000000001	0.00699999999999	0.008	0.00699999999998	0.00699999999999	0.00700000000001	-0.012	0.00699999999999	0.00700000000002	0.00700000000001	-0.012	-0.00500000000001	0.006	0.00700000000001
FLQS30TYGRWV	0.0674587713	0.0664330598	0.0664171432	0.0704421201	0.0684506905	0.0664590162	0.0674335496	0.0664426098	0.0674247342	0.0674504457	0.0674587713	0.0654330598	0.0664083278	0.068459261	0.0664421201	0.0674590162	0.0674333047	0.0664418752	0.0684342842	0.0674252239	0.0674337944	0.0674421201	0.0674418752	0.0654168983	0.0674337944	0.0334090624	0.0644075932	0.0644083278	0.0663995125	0.0643904522	0.0654164086	0.0684078381	0.011810917	0.01581092	0.012810911	0.049810828	0.013810824	0.014810881	0.016810881	0.013810782	0.012810921	0.013810873	0.012810921	0.011811012	0.010810823	0.015810873	0.016810872	0.013810923	0.011810873	0.014810919	0.045810824	0.014810831	0.010810738	0.016810882	0.014810784	0.015810651	0.014810517	0.014810605	0.014810558	0.015810602	0.016810604	0.010810643	0.011810643	0.049810455	-0.024	-0.024	-0.023	-0.03	-0.024	-0.024	-0.024	-0.023	-0.024	-0.023	-0.023	-0.022	-0.022	-0.024	-0.023	-0.024	-0.024	-0.023	-0.029	-0.024	-0.023	-0.024	-0.024	-0.023	-0.024	-0.012	-0.023	-0.023	-0.024	-0.023	-0.022	-0.029
FLQS30T7GRWV	0.1130415678	0.1101694819	0.1112617276	0.1121276638	0.1100833859	0.112037878	0.1081707118	0.1091313537	0.1092137599	0.1110858458	0.1130427978	0.1091719418	0.1103060056	0.1110427978	0.1121338136	0.1110403379	0.1101719418	0.1101301237	0.1101768616	0.1132125299	0.1111707118	0.111123974	0.1091288938	0.1112568079	0.111167022	0.1112641875	0.111297396	0.0513023158	0.1113379841	0.111383492	0.0782580378	0.1092986259	0.06683576	0.02983509	0.06483509	0.066820345	0.027819675	0.030828611	0.028828611	0.021812749	0.028835537	0.028827717	0.067836207	0.027850728	-0.00918881500002	-0.010180996	0.063828388	0.028835983	0.028827717	0.028835537	0.028821462	0.063821239	0.0228056	0.030828834	0.028812079	0.028785717	0.032756674	0.025782589	0.032766727	-0.063222996	0.030773653	0.028778791	0.024791078	-0.007255837	-0.00200000000001	0.005	-0.001	-0.000999999999991	0.005	0.00399999999999	0.00599999999999	0.00599999999999	0.00500000000001	0.00500000000001	-0.00300000000001	0.005	0.01	0.00999999999999	-0.001	0.00500000000001	0.005	0.00500000000001	0.00500000000001	-0.001	0.005	0.00399999999999	0.005	0.005	0.00399999999999	0.00500000000001	0.005	0.038	0.005	0.00399999999999	0.016	0.01
FLQS30S7GRWV	0.0943582166	0.097313335	0.09428109	0.0963281503	0.0943438371	0.0943595238	0.0953142065	0.0943272788	0.0952976483	0.0943429656	0.0933577809	0.0943124635	0.0962654032	0.0943582166	0.0943264073	0.0953590881	0.0933128993	0.0933277146	0.0943111563	0.0962985197	0.0943128993	0.0943294575	0.0953281503	0.0952823972	0.0943137708	0.0922797828	0.0942680177	0.0942671462	0.0952527667	0.0962370799	0.0962837045	0.1002684534	0.029609065	0.06960972	0.028609283	0.062593794	0.026593139	0.024601648	0.030603175	0.031588558	0.029610156	0.029601866	0.027609501	0.029624554	0.066593794	0.029601429	0.032603611	0.026609283	0.030602302	0.028609283	0.032595539	0.033596412	0.03158114	0.028602738	0.064586595	0.03656696	0.034541435	0.033559324	0.037549507	0.03655867	0.036556925	0.033562815	0.03656696	0.075531618	0.133	0.126	0.133	0.127	0.133	0.133	0.132	0.132	0.132	0.133	0.134	0.133	0.127	0.133	0.132	0.133	0.132	0.133	0.133	0.131	0.132	0.133	0.127	0.131	0.132	0.133	0.132	0.131	0.131	0.132	0.131	0.124
FLQS30RRGRWV	0.023148186	0.0242237607	0.023273175	0.0241983269	0.0241721664	0.0251460059	0.0242223073	0.0221976002	0.0232491945	0.0241728931	0.023148186	0.0232244874	0.0252978821	0.0241474593	0.0231983269	0.0251467326	0.0232244874	0.0241976002	0.0232223073	0.0242484678	0.0222244874	0.0251976002	0.0241983269	0.0242739017	0.0262223073	0.0262724483	0.0262993355	0.0282986088	0.026325496	0.0263509298	0.027273175	0.0272986088	0.00994484400002	0.00994484400002	0.018944844	0.00992082100001	0.00891981999999	0.011933834	0.007934167	0.004910811	0.005944177	0.0119335	0.010945845	0.011969202	0.014921822	0.00993316600002	0.00493350000002	0.013945178	0.0109335	0.00894451100001	0.00592182200003	0.00892349	0.00489980000003	0.00893350000001	0.00790880900001	0.008882116	0.00984407799999	0.010867435	0.010854755	0.00986910299997	0.013865433	0.014877778	0.01087978	0.013827395	0.087	0.087	0.085	0.087	0.086	0.086	0.087	0.088	0.087	0.086	0.087	0.086	0.085	0.086	0.088	0.085	0.087	0.087	0.088	0.087	0.088	0.087	0.087	0.086	0.086	0.085	0.086	0.085	0.085	0.085	0.086	0.085
FLQS30R2GRWV	-0.0434705294	-0.0435348253	-0.042578498	-0.0455135955	-0.0444911526	-0.0424693163	-0.0425336122	-0.0445148087	-0.0425554485	-0.0434923658	-0.0424705294	-0.0435348253	-0.0415997278	-0.0434705294	-0.0445154152	-0.0444705294	-0.0435342188	-0.0435135955	-0.0435372516	-0.041554842	-0.0435348253	-0.0425123824	-0.0445135955	-0.0405778914	-0.0415330056	-0.0405797111	-0.0405979081	-0.0405985147	-0.0436185313	-0.0446403677	-0.0395760718	-0.0405973015	-0.007132157	-0.011132124	-0.014132124	-0.013129693	-0.010129693	-0.00813111099998	-0.00813104299999	-0.014128782	-0.00913215700001	-0.00913090799997	-0.00913219099999	-0.013134351	-0.015129693	-0.010130875	-0.018131043	-0.012132191	-0.010130841	-0.01013209	-0.007130031	-0.013129997	-0.009127702	-0.01213101	-0.01312858	-0.014125373	-0.045121492	-0.015124124	-0.014122707	-0.015124124	-0.017123854	-0.018124766	-0.010125474	-0.00912024300001	0.063	0.064	0.063	0.064	0.064	0.063	0.063	0.065	0.064	0.063	0.063	0.064	0.064	0.064	0.065	0.064	0.063	0.064	0.063	0.064	0.063	0.063	0.064	0.063	0.068	0.064	0.063	0.063	0.065	0.066	0.063	0.062
FLQS30QXGRWV	0.00129728020001	0.0353219309	0.0353444687	0.00332122659999	0.00530819689999	0.0352846027	0.0053321434	0.0373078448	0.00534517299999	0.0033089012	0.00229728020001	0.0373215788	0.00336806300001	0.00229692800001	0.00232052229998	0.0022965759	0.00433355200001	0.0043212266	0.00533143899999	0.0023444687	0.0383205223	0.0363089012	0.00332087450001	0.0053560898	0.039319818	0.0383448209	0.0393571462	0.00336876729999	0.0043814448	0.0373821491	0.037345173	0.0033698237	-0.118707093	-0.072672145	-0.078678964	-0.112765908	-0.115767613	-0.075698569	-0.111731813	-0.076768466	-0.113707093	-0.117736075	-0.115705388	-0.077615035	-0.115767613	-0.116737779	-0.115746303	-0.119705388	-0.113736927	-0.11770965	-0.117771023	-0.116774432	-0.075795742	-0.076699422	-0.114794037	-0.105897177	-0.07995173	-0.074881834	-0.076926158	-0.107928715	-0.111924454	-0.078864786	-0.072863934	-0.11600884	-0.016	-0.035	-0.034	-0.018	-0.019	-0.034	-0.019	-0.035	-0.018	-0.018	-0.017	-0.035	-0.018	-0.017	-0.017	-0.016	-0.019	-0.018	-0.018	-0.018	-0.035	-0.034	-0.018	-0.02	-0.035	-0.035	-0.035	-0.019	-0.019	-0.035	-0.035	-0.017
FLQS30QPGRWV	0.1182279445	0.1221725193	0.1201309505	0.1181891469	0.1162085457	0.12123127	0.1181708566	0.1201902554	0.1221525663	0.1162079914	0.1182279445	0.1211719651	0.119112106	0.1172279445	0.1151874841	0.1192279445	0.1221725193	0.1151880384	0.1191703023	0.1171514578	0.1221719651	0.1221924724	0.1221913639	0.1181331675	0.1181725193	0.1181292877	0.1151115517	0.1161109975	0.1210949242	0.1200744169	0.1201331675	0.1181126602	0.026411036	0.065409903	0.030411036	0.027413148	0.027413209	0.064410821	0.027411924	0.069412842	0.065409903	0.026412077	0.025411005	0.063407729	0.067412199	0.025412107	0.033411954	0.027410974	0.061410974	0.027411036	0.067411801	0.037412903	0.070413852	0.062410913	0.063413087	0.071416394	0.063420098	0.031418261	0.038419915	0.033418782	0.067417863	0.068417006	0.071416087	0.031421996	-0.073	-0.08	-0.074	-0.073	-0.073	-0.08	-0.073	-0.08	-0.08	-0.072	-0.073	-0.079	-0.079	-0.073	-0.073	-0.073	-0.08	-0.073	-0.079	-0.075	-0.081	-0.08	-0.079	-0.08	-0.078	-0.074	-0.074	-0.074	-0.08	-0.08	-0.08	-0.074
FLQS30QMGRWV	-0.0339323889	-0.0339830472	-0.034020918	-0.0329658332	-0.0329486192	-0.0339309134	-0.0319820636	0.0020326913	-0.0329997694	-0.0519496029	-0.0329323889	-0.0339840309	-0.0320371484	-0.033931897	0.0030321995	-0.000931405200006	-0.0329830472	-0.0309658332	-0.0349859982	-0.0320002612	1.64610000013e-05	-0.0329648495	-0.0329658332	-0.0330184589	0.00201842829999	-0.0340214098	-0.0330337056	-0.0320346892	-0.0340509196	-0.0330676417	-0.033017967	-0.0340327219	-0.056135848	-0.055136851	-0.052135514	-0.056160581	-0.052159912	-0.057146877	-0.054147546	-0.053168268	-0.058137185	-0.121148549	-0.057135514	-0.057113789	-0.052160246	-0.054147546	-0.05314554	-0.051135514	-0.055148549	-0.054136851	-0.054157907	-0.057157238	-0.050179632	-0.057147212	-0.05417161	-0.058198014	-0.046238122	-0.053213055	-0.056225755	-0.014196677	-0.057216063	-0.019193335	-0.060199017	-0.047252159	0.213	0.213	0.213	0.214	0.213	0.214	0.213	0.201	0.214	0.23	0.214	0.215	0.213	0.213	0.201	0.202	0.214	0.213	0.214	0.213	0.202	0.214	0.213	0.214	0.201	0.214	0.214	0.207	0.214	0.208	0.214	0.213
FLQS30Q9GRWY	-0.0367629106	-0.0697330435	-0.0417238199	-0.0707407299	-0.0397554439	-0.0697563223	-0.0367405103	-0.0717405103	-0.0697253572	-0.0687481967	-0.0707554439	-0.0717326043	-0.0737088863	-0.0717554439	-0.0717398515	-0.0707556635	-0.0377402907	-0.0687402907	-0.0717323847	-0.0377328239	-0.0707328239	-0.0387481967	-0.0707407299	-0.0747172316	-0.0747332632	-0.0737163531	-0.0377172316	-0.0757091059	-0.0747025176	-0.0716948312	-0.0717172316	-0.0727097648	0.093043187	0.045060077	0.064057074	0.049084849	0.059082597	0.014070211	0.085056699	0.022095734	0.047059326	0.051072088	0.051057825	0.047033052	0.051085976	0.049072839	0.052070962	0.0500582	0.0540582	0.050059326	0.016084849	0.094068334	0.051109997	0.023067208	0.019097611	0.025135521	0.05017831	0.056147532	0.094150159	0.057149784	0.024152036	0.024140025	0.058135145	0.048193323	-0.073	-0.055	-0.067	-0.056	-0.068	-0.051	-0.072	-0.051	-0.055	-0.056	-0.056	-0.055	-0.055	-0.056	-0.055	-0.056	-0.067	-0.057	-0.05	-0.073	-0.056	-0.062	-0.051	-0.05	-0.055	-0.055	-0.073	-0.056	-0.051	-0.051	-0.057	-0.055
FLQS30Q9GRWV	0.0802842181	0.1142031517	0.1091172455	0.1142442899	0.078287848	0.081287848	0.0792043617	0.0812067816	0.0791559638	0.1122830082	0.0802842181	0.0812043617	0.0790337592	0.0812842181	0.0792031517	0.0802842181	0.1132019418	0.0781995219	0.1112055716	0.1121644334	0.1152043617	0.1132467098	0.1142442899	0.1121160355	0.1132043617	0.1131136157	0.1150712675	0.1120700576	0.0789902011	0.1149889911	0.0771148256	0.1150736874	0.00492229099999	0.010922461	0.010922177	0.008920534	0.00492050599999	0.00492132700001	0.00292166700001	0.00591917399998	0.00292248899999	0.011921441	0.00492229099999	0.00692432999998	0.00592002400001	0.00892127099999	0.00392104400001	0.005922234	0.010921412	0.00692220600001	0.014920478	0.00892027899999	0.017918495	0.00792155400001	0.00991951400002	0.00791634200002	0.039914273	0.036915917	0.01191416	0.010915208	0.00791506700003	0.00891631299999	0.00591727600002	0.012912205	-0.169	-0.182	-0.18	-0.18	-0.168	-0.17	-0.169	-0.169	-0.168	-0.181	-0.169	-0.17	-0.169	-0.17	-0.168	-0.17	-0.181	-0.168	-0.181	-0.181	-0.183	-0.181	-0.181	-0.181	-0.185	-0.185	-0.182	-0.181	-0.17	-0.181	-0.168	-0.182
FLQS30Q3GRWV	0.214456814	0.2133892125	0.214343501	0.2144123902	0.213434924	0.211456814	0.2143898563	0.2144117463	0.2133666787	0.2134336363	0.215456814	0.1783898563	0.2143196795	0.2144574578	0.2144104587	0.212456814	0.2133892125	0.2144117463	0.2143885687	0.2133673225	0.2113885687	0.2124123902	0.2154123902	0.2133441448	0.2153924316	0.2113402819	0.2133222548	0.2123209672	0.2113003648	0.2112771872	0.1783441448	0.212321611	0.040358891	0.036360328	0.039360615	0.042377852	0.040379001	0.036367797	0.042368084	0.045388482	0.037358891	0.041369521	0.040358891	-0.000660644999982	0.041379576	0.042369234	0.043368946	0.038358604	0.041369808	0.042359466	0.038380151	0.043378427	0.041398824	0.036367797	0.041388769	0.043428415	0.038461166	0.042429565	0.039451111	0.042438758	0.036441631	0.038431001	-0.00257819200002	0.032465189	-0.171	-0.17	-0.171	-0.171	-0.17	-0.169	-0.171	-0.171	-0.17	-0.171	-0.171	-0.152	-0.17	-0.171	-0.171	-0.17	-0.171	-0.171	-0.17	-0.171	-0.17	-0.17	-0.172	-0.171	-0.171	-0.17	-0.17	-0.171	-0.169	-0.17	-0.152	-0.169
FLQS30Q2GRWV	0.1231893278	0.1221218164	0.1230813095	0.1211436772	0.121166181	0.1221893278	0.1201218164	0.1211468921	0.1210986696	0.120166181	0.1211893278	0.1231218164	0.1240581627	0.1221893278	0.1211449632	0.1221893278	0.1221211734	0.1211436772	0.1201243882	0.0880999555	0.1201205304	0.1211443202	0.1191430343	0.1200761658	0.1221224593	0.1230787376	0.1190498041	0.1250562338	0.1210298722	0.1230105832	0.1220755228	0.125053019	0.043089525	0.044089962	0.038086904	0.042058078	0.045058078	0.045076422	0.046076859	0.036041045	0.046090835	0.00507336500002	0.006089962	0.040120972	0.045058078	0.041072491	0.038070744	0.043089962	0.041073365	0.039088215	0.041058952	5.85150000063e-05	0.040027942	0.041075985	0.040042792	0.00498426599998	0.040953256	0.034982519	0.00395019800001	0.035982082	0.000965047999983	0.00699693199999	0.00998426599998	0.050938406	0.07	0.07	0.071	0.07	0.07	0.069	0.069	0.071	0.07	0.076	0.076	0.07	0.069	0.07	0.071	0.07	0.07	0.07	0.07	0.088	0.071	0.07	0.072	0.076	0.07	0.07	0.077	0.07	0.077	0.075	0.075	0.068
