SN	Distance_X_LOGO_MainBoard_LD1	Distance_X_LOGO_MainBoard_LD2	Distance_X_LOGO_MainBoard_LD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_LD1	Distance_Y_LOGO_MainBoard_LD2	Distance_Y_LOGO_MainBoard_LD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_LD1	Angle_MainBoard_LD2	Angle_MainBoard_LD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32
FLQS2044GRWY	-0.00308687810001	-0.00507828520001	0.0329217148	-0.00309456660001	-0.00308574749999	0.0349056596	0.0349138002	0.031906338	-0.00308687810001	-0.0030941143	0.0339219409	-0.0070857475	-0.00507037060001	-0.00305499380001	-0.0010631345	0.0339219409	0.0339219409	0.0339291771	-0.00607059680001	-0.00507037060001	-0.0030631345	-0.00507037060001	0.0339296294	0.0349294032	0.0339217148	-0.00507037060001	0.0339373178	-0.0020705968	0.0339296294	0.0339219409	-0.0040701445	-0.0050787375	0.0485167614	0.0495189987	0.0835229435	0.0475271237	0.0845251808	0.0495211183	0.0515232379	0.0525253574	0.0475291844	0.082525063	0.0825312451	0.0845313629	0.0815293022	0.0475332469	0.0475334824	0.0825312451	0.0825312451	0.0825332469	0.0485292433	0.0815312451	0.0505311862	0.0815312451	0.0475293611	0.0155291844	0.0165293022	0.0815312451	0.0475292433	0.0475291844	0.0475293611	0.0825312451	0.0145271826	0.0835292433	-0.45	-0.452	-0.442	-0.45	-0.46	-0.433	-0.433	-0.435	-0.449	-0.459	-0.443	-0.461	-0.46	-0.45	-0.449	-0.443	-0.443	-0.442	-0.452	-0.459	-0.451	-0.459	-0.433	-0.423	-0.425	-0.459	-0.433	-0.45	-0.433	-0.443	-0.442	-0.46
FLQS312SGRWV	0.0230458535	0.0220361562	0.0230248864	0.0210437568	0.0240450672	-0.0189562432	-0.0199659405	0.0230545024	0.0230455914	0.0220437568	0.0230358941	0.0650453293	0.0220275073	-0.0200021088	-0.0199931977	0.0230358941	0.0230358941	0.0230275073	0.0220269831	0.0220269831	0.0220180721	0.0220269831	0.022026721	0.0200264589	0.021035632	0.0220269831	0.0650180721	0.0220261968	0.022026721	0.0230358941	-0.018985073	0.0650366804	-0.0112458156	-0.0122474457	-0.0132489399	-0.0122523813	-0.0112507965	-0.0142491211	-0.0492507512	-0.0082524266	-0.010254102	-0.0112507512	-0.011255551	-0.0122555962	-0.0122539208	-0.0132569094	-0.0142585848	-0.011255551	-0.011255551	-0.011257	-0.0122539208	-0.0112554151	-0.0132568641	-0.0112554151	-0.0112540114	-0.0112554151	-0.0112555057	-0.0112554151	-0.0132539208	-0.0132538303	-0.0112540114	-0.011255551	-0.014253785	-0.0142538756	-0.024	-0.024	-0.023	-0.024	-0.024	-0.042	-0.034	-0.024	-0.024	-0.024	-0.023	-0.00399999999996	-0.024	-0.043	-0.043	-0.023	-0.023	-0.024	-0.024	-0.024	-0.024	-0.024	-0.024	-0.025	-0.024	-0.024	-0.00300000000001	-0.024	-0.024	-0.023	-0.042	-0.00300000000001
FLQS31J6GRWY	-0.1408083522	-0.0998420549	-0.0978411907	-0.0987789704	-0.0968100805	-0.0967798346	-0.1018135372	-0.0977824271	-0.0988092164	-0.0977789704	-0.0968394623	-0.0968092164	-0.0988705725	-0.1019310644	-0.1009025468	-0.0968394623	-0.0968394623	-0.100873165	-0.0988705725	-0.0998714367	-0.0968982259	-0.0998714367	-0.0978714367	-0.0988714367	-0.0988411907	-0.0998714367	-0.0998990901	-0.0958688441	-0.0978714367	-0.0968394623	-0.1368705725	-0.1378385982	0.0353003763	0.0753064464	0.0743090145	0.0753146955	0.0773118939	0.0783061351	0.0383089367	0.0773146955	0.0743173415	0.0753118161	0.0733198318	0.0733199874	0.0753172636	0.0713223999	0.0753254349	0.0733198318	0.0733198318	0.0753225555	0.0753173415	0.0753199874	0.0733224777	0.0753199874	0.0763176527	0.0773198318	0.0733197539	0.0753199874	0.0743173415	0.0733174193	0.0763176527	0.0733198318	0.0733172636	0.0763174193	-0.157	-0.149	-0.147	-0.148	-0.148	-0.149	-0.14	-0.149	-0.148	-0.149	-0.147	-0.147	-0.148	-0.149	-0.149	-0.147	-0.147	-0.148	-0.148	-0.149	-0.147	-0.149	-0.148	-0.149	-0.148	-0.149	-0.148	-0.146	-0.148	-0.147	-0.166	-0.167
FLQS31FWGRWY	-0.0602153015	-0.0602118786	-0.0592118786	-0.0992190179	-0.0632151059	-0.0572192135	-0.0612156927	-0.0602186267	-0.0612156927	-0.1022189201	-0.0612118786	-0.0612153993	-0.0622084556	-0.0592020009	-0.0592053261	-0.0612118786	-0.0612118786	-0.061208749	-0.0602086512	-0.0612086512	-0.0592055217	-0.0612086512	-0.0612085534	-0.0622084556	-0.0622118786	-0.0612086512	-0.0592053261	-0.0992086512	-0.0612085534	-0.0612118786	-0.0602084556	-0.0612120742	0.011336882	0.0123394502	0.0113418833	-0.0376529801	0.0103445868	0.0123421537	0.0113445868	0.0133469523	0.011349453	0.00534451920001	0.0133516833	0.0113517509	0.0133492502	0.0143539137	0.0133565495	0.0133516833	0.0133516833	0.0123538461	0.0113493178	0.0113514806	0.0133538461	0.0113514806	0.0123495882	0.013351413	0.0103515482	0.0113514806	0.011349453	-0.0356506146	0.0123495882	0.0133516833	0.0103491151	0.0103493178	0.624	0.623	0.624	0.619	0.623	0.624	0.623	0.623	0.623	0.606	0.623	0.623	0.623	0.624	0.624	0.623	0.623	0.623	0.624	0.623	0.623	0.623	0.624	0.622	0.624	0.623	0.625	0.618	0.624	0.623	0.624	0.623
FLQS31CRGRWY	-0.0598947999	-0.057899043	-0.058899043	-0.0608909009	-0.060895144	-0.0608906716	-0.0598950293	-0.0618912449	-0.1028950293	-0.0598909009	-0.061899043	-0.0628949146	-0.0609028274	-0.0599108548	-0.0629069558	-0.061899043	-0.061899043	-0.0609028274	-0.1059028274	-0.103902942	-0.0619069558	-0.103902942	-0.1049030567	-0.1059030567	-0.0628991577	-0.103902942	-0.0629067264	-0.0619032861	-0.1049030567	-0.061899043	-0.0599032861	-0.0628988137	-0.019514099	-0.02152287	-0.0195323929	-0.0185514385	-0.0195421663	-0.0175336459	-0.0185421663	-0.0205506867	-0.0175602095	-0.0175421663	-0.0185677275	0.0254204942	-0.0185599589	-0.0175767492	-0.0185855202	-0.0185677275	-0.0185677275	-0.0205757468	-0.0185592071	-0.0185672263	-0.0185757468	-0.0185672263	0.0194295159	-0.0185664745	-0.0175677275	-0.0185672263	-0.0185597083	0.0204300171	0.0194295159	-0.0185677275	-0.0175594577	-0.0185599589	-0.059	-0.058	-0.059	-0.059	-0.059	-0.059	-0.059	-0.06	-0.08	-0.059	-0.061	-0.071	-0.06	-0.06	-0.06	-0.061	-0.061	-0.059	-0.08	-0.08	-0.06	-0.08	-0.09	-0.081	-0.061	-0.08	-0.061	-0.07	-0.09	-0.061	-0.059	-0.061
FLQS319LGRWY	-0.1827642243	-0.1817826199	-0.2248045925	-0.2237667792	-0.2257882408	-0.2257678012	-0.2307652463	-0.1847488946	-0.1817637133	-0.2247683122	-0.1817826199	-0.1837652463	-0.2248214552	-0.1808357629	-0.1838183892	-0.1817826199	-0.1817826199	-0.2258214552	-0.1848010156	-0.1848015266	-0.1828183892	-0.1848015266	-0.1808005046	-0.2268234991	-0.1847841529	-0.1848015266	-0.1838189002	-0.2258234991	-0.1808005046	-0.1817826199	-0.2248234991	-0.1847831309	0.1438328736	0.0888309922	0.1328341906	0.1358456671	0.1348378593	0.1318341906	0.0338377652	0.1738449145	0.1378491477	0.1368422806	0.1368518757	0.1348521579	0.1348445383	0.13585498	0.0908543215	0.1368518757	0.1368518757	0.1348548859	0.1348488655	0.1368511232	0.1328504647	0.1368511232	0.0908451968	0.0888467959	0.1318514054	0.1368511232	0.1368491477	0.1348490536	0.0908451968	0.1368518757	0.1358486773	0.1348488655	-0.727	-0.712	-0.744	-0.744	-0.745	-0.744	-0.72	-0.736	-0.725	-0.745	-0.725	-0.726	-0.744	-0.724	-0.714	-0.725	-0.725	-0.745	-0.726	-0.727	-0.724	-0.727	-0.712	-0.733	-0.725	-0.727	-0.726	-0.745	-0.712	-0.725	-0.744	-0.726
FLQS319HGRWY	0.1150982289	0.0289281214	-0.0190746223	0.025022778	0.0269692764	0.0270241498	0.1150378682	0.0260186625	0.0700337527	0.0250200343	0.0669802511	0.0249706483	0.0669349806	0.0698403239	0.0678855945	0.0669802511	0.0669802511	0.0258773635	0.0268787353	0.0268746198	0.07088971	0.0268746198	0.0689336087	0.0288759917	0.0749857385	0.0268746198	0.0668855945	0.0288773635	0.0689336087	0.0669802511	0.0258746198	0.0269267496	0.0364376758	0.0304361185	-0.0475637841	0.0304307656	0.0304325175	0.030434318	0.044430133	-0.0075690884	0.0344289164	-0.0065656333	-0.0035726408	-0.00357273820001	-0.00356923439999	-0.0035724948	0.0334239041	-0.0035726408	-0.0035726408	-0.0055723975	-0.0035709376	0.0314275052	-0.0025723975	0.0314275052	0.0334288677	0.0324276511	0.00142721319999	0.0314275052	-0.00257113229999	0.030429111	0.0334288677	-0.0035726408	-0.0415689424	-0.00557079159999	-0.62	-0.658	-0.66	-0.66	-0.659	-0.659	-0.622	-0.649	-0.64	-0.65	-0.631	-0.651	-0.631	-0.63	-0.641	-0.631	-0.631	-0.65	-0.65	-0.659	-0.629	-0.659	-0.641	-0.659	-0.629	-0.659	-0.632	-0.658	-0.641	-0.631	-0.64	-0.649
FLQS317CGRWY	0.1673027711	0.168278346	0.1692790439	0.169328592	0.1693041669	0.1683299877	0.1703048647	0.1683271963	0.1673041669	0.1703292899	0.1662797417	0.1282769503	0.1662553166	0.1652071642	0.1682315893	0.1662797417	0.1662797417	0.1672560145	0.1692560145	0.1672560145	0.1672315893	0.1672560145	0.1672546187	0.1702553166	0.1312539209	0.1672560145	0.169232985	0.1702553166	0.1672546187	0.1662797417	0.1302281	0.1712811375	-0.0404751433	-0.086472782	-0.0434877367	-0.0854944269	-0.0864867528	-0.0844800626	-0.0854869496	-0.0884932463	-0.0855015107	-0.0874865561	-0.0875076107	-0.0885072171	-0.0865003301	-0.0875141042	-0.0885209912	-0.0875076107	-0.0875076107	-0.0875139074	-0.0865009204	-0.0865076107	-0.0865139074	-0.0865076107	-0.0855015107	-0.0885066268	-0.0895066268	-0.0865076107	-0.086501314	-0.0845011172	-0.0855015107	-0.0875076107	-0.0865005269	-0.0885003301	0.074	0.087	0.077	0.088	0.088	0.087	0.088	0.088	0.087	0.089	0.087	0.07	0.087	0.086	0.089	0.087	0.087	0.087	0.088	0.088	0.087	0.088	0.086	0.089	0.071	0.088	0.088	0.088	0.086	0.087	0.07	0.09
FLQS3160GRWY	-0.1287434499	-0.0887529105	-0.0907534084	-0.0887349852	-0.1307444458	-0.1317449437	-0.1317544043	-0.0907364789	-0.1297439478	-0.0867344872	-0.1297529105	-0.0887439478	-0.0877618732	-0.0937795496	-0.08876984	-0.1297529105	-0.1297529105	-0.1317613753	-0.1287606284	-0.1297611263	-0.1307695911	-0.1297611263	-0.1307613753	-0.1727718317	-0.0867422051	-0.1297611263	-0.08876984	-0.0927623711	-0.1307613753	-0.1297529105	-0.0887618732	-0.0887521636	-0.0368099813	0.067191098	0.0661915424	0.0661925074	0.0721925963	0.0641915551	0.0621919995	0.0591924059	0.0641929646	0.0651925836	0.0291933582	0.0661939296	0.0641929265	0.0641937645	0.0631942089	0.0291933582	0.0291933582	0.0631937391	0.0631928884	0.0631932947	0.0621937137	0.0631932947	0.0261929646	0.0611932185	0.0641933582	0.0631932947	0.0621929011	0.0231929646	0.0261929646	0.0291933582	0.0641928884	0.0661929138	-0.061	-0.07	-0.071	-0.07	-0.092	-0.089	-0.0880000000001	-0.069	-0.088	-0.069	-0.08	-0.07	-0.069	-0.072	-0.07	-0.08	-0.08	-0.089	-0.088	-0.089	-0.088	-0.089	-0.079	-0.107	-0.069	-0.089	-0.069	-0.06	-0.079	-0.08	-0.07	-0.07
FLQS3126GRWV	-0.2437225137	-0.1946993097	-0.1986974778	-0.1977426645	-0.2437188499	-0.1967414433	-0.1977188499	-0.1997390007	-0.2007200712	-0.1957426645	-0.2036974778	-0.2007200712	-0.2016767163	-0.199635804	-0.1996565655	-0.2036974778	-0.2036974778	-0.2006779376	-0.199677327	-0.200677327	-0.2426571761	-0.200677327	-0.2006754951	-0.1996767163	-0.1996980884	-0.200677327	-0.2006577868	-0.1986761057	-0.2006754951	-0.2036974778	-0.1986742738	-0.1986999203	0.1104460991	0.1124504428	0.191458796	0.1514624714	0.1504625828	0.1504543409	0.1524584619	0.1494621373	0.1144662582	0.1514582391	0.1504740545	0.1514746114	0.1504661468	0.148473609	0.14947773	0.1504740545	0.1504740545	0.1504778413	0.1124663696	0.1504740545	0.1494732749	0.1504740545	0.1514708246	0.1504695995	0.1514698222	0.1504740545	0.1484704905	0.1504664809	0.1514708246	0.1504740545	0.1504704905	0.1134663696	-0.145	-0.124	-0.146	-0.135	-0.156	-0.136	-0.135	-0.136	-0.128	-0.135	-0.138	-0.138	-0.137	-0.136	-0.135	-0.138	-0.138	-0.137	-0.126	-0.136	-0.156	-0.136	-0.137	-0.136	-0.137	-0.136	-0.136	-0.136	-0.137	-0.138	-0.136	-0.126
FLQS3115GRWV	-0.0468250228	-0.0458329353	-0.0468331435	-0.0438181514	-0.0448258557	-0.0468179432	-0.0448256475	-0.0438187761	-0.0458256475	-0.0448181514	-0.0468331435	-0.0438254392	-0.0438395985	-0.0478541742	-0.0458473028	-0.0468331435	-0.0468331435	-0.0448402231	-0.0468402231	-0.0478404314	-0.0468470945	-0.0478404314	-0.0468408478	-0.0478404314	-0.0458331435	-0.0478404314	-0.0478468863	-0.0438400149	-0.0468408478	-0.0468331435	-0.0448402231	-0.0468325189	0.070485167	0.0695088025	0.0705317815	0.0675803656	0.0695560735	0.0685330946	0.0685560735	0.0695777394	0.0686040011	0.068555417	0.0696250105	0.0696250105	0.0686020315	0.0686466764	0.069671625	0.0696250105	0.0696250105	0.0696466764	0.069602688	0.0706243539	0.0676460198	0.0706243539	0.0696040011	0.0706230408	0.0696236974	0.0706243539	0.0696033446	0.0686033446	0.0696040011	0.0696250105	0.0676007184	0.071602688	-0.042	-0.041	-0.041	-0.04	-0.041	-0.041	-0.041	-0.04	-0.041	-0.041	-0.042	-0.041	-0.04	-0.042	-0.041	-0.042	-0.042	-0.041	-0.042	-0.043	-0.041	-0.043	-0.042	-0.043	-0.041	-0.043	-0.0419999999999	-0.041	-0.042	-0.042	-0.04	-0.043
FLQS310RGRWV	-0.188609852	-0.1916480244	-0.1516459037	-0.19157274	-0.1926119727	-0.1555706193	-0.154609852	-0.1545738003	-0.1576109124	-0.15457274	-0.1546480244	-0.1926119727	-0.1886798347	-0.1527561795	-0.1547201278	-0.1546480244	-0.1546480244	-0.1526808951	-0.1536830158	-0.1546840761	-0.1557190675	-0.1546840761	-0.1546840761	-0.1926851364	-0.1576501451	-0.1546840761	-0.1547190675	-0.1906851364	-0.1546840761	-0.1546480244	-0.1916883175	-0.1906459037	0.00697819979999	0.0809877551	0.0809960853	0.0450142158	0.0460051505	0.0459968203	0.0430051505	0.0440134808	0.045022791	0.0440049055	0.0830313663	0.0470316113	0.043023036	0.0450396965	0.0800482717	0.0830313663	0.0830313663	0.0440392065	0.046022791	0.0450308762	0.0450392065	0.0450308762	0.043022791	0.0450303862	0.0820306312	0.0450308762	0.047023036	0.045023036	0.043022791	0.0830313663	0.045022546	0.043022546	-0.187	-0.208	-0.19	-0.199	-0.199	-0.182	-0.181	-0.181	-0.183	-0.181	-0.192	-0.199	-0.197	-0.181	-0.19	-0.192	-0.192	-0.181	-0.181	-0.181	-0.182	-0.181	-0.18	-0.199	-0.192	-0.181	-0.182	-0.198	-0.18	-0.192	-0.198	-0.198
FLQS3106GRWV	0.0765632398	0.0734678754	0.0744625773	0.0796612533	0.0785658888	0.0776612533	0.0795685379	0.1146480082	0.0795711869	0.1186639023	0.0764652264	0.0765579418	0.1163751599	0.113184431	0.1152797955	0.0764652264	0.0764652264	0.0763751599	0.0763751599	0.0763725109	0.0742771465	0.0763725109	0.0763725109	0.0763751599	0.0764705244	0.0763725109	0.0762877425	0.0743698619	0.0763725109	0.0764652264	0.0743645639	0.0754705244	0.0516307799	0.0546559988	0.0546779845	0.0537226026	0.0537006169	0.0566792778	0.0577038501	0.0567219559	0.0537452349	0.0577019101	0.0537685139	0.0537691606	0.0597471748	0.056789853	0.058813132	0.0537685139	0.0537685139	0.054789853	0.0547471748	0.0537685139	0.0577904996	0.0537685139	0.0557478215	0.053766574	0.0537678673	0.0537685139	0.0567484681	0.0557465282	0.0557478215	0.0537685139	0.0547452349	0.0547471748	-0.059	-0.061	-0.061	-0.059	-0.058	-0.06	-0.059	-0.043	-0.059	-0.042	-0.059	-0.059	-0.043	-0.044	-0.043	-0.059	-0.059	-0.06	-0.06	-0.059	-0.062	-0.059	-0.06	-0.059	-0.06	-0.059	-0.06	-0.061	-0.06	-0.059	-0.062	-0.061
FLQS30ZQGRWV	0.0762890777	0.0732838881	0.0712836149	0.0732939942	0.0682882583	0.073293721	0.070288668	0.0692931747	0.0722889411	0.0732939942	0.0712838881	0.0712889411	0.0682791082	0.0302698215	0.0702744648	0.0712838881	0.0712838881	0.0722795179	0.0702789716	0.0712792447	0.1162806104	0.0712792447	0.0712789716	0.070278835	0.0682836149	0.0712792447	0.0702744648	0.0722793813	0.0712789716	0.0712838881	0.0722792447	0.0712842978	-0.0218360441	-0.0658350342	-0.0258393261	0.0271394668	-0.0248494247	-0.0688391999	-0.0228495509	-0.0238539691	-0.0238585134	-0.0678437443	-0.0238628053	-0.023863184	-0.0238585134	-0.025866971	-0.0218717678	-0.0238628053	-0.0238628053	-0.022866971	-0.0238585134	-0.0238624266	-0.0208672235	-0.0238624266	-0.0218587659	-0.0228625529	-0.0228630578	-0.0238624266	-0.0228588921	-0.0248585134	-0.0218587659	-0.0238628053	-0.0238580085	-0.0238583872	0.103	0.113	0.101	0.089	0.1	0.114	0.1	0.1	0.102	0.113	0.102	0.101	0.099	0.083	0.1	0.102	0.102	0.101	0.101	0.101	0.121	0.101	0.101	0.1	0.099	0.101	0.1	0.102	0.101	0.102	0.102	0.101
FLQS30YUGRWV	-0.0532641079	-0.0962637077	-0.0572636978	-0.0972640585	-0.0562640832	-0.0982640536	-0.0992638707	-0.0572640536	-0.0562640931	-0.0962640585	-0.0562639103	-0.0562640882	-0.0532637423	-0.0992631839	-0.0992633519	-0.0562639103	-0.0562639103	-0.0582635249	-0.0562637423	-0.0572637275	-0.0562635743	-0.0572637275	-0.0132637324	-0.0122637472	-0.0562639202	-0.0572637275	-0.0982633618	-0.0552637373	-0.0132637324	-0.0562639103	-0.0552637275	-0.0982637176	-0.0102461183	-0.0482687242	-0.00928949719999	-0.0423334871	-0.0083127141	-0.0102882752	-0.00931088110001	-0.0103322651	-0.040354871	-0.0093114921	0.0296011391	0.0295993062	-0.0103524272	-0.040397028	-0.043419023	0.0296011391	0.0296011391	-0.0083958061	-0.009375644	0.0306011391	-0.007396417	0.0306011391	-0.044355482	-0.008375644	-0.042376866	0.0306011391	-0.00935609299998	-0.00835609299997	-0.044355482	0.0296011391	-0.00837747690001	0.024624356	-0.538	-0.547	-0.54	-0.549	-0.539	-0.558	-0.559	-0.539	-0.531	-0.557	-0.549	-0.549	-0.537	-0.55	-0.549	-0.549	-0.549	-0.54	-0.538	-0.55	-0.539	-0.55	-0.51	-0.519	-0.53	-0.55	-0.558	-0.538	-0.51	-0.549	-0.539	-0.567
FLQS30X6GRWY	-0.0439722623	-0.0459758224	-0.00697572870001	-0.0489691707	-0.050972637	-0.00696907699999	-0.0079728244	-0.00796917069999	-0.0489725434	-0.0089694517	-0.0089757287	-0.0499724497	-0.0079750729	-0.0479851909	-0.0469820993	-0.0089757287	-0.0089757287	-0.00597882029999	-0.00597882029999	-0.047978914	-0.0489822867	-0.047978914	-0.0489791014	-0.005978914	-0.00897591600001	-0.047978914	-0.0469818182	-0.049979195	-0.0489791014	-0.0089757287	-0.0489792887	-0.0059713254	0.0133827429	0.0193864478	0.0603899525	0.061397062	0.0613934572	0.059389552	0.0583891515	0.0623971622	0.0624006668	0.0593932569	0.0614035707	0.0644041715	0.0604004666	0.0624071755	0.0604107804	0.0614035707	0.0614035707	0.0604070754	0.0574001662	0.0614034706	0.0614068751	0.0614034706	0.061400767	0.0984031702	0.0994036709	0.0614034706	0.0594002663	0.062400767	0.061400767	0.0614035707	0.0614003664	0.0594003664	0.144	0.141	0.148	0.128	0.128	0.148	0.148	0.147	0.128	0.147	0.147	0.127	0.147	0.129	0.13	0.147	0.147	0.149	0.149	0.129	0.128	0.129	0.129	0.138	0.137	0.129	0.129	0.128	0.129	0.147	0.128	0.149
FLQS30X6GRWV	-0.1199228476	-0.1189445009	-0.1169433304	-0.07790295	-0.1209275294	-0.1209035352	-0.1219228476	-0.1199052909	-0.120924018	-0.1229035352	-0.1229468418	-0.1679263589	-0.1199649837	-0.1190059494	-0.1199860518	-0.1229468418	-0.1229468418	-0.1209655689	-0.1209673246	-0.1219679098	-0.1189854666	-0.1219679098	-0.1219673246	-0.1219679098	-0.1219468418	-0.1219679098	-0.1209872222	-0.1189667394	-0.1219673246	-0.1229468418	-0.1189667394	-0.1659468418	0.1935580138	0.1955877894	0.194617565	0.1946779433	0.1556489948	0.1936208734	0.156650649	0.1946762891	0.1927060647	0.1946489948	0.1937366674	0.1587366674	0.197708546	0.1587614804	0.1957929102	0.1937366674	0.1937366674	0.1937606533	0.1587077189	0.1927325319	0.1967589991	0.1927325319	0.1557068918	0.1937308777	0.1937341861	0.1927325319	0.158708546	0.1937052376	0.1557068918	0.1937366674	0.1577027563	0.1537044105	-0.038	-0.039	-0.037	-0.018	-0.029	-0.038	-0.029	-0.039	-0.038	-0.04	-0.04	-0.052	-0.039	-0.029	-0.039	-0.04	-0.04	-0.039	-0.03	-0.039	-0.038	-0.039	-0.029	-0.039	-0.039	-0.039	-0.029	-0.038	-0.029	-0.04	-0.029	-0.049
FLQS30WFGRWV	-0.00984094410001	-0.0118288627	-0.0098291937	-0.0098470676	-0.0108406131	-0.0118404476	-0.0088348207	-0.0088399512	-0.00983482069999	-0.0068407786	-0.0118348207	-0.0108406131	-0.00982969020001	-0.0088116509	-0.0478176088	-0.0118348207	-0.0118348207	0.0291701443	0.0271709718	0.0271711373	-0.0108172778	0.0271711373	0.0281709718	0.0261713028	0.0261653448	0.0271711373	-0.0128232358	-0.0108230703	0.0281709718	-0.0118348207	-0.0098229048	-0.0118349862	-0.0572571949	-0.0152605456	-0.0532636318	-0.0502701568	-0.0522670707	-0.05326372	-0.0172668943	-0.0152703332	-0.052273243	-0.0162668943	-0.0142763292	-0.0502764174	-0.0532730667	-0.0512790627	-0.053282237	-0.0142763292	-0.0142763292	-0.0212788863	-0.0542729785	-0.0522759765	-0.0152789745	-0.0522759765	-0.0522734194	-0.0522758001	-0.052276241	-0.0522759765	-0.0522731548	-0.0522731548	-0.0522734194	-0.0142763292	-0.0522728903	-0.0542729785	-0.168	-0.18	-0.169	-0.17	-0.17	-0.17	-0.178	-0.179	-0.169	-0.178	-0.18	-0.171	-0.169	-0.169	-0.187	-0.18	-0.18	-0.16	-0.151	-0.152	-0.179	-0.152	-0.152	-0.153	-0.153	-0.152	-0.171	-0.17	-0.152	-0.18	-0.17	-0.17
FLQS30VBGRWV	-0.0282869301	-0.0672854304	-0.0662854304	-0.0282883868	-0.0262868444	-0.0292884725	-0.0282868872	-0.028288344	-0.0292868872	-0.0282883868	-0.0302853019	-0.0272868015	-0.0242840165	-0.0302809744	-0.0622825169	-0.0302853019	-0.0302853019	-0.0282840165	-0.065283888	-0.0302838451	-0.028282474	-0.0302838451	-0.0642838451	-0.0292838451	-0.0292853019	-0.0302838451	-0.0292823883	0.010714441	-0.0642838451	-0.0302853019	-0.0262838451	-0.0292853876	0.0165805769	0.016584359	-0.0204120634	0.0525988739	0.0135915142	0.016588141	0.0175918209	0.0155951941	0.0516025538	0.0175915142	0.050605927	0.0156063358	-0.0204011261	0.0486090957	0.016609709	0.050605927	0.050605927	0.0486090957	0.0506024516	0.0506057225	0.0166055181	0.0506057225	0.051602656	0.0526057225	0.0516060292	0.0506057225	0.052602656	0.0496022471	0.051602656	0.050605927	0.0155985673	0.0526024516	0.00900000000001	-0.00899999999999	0.0	-0.00100000000003	0.011	0.00900000000001	0.00899999999996	0.00900000000001	-0.00100000000003	0.00799999999998	-0.000999999999976	0.00900000000001	0.02	-0.001	-0.00600000000003	-0.000999999999976	-0.000999999999976	0.0	-0.017	-0.000999999999976	0.00899999999996	-0.000999999999976	-0.017	-0.000999999999976	-0.000999999999976	-0.000999999999976	-0.001	0.018	-0.017	-0.000999999999976	0.00900000000001	-0.001
