SN	Distance_X_LOGO_MainBoard_Sim1	Distance_X_LOGO_MainBoard_Sim2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_Sim1	Distance_Y_LOGO_MainBoard_Sim2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_Sim1	Angle_MainBoard_Sim2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32
FLQS2044GRWY	0.0352670643	0.0332884549	0.0372875877	0.0332884549	0.0352884549	0.0332780487	0.0042884549	0.033288744	0.0352777596	0.0372774706	0.0352884549	0.0382676425	0.0372974158	0.0372872987	0.0042864315	0.0372971268	0.0033089783	0.0372780487	0.034288744	0.0382971268	0.0382670643	0.0362673534	0.0052864315	0.034288744	0.0353086893	0.0372670643	0.0043066658	0.0342780487	0.0372875877	0.0362676425	0.0342679315	0.0352670643	0.0297317737	-0.032273042	0.0327335205	-0.0322680847	-0.000271389599995	-0.0342681319	0.0307334733	-0.0332698316	-0.00126326899999	0.0307317737	-0.000271389599995	0.0317317265	-0.0322680375	-0.0012713424	0.0017369199	-0.000271342399998	0.0317335205	0.0337301212	0.0327350314	-0.032273042	-0.000266526700003	-0.0302712479	0.0327352674	-0.0012698316	-0.000273136400004	0.029730074	-0.0402715312	0.0017286104	0.0327319153	0.0307267691	0.000733473300002	0.0297317737	-0.662	-0.633	-0.663	-0.632	-0.647	-0.631	-0.678	-0.631	-0.646	-0.661	-0.647	-0.661	-0.63	-0.647	-0.663	-0.646	-0.678	-0.662	-0.664	-0.63	-0.646	-0.632	-0.678	-0.648	-0.647	-0.661	-0.642	-0.648	-0.662	-0.662	-0.647	-0.662
FLQS312SGRWV	0.00852393510001	0.0065118193	0.0105027325	-0.0254984791	0.0065115164	-0.0274878778	-0.0284990849	-0.027498782	0.0075224206	-0.0254869691	0.0065115164	0.00653271899999	0.0094921312	-0.0244969646	-0.0264869691	0.010492737	0.0074906167	0.0075227235	-0.026498782	-0.023507263	0.0065333248	-0.0244760649	-0.0274869691	-0.0284993878	0.0064912225	0.0105236322	0.0094924341	-0.0274881807	0.0105027325	0.0085336277	-0.0274769736	0.00852393510001	-0.0133596075	-0.0133555496	-0.0123616364	-0.0133615784	-0.0123575785	-0.0143615784	-0.0143615784	-0.0133594915	-0.0153655783	-0.0123596654	-0.0123575785	-0.0143596075	-0.0143616364	-0.0123576365	-0.0143656942	-0.0123575785	-0.0123616364	-0.0123575785	-0.0143636073	-0.0133554916	-0.0133636073	-0.0133576365	-0.0143637812	-0.0123575785	-0.0133554337	-0.0133575785	-0.0133596075	-0.0123575785	-0.0113597234	-0.0133535207	-0.0143615784	-0.0133596075	0.000999999999976	-0.000999999999976	0.00199999999998	-0.016	-0.00199999999995	-0.016	-0.017	-0.018	0.0	-0.017	-0.00199999999995	0.0	0.000999999999976	-0.016	-0.017	0.00100000000003	0.0	-0.001	-0.017	-0.016	0.0	-0.016	-0.017	-0.018	0.0	0.001	0.000999999999976	-0.018	0.00100000000003	0.0	-0.017	0.000999999999976
FLQS31J6GRWY	0.00104277100001	0.0029696125	-0.00202838310001	0.000966605999999	0.0009676082	0.0020026842	0.0009676082	0.0009676082	-0.0319973158	-0.000994309299998	0.0009676082	0.0010357558	-6.34590999979e-05	-2.83831000019e-05	-0.000993307099996	0.0319696125	0.0008984583	-0.000999320200002	0.0009676082	0.0339706147	0.00103776020001	0.0010417689	6.69290000843e-06	0.000966605999999	0.0019004627	0.0010417689	-6.24569999985e-05	0.00200368640001	-2.83831000019e-05	0.0020407667	0.0030397645	0.00104277100001	-0.000839882299999	-0.0018458483	-0.0018368548	-0.0018366768	-0.00384290989999	-0.000836676799999	-0.0028367658	-0.0028397933	-0.00283079979999	-0.0018400604	-0.00384290989999	-0.0018398823	-0.0018368548	-0.00184308790001	-0.00283079979999	-0.0028433551	-0.002837122	-0.0378462935	-0.0018337383	-0.00284647159999	-0.0038340054	-0.00184308790001	-0.0018338273	-0.00384299890001	0.0351533503	-0.000843087900002	-0.00183997140001	-0.000842909899994	-0.000839793300003	-0.00184932100001	-0.0018366768	-0.000839882299999	-0.7	-0.698	-0.7	-0.699	-0.698	-0.699	-0.699	-0.698	-0.714	-0.7	-0.698	-0.698	-0.699	-0.7	-0.699	-0.683	-0.698	-0.681	-0.699	-0.682	-0.697	-0.699	-0.7	-0.698	-0.717	-0.699	-0.698	-0.699	-0.7	-0.699	-0.698	-0.7
FLQS31FWGRWY	0.00555871380001	0.0055617951	0.0065616685	0.0065618373	0.0055618796	0.00556036	0.0055617951	0.0065618796	0.0385590093	0.0055602334	0.0055618796	0.0045590093	0.0065631881	0.00556166850001	0.0065601912	-0.0324352924	0.0365633991	0.00456040220001	0.0055618796	0.0045631458	0.0045588827	0.006558756	0.0055601912	0.0375604866	0.0045647498	0.005558756	0.0055631036	0.0055602756	0.0075616263	0.005558756	-0.0324395556	0.00555871380001	0.0444786536	0.0424743913	0.0414805747	0.00747859359999	0.00847439130001	0.0434806947	0.0404805146	0.0084784735	0.044484837	0.0434785936	0.00847439130001	0.0454785336	0.00847865359999	0.0074743913	0.00748273590001	0.0054742112	0.0074784135	0.0084743313	0.0084806947	0.00547205	0.0094805747	0.0444764925	0.00848075479999	0.0444764925	0.0064718699	0.0444764925	0.00847655249999	0.0414763724	0.00947667260001	0.0094722301	0.0424807548	0.0444786536	-0.016	-0.016	-0.015	0.00299999999999	0.00200000000001	-0.016	-0.015	0.00200000000001	0.0	-0.016	0.00200000000001	-0.017	0.00200000000001	0.00200000000001	0.00200000000001	-0.016	0.017	0.000999999999976	0.00200000000001	0.00199999999998	0.0	-0.016	0.00100000000003	0.0	0.00200000000001	-0.017	0.00200000000001	-0.015	0.00199999999995	0.00200000000001	-0.034	-0.016
FLQS31CRGRWY	-0.0454564379	-0.0134674556	-0.0464752486	-0.0444760548	-0.0454765922	-0.0444666494	-0.0454763235	-0.0454765922	-0.0454669182	-0.046466112	-0.0454765922	-0.044458319	-0.0454849227	-0.0444663807	-0.0454658433	-0.0444843853	-0.0774945968	-0.0454671869	-0.0454760548	-0.076484654	-0.0454577815	-0.0754564379	-0.046466112	-0.0444763235	-0.0124857289	-0.0464569754	-0.0454843853	-0.0454666494	-0.0464755173	-0.0444567066	-0.0434569754	-0.0454564379	-0.0124353943	-0.012414088	-0.0134455705	-0.0134471605	-0.0124252181	-0.0124468425	-0.0134458885	-0.0134363483	-0.0134678308	-0.0124353943	-0.0124252181	-0.0124357123	-0.0114465245	-0.0134236281	-0.0124678308	0.0225763719	-0.0134452525	-0.0124242641	-0.0134573367	0.0225875021	-0.0134570186	-0.0114239461	-0.0134570186	-0.0114249001	0.0225884561	-0.0134239461	-0.0124350763	-0.0124245821	-0.0124353943	-0.0114020038	-0.0134468425	-0.0124353943	-0.063	-0.047	-0.063	-0.062	-0.063	-0.062	-0.063	-0.063	-0.062	-0.063	-0.063	-0.062	-0.063	-0.062	-0.063	-0.079	-0.078	-0.063	-0.063	-0.096	-0.062	-0.079	-0.063	-0.063	-0.064	-0.064	-0.064	-0.064	-0.064	-0.063	-0.061	-0.063
FLQS319LGRWY	0.0238919398	-0.0071545751	0.0248454249	-0.050182091	0.0268441146	-0.0141585059	-0.00815588540001	-0.00915523020001	-0.0101342658	-0.0081323004	0.0268441146	0.0249109388	0.0258238053	-0.0051526097	0.0238683548	0.0268251156	-0.0082004348	-0.0101342658	-0.0511834012	0.0268244604	-0.0091100256	-0.00810806019999	-0.0081316452	-0.0081565405	-0.00920109	0.0248912846	-0.0182043657	0.0278683548	-0.0071545751	0.0248912846	-0.0101336107	0.0238919398	0.000190819099998	0.0011843628	0.0391974546	0.0391972753	0.0011875013	0.041197365	0.039197365	0.0391940472	0.00120032409999	0.0391941369	0.0011875013	0.0021906397	0.0031975443	0.0401912674	0.000200234399991	0.0421912674	0.037197365	0.0011875013	-0.000803083400001	0.0441880393	0.002196827	0.0031911777	0.00119718560001	0.0411912674	-0.040819762	0.0001876806	0.0021909984	-0.0408162649	0.0381944955	-0.0358185066	0.0851975443	0.000190819099998	-0.005	-0.021	-0.023	-0.06	-0.00400000000002	-0.044	-0.04	-0.04	-0.022	-0.039	-0.00400000000002	-0.00399999999996	-0.005	-0.039	-0.005	-0.024	-0.039	-0.021	-0.041	-0.024	-0.022	-0.022	-0.021	-0.041	-0.00100000000003	-0.00400000000002	-0.027	0.017	-0.038	0.013	-0.064	-0.005
FLQS319HGRWY	-0.0684864208	-0.0305149908	-0.0285397	-0.030515763	-0.031515763	-0.0314887373	-0.0325173073	-0.0285149908	-0.0304864208	-0.0655126743	-0.031515763	-0.0324624838	-0.0285659535	-0.02951113	-0.032487193	-0.0295651813	-0.0305690421	-0.0334887373	-0.0305165351	-0.0665659535	-0.0324601673	-0.0674864208	-0.0675134465	-0.0325173073	-0.0305674978	-0.0664856487	-0.0295651813	-0.0324895095	-0.0275397	-0.0304593952	-0.0664879652	-0.0684864208	0.1100561117	0.074061352	0.0750561625	0.0760560099	0.0740595204	0.0760561117	0.0760560608	0.1070562134	0.0740507696	0.0750579941	0.0740595204	0.0720578924	0.0750561117	0.0740579432	0.1100508205	0.0740597239	0.0740561117	0.0730597239	0.0420542801	0.0730615555	0.074054331	0.0760578924	0.0390543819	0.1060579432	0.0730616572	0.0760597239	0.0740578924	0.0750595713	0.0390578924	0.0740616572	0.1080543819	0.1100561117	-0.111	-0.076	-0.074	-0.077	-0.076	-0.077	-0.077	-0.091	-0.076	-0.094	-0.076	-0.076	-0.075	-0.074	-0.094	-0.075	-0.075	-0.076	-0.06	-0.093	-0.076	-0.094	-0.077	-0.093	-0.075	-0.094	-0.075	-0.077	-0.056	-0.075	-0.111	-0.111
FLQS317CGRWY	0.0178287455	0.0178176156	0.017818073	0.0178174632	0.0168174632	0.0168227994	0.0568174632	0.0168174632	0.0188229519	0.0178231043	0.0168174632	0.0208279832	0.0548125843	0.0168179205	0.0178235617	-0.0191929044	0.0168069431	0.016822342	0.0178174632	0.0178127368	0.0198282881	0.0178284406	0.0178234093	0.0178173107	0.0158069431	0.018828593	0.0188128892	0.0178227994	0.0168177681	0.0178282881	0.0168282881	0.0178287455	-0.0774456037	-0.0744325677	-0.0764525167	-0.0754529117	-0.0754392832	-0.0764527142	-0.0764523192	-0.0754459987	-0.0754669353	-0.0774454062	-0.0754392832	-0.0754458012	-0.0784527142	-0.0754392832	-0.0774665403	-0.0764390857	-0.0754527142	-0.0784311851	-0.0764598248	-0.0764317776	-0.0754594297	-0.0764388882	-0.0774598248	-0.0774388882	-0.1114240745	-0.0764386907	-0.1104392832	-0.0764390857	-0.0764461962	-0.0774246671	-0.0784527142	-0.0774456037	-0.637	-0.639	-0.637	-0.638	-0.638	-0.637	-0.619	-0.638	-0.638	-0.637	-0.638	-0.637	-0.619	-0.638	-0.638	-0.656	-0.639	-0.637	-0.637	-0.638	-0.637	-0.638	-0.637	-0.638	-0.621	-0.638	-0.62	-0.638	-0.638	-0.636	-0.637	-0.637
FLQS3160GRWY	-0.0747159373	-0.0397586408	-0.0417385092	-0.0417598609	-0.0727598609	-0.0417385092	-0.0717598609	-0.0397598609	-0.0737403393	-0.072736679	-0.0727598609	-0.0417195976	-0.0747806026	-0.0737586408	-0.0417165474	-0.0757806026	-0.0728019543	-0.0417403393	-0.0407598609	-0.0747799926	-0.0747189876	-0.0747165474	-0.041736679	-0.073761081	-0.0408007342	-0.0757165474	-0.0747799926	-0.0407378991	-0.0727580308	-0.0747171574	-0.0417165474	-0.0747159373	0.0854028233	0.0854011516	0.0874036955	0.0834036713	0.0854019995	0.0844036713	0.086403647	0.0844028233	0.0864053188	0.0854027748	0.0854019995	0.0854028233	0.0874036955	0.0854019511	0.085405343	0.090402048	0.088403647	0.0844019753	0.084404495	0.0854010789	0.0844044708	0.0844019269	0.085404495	0.0864019753	0.0874010062	0.0864019511	0.0874028475	0.0864019995	0.0864028718	0.0854002309	0.0864036955	0.0854028233	-0.307	-0.29	-0.293	-0.291	-0.306	-0.29	-0.307	-0.29	-0.307	-0.306	-0.306	-0.292	-0.309	-0.307	-0.292	-0.31	-0.308	-0.291	-0.29	-0.308	-0.307	-0.307	-0.291	-0.308	-0.291	-0.308	-0.308	-0.291	-0.308	-0.308	-0.292	-0.307
FLQS3126GRWV	-0.0165334289	-0.0114555814	-0.0164555814	-0.0124544849	-0.0434193987	-0.0114950534	-0.0114533885	-0.0414215916	-0.0434566778	-0.0154950534	-0.0434193987	-0.0125290431	-0.0144183023	-0.0164555814	-0.0164950534	-0.0164183023	-0.0103777339	-0.0134884747	-0.0114555814	-0.0154193987	-0.011531236	-0.0155334289	-0.0164950534	-0.0114533885	-0.042345937	-0.0155334289	-0.0433876019	-0.0124939569	-0.0164555814	-0.0145334289	-0.00953342890001	-0.0165334289	0.0113129858	0.0133001284	0.0453173977	0.0473173977	0.0133042882	0.0473176498	0.0123173977	0.0473128598	0.0113215575	0.0463128598	0.0133042882	0.0113129858	0.0453173977	0.0453084479	0.0123219356	0.0133040361	0.0133172717	0.047308574	0.0143176498	0.0132996242	0.0103215575	0.0453084479	0.0123176498	0.0473087	0.0122994981	0.0113084479	0.0133129858	0.011308574	0.0453131119	0.0452994981	0.0133177759	0.0113129858	0.021	0.022	0.005	0.006	0.00699999999998	0.00599999999997	0.023	-0.00900000000001	0.00899999999996	0.00399999999999	0.00699999999998	0.023	0.00500000000002	0.00399999999999	0.021	0.02	0.023	0.00400000000002	0.022	0.021	0.024	0.005	0.021	0.00600000000003	0.00799999999998	0.021	0.00799999999998	0.023	0.005	0.005	0.024	0.021
FLQS3115GRWV	-0.0461529814	-0.0471732651	-0.0141727168	-0.0151732651	-0.0481732651	-0.0161633973	-0.0461729909	-0.0161732651	-0.0471633973	-0.0151631232	-0.0481732651	-0.0151540778	-0.0151823105	-0.0461727168	-0.014162575	-0.0151820364	-0.0451921782	-0.0471724427	-0.0151729909	-0.0161820364	-0.0161535296	-0.0141529814	-0.015162575	-0.0161735392	-0.0471921782	-0.0141532555	-0.0151817623	-0.0151633973	-0.0151727168	-0.0441538037	-0.0161538037	-0.0461529814	0.0505826567	0.0495284719	0.080630821	0.0506074915	0.0815788939	0.0496074915	0.0506315736	0.051580399	0.0496827481	0.0195819042	0.0815788939	0.049580399	0.0476074915	0.0805781413	0.0806850058	0.0485548118	0.0166059863	0.0485525541	0.0516564083	0.0485277194	0.0496541506	0.0495796465	0.0506594186	0.0495788939	0.0475262142	0.0505781413	0.0485811516	0.0785766362	0.0486052338	0.0795247091	0.0496074915	0.0505826567	-0.034	-0.034	-0.033	-0.018	-0.05	-0.019	-0.034	-0.02	-0.034	-0.00300000000001	-0.05	-0.019	-0.018	-0.048	-0.033	-0.018	-0.017	-0.034	-0.019	-0.018	-0.019	-0.017	-0.018	-0.019	-0.034	-0.018	-0.018	-0.033	-0.018	-0.048	-0.019	-0.034
FLQS310RGRWV	0.0208297338	0.0197172465	0.0217218068	0.0197157264	-0.0112842736	0.02077045	0.0207643696	0.0197142063	0.0198160529	0.0207734902	-0.0112842736	0.0518677362	0.0216701235	0.0207233269	0.0197734902	0.0196701235	-0.0123906804	0.0187643696	-0.0122857937	0.0196701235	-0.0131778667	0.0208282137	0.0207750103	0.0217643696	0.0206123598	0.0198266936	0.0196701235	0.01977045	0.0217218068	0.0188236534	0.0218266936	0.0208297338	0.0748657963	0.0408413851	0.0418660356	0.0428665143	0.0408497615	0.0418660356	0.0418662749	0.0418576592	0.041883267	0.075865557	0.0408497615	0.074865557	0.0398665143	0.0408497615	0.0418827884	0.0398492828	0.0388657963	0.0738488042	0.0428748907	0.0408406671	0.0398741727	0.0418495222	0.0748827884	0.0418495222	0.0418399491	0.0748571806	0.0398578986	0.0428497615	0.0408581379	0.0408325301	0.0428665143	0.0748657963	-0.147	-0.131	-0.13	-0.131	-0.147	-0.131	-0.13	-0.131	-0.131	-0.147	-0.147	-0.132	-0.129	-0.13	-0.131	-0.13	-0.146	-0.148	-0.147	-0.131	-0.147	-0.131	-0.148	-0.13	-0.13	-0.147	-0.129	-0.13	-0.129	-0.13	-0.13	-0.147
FLQS3106GRWV	0.1518491171	0.1217286809	0.1537320263	0.1207270082	0.1217270082	0.1537872263	0.1547286809	0.1197270082	0.1177838808	0.1527905717	0.1217270082	0.1198424262	0.1526751537	0.1517320263	0.1537922445	0.1526768264	0.1196099174	0.1177822081	0.1197253354	0.1546784991	0.1188457717	0.1518474444	0.1517905717	0.1197253354	0.1546149356	0.1528474444	0.1546784991	0.1547872263	0.1517303536	0.1528474444	0.1538474444	0.1518491171	0.0318460644	0.0317978896	0.0308687753	0.0318701518	0.0308226652	0.0318701518	0.03387084	0.000844687899999	0.0289162619	0.0308460644	0.0308226652	0.0288446879	0.0328701518	0.0318212888	0.0039190148	0.0318206005	0.0308687753	0.0278206005	0.0318942392	0.0317965131	0.0278914863	0.031821977	0.0328956156	0.029821977	0.0337951367	0.030821977	0.0318453762	0.0308212888	0.0298453762	0.00077311399999	0.0308694636	0.0318460644	0.706	0.691	0.706	0.69	0.691	0.706	0.705	0.705	0.69	0.706	0.691	0.69	0.706	0.706	0.72	0.706	0.69	0.69	0.69	0.706	0.691	0.706	0.705	0.69	0.706	0.706	0.706	0.707	0.706	0.721	0.707	0.706
FLQS30ZQGRWV	0.0888465534	0.0278468182	0.0898467414	0.0278468209	0.0608468209	0.0568467255	0.0288468209	0.0288468182	0.0288467361	0.0608467282	0.0608468209	0.0608466487	0.057846911	0.0608468156	0.0578467282	0.0598469057	0.0278470063	0.0608467414	0.0588468235	0.0608469083	0.0598466461	0.087846556	0.0608467255	0.0288468235	0.059847001	0.0238467308	0.0598469057	0.0598467255	0.0608468182	0.0608466355	0.0558466302	0.0888465534	0.0242026049	-0.0127879618	-0.0107973951	-0.0487969908	-0.0107880966	-0.0497971256	0.026197484	-0.0497924089	-0.0098122188	0.0262023354	-0.0107880966	-0.0107976646	-0.0497973951	0.0272067825	-0.0108118145	0.026207052	0.0291973492	0.027207052	0.0251933064	0.0242117687	0.0231931717	-0.0147928132	0.0251927674	0.0282063782	-0.0137825714	-0.0117879618	-0.0127925437	0.0272073215	0.0282019311	-0.01278338	-0.0487972603	0.0242026049	-0.646	-0.658	-0.628	-0.64	-0.642	-0.625	-0.677	-0.639	-0.658	-0.66	-0.642	-0.642	-0.625	-0.661	-0.644	-0.66	-0.678	-0.66	-0.662	-0.66	-0.66	-0.627	-0.66	-0.677	-0.641	-0.66	-0.642	-0.662	-0.662	-0.642	-0.625	-0.646
FLQS30YUGRWV	0.0626912565	0.0646978563	0.0966945564	0.0286980396	0.0626981312	0.0626948314	0.0636979479	0.0296980396	0.0636910732	0.0956914399	0.0626981312	0.0626880483	0.0617008811	0.0956945564	0.0976912565	0.0627006978	0.0617013394	0.0626945564	0.0296979479	0.0626975813	0.0616879567	0.0626911649	0.0976912565	0.0636981312	0.142696848	0.0966882317	0.0637006978	0.0646946481	0.0636977646	0.0616882317	0.0636915315	0.0626912565	-0.079897248	-0.00187843339999	-0.0409200944	-0.0759200944	-0.0778750737	-0.0409207663	-0.0399207663	-0.0398965761	-0.0429657871	-0.0408959041	-0.0778750737	-0.08089792	-0.0399200944	-0.005897248	-0.0429651151	-0.0408723858	-0.0419200944	-0.0808750737	-0.0419422688	-0.0418481956	-0.0409429407	-0.0398737297	-0.0409436127	-0.0788737297	0.0101168629	-0.0418723858	-0.039897248	-0.0388750737	-0.077897248	-0.0788253493	-0.0399214383	-0.079897248	-0.621	-0.658	-0.622	-0.639	-0.621	-0.639	-0.639	-0.656	-0.638	-0.623	-0.621	-0.619	-0.64	-0.64	-0.622	-0.639	-0.64	-0.619	-0.655	-0.639	-0.639	-0.64	-0.622	-0.619	-0.626	-0.622	-0.64	-0.64	-0.62	-0.62	-0.639	-0.621
FLQS30X6GRWY	0.0148904114	-0.0210880203	-0.0240883157	-0.0230874294	-0.0220874294	-0.0220980658	-0.0210874294	-0.0220874294	-0.0240983613	-0.0230989522	-0.0220874294	-0.0231081113	-0.0230782702	-0.0560889067	-0.0241084068	0.0169211389	-0.0230670429	-0.0230977704	-0.0230874294	-0.0550785657	-0.0581084068	0.0168907068	-0.0560992476	-0.0230871339	-0.0220673383	-0.0231092932	-0.0230785657	-0.0230977704	-0.0240883157	0.0078818431	-0.0231084068	0.0148904114	0.0755028746	0.0724962307	0.0725061017	0.0725062915	0.0724995527	0.0715092338	0.0735061966	0.0715027797	0.1075159727	0.0715027797	0.0724995527	0.0765028746	0.0715061966	0.0714994578	0.0735129354	0.0734994578	0.0735061966	0.0754994578	0.0755097084	0.073495946	0.0735091389	0.1085028746	0.0735097084	0.0734996476	0.0734957561	0.0724995527	0.0715027797	0.1045025899	0.0705028746	0.070495946	0.0375061017	0.0755028746	0.655	0.638	0.638	0.638	0.638	0.638	0.638	0.638	0.62	0.638	0.638	0.636	0.638	0.622	0.638	0.657	0.638	0.636	0.637	0.622	0.62	0.64	0.621	0.638	0.638	0.638	0.638	0.622	0.638	0.655	0.655	0.655
FLQS30X6GRWV	-0.0654144977	-0.1374656511	-0.0594647294	-0.0644490608	-0.0634486	-0.0644320097	-0.0994490608	-0.0644490608	-0.1004306271	-0.1014486	-0.0634486	-0.1024158802	-0.1024799372	-0.1344633469	-0.1024486	-0.1354785547	-0.099480398	-0.1004306271	-0.0634490608	-0.1024790155	-0.1014144977	-0.0594315488	-0.065431088	-0.0984490608	-0.0634794764	-0.0664154194	-0.1024794764	-0.0634315488	-0.1334647294	-0.0654154194	-0.0994315488	-0.0654144977	0.1700340133	0.1709719717	0.1740663828	0.1710645845	0.1710061396	0.1710654837	0.173067282	0.1700340133	0.1361311219	0.1730358116	0.1710061396	0.1720376099	0.1740663828	0.135002543	0.1741329202	0.172002543	0.1710663828	0.1720043413	0.1700960549	0.1709719717	0.1710978532	0.1320034421	0.2110996515	0.1720052404	0.171967476	0.1700034421	0.1740358116	0.135002543	0.1320349125	0.1679396022	0.171067282	0.1700340133	-0.72	-0.756	-0.718	-0.72	-0.72	-0.719	-0.738	-0.719	-0.72	-0.739	-0.72	-0.739	-0.74	-0.736	-0.739	-0.756	-0.738	-0.739	-0.719	-0.739	-0.738	-0.698	-0.74	-0.738	-0.72	-0.72	-0.74	-0.701	-0.735	-0.719	-0.737	-0.72
FLQS30WFGRWV	-0.0374577082	-0.0364609241	-0.038460836	-0.00146092409999	-0.0014609682	-0.0034594263	-0.0024594703	-0.00246096819999	-0.0044579725	-0.0364592941	-0.0014609682	-0.0014580165	-0.0014622898	-0.036460792	-0.00145920600001	-0.004460836	-0.00446251010001	-0.0014595584	-0.000460924100004	-0.00446088010001	-0.0024579284	-0.0044562984	-0.036459206	-0.0404611004	0.032537534	-0.0044562984	0.031539208	-0.0024594263	-0.035460792	-0.0044563865	-0.0034578403	-0.0374577082	0.0021510828	0.0031580472	0.00314765100001	0.0011474492	-0.000845384499996	0.000147751999997	0.0001478529	0.000151183699998	-0.000859313400007	0.0011511837	-0.000845384499996	0.000151385600013	0.000147550100003	0.00315461550001	0.000140585600001	0.0011547164	0.0361475501	0.0331549183	0.0341440174	0.00115835	-0.00185547789999	0.0011546155	0.0341440174	-0.0018450817	0.0361585519	0.000154918300005	0.0351511837	0.0011546155	0.0031509818	0.000161983600002	0.00114755009999	0.0021510828	-0.024	-0.023	-0.024	-0.005	-0.00400000000002	-0.00600000000003	-0.00600000000003	-0.00500000000002	-0.005	-0.023	-0.00400000000002	-0.005	-0.005	-0.024	-0.005	-0.00599999999997	-0.024	-0.022	-0.022	-0.00699999999998	-0.00400000000002	-0.00700000000001	-0.039	-0.023	-0.00599999999997	-0.006	-0.005	-0.006	-0.023	-0.00700000000003	-0.00700000000001	-0.024
FLQS30VBGRWV	0.0769100908	0.0788963492	0.0458844156	0.0758836924	0.044884054	0.0748967108	0.1118963492	0.045884054	0.0778959876	0.0448967108	0.044884054	0.0779082827	0.0768724821	0.0778847773	0.075897434	0.0778728437	0.0788587405	0.0788959876	0.0768836924	0.0788724821	0.0408959876	0.0769097292	0.0448970724	0.1128959876	0.0778591021	0.0769097292	0.0778728437	0.077897434	0.0778844156	0.0779093676	0.0769093676	0.0769100908	-0.0152596305	-0.0522678972	-0.0512554389	-0.0932603291	-0.0512637056	-0.0952604455	-0.0152555554	-0.0172555554	-0.0172430971	-0.0512596305	-0.0512637056	-0.0522598634	-0.0952602127	-0.0552638221	-0.0522472887	-0.0542638221	-0.0532556718	-0.0522640549	-0.0532514803	-0.05426813	-0.0522517131	-0.0552635892	-0.0522512474	-0.0152592812	-0.01626813	-0.0142637056	-0.0522596305	-0.0542639385	-0.0152595141	-0.0162678972	-0.0922600962	-0.0152596305	0.038	0.058	0.042	0.077	0.041	0.077	0.056	0.024	0.041	0.041	0.041	0.058	0.078	0.06	0.056	0.059	0.058	0.058	0.057	0.059	0.04	0.058	0.041	0.057	0.039	0.038	0.057	0.058	0.039	0.039	0.076	0.038
