SN	Distance_X_LOGO_Motor1	Distance_X_LOGO_motor2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Motor1	Distance_Y_LOGO_motor2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Motor1	Angle_motor2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
FLQS30W7GRWY____	-0.216	-0.211	-0.215	-0.208	-0.213	-0.214	-0.215	-0.215	-0.211	-0.213	-0.212	-0.213	-0.213	-0.213	-0.212	-0.212	-0.212	-0.212	-0.213	-0.213	-0.213	-0.213	-0.213	-0.212	-0.211	-0.212	-0.211	-0.213	-0.213	-0.213	-0.214	-0.212	-0.080	-0.083	-0.081	-0.118	-0.080	-0.084	-0.085	-0.085	-0.082	-0.083	-0.084	-0.084	-0.081	-0.082	-0.084	-0.084	-0.081	-0.084	-0.080	-0.084	-0.084	-0.083	-0.084	-0.080	-0.080	-0.084	-0.082	-0.079	-0.083	-0.084	-0.083	-0.081	-0.086	-0.084	-0.085	-0.080	-0.085	-0.085	-0.086	-0.085	-0.083	-0.084	-0.084	-0.084	-0.084	-0.084	-0.084	-0.084	-0.083	-0.084	-0.084	-0.084	-0.084	-0.084	-0.084	-0.083	-0.084	-0.084	-0.083	-0.085	-0.084	-0.084	-0.084	-0.084	-0.213	-0.084	-0.084	2016_7_13_9_04_51
FLQS300JGRWM____	-0.432	-0.437	-0.434	-0.465	-0.439	-0.437	-0.437	-0.438	-0.436	-0.469	-0.445	-0.515	-0.479	-0.447	-0.465	-0.465	-0.440	-0.520	-0.480	-0.402	-0.515	-0.436	-0.515	-0.464	-0.438	-0.443	-0.433	-0.432	-0.505	-0.435	-0.436	-0.469	-0.059	-0.029	-0.059	-0.058	-0.029	-0.030	-0.030	-0.029	-0.029	-0.027	-0.037	-0.040	-0.022	-0.100	-0.054	-0.054	-0.025	-0.043	-0.025	-0.029	-0.040	-0.029	-0.040	-0.020	-0.021	-0.133	-0.026	-0.060	-0.057	-0.029	-0.029	-0.029	-0.186	-0.190	-0.187	-0.200	-0.190	-0.190	-0.190	-0.191	-0.190	-0.203	-0.193	-0.221	-0.208	-0.189	-0.201	-0.201	-0.192	-0.222	-0.208	-0.176	-0.221	-0.190	-0.221	-0.202	-0.191	-0.186	-0.189	-0.186	-0.216	-0.190	-0.190	-0.203	-0.456	-0.041	-0.197	2016_7_13_9_04_55
FLQS303AGRWY____	-0.023	-0.041	-0.044	-0.046	-0.046	-0.013	-0.047	-0.043	-0.047	-0.047	-0.013	-0.046	-0.045	-0.047	-0.045	-0.045	-0.042	-0.044	-0.045	-0.046	-0.046	-0.046	-0.046	-0.040	-0.038	-0.047	-0.048	-0.047	-0.045	-0.014	-0.046	-0.047	0.046	0.012	0.046	0.010	0.039	0.013	0.040	0.013	0.035	0.033	0.039	0.038	0.035	0.035	0.039	0.039	0.010	0.038	0.012	0.040	0.038	0.039	0.038	0.043	0.045	0.041	0.010	0.009	0.014	0.040	0.039	0.011	-0.012	-0.017	-0.021	-0.019	-0.021	-0.006	-0.021	-0.018	-0.021	-0.021	-0.008	-0.021	-0.021	-0.021	-0.021	-0.021	-0.017	-0.021	-0.018	-0.021	-0.021	-0.021	-0.021	-0.019	-0.018	-0.022	-0.020	-0.020	-0.019	-0.008	-0.022	-0.019	-0.041	0.031	-0.019	2016_7_13_9_05_00
FLQS303SGRWY____	-0.299	-0.289	-0.304	-0.287	-0.290	-0.260	-0.287	-0.288	-0.288	-0.289	-0.290	-0.320	-0.318	-0.287	-0.289	-0.289	-0.292	-0.317	-0.252	-0.289	-0.320	-0.318	-0.320	-0.291	-0.293	-0.291	-0.288	-0.288	-0.287	-0.288	-0.288	-0.288	-0.025	-0.057	0.009	-0.061	-0.031	-0.035	-0.057	-0.058	-0.058	-0.057	-0.034	-0.058	-0.059	-0.058	-0.033	-0.033	-0.026	-0.057	-0.062	-0.036	-0.058	-0.058	-0.058	-0.061	-0.026	-0.035	-0.032	-0.062	-0.060	-0.059	-0.060	-0.031	-0.126	-0.120	-0.131	-0.120	-0.123	-0.110	-0.120	-0.120	-0.120	-0.120	-0.123	-0.133	-0.132	-0.120	-0.122	-0.122	-0.124	-0.131	-0.106	-0.122	-0.133	-0.132	-0.133	-0.121	-0.124	-0.123	-0.122	-0.120	-0.120	-0.120	-0.120	-0.122	-0.293	-0.046	-0.123	2016_7_13_9_05_05
FLQS304WGRWQ____	-0.142	-0.150	-0.152	-0.144	-0.150	-0.152	-0.150	-0.150	-0.150	-0.149	-0.149	-0.150	-0.149	-0.149	-0.148	-0.148	-0.149	-0.149	-0.147	-0.147	-0.150	-0.149	-0.150	-0.151	-0.151	-0.151	-0.148	-0.144	-0.147	-0.149	-0.148	-0.149	0.023	0.056	0.059	0.024	0.056	0.057	0.057	0.056	0.053	0.054	0.056	0.056	0.055	0.054	0.036	0.036	0.060	0.056	0.053	0.057	0.056	0.058	0.056	0.061	0.060	0.058	0.053	0.022	0.055	0.055	0.055	0.055	-0.062	-0.068	-0.070	-0.063	-0.068	-0.069	-0.068	-0.068	-0.068	-0.068	-0.068	-0.068	-0.068	-0.068	-0.066	-0.066	-0.068	-0.067	-0.067	-0.068	-0.068	-0.068	-0.068	-0.069	-0.069	-0.069	-0.067	-0.064	-0.067	-0.067	-0.068	-0.068	-0.149	0.052	-0.067	2016_7_13_9_05_09
FLQS314MGRWY____	0.088	0.091	0.118	0.125	0.120	0.118	0.120	0.120	0.120	0.089	0.119	0.119	0.090	0.089	0.121	0.121	0.117	0.119	0.121	0.120	0.119	0.089	0.119	0.090	0.117	0.119	0.118	0.115	0.121	0.090	0.090	0.085	-0.002	-0.002	-0.003	-0.039	-0.003	-0.002	0.001	-0.002	-0.002	-0.002	-0.002	-0.004	-0.000	-0.001	-0.001	-0.001	-0.001	-0.004	-0.001	-0.002	-0.004	-0.002	-0.004	-0.001	-0.002	-0.001	-0.001	-0.002	-0.001	-0.002	-0.002	-0.034	0.032	0.033	0.043	0.049	0.044	0.044	0.044	0.044	0.044	0.031	0.044	0.044	0.032	0.032	0.045	0.045	0.043	0.044	0.044	0.044	0.044	0.032	0.044	0.032	0.043	0.043	0.044	0.042	0.045	0.032	0.032	0.032	0.110	-0.004	0.040	2016_7_13_9_05_14
FLQS2137GRWV____	-0.496	-0.490	-0.484	-0.463	-0.490	-0.521	-0.519	-0.460	-0.459	-0.489	-0.493	-0.489	-0.490	-0.489	-0.456	-0.456	-0.490	-0.458	-0.490	-0.527	-0.489	-0.489	-0.489	-0.488	-0.489	-0.493	-0.458	-0.495	-0.523	-0.490	-0.489	-0.458	-0.091	-0.124	-0.128	-0.091	-0.097	-0.103	-0.124	-0.103	-0.122	-0.122	-0.100	-0.121	-0.123	-0.124	-0.100	-0.100	-0.090	-0.103	-0.096	-0.103	-0.121	-0.103	-0.121	-0.128	-0.128	-0.100	-0.096	-0.088	-0.102	-0.102	-0.102	-0.094	-0.209	-0.205	-0.202	-0.197	-0.206	-0.219	-0.217	-0.194	-0.192	-0.205	-0.207	-0.205	-0.205	-0.205	-0.193	-0.193	-0.207	-0.194	-0.206	-0.221	-0.205	-0.206	-0.205	-0.204	-0.204	-0.208	-0.194	-0.210	-0.220	-0.207	-0.206	-0.194	-0.486	-0.108	-0.205	2016_7_13_9_05_18
FLQS2168GRWV____	-0.079	-0.071	-0.080	-0.036	-0.045	-0.044	-0.072	-0.101	-0.102	-0.103	-0.102	-0.073	-0.074	-0.071	-0.070	-0.070	-0.076	-0.075	-0.102	-0.071	-0.073	-0.103	-0.073	-0.076	-0.046	-0.103	-0.102	-0.047	-0.071	-0.071	-0.104	-0.072	-0.025	-0.058	-0.028	-0.063	-0.028	-0.039	-0.036	-0.058	-0.031	-0.030	-0.037	-0.040	-0.030	-0.056	-0.037	-0.037	-0.024	-0.040	-0.058	-0.037	-0.040	-0.037	-0.040	-0.025	-0.024	-0.037	-0.029	-0.024	-0.037	-0.036	-0.037	-0.055	-0.026	-0.020	-0.026	-0.006	-0.012	-0.011	-0.022	-0.033	-0.035	-0.035	-0.035	-0.022	-0.024	-0.021	-0.022	-0.022	-0.025	-0.023	-0.033	-0.022	-0.022	-0.035	-0.022	-0.024	-0.012	-0.035	-0.035	-0.013	-0.022	-0.022	-0.035	-0.021	-0.077	-0.038	-0.024	2016_7_13_9_05_22
FLQS2238GRWM____	-0.415	-0.383	-0.405	-0.438	-0.413	-0.416	-0.412	-0.412	-0.414	-0.413	-0.415	-0.415	-0.412	-0.380	-0.383	-0.383	-0.408	-0.413	-0.414	-0.382	-0.415	-0.413	-0.415	-0.410	-0.414	-0.382	-0.415	-0.407	-0.443	-0.383	-0.414	-0.413	-0.151	-0.156	-0.189	-0.189	-0.154	-0.154	-0.179	-0.155	-0.155	-0.155	-0.154	-0.155	-0.156	-0.154	-0.155	-0.155	-0.188	-0.155	-0.154	-0.155	-0.155	-0.154	-0.155	-0.187	-0.188	-0.154	-0.183	-0.190	-0.178	-0.155	-0.153	-0.183	-0.160	-0.148	-0.154	-0.167	-0.160	-0.161	-0.157	-0.159	-0.160	-0.160	-0.161	-0.161	-0.160	-0.146	-0.148	-0.148	-0.156	-0.160	-0.160	-0.147	-0.161	-0.161	-0.161	-0.156	-0.158	-0.147	-0.159	-0.155	-0.171	-0.148	-0.160	-0.158	-0.408	-0.164	-0.157	2016_7_13_9_05_25
FLQS3137GRWY____	-0.147	-0.146	-0.148	-0.149	-0.147	-0.148	-0.145	-0.142	-0.147	-0.147	-0.147	-0.146	-0.144	-0.181	-0.146	-0.146	-0.146	-0.145	-0.144	-0.145	-0.146	-0.148	-0.146	-0.147	-0.175	-0.147	-0.147	-0.150	-0.144	-0.146	-0.146	-0.182	-0.083	-0.087	-0.083	-0.083	-0.090	-0.091	-0.118	-0.112	-0.116	-0.113	-0.114	-0.112	-0.114	-0.115	-0.092	-0.092	-0.117	-0.113	-0.088	-0.092	-0.112	-0.092	-0.112	-0.119	-0.118	-0.091	-0.087	-0.083	-0.091	-0.115	-0.115	-0.154	-0.057	-0.057	-0.058	-0.058	-0.057	-0.057	-0.054	-0.054	-0.055	-0.055	-0.056	-0.055	-0.054	-0.070	-0.057	-0.057	-0.055	-0.055	-0.056	-0.056	-0.055	-0.057	-0.055	-0.055	-0.067	-0.057	-0.057	-0.059	-0.056	-0.055	-0.056	-0.067	-0.149	-0.104	-0.057	2016_7_13_9_05_32
