SN	Distance_X_LOGO_Motor1	Distance_X_LOGO_motor2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Motor1	Distance_Y_LOGO_motor2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Motor1	Angle_motor2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
FLNS202VGRWV____	-0.220	-0.216	-0.201	-0.254	-0.218	-0.218	-0.250	-0.218	-0.250	-0.253	-0.217	-0.216	-0.217	-0.216	-0.219	-0.219	-0.250	-0.250	-0.252	-0.218	-0.216	-0.219	-0.216	-0.250	-0.248	-0.256	-0.256	-0.217	-0.218	-0.215	-0.217	-0.253	-0.011	-0.039	0.023	-0.009	-0.043	-0.015	-0.040	-0.016	-0.040	-0.012	-0.039	-0.037	-0.044	-0.044	-0.041	-0.041	-0.009	-0.037	-0.011	-0.041	-0.037	-0.041	-0.037	-0.047	-0.010	-0.009	-0.012	-0.009	-0.017	-0.041	-0.041	-0.012	-0.096	-0.092	-0.091	-0.110	-0.092	-0.095	-0.105	-0.095	-0.105	-0.110	-0.093	-0.092	-0.093	-0.092	-0.093	-0.093	-0.108	-0.107	-0.109	-0.093	-0.092	-0.093	-0.092	-0.106	-0.107	-0.111	-0.110	-0.095	-0.094	-0.092	-0.093	-0.110	-0.230	-0.027	-0.099	2016_7_13_9_04_07
FLNS2009GRWF____	0.082	0.079	0.079	0.084	0.077	0.076	0.078	0.075	0.076	0.076	0.077	0.076	0.076	0.076	0.075	0.075	0.078	0.077	0.076	0.076	0.076	0.076	0.076	0.076	0.077	0.076	0.076	0.081	0.076	0.075	0.076	0.077	0.022	0.055	0.022	0.020	0.026	0.053	0.031	0.056	0.025	0.026	0.032	0.034	0.025	0.026	0.033	0.033	0.058	0.034	0.025	0.034	0.034	0.033	0.034	0.058	0.022	0.031	0.024	0.020	0.033	0.032	0.032	0.024	0.039	0.036	0.038	0.041	0.038	0.035	0.037	0.035	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.036	0.037	0.038	0.036	0.037	0.037	0.037	0.034	0.038	0.036	0.038	0.039	0.037	0.037	0.037	0.037	0.077	0.033	0.037	2016_7_13_9_04_10
FLQS2C39GRX5____	-0.479	-0.475	-0.461	-0.478	-0.475	-0.476	-0.478	-0.475	-0.445	-0.476	-0.445	-0.476	-0.474	-0.476	-0.473	-0.473	-0.445	-0.475	-0.476	-0.440	-0.476	-0.476	-0.476	-0.448	-0.472	-0.442	-0.477	-0.476	-0.477	-0.474	-0.477	-0.476	-0.063	-0.034	-0.030	-0.063	-0.057	-0.034	-0.034	-0.059	-0.033	-0.032	-0.038	-0.038	-0.033	-0.032	-0.058	-0.058	-0.063	-0.037	-0.033	-0.058	-0.038	-0.030	-0.038	-0.066	-0.028	-0.061	-0.031	-0.064	-0.035	-0.034	-0.034	-0.031	-0.205	-0.205	-0.200	-0.204	-0.204	-0.206	-0.207	-0.204	-0.193	-0.206	-0.193	-0.206	-0.205	-0.207	-0.203	-0.203	-0.192	-0.205	-0.206	-0.190	-0.206	-0.206	-0.206	-0.193	-0.205	-0.191	-0.207	-0.204	-0.206	-0.205	-0.206	-0.206	-0.469	-0.043	-0.203	2016_7_13_9_04_12
FLQS2C44GRX5____	-0.226	-0.226	-0.280	-0.219	-0.226	-0.226	-0.224	-0.226	-0.224	-0.224	-0.256	-0.224	-0.224	-0.224	-0.224	-0.224	-0.228	-0.226	-0.224	-0.256	-0.224	-0.226	-0.224	-0.226	-0.252	-0.225	-0.224	-0.225	-0.225	-0.226	-0.226	-0.225	-0.076	-0.078	-0.072	-0.113	-0.076	-0.077	-0.074	-0.077	-0.075	-0.075	-0.077	-0.077	-0.079	-0.076	-0.097	-0.097	-0.075	-0.078	-0.078	-0.075	-0.077	-0.074	-0.077	-0.074	-0.074	-0.078	-0.076	-0.075	-0.076	-0.077	-0.077	-0.076	-0.086	-0.086	-0.108	-0.081	-0.086	-0.086	-0.085	-0.086	-0.085	-0.086	-0.098	-0.085	-0.085	-0.085	-0.084	-0.084	-0.087	-0.086	-0.085	-0.099	-0.085	-0.086	-0.085	-0.086	-0.096	-0.086	-0.085	-0.086	-0.085	-0.085	-0.085	-0.085	-0.229	-0.079	-0.087	2016_7_13_9_04_15
FLQS2CBBGRX5____	0.082	0.083	0.083	0.084	0.113	0.114	0.115	0.112	0.115	0.116	0.115	0.117	0.085	0.116	0.085	0.085	0.088	0.085	0.083	0.115	0.117	0.115	0.117	0.087	0.113	0.115	0.141	0.083	0.083	0.149	0.082	0.083	-0.004	-0.007	-0.003	-0.004	-0.010	-0.006	-0.008	-0.009	-0.008	-0.007	-0.008	-0.007	-0.009	-0.010	-0.007	-0.007	-0.005	-0.008	-0.008	-0.007	-0.007	-0.007	-0.007	-0.004	-0.004	-0.008	-0.005	-0.004	-0.006	-0.009	-0.006	-0.009	0.038	0.038	0.037	0.038	0.050	0.050	0.051	0.050	0.051	0.051	0.051	0.052	0.039	0.051	0.039	0.039	0.040	0.039	0.039	0.051	0.052	0.051	0.052	0.039	0.050	0.051	0.061	0.038	0.038	0.065	0.037	0.039	0.102	-0.007	0.046	2016_7_13_9_04_29
FLQS23VUGRX2____	0.323	0.322	0.322	0.294	0.295	0.326	0.324	0.292	0.307	0.334	0.303	0.303	0.329	0.339	0.338	0.338	0.294	0.297	0.324	0.324	0.303	0.338	0.303	0.293	0.292	0.373	0.292	0.293	0.336	0.337	0.338	0.324	-0.133	-0.102	-0.132	-0.131	-0.130	-0.089	-0.124	-0.104	-0.074	-0.080	-0.064	-0.065	-0.092	-0.071	-0.063	-0.063	-0.131	-0.091	-0.129	-0.123	-0.065	-0.061	-0.065	-0.130	-0.130	-0.066	-0.131	-0.131	-0.062	-0.063	-0.063	-0.131	0.143	0.141	0.142	0.132	0.132	0.142	0.143	0.129	0.132	0.144	0.131	0.130	0.143	0.145	0.145	0.145	0.131	0.129	0.143	0.143	0.130	0.145	0.130	0.131	0.131	0.158	0.130	0.132	0.144	0.145	0.144	0.143	0.317	-0.097	0.138	2016_7_13_9_04_31
FLQS30BLGRWY____	0.059	0.058	0.049	0.034	0.062	0.061	0.033	0.030	0.031	0.063	0.034	0.033	0.061	0.063	0.063	0.063	0.062	0.091	0.061	0.064	0.033	0.064	0.033	0.061	0.060	0.034	0.031	0.034	0.064	0.063	0.064	0.061	-0.131	-0.126	-0.097	-0.131	-0.126	-0.106	-0.129	-0.104	-0.124	-0.124	-0.126	-0.126	-0.124	-0.124	-0.127	-0.127	-0.130	-0.127	-0.094	-0.126	-0.126	-0.126	-0.126	-0.130	-0.131	-0.125	-0.124	-0.131	-0.106	-0.127	-0.128	-0.093	0.042	0.040	0.035	0.031	0.042	0.040	0.030	0.027	0.029	0.042	0.031	0.030	0.041	0.042	0.043	0.043	0.042	0.054	0.040	0.042	0.030	0.043	0.030	0.042	0.041	0.031	0.029	0.031	0.041	0.042	0.043	0.039	0.052	-0.122	0.038	2016_7_13_9_04_34
FLQS30DEGRWY____	0.086	0.084	0.103	0.084	0.086	0.085	0.086	0.116	0.116	0.050	0.084	0.113	0.112	0.084	0.084	0.084	0.141	0.148	0.083	0.118	0.113	0.048	0.113	0.115	0.085	0.077	0.081	0.082	0.085	0.085	0.085	0.083	-0.130	-0.102	-0.097	-0.130	-0.126	-0.120	-0.122	-0.123	-0.099	-0.155	-0.124	-0.123	-0.130	-0.155	-0.124	-0.124	-0.130	-0.124	-0.157	-0.122	-0.123	-0.124	-0.123	-0.165	-0.130	-0.065	-0.127	-0.130	-0.122	-0.123	-0.123	-0.154	0.048	0.045	0.052	0.047	0.047	0.047	0.047	0.059	0.057	0.034	0.046	0.058	0.058	0.048	0.046	0.046	0.070	0.071	0.048	0.060	0.058	0.031	0.058	0.062	0.047	0.039	0.045	0.046	0.046	0.046	0.047	0.048	0.094	-0.126	0.050	2016_7_13_9_04_37
FLQS30LQGRWY____	0.013	0.009	0.013	0.007	0.000	0.000	0.011	0.005	0.009	0.009	0.070	0.070	0.009	0.010	0.006	0.006	0.009	0.000	0.006	0.006	0.070	0.005	0.070	0.013	0.013	0.070	0.009	0.007	0.070	0.006	0.005	0.007	0.005	0.005	0.006	0.042	-0.000	-0.000	0.005	-0.021	0.003	0.004	-0.000	-0.000	0.004	0.004	-0.016	-0.016	0.041	-0.000	-0.002	-0.018	-0.000	-0.018	-0.000	0.004	0.004	-0.000	-0.005	0.043	-0.000	-0.016	-0.016	-0.007	0.005	0.004	0.004	-0.000	-0.000	0.000	0.003	0.003	0.003	0.004	0.028	0.028	0.003	0.004	0.003	0.003	0.001	-0.000	0.002	0.004	0.028	0.003	0.028	0.005	0.005	0.028	0.004	-0.001	0.028	0.003	0.003	0.003	0.019	0.001	0.008	2016_7_13_9_04_42
FLQS30SPGRWY____	-0.002	-0.008	-0.011	-0.032	-0.036	-0.036	-0.037	0.022	-0.006	-0.036	-0.007	-0.038	-0.009	-0.037	-0.034	-0.034	-0.011	-0.006	0.022	-0.036	-0.038	-0.008	-0.038	-0.006	-0.035	-0.007	-0.004	-0.006	-0.008	-0.005	-0.008	-0.037	-0.125	-0.121	-0.090	-0.125	-0.094	-0.100	-0.098	-0.102	-0.099	-0.100	-0.099	-0.101	-0.098	-0.100	-0.101	-0.101	-0.087	-0.101	-0.125	-0.101	-0.101	-0.101	-0.101	-0.088	-0.088	-0.099	-0.097	-0.126	-0.101	-0.100	-0.101	-0.098	0.012	0.009	0.006	0.000	-0.004	-0.003	-0.004	0.019	0.008	-0.004	0.008	-0.004	0.007	-0.004	-0.003	-0.003	0.006	0.008	0.022	-0.004	-0.004	0.008	-0.004	0.008	-0.004	0.008	0.009	0.011	0.008	0.009	0.007	-0.004	-0.018	-0.102	0.004	2016_7_13_9_04_47
