SN	Distance_X_LOGO_MainBoard_LD1	Distance_X_LOGO_MainBoard_LD2	Distance_X_LOGO_MainBoard_LD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_LD1	Distance_Y_LOGO_MainBoard_LD2	Distance_Y_LOGO_MainBoard_LD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_LD1	Angle_MainBoard_LD2	Angle_MainBoard_LD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
FLQS11MXGRWQ____	-0.07	-0.07	-0.07	-0.062	-0.064	-0.062	-0.07	-0.061	-0.062	-0.063	-0.029	-0.03	-0.061	-0.062	-0.062	-0.06	-0.059	-0.06	-0.06	-0.07	-0.063	-0.061	-0.063	-0.07	-0.058	-0.068	-0.062	-0.063	-0.061	-0.059	-0.07	-0.07	0	0	0	-0.015	-0.012	-0.012	-0.07	-0.014	-0.013	-0.012	-0.006	-0.012	-0.011	-0.012	-0.014	-0.045	-0.047	-0.013	-0.015	-0.07	-0.016	-0.016	-0.014	0	-0.015	-0.003	-0.011	-0.012	-0.047	-0.047	0	0	-0.033	-0.032	-0.032	-0.025	-0.026	-0.026	-0.014	-0.024	-0.026	-0.027	-0.011	-0.011	-0.025	-0.025	-0.025	-0.016	-0.015	-0.025	-0.024	-0.014	-0.025	-0.024	-0.026	-0.032	-0.023	-0.031	-0.025	-0.026	-0.015	-0.015	-0.032	-0.032	2016_7_11_10_52_06
FLQS11WBGRWQ____	0.07	0.07	0.07	0.064	0.063	0.059	0.06	0.06	0.07	0.062	0.075	0.073	0.062	0.063	0.067	0.002	0.062	0.064	0.062	0.061	0.07	0.059	0.105	0.14	0.064	0.065	0.026	0.023	0	0.062	0.07	0.059	0	0.07	0.07	0.104	0.061	0.021	0.065	0.065	0	0.065	0.072	0.119	0.061	0.061	0.067	0.071	0.107	0.104	0.025	0.065	0.07	0.065	0.066	0.009	0.005	0.065	0.063	0.065	0.14	0.107	0.07	0.126	0.032	0.013	0.014	0.002	0.013	0.022	0.01	0.01	0.032	0.012	0.016	0.002	0.013	0.013	0.014	-0.017	0	0.002	0.022	0.011	0.014	0.01	0.031	0.06	0.029	0.013	-0.005	-0.007	-0.038	0	0.013	-0.006	2016_7_11_10_52_12
FLQS11X1GRWQ____	-0.07	-0.07	-0.077	-0.07	-0.07	-0.074	-0.005	-0.005	-0.07	-0.07	-0.07	-0.069	-0.075	-0.14	-0.074	-0.076	-0.07	-0.07	-0.077	-0.076	-0.14	-0.076	-0.144	-0.14	-0.111	-0.07	-0.075	-0.104	-0.07	-0.07	-0.07	-0.14	0.07	0.07	0.028	0.14	0.07	0.129	0.131	0.131	0.07	0.07	0.07	0.067	0.003	0	0.066	0.065	0.07	0.07	0.029	0.029	0.07	0.026	0.077	0.07	0.064	0.07	0.067	0.076	0.07	0.07	0.07	0.07	-0.051	-0.051	-0.044	-0.069	-0.051	-0.069	0.583	-0.038	-0.051	-0.051	-0.051	-0.05	-0.036	-0.065	-0.052	-0.052	-0.051	-0.051	-0.042	-0.043	-0.083	-0.042	-0.087	-0.083	-0.068	-0.05	-0.052	-0.068	-0.051	-0.051	-0.051	-0.083	2016_7_11_10_52_17
FLQS13MEGRWQ____	-0.141	-0.141	-0.142	-0.138	-0.143	-0.142	-0.14	-0.142	-0.142	-0.139	-0.14	-0.142	-0.14	-0.14	-0.141	-0.132	-0.137	-0.137	-0.14	-0.143	-0.137	-0.088	-0.144	-0.14	-0.137	-0.093	-0.141	-0.1	-0.138	-0.137	-0.14	-0.14	-0.052	-0.014	-0.05	-0.012	-0.054	-0.051	0	-0.049	-0.05	-0.013	-0.052	-0.053	-0.011	-0.012	-0.053	0.036	0.029	-0.011	-0.052	-0.053	-0.056	0.042	-0.052	-0.014	-0.053	0.037	-0.053	-0.01	-0.008	0.029	-0.07	-0.05	0.622	0.613	0.621	0.613	0.622	0.622	0.609	0.621	0.621	0.613	0.623	0.622	0.612	0.612	0.623	0.603	0.603	0.614	0.623	0.622	0.625	0.622	0.621	0.613	0.625	0.621	0.622	0.63	0.612	0.603	0.628	0.622	2016_7_11_10_52_20
FLQS138GGRWQ____	0.038	0.004	-0.004	0.001	0.001	-0.043	-0.003	0	0.001	0	0.04	0	0.003	0.002	0.04	0.002	0.001	0.001	-0.001	0.002	-0.044	0.001	0	-0.003	0.002	0.001	0	0.052	-0.002	0.001	0.001	0.003	-0.005	0.03	-0.002	-0.007	-0.006	-0.047	-0.013	-0.005	-0.006	-0.005	-0.005	-0.007	0.032	-0.006	-0.004	-0.005	-0.006	-0.007	-0.006	-0.006	-0.049	-0.008	-0.005	-0.013	-0.006	-0.006	-0.006	0.039	-0.007	-0.006	-0.006	0.036	-0.528	-0.552	-0.547	-0.543	-0.544	-0.553	-0.543	-0.544	-0.543	-0.545	-0.525	-0.544	-0.552	-0.544	-0.526	-0.543	-0.544	-0.543	-0.545	-0.543	-0.553	-0.543	-0.545	-0.543	-0.543	-0.543	-0.544	-0.533	-0.545	-0.544	-0.544	-0.554	2016_7_11_10_52_25
