SN	Distance_X_LOGO_Button_LD1	Distance_X_LOGO_Button_LD2	Distance_X_LOGO_Button_LD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Button_LD1	Distance_Y_LOGO_Button_LD2	Distance_Y_LOGO_Button_LD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Button_LD1	Angle_Button_LD2	Angle_Button_LD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
FLQS11MXGRWQ____	0.06	0.06	0.058	0.059	0.063	0.059	0.06	0.059	0.061	0.06	0.059	0.058	0.058	0.059	0.06	0.059	0.059	0.06	0.059	0.059	0.061	0.06	0.059	0.061	0.06	0.058	0.059	0.059	0.06	0.06	0.06	0.061	0.042	0.004	0.003	0.002	0.002	0.003	0.042	0.001	0.003	0.002	0.002	-0.037	0.003	0	0.004	0.004	0.001	0.003	0.005	0.004	0.002	0.001	0.006	0.04	0.003	0.003	0.001	0.003	0.002	0.003	0.001	0.002	0.02	0.023	0.022	0.023	0.024	0.022	0.02	0.023	0.023	0.023	0.022	0.025	0.021	0.022	0.023	0.022	0.022	0.022	0.022	0.022	0.023	0.022	0.021	0.02	0.023	0.021	0.023	0.022	0.023	0.023	0.023	0.023	2016_7_11_10_50_09
FLQS11WBGRWQ____	-0.07	-0.07	-0.07	-0.07	-0.07	-0.119	-0.07	-0.07	-0.07	-0.14	-0.07	-0.07	-0.07	-0.07	-0.119	-0.119	-0.07	-0.14	-0.14	-0.07	-0.07	-0.07	-0.07	-0.14	-0.07	-0.14	-0.07	-0.14	-0.07	-0.122	-0.07	-0.07	-0.193	0.14	0.14	0	0.07	0.003	0.07	0.07	0	0	0	0	0	0	0.004	0.004	0	0	0.07	0	0	0.07	0	0	0.14	0	0.07	0	0	-0.039	0	0	-0.037	-0.037	-0.037	-0.027	-0.032	-0.045	-0.032	-0.032	-0.026	-0.053	-0.026	-0.026	-0.026	-0.026	-0.046	-0.046	-0.027	-0.053	-0.058	-0.027	-0.026	-0.032	-0.026	-0.053	-0.037	-0.053	-0.032	-0.053	-0.027	-0.044	-0.044	-0.027	2016_7_11_10_50_13
FLQS11X1GRWQ____	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.21	-0.14	0	0.07	0.07	0.14	0.07	0.07	0	0.07	0.07	0.07	0	0	0.07	0	0.07	0	0.07	0	0.07	0.391	0	0	0	0	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0	-0.053	-0.059	-0.059	0.597	-0.058	-0.058	-0.053	-0.059	-0.059	-0.059	-0.053	-0.053	-0.053	-0.053	-0.059	-0.053	-0.058	-0.053	-0.058	0.594	-0.053	-0.053	-0.053	-0.053	-0.059	-0.059	-0.059	-0.059	-0.059	-0.059	-0.085	-0.053	2016_7_11_10_50_16
FLQS13MEGRWQ____	-0.018	-0.029	-0.015	-0.015	-0.015	-0.063	-0.02	-0.02	-0.045	-0.018	-0.032	-0.021	-0.046	-0.019	-0.049	-0.063	-0.019	-0.018	-0.016	-0.02	-0.019	-0.019	-0.02	-0.017	-0.017	-0.017	-0.02	-0.014	-0.015	-0.088	-0.019	-0.017	0.054	-0.003	-0.015	-0.014	-0.013	-0.006	-0.012	-0.012	-0.053	-0.054	-0.003	-0.012	0.058	-0.013	-0.012	-0.007	-0.053	-0.012	-0.014	-0.013	0.072	-0.053	-0.013	-0.016	-0.014	-0.012	-0.012	-0.011	-0.009	-0.052	-0.013	-0.01	0.663	0.663	0.67	0.67	0.67	0.651	0.668	0.668	0.661	0.672	0.662	0.667	0.652	0.667	0.657	0.651	0.671	0.668	0.669	0.668	0.671	0.671	0.667	0.669	0.669	0.668	0.668	0.67	0.669	0.645	0.668	0.669	2016_7_11_10_50_20
FLQS138GGRWQ____	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.057	0.127	-0.013	0.057	0.057	0.057	-0.013	0.057	0.057	0.057	0.057	0.057	0.127	0.057	-0.013	0.057	0.057	0.057	0.057	-0.013	0.057	0.057	-0.013	0.057	0.057	0.057	0.057	-0.013	-0.013	0.057	0.057	0.057	-0.525	0.131	-0.519	-0.524	-0.525	-0.524	-0.52	-0.524	-0.525	-0.524	-0.525	-0.525	-0.53	-0.525	-0.52	-0.525	-0.525	-0.525	-0.525	-0.519	-0.525	-0.525	-0.52	-0.525	-0.524	-0.524	-0.524	-0.519	-0.52	-0.525	-0.525	-0.524	2016_7_11_10_50_23
