SN	Distance_X_LOGO_Button_RU1	Distance_X_LOGO_Button_RU2	Distance_X_LOGO_Button_RU3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Button_RU1	Distance_Y_LOGO_Button_RU2	Distance_Y_LOGO_Button_RU3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Button_RU1	Angle_Button_RU2	Angle_Button_RU3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
F2LS2SV5HFM2____	-37.599	-37.502	-37.536	-37.536	-37.449	-37.580	-37.574	-37.574	-37.537	-37.602	-37.530	-37.536	-37.573	-37.537	-37.611	-37.536	-37.539	-37.613	-37.536	-37.571	-37.533	-37.601	-37.569	-37.547	-37.534	-37.580	-37.497	-37.572	-37.496	-37.449	-37.497	-37.497	-139.249	-139.251	-139.213	-139.213	-139.178	-139.170	-139.179	-139.179	-139.179	-139.146	-139.140	-139.213	-139.207	-139.179	-139.248	-139.213	-139.216	-139.211	-139.213	-139.179	-139.179	-139.140	-139.214	-139.223	-139.143	-139.170	-139.249	-139.249	-139.177	-139.178	-139.179	-139.249	255.167	255.205	255.188	255.188	255.217	255.167	255.170	255.170	255.184	255.156	255.183	255.188	255.173	255.184	255.163	255.188	255.187	255.158	255.188	255.171	255.186	255.155	255.175	255.185	255.182	255.167	255.206	255.178	255.199	255.217	255.199	255.206	2016_7_15_9_42_14
F2LS3GSUHFM5____	-37.427	-37.320	-37.401	-37.401	-37.385	-37.432	-37.395	-37.395	-37.399	-37.473	-37.396	-37.401	-37.393	-37.356	-37.433	-37.401	-37.406	-37.437	-37.401	-37.396	-37.402	-37.465	-37.431	-37.404	-37.357	-37.432	-37.396	-37.440	-37.361	-37.385	-37.317	-37.396	-139.329	-139.328	-139.290	-139.290	-139.250	-139.339	-139.257	-139.257	-139.256	-139.225	-139.219	-139.290	-139.292	-139.259	-139.373	-139.290	-139.294	-139.293	-139.290	-139.260	-139.259	-139.268	-139.293	-139.294	-139.225	-139.339	-139.327	-139.329	-139.255	-139.250	-139.257	-139.327	255.162	255.203	255.168	255.168	255.170	255.161	255.167	255.167	255.165	255.134	255.163	255.168	255.171	255.182	255.165	255.168	255.167	255.155	255.168	255.167	255.165	255.141	255.157	255.168	255.178	255.161	255.174	255.157	255.180	255.170	255.197	255.174	2016_7_15_9_42_17
F2LS3GZKHFM5____	-37.505	-37.442	-37.480	-37.480	-37.433	-37.515	-37.458	-37.458	-37.493	-37.633	-37.493	-37.480	-37.423	-37.431	-37.474	-37.480	-37.587	-37.514	-37.480	-37.470	-37.476	-37.493	-37.528	-37.432	-37.470	-37.515	-37.429	-37.528	-37.458	-37.433	-37.458	-37.429	-139.277	-139.275	-139.237	-139.237	-139.205	-139.239	-139.269	-139.269	-139.269	-139.234	-139.234	-139.237	-139.239	-139.209	-139.275	-139.237	-139.288	-139.240	-139.237	-139.206	-139.203	-139.234	-139.304	-139.241	-139.172	-139.239	-139.274	-139.339	-139.269	-139.205	-139.269	-139.274	254.625	254.649	254.631	254.631	254.645	254.617	254.642	254.642	254.629	254.572	254.625	254.631	254.653	254.647	254.637	254.631	254.595	254.618	254.631	254.631	254.629	254.625	254.619	254.650	254.628	254.617	254.654	254.623	254.642	254.645	254.642	254.654	2016_7_15_9_42_19
F2LS3HTSHFM5____	-37.532	-37.434	-37.555	-37.555	-37.520	-37.590	-37.497	-37.497	-37.419	-37.555	-37.456	-37.555	-37.420	-37.463	-37.590	-37.555	-37.485	-37.498	-37.555	-37.520	-37.485	-37.555	-37.457	-37.467	-37.463	-37.590	-37.422	-37.520	-37.430	-37.520	-37.421	-37.422	-139.338	-139.339	-139.370	-139.370	-139.335	-139.370	-139.267	-139.267	-139.268	-139.300	-139.226	-139.370	-139.304	-139.269	-139.405	-139.370	-139.300	-139.303	-139.370	-139.335	-139.335	-139.300	-139.306	-139.302	-139.232	-139.370	-139.340	-139.335	-139.263	-139.335	-139.266	-139.340	254.571	254.609	254.565	254.565	254.575	254.552	254.577	254.577	254.607	254.558	254.589	254.565	254.610	254.590	254.556	254.565	254.585	254.580	254.565	254.575	254.589	254.558	254.596	254.592	254.587	254.552	254.613	254.575	254.602	254.575	254.606	254.613	2016_7_15_9_42_22
F2LS3J5VHFM5____	-37.432	-37.372	-37.406	-37.406	-37.360	-37.474	-37.402	-37.402	-37.410	-37.519	-37.437	-37.406	-37.406	-37.365	-37.401	-37.406	-37.412	-37.401	-37.406	-37.477	-37.406	-37.517	-37.438	-37.361	-37.405	-37.474	-37.402	-37.443	-37.370	-37.360	-37.375	-37.402	-139.278	-139.277	-139.241	-139.241	-139.207	-139.282	-139.208	-139.208	-139.209	-139.172	-139.213	-139.241	-139.243	-139.209	-139.278	-139.241	-139.245	-139.243	-139.241	-139.250	-139.207	-139.172	-139.242	-139.241	-139.173	-139.282	-139.278	-139.277	-139.206	-139.207	-139.209	-139.278	254.713	254.736	254.719	254.719	254.733	254.697	254.717	254.717	254.714	254.668	254.704	254.719	254.719	254.732	254.725	254.719	254.717	254.721	254.719	254.693	254.715	254.669	254.707	254.736	254.712	254.697	254.724	254.709	254.729	254.733	254.728	254.724	2016_7_15_9_42_25
F2LS3JECHFM5____	-37.613	-37.510	-37.546	-37.546	-37.519	-37.581	-37.580	-37.580	-37.581	-37.655	-37.538	-37.546	-37.542	-37.542	-37.586	-37.546	-37.549	-37.580	-37.546	-37.625	-37.484	-37.609	-37.538	-37.543	-37.546	-37.581	-37.542	-37.583	-37.467	-37.519	-37.508	-37.542	-139.265	-139.262	-139.228	-139.228	-139.185	-139.230	-139.195	-139.195	-139.238	-139.206	-139.201	-139.228	-139.230	-139.239	-139.264	-139.228	-139.229	-139.274	-139.228	-139.196	-139.185	-139.203	-139.228	-139.226	-139.160	-139.230	-139.264	-139.263	-139.192	-139.185	-139.195	-139.264	255.135	255.175	255.158	255.158	255.163	255.144	255.141	255.141	255.145	255.113	255.157	255.158	255.159	255.160	255.146	255.158	255.156	255.149	255.158	255.124	255.177	255.130	255.161	255.158	255.150	255.144	255.163	255.147	255.184	255.163	255.168	255.163	2016_7_15_9_42_28
F2LS3JHAHFM5____	-37.711	-37.641	-37.675	-37.675	-37.595	-37.670	-37.711	-37.711	-37.635	-37.706	-37.676	-37.675	-37.675	-37.629	-37.679	-37.675	-37.684	-37.713	-37.675	-37.670	-37.635	-37.707	-37.714	-37.633	-37.636	-37.670	-37.676	-37.708	-37.595	-37.595	-37.596	-37.676	-139.227	-139.268	-139.275	-139.275	-139.199	-139.190	-139.202	-139.202	-139.201	-139.169	-139.115	-139.275	-139.235	-139.203	-139.224	-139.275	-139.233	-139.235	-139.275	-139.157	-139.152	-139.121	-139.235	-139.189	-139.168	-139.190	-139.269	-139.270	-139.198	-139.199	-139.154	-139.269	254.618	254.650	254.637	254.637	254.660	254.630	254.616	254.616	254.645	254.614	254.620	254.637	254.633	254.647	254.630	254.637	254.629	254.618	254.637	254.627	254.640	254.609	254.618	254.644	254.641	254.630	254.636	254.624	254.660	254.660	254.655	254.636	2016_7_15_9_42_37
F2LS3JJ8HFM5____	-37.555	-37.450	-37.434	-37.434	-37.450	-37.590	-37.590	-37.590	-37.512	-37.583	-37.428	-37.434	-37.512	-37.544	-37.553	-37.434	-37.528	-37.590	-37.434	-37.519	-37.551	-37.550	-37.549	-37.484	-37.485	-37.590	-37.510	-37.519	-37.436	-37.450	-37.450	-37.510	-139.335	-139.273	-139.239	-139.239	-139.265	-139.300	-139.265	-139.265	-139.245	-139.214	-139.167	-139.239	-139.280	-139.261	-139.314	-139.239	-139.235	-139.300	-139.239	-139.201	-139.243	-139.168	-139.281	-139.238	-139.230	-139.300	-139.313	-139.274	-139.245	-139.265	-139.265	-139.313	255.269	255.303	255.306	255.306	255.302	255.252	255.249	255.249	255.276	255.246	255.301	255.306	255.280	255.266	255.268	255.306	255.269	255.252	255.306	255.269	255.261	255.254	255.266	255.286	255.285	255.252	255.284	255.277	255.305	255.302	255.302	255.284	2016_7_15_9_42_40
F2LS3JTDHFM5____	-37.280	-37.241	-37.267	-37.267	-37.229	-37.300	-37.344	-37.344	-37.267	-37.420	-37.261	-37.267	-37.264	-37.270	-37.265	-37.267	-37.273	-37.349	-37.267	-37.348	-37.268	-37.350	-37.302	-37.309	-37.229	-37.300	-37.266	-37.303	-37.189	-37.229	-37.237	-37.266	-139.340	-139.382	-139.301	-139.301	-139.265	-139.300	-139.266	-139.266	-139.219	-139.235	-139.231	-139.301	-139.302	-139.269	-139.338	-139.301	-139.303	-139.304	-139.301	-139.266	-139.265	-139.235	-139.347	-139.300	-139.233	-139.300	-139.338	-139.336	-139.263	-139.265	-139.313	-139.338	254.736	254.755	254.737	254.737	254.748	254.724	254.704	254.704	254.729	254.672	254.732	254.737	254.739	254.733	254.742	254.737	254.735	254.706	254.737	254.703	254.733	254.698	254.728	254.721	254.745	254.724	254.741	254.727	254.763	254.748	254.750	254.741	2016_7_15_9_42_43
F2LS3KP7HFM5____	-37.492	-37.433	-37.455	-37.455	-37.422	-37.489	-37.504	-37.504	-37.467	-37.491	-37.449	-37.455	-37.469	-37.461	-37.500	-37.455	-37.465	-37.505	-37.455	-37.461	-37.457	-37.523	-37.502	-37.462	-37.462	-37.489	-37.457	-37.491	-37.425	-37.422	-37.394	-37.457	-139.267	-139.263	-139.228	-139.228	-139.191	-139.225	-139.149	-139.149	-139.146	-139.162	-139.157	-139.228	-139.183	-139.193	-139.265	-139.228	-139.228	-139.185	-139.228	-139.195	-139.191	-139.161	-139.184	-139.227	-139.157	-139.225	-139.265	-139.262	-139.193	-139.191	-139.149	-139.265	254.722	254.745	254.733	254.733	254.742	254.719	254.706	254.706	254.719	254.712	254.728	254.733	254.723	254.727	254.719	254.733	254.729	254.709	254.733	254.727	254.728	254.700	254.710	254.730	254.723	254.719	254.736	254.722	254.741	254.742	254.748	254.736	2016_7_15_9_42_48
