SN	Distance_X_LOGO_MainBoard_RD1	Distance_X_LOGO_MainBoard_RD2	Distance_X_LOGO_MainBoard_RD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_RD1	Distance_Y_LOGO_MainBoard_RD2	Distance_Y_LOGO_MainBoard_RD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_RD1	Angle_MainBoard_RD2	Angle_MainBoard_RD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
F2LS2SV5HFM2____	-64.520	-64.530	-64.417	-64.452	-64.416	-64.415	-64.382	-64.492	-64.415	-64.492	-64.416	-64.416	-64.453	-64.416	-64.414	-64.416	-64.416	-64.382	-64.414	-64.416	-64.416	-64.380	-64.414	-64.452	-64.417	-64.417	-64.416	-64.417	-64.416	-64.416	-64.415	-64.382	-94.095	-94.094	-94.055	-94.127	-94.058	-94.092	-94.064	-94.090	-94.092	-94.090	-94.058	-94.091	-94.055	-94.088	-94.126	-94.088	-94.091	-94.094	-94.126	-94.096	-94.088	-94.130	-94.126	-94.090	-94.055	-94.055	-94.096	-94.055	-94.058	-94.096	-94.131	-94.094	235.349	235.345	235.381	235.386	235.382	235.392	235.397	235.359	235.392	235.359	235.382	235.391	235.366	235.390	235.402	235.390	235.391	235.406	235.402	235.393	235.390	235.417	235.402	235.376	235.381	235.381	235.393	235.381	235.382	235.393	235.403	235.406	2016_7_15_10_00_00
F2LS3GSUHFM5____	-64.394	-64.402	-64.280	-64.361	-64.324	-64.324	-64.290	-64.361	-64.324	-64.361	-64.324	-64.280	-64.361	-64.322	-64.322	-64.322	-64.280	-64.290	-64.322	-64.329	-64.322	-64.247	-64.322	-64.363	-64.280	-64.280	-64.329	-64.280	-64.324	-64.329	-64.327	-64.290	-94.080	-94.079	-94.052	-94.116	-94.050	-94.080	-94.051	-94.079	-94.080	-94.079	-94.050	-94.084	-94.044	-94.124	-94.119	-94.124	-94.084	-94.127	-94.119	-94.126	-94.124	-94.124	-94.119	-94.083	-94.052	-94.052	-94.126	-94.052	-94.050	-94.126	-94.118	-94.127	235.393	235.390	235.433	235.417	235.414	235.423	235.428	235.407	235.423	235.407	235.414	235.442	235.397	235.436	235.435	235.436	235.442	235.450	235.435	235.434	235.436	235.467	235.435	235.407	235.433	235.433	235.434	235.433	235.414	235.434	235.432	235.450	2016_7_15_10_00_02
F2LS3GZKHFM5____	-64.623	-64.583	-64.504	-64.544	-64.507	-64.465	-64.432	-64.505	-64.465	-64.505	-64.507	-64.504	-64.505	-64.464	-64.503	-64.464	-64.504	-64.432	-64.503	-64.468	-64.464	-64.431	-64.503	-64.503	-64.504	-64.504	-64.468	-64.504	-64.507	-64.468	-64.468	-64.432	-94.199	-94.148	-94.117	-94.192	-94.118	-94.151	-94.120	-94.149	-94.151	-94.149	-94.118	-94.151	-94.113	-94.147	-94.189	-94.147	-94.151	-94.153	-94.189	-94.158	-94.147	-94.190	-94.189	-94.157	-94.117	-94.117	-94.158	-94.117	-94.118	-94.158	-94.190	-94.153	235.359	235.361	235.385	235.389	235.384	235.410	235.415	235.393	235.410	235.393	235.384	235.394	235.383	235.410	235.406	235.410	235.394	235.425	235.406	235.411	235.410	235.436	235.406	235.396	235.385	235.385	235.411	235.385	235.384	235.411	235.421	235.425	2016_7_15_10_00_05
F2LS3HTSHFM5____	-64.560	-64.524	-64.448	-64.491	-64.452	-64.453	-64.381	-64.489	-64.453	-64.489	-64.452	-64.451	-64.489	-64.413	-64.451	-64.413	-64.451	-64.379	-64.451	-64.455	-64.413	-64.459	-64.451	-64.493	-64.448	-64.448	-64.455	-64.448	-64.452	-64.455	-64.456	-64.379	-94.102	-94.064	-94.033	-94.107	-94.037	-94.069	-94.036	-94.065	-94.069	-94.065	-94.037	-94.069	-94.034	-94.067	-94.066	-94.067	-94.069	-94.071	-94.066	-94.073	-94.067	-94.111	-94.066	-94.073	-94.033	-94.033	-94.073	-94.033	-94.037	-94.073	-94.104	-94.071	235.915	235.919	235.941	235.945	235.941	235.950	235.970	235.934	235.950	235.934	235.941	235.950	235.925	235.966	235.949	235.966	235.950	235.981	235.949	235.950	235.966	235.959	235.949	235.934	235.941	235.941	235.950	235.941	235.941	235.950	235.958	235.981	2016_7_15_10_00_08
F2LS3J5VHFM5____	-64.368	-64.337	-64.264	-64.302	-64.263	-64.266	-64.228	-64.302	-64.266	-64.302	-64.263	-64.263	-64.302	-64.264	-64.264	-64.264	-64.263	-64.230	-64.264	-64.265	-64.264	-64.229	-64.264	-64.303	-64.264	-64.264	-64.265	-64.264	-64.263	-64.265	-64.265	-64.230	-94.139	-94.135	-94.098	-94.173	-94.107	-94.140	-94.069	-94.136	-94.140	-94.136	-94.107	-94.132	-94.103	-94.132	-94.171	-94.132	-94.132	-94.139	-94.171	-94.144	-94.132	-94.173	-94.171	-94.140	-94.098	-94.098	-94.144	-94.098	-94.107	-94.144	-94.176	-94.139	235.978	235.990	236.010	236.016	236.013	236.021	236.017	236.005	236.021	236.005	236.013	236.020	235.996	236.020	236.031	236.020	236.020	236.036	236.031	236.022	236.020	236.046	236.031	236.006	236.010	236.010	236.022	236.010	236.013	236.022	236.032	236.036	2016_7_15_10_00_11
F2LS3JECHFM5____	-64.781	-64.790	-64.712	-64.750	-64.715	-64.679	-64.645	-64.751	-64.679	-64.751	-64.715	-64.678	-64.712	-64.678	-64.679	-64.678	-64.678	-64.646	-64.679	-64.721	-64.678	-64.645	-64.679	-64.713	-64.712	-64.712	-64.721	-64.712	-64.715	-64.721	-64.725	-64.646	-94.138	-94.142	-94.109	-94.179	-94.109	-94.139	-94.070	-94.138	-94.139	-94.138	-94.109	-94.136	-94.103	-94.133	-94.171	-94.133	-94.136	-94.101	-94.171	-94.188	-94.133	-94.134	-94.171	-94.139	-94.109	-94.109	-94.188	-94.109	-94.109	-94.188	-94.220	-94.101	235.154	235.152	235.175	235.179	235.174	235.197	235.191	235.167	235.197	235.167	235.174	235.196	235.173	235.196	235.206	235.196	235.196	235.200	235.206	235.193	235.196	235.210	235.206	235.183	235.175	235.175	235.193	235.175	235.174	235.193	235.201	235.200	2016_7_15_10_00_15
F2LS3JHAHFM5____	-64.781	-64.749	-64.633	-64.712	-64.687	-64.674	-64.638	-64.711	-64.674	-64.711	-64.687	-64.633	-64.710	-64.631	-64.631	-64.631	-64.633	-64.637	-64.631	-64.676	-64.631	-64.597	-64.631	-64.711	-64.633	-64.633	-64.676	-64.633	-64.687	-64.676	-64.676	-64.637	-94.060	-94.056	-94.026	-94.100	-94.041	-94.098	-94.033	-94.055	-94.098	-94.055	-94.041	-94.062	-94.024	-94.059	-94.099	-94.059	-94.062	-94.062	-94.099	-94.066	-94.059	-94.100	-94.099	-94.065	-94.026	-94.026	-94.066	-94.026	-94.041	-94.066	-94.098	-94.062	235.771	235.783	235.822	235.811	235.804	235.826	235.822	235.798	235.826	235.798	235.804	235.832	235.790	235.832	235.844	235.832	235.832	235.831	235.844	235.816	235.832	235.858	235.844	235.801	235.822	235.822	235.816	235.822	235.804	235.816	235.825	235.831	2016_7_15_10_00_19
F2LS3JJ8HFM5____	-64.862	-64.830	-64.752	-64.792	-64.757	-64.758	-64.719	-64.793	-64.758	-64.793	-64.757	-64.752	-64.830	-64.752	-64.753	-64.752	-64.752	-64.719	-64.753	-64.757	-64.752	-64.719	-64.753	-64.792	-64.752	-64.752	-64.757	-64.752	-64.757	-64.757	-64.758	-64.719	-94.162	-94.160	-94.125	-94.229	-94.161	-94.195	-94.164	-94.157	-94.195	-94.157	-94.161	-94.161	-94.165	-94.195	-94.200	-94.195	-94.161	-94.198	-94.200	-94.197	-94.195	-94.232	-94.200	-94.194	-94.125	-94.125	-94.197	-94.125	-94.161	-94.197	-94.231	-94.198	235.807	235.820	235.842	235.855	235.850	235.859	235.866	235.834	235.859	235.834	235.850	235.852	235.821	235.862	235.862	235.862	235.852	235.876	235.862	235.860	235.862	235.886	235.862	235.845	235.842	235.842	235.860	235.842	235.850	235.860	235.870	235.876	2016_7_15_10_00_26
F2LS3JTDHFM5____	-64.421	-64.389	-64.276	-64.349	-64.312	-64.318	-64.277	-64.351	-64.318	-64.351	-64.312	-64.275	-64.347	-64.277	-64.310	-64.277	-64.275	-64.282	-64.310	-64.316	-64.277	-64.282	-64.310	-64.353	-64.276	-64.276	-64.316	-64.276	-64.312	-64.316	-64.317	-64.282	-94.205	-94.203	-94.167	-94.241	-94.172	-94.241	-94.174	-94.200	-94.241	-94.200	-94.172	-94.201	-94.167	-94.204	-94.245	-94.204	-94.201	-94.211	-94.245	-94.210	-94.204	-94.244	-94.245	-94.210	-94.167	-94.167	-94.210	-94.167	-94.172	-94.210	-94.243	-94.211	235.925	235.938	235.975	235.965	235.961	235.978	235.976	235.953	235.978	235.953	235.961	235.984	235.945	235.985	235.982	235.985	235.984	235.984	235.982	235.970	235.985	235.994	235.982	235.955	235.975	235.975	235.970	235.975	235.961	235.970	235.979	235.984	2016_7_15_10_00_29
F2LS3KP7HFM5____	-64.510	-64.431	-64.341	-64.435	-64.354	-64.402	-64.310	-64.391	-64.402	-64.391	-64.354	-64.343	-64.391	-64.343	-64.347	-64.343	-64.343	-64.357	-64.347	-64.402	-64.343	-64.308	-64.347	-64.438	-64.341	-64.341	-64.402	-64.341	-64.354	-64.402	-64.357	-64.357	-94.110	-94.077	-94.048	-94.152	-94.048	-94.110	-94.013	-94.074	-94.110	-94.074	-94.048	-94.083	-94.041	-94.117	-94.118	-94.117	-94.083	-94.085	-94.118	-94.114	-94.117	-94.122	-94.118	-94.077	-94.048	-94.048	-94.114	-94.048	-94.048	-94.114	-94.112	-94.085	235.224	235.247	235.276	235.267	235.271	235.268	235.279	235.263	235.268	235.263	235.271	235.285	235.254	235.295	235.294	235.295	235.285	235.280	235.294	235.270	235.295	235.311	235.294	235.244	235.276	235.276	235.270	235.276	235.271	235.270	235.288	235.280	2016_7_15_10_00_35
