SN	Distance_X_LOGO_Camera_RU1	Distance_X_LOGO_Camera_RU2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Camera_RU1	Distance_Y_LOGO_Camera_RU2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Camera_RU1	Angle_Camera_RU2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
F2LS2SV5HFM2____	-62.646	-62.789	-62.860	-62.685	-62.680	-62.724	-62.604	-62.637	-62.503	-62.500	-62.439	-62.537	-62.326	-62.369	-62.467	-62.365	-62.360	-62.399	-62.393	-62.430	-62.398	-62.431	-62.469	-62.333	-62.362	-62.500	-62.398	-62.359	-62.502	-62.362	-62.405	-62.395	143.368	143.623	143.688	143.724	143.616	143.688	143.722	143.757	143.721	143.613	143.684	143.511	143.536	143.503	143.617	143.432	143.501	143.642	143.643	143.686	143.722	143.650	143.545	143.683	143.652	143.651	143.757	143.720	143.440	143.685	143.542	143.689	113.635	113.646	113.660	113.596	113.610	113.614	113.569	113.575	113.535	113.550	113.519	113.578	113.503	113.522	113.538	113.531	113.520	113.512	113.510	113.516	113.500	113.522	113.550	113.484	113.498	113.545	113.495	113.488	113.576	113.494	113.529	113.504	2016_7_15_8_43_15
F2LS3GSUHFM5____	-63.014	-63.156	-63.224	-63.049	-63.049	-63.085	-62.979	-63.014	-62.881	-62.882	-62.849	-62.909	-62.731	-62.767	-62.839	-62.767	-62.765	-62.799	-62.764	-62.802	-62.772	-62.806	-62.840	-62.740	-62.735	-62.873	-62.771	-62.733	-62.875	-62.734	-62.805	-62.771	143.219	143.432	143.503	143.536	143.467	143.502	143.572	143.608	143.573	143.468	143.540	143.362	143.394	143.358	143.467	143.288	143.358	143.499	143.498	143.537	143.572	143.500	143.397	143.538	143.501	143.501	143.607	143.572	143.292	143.536	143.395	143.537	113.773	113.789	113.801	113.738	113.748	113.755	113.709	113.716	113.676	113.692	113.670	113.717	113.652	113.670	113.678	113.680	113.669	113.660	113.648	113.655	113.640	113.662	113.688	113.634	113.638	113.684	113.635	113.627	113.715	113.633	113.677	113.645	2016_7_15_8_43_18
F2LS3GZKHFM5____	-62.916	-63.066	-63.106	-62.963	-62.959	-62.999	-62.889	-62.924	-62.790	-62.790	-62.758	-62.823	-62.615	-62.649	-62.749	-62.684	-62.639	-62.717	-62.645	-62.713	-62.680	-62.716	-62.752	-62.619	-62.646	-62.752	-62.680	-62.644	-62.788	-62.648	-62.717	-62.680	143.308	143.563	143.624	143.662	143.556	143.629	143.698	143.733	143.696	143.591	143.660	143.486	143.514	143.483	143.595	143.413	143.439	143.624	143.620	143.663	143.696	143.627	143.520	143.659	143.627	143.628	143.732	143.697	143.418	143.659	143.520	143.663	113.794	113.806	113.811	113.757	113.771	113.774	113.727	113.734	113.694	113.710	113.689	113.736	113.662	113.678	113.696	113.700	113.681	113.680	113.657	113.673	113.658	113.680	113.708	113.642	113.656	113.691	113.652	113.645	113.734	113.652	113.695	113.662	2016_7_15_8_43_22
F2LS3HTSHFM5____	-62.933	-63.039	-63.138	-62.967	-62.967	-63.004	-62.894	-62.927	-62.801	-62.803	-62.769	-62.823	-62.654	-62.687	-62.753	-62.686	-62.688	-62.719	-62.686	-62.718	-62.687	-62.719	-62.755	-62.660	-62.650	-62.788	-62.687	-62.647	-62.790	-62.650	-62.720	-62.685	143.350	143.562	143.635	143.666	143.597	143.631	143.702	143.738	143.704	143.599	143.669	143.492	143.522	143.489	143.598	143.420	143.488	143.630	143.627	143.668	143.705	143.630	143.526	143.669	143.633	143.632	143.740	143.703	143.423	143.665	143.524	143.668	113.805	113.809	113.832	113.770	113.780	113.787	113.740	113.746	113.709	113.725	113.703	113.747	113.686	113.702	113.708	113.712	113.702	113.692	113.681	113.686	113.671	113.692	113.720	113.667	113.669	113.715	113.665	113.658	113.746	113.664	113.708	113.675	2016_7_15_8_43_26
F2LS3J5VHFM5____	-62.734	-62.908	-62.978	-62.801	-62.802	-62.840	-62.731	-62.762	-62.624	-62.625	-62.595	-62.661	-62.451	-62.494	-62.588	-62.525	-62.486	-62.522	-62.485	-62.556	-62.522	-62.555	-62.593	-62.483	-62.486	-62.626	-62.522	-62.486	-62.626	-62.486	-62.557	-62.519	143.291	143.557	143.618	143.614	143.544	143.578	143.649	143.684	143.648	143.544	143.613	143.438	143.462	143.430	143.547	143.363	143.425	143.569	143.566	143.615	143.649	143.580	143.472	143.614	143.580	143.581	143.684	143.650	143.370	143.613	143.474	143.617	113.707	113.727	113.741	113.682	113.693	113.700	113.654	113.659	113.618	113.634	113.613	113.661	113.587	113.606	113.621	113.626	113.604	113.595	113.583	113.600	113.584	113.605	113.633	113.576	113.582	113.628	113.579	113.571	113.659	113.577	113.621	113.587	2016_7_15_8_43_46
F2LS3JECHFM5____	-62.773	-62.876	-62.945	-62.803	-62.804	-62.841	-62.730	-62.766	-62.604	-62.633	-62.599	-62.663	-62.450	-62.484	-62.560	-62.512	-62.484	-62.517	-62.488	-62.554	-62.495	-62.556	-62.594	-62.465	-62.454	-62.625	-62.523	-62.485	-62.630	-62.457	-62.557	-62.521	143.348	143.563	143.630	143.666	143.596	143.629	143.700	143.736	143.697	143.594	143.663	143.489	143.480	143.448	143.595	143.379	143.444	143.588	143.622	143.667	143.697	143.630	143.522	143.664	143.629	143.631	143.734	143.701	143.422	143.661	143.522	143.666	113.696	113.699	113.712	113.659	113.670	113.678	113.630	113.637	113.588	113.613	113.592	113.639	113.568	113.584	113.588	113.604	113.585	113.575	113.560	113.576	113.552	113.582	113.611	113.547	113.548	113.605	113.556	113.548	113.637	113.544	113.598	113.565	2016_7_15_8_43_50
F2LS3JHAHFM5____	-62.851	-62.986	-63.087	-62.881	-62.882	-62.919	-62.811	-62.846	-62.712	-62.714	-62.683	-62.742	-62.572	-62.603	-62.671	-62.604	-62.605	-62.637	-62.570	-62.634	-62.604	-62.636	-62.674	-62.574	-62.564	-62.706	-62.603	-62.565	-62.708	-62.565	-62.639	-62.599	143.379	143.596	143.666	143.699	143.628	143.661	143.734	143.770	143.735	143.630	143.700	143.522	143.551	143.521	143.632	143.449	143.516	143.658	143.654	143.702	143.736	143.664	143.556	143.700	143.666	143.665	143.771	143.736	143.455	143.698	143.557	143.701	113.524	113.538	113.561	113.487	113.498	113.506	113.459	113.465	113.425	113.442	113.421	113.467	113.406	113.420	113.427	113.431	113.422	113.412	113.390	113.404	113.389	113.411	113.439	113.384	113.386	113.434	113.384	113.376	113.465	113.382	113.427	113.393	2016_7_15_8_43_54
F2LS3JJ8HFM5____	-63.090	-63.261	-63.297	-63.156	-63.155	-63.193	-63.083	-63.118	-62.984	-62.984	-62.955	-63.016	-62.808	-62.843	-62.944	-62.844	-62.842	-62.877	-62.841	-62.874	-62.874	-62.910	-62.915	-62.817	-62.838	-62.978	-62.873	-62.806	-62.981	-62.808	-62.880	-62.873	143.230	143.448	143.515	143.551	143.481	143.514	143.585	143.621	143.586	143.480	143.552	143.374	143.403	143.370	143.482	143.298	143.368	143.508	143.509	143.552	143.587	143.516	143.406	143.551	143.516	143.515	143.622	143.586	143.306	143.548	143.406	143.552	113.633	113.658	113.660	113.608	113.618	113.626	113.578	113.585	113.545	113.561	113.540	113.587	113.513	113.529	113.547	113.540	113.530	113.521	113.508	113.513	113.508	113.530	113.548	113.494	113.506	113.553	113.503	113.485	113.585	113.492	113.537	113.513	2016_7_15_8_43_58
F2LS3JTDHFM5____	-63.143	-63.282	-63.384	-63.179	-63.180	-63.244	-63.107	-63.140	-63.008	-63.007	-62.974	-63.037	-62.860	-62.898	-62.968	-62.897	-62.894	-62.932	-62.893	-62.931	-62.900	-62.932	-62.967	-62.866	-62.861	-63.001	-62.900	-62.860	-63.002	-62.860	-62.932	-62.897	143.216	143.428	143.502	143.533	143.462	143.499	143.569	143.604	143.571	143.465	143.536	143.359	143.389	143.355	143.463	143.286	143.355	143.494	143.494	143.533	143.571	143.498	143.394	143.535	143.500	143.499	143.605	143.569	143.288	143.533	143.394	143.533	113.818	113.833	113.856	113.783	113.793	113.809	113.753	113.759	113.720	113.735	113.714	113.761	113.697	113.715	113.722	113.725	113.713	113.706	113.693	113.699	113.684	113.705	113.732	113.678	113.681	113.728	113.679	113.671	113.760	113.676	113.720	113.688	2016_7_15_8_44_01
F2LS3KP7HFM5____	-62.788	-62.933	-63.002	-62.820	-62.828	-62.868	-62.756	-62.791	-62.661	-62.661	-62.625	-62.687	-62.508	-62.542	-62.615	-62.538	-62.542	-62.577	-62.507	-62.580	-62.550	-62.582	-62.618	-62.522	-62.509	-62.650	-62.549	-62.510	-62.652	-62.513	-62.582	-62.545	143.316	143.570	143.638	143.638	143.601	143.634	143.706	143.742	143.706	143.602	143.640	143.496	143.488	143.457	143.603	143.384	143.452	143.596	143.591	143.673	143.707	143.635	143.530	143.673	143.637	143.636	143.741	143.708	143.427	143.669	143.528	143.673	113.588	113.600	113.613	113.552	113.560	113.568	113.521	113.527	113.489	113.504	113.486	113.528	113.469	113.485	113.488	113.495	113.486	113.477	113.454	113.466	113.451	113.473	113.500	113.447	113.448	113.495	113.446	113.438	113.527	113.444	113.488	113.455	2016_7_15_8_44_05
