SN	Distance_X_LOGO_Battery_Left1	Distance_X_LOGO_Battery_Left2	Distance_X_LOGO_Battery_Left3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Battery_Left1	Distance_Y_LOGO_Battery_Left2	Distance_Y_LOGO_Battery_Left3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Battery_Left1	Angle_Battery_Left2	Angle_Battery_Left3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
F2LS2SV5HFM2____	-9.153	-8.583	-8.977	-9.156	-9.096	-9.138	-9.118	-8.811	-8.827	-8.885	-9.095	-8.700	-9.138	-8.960	-8.858	-8.980	-8.833	-9.098	-9.151	-8.626	-9.199	-9.201	-8.950	-8.708	-8.776	-9.086	-9.186	-8.695	-9.230	-9.293	-8.965	-9.136	117.413	118.221	118.008	118.204	117.812	117.816	118.230	118.196	117.933	118.033	117.601	118.085	117.737	118.237	117.783	117.853	117.609	118.132	117.479	117.957	117.496	118.092	117.324	117.330	118.093	117.619	117.438	118.119	117.831	117.877	118.031	117.555	94.531	94.226	94.424	94.503	94.489	94.509	94.484	94.337	94.354	94.379	94.496	94.288	94.512	94.407	94.375	94.431	94.369	94.478	94.528	94.256	94.551	94.529	94.436	94.319	94.324	94.491	94.546	94.284	94.553	94.582	94.418	94.518	2016_7_15_8_27_00
F2LS3GSUHFM5____	-9.216	-9.068	-8.905	-9.288	-8.910	-9.212	-9.254	-9.160	-9.030	-9.099	-9.036	-9.152	-9.191	-9.182	-8.944	-8.984	-8.750	-9.171	-9.217	-8.870	-9.270	-9.498	-8.951	-8.700	-8.784	-9.147	-9.174	-9.073	-9.288	-9.348	-9.098	-9.133	117.685	117.882	118.368	117.822	117.984	117.643	117.986	117.738	117.813	117.846	117.950	118.332	118.151	117.737	117.361	117.863	118.351	117.885	117.760	116.834	117.717	117.713	117.411	117.788	117.858	117.835	117.852	117.723	118.115	118.356	117.982	117.897	94.430	94.351	94.255	94.460	94.271	94.430	94.437	94.401	94.336	94.368	94.334	94.375	94.401	94.412	94.311	94.312	94.181	94.401	94.428	94.294	94.455	94.566	94.312	94.177	94.215	94.391	94.404	94.360	94.449	94.469	94.362	94.382	2016_7_15_8_27_24
F2LS3GZKHFM5____	-8.367	-8.227	-8.446	-8.394	-8.334	-8.306	-8.097	-8.030	-7.890	-8.117	-8.261	-8.143	-8.406	-8.450	-7.957	-7.684	-7.913	-8.316	-8.354	-7.923	-8.492	-8.507	-8.359	-7.870	-8.131	-7.929	-8.453	-8.349	-8.464	-8.627	-8.322	-8.294	117.426	117.639	117.572	117.192	117.210	117.123	117.752	117.585	117.515	117.603	117.108	117.314	117.839	117.270	117.361	117.717	117.785	117.904	117.835	117.799	117.260	117.211	116.834	116.912	117.470	117.477	117.528	117.462	117.293	117.772	117.459	117.325	94.261	94.186	94.295	94.283	94.253	94.242	94.119	94.092	94.027	94.134	94.221	94.157	94.266	94.307	94.064	93.920	94.029	94.220	94.241	94.033	94.328	94.337	94.278	94.036	94.145	94.047	94.300	94.251	94.313	94.375	94.238	94.229	2016_7_15_8_27_28
F2LS3HTSHFM5____	-9.238	-8.707	-8.878	-8.813	-8.747	-8.753	-8.852	-8.598	-8.804	-8.718	-8.478	-8.813	-8.710	-8.943	-8.498	-8.514	-8.663	-8.824	-9.067	-8.615	-8.963	-9.123	-8.868	-8.512	-8.694	-8.603	-8.858	-8.781	-9.148	-9.265	-8.954	-8.970	117.534	118.211	118.210	117.928	118.240	117.347	117.905	118.282	117.932	117.977	117.866	118.140	118.284	118.299	117.860	117.598	118.413	117.814	117.357	117.755	118.537	117.692	117.206	117.330	117.900	118.170	118.187	117.908	117.717	117.758	117.579	117.882	94.602	94.320	94.402	94.381	94.338	94.373	94.400	94.265	94.376	94.333	94.221	94.373	94.318	94.431	94.231	94.248	94.291	94.390	94.525	94.292	94.431	94.540	94.434	94.256	94.324	94.271	94.393	94.366	94.551	94.606	94.462	94.459	2016_7_15_8_27_33
F2LS3J5VHFM5____	-8.858	-9.162	-8.900	-9.209	-9.016	-9.129	-9.176	-8.880	-9.061	-9.015	-9.000	-9.018	-9.054	-9.144	-8.970	-9.024	-8.811	-8.816	-9.184	-8.744	-9.106	-9.370	-8.934	-8.798	-8.755	-9.071	-9.335	-8.903	-9.154	-9.320	-9.318	-9.165	117.372	117.700	117.121	117.164	117.202	116.718	117.261	117.030	117.844	117.060	117.363	117.240	117.045	117.271	117.080	116.950	116.850	117.252	117.161	117.456	117.322	117.584	116.688	116.739	117.679	117.057	117.395	117.881	117.206	117.918	117.046	117.255	94.442	94.578	94.472	94.621	94.526	94.599	94.601	94.466	94.523	94.531	94.512	94.525	94.550	94.585	94.508	94.539	94.439	94.427	94.609	94.384	94.565	94.683	94.505	94.437	94.382	94.558	94.673	94.446	94.593	94.646	94.678	94.596	2016_7_15_8_27_40
F2LS3JECHFM5____	-9.056	-8.705	-8.869	-8.823	-8.765	-9.014	-8.907	-8.627	-8.867	-8.825	-8.538	-8.939	-8.649	-8.951	-8.756	-8.484	-8.489	-8.913	-9.206	-8.519	-9.170	-9.195	-8.944	-8.636	-8.726	-8.743	-8.976	-8.783	-8.906	-9.017	-8.973	-8.627	118.072	118.501	118.439	118.016	118.117	117.449	118.870	117.691	119.039	117.790	118.287	118.817	118.290	118.660	119.024	118.369	117.830	117.770	117.500	117.179	118.568	118.030	117.533	117.788	117.791	118.594	117.596	118.594	117.932	118.169	117.856	118.512	94.394	94.209	94.290	94.284	94.252	94.397	94.293	94.200	94.268	94.293	94.137	94.310	94.190	94.322	94.215	94.108	94.129	94.336	94.488	94.166	94.430	94.462	94.360	94.201	94.245	94.224	94.373	94.244	94.327	94.372	94.362	94.171	2016_7_15_8_27_50
F2LS3JHAHFM5____	-8.792	-8.808	-8.777	-9.044	-9.157	-9.214	-9.196	-9.206	-8.959	-9.030	-9.155	-9.153	-9.116	-9.112	-8.987	-8.795	-8.691	-9.149	-8.994	-8.732	-9.129	-9.392	-8.997	-8.707	-8.846	-8.557	-9.092	-9.065	-9.180	-9.160	-9.164	-9.188	118.338	117.348	118.358	117.534	117.737	117.218	117.496	117.777	117.930	117.818	117.339	117.909	118.265	117.627	117.703	117.714	117.933	118.399	118.195	116.962	117.743	117.419	117.251	117.246	117.375	117.837	118.098	117.822	117.635	117.620	117.494	117.606	94.344	94.387	94.336	94.495	94.542	94.590	94.570	94.564	94.439	94.477	94.556	94.533	94.503	94.524	94.461	94.368	94.310	94.513	94.446	94.365	94.529	94.668	94.483	94.342	94.405	94.248	94.497	94.495	94.557	94.548	94.555	94.562	2016_7_15_8_28_04
F2LS3JJ8HFM5____	-8.786	-8.564	-8.754	-9.014	-8.676	-9.054	-8.845	-8.512	-8.733	-8.801	-8.616	-8.936	-8.856	-9.194	-8.506	-8.477	-8.673	-9.018	-9.056	-8.563	-9.233	-8.863	-8.802	-8.499	-8.633	-8.859	-9.031	-8.964	-8.965	-9.135	-8.750	-8.989	118.554	119.051	118.776	118.428	118.796	118.106	118.595	117.945	118.756	118.660	118.301	118.547	118.434	118.254	118.222	118.575	118.360	118.226	118.152	117.862	118.102	118.328	117.811	117.947	118.385	118.792	118.059	118.452	118.276	118.572	118.594	117.995	94.305	94.181	94.282	94.419	94.243	94.450	94.332	94.194	94.272	94.308	94.232	94.377	94.343	94.512	94.182	94.155	94.257	94.428	94.449	94.222	94.536	94.350	94.339	94.188	94.237	94.331	94.441	94.394	94.401	94.472	94.286	94.423	2016_7_15_8_28_08
F2LS3JTDHFM5____	-9.126	-8.791	-8.878	-8.875	-9.013	-8.940	-8.500	-8.556	-8.422	-8.895	-8.546	-8.699	-8.852	-8.950	-8.526	-8.653	-8.413	-8.645	-9.125	-8.622	-8.923	-8.931	-8.856	-8.580	-8.579	-8.669	-8.893	-8.789	-8.965	-8.768	-8.969	-8.724	117.843	118.006	118.556	118.131	118.152	117.688	118.783	117.744	117.877	117.829	118.347	117.886	118.069	118.576	117.802	117.924	117.879	117.717	117.797	117.761	117.884	118.093	117.709	117.413	118.313	118.238	117.963	118.168	118.034	118.847	117.576	117.832	94.593	94.425	94.447	94.461	94.526	94.508	94.257	94.320	94.251	94.482	94.295	94.385	94.452	94.481	94.304	94.361	94.246	94.365	94.594	94.352	94.493	94.489	94.467	94.344	94.311	94.357	94.476	94.418	94.508	94.384	94.526	94.399	2016_7_15_8_28_13
F2LS3KP7HFM5____	-9.066	-8.974	-9.263	-9.011	-9.213	-9.059	-9.119	-9.326	-8.923	-9.069	-9.010	-9.025	-8.981	-9.283	-9.113	-8.777	-8.642	-9.274	-9.261	-8.755	-9.183	-9.199	-9.007	-8.705	-8.828	-9.258	-9.162	-9.051	-9.229	-9.467	-9.152	-9.308	117.544	118.089	117.681	117.875	117.511	117.702	117.774	117.339	118.847	117.905	117.945	117.674	118.091	117.588	117.276	117.741	117.614	118.000	117.476	117.442	117.626	117.396	117.209	117.207	118.049	117.444	117.387	117.778	117.659	117.746	117.766	117.380	94.219	94.154	94.309	94.180	94.292	94.210	94.236	94.353	94.102	94.207	94.177	94.194	94.158	94.323	94.252	94.072	94.011	94.303	94.316	94.072	94.273	94.289	94.203	94.056	94.086	94.316	94.271	94.203	94.294	94.405	94.252	94.343	2016_7_15_8_28_17
