SN	Distance_X_LOGO_Front_Camera_RU1	Distance_X_LOGO_Front_Camera_RU2	Distance_X_LOGO_Front_Camera_RU3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Front_Camera_RU1	Distance_Y_LOGO_Front_Camera_RU2	Distance_Y_LOGO_Front_Camera_RU3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Front_Camera_RU1	Angle_Front_Camera_RU2	Angle_Front_Camera_RU3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
F2LS2SV5HFM2____	-25.647	-25.614	-25.671	-25.601	-25.681	-25.472	-25.612	-25.671	-25.503	-25.613	-25.610	-25.468	-25.577	-25.610	-25.577	-25.577	-25.755	-25.646	-25.620	-25.636	-25.615	-25.615	-25.684	-25.581	-25.648	-25.682	-25.811	-25.671	-25.636	-25.496	-25.811	-25.649	139.207	139.207	139.157	139.087	139.210	139.104	139.205	139.087	139.172	139.279	139.215	139.137	139.139	139.215	139.241	139.175	139.250	139.205	139.001	139.052	139.132	139.145	139.172	139.131	139.206	139.179	139.262	139.192	139.017	139.227	138.982	139.244	100.470	100.457	100.484	100.461	100.484	100.408	100.457	100.489	100.416	100.452	100.455	100.404	100.448	100.455	100.440	100.445	100.510	100.470	100.475	100.478	100.463	100.462	100.488	100.450	100.471	100.486	100.532	100.481	100.480	100.409	100.552	100.469	2016_7_15_8_57_30
F2LS3GSUHFM5____	-25.934	-25.900	-25.951	-25.881	-26.003	-25.811	-25.926	-25.895	-25.794	-25.895	-25.898	-25.846	-25.865	-25.898	-25.865	-25.859	-26.037	-25.932	-25.811	-25.916	-25.951	-25.899	-25.970	-25.862	-25.966	-25.969	-26.033	-25.894	-25.858	-25.788	-26.091	-25.971	139.160	139.159	139.088	139.018	139.160	139.018	139.161	139.084	139.124	139.230	139.151	139.053	139.123	139.151	139.193	139.117	139.193	139.156	138.948	138.983	139.018	139.083	139.124	139.090	139.156	139.118	139.267	139.193	139.081	139.231	138.913	139.195	100.581	100.567	100.593	100.570	100.608	100.542	100.578	100.571	100.528	100.560	100.567	100.554	100.556	100.567	100.551	100.554	100.619	100.580	100.548	100.587	100.598	100.573	100.598	100.557	100.594	100.598	100.612	100.563	100.556	100.518	100.662	100.593	2016_7_15_8_57_32
F2LS3GZKHFM5____	-25.829	-25.751	-25.747	-25.737	-25.865	-25.608	-25.744	-25.748	-25.596	-25.789	-25.750	-25.680	-25.718	-25.750	-25.713	-25.710	-25.931	-25.785	-25.683	-25.709	-25.807	-25.752	-25.823	-25.713	-25.786	-25.822	-25.919	-25.744	-25.713	-25.642	-25.897	-25.788	139.127	139.143	139.126	138.943	139.126	139.056	139.131	139.061	139.180	139.210	139.133	139.081	139.091	139.133	139.178	139.131	139.175	139.124	139.075	138.999	139.013	139.064	139.092	139.059	139.127	139.095	139.239	139.252	139.060	139.212	138.953	139.173	100.608	100.576	100.575	100.585	100.622	100.525	100.574	100.581	100.511	100.586	100.576	100.552	100.567	100.576	100.558	100.560	100.645	100.591	100.554	100.570	100.608	100.582	100.608	100.567	100.591	100.608	100.636	100.565	100.567	100.527	100.648	100.588	2016_7_15_8_57_36
F2LS3HTSHFM5____	-25.838	-25.805	-25.803	-25.739	-25.957	-25.664	-25.838	-25.806	-25.838	-25.807	-25.805	-25.698	-25.773	-25.805	-25.770	-25.838	-25.949	-25.839	-25.742	-25.768	-25.810	-25.873	-25.875	-25.779	-25.839	-25.875	-25.950	-25.845	-25.768	-25.704	-25.989	-25.842	139.187	139.185	139.244	139.092	139.188	139.082	139.118	139.093	139.047	139.259	139.131	139.115	139.112	139.131	139.228	139.047	139.228	139.184	139.041	139.063	139.080	139.012	139.149	139.110	139.185	139.162	139.295	139.186	139.122	139.221	138.971	139.223	100.619	100.606	100.601	100.587	100.666	100.557	100.624	100.613	100.629	100.601	100.610	100.569	100.599	100.610	100.589	100.629	100.660	100.620	100.592	100.600	100.616	100.646	100.636	100.601	100.620	100.636	100.656	100.622	100.596	100.563	100.695	100.618	2016_7_15_8_57_39
F2LS3J5VHFM5____	-25.836	-25.797	-25.835	-25.732	-25.871	-25.694	-25.798	-25.834	-25.687	-25.837	-25.800	-25.693	-25.766	-25.800	-25.764	-25.762	-25.975	-25.831	-25.729	-25.762	-25.799	-25.801	-25.869	-25.763	-25.832	-25.870	-25.973	-25.796	-25.801	-25.691	-25.942	-25.836	139.108	139.121	139.107	139.032	139.110	138.998	139.119	138.999	139.085	139.195	139.115	139.070	139.071	139.115	139.159	139.078	139.153	139.101	139.080	138.975	139.042	139.049	139.070	139.055	139.102	139.076	139.227	139.258	139.001	139.130	138.950	139.152	100.584	100.568	100.584	100.548	100.598	100.536	100.568	100.592	100.527	100.578	100.569	100.530	100.559	100.569	100.552	100.557	100.636	100.583	100.544	100.565	100.575	100.575	100.601	100.559	100.583	100.600	100.630	100.557	100.578	100.525	100.639	100.581	2016_7_15_8_57_42
F2LS3JECHFM5____	-25.753	-25.720	-25.718	-25.660	-25.792	-25.590	-25.730	-25.730	-25.625	-25.720	-25.719	-25.625	-25.650	-25.719	-25.685	-25.719	-25.862	-25.756	-25.690	-25.683	-25.684	-25.685	-25.792	-25.725	-25.755	-25.800	-25.868	-25.720	-25.695	-25.653	-25.863	-25.758	139.064	139.035	139.062	138.946	139.066	138.946	139.016	138.946	138.981	139.104	139.068	138.911	139.020	139.068	139.097	138.998	139.073	139.062	138.894	138.958	138.990	138.971	139.030	138.963	139.061	138.981	139.169	139.064	138.946	139.106	138.893	139.097	100.539	100.528	100.525	100.511	100.554	100.483	100.533	100.538	100.494	100.523	100.525	100.499	100.501	100.525	100.509	100.530	100.581	100.540	100.526	100.519	100.517	100.518	100.557	100.535	100.540	100.564	100.577	100.526	100.524	100.496	100.595	100.538	2016_7_15_8_57_45
F2LS3JHAHFM5____	-25.831	-25.796	-25.794	-25.685	-25.866	-25.647	-25.756	-25.756	-25.682	-25.793	-25.797	-25.686	-25.761	-25.797	-25.761	-25.755	-25.935	-25.828	-25.730	-25.755	-25.758	-25.795	-25.867	-25.762	-25.831	-25.866	-25.933	-25.796	-25.759	-25.689	-25.935	-25.834	139.103	139.105	139.099	139.018	139.104	138.995	139.107	139.028	139.036	139.179	139.097	139.062	139.062	139.097	139.135	139.033	139.138	139.099	138.961	138.948	139.028	139.001	139.069	138.999	139.101	139.065	139.208	139.134	139.028	139.174	138.899	139.107	100.374	100.360	100.359	100.322	100.388	100.308	100.343	100.349	100.319	100.353	100.361	100.319	100.349	100.361	100.343	100.349	100.412	100.373	100.344	100.355	100.350	100.367	100.390	100.354	100.374	100.391	100.407	100.357	100.351	100.312	100.430	100.375	2016_7_15_8_57_48
F2LS3JJ8HFM5____	-25.918	-25.881	-25.882	-25.810	-25.951	-25.745	-25.881	-25.884	-25.778	-25.880	-25.882	-25.777	-25.850	-25.882	-25.848	-25.846	-26.022	-25.913	-25.815	-25.847	-25.882	-25.884	-25.951	-25.851	-25.916	-25.953	-26.019	-25.879	-25.849	-25.778	-26.029	-25.918	139.125	139.130	139.125	139.042	139.125	139.050	139.131	139.053	139.093	139.205	139.122	139.084	139.090	139.122	139.164	139.086	139.167	139.124	138.984	138.998	139.053	139.052	139.091	139.014	139.125	139.082	139.237	139.166	139.051	139.202	138.945	139.164	100.413	100.398	100.399	100.376	100.426	100.350	100.398	100.405	100.360	100.392	100.399	100.360	100.389	100.399	100.382	100.387	100.451	100.411	100.383	100.394	100.404	100.405	100.429	100.395	100.412	100.430	100.445	100.395	100.391	100.352	100.471	100.410	2016_7_15_8_57_53
F2LS3JTDHFM5____	-26.119	-26.083	-26.081	-26.011	-26.152	-25.943	-26.077	-26.082	-25.971	-26.079	-26.081	-25.979	-26.107	-26.081	-26.037	-26.045	-26.223	-26.116	-26.014	-26.047	-26.081	-26.083	-26.153	-26.046	-26.156	-26.154	-26.223	-26.084	-26.049	-26.014	-26.225	-26.122	139.152	139.124	139.147	139.033	139.153	139.044	139.123	139.044	139.085	139.195	139.111	139.079	139.053	139.111	139.123	139.075	139.186	139.114	138.979	138.985	139.044	139.043	139.083	139.049	139.117	139.078	139.253	139.155	139.042	139.194	138.941	139.189	100.656	100.644	100.641	100.622	100.669	100.594	100.641	100.649	100.602	100.637	100.644	100.605	100.658	100.644	100.625	100.632	100.695	100.657	100.627	100.640	100.649	100.650	100.674	100.634	100.673	100.675	100.690	100.642	100.636	100.611	100.714	100.654	2016_7_15_8_57_56
F2LS3KP7HFM5____	-25.780	-25.748	-25.795	-25.672	-25.865	-25.606	-25.745	-25.742	-25.638	-25.740	-25.744	-25.620	-25.711	-25.744	-25.760	-25.707	-25.890	-25.830	-25.759	-25.708	-25.745	-25.795	-25.865	-25.755	-25.830	-25.865	-25.890	-25.795	-25.760	-25.679	-25.888	-25.900	139.142	139.098	139.026	139.041	139.026	139.035	139.134	139.042	139.106	139.165	139.115	138.991	139.100	139.115	138.991	139.073	139.184	139.026	138.875	139.040	139.064	138.956	138.991	139.018	139.026	139.061	139.244	139.131	139.026	139.212	138.962	139.131	100.427	100.417	100.441	100.391	100.469	100.365	100.413	100.419	100.373	100.409	100.414	100.374	100.402	100.414	100.430	100.402	100.467	100.455	100.438	100.406	100.418	100.446	100.471	100.426	100.455	100.466	100.463	100.433	100.427	100.381	100.483	100.475	2016_7_15_8_57_59
