SN	Distance_X_LOGO_Camera_LD1	Distance_X_LOGO_Camera_LD2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Camera_LD1	Distance_Y_LOGO_Camera_LD2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Camera_LD1	Angle_Camera_LD2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
F2LS2SV5HFM2____	-55.861	-55.965	-55.831	-55.926	-55.956	-56.008	-55.896	-55.899	-55.861	-55.866	-55.824	-55.929	-55.903	-55.890	-55.861	-55.792	-55.861	-55.861	-55.825	-55.795	-55.862	-55.823	-55.824	-55.826	-55.898	-55.759	-55.728	-55.824	-55.793	-55.864	-55.822	-55.864	141.231	141.268	141.122	141.245	141.123	141.240	141.195	141.159	141.307	141.225	141.261	141.302	141.269	141.235	141.307	141.264	141.307	141.307	141.233	141.192	141.292	141.297	141.261	141.335	141.265	141.303	141.161	141.261	141.203	141.255	141.270	141.255	111.654	111.686	111.659	111.675	111.702	111.704	111.671	111.678	111.644	111.657	111.637	111.668	111.664	111.664	111.644	111.625	111.644	111.644	111.641	111.636	111.646	111.632	111.637	111.628	111.662	111.608	111.617	111.637	111.634	111.652	111.635	111.652	2016_7_15_8_38_46
F2LS3GSUHFM5____	-55.783	-55.891	-55.739	-55.851	-55.892	-55.888	-55.770	-55.807	-55.781	-55.784	-55.741	-55.853	-55.783	-55.845	-55.781	-55.747	-55.781	-55.781	-55.742	-55.750	-55.777	-55.745	-55.741	-55.745	-55.810	-55.712	-55.641	-55.741	-55.655	-55.778	-55.736	-55.778	141.202	141.274	141.051	141.213	141.170	141.202	141.246	141.137	141.280	141.243	141.278	141.314	141.277	141.246	141.280	141.246	141.280	141.280	141.240	141.210	141.310	141.313	141.278	141.380	141.246	141.281	141.171	141.278	141.255	141.271	141.239	141.271	111.510	111.537	111.515	111.532	111.552	111.546	111.499	111.527	111.498	111.504	111.484	111.519	111.499	111.525	111.498	111.491	111.498	111.498	111.490	111.497	111.493	111.481	111.484	111.471	111.513	111.474	111.464	111.484	111.457	111.498	111.488	111.498	2016_7_15_8_38_49
F2LS3GZKHFM5____	-55.364	-55.469	-55.336	-55.522	-55.476	-55.515	-55.365	-55.404	-55.366	-55.359	-55.328	-55.434	-55.368	-55.434	-55.366	-55.298	-55.366	-55.366	-55.484	-55.299	-55.365	-55.316	-55.328	-55.335	-55.389	-55.254	-55.228	-55.328	-55.315	-55.363	-55.371	-55.363	141.479	141.614	141.407	141.500	141.444	141.538	141.481	141.444	141.555	141.475	141.546	141.591	141.558	141.618	141.555	141.554	141.555	141.555	141.577	141.479	141.542	141.642	141.546	141.621	141.516	141.516	141.552	141.546	141.665	141.501	141.522	141.501	111.557	111.576	111.557	111.610	111.601	111.602	111.557	111.576	111.547	111.556	111.535	111.566	111.548	111.563	111.547	111.524	111.547	111.547	111.586	111.534	111.549	111.518	111.535	111.528	111.561	111.514	111.499	111.535	111.515	111.554	111.554	111.554	2016_7_15_8_38_53
F2LS3HTSHFM5____	-55.838	-55.940	-55.800	-55.905	-55.940	-55.937	-55.830	-55.880	-55.835	-55.836	-55.798	-55.907	-55.839	-55.901	-55.835	-55.764	-55.835	-55.835	-55.800	-55.764	-55.830	-55.797	-55.798	-55.800	-55.874	-55.732	-55.695	-55.798	-55.724	-55.830	-55.795	-55.830	141.289	141.293	141.154	141.224	141.185	141.223	141.258	141.217	141.293	141.258	141.293	141.360	141.326	141.261	141.293	141.295	141.293	141.293	141.294	141.225	141.326	141.290	141.293	141.396	141.322	141.332	141.191	141.293	141.265	141.289	141.256	141.289	111.671	111.706	111.677	111.704	111.721	111.715	111.673	111.696	111.670	111.675	111.657	111.686	111.666	111.697	111.670	111.645	111.670	111.670	111.657	111.654	111.664	111.657	111.657	111.643	111.679	111.628	111.635	111.657	111.634	111.668	111.661	111.668	2016_7_15_8_38_56
F2LS3J5VHFM5____	-55.817	-55.920	-55.784	-55.887	-55.924	-55.924	-55.817	-55.857	-55.819	-55.820	-55.782	-55.889	-55.820	-55.888	-55.819	-55.748	-55.819	-55.819	-55.784	-55.747	-55.818	-55.784	-55.782	-55.784	-55.853	-55.716	-55.681	-55.782	-55.717	-55.831	-55.783	-55.831	141.259	141.260	141.153	141.225	141.186	141.221	141.258	141.184	141.291	141.257	141.288	141.326	141.293	141.259	141.291	141.295	141.291	141.291	141.294	141.225	141.326	141.323	141.288	141.393	141.291	141.331	141.189	141.288	141.258	141.316	141.294	141.316	111.688	111.724	111.691	111.717	111.735	111.731	111.688	111.712	111.684	111.689	111.672	111.704	111.684	111.712	111.684	111.659	111.684	111.684	111.671	111.668	111.679	111.667	111.672	111.658	111.696	111.642	111.650	111.672	111.653	111.685	111.671	111.685	2016_7_15_8_39_00
F2LS3JECHFM5____	-55.980	-56.097	-55.956	-56.054	-56.101	-56.101	-55.992	-56.032	-55.991	-56.029	-55.957	-56.054	-55.991	-56.063	-55.991	-55.918	-55.991	-55.991	-55.956	-55.953	-55.991	-55.957	-55.957	-55.954	-56.027	-55.878	-55.879	-55.957	-55.883	-55.992	-55.994	-55.992	141.151	141.212	141.075	141.115	141.105	141.138	141.175	141.100	141.184	141.150	141.209	141.218	141.212	141.178	141.184	141.215	141.184	141.184	141.212	141.121	141.242	141.244	141.209	141.315	141.184	141.220	141.090	141.209	141.180	141.206	141.184	141.206	111.641	111.673	111.643	111.672	111.690	111.685	111.642	111.666	111.640	111.658	111.625	111.658	111.636	111.666	111.640	111.610	111.640	111.640	111.624	111.636	111.632	111.620	111.625	111.609	111.653	111.596	111.614	111.625	111.603	111.637	111.641	111.637	2016_7_15_8_39_03
F2LS3JHAHFM5____	-55.800	-55.948	-55.809	-55.906	-55.946	-55.911	-55.845	-55.878	-55.846	-55.838	-55.802	-55.911	-55.845	-55.917	-55.846	-55.775	-55.846	-55.846	-55.809	-55.733	-55.846	-55.804	-55.802	-55.809	-55.873	-55.745	-55.708	-55.802	-55.742	-55.809	-55.805	-55.809	141.306	141.392	141.207	141.245	141.241	141.273	141.305	141.205	141.383	141.228	141.310	141.376	141.344	141.352	141.383	141.343	141.383	141.383	141.343	141.271	141.373	141.419	141.310	141.444	141.272	141.382	141.245	141.310	141.318	141.375	141.312	141.375	111.643	111.683	111.660	111.689	111.703	111.687	111.659	111.685	111.649	111.668	111.643	111.673	111.654	111.678	111.649	111.629	111.649	111.649	111.641	111.625	111.650	111.629	111.643	111.627	111.674	111.614	111.620	111.643	111.621	111.637	111.644	111.637	2016_7_15_8_39_06
F2LS3JJ8HFM5____	-55.576	-55.720	-55.584	-55.690	-55.724	-55.734	-55.622	-55.660	-55.618	-55.618	-55.580	-55.687	-55.658	-55.689	-55.618	-55.588	-55.618	-55.618	-55.582	-55.542	-55.621	-55.579	-55.580	-55.584	-55.654	-55.519	-55.473	-55.580	-55.518	-55.620	-55.582	-55.620	141.323	141.328	141.223	141.288	141.253	141.321	141.320	141.249	141.327	141.288	141.319	141.360	141.332	141.295	141.327	141.365	141.327	141.327	141.327	141.260	141.390	141.307	141.319	141.460	141.328	141.399	141.226	141.319	141.327	141.353	141.359	141.353	111.534	111.584	111.550	111.579	111.596	111.589	111.550	111.573	111.548	111.553	111.536	111.568	111.561	111.577	111.548	111.532	111.548	111.548	111.536	111.531	111.540	111.537	111.536	111.518	111.561	111.503	111.511	111.536	111.513	111.545	111.531	111.545	2016_7_15_8_39_10
F2LS3JTDHFM5____	-55.980	-56.084	-55.941	-56.049	-56.079	-56.080	-55.964	-56.008	-55.972	-55.972	-55.932	-56.047	-55.976	-56.036	-55.972	-55.995	-55.972	-55.972	-55.940	-55.901	-55.967	-55.895	-55.932	-55.940	-56.015	-55.866	-55.829	-55.932	-55.838	-55.968	-55.935	-55.968	141.253	141.291	141.104	141.256	141.187	141.252	141.261	141.187	141.297	141.262	141.299	141.331	141.254	141.262	141.297	141.313	141.297	141.297	141.289	141.220	141.329	141.327	141.299	141.399	141.324	141.326	141.189	141.299	141.274	141.248	141.255	141.248	111.783	111.814	111.790	111.807	111.827	111.818	111.776	111.802	111.774	111.779	111.760	111.796	111.782	111.802	111.774	111.780	111.774	111.774	111.764	111.760	111.768	111.743	111.760	111.749	111.786	111.733	111.739	111.760	111.731	111.780	111.767	111.780	2016_7_15_8_39_14
F2LS3KP7HFM5____	-55.893	-55.999	-55.865	-55.963	-55.996	-55.952	-55.849	-55.926	-55.894	-55.895	-55.858	-55.960	-55.896	-55.959	-55.894	-55.823	-55.894	-55.894	-55.860	-55.820	-55.846	-55.859	-55.858	-55.862	-55.929	-55.791	-55.752	-55.858	-55.781	-55.856	-55.858	-55.856	141.213	141.249	141.141	141.177	141.143	141.174	141.205	141.143	141.248	141.212	141.248	141.247	141.248	141.214	141.248	141.249	141.248	141.248	141.246	141.181	141.273	141.283	141.248	141.385	141.247	141.286	141.150	141.248	141.222	141.273	141.249	141.273	111.403	111.435	111.403	111.432	111.449	111.429	111.388	111.424	111.398	111.403	111.385	111.421	111.399	111.426	111.398	111.373	111.398	111.398	111.386	111.382	111.378	111.381	111.385	111.368	111.410	111.357	111.362	111.385	111.362	111.381	111.385	111.381	2016_7_15_8_39_18
