SN	Distance_X_LOGO_Front_Camera_LD1	Distance_X_LOGO_Front_Camera_LD2	Distance_X_LOGO_Front_Camera_LD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Front_Camera_LD1	Distance_Y_LOGO_Front_Camera_LD2	Distance_Y_LOGO_Front_Camera_LD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Front_Camera_LD1	Angle_Front_Camera_LD2	Angle_Front_Camera_LD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
F2LS2SV5HFM2____	-0.272	-0.302	-0.274	-0.228	-0.228	-0.298	-0.269	-0.271	-0.249	-0.278	-0.273	-0.273	-0.271	-0.301	-0.273	-0.301	-0.249	-0.273	-0.269	-0.303	-0.278	-0.304	-0.272	-0.271	-0.249	-0.273	-0.300	-0.272	-0.301	-0.302	-0.272	-0.271	-0.061	-0.061	-0.021	-0.024	-0.024	-0.066	-0.065	-0.030	-0.056	-0.104	-0.068	-0.068	-0.061	-0.065	-0.064	-0.065	-0.056	-0.066	-0.061	-0.106	-0.104	-0.062	-0.059	-0.060	-0.028	-0.068	-0.027	-0.058	-0.060	-0.100	-0.127	-0.061	0.156	0.167	0.153	0.135	0.135	0.166	0.155	0.153	0.146	0.161	0.156	0.156	0.155	0.167	0.156	0.167	0.146	0.157	0.154	0.170	0.161	0.169	0.156	0.155	0.144	0.156	0.164	0.155	0.167	0.170	0.160	0.155	-0.276	-0.063	0.157	2016_7_15_8_54_42
F2LS3GSUHFM5____	0.122	0.082	0.122	0.083	0.083	0.081	0.120	0.075	0.111	0.112	0.112	0.112	0.081	0.111	0.110	0.111	0.111	0.110	0.042	0.112	0.112	0.081	0.113	0.158	0.077	0.112	0.126	0.123	0.081	0.077	0.081	0.081	0.048	0.050	0.050	0.052	0.052	0.047	0.026	0.032	0.028	0.028	0.023	0.023	0.049	0.055	0.055	0.055	0.028	0.052	0.047	0.022	0.028	0.052	0.050	0.058	0.027	0.023	0.056	0.023	0.052	0.023	0.048	0.049	-0.123	-0.108	-0.124	-0.108	-0.108	-0.107	-0.122	-0.104	-0.119	-0.118	-0.118	-0.118	-0.107	-0.120	-0.119	-0.120	-0.119	-0.119	-0.092	-0.118	-0.118	-0.108	-0.121	-0.140	-0.104	-0.118	-0.126	-0.122	-0.108	-0.104	-0.107	-0.107	0.101	0.041	-0.115	2016_7_15_8_54_45
F2LS3GZKHFM5____	0.557	0.588	0.550	0.547	0.547	0.510	0.510	0.471	0.512	0.549	0.551	0.551	0.525	0.549	0.547	0.549	0.512	0.448	0.617	0.551	0.549	0.530	0.548	0.551	0.549	0.551	0.489	0.495	0.491	0.544	0.546	0.525	0.132	0.128	0.151	0.119	0.119	0.081	0.083	0.077	0.115	0.118	0.120	0.120	-0.018	0.118	0.084	0.118	0.115	0.050	-0.015	0.120	0.118	0.014	0.120	0.120	0.122	0.120	0.053	0.084	0.045	0.088	0.118	-0.018	-0.138	-0.149	-0.135	-0.132	-0.132	-0.116	-0.115	-0.099	-0.118	-0.133	-0.135	-0.135	-0.115	-0.133	-0.130	-0.133	-0.118	-0.088	-0.152	-0.134	-0.133	-0.119	-0.133	-0.134	-0.133	-0.135	-0.105	-0.109	-0.105	-0.129	-0.132	-0.115	0.535	0.091	-0.126	2016_7_15_8_54_48
F2LS3HTSHFM5____	-0.088	-0.167	-0.089	-0.129	-0.129	-0.127	-0.089	-0.131	-0.132	-0.200	-0.168	-0.168	-0.128	-0.131	-0.168	-0.131	-0.132	-0.129	-0.125	-0.130	-0.200	-0.129	-0.137	-0.129	-0.131	-0.168	-0.127	-0.166	-0.128	-0.126	-0.098	-0.128	0.033	-0.065	0.063	-0.004	-0.004	-0.004	0.074	-0.011	-0.010	0.088	0.040	0.040	-0.005	-0.012	0.045	-0.012	-0.010	-0.002	0.054	-0.002	0.088	-0.003	0.001	0.001	-0.052	0.040	-0.001	-0.005	-0.001	-0.011	-0.019	-0.005	0.038	0.076	0.036	0.057	0.057	0.056	0.036	0.058	0.058	0.079	0.070	0.070	0.056	0.057	0.069	0.057	0.058	0.057	0.052	0.057	0.079	0.056	0.071	0.056	0.061	0.070	0.068	0.071	0.056	0.056	0.045	0.056	-0.136	0.010	0.059	2016_7_15_8_54_52
F2LS3J5VHFM5____	-0.065	-0.069	-0.062	-0.068	-0.068	-0.067	-0.068	-0.073	-0.073	-0.073	-0.071	-0.071	-0.068	-0.070	-0.071	-0.070	-0.073	-0.073	-0.067	-0.072	-0.073	-0.072	-0.103	-0.071	-0.078	-0.071	-0.066	-0.063	-0.102	-0.100	-0.104	-0.068	0.038	-0.003	0.030	-0.002	-0.002	-0.002	-0.000	-0.000	-0.001	-0.003	0.042	0.042	-0.004	0.034	0.044	0.034	-0.001	0.002	-0.005	0.000	-0.003	-0.039	-0.008	-0.002	-0.035	0.042	-0.002	0.032	-0.007	-0.001	-0.005	-0.004	0.087	0.092	0.087	0.092	0.092	0.091	0.091	0.093	0.093	0.093	0.090	0.090	0.091	0.090	0.089	0.090	0.093	0.093	0.091	0.093	0.093	0.095	0.106	0.093	0.098	0.090	0.091	0.087	0.106	0.104	0.106	0.091	-0.074	0.007	0.093	2016_7_15_8_54_56
F2LS3JECHFM5____	-0.334	-0.329	-0.332	-0.328	-0.328	-0.329	-0.328	-0.326	-0.295	-0.293	-0.326	-0.326	-0.332	-0.325	-0.325	-0.325	-0.295	-0.323	-0.264	-0.295	-0.293	-0.332	-0.324	-0.325	-0.324	-0.326	-0.329	-0.334	-0.334	-0.328	-0.324	-0.332	-0.064	-0.029	-0.026	-0.028	-0.028	-0.027	-0.062	-0.063	-0.055	-0.017	-0.067	-0.067	-0.066	-0.063	-0.029	-0.063	-0.055	-0.028	-0.056	-0.059	-0.017	-0.062	-0.063	-0.024	-0.062	-0.067	-0.030	-0.063	-0.096	-0.028	-0.063	-0.066	0.099	0.094	0.096	0.094	0.094	0.094	0.097	0.096	0.082	0.079	0.096	0.096	0.099	0.095	0.093	0.095	0.082	0.093	0.070	0.083	0.079	0.099	0.095	0.093	0.095	0.096	0.095	0.099	0.101	0.094	0.095	0.099	-0.321	-0.050	0.093	2016_7_15_8_54_59
F2LS3JHAHFM5____	-0.196	-0.158	-0.164	-0.160	-0.160	-0.200	-0.162	-0.163	-0.247	-0.163	-0.206	-0.206	-0.196	-0.162	-0.162	-0.162	-0.247	-0.129	-0.199	-0.128	-0.163	-0.196	-0.162	-0.163	-0.129	-0.206	-0.203	-0.158	-0.161	-0.199	-0.164	-0.196	-0.001	0.018	0.012	0.022	0.022	-0.007	0.019	-0.008	-0.038	-0.006	0.023	0.023	-0.015	0.024	0.022	0.024	-0.038	0.029	0.022	0.031	-0.006	-0.013	-0.002	0.024	-0.001	0.023	-0.034	0.016	-0.005	-0.046	-0.003	-0.015	0.376	0.303	0.224	0.303	0.303	0.322	0.304	0.307	0.343	0.307	0.323	0.323	0.320	0.305	0.305	0.305	0.343	0.291	0.319	0.290	0.307	0.320	0.307	0.304	0.293	0.323	0.325	0.303	0.306	0.325	0.307	0.320	-0.177	0.004	0.311	2016_7_15_8_55_03
F2LS3JJ8HFM5____	0.163	0.160	0.160	0.193	0.193	0.191	0.191	0.190	0.158	0.156	0.189	0.189	0.159	0.156	0.156	0.156	0.158	0.156	0.193	0.156	0.156	0.192	0.158	0.227	0.155	0.189	0.190	0.160	0.191	0.190	0.190	0.159	0.058	0.058	0.059	0.064	0.064	0.062	0.063	0.061	0.060	0.060	0.062	0.062	0.057	0.058	0.055	0.058	0.060	0.055	0.061	0.055	0.060	0.061	0.054	0.061	0.023	0.062	0.063	0.060	0.063	0.063	0.063	0.057	0.137	0.138	0.138	0.125	0.125	0.126	0.125	0.126	0.139	0.139	0.127	0.127	0.138	0.139	0.140	0.139	0.139	0.140	0.125	0.140	0.139	0.125	0.139	0.111	0.142	0.127	0.125	0.138	0.125	0.125	0.126	0.138	0.174	0.059	0.132	2016_7_15_8_55_06
F2LS3JTDHFM5____	0.219	0.132	0.235	0.177	0.177	0.240	0.136	0.212	0.176	0.175	0.177	0.177	0.167	0.171	0.165	0.171	0.176	0.177	0.238	0.166	0.175	0.166	0.166	0.213	0.219	0.177	0.175	0.220	0.127	0.200	0.183	0.167	0.012	-0.018	0.088	0.040	0.040	0.081	0.001	0.052	0.041	0.079	0.042	0.042	0.086	0.005	-0.013	0.005	0.041	0.081	0.084	0.029	0.079	0.082	0.024	0.013	0.045	0.042	0.009	0.010	-0.016	0.113	0.046	0.086	0.050	0.088	0.040	0.066	0.066	0.038	0.085	0.051	0.066	0.064	0.066	0.066	0.067	0.070	0.073	0.070	0.066	0.063	0.038	0.070	0.064	0.067	0.071	0.053	0.048	0.066	0.068	0.050	0.089	0.051	0.063	0.067	0.183	0.042	0.063	2016_7_15_8_55_10
F2LS3KP7HFM5____	-0.277	-0.271	-0.270	-0.271	-0.271	-0.274	-0.270	-0.274	-0.275	-0.240	-0.306	-0.306	-0.273	-0.275	-0.273	-0.275	-0.275	-0.199	-0.270	-0.316	-0.240	-0.273	-0.272	-0.200	-0.273	-0.306	-0.272	-0.273	-0.272	-0.271	-0.242	-0.273	-0.096	-0.065	-0.046	-0.013	-0.013	-0.054	0.025	-0.102	-0.101	-0.046	-0.000	-0.000	-0.011	-0.054	-0.056	-0.054	-0.101	0.010	-0.061	-0.052	-0.046	-0.010	-0.060	0.025	-0.056	-0.000	-0.054	-0.056	-0.055	-0.108	-0.096	-0.011	-0.004	-0.008	-0.024	-0.012	-0.012	-0.007	-0.015	-0.004	-0.004	-0.021	0.001	0.001	-0.011	-0.007	-0.007	-0.007	-0.004	-0.042	-0.008	0.009	-0.021	-0.011	-0.008	-0.042	-0.008	0.001	-0.008	-0.008	-0.009	-0.005	-0.017	-0.011	-0.270	-0.044	-0.010	2016_7_15_8_55_13
