SN	Distance_X_LOGO_Battery_Down1	Distance_X_LOGO_Battery_Down2	Distance_X_LOGO_Battery_Down3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Battery_Down1	Distance_Y_LOGO_Battery_Down2	Distance_Y_LOGO_Battery_Down3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Battery_Down1	Angle_Battery_Down2	Angle_Battery_Down3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
FLNS31Y0GRX5____	-0.406	-0.487	-0.590	-0.565	-0.470	-0.477	-0.602	-0.810	-0.657	-0.297	-0.502	-0.410	-0.285	-0.283	-0.353	-0.282	-0.481	-0.352	-0.281	-0.540	-0.279	-0.413	-0.287	-0.478	-0.738	-0.405	-0.341	-0.474	-0.487	-0.741	-0.418	-0.425	-0.264	-0.264	-0.264	-0.264	-0.264	-0.264	-0.264	-0.264	-0.264	-0.264	-0.264	-0.264	-0.264	-0.264	-0.264	-0.264	-0.264	-0.264	-0.264	-0.264	-0.264	-0.264	-0.264	-0.264	-0.264	-0.264	-0.264	-0.264	-0.264	-0.264	-0.264	-0.264	0.315	0.272	0.262	0.207	0.309	0.296	0.238	0.094	0.205	0.290	0.205	0.315	0.354	0.395	0.318	0.381	0.263	0.337	0.388	0.231	0.387	0.286	0.360	0.261	0.146	0.324	0.352	0.290	0.229	0.131	0.290	0.268	-0.457	-0.264	0.281	2016_7_16_10_23_45
FLNS32DNGRX5____	-0.237	-0.131	-0.019	-0.162	-0.007	0.184	-0.143	-0.015	-0.020	-0.216	-0.361	-0.487	-0.073	-0.509	-0.159	-0.411	-0.150	-0.367	-0.346	-0.364	-0.496	-0.270	-0.268	-0.019	-0.037	-0.014	-0.168	-0.368	-0.140	0.149	-0.420	-0.149	-0.592	-0.592	-0.592	-0.592	-0.592	-0.592	-0.592	-0.592	-0.592	-0.592	-0.592	-0.592	-0.592	-0.592	-0.592	-0.592	-0.592	-0.592	-0.592	-0.592	-0.592	-0.592	-0.592	-0.592	-0.592	-0.592	-0.592	-0.592	-0.592	-0.592	-0.592	-0.592	-0.077	0.014	0.087	-0.005	0.116	0.194	0.046	0.098	0.094	-0.011	-0.034	-0.139	0.111	-0.205	-0.004	-0.104	0.025	-0.100	-0.070	-0.112	-0.180	0.005	-0.012	0.075	0.059	0.118	-0.015	-0.127	0.054	0.128	-0.149	0.018	-0.194	-0.592	-0.003	2016_7_16_10_23_49
FLNS32G4GRX5____	-0.185	-0.162	-0.566	-0.240	0.111	-0.082	-0.216	-0.188	-0.398	0.037	-0.151	-0.099	-0.153	-0.267	-0.096	0.046	-0.166	-0.173	-0.099	-0.218	0.033	-0.591	-0.148	-0.356	-0.145	0.108	-0.294	-0.350	-0.177	-0.216	-0.410	0.028	-0.432	-0.432	-0.432	-0.432	-0.432	-0.432	-0.432	-0.432	-0.432	-0.432	-0.432	-0.432	-0.432	-0.432	-0.432	-0.432	-0.432	-0.432	-0.432	-0.432	-0.432	-0.432	-0.432	-0.432	-0.432	-0.432	-0.432	-0.432	-0.432	-0.432	-0.432	-0.432	0.481	0.565	0.320	0.458	0.636	0.562	0.494	0.499	0.378	0.586	0.565	0.525	0.580	0.523	0.499	0.644	0.497	0.470	0.552	0.481	0.609	0.394	0.575	0.423	0.547	0.684	0.442	0.407	0.548	0.492	0.396	0.575	-0.181	-0.432	0.513	2016_7_16_10_23_51
FLQS30BYGRX8____	-0.809	-0.484	-0.540	-0.744	-0.532	-0.269	-0.488	-0.488	-0.490	-0.673	-0.545	-0.793	-0.276	-0.875	-0.282	-0.554	-0.740	-0.472	-0.483	0.007	-0.553	-0.537	-0.574	-0.591	-0.443	-0.615	-0.531	-0.651	-0.499	-0.561	-0.549	-0.677	0.090	0.090	0.090	0.090	0.090	0.090	0.090	0.090	0.090	0.090	0.090	0.090	0.090	0.090	0.090	0.090	0.090	0.090	0.090	0.090	0.090	0.090	0.090	0.090	0.090	0.090	0.090	0.090	0.090	0.090	0.090	0.090	0.204	0.368	0.359	0.252	0.367	0.478	0.361	0.363	0.366	0.291	0.352	0.258	0.503	0.199	0.461	0.331	0.257	0.395	0.369	0.623	0.344	0.370	0.281	0.361	0.345	0.308	0.393	0.341	0.308	0.317	0.293	0.270	-0.541	0.090	0.347	2016_7_16_10_23_54
FLQS30DLGRXL____	0.010	-0.057	0.257	0.465	0.284	0.138	0.256	0.401	0.139	0.352	0.003	0.130	0.346	0.218	0.078	0.145	0.204	-0.053	0.401	0.141	0.011	0.018	0.211	0.340	0.336	0.199	0.654	0.598	0.467	0.363	0.335	0.287	-0.210	-0.210	-0.210	-0.210	-0.210	-0.210	-0.210	-0.210	-0.210	-0.210	-0.210	-0.210	-0.210	-0.210	-0.210	-0.210	-0.210	-0.210	-0.210	-0.210	-0.210	-0.210	-0.210	-0.210	-0.210	-0.210	-0.210	-0.210	-0.210	-0.210	-0.210	-0.210	0.645	0.633	0.756	0.863	0.813	0.712	0.749	0.839	0.705	0.824	0.625	0.695	0.835	0.774	0.673	0.744	0.720	0.628	0.832	0.721	0.649	0.652	0.759	0.821	0.823	0.734	0.982	0.945	0.861	0.809	0.793	0.821	0.240	-0.210	0.764	2016_7_16_10_23_57
FLQS30GVGRX8____	-0.478	-0.210	-0.818	-0.814	-0.344	-0.225	-0.623	-0.290	-0.485	-0.544	-0.436	-0.417	-0.291	-0.367	-0.346	-0.348	-0.161	-0.352	-0.408	-0.282	-0.216	-0.612	-0.275	-0.351	-0.423	-0.352	-0.485	-0.349	-0.346	-0.291	-0.360	-0.536	0.147	0.147	0.147	0.147	0.147	0.147	0.147	0.147	0.147	0.147	0.147	0.147	0.147	0.147	0.147	0.147	0.147	0.147	0.147	0.147	0.147	0.147	0.147	0.147	0.147	0.147	0.147	0.147	0.147	0.147	0.147	0.147	-0.800	-0.603	-0.970	-0.985	-0.733	-0.719	-0.903	-0.726	-0.794	-0.825	-0.829	-0.752	-0.726	-0.717	-0.723	-0.732	-0.648	-0.750	-0.745	-0.715	-0.682	-0.841	-0.688	-0.715	-0.790	-0.731	-0.795	-0.723	-0.716	-0.722	-0.756	-0.827	-0.401	0.147	-0.762	2016_7_16_10_24_00
FLQS30KBGRX8____	-0.732	-0.431	-0.416	-0.431	-0.293	-0.474	-0.425	-0.432	-0.566	-0.353	-0.345	-0.480	-0.237	-0.615	-0.296	-0.682	-0.301	-0.664	-0.286	-0.408	-0.417	-0.614	-0.413	-0.225	-0.359	-0.361	-0.425	-0.484	-0.637	-0.229	-0.295	-0.348	-0.282	-0.282	-0.282	-0.282	-0.282	-0.282	-0.282	-0.282	-0.282	-0.282	-0.282	-0.282	-0.282	-0.282	-0.282	-0.282	-0.282	-0.282	-0.282	-0.282	-0.282	-0.282	-0.282	-0.282	-0.282	-0.282	-0.282	-0.282	-0.282	-0.282	-0.282	-0.282	-0.286	-0.189	-0.166	-0.196	-0.083	-0.189	-0.196	-0.205	-0.291	-0.177	-0.101	-0.211	-0.111	-0.272	-0.134	-0.326	-0.137	-0.343	-0.099	-0.161	-0.181	-0.277	-0.167	-0.095	-0.159	-0.148	-0.198	-0.238	-0.281	-0.109	-0.160	-0.148	-0.427	-0.282	-0.189	2016_7_16_10_24_06
FLQS30LUGRXL	-0.304	-0.573	-0.360	-0.418	-0.744	-0.557	-0.414	-0.511	-0.234	-0.627	-0.567	-0.426	-0.437	-0.641	-0.570	-0.429	-0.567	-0.561	-0.893	-0.488	-0.434	-0.494	-0.358	-0.431	-0.495	-0.520	-0.556	-0.638	-0.554	-0.306	-0.560	-0.226	-0.950	-0.950	-0.950	-0.950	-0.950	-0.950	-0.950	-0.950	-0.950	-0.950	-0.950	-0.950	-0.950	-0.950	-0.950	-0.950	-0.950	-0.950	-0.950	-0.950	-0.950	-0.950	-0.950	-0.950	-0.950	-0.950	-0.950	-0.950	-0.950	-0.950	-0.950	-0.950	0.489	0.375	0.520	0.487	0.310	0.385	0.471	0.411	0.523	0.359	0.379	0.467	0.443	0.319	0.351	0.449	0.371	0.367	0.182	0.425	0.420	0.436	0.529	0.456	0.418	0.322	0.396	0.332	0.383	0.479	0.383	0.541	-0.497	-0.950	0.412	2016_7_16_10_24_09
FLQS31B0GRX2____	0.202	0.138	-0.326	0.074	0.073	-0.065	0.052	-0.190	-0.309	-0.577	0.062	0.070	0.005	-0.279	-0.330	-0.191	-0.068	-0.062	0.136	0.227	-0.056	-0.321	-0.133	-0.066	0.060	-0.249	0.062	-0.019	0.002	0.068	0.211	0.018	-0.059	-0.059	-0.059	-0.059	-0.059	-0.059	-0.059	-0.059	-0.059	-0.059	-0.059	-0.059	-0.059	-0.059	-0.059	-0.059	-0.059	-0.059	-0.059	-0.059	-0.059	-0.059	-0.059	-0.059	-0.059	-0.059	-0.059	-0.059	-0.059	-0.059	-0.059	-0.059	0.785	0.750	0.500	0.700	0.712	0.648	0.664	0.611	0.518	0.426	0.697	0.701	0.680	0.507	0.545	0.591	0.638	0.653	0.746	0.844	0.652	0.531	0.604	0.639	0.669	0.547	0.697	0.633	0.665	0.696	0.820	0.697	-0.056	-0.059	0.649	2016_7_16_10_24_12
FLQS31B2GRWM____	0.474	0.488	0.224	0.219	0.281	0.283	0.328	0.197	0.151	0.677	0.517	0.660	0.402	0.245	0.408	0.029	0.085	0.139	-0.056	0.348	0.145	0.407	0.414	0.230	0.297	0.006	0.329	0.283	0.266	0.077	0.152	0.362	-0.099	-0.099	-0.099	-0.099	-0.099	-0.099	-0.099	-0.099	-0.099	-0.099	-0.099	-0.099	-0.099	-0.099	-0.099	-0.099	-0.099	-0.099	-0.099	-0.099	-0.099	-0.099	-0.099	-0.099	-0.099	-0.099	-0.099	-0.099	-0.099	-0.099	-0.099	-0.099	-0.323	-0.310	-0.420	-0.456	-0.427	-0.422	-0.425	-0.521	-0.489	-0.246	-0.353	-0.259	-0.403	-0.346	-0.375	-0.503	-0.525	-0.517	-0.621	-0.410	-0.505	-0.395	-0.380	-0.430	-0.381	-0.602	-0.442	-0.413	-0.465	-0.553	-0.487	-0.356	0.283	-0.099	-0.430	2016_7_16_10_24_15
