SN	Distance_X_LOGO_Battery_Down1	Distance_X_LOGO_Battery_Down2	Distance_X_LOGO_Battery_Down3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Battery_Down1	Distance_Y_LOGO_Battery_Down2	Distance_Y_LOGO_Battery_Down3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Battery_Down1	Angle_Battery_Down2	Angle_Battery_Down3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
FLQS31K2GRWM____	0.130	0.281	0.139	0.086	0.201	0.212	0.063	0.347	0.265	0.191	0.399	0.139	0.001	0.126	0.072	-0.006	0.203	0.205	0.204	0.208	0.071	-0.190	0.137	0.269	0.204	0.056	0.273	0.125	0.207	0.068	0.014	-0.255	-0.425	-0.425	-0.425	-0.425	-0.425	-0.425	-0.425	-0.425	-0.425	-0.425	-0.425	-0.425	-0.425	-0.425	-0.425	-0.425	-0.425	-0.425	-0.425	-0.425	-0.425	-0.425	-0.425	-0.425	-0.425	-0.425	-0.425	-0.425	-0.425	-0.425	-0.425	-0.425	0.014	0.094	0.037	0.019	0.054	0.078	-0.022	0.150	0.120	0.008	0.173	0.041	-0.042	-0.014	0.010	-0.052	0.061	0.081	0.039	0.084	-0.018	-0.152	0.039	0.096	0.048	-0.043	0.086	0.008	0.054	-0.026	-0.034	-0.176	0.139	-0.425	0.025	2016_7_16_10_24_18
FLQS31QAGRX2____	-0.796	-0.661	-0.459	-0.520	-0.506	-0.306	-0.782	-0.793	-0.467	-0.509	-0.800	-0.646	-0.512	-0.371	-0.855	-0.527	-0.397	-0.738	-0.515	-0.578	-0.593	-0.852	-0.511	-0.459	-0.518	-0.463	-0.403	-0.584	-0.585	-0.652	-0.714	-0.375	-1.534	-1.534	-1.534	-1.534	-1.534	-1.534	-1.534	-1.534	-1.534	-1.534	-1.534	-1.534	-1.534	-1.534	-1.534	-1.534	-1.534	-1.534	-1.534	-1.534	-1.534	-1.534	-1.534	-1.534	-1.534	-1.534	-1.534	-1.534	-1.534	-1.534	-1.534	-1.534	-0.333	-0.256	-0.149	-0.164	-0.159	-0.054	-0.314	-0.357	-0.173	-0.141	-0.387	-0.219	-0.198	-0.053	-0.328	-0.167	-0.159	-0.356	-0.210	-0.222	-0.213	-0.320	-0.203	-0.182	-0.202	-0.166	-0.142	-0.210	-0.182	-0.233	-0.270	-0.077	-0.576	-1.534	-0.212	2016_7_16_10_24_20
FLQS32CMGRWM____	-0.294	-0.544	-0.069	-0.367	-0.343	-0.363	-0.225	-0.292	-0.222	-0.149	-0.158	-0.349	-0.151	-0.277	-0.274	-0.292	-0.219	-0.430	-0.338	-0.279	-0.283	-0.464	-0.347	-0.217	-0.154	-0.216	-0.413	-0.226	0.060	-0.019	-0.416	-0.367	-0.502	-0.502	-0.502	-0.502	-0.502	-0.502	-0.502	-0.502	-0.502	-0.502	-0.502	-0.502	-0.502	-0.502	-0.502	-0.502	-0.502	-0.502	-0.502	-0.502	-0.502	-0.502	-0.502	-0.502	-0.502	-0.502	-0.502	-0.502	-0.502	-0.502	-0.502	-0.502	-0.125	-0.210	0.060	-0.179	-0.130	-0.174	-0.098	-0.118	-0.074	-0.033	-0.018	-0.164	-0.015	-0.048	-0.084	-0.159	-0.076	-0.207	-0.108	-0.121	-0.116	-0.122	-0.140	-0.085	-0.064	-0.055	-0.167	-0.099	0.074	0.006	-0.188	-0.201	-0.272	-0.502	-0.101	2016_7_16_10_24_23
FLQS300WGRX8____	-0.433	-0.357	-0.229	-0.495	-0.435	-0.610	-0.560	-0.558	-0.301	-0.485	-0.564	-0.560	-0.495	-0.478	-0.355	-0.615	-0.422	-0.481	-0.487	-0.471	-0.565	-0.705	-0.491	-0.428	-0.563	-0.672	-0.692	-0.431	-0.307	-0.561	-0.556	-0.568	-0.158	-0.158	-0.158	-0.158	-0.158	-0.158	-0.158	-0.158	-0.158	-0.158	-0.158	-0.158	-0.158	-0.158	-0.158	-0.158	-0.158	-0.158	-0.158	-0.158	-0.158	-0.158	-0.158	-0.158	-0.158	-0.158	-0.158	-0.158	-0.158	-0.158	-0.158	-0.158	-0.828	-0.762	-0.732	-0.864	-0.839	-0.860	-0.919	-0.894	-0.748	-0.831	-0.906	-0.895	-0.870	-0.812	-0.775	-0.894	-0.800	-0.825	-0.847	-0.809	-0.896	-0.946	-0.844	-0.822	-0.900	-0.896	-0.952	-0.832	-0.765	-0.887	-0.872	-0.911	-0.498	-0.158	-0.851	2016_7_16_10_24_26
FLQS302CGRX8____	-0.000	-0.000	0.000	-0.000	-0.000	0.000	-0.000	-0.000	-0.000	0.000	0.000	0.000	-0.000	-0.000	-0.000	0.000	0.000	0.000	0.000	-0.000	-0.000	-0.000	0.000	0.000	-0.000	-0.000	-0.000	0.000	0.000	0.000	-0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.000	0.000	-0.000	0.000	-0.000	0.000	0.000	-0.000	-0.000	-0.000	-0.000	0.000	-0.000	-0.000	-0.000	0.000	-0.000	-0.000	-0.000	0.000	0.000	-0.000	0.000	0.000	-0.000	-0.000	0.000	-0.000	0.000	0.000	-0.000	-0.000	0.000	-0.000	2016_7_16_10_24_28
FLQS304AGRX8____	0.003	0.350	0.531	0.193	0.200	0.069	0.328	0.587	0.277	0.259	0.395	0.213	0.424	0.218	0.265	-0.007	0.401	0.127	0.062	0.421	0.332	0.070	0.326	0.260	0.199	0.080	0.269	0.051	0.276	0.536	0.334	0.289	0.221	0.221	0.221	0.221	0.221	0.221	0.221	0.221	0.221	0.221	0.221	0.221	0.221	0.221	0.221	0.221	0.221	0.221	0.221	0.221	0.221	0.221	0.221	0.221	0.221	0.221	0.221	0.221	0.221	0.221	0.221	0.221	0.578	0.785	0.834	0.640	0.677	0.600	0.718	0.852	0.745	0.690	0.763	0.699	0.833	0.710	0.705	0.558	0.767	0.603	0.598	0.747	0.716	0.614	0.722	0.691	0.672	0.634	0.716	0.549	0.726	0.842	0.742	0.755	0.261	0.221	0.703	2016_7_16_10_24_31
FLQS304UGRX2____	-0.181	-0.339	-0.258	-0.010	-0.076	-0.156	-0.187	-0.557	-0.003	0.156	-0.515	-0.390	-0.257	-0.158	-0.054	-0.365	-0.075	-0.116	-0.082	-0.151	0.089	-0.046	-0.253	-0.201	-0.139	-0.113	-0.068	-0.071	-0.288	-0.066	-0.399	0.106	0.682	0.682	0.682	0.682	0.682	0.682	0.682	0.682	0.682	0.682	0.682	0.682	0.682	0.682	0.682	0.682	0.682	0.682	0.682	0.682	0.682	0.682	0.682	0.682	0.682	0.682	0.682	0.682	0.682	0.682	0.682	0.682	-0.059	-0.197	-0.128	-0.046	-0.049	-0.130	-0.064	-0.252	-0.031	0.134	-0.262	-0.205	-0.107	0.039	0.015	-0.197	-0.056	-0.017	-0.052	-0.101	0.076	0.036	-0.095	-0.087	-0.085	-0.024	-0.024	-0.040	-0.150	-0.025	-0.218	0.081	-0.163	0.682	-0.072	2016_7_16_10_24_34
FLQS3023GRX8____	-0.629	-0.678	-0.761	-0.960	-0.690	-0.638	-0.893	-0.985	-0.685	-0.670	-0.709	-0.844	-0.815	-0.737	-0.629	-0.874	-0.422	-0.879	-0.944	-0.965	-0.636	-0.702	-0.900	-0.818	-0.720	-0.484	-0.825	-0.619	-0.571	-0.894	-0.752	-0.898	0.445	0.445	0.445	0.445	0.445	0.445	0.445	0.445	0.445	0.445	0.445	0.445	0.445	0.445	0.445	0.445	0.445	0.445	0.445	0.445	0.445	0.445	0.445	0.445	0.445	0.445	0.445	0.445	0.445	0.445	0.445	0.445	0.150	0.165	0.060	-0.004	0.134	0.118	0.013	-0.013	0.140	0.246	0.090	0.070	0.098	0.182	0.149	0.085	0.270	0.052	0.040	-0.017	0.142	0.107	0.006	0.094	0.090	0.244	0.045	0.177	0.161	0.020	0.126	0.018	-0.757	0.445	0.102	2016_7_16_10_24_36
FLQS3075GRX8____	-0.398	-0.269	-0.467	-0.062	-0.256	0.062	-0.403	-0.133	-0.354	-0.152	-0.280	-0.423	-0.213	-0.140	-0.548	-0.137	-0.426	-0.273	-0.215	-0.269	-0.348	-0.437	-0.142	0.128	-0.401	-0.278	-0.281	-0.346	-0.250	-0.087	-0.290	-0.276	-0.356	-0.356	-0.356	-0.356	-0.356	-0.356	-0.356	-0.356	-0.356	-0.356	-0.356	-0.356	-0.356	-0.356	-0.356	-0.356	-0.356	-0.356	-0.356	-0.356	-0.356	-0.356	-0.356	-0.356	-0.356	-0.356	-0.356	-0.356	-0.356	-0.356	-0.356	-0.356	-0.235	-0.140	-0.246	-0.033	-0.137	-0.009	-0.216	-0.097	-0.243	-0.142	-0.186	-0.256	-0.116	-0.088	-0.300	-0.100	-0.263	-0.180	-0.162	-0.150	-0.232	-0.139	-0.070	0.032	-0.207	-0.173	-0.190	-0.240	-0.263	-0.031	-0.266	-0.172	-0.261	-0.356	-0.164	2016_7_16_10_24_39
FLQS3089GRXL____	0.151	0.356	0.205	0.353	0.020	0.394	0.336	0.287	0.215	0.079	0.024	0.477	0.470	-0.001	0.474	0.210	-0.066	0.154	0.003	0.222	0.343	0.543	0.358	0.278	0.336	0.197	0.279	0.147	0.097	0.261	0.148	0.150	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.759	0.919	0.764	0.866	0.693	0.856	0.821	0.830	0.813	0.695	0.679	0.911	0.914	0.671	0.909	0.756	0.642	0.778	0.675	0.823	0.836	0.955	0.895	0.806	0.859	0.754	0.838	0.755	0.762	0.787	0.727	0.756	0.234	0.004	0.797	2016_7_16_10_24_42
