SN	Distance_X_LOGO_Nfc_Up1	Distance_X_LOGO_Nfc_Up2	Distance_X_LOGO_Nfc_Up3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Nfc_Up1	Distance_Y_LOGO_Nfc_Up2	Distance_Y_LOGO_Nfc_Up3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Nfc_Up1	Angle_Nfc_Up2	Angle_Nfc_Up3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
FLNS31Y0GRX5____	-66.974	-66.872	-66.827	-66.905	-66.941	-66.977	-66.873	-66.897	-66.837	-66.939	-66.974	-66.871	-66.789	-66.974	-66.930	-66.975	-66.870	-66.904	-66.897	-66.869	-66.902	-66.909	-66.905	-66.827	-66.905	-66.819	-66.796	-66.791	-66.729	-66.726	-66.828	-66.799	144.009	144.010	143.999	144.080	144.082	144.042	144.038	144.095	144.006	144.043	144.007	143.937	144.079	144.046	144.023	144.012	144.042	144.008	144.063	144.059	144.126	144.041	144.115	144.170	144.304	144.225	144.272	144.213	144.241	144.204	144.178	144.358	115.065	115.031	115.018	115.031	115.043	115.061	115.027	115.027	115.020	115.048	115.065	115.042	114.994	115.059	115.048	115.065	115.026	115.042	115.031	115.023	115.023	115.039	115.026	114.992	114.997	114.981	114.967	114.974	114.949	114.954	114.991	114.955	2016_7_16_10_19_49
FLNS32DNGRX5____	-67.026	-66.924	-66.851	-66.959	-66.995	-67.031	-66.927	-66.957	-66.890	-66.992	-67.026	-66.924	-66.816	-67.027	-66.955	-67.029	-66.924	-66.957	-66.921	-66.891	-66.924	-66.962	-66.959	-66.853	-66.924	-66.848	-66.820	-66.819	-66.787	-66.749	-66.853	-66.820	144.013	144.008	144.008	144.082	144.085	144.049	144.040	144.111	144.014	144.045	144.009	143.937	144.083	144.046	144.040	144.014	144.041	144.010	144.075	144.078	144.146	144.046	144.115	144.233	144.343	144.244	144.306	144.268	144.270	144.242	144.219	144.375	114.862	114.829	114.805	114.829	114.841	114.858	114.825	114.824	114.817	114.846	114.863	114.840	114.782	114.857	114.834	114.863	114.824	114.840	114.818	114.808	114.808	114.836	114.824	114.772	114.778	114.768	114.750	114.755	114.745	114.737	114.774	114.740	2016_7_16_10_19_52
FLNS32G4GRX5____	-66.950	-66.844	-66.771	-66.881	-66.917	-66.951	-66.847	-66.877	-66.810	-66.915	-66.950	-66.845	-66.737	-66.950	-66.876	-66.949	-66.846	-66.879	-66.840	-66.810	-66.843	-66.882	-66.879	-66.772	-66.846	-66.770	-66.740	-66.739	-66.708	-66.670	-66.773	-66.742	143.974	143.976	143.967	144.048	144.045	144.007	144.008	144.077	143.979	144.010	143.973	143.903	144.045	144.010	144.008	143.974	144.009	143.977	144.039	144.041	144.112	144.008	144.082	144.182	144.289	144.211	144.254	144.217	144.221	144.188	144.180	144.324	114.693	114.658	114.636	114.659	114.671	114.689	114.654	114.653	114.647	114.676	114.693	114.669	114.613	114.688	114.664	114.693	114.654	114.669	114.647	114.637	114.637	114.666	114.654	114.603	114.612	114.598	114.582	114.587	114.577	114.569	114.604	114.572	2016_7_16_10_19_54
FLQS30BYGRX8____	-67.467	-67.396	-67.324	-67.430	-67.466	-67.503	-67.398	-67.431	-67.362	-67.465	-67.514	-67.397	-67.289	-67.499	-67.444	-67.501	-67.394	-67.444	-67.393	-67.364	-67.398	-67.434	-67.433	-67.339	-67.409	-67.325	-67.295	-67.304	-67.261	-67.220	-67.328	-67.291	143.934	143.926	143.935	143.997	144.001	143.923	143.926	143.994	143.892	143.926	143.881	143.823	144.005	143.962	143.916	143.928	143.963	143.881	143.999	143.964	144.033	143.926	143.998	144.091	144.196	144.138	144.193	144.126	144.161	144.156	144.112	144.285	115.167	115.146	115.121	115.146	115.157	115.181	115.146	115.147	115.140	115.168	115.191	115.162	115.099	115.174	115.163	115.180	115.139	115.168	115.134	115.129	115.130	115.158	115.147	115.102	115.109	115.090	115.072	115.085	115.066	115.053	115.095	115.057	2016_7_16_10_19_57
FLQS30DLGRXL____	-67.003	-66.903	-66.828	-66.937	-66.975	-67.008	-66.904	-66.932	-66.865	-66.970	-67.001	-66.903	-66.790	-67.002	-66.930	-67.004	-66.903	-66.933	-66.897	-66.868	-66.899	-66.941	-66.937	-66.828	-66.904	-66.824	-66.796	-66.790	-66.762	-66.726	-66.829	-66.798	144.028	144.026	144.027	144.097	144.093	144.058	144.057	144.122	144.024	144.061	144.027	143.963	144.104	144.094	144.056	144.026	144.063	144.029	144.091	144.087	144.163	144.056	144.129	144.211	144.336	144.274	144.302	144.256	144.267	144.273	144.217	144.377	114.953	114.921	114.896	114.921	114.934	114.950	114.916	114.916	114.909	114.937	114.953	114.930	114.872	114.943	114.925	114.954	114.915	114.930	114.909	114.900	114.899	114.928	114.916	114.868	114.874	114.857	114.844	114.849	114.838	114.825	114.868	114.833	2016_7_16_10_20_01
FLQS30GVGRX8____	-67.287	-67.183	-67.114	-67.219	-67.255	-67.291	-67.185	-67.231	-67.149	-67.253	-67.301	-67.196	-67.080	-67.288	-67.231	-67.289	-67.183	-67.218	-67.184	-67.152	-67.185	-67.221	-67.220	-67.117	-67.190	-67.115	-67.085	-67.083	-67.048	-67.013	-67.115	-67.084	144.012	144.021	144.023	144.087	144.088	144.047	144.051	144.066	144.022	144.050	143.961	143.891	144.095	144.047	143.996	144.012	144.053	144.018	144.092	144.089	144.156	144.049	144.120	144.217	144.293	144.259	144.256	144.254	144.261	144.225	144.220	144.372	114.967	114.931	114.909	114.933	114.945	114.963	114.928	114.940	114.920	114.950	114.979	114.956	114.886	114.962	114.951	114.968	114.926	114.943	114.921	114.911	114.911	114.940	114.928	114.880	114.892	114.873	114.864	114.863	114.851	114.845	114.879	114.846	2016_7_16_10_20_04
FLQS30KBGRX8____	-67.014	-66.910	-66.844	-66.945	-66.982	-67.015	-66.913	-66.948	-66.876	-66.979	-67.013	-66.912	-66.807	-67.014	-66.949	-67.015	-66.910	-66.946	-66.912	-66.879	-66.909	-66.947	-66.945	-66.843	-66.910	-66.840	-66.804	-66.807	-66.770	-66.735	-66.843	-66.804	144.065	144.064	144.067	144.131	144.134	144.100	144.060	144.168	144.026	144.097	144.064	143.958	144.134	144.101	144.068	144.066	144.097	144.031	144.135	144.098	144.203	144.095	144.166	144.267	144.379	144.301	144.348	144.305	144.312	144.277	144.270	144.427	115.085	115.051	115.029	115.052	115.064	115.080	115.053	115.048	115.046	115.069	115.085	115.068	115.007	115.079	115.063	115.085	115.046	115.068	115.041	115.036	115.030	115.058	115.047	114.998	115.003	114.992	114.973	114.981	114.968	114.961	114.998	114.962	2016_7_16_10_20_07
FLQS30LUGRXL	-67.012	-66.908	-66.800	-66.943	-66.980	-67.014	-66.912	-66.940	-66.873	-66.976	-67.011	-66.909	-66.761	-67.011	-66.955	-67.012	-66.908	-66.940	-66.905	-66.876	-66.910	-66.948	-66.943	-66.835	-66.909	-66.831	-66.801	-66.797	-66.770	-66.730	-66.836	-66.805	143.966	143.985	143.994	144.058	144.062	143.999	143.991	144.061	143.960	144.001	143.964	143.899	144.072	143.999	144.007	143.968	144.026	143.966	144.054	144.060	144.096	143.996	144.068	144.144	144.269	144.212	144.241	144.191	144.203	144.210	144.151	144.323	114.751	114.714	114.678	114.715	114.726	114.747	114.715	114.713	114.707	114.734	114.751	114.728	114.653	114.746	114.726	114.751	114.708	114.728	114.703	114.693	114.698	114.726	114.713	114.666	114.672	114.655	114.641	114.647	114.636	114.622	114.666	114.629	2016_7_16_10_20_09
FLQS31B0GRX2____	-66.804	-66.702	-66.628	-66.737	-66.775	-66.807	-66.767	-66.735	-66.732	-66.771	-66.804	-66.767	-66.591	-66.803	-66.732	-66.804	-66.701	-66.735	-66.698	-66.668	-66.702	-66.742	-66.738	-66.630	-66.705	-66.623	-66.597	-66.594	-66.627	-66.528	-66.631	-66.600	144.150	144.180	144.188	144.248	144.218	144.185	144.193	144.245	144.158	144.185	144.149	144.088	144.262	144.185	144.176	144.152	144.217	144.153	144.252	144.249	144.283	144.182	144.283	144.340	144.465	144.398	144.432	144.383	144.403	144.373	144.340	144.510	114.951	114.913	114.888	114.914	114.931	114.947	114.933	114.914	114.927	114.935	114.951	114.949	114.865	114.946	114.924	114.951	114.907	114.928	114.901	114.892	114.898	114.926	114.910	114.865	114.871	114.854	114.841	114.847	114.855	114.827	114.866	114.830	2016_7_16_10_20_13
FLQS31B2GRWM____	-66.322	-66.219	-66.141	-66.225	-66.290	-66.295	-66.224	-66.217	-66.155	-66.258	-66.293	-66.187	-66.075	-66.293	-66.249	-66.294	-66.220	-66.223	-66.211	-66.185	-66.185	-66.257	-66.226	-66.111	-66.187	-66.101	-66.078	-66.076	-66.046	-66.013	-66.113	-66.079	144.355	144.357	144.346	144.434	144.429	144.395	144.350	144.449	144.364	144.395	144.355	144.286	144.426	144.394	144.378	144.358	144.387	144.361	144.412	144.416	144.490	144.391	144.464	144.527	144.665	144.572	144.629	144.569	144.595	144.566	144.534	144.716	114.695	114.661	114.637	114.651	114.673	114.680	114.663	114.646	114.639	114.668	114.685	114.661	114.603	114.679	114.667	114.685	114.657	114.661	114.650	114.641	114.630	114.668	114.647	114.600	114.604	114.590	114.574	114.582	114.568	114.562	114.599	114.561	2016_7_16_10_20_16
