SN	Distance_X_LOGO_Battery_Down1	Distance_X_LOGO_Battery_Down2	Distance_X_LOGO_Battery_Down3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Battery_Down1	Distance_Y_LOGO_Battery_Down2	Distance_Y_LOGO_Battery_Down3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Battery_Down1	Angle_Battery_Down2	Angle_Battery_Down3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
FLNS31Y0GRX5____	-11.439	-11.702	-11.454	-11.315	-11.365	-11.529	-11.362	-11.440	-11.643	-11.504	-11.725	-11.616	-11.731	-11.630	-11.593	-11.697	-11.372	-11.664	-11.629	-11.299	-11.611	-11.533	-11.557	-11.437	-11.402	-11.837	-11.547	-11.495	-11.403	-11.238	-11.480	-11.612	-117.394	-116.840	-116.503	-118.028	-117.701	-117.359	-116.971	-117.486	-116.979	-117.920	-118.153	-117.025	-117.578	-116.981	-118.066	-117.524	-117.737	-117.688	-118.028	-117.822	-116.984	-118.070	-117.626	-117.779	-118.052	-117.019	-117.244	-117.485	-117.991	-117.779	-117.510	-118.186	264.230	264.076	264.181	264.319	264.281	264.185	264.247	264.234	264.112	264.224	264.128	264.127	264.098	264.118	264.188	264.112	264.278	264.136	264.169	264.318	264.128	264.217	264.184	264.249	264.279	264.020	264.171	264.208	264.275	264.345	264.216	264.184	2016_7_16_10_23_45
FLNS32DNGRX5____	-11.542	-11.349	-11.487	-11.241	-11.419	-11.663	-11.210	-11.815	-11.487	-11.428	-11.441	-11.333	-11.657	-10.932	-11.577	-11.420	-11.421	-11.371	-11.421	-11.266	-11.376	-11.469	-11.419	-11.419	-11.371	-11.555	-11.389	-11.268	-11.392	-11.419	-11.200	-11.406	-117.349	-116.731	-116.786	-117.175	-116.927	-116.130	-116.602	-117.314	-116.923	-116.904	-116.159	-116.244	-116.409	-117.533	-117.289	-117.084	-117.163	-117.559	-117.129	-117.419	-117.327	-116.117	-116.993	-117.401	-117.594	-116.834	-116.866	-117.693	-117.294	-117.339	-117.548	-117.454	264.659	264.723	264.659	264.796	264.698	264.541	264.784	264.525	264.665	264.693	264.651	264.708	264.557	264.962	264.639	264.705	264.708	264.751	264.707	264.795	264.738	264.635	264.701	264.721	264.753	264.628	264.710	264.807	264.729	264.717	264.833	264.729	2016_7_16_10_23_49
FLNS32G4GRX5____	-11.472	-11.752	-11.402	-11.374	-11.485	-11.396	-11.350	-11.542	-11.402	-11.632	-11.733	-11.789	-11.665	-11.363	-11.789	-11.696	-11.556	-11.539	-11.764	-11.422	-11.725	-11.416	-11.432	-11.292	-11.475	-11.826	-11.526	-11.286	-11.437	-11.425	-11.351	-11.616	-117.330	-116.175	-116.945	-117.475	-117.689	-116.945	-117.073	-116.665	-117.155	-117.501	-116.558	-117.596	-116.303	-116.763	-117.714	-116.912	-117.787	-116.822	-117.029	-118.024	-117.024	-115.705	-117.023	-117.564	-117.065	-116.921	-117.480	-117.730	-117.050	-117.826	-117.051	-117.305	264.175	263.983	264.191	264.229	264.186	264.194	264.222	264.110	264.201	264.106	264.011	264.035	264.032	264.201	264.040	264.046	264.156	264.118	264.019	264.232	264.038	264.125	264.180	264.273	264.161	263.984	264.156	264.284	264.179	264.221	264.221	264.104	2016_7_16_10_23_51
FLQS30BYGRX8____	-11.303	-11.364	-11.235	-10.852	-11.167	-11.199	-11.079	-11.300	-11.300	-11.313	-11.462	-11.211	-11.543	-10.818	-11.461	-11.232	-11.111	-11.281	-11.237	-11.347	-11.267	-11.208	-11.222	-11.046	-11.398	-11.177	-11.151	-10.970	-11.329	-11.224	-11.092	-11.279	-117.880	-117.841	-117.774	-118.047	-117.787	-117.846	-118.032	-117.969	-117.982	-117.434	-118.035	-117.510	-117.205	-117.986	-118.540	-118.006	-117.826	-117.656	-118.123	-118.154	-117.798	-117.838	-118.235	-117.414	-118.263	-117.760	-117.070	-117.774	-118.541	-118.247	-118.134	-118.389	264.246	264.214	264.274	264.471	264.307	264.294	264.360	264.251	264.252	264.220	264.176	264.273	264.098	264.484	264.200	264.286	264.336	264.246	264.289	264.237	264.259	264.290	264.301	264.349	264.218	264.301	264.282	264.401	264.264	264.300	264.359	264.281	2016_7_16_10_23_54
FLQS30DLGRXL____	-12.190	-12.121	-12.115	-12.080	-12.047	-12.088	-12.036	-12.192	-12.129	-11.793	-12.156	-12.157	-12.167	-11.924	-12.092	-12.132	-12.127	-12.091	-12.127	-11.846	-12.149	-12.090	-12.050	-11.853	-12.156	-12.123	-12.479	-12.041	-12.155	-12.053	-11.910	-12.117	-117.100	-116.675	-117.062	-117.070	-117.143	-116.996	-116.997	-117.134	-117.339	-117.370	-117.202	-117.375	-116.689	-117.084	-117.369	-116.637	-117.573	-117.005	-117.282	-117.389	-117.276	-117.315	-117.206	-117.286	-117.166	-117.245	-116.746	-117.316	-117.166	-117.282	-117.427	-117.028	263.761	263.773	263.795	263.812	263.832	263.805	263.830	263.761	263.802	263.966	263.783	263.790	263.751	263.889	263.821	263.766	263.815	263.804	263.800	263.942	263.789	263.820	263.834	263.933	263.780	263.800	263.602	263.844	263.781	263.836	263.913	263.793	2016_7_16_10_23_57
FLQS30GVGRX8____	-11.561	-11.480	-11.200	-11.040	-11.351	-11.372	-11.190	-11.421	-11.422	-11.496	-11.506	-11.518	-11.377	-11.200	-11.323	-11.424	-11.543	-11.392	-11.358	-11.343	-11.519	-11.255	-11.285	-11.348	-11.309	-11.486	-11.386	-11.216	-11.326	-11.271	-11.198	-11.340	-117.125	-116.375	-117.565	-117.818	-117.491	-118.072	-118.015	-117.226	-117.428	-117.278	-118.089	-117.542	-118.037	-116.515	-117.157	-117.317	-117.729	-117.421	-117.509	-117.953	-117.440	-117.412	-117.429	-117.449	-118.197	-117.326	-117.426	-117.156	-117.208	-118.233	-117.972	-118.090	264.700	264.703	264.895	264.984	264.819	264.835	264.921	264.772	264.781	264.738	264.772	264.740	264.832	264.846	264.817	264.775	264.737	264.796	264.816	264.844	264.735	264.861	264.848	264.818	264.872	264.746	264.799	264.868	264.818	264.891	264.915	264.852	2016_7_16_10_24_00
FLQS30KBGRX8____	-11.504	-11.627	-11.505	-11.387	-11.410	-11.590	-11.282	-11.566	-11.432	-11.444	-11.668	-11.400	-11.655	-11.359	-11.656	-11.440	-11.495	-11.375	-11.628	-11.431	-11.459	-11.401	-11.432	-11.487	-11.657	-11.564	-11.465	-11.293	-11.375	-11.421	-11.348	-11.617	-116.371	-116.747	-116.275	-117.070	-117.005	-117.326	-116.874	-117.137	-117.607	-117.053	-116.414	-117.724	-117.217	-117.023	-117.644	-117.044	-117.373	-117.705	-117.286	-117.008	-117.676	-117.390	-117.079	-117.622	-117.441	-117.110	-117.670	-117.851	-117.180	-117.746	-117.555	-117.369	264.017	263.976	264.012	264.108	264.093	264.021	264.149	264.024	264.111	264.079	263.939	264.132	263.985	264.119	264.004	264.080	264.069	264.143	264.001	264.083	264.101	264.116	264.086	264.085	263.994	264.024	264.098	264.189	264.118	264.123	264.149	264.010	2016_7_16_10_24_06
FLQS30LUGRXL	-11.481	-11.413	-11.349	-11.316	-11.274	-11.312	-11.149	-11.343	-11.415	-11.223	-11.248	-11.261	-11.382	-10.936	-11.248	-11.413	-11.143	-11.184	-11.145	-11.279	-11.381	-11.185	-11.279	-11.272	-11.120	-11.413	-11.317	-10.937	-11.320	-11.279	-11.135	-11.341	-116.878	-116.337	-116.400	-115.717	-116.726	-116.725	-116.143	-116.311	-117.192	-116.901	-116.730	-116.184	-116.421	-117.056	-116.903	-116.699	-117.573	-117.181	-117.598	-116.662	-117.064	-116.919	-116.602	-117.070	-116.961	-117.228	-116.995	-117.106	-116.957	-116.874	-116.692	-116.766	264.118	264.125	264.160	264.143	264.212	264.193	264.245	264.158	264.165	264.245	264.225	264.192	264.144	264.391	264.232	264.143	264.314	264.277	264.315	264.206	264.175	264.264	264.203	264.228	264.297	264.168	264.203	264.393	264.200	264.216	264.277	264.181	2016_7_16_10_24_09
FLQS31B0GRX2____	-12.054	-12.189	-11.714	-11.820	-11.777	-11.682	-11.623	-11.931	-11.918	-11.662	-12.221	-11.828	-11.824	-11.632	-11.753	-11.859	-11.854	-11.829	-11.863	-12.063	-11.759	-11.760	-11.705	-11.714	-12.140	-11.980	-11.954	-11.699	-11.685	-11.781	-11.780	-12.122	-117.198	-117.167	-118.153	-117.360	-118.033	-117.424	-118.219	-116.893	-117.826	-117.075	-117.301	-117.479	-117.450	-118.362	-117.284	-117.384	-117.925	-117.237	-117.447	-116.911	-117.506	-117.610	-118.361	-117.838	-118.384	-117.855	-117.825	-118.207	-118.056	-118.171	-116.799	-117.272	263.790	263.724	264.001	263.912	263.965	263.982	264.048	263.835	263.887	263.974	263.715	263.914	263.914	264.050	263.941	263.894	263.923	263.901	263.895	263.772	263.949	263.953	264.015	263.986	263.808	263.859	263.870	264.011	264.011	263.970	263.904	263.762	2016_7_16_10_24_12
FLQS31B2GRWM____	-12.118	-12.055	-11.796	-11.751	-11.778	-11.749	-11.896	-11.857	-11.796	-12.054	-12.338	-12.334	-12.015	-11.659	-12.019	-11.735	-11.859	-11.822	-11.728	-11.777	-11.819	-11.955	-11.979	-11.858	-11.706	-11.795	-11.819	-11.572	-11.686	-11.717	-11.711	-11.918	-117.121	-117.167	-117.158	-117.161	-117.686	-117.413	-117.341	-117.605	-117.684	-117.976	-117.853	-117.839	-118.156	-116.480	-117.277	-116.858	-117.723	-117.807	-117.761	-117.934	-117.678	-117.990	-118.361	-117.451	-116.868	-117.717	-118.088	-118.070	-117.776	-117.891	-117.459	-117.194	264.430	264.462	264.588	264.609	264.622	264.623	264.548	264.580	264.613	264.503	264.360	264.362	264.531	264.621	264.486	264.602	264.585	264.607	264.650	264.634	264.602	264.552	264.558	264.572	264.617	264.615	264.622	264.739	264.671	264.661	264.643	264.530	2016_7_16_10_24_15
