SN	Distance_X_LOGO_Battery_Down1	Distance_X_LOGO_Battery_Down2	Distance_X_LOGO_Battery_Down3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Battery_Down1	Distance_Y_LOGO_Battery_Down2	Distance_Y_LOGO_Battery_Down3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Battery_Down1	Angle_Battery_Down2	Angle_Battery_Down3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
FLQS31K2GRWM____	-11.842	-11.899	-11.844	-11.738	-11.694	-11.739	-11.557	-11.920	-11.907	-11.772	-12.072	-11.814	-11.743	-11.635	-11.741	-11.773	-11.908	-11.878	-11.840	-11.764	-11.806	-11.737	-11.767	-11.839	-11.806	-11.908	-11.879	-11.560	-11.808	-11.633	-11.568	-11.697	-117.038	-116.936	-116.802	-117.011	-117.613	-117.135	-117.207	-116.744	-116.959	-117.917	-116.939	-116.926	-116.892	-117.154	-116.989	-117.110	-117.375	-116.946	-117.885	-117.339	-117.544	-117.586	-117.281	-117.230	-117.631	-117.305	-117.411	-117.529	-117.499	-117.827	-117.241	-117.306	263.989	263.956	263.977	264.039	264.089	264.044	264.135	263.937	263.954	264.066	263.873	263.997	264.030	264.095	264.036	264.026	263.974	263.967	264.031	264.042	264.031	264.067	264.037	264.000	264.036	263.970	263.989	264.149	264.028	264.128	264.132	264.072	2016_7_16_10_24_18
FLQS31QAGRX2____	-11.405	-11.332	-11.410	-11.225	-11.269	-11.512	-11.001	-11.479	-11.540	-11.344	-11.375	-11.574	-11.530	-11.275	-11.233	-11.467	-11.469	-11.241	-11.340	-11.269	-11.303	-11.237	-11.269	-11.397	-11.307	-11.544	-11.505	-11.064	-11.505	-11.202	-11.190	-11.553	-116.451	-115.766	-115.640	-116.166	-116.432	-115.835	-115.828	-116.631	-116.236	-116.465	-117.099	-116.018	-115.521	-115.425	-116.202	-115.847	-117.000	-117.167	-117.248	-116.627	-116.032	-116.213	-117.237	-116.836	-116.933	-116.141	-116.301	-116.488	-115.870	-116.244	-116.193	-115.347	264.069	264.072	264.028	264.144	264.135	263.987	264.238	264.042	263.993	264.100	264.115	263.966	263.963	264.084	264.142	264.010	264.064	264.183	264.138	264.144	264.099	264.140	264.173	264.091	264.140	263.987	264.013	264.237	263.992	264.159	264.162	263.943	2016_7_16_10_24_20
FLQS32CMGRWM____	-11.558	-11.493	-11.435	-11.373	-11.426	-11.594	-11.341	-11.566	-11.561	-11.503	-11.655	-11.719	-11.672	-11.227	-11.329	-11.560	-11.429	-11.402	-11.370	-11.489	-11.522	-11.484	-11.424	-11.429	-11.659	-11.564	-11.535	-11.348	-11.530	-11.556	-11.215	-11.541	-116.881	-116.324	-116.066	-117.321	-116.999	-116.590	-117.124	-116.593	-116.726	-116.772	-116.661	-117.505	-115.798	-115.915	-117.037	-117.424	-117.026	-116.791	-117.198	-117.387	-117.256	-115.487	-117.187	-117.075	-117.429	-116.568	-116.543	-117.375	-117.355	-117.401	-117.290	-117.755	264.690	264.694	264.710	264.800	264.759	264.658	264.806	264.672	264.681	264.711	264.632	264.642	264.581	264.805	264.808	264.715	264.759	264.761	264.796	264.747	264.725	264.658	264.769	264.762	264.667	264.672	264.685	264.815	264.726	264.715	264.875	264.739	2016_7_16_10_24_23
FLQS300WGRX8____	-11.354	-11.409	-11.285	-11.109	-11.208	-11.387	-10.998	-11.222	-11.346	-11.167	-11.249	-11.253	-11.254	-11.138	-11.252	-11.229	-11.226	-11.259	-11.287	-11.156	-11.243	-11.033	-11.156	-11.217	-11.129	-11.227	-11.250	-11.138	-11.243	-11.208	-11.005	-11.067	-116.824	-116.917	-117.183	-117.188	-117.421	-116.523	-117.771	-117.388	-117.323	-116.836	-117.596	-117.516	-117.409	-117.421	-117.171	-116.624	-117.099	-117.188	-117.542	-116.927	-117.421	-117.596	-116.732	-117.141	-117.165	-116.710	-117.336	-117.704	-117.246	-117.351	-117.220	-117.549	264.735	264.713	264.785	264.871	264.834	264.705	264.951	264.825	264.763	264.826	264.822	264.816	264.811	264.867	264.801	264.786	264.810	264.798	264.801	264.836	264.817	264.926	264.827	264.816	264.860	264.791	264.809	264.881	264.809	264.830	264.923	264.908	2016_7_16_10_24_26
FLQS302CGRX8____	-11.914	-12.047	-11.502	-11.731	-11.763	-11.668	-11.560	-11.900	-11.773	-11.658	-11.949	-12.062	-12.061	-11.550	-11.669	-11.706	-11.904	-11.551	-11.837	-11.989	-11.731	-11.808	-11.761	-11.507	-11.740	-11.776	-11.678	-11.373	-11.995	-11.714	-11.566	-11.773	-117.412	-117.198	-117.715	-117.374	-118.050	-117.578	-117.637	-118.172	-117.983	-117.040	-117.199	-118.023	-118.054	-118.526	-118.088	-117.875	-118.016	-117.652	-118.314	-116.440	-118.383	-117.896	-118.051	-117.872	-118.010	-117.816	-117.919	-117.772	-117.999	-117.401	-117.617	-117.425	264.038	263.963	264.251	264.124	264.142	264.164	264.220	264.082	264.133	264.143	264.010	263.996	263.999	264.266	264.188	264.160	264.072	264.224	264.118	263.953	264.173	264.113	264.142	264.256	264.151	264.124	264.176	264.316	264.027	264.134	264.216	264.106	2016_7_16_10_24_28
FLQS304AGRX8____	-11.705	-12.115	-11.903	-11.667	-11.634	-11.660	-11.693	-12.298	-11.852	-11.701	-12.146	-11.883	-12.088	-11.704	-11.867	-11.701	-11.840	-11.864	-11.769	-11.691	-12.007	-11.806	-11.833	-11.766	-11.667	-11.980	-11.876	-11.630	-11.946	-11.976	-11.692	-11.899	-117.676	-116.850	-117.625	-117.573	-117.715	-117.970	-117.569	-117.499	-117.393	-118.470	-117.318	-117.560	-117.060	-117.581	-117.890	-117.995	-118.278	-118.512	-118.180	-118.507	-117.777	-117.954	-117.850	-117.987	-118.332	-117.683	-117.908	-118.021	-117.484	-117.531	-117.731	-117.730	264.072	263.833	263.974	264.085	264.108	264.108	264.072	263.777	263.987	264.111	263.841	263.980	263.857	264.068	264.004	264.089	264.036	264.035	264.065	264.118	263.931	264.036	264.019	264.057	264.122	263.940	264.001	264.124	263.946	263.934	264.081	263.981	2016_7_16_10_24_31
FLQS304UGRX2____	-11.447	-11.549	-11.228	-11.249	-11.280	-11.512	-11.161	-11.140	-11.493	-11.521	-11.414	-11.269	-11.525	-11.070	-11.472	-11.070	-11.421	-11.554	-11.550	-11.277	-11.549	-11.483	-11.233	-11.222	-11.264	-11.577	-11.461	-11.215	-11.175	-11.290	-11.144	-11.438	-117.156	-118.437	-118.571	-117.956	-118.507	-118.366	-117.376	-117.638	-118.374	-117.163	-117.448	-118.219	-118.193	-115.398	-117.368	-118.233	-118.751	-117.119	-118.236	-118.366	-117.259	-117.238	-117.915	-118.385	-118.675	-117.417	-118.174	-118.352	-118.723	-118.380	-118.188	-117.360	264.116	264.127	264.287	264.249	264.259	264.141	264.265	264.287	264.151	264.080	264.146	264.251	264.127	264.217	264.114	264.348	264.203	264.062	264.117	264.254	264.071	264.102	264.255	264.281	264.274	264.065	264.157	264.283	264.319	264.248	264.310	264.130	2016_7_16_10_24_34
FLQS3023GRX8____	-11.427	-11.431	-11.095	-11.037	-11.165	-11.187	-10.881	-11.214	-11.245	-11.325	-11.454	-11.179	-11.339	-10.901	-11.462	-11.250	-11.571	-11.213	-11.178	-11.146	-11.317	-11.256	-11.218	-11.168	-11.179	-11.560	-11.131	-11.160	-11.257	-10.962	-11.027	-11.341	-117.878	-117.381	-118.517	-118.388	-117.787	-118.187	-117.987	-117.445	-117.452	-115.649	-118.174	-117.690	-117.405	-116.787	-118.221	-117.078	-117.756	-117.714	-117.666	-118.466	-118.388	-118.295	-118.384	-117.603	-118.460	-118.084	-118.329	-117.705	-118.211	-117.999	-117.280	-118.075	264.323	264.297	264.511	264.533	264.445	264.452	264.591	264.405	264.390	264.266	264.323	264.433	264.343	264.527	264.321	264.371	264.247	264.418	264.433	264.485	264.399	264.424	264.446	264.435	264.469	264.268	264.485	264.443	264.420	264.552	264.488	264.373	2016_7_16_10_24_36
FLQS3075GRX8____	-11.773	-11.637	-11.366	-11.404	-11.364	-11.539	-11.164	-11.582	-11.513	-11.374	-11.742	-11.477	-11.614	-11.420	-11.333	-11.704	-11.441	-11.543	-11.512	-11.362	-11.476	-11.358	-11.564	-11.496	-11.409	-11.565	-11.543	-11.230	-11.405	-11.413	-11.289	-11.636	-117.246	-117.215	-117.543	-116.964	-117.629	-117.215	-117.027	-117.100	-117.490	-117.579	-117.353	-117.407	-116.775	-117.682	-117.335	-117.323	-117.782	-117.610	-117.636	-117.808	-117.432	-116.187	-117.558	-117.760	-117.651	-117.781	-117.684	-117.675	-117.776	-117.360	-117.912	-117.258	263.982	264.046	264.193	264.147	264.198	264.094	264.266	264.067	264.120	264.190	264.002	264.133	264.036	264.173	264.199	264.019	264.168	264.111	264.127	264.207	264.134	264.133	264.098	264.140	264.177	264.108	264.114	264.264	264.185	264.161	264.247	264.049	2016_7_16_10_24_39
FLQS3089GRXL____	-12.192	-12.325	-11.915	-11.945	-11.779	-12.139	-11.902	-12.208	-11.927	-12.119	-12.210	-12.156	-12.219	-11.573	-12.080	-12.063	-11.785	-12.161	-11.720	-11.854	-12.080	-12.151	-11.998	-11.785	-12.147	-12.120	-12.155	-11.712	-12.034	-12.101	-11.712	-12.045	-117.313	-116.352	-117.397	-117.410	-117.757	-117.398	-117.401	-116.486	-117.297	-117.967	-117.723	-117.712	-117.421	-117.680	-117.777	-117.315	-117.790	-117.289	-117.833	-117.221	-118.008	-117.458	-116.762	-117.823	-117.390	-117.514	-117.159	-117.596	-117.063	-118.152	-117.701	-117.629	263.730	263.616	263.868	263.854	263.951	263.759	263.874	263.680	263.857	263.798	263.741	263.767	263.722	264.046	263.807	263.792	263.950	263.743	263.983	263.888	263.818	263.757	263.796	263.951	263.755	263.774	263.740	263.975	263.794	263.815	263.980	263.816	2016_7_16_10_24_42
